NAME,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,state,county,tract
"Census Tract 1505.02, Cook County, Illinois",750.0,940.0,939.0,364.0,173.0,17,031,150502
"Census Tract 1510.01, Cook County, Illinois",556.0,536.0,356.0,180.0,59.0,17,031,151001
"Census Tract 1510.02, Cook County, Illinois",670.0,960.0,809.0,375.0,171.0,17,031,151002
"Census Tract 1605.02, Cook County, Illinois",740.0,450.0,533.0,553.0,237.0,17,031,160502
"Census Tract 1606.01, Cook County, Illinois",907.0,305.0,400.0,642.0,391.0,17,031,160601
"Census Tract 1606.02, Cook County, Illinois",479.0,698.0,694.0,623.0,238.0,17,031,160602
"Census Tract 1605.01, Cook County, Illinois",1004.0,669.0,506.0,560.0,185.0,17,031,160501
"Census Tract 1906.01, Cook County, Illinois",995.0,831.0,569.0,135.0,137.0,17,031,190601
"Census Tract 1904.01, Cook County, Illinois",765.0,844.0,711.0,340.0,85.0,17,031,190401
"Census Tract 5603, Cook County, Illinois",546.0,547.0,613.0,288.0,39.0,17,031,560300
"Census Tract 4804, Cook County, Illinois",492.0,1069.0,1881.0,609.0,654.0,17,031,480400
"Census Tract 5202, Cook County, Illinois",831.0,538.0,417.0,97.0,21.0,17,031,520200
"Census Tract 5206, Cook County, Illinois",587.0,715.0,433.0,154.0,34.0,17,031,520600
"Census Tract 5608, Cook County, Illinois",699.0,1263.0,861.0,767.0,379.0,17,031,560800
"Census Tract 5802, Cook County, Illinois",955.0,534.0,334.0,132.0,52.0,17,031,580200
"Census Tract 5804, Cook County, Illinois",885.0,1048.0,447.0,109.0,56.0,17,031,580400
"Census Tract 5907, Cook County, Illinois",787.0,511.0,295.0,212.0,106.0,17,031,590700
"Census Tract 6104, Cook County, Illinois",506.0,357.0,85.0,43.0,0.0,17,031,610400
"Census Tract 6108, Cook County, Illinois",146.0,336.0,303.0,65.0,80.0,17,031,610800
"Census Tract 6120, Cook County, Illinois",169.0,409.0,295.0,32.0,0.0,17,031,612000
"Census Tract 6121, Cook County, Illinois",131.0,247.0,210.0,90.0,12.0,17,031,612100
"Census Tract 6405, Cook County, Illinois",205.0,1013.0,569.0,315.0,163.0,17,031,640500
"Census Tract 8009, Cook County, Illinois",69.0,300.0,382.0,1098.0,1257.0,17,031,800900
"Census Tract 314, Cook County, Illinois",226.0,361.0,546.0,1806.0,1681.0,17,031,031400
"Census Tract 406, Cook County, Illinois",125.0,149.0,323.0,740.0,645.0,17,031,040600
"Census Tract 8176, Cook County, Illinois",406.0,903.0,908.0,214.0,105.0,17,031,817600
"Census Tract 8184.02, Cook County, Illinois",243.0,634.0,723.0,452.0,249.0,17,031,818402
"Census Tract 8024.04, Cook County, Illinois",665.0,1237.0,1681.0,1103.0,271.0,17,031,802404
"Census Tract 8079, Cook County, Illinois",208.0,390.0,573.0,1150.0,682.0,17,031,807900
"Census Tract 8024.03, Cook County, Illinois",68.0,188.0,361.0,439.0,225.0,17,031,802403
"Census Tract 8025.05, Cook County, Illinois",1052.0,935.0,987.0,951.0,383.0,17,031,802505
"Census Tract 8025.06, Cook County, Illinois",524.0,551.0,511.0,206.0,102.0,17,031,802506
"Census Tract 8026.07, Cook County, Illinois",56.0,235.0,358.0,174.0,157.0,17,031,802607
"Census Tract 8026.08, Cook County, Illinois",102.0,1076.0,1658.0,1433.0,727.0,17,031,802608
"Census Tract 8026.09, Cook County, Illinois",840.0,1478.0,777.0,814.0,351.0,17,031,802609
"Census Tract 8026.10, Cook County, Illinois",44.0,294.0,408.0,268.0,195.0,17,031,802610
"Census Tract 8030.12, Cook County, Illinois",77.0,198.0,333.0,735.0,398.0,17,031,803012
"Census Tract 8030.13, Cook County, Illinois",252.0,584.0,1149.0,1501.0,595.0,17,031,803013
"Census Tract 8030.14, Cook County, Illinois",304.0,548.0,505.0,743.0,306.0,17,031,803014
"Census Tract 8030.15, Cook County, Illinois",182.0,810.0,757.0,1108.0,568.0,17,031,803015
"Census Tract 8030.16, Cook County, Illinois",60.0,308.0,299.0,579.0,394.0,17,031,803016
"Census Tract 8030.17, Cook County, Illinois",214.0,798.0,673.0,1527.0,886.0,17,031,803017
"Census Tract 8036.11, Cook County, Illinois",734.0,938.0,1053.0,1010.0,239.0,17,031,803611
"Census Tract 8036.12, Cook County, Illinois",555.0,386.0,606.0,421.0,170.0,17,031,803612
"Census Tract 8037.01, Cook County, Illinois",101.0,302.0,394.0,734.0,523.0,17,031,803701
"Census Tract 8382, Cook County, Illinois",58.0,55.0,68.0,335.0,228.0,17,031,838200
"Census Tract 8383, Cook County, Illinois",140.0,364.0,160.0,311.0,165.0,17,031,838300
"Census Tract 8386, Cook County, Illinois",254.0,134.0,193.0,14.0,0.0,17,031,838600
"Census Tract 8380, Cook County, Illinois",306.0,442.0,460.0,447.0,227.0,17,031,838000
"Census Tract 8381, Cook County, Illinois",249.0,252.0,374.0,342.0,355.0,17,031,838100
"Census Tract 8387, Cook County, Illinois",711.0,937.0,736.0,164.0,9.0,17,031,838700
"Census Tract 8388, Cook County, Illinois",501.0,729.0,475.0,59.0,29.0,17,031,838800
"Census Tract 8390, Cook County, Illinois",148.0,325.0,916.0,2364.0,2187.0,17,031,839000
"Census Tract 8391, Cook County, Illinois",238.0,336.0,448.0,1246.0,1269.0,17,031,839100
"Census Tract 8392, Cook County, Illinois",149.0,274.0,566.0,412.0,320.0,17,031,839200
"Census Tract 8395, Cook County, Illinois",221.0,112.0,240.0,243.0,237.0,17,031,839500
"Census Tract 8396, Cook County, Illinois",333.0,312.0,314.0,275.0,237.0,17,031,839600
"Census Tract 8397, Cook County, Illinois",551.0,800.0,755.0,605.0,315.0,17,031,839700
"Census Tract 8398, Cook County, Illinois",256.0,570.0,421.0,288.0,395.0,17,031,839800
"Census Tract 8399, Cook County, Illinois",402.0,721.0,793.0,504.0,284.0,17,031,839900
"Census Tract 8400, Cook County, Illinois",343.0,534.0,510.0,332.0,252.0,17,031,840000
"Census Tract 8401, Cook County, Illinois",488.0,590.0,232.0,126.0,185.0,17,031,840100
"Census Tract 8402, Cook County, Illinois",586.0,499.0,303.0,251.0,130.0,17,031,840200
"Census Tract 8403, Cook County, Illinois",914.0,851.0,486.0,259.0,103.0,17,031,840300
"Census Tract 8404, Cook County, Illinois",524.0,844.0,305.0,383.0,182.0,17,031,840400
"Census Tract 8407, Cook County, Illinois",1292.0,398.0,367.0,118.0,153.0,17,031,840700
"Census Tract 8408, Cook County, Illinois",879.0,621.0,273.0,56.0,20.0,17,031,840800
"Census Tract 8410, Cook County, Illinois",69.0,92.0,95.0,148.0,171.0,17,031,841000
"Census Tract 1302, Cook County, Illinois",56.0,179.0,260.0,449.0,195.0,17,031,130200
"Census Tract 2003, Cook County, Illinois",659.0,284.0,202.0,57.0,22.0,17,031,200300
"Census Tract 1101, Cook County, Illinois",549.0,1058.0,1124.0,892.0,441.0,17,031,110100
"Census Tract 1102, Cook County, Illinois",190.0,553.0,712.0,503.0,203.0,17,031,110200
"Census Tract 8030.05, Cook County, Illinois",35.0,303.0,618.0,653.0,370.0,17,031,803005
"Census Tract 8033, Cook County, Illinois",232.0,807.0,947.0,1387.0,1070.0,17,031,803300
"Census Tract 8036.05, Cook County, Illinois",575.0,882.0,1051.0,1617.0,950.0,17,031,803605
"Census Tract 2718, Cook County, Illinois",46.0,361.0,265.0,35.0,0.0,17,031,271800
"Census Tract 2808, Cook County, Illinois",113.0,125.0,201.0,79.0,2.0,17,031,280800
"Census Tract 2809, Cook County, Illinois",129.0,84.0,156.0,32.0,75.0,17,031,280900
"Census Tract 2819, Cook County, Illinois",29.0,59.0,206.0,1575.0,1731.0,17,031,281900
"Census Tract 2912, Cook County, Illinois",190.0,400.0,362.0,47.0,63.0,17,031,291200
"Census Tract 8039.02, Cook County, Illinois",259.0,785.0,949.0,475.0,165.0,17,031,803902
"Census Tract 8145, Cook County, Illinois",999.0,1004.0,672.0,448.0,32.0,17,031,814500
"Census Tract 8044.06, Cook County, Illinois",978.0,1065.0,923.0,854.0,149.0,17,031,804406
"Census Tract 8045.06, Cook County, Illinois",293.0,529.0,940.0,1109.0,634.0,17,031,804506
"Census Tract 8124, Cook County, Illinois",0.0,120.0,268.0,738.0,1236.0,17,031,812400
"Census Tract 8157.01, Cook County, Illinois",78.0,302.0,509.0,818.0,879.0,17,031,815701
"Census Tract 8167, Cook County, Illinois",581.0,419.0,375.0,142.0,17.0,17,031,816700
"Census Tract 8266, Cook County, Illinois",425.0,1327.0,1464.0,338.0,197.0,17,031,826600
"Census Tract 8268, Cook County, Illinois",812.0,1114.0,700.0,183.0,62.0,17,031,826800
"Census Tract 8269.02, Cook County, Illinois",242.0,377.0,207.0,57.0,0.0,17,031,826902
"Census Tract 5102, Cook County, Illinois",305.0,534.0,740.0,122.0,150.0,17,031,510200
"Census Tract 5705, Cook County, Illinois",546.0,628.0,369.0,82.0,19.0,17,031,570500
"Census Tract 6006, Cook County, Illinois",653.0,481.0,357.0,198.0,84.0,17,031,600600
"Census Tract 6112, Cook County, Illinois",512.0,543.0,161.0,79.0,8.0,17,031,611200
"Census Tract 6408, Cook County, Illinois",193.0,400.0,336.0,105.0,18.0,17,031,640800
"Census Tract 6709, Cook County, Illinois",196.0,288.0,391.0,87.0,46.0,17,031,670900
"Census Tract 6913, Cook County, Illinois",167.0,630.0,557.0,141.0,208.0,17,031,691300
"Census Tract 4307, Cook County, Illinois",277.0,439.0,836.0,319.0,134.0,17,031,430700
"Census Tract 4904, Cook County, Illinois",73.0,159.0,247.0,110.0,69.0,17,031,490400
"Census Tract 8241.06, Cook County, Illinois",159.0,1110.0,1574.0,1364.0,743.0,17,031,824106
"Census Tract 8068.02, Cook County, Illinois",197.0,280.0,398.0,641.0,497.0,17,031,806802
"Census Tract 8094, Cook County, Illinois",85.0,275.0,410.0,1430.0,1682.0,17,031,809400
"Census Tract 6103, Cook County, Illinois",1400.0,981.0,422.0,96.0,181.0,17,031,610300
"Census Tract 6118, Cook County, Illinois",528.0,404.0,249.0,74.0,10.0,17,031,611800
"Census Tract 6812, Cook County, Illinois",319.0,404.0,572.0,74.0,15.0,17,031,681200
"Census Tract 7110, Cook County, Illinois",580.0,772.0,676.0,164.0,75.0,17,031,711000
"Census Tract 8006, Cook County, Illinois",12.0,35.0,108.0,650.0,748.0,17,031,800600
"Census Tract 8043.05, Cook County, Illinois",755.0,1865.0,1503.0,692.0,331.0,17,031,804305
"Census Tract 8099, Cook County, Illinois",9.0,61.0,212.0,766.0,1191.0,17,031,809900
"Census Tract 8117.02, Cook County, Illinois",934.0,953.0,838.0,275.0,81.0,17,031,811702
"Census Tract 8160, Cook County, Illinois",63.0,579.0,633.0,646.0,427.0,17,031,816000
"Census Tract 8194, Cook County, Illinois",312.0,731.0,1459.0,641.0,494.0,17,031,819400
"Census Tract 2109, Cook County, Illinois",546.0,518.0,450.0,437.0,269.0,17,031,210900
"Census Tract 2602, Cook County, Illinois",75.0,293.0,278.0,0.0,5.0,17,031,260200
"Census Tract 8155, Cook County, Illinois",1114.0,1667.0,1359.0,902.0,272.0,17,031,815500
"Census Tract 8180, Cook County, Illinois",271.0,1315.0,1181.0,372.0,79.0,17,031,818000
"Census Tract 8229, Cook County, Illinois",126.0,482.0,482.0,79.0,46.0,17,031,822900
"Census Tract 8239.04, Cook County, Illinois",167.0,757.0,1019.0,632.0,521.0,17,031,823904
"Census Tract 8264.02, Cook County, Illinois",388.0,912.0,1422.0,459.0,163.0,17,031,826402
"Census Tract 8294.01, Cook County, Illinois",265.0,251.0,204.0,60.0,38.0,17,031,829401
"Census Tract 7502, Cook County, Illinois",103.0,330.0,628.0,464.0,550.0,17,031,750200
"Census Tract 7503, Cook County, Illinois",101.0,379.0,432.0,495.0,332.0,17,031,750300
"Census Tract 7504, Cook County, Illinois",65.0,297.0,859.0,573.0,329.0,17,031,750400
"Census Tract 7705, Cook County, Illinois",965.0,721.0,512.0,119.0,13.0,17,031,770500
"Census Tract 8004, Cook County, Illinois",37.0,68.0,179.0,888.0,1153.0,17,031,800400
"Census Tract 8016.07, Cook County, Illinois",165.0,549.0,763.0,1178.0,1187.0,17,031,801607
"Census Tract 102.01, Cook County, Illinois",906.0,1010.0,1189.0,969.0,489.0,17,031,010201
"Census Tract 1904.02, Cook County, Illinois",876.0,1059.0,603.0,383.0,102.0,17,031,190402
"Census Tract 105.02, Cook County, Illinois",439.0,177.0,496.0,716.0,310.0,17,031,010502
"Census Tract 102.02, Cook County, Illinois",314.0,382.0,481.0,346.0,258.0,17,031,010202
"Census Tract 105.01, Cook County, Illinois",219.0,286.0,977.0,830.0,607.0,17,031,010501
"Census Tract 105.03, Cook County, Illinois",358.0,331.0,159.0,340.0,266.0,17,031,010503
"Census Tract 107.01, Cook County, Illinois",515.0,569.0,492.0,638.0,477.0,17,031,010701
"Census Tract 107.02, Cook County, Illinois",807.0,711.0,547.0,894.0,497.0,17,031,010702
"Census Tract 203.02, Cook County, Illinois",496.0,688.0,526.0,929.0,700.0,17,031,020302
"Census Tract 206.02, Cook County, Illinois",414.0,500.0,534.0,790.0,374.0,17,031,020602
"Census Tract 207.01, Cook County, Illinois",143.0,170.0,425.0,286.0,309.0,17,031,020701
"Census Tract 203.01, Cook County, Illinois",321.0,559.0,846.0,968.0,776.0,17,031,020301
"Census Tract 206.01, Cook County, Illinois",939.0,778.0,945.0,943.0,540.0,17,031,020601
"Census Tract 207.02, Cook County, Illinois",1351.0,1072.0,1216.0,1135.0,259.0,17,031,020702
"Census Tract 208.01, Cook County, Illinois",564.0,543.0,992.0,511.0,723.0,17,031,020801
"Census Tract 208.02, Cook County, Illinois",947.0,1121.0,1012.0,1447.0,680.0,17,031,020802
"Census Tract 209.01, Cook County, Illinois",541.0,675.0,700.0,830.0,310.0,17,031,020901
"Census Tract 7004.01, Cook County, Illinois",445.0,1130.0,1511.0,671.0,242.0,17,031,700401
"Census Tract 7004.02, Cook County, Illinois",211.0,702.0,813.0,429.0,184.0,17,031,700402
"Census Tract 7005.01, Cook County, Illinois",561.0,1533.0,2065.0,924.0,422.0,17,031,700501
"Census Tract 7005.02, Cook County, Illinois",171.0,363.0,984.0,300.0,186.0,17,031,700502
"Census Tract 7302.01, Cook County, Illinois",374.0,977.0,1510.0,601.0,196.0,17,031,730201
"Census Tract 7302.02, Cook County, Illinois",355.0,792.0,922.0,245.0,125.0,17,031,730202
"Census Tract 7608.01, Cook County, Illinois",182.0,977.0,785.0,795.0,475.0,17,031,760801
"Census Tract 4903, Cook County, Illinois",167.0,233.0,584.0,356.0,220.0,17,031,490300
"Census Tract 4907, Cook County, Illinois",549.0,382.0,744.0,207.0,43.0,17,031,490700
"Census Tract 5001, Cook County, Illinois",290.0,729.0,1139.0,324.0,98.0,17,031,500100
"Census Tract 5204, Cook County, Illinois",746.0,991.0,334.0,198.0,154.0,17,031,520400
"Census Tract 8209.02, Cook County, Illinois",914.0,1303.0,646.0,95.0,73.0,17,031,820902
"Census Tract 8210.01, Cook County, Illinois",705.0,1331.0,795.0,392.0,60.0,17,031,821001
"Census Tract 8210.02, Cook County, Illinois",823.0,1649.0,851.0,334.0,123.0,17,031,821002
"Census Tract 8222, Cook County, Illinois",279.0,1070.0,763.0,300.0,161.0,17,031,822200
"Census Tract 8225, Cook County, Illinois",346.0,934.0,831.0,682.0,333.0,17,031,822500
"Census Tract 8228.01, Cook County, Illinois",176.0,670.0,719.0,626.0,347.0,17,031,822801
"Census Tract 8232, Cook County, Illinois",209.0,1225.0,1169.0,346.0,218.0,17,031,823200
"Census Tract 8236.03, Cook County, Illinois",419.0,337.0,344.0,199.0,44.0,17,031,823603
"Census Tract 8237.05, Cook County, Illinois",379.0,1225.0,926.0,479.0,230.0,17,031,823705
"Census Tract 8241.07, Cook County, Illinois",272.0,1632.0,1657.0,933.0,543.0,17,031,824107
"Census Tract 8243, Cook County, Illinois",652.0,1099.0,1374.0,188.0,112.0,17,031,824300
"Census Tract 8255.04, Cook County, Illinois",210.0,503.0,994.0,346.0,213.0,17,031,825504
"Census Tract 8257, Cook County, Illinois",369.0,970.0,1013.0,221.0,74.0,17,031,825700
"Census Tract 8258.03, Cook County, Illinois",653.0,985.0,1428.0,419.0,206.0,17,031,825803
"Census Tract 8263.03, Cook County, Illinois",148.0,852.0,937.0,499.0,237.0,17,031,826303
"Census Tract 8273, Cook County, Illinois",293.0,953.0,523.0,148.0,8.0,17,031,827300
"Census Tract 8285.03, Cook County, Illinois",390.0,941.0,1037.0,249.0,101.0,17,031,828503
"Census Tract 6404, Cook County, Illinois",239.0,1103.0,747.0,288.0,95.0,17,031,640400
"Census Tract 6604, Cook County, Illinois",1377.0,1003.0,517.0,140.0,24.0,17,031,660400
"Census Tract 6608, Cook County, Illinois",1091.0,1300.0,1025.0,206.0,62.0,17,031,660800
"Census Tract 6713, Cook County, Illinois",412.0,392.0,389.0,129.0,47.0,17,031,671300
"Census Tract 8253.02, Cook County, Illinois",241.0,931.0,1668.0,650.0,311.0,17,031,825302
"Census Tract 8265, Cook County, Illinois",720.0,1079.0,1430.0,367.0,237.0,17,031,826500
"Census Tract 8267, Cook County, Illinois",328.0,1107.0,1518.0,325.0,139.0,17,031,826700
"Census Tract 8271, Cook County, Illinois",292.0,490.0,659.0,191.0,25.0,17,031,827100
"Census Tract 8280, Cook County, Illinois",499.0,1163.0,1247.0,379.0,188.0,17,031,828000
"Census Tract 8282.02, Cook County, Illinois",225.0,944.0,1336.0,461.0,145.0,17,031,828202
"Census Tract 8293.02, Cook County, Illinois",774.0,701.0,765.0,125.0,55.0,17,031,829302
"Census Tract 3009, Cook County, Illinois",1419.0,720.0,288.0,29.0,6.0,17,031,300900
"Census Tract 3012, Cook County, Illinois",1008.0,429.0,281.0,181.0,60.0,17,031,301200
"Census Tract 311, Cook County, Illinois",202.0,542.0,516.0,1505.0,810.0,17,031,031100
"Census Tract 501, Cook County, Illinois",101.0,200.0,297.0,902.0,447.0,17,031,050100
"Census Tract 507, Cook County, Illinois",70.0,91.0,131.0,553.0,471.0,17,031,050700
"Census Tract 621, Cook County, Illinois",46.0,160.0,411.0,1225.0,783.0,17,031,062100
"Census Tract 6201, Cook County, Illinois",883.0,1102.0,625.0,170.0,50.0,17,031,620100
"Census Tract 6308, Cook County, Illinois",2017.0,1379.0,750.0,178.0,51.0,17,031,630800
"Census Tract 6407, Cook County, Illinois",445.0,703.0,512.0,353.0,57.0,17,031,640700
"Census Tract 8040, Cook County, Illinois",339.0,960.0,1202.0,490.0,262.0,17,031,804000
"Census Tract 2420, Cook County, Illinois",786.0,538.0,459.0,1252.0,573.0,17,031,242000
"Census Tract 2410, Cook County, Illinois",356.0,252.0,222.0,276.0,147.0,17,031,241000
"Census Tract 2411, Cook County, Illinois",699.0,362.0,752.0,917.0,295.0,17,031,241100
"Census Tract 2421, Cook County, Illinois",116.0,106.0,254.0,1210.0,960.0,17,031,242100
"Census Tract 2506, Cook County, Illinois",676.0,836.0,1004.0,192.0,159.0,17,031,250600
"Census Tract 2511, Cook County, Illinois",710.0,1208.0,649.0,193.0,30.0,17,031,251100
"Census Tract 2520, Cook County, Illinois",741.0,1605.0,939.0,230.0,100.0,17,031,252000
"Census Tract 2601, Cook County, Illinois",122.0,278.0,169.0,38.0,0.0,17,031,260100
"Census Tract 2607, Cook County, Illinois",335.0,442.0,363.0,35.0,21.0,17,031,260700
"Census Tract 2713, Cook County, Illinois",99.0,228.0,177.0,43.0,37.0,17,031,271300
"Census Tract 817, Cook County, Illinois",67.0,203.0,194.0,1643.0,835.0,17,031,081700
"Census Tract 1001, Cook County, Illinois",494.0,820.0,996.0,1030.0,677.0,17,031,100100
"Census Tract 1005, Cook County, Illinois",196.0,1055.0,1227.0,767.0,539.0,17,031,100500
"Census Tract 1301, Cook County, Illinois",497.0,775.0,1077.0,1165.0,503.0,17,031,130100
"Census Tract 1402, Cook County, Illinois",1043.0,748.0,630.0,723.0,182.0,17,031,140200
"Census Tract 1405, Cook County, Illinois",691.0,759.0,681.0,392.0,213.0,17,031,140500
"Census Tract 1603, Cook County, Illinois",496.0,799.0,635.0,759.0,301.0,17,031,160300
"Census Tract 1608, Cook County, Illinois",644.0,768.0,1106.0,968.0,209.0,17,031,160800
"Census Tract 2714, Cook County, Illinois",195.0,155.0,294.0,37.0,24.0,17,031,271400
"Census Tract 2801, Cook County, Illinois",0.0,290.0,574.0,2435.0,2348.0,17,031,280100
"Census Tract 8235, Cook County, Illinois",579.0,1029.0,739.0,394.0,254.0,17,031,823500
"Census Tract 8215, Cook County, Illinois",173.0,307.0,410.0,106.0,31.0,17,031,821500
"Census Tract 8218, Cook County, Illinois",332.0,904.0,1231.0,731.0,407.0,17,031,821800
"Census Tract 8234, Cook County, Illinois",598.0,1228.0,895.0,236.0,144.0,17,031,823400
"Census Tract 3103, Cook County, Illinois",203.0,169.0,242.0,351.0,159.0,17,031,310300
"Census Tract 8239.01, Cook County, Illinois",119.0,640.0,933.0,682.0,628.0,17,031,823901
"Census Tract 8246.01, Cook County, Illinois",360.0,1010.0,1210.0,395.0,150.0,17,031,824601
"Census Tract 8247.02, Cook County, Illinois",442.0,1346.0,1195.0,454.0,163.0,17,031,824702
"Census Tract 2002, Cook County, Illinois",1245.0,1110.0,566.0,241.0,48.0,17,031,200200
"Census Tract 2214, Cook County, Illinois",224.0,410.0,448.0,575.0,237.0,17,031,221400
"Census Tract 7608.02, Cook County, Illinois",269.0,521.0,583.0,402.0,161.0,17,031,760802
"Census Tract 7608.03, Cook County, Illinois",742.0,1396.0,1397.0,850.0,635.0,17,031,760803
"Census Tract 7702.01, Cook County, Illinois",277.0,867.0,1527.0,1006.0,543.0,17,031,770201
"Census Tract 7702.02, Cook County, Illinois",297.0,921.0,1258.0,925.0,258.0,17,031,770202
"Census Tract 8048.04, Cook County, Illinois",622.0,1303.0,1239.0,1143.0,578.0,17,031,804804
"Census Tract 8051.05, Cook County, Illinois",1174.0,1168.0,1406.0,668.0,338.0,17,031,805105
"Census Tract 8051.08, Cook County, Illinois",885.0,1335.0,1042.0,864.0,619.0,17,031,805108
"Census Tract 8057.01, Cook County, Illinois",110.0,605.0,948.0,1108.0,768.0,17,031,805701
"Census Tract 8057.02, Cook County, Illinois",42.0,244.0,263.0,510.0,306.0,17,031,805702
"Census Tract 8068.01, Cook County, Illinois",421.0,359.0,731.0,814.0,758.0,17,031,806801
"Census Tract 8073, Cook County, Illinois",384.0,1297.0,1551.0,1673.0,766.0,17,031,807300
"Census Tract 8080.02, Cook County, Illinois",318.0,569.0,523.0,1143.0,684.0,17,031,808002
"Census Tract 307.06, Cook County, Illinois",237.0,360.0,900.0,605.0,971.0,17,031,030706
"Census Tract 402.01, Cook County, Illinois",617.0,637.0,777.0,2001.0,697.0,17,031,040201
"Census Tract 402.02, Cook County, Illinois",1034.0,976.0,1182.0,1418.0,432.0,17,031,040202
"Census Tract 404.01, Cook County, Illinois",236.0,264.0,349.0,708.0,616.0,17,031,040401
"Census Tract 619.01, Cook County, Illinois",68.0,180.0,518.0,1103.0,1119.0,17,031,061901
"Census Tract 619.02, Cook County, Illinois",30.0,186.0,496.0,1519.0,1091.0,17,031,061902
"Census Tract 315.01, Cook County, Illinois",415.0,539.0,709.0,793.0,365.0,17,031,031501
"Census Tract 315.02, Cook County, Illinois",332.0,747.0,1039.0,855.0,319.0,17,031,031502
"Census Tract 404.02, Cook County, Illinois",178.0,319.0,573.0,1463.0,1255.0,17,031,040402
"Census Tract 701.01, Cook County, Illinois",49.0,156.0,468.0,1340.0,1101.0,17,031,070101
"Census Tract 633.01, Cook County, Illinois",38.0,184.0,365.0,996.0,589.0,17,031,063301
"Census Tract 633.03, Cook County, Illinois",80.0,81.0,177.0,387.0,330.0,17,031,063303
"Census Tract 633.02, Cook County, Illinois",26.0,177.0,334.0,1475.0,1237.0,17,031,063302
"Census Tract 701.02, Cook County, Illinois",46.0,145.0,363.0,712.0,763.0,17,031,070102
"Census Tract 701.03, Cook County, Illinois",0.0,9.0,56.0,646.0,352.0,17,031,070103
"Census Tract 802.01, Cook County, Illinois",97.0,200.0,561.0,1100.0,1012.0,17,031,080201
"Census Tract 802.02, Cook County, Illinois",30.0,64.0,155.0,1439.0,1343.0,17,031,080202
"Census Tract 812.01, Cook County, Illinois",22.0,77.0,358.0,1466.0,1409.0,17,031,081201
"Census Tract 812.02, Cook County, Illinois",17.0,171.0,540.0,1019.0,911.0,17,031,081202
"Census Tract 814.01, Cook County, Illinois",32.0,90.0,323.0,753.0,808.0,17,031,081401
"Census Tract 814.02, Cook County, Illinois",99.0,148.0,646.0,1576.0,1492.0,17,031,081402
"Census Tract 814.03, Cook County, Illinois",0.0,28.0,709.0,3181.0,2327.0,17,031,081403
"Census Tract 1105.01, Cook County, Illinois",263.0,527.0,1049.0,798.0,527.0,17,031,110501
"Census Tract 1105.02, Cook County, Illinois",471.0,995.0,605.0,326.0,160.0,17,031,110502
"Census Tract 1403.01, Cook County, Illinois",721.0,324.0,422.0,370.0,134.0,17,031,140301
"Census Tract 1403.02, Cook County, Illinois",792.0,570.0,836.0,437.0,292.0,17,031,140302
"Census Tract 1406.02, Cook County, Illinois",1036.0,942.0,863.0,436.0,216.0,17,031,140602
"Census Tract 8080.01, Cook County, Illinois",321.0,392.0,749.0,700.0,619.0,17,031,808001
"Census Tract 8081, Cook County, Illinois",680.0,823.0,822.0,555.0,310.0,17,031,808100
"Census Tract 1002, Cook County, Illinois",306.0,1493.0,1853.0,973.0,416.0,17,031,100200
"Census Tract 1003, Cook County, Illinois",558.0,1041.0,1550.0,759.0,565.0,17,031,100300
"Census Tract 1204, Cook County, Illinois",251.0,487.0,666.0,580.0,468.0,17,031,120400
"Census Tract 1503, Cook County, Illinois",340.0,1857.0,1382.0,1075.0,435.0,17,031,150300
"Census Tract 1512, Cook County, Illinois",674.0,1079.0,626.0,250.0,159.0,17,031,151200
"Census Tract 1602, Cook County, Illinois",416.0,482.0,699.0,765.0,358.0,17,031,160200
"Census Tract 1704, Cook County, Illinois",451.0,1109.0,602.0,575.0,65.0,17,031,170400
"Census Tract 1708, Cook County, Illinois",446.0,787.0,850.0,436.0,223.0,17,031,170800
"Census Tract 1801, Cook County, Illinois",788.0,1362.0,1172.0,438.0,311.0,17,031,180100
"Census Tract 8285.05, Cook County, Illinois",235.0,1384.0,1633.0,441.0,516.0,17,031,828505
"Census Tract 8287.01, Cook County, Illinois",171.0,561.0,1073.0,559.0,184.0,17,031,828701
"Census Tract 8290, Cook County, Illinois",281.0,262.0,260.0,7.0,6.0,17,031,829000
"Census Tract 8294.02, Cook County, Illinois",90.0,595.0,972.0,301.0,235.0,17,031,829402
"Census Tract 8048.06, Cook County, Illinois",406.0,896.0,728.0,186.0,108.0,17,031,804806
"Census Tract 8043.06, Cook County, Illinois",867.0,1357.0,930.0,463.0,102.0,17,031,804306
"Census Tract 8046.03, Cook County, Illinois",321.0,1030.0,1022.0,841.0,466.0,17,031,804603
"Census Tract 8047.12, Cook County, Illinois",245.0,842.0,1066.0,987.0,649.0,17,031,804712
"Census Tract 8048.07, Cook County, Illinois",225.0,1083.0,1115.0,702.0,256.0,17,031,804807
"Census Tract 8048.09, Cook County, Illinois",89.0,768.0,747.0,802.0,615.0,17,031,804809
"Census Tract 8198.01, Cook County, Illinois",18.0,133.0,497.0,1272.0,1346.0,17,031,819801
"Census Tract 8205.02, Cook County, Illinois",1058.0,1283.0,884.0,368.0,223.0,17,031,820502
"Census Tract 8209.01, Cook County, Illinois",671.0,1281.0,1235.0,303.0,60.0,17,031,820901
"Census Tract 8220, Cook County, Illinois",242.0,1235.0,1212.0,332.0,160.0,17,031,822000
"Census Tract 8226.01, Cook County, Illinois",312.0,961.0,1014.0,673.0,365.0,17,031,822601
