NAME,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,state,county,tract
"Census Tract 301.03, Cook County, Illinois",220.0,257.0,221.0,523.0,333.0,17,031,030103
"Census Tract 301.01, Cook County, Illinois",335.0,313.0,771.0,1081.0,690.0,17,031,030101
"Census Tract 301.04, Cook County, Illinois",147.0,308.0,506.0,504.0,141.0,17,031,030104
"Census Tract 306.01, Cook County, Illinois",282.0,591.0,718.0,823.0,392.0,17,031,030601
"Census Tract 306.03, Cook County, Illinois",65.0,253.0,426.0,343.0,288.0,17,031,030603
"Census Tract 306.04, Cook County, Illinois",133.0,468.0,555.0,737.0,666.0,17,031,030604
"Census Tract 307.01, Cook County, Illinois",97.0,172.0,411.0,408.0,274.0,17,031,030701
"Census Tract 307.02, Cook County, Illinois",32.0,175.0,344.0,440.0,340.0,17,031,030702
"Census Tract 307.03, Cook County, Illinois",168.0,196.0,522.0,851.0,475.0,17,031,030703
"Census Tract 7706.01, Cook County, Illinois",474.0,684.0,558.0,520.0,154.0,17,031,770601
"Census Tract 7706.02, Cook County, Illinois",829.0,861.0,895.0,390.0,147.0,17,031,770602
"Census Tract 7709.01, Cook County, Illinois",623.0,1356.0,895.0,604.0,408.0,17,031,770901
"Census Tract 7709.02, Cook County, Illinois",355.0,819.0,835.0,380.0,181.0,17,031,770902
"Census Tract 8020.03, Cook County, Illinois",230.0,245.0,425.0,571.0,442.0,17,031,802003
"Census Tract 8020.04, Cook County, Illinois",364.0,1124.0,1132.0,1027.0,435.0,17,031,802004
"Census Tract 8237.02, Cook County, Illinois",456.0,1701.0,1536.0,558.0,422.0,17,031,823702
"Census Tract 8250, Cook County, Illinois",331.0,1381.0,977.0,513.0,221.0,17,031,825000
"Census Tract 8262.01, Cook County, Illinois",503.0,660.0,1097.0,360.0,266.0,17,031,826201
"Census Tract 8263.01, Cook County, Illinois",203.0,534.0,1357.0,287.0,219.0,17,031,826301
"Census Tract 8272, Cook County, Illinois",632.0,937.0,793.0,223.0,128.0,17,031,827200
"Census Tract 8278.02, Cook County, Illinois",125.0,627.0,907.0,424.0,332.0,17,031,827802
"Census Tract 8285.04, Cook County, Illinois",624.0,1297.0,1159.0,267.0,52.0,17,031,828504
"Census Tract 8288.01, Cook County, Illinois",206.0,674.0,1187.0,720.0,654.0,17,031,828801
"Census Tract 8292, Cook County, Illinois",815.0,1366.0,1154.0,265.0,333.0,17,031,829200
"Census Tract 8293.01, Cook County, Illinois",257.0,753.0,867.0,399.0,275.0,17,031,829301
"Census Tract 3404, Cook County, Illinois",304.0,458.0,110.0,232.0,145.0,17,031,340400
"Census Tract 3602, Cook County, Illinois",168.0,158.0,383.0,95.0,21.0,17,031,360200
"Census Tract 1908, Cook County, Illinois",1393.0,1399.0,907.0,217.0,230.0,17,031,190800
"Census Tract 1912, Cook County, Illinois",1131.0,582.0,252.0,117.0,31.0,17,031,191200
"Census Tract 2101, Cook County, Illinois",434.0,674.0,514.0,532.0,360.0,17,031,210100
"Census Tract 2204, Cook County, Illinois",189.0,303.0,519.0,521.0,426.0,17,031,220400
"Census Tract 2408, Cook County, Illinois",246.0,401.0,275.0,175.0,101.0,17,031,240800
"Census Tract 2430, Cook County, Illinois",300.0,289.0,321.0,394.0,375.0,17,031,243000
"Census Tract 2508, Cook County, Illinois",484.0,506.0,449.0,100.0,72.0,17,031,250800
"Census Tract 2517, Cook County, Illinois",487.0,243.0,158.0,75.0,21.0,17,031,251700
"Census Tract 8184.01, Cook County, Illinois",270.0,563.0,1028.0,458.0,210.0,17,031,818401
"Census Tract 8165, Cook County, Illinois",917.0,903.0,383.0,169.0,111.0,17,031,816500
"Census Tract 4206, Cook County, Illinois",282.0,323.0,302.0,88.0,40.0,17,031,420600
"Census Tract 4408, Cook County, Illinois",145.0,401.0,369.0,143.0,64.0,17,031,440800
"Census Tract 4602, Cook County, Illinois",511.0,487.0,422.0,47.0,5.0,17,031,460200
"Census Tract 1906.02, Cook County, Illinois",1289.0,971.0,700.0,341.0,96.0,17,031,190602
"Census Tract 1907.01, Cook County, Illinois",807.0,439.0,456.0,110.0,67.0,17,031,190701
"Census Tract 1907.02, Cook County, Illinois",1457.0,818.0,461.0,132.0,133.0,17,031,190702
"Census Tract 1913.01, Cook County, Illinois",1475.0,909.0,809.0,179.0,36.0,17,031,191301
"Census Tract 1913.02, Cook County, Illinois",1165.0,979.0,467.0,147.0,43.0,17,031,191302
"Census Tract 2004.01, Cook County, Illinois",1124.0,657.0,344.0,136.0,30.0,17,031,200401
"Census Tract 2004.02, Cook County, Illinois",891.0,539.0,670.0,163.0,52.0,17,031,200402
"Census Tract 2105.01, Cook County, Illinois",666.0,1176.0,517.0,325.0,254.0,17,031,210501
"Census Tract 2105.02, Cook County, Illinois",962.0,1084.0,538.0,235.0,177.0,17,031,210502
"Census Tract 2106.01, Cook County, Illinois",800.0,564.0,357.0,289.0,107.0,17,031,210601
"Census Tract 2106.02, Cook County, Illinois",729.0,809.0,460.0,480.0,217.0,17,031,210602
"Census Tract 2206.01, Cook County, Illinois",129.0,196.0,311.0,308.0,189.0,17,031,220601
"Census Tract 2206.02, Cook County, Illinois",500.0,648.0,602.0,1290.0,443.0,17,031,220602
"Census Tract 2207.01, Cook County, Illinois",482.0,748.0,452.0,382.0,155.0,17,031,220701
"Census Tract 2207.02, Cook County, Illinois",694.0,816.0,424.0,448.0,105.0,17,031,220702
"Census Tract 2209.01, Cook County, Illinois",522.0,813.0,489.0,89.0,48.0,17,031,220901
"Census Tract 2209.02, Cook County, Illinois",333.0,897.0,504.0,218.0,73.0,17,031,220902
"Census Tract 2521.01, Cook County, Illinois",229.0,502.0,276.0,142.0,26.0,17,031,252101
"Census Tract 2521.02, Cook County, Illinois",1008.0,1265.0,918.0,206.0,66.0,17,031,252102
"Census Tract 2522.01, Cook County, Illinois",583.0,766.0,585.0,138.0,42.0,17,031,252201
"Census Tract 2522.02, Cook County, Illinois",669.0,922.0,690.0,242.0,87.0,17,031,252202
"Census Tract 8236.04, Cook County, Illinois",188.0,534.0,672.0,708.0,567.0,17,031,823604
"Census Tract 8233.03, Cook County, Illinois",359.0,865.0,1216.0,330.0,116.0,17,031,823303
"Census Tract 4205, Cook County, Illinois",316.0,389.0,399.0,135.0,67.0,17,031,420500
"Census Tract 4304, Cook County, Illinois",340.0,433.0,575.0,242.0,129.0,17,031,430400
"Census Tract 4306, Cook County, Illinois",84.0,245.0,397.0,190.0,123.0,17,031,430600
"Census Tract 4409, Cook County, Illinois",205.0,466.0,522.0,251.0,200.0,17,031,440900
"Census Tract 4601, Cook County, Illinois",366.0,749.0,665.0,187.0,151.0,17,031,460100
"Census Tract 4805, Cook County, Illinois",220.0,550.0,790.0,269.0,201.0,17,031,480500
"Census Tract 2831, Cook County, Illinois",45.0,219.0,350.0,485.0,454.0,17,031,283100
"Census Tract 3007, Cook County, Illinois",1406.0,442.0,367.0,104.0,48.0,17,031,300700
"Census Tract 3008, Cook County, Illinois",1567.0,645.0,252.0,51.0,43.0,17,031,300800
"Census Tract 3406, Cook County, Illinois",282.0,88.0,124.0,19.0,4.0,17,031,340600
"Census Tract 3403, Cook County, Illinois",451.0,419.0,138.0,99.0,117.0,17,031,340300
"Census Tract 3510, Cook County, Illinois",183.0,503.0,846.0,692.0,799.0,17,031,351000
"Census Tract 8143, Cook County, Illinois",1007.0,957.0,256.0,203.0,8.0,17,031,814300
"Census Tract 8159, Cook County, Illinois",240.0,775.0,1081.0,889.0,887.0,17,031,815900
"Census Tract 8087.02, Cook County, Illinois",11.0,25.0,97.0,137.0,307.0,17,031,808702
"Census Tract 6606, Cook County, Illinois",1049.0,1222.0,1097.0,157.0,33.0,17,031,660600
"Census Tract 6701, Cook County, Illinois",165.0,245.0,264.0,29.0,7.0,17,031,670100
"Census Tract 6708, Cook County, Illinois",311.0,380.0,240.0,39.0,18.0,17,031,670800
"Census Tract 6711, Cook County, Illinois",227.0,239.0,229.0,75.0,9.0,17,031,671100
"Census Tract 6712, Cook County, Illinois",199.0,214.0,178.0,45.0,4.0,17,031,671200
"Census Tract 6714, Cook County, Illinois",388.0,510.0,347.0,62.0,0.0,17,031,671400
"Census Tract 6715, Cook County, Illinois",646.0,832.0,385.0,81.0,36.0,17,031,671500
"Census Tract 6716, Cook County, Illinois",276.0,632.0,584.0,42.0,26.0,17,031,671600
"Census Tract 6720, Cook County, Illinois",562.0,1215.0,637.0,166.0,65.0,17,031,672000
"Census Tract 8074, Cook County, Illinois",811.0,773.0,1023.0,1179.0,772.0,17,031,807400
"Census Tract 8076, Cook County, Illinois",563.0,1010.0,918.0,1219.0,741.0,17,031,807600
"Census Tract 8239.03, Cook County, Illinois",228.0,457.0,1105.0,960.0,703.0,17,031,823903
"Census Tract 2429, Cook County, Illinois",130.0,322.0,188.0,396.0,324.0,17,031,242900
"Census Tract 5704, Cook County, Illinois",331.0,454.0,169.0,111.0,34.0,17,031,570400
"Census Tract 8223.02, Cook County, Illinois",395.0,1022.0,1153.0,357.0,218.0,17,031,822302
"Census Tract 8256, Cook County, Illinois",596.0,1096.0,1258.0,379.0,99.0,17,031,825600
"Census Tract 8284.01, Cook County, Illinois",48.0,580.0,761.0,666.0,386.0,17,031,828401
"Census Tract 8279.01, Cook County, Illinois",174.0,433.0,622.0,387.0,270.0,17,031,827901
"Census Tract 811, Cook County, Illinois",126.0,116.0,749.0,1270.0,982.0,17,031,081100
"Census Tract 1103, Cook County, Illinois",671.0,1063.0,874.0,936.0,282.0,17,031,110300
"Census Tract 1902, Cook County, Illinois",1405.0,868.0,652.0,477.0,100.0,17,031,190200
"Census Tract 2213, Cook County, Illinois",229.0,296.0,353.0,809.0,264.0,17,031,221300
"Census Tract 2512, Cook County, Illinois",749.0,721.0,1096.0,183.0,54.0,17,031,251200
"Census Tract 2828, Cook County, Illinois",50.0,142.0,352.0,297.0,317.0,17,031,282800
"Census Tract 2606, Cook County, Illinois",277.0,494.0,484.0,53.0,4.0,17,031,260600
"Census Tract 7107, Cook County, Illinois",261.0,666.0,847.0,174.0,77.0,17,031,710700
"Census Tract 7109, Cook County, Illinois",329.0,415.0,465.0,123.0,78.0,17,031,710900
"Census Tract 7114, Cook County, Illinois",320.0,602.0,415.0,109.0,34.0,17,031,711400
"Census Tract 7203, Cook County, Illinois",42.0,353.0,726.0,573.0,701.0,17,031,720300
"Census Tract 7303, Cook County, Illinois",71.0,210.0,274.0,89.0,32.0,17,031,730300
"Census Tract 7401, Cook County, Illinois",152.0,552.0,621.0,423.0,246.0,17,031,740100
"Census Tract 8288.02, Cook County, Illinois",133.0,877.0,858.0,295.0,134.0,17,031,828802
"Census Tract 8289, Cook County, Illinois",552.0,667.0,590.0,155.0,60.0,17,031,828900
"Census Tract 8299.01, Cook County, Illinois",634.0,1684.0,2107.0,1294.0,869.0,17,031,829901
"Census Tract 8299.02, Cook County, Illinois",106.0,623.0,1408.0,1110.0,996.0,17,031,829902
"Census Tract 628, Cook County, Illinois",46.0,81.0,258.0,1280.0,971.0,17,031,062800
"Census Tract 634, Cook County, Illinois",25.0,70.0,234.0,894.0,494.0,17,031,063400
"Census Tract 705, Cook County, Illinois",157.0,175.0,233.0,704.0,844.0,17,031,070500
"Census Tract 716, Cook County, Illinois",40.0,30.0,159.0,662.0,408.0,17,031,071600
"Census Tract 718, Cook County, Illinois",59.0,116.0,180.0,701.0,830.0,17,031,071800
"Census Tract 801, Cook County, Illinois",58.0,332.0,461.0,2491.0,2498.0,17,031,080100
"Census Tract 804, Cook County, Illinois",272.0,565.0,651.0,1009.0,530.0,17,031,080400
"Census Tract 813, Cook County, Illinois",0.0,197.0,727.0,1787.0,1868.0,17,031,081300
"Census Tract 3204, Cook County, Illinois",13.0,33.0,106.0,320.0,383.0,17,031,320400
"Census Tract 205, Cook County, Illinois",1057.0,1159.0,655.0,785.0,376.0,17,031,020500
"Census Tract 318, Cook County, Illinois",153.0,128.0,171.0,589.0,352.0,17,031,031800
"Census Tract 321, Cook County, Illinois",500.0,614.0,773.0,2043.0,1391.0,17,031,032100
"Census Tract 401, Cook County, Illinois",395.0,492.0,610.0,897.0,558.0,17,031,040100
"Census Tract 503, Cook County, Illinois",105.0,341.0,401.0,695.0,371.0,17,031,050300
"Census Tract 512, Cook County, Illinois",84.0,64.0,124.0,629.0,248.0,17,031,051200
"Census Tract 618, Cook County, Illinois",44.0,64.0,127.0,352.0,191.0,17,031,061800
"Census Tract 623, Cook County, Illinois",12.0,51.0,80.0,731.0,375.0,17,031,062300
"Census Tract 704, Cook County, Illinois",294.0,167.0,111.0,1049.0,693.0,17,031,070400
"Census Tract 706, Cook County, Illinois",24.0,18.0,148.0,1019.0,884.0,17,031,070600
"Census Tract 713, Cook County, Illinois",19.0,49.0,115.0,1457.0,974.0,17,031,071300
"Census Tract 803, Cook County, Illinois",45.0,58.0,475.0,1716.0,1318.0,17,031,080300
"Census Tract 816, Cook County, Illinois",0.0,48.0,331.0,1278.0,1024.0,17,031,081600
"Census Tract 818, Cook County, Illinois",0.0,153.0,595.0,3247.0,2683.0,17,031,081800
"Census Tract 819, Cook County, Illinois",87.0,115.0,165.0,308.0,274.0,17,031,081900
"Census Tract 8190, Cook County, Illinois",76.0,318.0,569.0,1284.0,786.0,17,031,819000
"Census Tract 8193, Cook County, Illinois",73.0,461.0,663.0,413.0,275.0,17,031,819300
"Census Tract 8204, Cook County, Illinois",1330.0,1340.0,839.0,286.0,86.0,17,031,820400
"Census Tract 8208, Cook County, Illinois",569.0,1174.0,602.0,319.0,48.0,17,031,820800
"Census Tract 1701, Cook County, Illinois",258.0,345.0,474.0,364.0,136.0,17,031,170100
"Census Tract 1707, Cook County, Illinois",245.0,686.0,596.0,273.0,154.0,17,031,170700
"Census Tract 1901, Cook County, Illinois",714.0,467.0,331.0,112.0,52.0,17,031,190100
"Census Tract 2205, Cook County, Illinois",171.0,334.0,309.0,897.0,320.0,17,031,220500
"Census Tract 2227, Cook County, Illinois",338.0,502.0,460.0,274.0,141.0,17,031,222700
"Census Tract 2312, Cook County, Illinois",982.0,983.0,710.0,135.0,31.0,17,031,231200
"Census Tract 2315, Cook County, Illinois",1380.0,1253.0,815.0,121.0,56.0,17,031,231500
"Census Tract 2405, Cook County, Illinois",40.0,92.0,109.0,932.0,540.0,17,031,240500
"Census Tract 2409, Cook County, Illinois",252.0,209.0,162.0,122.0,158.0,17,031,240900
"Census Tract 2422, Cook County, Illinois",199.0,175.0,169.0,1403.0,698.0,17,031,242200
"Census Tract 2435, Cook County, Illinois",88.0,158.0,359.0,1190.0,694.0,17,031,243500
"Census Tract 2505, Cook County, Illinois",483.0,1139.0,1579.0,1076.0,889.0,17,031,250500
"Census Tract 2510, Cook County, Illinois",142.0,400.0,135.0,19.0,44.0,17,031,251000
"Census Tract 1909, Cook County, Illinois",361.0,383.0,282.0,99.0,54.0,17,031,190900
"Census Tract 8036.08, Cook County, Illinois",292.0,927.0,1278.0,1591.0,1057.0,17,031,803608
"Census Tract 8048.03, Cook County, Illinois",154.0,773.0,1447.0,1091.0,660.0,17,031,804803
"Census Tract 8051.06, Cook County, Illinois",109.0,490.0,441.0,635.0,385.0,17,031,805106
"Census Tract 8051.09, Cook County, Illinois",220.0,970.0,687.0,713.0,540.0,17,031,805109
"Census Tract 8050.02, Cook County, Illinois",844.0,1387.0,1261.0,783.0,584.0,17,031,805002
"Census Tract 8048.08, Cook County, Illinois",140.0,450.0,552.0,521.0,143.0,17,031,804808
"Census Tract 8049.02, Cook County, Illinois",497.0,971.0,1019.0,850.0,636.0,17,031,804902
"Census Tract 8051.12, Cook County, Illinois",202.0,690.0,623.0,589.0,132.0,17,031,805112
"Census Tract 8055.02, Cook County, Illinois",67.0,281.0,497.0,798.0,823.0,17,031,805502
"Census Tract 8058.01, Cook County, Illinois",129.0,354.0,466.0,496.0,424.0,17,031,805801
"Census Tract 8067, Cook County, Illinois",96.0,320.0,522.0,967.0,1035.0,17,031,806700
"Census Tract 8078, Cook County, Illinois",311.0,366.0,577.0,437.0,252.0,17,031,807800
"Census Tract 8090, Cook County, Illinois",106.0,122.0,414.0,845.0,1391.0,17,031,809000
"Census Tract 8091, Cook County, Illinois",31.0,120.0,281.0,679.0,1187.0,17,031,809100
"Census Tract 8103.02, Cook County, Illinois",166.0,329.0,392.0,646.0,624.0,17,031,810302
"Census Tract 8105.02, Cook County, Illinois",587.0,1306.0,1149.0,573.0,267.0,17,031,810502
"Census Tract 8107.01, Cook County, Illinois",622.0,1140.0,1070.0,368.0,220.0,17,031,810701
"Census Tract 8108, Cook County, Illinois",572.0,1209.0,1019.0,648.0,324.0,17,031,810800
"Census Tract 8114.02, Cook County, Illinois",577.0,1217.0,712.0,379.0,117.0,17,031,811402
"Census Tract 8115, Cook County, Illinois",914.0,1559.0,1255.0,399.0,209.0,17,031,811500
"Census Tract 8119, Cook County, Illinois",180.0,196.0,585.0,1048.0,1333.0,17,031,811900
"Census Tract 1910, Cook County, Illinois",867.0,328.0,363.0,106.0,23.0,17,031,191000
"Census Tract 8056, Cook County, Illinois",69.0,271.0,654.0,1123.0,851.0,17,031,805600
"Census Tract 8060.04, Cook County, Illinois",1365.0,1623.0,1318.0,1023.0,503.0,17,031,806004
"Census Tract 8072, Cook County, Illinois",441.0,792.0,869.0,1208.0,781.0,17,031,807200
"Census Tract 8075, Cook County, Illinois",248.0,448.0,742.0,718.0,400.0,17,031,807500
"Census Tract 8173, Cook County, Illinois",295.0,513.0,532.0,57.0,63.0,17,031,817300
"Census Tract 8191, Cook County, Illinois",456.0,1029.0,907.0,380.0,233.0,17,031,819100
"Census Tract 8196, Cook County, Illinois",54.0,217.0,515.0,746.0,849.0,17,031,819600
"Census Tract 8278.04, Cook County, Illinois",107.0,658.0,648.0,555.0,231.0,17,031,827804
"Census Tract 8275, Cook County, Illinois",986.0,1417.0,741.0,111.0,57.0,17,031,827500
"Census Tract 8278.01, Cook County, Illinois",501.0,627.0,1268.0,557.0,321.0,17,031,827801
"Census Tract 8285.06, Cook County, Illinois",433.0,1343.0,2146.0,1179.0,346.0,17,031,828506
"Census Tract 8291, Cook County, Illinois",756.0,579.0,646.0,72.0,46.0,17,031,829100
"Census Tract 8295, Cook County, Illinois",462.0,904.0,939.0,131.0,123.0,17,031,829500
"Census Tract 8300.04, Cook County, Illinois",336.0,1073.0,1615.0,1157.0,628.0,17,031,830004
"Census Tract 8300.05, Cook County, Illinois",177.0,505.0,1048.0,910.0,772.0,17,031,830005
"Census Tract 8300.06, Cook County, Illinois",45.0,533.0,581.0,352.0,122.0,17,031,830006
"Census Tract 8302.01, Cook County, Illinois",181.0,607.0,1579.0,1090.0,540.0,17,031,830201
"Census Tract 8366, Cook County, Illinois",268.0,343.0,421.0,376.0,63.0,17,031,836600
"Census Tract 8363, Cook County, Illinois",24.0,196.0,265.0,272.0,287.0,17,031,836300
"Census Tract 8364, Cook County, Illinois",356.0,276.0,579.0,446.0,439.0,17,031,836400
"Census Tract 8365, Cook County, Illinois",193.0,284.0,312.0,53.0,30.0,17,031,836500
"Census Tract 8367, Cook County, Illinois",261.0,523.0,383.0,114.0,57.0,17,031,836700
"Census Tract 8368, Cook County, Illinois",277.0,583.0,395.0,62.0,46.0,17,031,836800
"Census Tract 8369, Cook County, Illinois",153.0,361.0,152.0,56.0,82.0,17,031,836900
"Census Tract 8370, Cook County, Illinois",280.0,411.0,462.0,180.0,115.0,17,031,837000
"Census Tract 8371, Cook County, Illinois",315.0,294.0,378.0,194.0,94.0,17,031,837100
"Census Tract 8373, Cook County, Illinois",240.0,327.0,413.0,133.0,74.0,17,031,837300
"Census Tract 8374, Cook County, Illinois",223.0,464.0,358.0,142.0,15.0,17,031,837400
"Census Tract 8378, Cook County, Illinois",301.0,502.0,433.0,535.0,193.0,17,031,837800
"Census Tract 8037.02, Cook County, Illinois",373.0,689.0,861.0,1640.0,1025.0,17,031,803702
"Census Tract 8041.08, Cook County, Illinois",39.0,50.0,632.0,1280.0,768.0,17,031,804108
"Census Tract 8041.09, Cook County, Illinois",187.0,330.0,731.0,715.0,362.0,17,031,804109
"Census Tract 8043.08, Cook County, Illinois",255.0,1005.0,1078.0,1074.0,569.0,17,031,804308
"Census Tract 8043.09, Cook County, Illinois",259.0,569.0,492.0,359.0,115.0,17,031,804309
"Census Tract 8043.10, Cook County, Illinois",608.0,1507.0,1281.0,2170.0,904.0,17,031,804310
"Census Tract 8043.11, Cook County, Illinois",870.0,1260.0,1060.0,1589.0,888.0,17,031,804311
"Census Tract 8044.03, Cook County, Illinois",379.0,840.0,1124.0,1370.0,728.0,17,031,804403
"Census Tract 8044.04, Cook County, Illinois",884.0,828.0,1033.0,482.0,132.0,17,031,804404
"Census Tract 8044.05, Cook County, Illinois",594.0,667.0,315.0,148.0,66.0,17,031,804405
"Census Tract 3504, Cook County, Illinois",159.0,196.0,235.0,15.0,0.0,17,031,350400
"Census Tract 3206, Cook County, Illinois",43.0,129.0,387.0,1697.0,1469.0,17,031,320600
"Census Tract 8048.10, Cook County, Illinois",509.0,1202.0,1450.0,1156.0,661.0,17,031,804810
"Census Tract 8049.01, Cook County, Illinois",214.0,770.0,1151.0,1556.0,897.0,17,031,804901
"Census Tract 8053.01, Cook County, Illinois",413.0,696.0,516.0,611.0,260.0,17,031,805301
"Census Tract 8053.02, Cook County, Illinois",200.0,686.0,549.0,902.0,335.0,17,031,805302
"Census Tract 8054.02, Cook County, Illinois",405.0,1261.0,1012.0,700.0,251.0,17,031,805402
"Census Tract 8063, Cook County, Illinois",461.0,973.0,925.0,703.0,350.0,17,031,806300
"Census Tract 8071, Cook County, Illinois",63.0,277.0,598.0,689.0,894.0,17,031,807100
"Census Tract 8082, Cook County, Illinois",673.0,982.0,1041.0,938.0,491.0,17,031,808200
"Census Tract 8085, Cook County, Illinois",230.0,496.0,827.0,1010.0,404.0,17,031,808500
"Census Tract 8129, Cook County, Illinois",90.0,263.0,565.0,1049.0,1292.0,17,031,812900
"Census Tract 8131, Cook County, Illinois",106.0,436.0,670.0,1077.0,868.0,17,031,813100
"Census Tract 8132, Cook County, Illinois",54.0,313.0,638.0,977.0,1041.0,17,031,813200
"Census Tract 8134, Cook County, Illinois",1578.0,1587.0,777.0,250.0,25.0,17,031,813400
"Census Tract 8141, Cook County, Illinois",1056.0,842.0,372.0,196.0,30.0,17,031,814100
"Census Tract 2916, Cook County, Illinois",292.0,102.0,103.0,43.0,48.0,17,031,291600
"Census Tract 2924, Cook County, Illinois",312.0,358.0,339.0,43.0,28.0,17,031,292400
"Census Tract 3011, Cook County, Illinois",882.0,340.0,204.0,127.0,29.0,17,031,301100
"Census Tract 3016, Cook County, Illinois",1399.0,744.0,356.0,140.0,21.0,17,031,301600
"Census Tract 8059.02, Cook County, Illinois",568.0,1143.0,1146.0,1172.0,710.0,17,031,805902
"Census Tract 8061.02, Cook County, Illinois",300.0,741.0,1095.0,721.0,306.0,17,031,806102
"Census Tract 8069, Cook County, Illinois",276.0,713.0,958.0,1018.0,738.0,17,031,806900
"Census Tract 8084, Cook County, Illinois",275.0,677.0,824.0,803.0,553.0,17,031,808400
"Census Tract 8086, Cook County, Illinois",36.0,225.0,209.0,500.0,457.0,17,031,808600
"Census Tract 3105, Cook County, Illinois",335.0,477.0,92.0,78.0,36.0,17,031,310500
"Census Tract 3109, Cook County, Illinois",1075.0,743.0,658.0,479.0,101.0,17,031,310900
"Census Tract 8077, Cook County, Illinois",597.0,655.0,1156.0,1291.0,582.0,17,031,807700
"Census Tract 3904, Cook County, Illinois",416.0,414.0,677.0,212.0,176.0,17,031,390400
"Census Tract 4201, Cook County, Illinois",108.0,246.0,360.0,106.0,45.0,17,031,420100
"Census Tract 4204, Cook County, Illinois",134.0,81.0,142.0,173.0,304.0,17,031,420400
"Census Tract 4312, Cook County, Illinois",225.0,683.0,703.0,412.0,316.0,17,031,431200
"Census Tract 4605, Cook County, Illinois",438.0,694.0,1702.0,418.0,275.0,17,031,460500
"Census Tract 4802, Cook County, Illinois",93.0,164.0,347.0,165.0,96.0,17,031,480200
"Census Tract 4905, Cook County, Illinois",132.0,193.0,635.0,293.0,232.0,17,031,490500
"Census Tract 4906, Cook County, Illinois",110.0,279.0,365.0,161.0,91.0,17,031,490600
"Census Tract 4908, Cook County, Illinois",450.0,634.0,1084.0,316.0,157.0,17,031,490800
"Census Tract 5002, Cook County, Illinois",157.0,331.0,488.0,210.0,73.0,17,031,500200
"Census Tract 5103, Cook County, Illinois",594.0,1201.0,1658.0,388.0,222.0,17,031,510300
"Census Tract 5203, Cook County, Illinois",1176.0,1243.0,717.0,257.0,110.0,17,031,520300
"Census Tract 8148, Cook County, Illinois",555.0,1072.0,1049.0,883.0,237.0,17,031,814800
"Census Tract 8149, Cook County, Illinois",900.0,1270.0,1189.0,389.0,124.0,17,031,814900
"Census Tract 8153, Cook County, Illinois",700.0,700.0,711.0,518.0,94.0,17,031,815300
"Census Tract 8156, Cook County, Illinois",390.0,1101.0,1227.0,533.0,318.0,17,031,815600
"Census Tract 8183, Cook County, Illinois",920.0,1282.0,1189.0,604.0,206.0,17,031,818300
"Census Tract 8192, Cook County, Illinois",822.0,1552.0,1123.0,490.0,119.0,17,031,819200
"Census Tract 1406.01, Cook County, Illinois",752.0,599.0,267.0,182.0,116.0,17,031,140601
"Census Tract 1407.01, Cook County, Illinois",341.0,382.0,337.0,457.0,247.0,17,031,140701
"Census Tract 1407.02, Cook County, Illinois",1270.0,876.0,749.0,740.0,298.0,17,031,140702
"Census Tract 1504.01, Cook County, Illinois",370.0,950.0,997.0,657.0,312.0,17,031,150401
"Census Tract 1504.02, Cook County, Illinois",462.0,724.0,769.0,327.0,139.0,17,031,150402
"Census Tract 1505.01, Cook County, Illinois",285.0,838.0,664.0,746.0,162.0,17,031,150501
