NAME,female,state,county,tract,population,period
"Census Tract 8043.10, Cook County, Illinois",4558.0,17,31,804310,8918.0,2015-2019
"Census Tract 301.02, Cook County, Illinois",1298.0,17,31,30102,2841.0,2015-2019
"Census Tract 7608.02, Cook County, Illinois",1236.0,17,31,760802,2553.0,2015-2019
"Census Tract 7608.03, Cook County, Illinois",2636.0,17,31,760803,5788.0,2015-2019
"Census Tract 7702.01, Cook County, Illinois",3471.0,17,31,770201,6075.0,2015-2019
"Census Tract 7702.02, Cook County, Illinois",2569.0,17,31,770202,4749.0,2015-2019
"Census Tract 7706.01, Cook County, Illinois",1580.0,17,31,770601,3234.0,2015-2019
"Census Tract 7706.02, Cook County, Illinois",2422.0,17,31,770602,5198.0,2015-2019
"Census Tract 7709.01, Cook County, Illinois",2414.0,17,31,770901,4948.0,2015-2019
"Census Tract 7709.02, Cook County, Illinois",1743.0,17,31,770902,3309.0,2015-2019
"Census Tract 8020.03, Cook County, Illinois",1286.0,17,31,802003,2581.0,2015-2019
"Census Tract 8020.04, Cook County, Illinois",2876.0,17,31,802004,5029.0,2015-2019
"Census Tract 8237.02, Cook County, Illinois",3383.0,17,31,823702,6148.0,2015-2019
"Census Tract 8250, Cook County, Illinois",2355.0,17,31,825000,4792.0,2015-2019
"Census Tract 8262.01, Cook County, Illinois",1758.0,17,31,826201,3270.0,2015-2019
"Census Tract 8263.01, Cook County, Illinois",2163.0,17,31,826301,3864.0,2015-2019
"Census Tract 6715, Cook County, Illinois",1411.0,17,31,671500,2281.0,2015-2019
"Census Tract 6716, Cook County, Illinois",859.0,17,31,671600,1643.0,2015-2019
"Census Tract 6720, Cook County, Illinois",1901.0,17,31,672000,3533.0,2015-2019
"Census Tract 8024.03, Cook County, Illinois",786.0,17,31,802403,1340.0,2015-2019
"Census Tract 8024.04, Cook County, Illinois",3607.0,17,31,802404,7463.0,2015-2019
"Census Tract 8025.05, Cook County, Illinois",3047.0,17,31,802505,6579.0,2015-2019
"Census Tract 8025.06, Cook County, Illinois",1180.0,17,31,802506,2476.0,2015-2019
"Census Tract 8026.07, Cook County, Illinois",612.0,17,31,802607,1253.0,2015-2019
"Census Tract 8026.08, Cook County, Illinois",3531.0,17,31,802608,6383.0,2015-2019
"Census Tract 8026.09, Cook County, Illinois",2882.0,17,31,802609,6299.0,2015-2019
"Census Tract 8026.10, Cook County, Illinois",852.0,17,31,802610,1655.0,2015-2019
"Census Tract 8030.12, Cook County, Illinois",1173.0,17,31,803012,2050.0,2015-2019
"Census Tract 8030.13, Cook County, Illinois",2713.0,17,31,803013,5423.0,2015-2019
"Census Tract 8030.14, Cook County, Illinois",1838.0,17,31,803014,3560.0,2015-2019
"Census Tract 8030.15, Cook County, Illinois",2368.0,17,31,803015,4402.0,2015-2019
"Census Tract 8030.16, Cook County, Illinois",1349.0,17,31,803016,2616.0,2015-2019
"Census Tract 8030.17, Cook County, Illinois",3176.0,17,31,803017,6051.0,2015-2019
"Census Tract 8036.11, Cook County, Illinois",2806.0,17,31,803611,5784.0,2015-2019
"Census Tract 8036.12, Cook County, Illinois",1664.0,17,31,803612,3517.0,2015-2019
"Census Tract 8037.01, Cook County, Illinois",1411.0,17,31,803701,2766.0,2015-2019
"Census Tract 8382, Cook County, Illinois",838.0,17,31,838200,2058.0,2015-2019
"Census Tract 8383, Cook County, Illinois",836.0,17,31,838300,1710.0,2015-2019
"Census Tract 8386, Cook County, Illinois",952.0,17,31,838600,1728.0,2015-2019
"Census Tract 8380, Cook County, Illinois",1595.0,17,31,838000,2589.0,2015-2019
"Census Tract 2307, Cook County, Illinois",3137.0,17,31,230700,6252.0,2015-2019
"Census Tract 2402, Cook County, Illinois",795.0,17,31,240200,1633.0,2015-2019
"Census Tract 2414, Cook County, Illinois",2493.0,17,31,241400,5480.0,2015-2019
"Census Tract 2424, Cook County, Illinois",1370.0,17,31,242400,2729.0,2015-2019
"Census Tract 2425, Cook County, Illinois",1558.0,17,31,242500,3477.0,2015-2019
"Census Tract 2426, Cook County, Illinois",2790.0,17,31,242600,5293.0,2015-2019
"Census Tract 2427, Cook County, Illinois",759.0,17,31,242700,1682.0,2015-2019
"Census Tract 2431, Cook County, Illinois",1130.0,17,31,243100,2274.0,2015-2019
"Census Tract 2433, Cook County, Illinois",1222.0,17,31,243300,2457.0,2015-2019
"Census Tract 2503, Cook County, Illinois",2877.0,17,31,250300,5122.0,2015-2019
"Census Tract 2515, Cook County, Illinois",2089.0,17,31,251500,4342.0,2015-2019
"Census Tract 2519, Cook County, Illinois",2234.0,17,31,251900,4653.0,2015-2019
"Census Tract 8211.01, Cook County, Illinois",2360.0,17,31,821101,4735.0,2015-2019
"Census Tract 8202.02, Cook County, Illinois",1446.0,17,31,820202,3137.0,2015-2019
"Census Tract 8203, Cook County, Illinois",2912.0,17,31,820300,5617.0,2015-2019
"Census Tract 8211.02, Cook County, Illinois",2262.0,17,31,821102,4394.0,2015-2019
"Census Tract 8213, Cook County, Illinois",2748.0,17,31,821300,5470.0,2015-2019
"Census Tract 2605, Cook County, Illinois",840.0,17,31,260500,1538.0,2015-2019
"Census Tract 8051.07, Cook County, Illinois",2869.0,17,31,805107,6246.0,2015-2019
"Census Tract 6903, Cook County, Illinois",1372.0,17,31,690300,2443.0,2015-2019
"Census Tract 6915, Cook County, Illinois",1170.0,17,31,691500,1968.0,2015-2019
"Census Tract 7101, Cook County, Illinois",445.0,17,31,710100,1250.0,2015-2019
"Census Tract 7201, Cook County, Illinois",1795.0,17,31,720100,3381.0,2015-2019
"Census Tract 7202, Cook County, Illinois",1997.0,17,31,720200,3791.0,2015-2019
"Census Tract 7204, Cook County, Illinois",957.0,17,31,720400,1935.0,2015-2019
"Census Tract 7207, Cook County, Illinois",1672.0,17,31,720700,3078.0,2015-2019
"Census Tract 1404, Cook County, Illinois",3055.0,17,31,140400,5978.0,2015-2019
"Census Tract 1408, Cook County, Illinois",3186.0,17,31,140800,6373.0,2015-2019
"Census Tract 1502, Cook County, Illinois",4093.0,17,31,150200,7753.0,2015-2019
"Census Tract 1607, Cook County, Illinois",2391.0,17,31,160700,5811.0,2015-2019
"Census Tract 1610, Cook County, Illinois",1154.0,17,31,161000,2171.0,2015-2019
"Census Tract 1703, Cook County, Illinois",2711.0,17,31,170300,5338.0,2015-2019
"Census Tract 1705, Cook County, Illinois",2791.0,17,31,170500,5519.0,2015-2019
"Census Tract 1710, Cook County, Illinois",3363.0,17,31,171000,6877.0,2015-2019
"Census Tract 8126, Cook County, Illinois",1884.0,17,31,812600,3291.0,2015-2019
"Census Tract 8130, Cook County, Illinois",2042.0,17,31,813000,4051.0,2015-2019
"Census Tract 8142, Cook County, Illinois",3680.0,17,31,814200,7032.0,2015-2019
"Census Tract 8117.01, Cook County, Illinois",1908.0,17,31,811701,3870.0,2015-2019
"Census Tract 8162, Cook County, Illinois",2279.0,17,31,816200,4219.0,2015-2019
"Census Tract 8139, Cook County, Illinois",3302.0,17,31,813900,6493.0,2015-2019
"Census Tract 8146, Cook County, Illinois",2767.0,17,31,814600,5722.0,2015-2019
"Census Tract 8152, Cook County, Illinois",3249.0,17,31,815200,6718.0,2015-2019
"Census Tract 5501, Cook County, Illinois",3065.0,17,31,550100,6465.0,2015-2019
"Census Tract 5602, Cook County, Illinois",849.0,17,31,560200,1644.0,2015-2019
"Census Tract 5604, Cook County, Illinois",920.0,17,31,560400,1807.0,2015-2019
"Census Tract 1508, Cook County, Illinois",2357.0,17,31,150800,4814.0,2015-2019
"Census Tract 1511, Cook County, Illinois",2760.0,17,31,151100,5335.0,2015-2019
"Census Tract 1601, Cook County, Illinois",1342.0,17,31,160100,2537.0,2015-2019
"Census Tract 1604, Cook County, Illinois",2314.0,17,31,160400,4734.0,2015-2019
"Census Tract 1711, Cook County, Illinois",2230.0,17,31,171100,4013.0,2015-2019
"Census Tract 1903, Cook County, Illinois",2909.0,17,31,190300,5518.0,2015-2019
"Census Tract 8036.08, Cook County, Illinois",3513.0,17,31,803608,7141.0,2015-2019
"Census Tract 8040, Cook County, Illinois",2225.0,17,31,804000,4545.0,2015-2019
"Census Tract 8043.06, Cook County, Illinois",2694.0,17,31,804306,5771.0,2015-2019
"Census Tract 8046.03, Cook County, Illinois",2947.0,17,31,804603,6137.0,2015-2019
"Census Tract 8047.12, Cook County, Illinois",2799.0,17,31,804712,5225.0,2015-2019
"Census Tract 8048.06, Cook County, Illinois",2223.0,17,31,804806,3930.0,2015-2019
"Census Tract 8048.07, Cook County, Illinois",2579.0,17,31,804807,5397.0,2015-2019
"Census Tract 8048.09, Cook County, Illinois",2138.0,17,31,804809,4165.0,2015-2019
"Census Tract 8198.01, Cook County, Illinois",2893.0,17,31,819801,5543.0,2015-2019
"Census Tract 8205.02, Cook County, Illinois",2740.0,17,31,820502,5282.0,2015-2019
"Census Tract 8209.01, Cook County, Illinois",2618.0,17,31,820901,5452.0,2015-2019
"Census Tract 8220, Cook County, Illinois",2282.0,17,31,822000,4272.0,2015-2019
"Census Tract 8226.01, Cook County, Illinois",2539.0,17,31,822601,4731.0,2015-2019
"Census Tract 8227.02, Cook County, Illinois",1972.0,17,31,822702,3674.0,2015-2019
"Census Tract 8244, Cook County, Illinois",1118.0,17,31,824400,1968.0,2015-2019
"Census Tract 8246.02, Cook County, Illinois",3553.0,17,31,824602,6490.0,2015-2019
"Census Tract 8258.02, Cook County, Illinois",3788.0,17,31,825802,6522.0,2015-2019
"Census Tract 8276, Cook County, Illinois",1740.0,17,31,827600,3479.0,2015-2019
"Census Tract 8278.05, Cook County, Illinois",1649.0,17,31,827805,2934.0,2015-2019
"Census Tract 8282.01, Cook County, Illinois",2305.0,17,31,828201,4167.0,2015-2019
"Census Tract 8096, Cook County, Illinois",1607.0,17,31,809600,3110.0,2015-2019
"Census Tract 8104, Cook County, Illinois",2964.0,17,31,810400,5481.0,2015-2019
"Census Tract 8043.11, Cook County, Illinois",4079.0,17,31,804311,8211.0,2015-2019
"Census Tract 8044.03, Cook County, Illinois",3687.0,17,31,804403,6696.0,2015-2019
"Census Tract 8044.04, Cook County, Illinois",3063.0,17,31,804404,5834.0,2015-2019
"Census Tract 8044.05, Cook County, Illinois",1760.0,17,31,804405,3507.0,2015-2019
"Census Tract 8059.02, Cook County, Illinois",2988.0,17,31,805902,6139.0,2015-2019
"Census Tract 8061.02, Cook County, Illinois",1794.0,17,31,806102,3739.0,2015-2019
"Census Tract 8069, Cook County, Illinois",2441.0,17,31,806900,5056.0,2015-2019
"Census Tract 8084, Cook County, Illinois",2177.0,17,31,808400,4289.0,2015-2019
"Census Tract 8272, Cook County, Illinois",2313.0,17,31,827200,4169.0,2015-2019
"Census Tract 8278.02, Cook County, Illinois",1907.0,17,31,827802,3626.0,2015-2019
"Census Tract 8285.04, Cook County, Illinois",3381.0,17,31,828504,6343.0,2015-2019
"Census Tract 8288.01, Cook County, Illinois",2964.0,17,31,828801,5610.0,2015-2019
"Census Tract 8292, Cook County, Illinois",2644.0,17,31,829200,5541.0,2015-2019
"Census Tract 8293.01, Cook County, Illinois",2262.0,17,31,829301,4127.0,2015-2019
"Census Tract 3404, Cook County, Illinois",940.0,17,31,340400,1949.0,2015-2019
"Census Tract 3602, Cook County, Illinois",815.0,17,31,360200,1477.0,2015-2019
"Census Tract 1908, Cook County, Illinois",3547.0,17,31,190800,6951.0,2015-2019
"Census Tract 1912, Cook County, Illinois",2144.0,17,31,191200,4053.0,2015-2019
"Census Tract 2101, Cook County, Illinois",1804.0,17,31,210100,4102.0,2015-2019
"Census Tract 2204, Cook County, Illinois",1139.0,17,31,220400,2747.0,2015-2019
"Census Tract 2408, Cook County, Illinois",719.0,17,31,240800,1370.0,2015-2019
"Census Tract 2430, Cook County, Illinois",1067.0,17,31,243000,2182.0,2015-2019
"Census Tract 2508, Cook County, Illinois",1425.0,17,31,250800,2621.0,2015-2019
"Census Tract 2517, Cook County, Illinois",588.0,17,31,251700,1182.0,2015-2019
"Census Tract 8184.01, Cook County, Illinois",1594.0,17,31,818401,3421.0,2015-2019
"Census Tract 8165, Cook County, Illinois",2015.0,17,31,816500,4209.0,2015-2019
"Census Tract 4206, Cook County, Illinois",1095.0,17,31,420600,1894.0,2015-2019
"Census Tract 4408, Cook County, Illinois",988.0,17,31,440800,1820.0,2015-2019
"Census Tract 4602, Cook County, Illinois",1235.0,17,31,460200,2468.0,2015-2019
"Census Tract 4804, Cook County, Illinois",3000.0,17,31,480400,5446.0,2015-2019
"Census Tract 5202, Cook County, Illinois",1650.0,17,31,520200,3178.0,2015-2019
"Census Tract 5206, Cook County, Illinois",1544.0,17,31,520600,2852.0,2015-2019
"Census Tract 5603, Cook County, Illinois",1631.0,17,31,560300,3308.0,2015-2019
"Census Tract 5608, Cook County, Illinois",3028.0,17,31,560800,5858.0,2015-2019
"Census Tract 5802, Cook County, Illinois",1581.0,17,31,580200,3288.0,2015-2019
"Census Tract 8381, Cook County, Illinois",795.0,17,31,838100,1614.0,2015-2019
"Census Tract 8387, Cook County, Illinois",2201.0,17,31,838700,3934.0,2015-2019
"Census Tract 8388, Cook County, Illinois",1791.0,17,31,838800,3300.0,2015-2019
"Census Tract 8390, Cook County, Illinois",5045.0,17,31,839000,9209.0,2015-2019
"Census Tract 8391, Cook County, Illinois",3319.0,17,31,839100,7545.0,2015-2019
"Census Tract 8392, Cook County, Illinois",1413.0,17,31,839200,2405.0,2015-2019
"Census Tract 8395, Cook County, Illinois",860.0,17,31,839500,1461.0,2015-2019
"Census Tract 8396, Cook County, Illinois",750.0,17,31,839600,1653.0,2015-2019
"Census Tract 8397, Cook County, Illinois",2451.0,17,31,839700,4913.0,2015-2019
"Census Tract 8398, Cook County, Illinois",1445.0,17,31,839800,2738.0,2015-2019
"Census Tract 8399, Cook County, Illinois",2473.0,17,31,839900,4452.0,2015-2019
"Census Tract 8400, Cook County, Illinois",1393.0,17,31,840000,2794.0,2015-2019
"Census Tract 3009, Cook County, Illinois",2118.0,17,31,300900,4223.0,2015-2019
"Census Tract 3012, Cook County, Illinois",2055.0,17,31,301200,4417.0,2015-2019
"Census Tract 311, Cook County, Illinois",2010.0,17,31,31100,4720.0,2015-2019
"Census Tract 501, Cook County, Illinois",1447.0,17,31,50100,2736.0,2015-2019
"Census Tract 507, Cook County, Illinois",903.0,17,31,50700,1742.0,2015-2019
"Census Tract 621, Cook County, Illinois",1846.0,17,31,62100,3722.0,2015-2019
"Census Tract 6201, Cook County, Illinois",2498.0,17,31,620100,4785.0,2015-2019
"Census Tract 6308, Cook County, Illinois",3427.0,17,31,630800,6781.0,2015-2019
"Census Tract 6407, Cook County, Illinois",1654.0,17,31,640700,3385.0,2015-2019
"Census Tract 6501, Cook County, Illinois",2313.0,17,31,650100,4389.0,2015-2019
"Census Tract 6705, Cook County, Illinois",434.0,17,31,670500,922.0,2015-2019
"Census Tract 6719, Cook County, Illinois",506.0,17,31,671900,1125.0,2015-2019
"Census Tract 6814, Cook County, Illinois",1201.0,17,31,681400,2407.0,2015-2019
"Census Tract 6909, Cook County, Illinois",2134.0,17,31,690900,4273.0,2015-2019
"Census Tract 6914, Cook County, Illinois",1956.0,17,31,691400,3160.0,2015-2019
"Census Tract 7105, Cook County, Illinois",2539.0,17,31,710500,4336.0,2015-2019
"Census Tract 7111, Cook County, Illinois",1300.0,17,31,711100,2351.0,2015-2019
"Census Tract 7112, Cook County, Illinois",2820.0,17,31,711200,4949.0,2015-2019
"Census Tract 7307, Cook County, Illinois",1528.0,17,31,730700,2444.0,2015-2019
"Census Tract 7704, Cook County, Illinois",2097.0,17,31,770400,4503.0,2015-2019
"Census Tract 8023, Cook County, Illinois",2780.0,17,31,802300,5513.0,2015-2019
"Census Tract 8027.01, Cook County, Illinois",3415.0,17,31,802701,6911.0,2015-2019
"Census Tract 8028.02, Cook County, Illinois",3453.0,17,31,802802,6578.0,2015-2019
"Census Tract 8095, Cook County, Illinois",2042.0,17,31,809500,4119.0,2015-2019
"Census Tract 2909, Cook County, Illinois",2046.0,17,31,290900,3857.0,2015-2019
"Census Tract 3104, Cook County, Illinois",598.0,17,31,310400,1286.0,2015-2019
"Census Tract 3106, Cook County, Illinois",2459.0,17,31,310600,4555.0,2015-2019
"Census Tract 5701, Cook County, Illinois",635.0,17,31,570100,1280.0,2015-2019
"Census Tract 5808, Cook County, Illinois",1143.0,17,31,580800,2261.0,2015-2019
"Census Tract 6110, Cook County, Illinois",424.0,17,31,611000,823.0,2015-2019
"Census Tract 8264.01, Cook County, Illinois",2307.0,17,31,826401,3990.0,2015-2019
"Census Tract 8269.01, Cook County, Illinois",1004.0,17,31,826901,1822.0,2015-2019
"Census Tract 8270, Cook County, Illinois",2028.0,17,31,827000,3995.0,2015-2019
"Census Tract 8283, Cook County, Illinois",1755.0,17,31,828300,3203.0,2015-2019
"Census Tract 7403, Cook County, Illinois",2316.0,17,31,740300,4949.0,2015-2019
"Census Tract 5306, Cook County, Illinois",1180.0,17,31,530600,2403.0,2015-2019
"Census Tract 8046.07, Cook County, Illinois",3787.0,17,31,804607,7239.0,2015-2019
"Census Tract 8047.09, Cook County, Illinois",3166.0,17,31,804709,6003.0,2015-2019
"Census Tract 8050.01, Cook County, Illinois",2444.0,17,31,805001,4918.0,2015-2019
"Census Tract 8051.10, Cook County, Illinois",2280.0,17,31,805110,4462.0,2015-2019
"Census Tract 8052.01, Cook County, Illinois",2020.0,17,31,805201,3963.0,2015-2019
"Census Tract 8052.02, Cook County, Illinois",2277.0,17,31,805202,4376.0,2015-2019
"Census Tract 8302.02, Cook County, Illinois",1744.0,17,31,830202,3563.0,2015-2019
"Census Tract 8284.02, Cook County, Illinois",1972.0,17,31,828402,3799.0,2015-2019
"Census Tract 8286.01, Cook County, Illinois",2176.0,17,31,828601,4026.0,2015-2019
"Census Tract 8300.03, Cook County, Illinois",4057.0,17,31,830003,7940.0,2015-2019
"Census Tract 8301, Cook County, Illinois",1797.0,17,31,830100,3399.0,2015-2019
"Census Tract 8303, Cook County, Illinois",2576.0,17,31,830300,4473.0,2015-2019
"Census Tract 6403, Cook County, Illinois",3655.0,17,31,640300,6655.0,2015-2019
"Census Tract 6505, Cook County, Illinois",2189.0,17,31,650500,4619.0,2015-2019
"Census Tract 6704, Cook County, Illinois",902.0,17,31,670400,1689.0,2015-2019
"Census Tract 6809, Cook County, Illinois",1835.0,17,31,680900,3302.0,2015-2019
"Census Tract 6811, Cook County, Illinois",1325.0,17,31,681100,2595.0,2015-2019
"Census Tract 6813, Cook County, Illinois",1408.0,17,31,681300,2418.0,2015-2019
"Census Tract 6904, Cook County, Illinois",1735.0,17,31,690400,2939.0,2015-2019
"Census Tract 7002, Cook County, Illinois",3268.0,17,31,700200,6521.0,2015-2019
"Census Tract 7115, Cook County, Illinois",1317.0,17,31,711500,2503.0,2015-2019
"Census Tract 7306, Cook County, Illinois",2322.0,17,31,730600,3758.0,2015-2019
"Census Tract 7402, Cook County, Illinois",3495.0,17,31,740200,6640.0,2015-2019
"Census Tract 7501, Cook County, Illinois",2204.0,17,31,750100,3743.0,2015-2019
"Census Tract 8236.05, Cook County, Illinois",2100.0,17,31,823605,4210.0,2015-2019
"Census Tract 8238.03, Cook County, Illinois",3350.0,17,31,823803,6510.0,2015-2019
"Census Tract 8245.06, Cook County, Illinois",3504.0,17,31,824506,6897.0,2015-2019
"Census Tract 8329, Cook County, Illinois",1046.0,17,31,832900,2082.0,2015-2019
"Census Tract 8330, Cook County, Illinois",2183.0,17,31,833000,4480.0,2015-2019
"Census Tract 8331, Cook County, Illinois",3720.0,17,31,833100,7436.0,2015-2019
"Census Tract 8333, Cook County, Illinois",1419.0,17,31,833300,2728.0,2015-2019
"Census Tract 8190, Cook County, Illinois",2528.0,17,31,819000,4573.0,2015-2019
"Census Tract 8193, Cook County, Illinois",1379.0,17,31,819300,2694.0,2015-2019
"Census Tract 8204, Cook County, Illinois",2729.0,17,31,820400,5643.0,2015-2019
"Census Tract 8208, Cook County, Illinois",1854.0,17,31,820800,3882.0,2015-2019
"Census Tract 1701, Cook County, Illinois",1124.0,17,31,170100,1931.0,2015-2019
"Census Tract 1707, Cook County, Illinois",1670.0,17,31,170700,3295.0,2015-2019
"Census Tract 1901, Cook County, Illinois",1236.0,17,31,190100,2453.0,2015-2019
"Census Tract 2205, Cook County, Illinois",1276.0,17,31,220500,2503.0,2015-2019
"Census Tract 2227, Cook County, Illinois",1335.0,17,31,222700,2564.0,2015-2019
"Census Tract 2312, Cook County, Illinois",3508.0,17,31,231200,6504.0,2015-2019
"Census Tract 2315, Cook County, Illinois",2793.0,17,31,231500,5586.0,2015-2019
"Census Tract 2405, Cook County, Illinois",1186.0,17,31,240500,2425.0,2015-2019
"Census Tract 2409, Cook County, Illinois",423.0,17,31,240900,981.0,2015-2019
"Census Tract 2422, Cook County, Illinois",1782.0,17,31,242200,3670.0,2015-2019
"Census Tract 2435, Cook County, Illinois",1885.0,17,31,243500,3601.0,2015-2019
"Census Tract 2505, Cook County, Illinois",3651.0,17,31,250500,7242.0,2015-2019
"Census Tract 2510, Cook County, Illinois",489.0,17,31,251000,1022.0,2015-2019
"Census Tract 1909, Cook County, Illinois",1100.0,17,31,190900,2235.0,2015-2019
"Census Tract 2003, Cook County, Illinois",953.0,17,31,200300,1919.0,2015-2019
"Census Tract 1101, Cook County, Illinois",2995.0,17,31,110100,5514.0,2015-2019
"Census Tract 1102, Cook County, Illinois",1623.0,17,31,110200,3095.0,2015-2019
"Census Tract 8106, Cook County, Illinois",2158.0,17,31,810600,4386.0,2015-2019
"Census Tract 8109, Cook County, Illinois",3225.0,17,31,810900,6375.0,2015-2019
"Census Tract 8113.01, Cook County, Illinois",2195.0,17,31,811301,4510.0,2015-2019
"Census Tract 8113.02, Cook County, Illinois",2042.0,17,31,811302,4154.0,2015-2019
"Census Tract 8121, Cook County, Illinois",2321.0,17,31,812100,4721.0,2015-2019
"Census Tract 8135, Cook County, Illinois",3164.0,17,31,813500,6434.0,2015-2019
"Census Tract 8136, Cook County, Illinois",2417.0,17,31,813600,5422.0,2015-2019
"Census Tract 8296, Cook County, Illinois",1361.0,17,31,829600,2847.0,2015-2019
"Census Tract 8297, Cook County, Illinois",2062.0,17,31,829700,4247.0,2015-2019
"Census Tract 8298, Cook County, Illinois",3341.0,17,31,829800,6220.0,2015-2019
"Census Tract 8304, Cook County, Illinois",2218.0,17,31,830400,4335.0,2015-2019
"Census Tract 8007, Cook County, Illinois",2565.0,17,31,800700,4779.0,2015-2019
"Census Tract 8025.03, Cook County, Illinois",3285.0,17,31,802503,6302.0,2015-2019
"Census Tract 8017.01, Cook County, Illinois",2029.0,17,31,801701,3890.0,2015-2019
"Census Tract 8019.02, Cook County, Illinois",1636.0,17,31,801902,3474.0,2015-2019
"Census Tract 8086, Cook County, Illinois",1063.0,17,31,808600,2080.0,2015-2019
"Census Tract 3105, Cook County, Illinois",778.0,17,31,310500,1491.0,2015-2019
"Census Tract 3109, Cook County, Illinois",2486.0,17,31,310900,5215.0,2015-2019
"Census Tract 8438, Cook County, Illinois",814.0,17,31,843800,1520.0,2015-2019
"Census Tract 8439, Cook County, Illinois",1999.0,17,31,843900,3430.0,2015-2019
"Census Tract 9801, Cook County, Illinois",0.0,17,31,980100,0.0,2015-2019
"Census Tract 9800, Cook County, Illinois",0.0,17,31,980000,0.0,2015-2019
"Census Tract 9900, Cook County, Illinois",0.0,17,31,990000,0.0,2015-2019
"Census Tract 8077, Cook County, Illinois",2789.0,17,31,807700,5228.0,2015-2019
"Census Tract 3904, Cook County, Illinois",1429.0,17,31,390400,2582.0,2015-2019
"Census Tract 4201, Cook County, Illinois",1085.0,17,31,420100,1548.0,2015-2019
"Census Tract 4204, Cook County, Illinois",650.0,17,31,420400,1142.0,2015-2019
"Census Tract 4312, Cook County, Illinois",1461.0,17,31,431200,2696.0,2015-2019
"Census Tract 4605, Cook County, Illinois",3349.0,17,31,460500,5889.0,2015-2019
"Census Tract 4802, Cook County, Illinois",679.0,17,31,480200,1146.0,2015-2019
"Census Tract 4905, Cook County, Illinois",1140.0,17,31,490500,2041.0,2015-2019
"Census Tract 4906, Cook County, Illinois",767.0,17,31,490600,1464.0,2015-2019
"Census Tract 4908, Cook County, Illinois",2021.0,17,31,490800,4006.0,2015-2019
"Census Tract 5002, Cook County, Illinois",1157.0,17,31,500200,2106.0,2015-2019
"Census Tract 8339, Cook County, Illinois",1433.0,17,31,833900,2650.0,2015-2019
"Census Tract 8340, Cook County, Illinois",1814.0,17,31,834000,3104.0,2015-2019
"Census Tract 8342, Cook County, Illinois",2879.0,17,31,834200,4914.0,2015-2019
"Census Tract 8343, Cook County, Illinois",3342.0,17,31,834300,5980.0,2015-2019
"Census Tract 8344, Cook County, Illinois",2336.0,17,31,834400,4437.0,2015-2019
"Census Tract 8345, Cook County, Illinois",646.0,17,31,834500,1105.0,2015-2019
"Census Tract 8346, Cook County, Illinois",824.0,17,31,834600,1681.0,2015-2019
"Census Tract 8347, Cook County, Illinois",719.0,17,31,834700,1258.0,2015-2019
"Census Tract 8348, Cook County, Illinois",774.0,17,31,834800,1589.0,2015-2019
"Census Tract 8349, Cook County, Illinois",771.0,17,31,834900,1443.0,2015-2019
"Census Tract 8350, Cook County, Illinois",2855.0,17,31,835000,5585.0,2015-2019
"Census Tract 8351, Cook County, Illinois",2520.0,17,31,835100,5047.0,2015-2019
"Census Tract 8352, Cook County, Illinois",896.0,17,31,835200,1993.0,2015-2019
"Census Tract 8355, Cook County, Illinois",735.0,17,31,835500,1434.0,2015-2019
"Census Tract 8356, Cook County, Illinois",450.0,17,31,835600,896.0,2015-2019
"Census Tract 8357, Cook County, Illinois",321.0,17,31,835700,434.0,2015-2019
"Census Tract 8358, Cook County, Illinois",1122.0,17,31,835800,1744.0,2015-2019
"Census Tract 8359, Cook County, Illinois",1902.0,17,31,835900,3112.0,2015-2019
"Census Tract 8360, Cook County, Illinois",1520.0,17,31,836000,2824.0,2015-2019
"Census Tract 3108, Cook County, Illinois",2112.0,17,31,310800,4421.0,2015-2019
"Census Tract 3302, Cook County, Illinois",2086.0,17,31,330200,3599.0,2015-2019
"Census Tract 3405, Cook County, Illinois",799.0,17,31,340500,1591.0,2015-2019
"Census Tract 3515, Cook County, Illinois",374.0,17,31,351500,731.0,2015-2019
"Census Tract 3903, Cook County, Illinois",1715.0,17,31,390300,2980.0,2015-2019
"Census Tract 3204, Cook County, Illinois",1770.0,17,31,320400,3150.0,2015-2019
"Census Tract 205, Cook County, Illinois",3362.0,17,31,20500,6775.0,2015-2019
"Census Tract 318, Cook County, Illinois",893.0,17,31,31800,1889.0,2015-2019
"Census Tract 7503, Cook County, Illinois",1259.0,17,31,750300,2526.0,2015-2019
"Census Tract 7504, Cook County, Illinois",1579.0,17,31,750400,3096.0,2015-2019
"Census Tract 7705, Cook County, Illinois",2102.0,17,31,770500,4030.0,2015-2019
"Census Tract 8004, Cook County, Illinois",1820.0,17,31,800400,3637.0,2015-2019
"Census Tract 8016.07, Cook County, Illinois",2707.0,17,31,801607,5204.0,2015-2019
"Census Tract 301.03, Cook County, Illinois",1147.0,17,31,30103,2242.0,2015-2019
"Census Tract 301.01, Cook County, Illinois",1908.0,17,31,30101,3911.0,2015-2019
"Census Tract 301.04, Cook County, Illinois",2035.0,17,31,30104,3411.0,2015-2019
"Census Tract 306.01, Cook County, Illinois",1538.0,17,31,30601,3353.0,2015-2019
"Census Tract 306.03, Cook County, Illinois",1258.0,17,31,30603,2410.0,2015-2019
"Census Tract 306.04, Cook County, Illinois",1677.0,17,31,30604,3763.0,2015-2019
"Census Tract 307.01, Cook County, Illinois",733.0,17,31,30701,1625.0,2015-2019
"Census Tract 307.02, Cook County, Illinois",1105.0,17,31,30702,2211.0,2015-2019
