NAME,white,black,native,asian,hawaii_pacific,other,two_or_more,state,county,tract,population,period
"Census Tract 8049.02, Cook County, Illinois",4326.0,1.0,14.0,804.0,0.0,462.0,146.0,17,31,804902,5753.0,2010-2014
"Census Tract 8051.12, Cook County, Illinois",1940.0,10.0,0.0,775.0,0.0,111.0,111.0,17,31,805112,2947.0,2010-2014
"Census Tract 8055.02, Cook County, Illinois",3891.0,13.0,0.0,25.0,0.0,13.0,5.0,17,31,805502,3947.0,2010-2014
"Census Tract 8058.01, Cook County, Illinois",2106.0,32.0,0.0,177.0,0.0,0.0,70.0,17,31,805801,2385.0,2010-2014
"Census Tract 8067, Cook County, Illinois",3191.0,229.0,17.0,491.0,0.0,127.0,162.0,17,31,806700,4217.0,2010-2014
"Census Tract 8078, Cook County, Illinois",2073.0,17.0,0.0,587.0,0.0,45.0,33.0,17,31,807800,2755.0,2010-2014
"Census Tract 8090, Cook County, Illinois",3787.0,132.0,0.0,130.0,0.0,61.0,54.0,17,31,809000,4164.0,2010-2014
"Census Tract 8091, Cook County, Illinois",2903.0,173.0,0.0,193.0,0.0,0.0,76.0,17,31,809100,3345.0,2010-2014
"Census Tract 8103.02, Cook County, Illinois",2132.0,723.0,0.0,126.0,0.0,58.0,221.0,17,31,810302,3260.0,2010-2014
"Census Tract 8105.02, Cook County, Illinois",4589.0,22.0,0.0,342.0,0.0,55.0,56.0,17,31,810502,5064.0,2010-2014
"Census Tract 8107.01, Cook County, Illinois",4087.0,20.0,0.0,42.0,0.0,772.0,125.0,17,31,810701,5046.0,2010-2014
"Census Tract 8108, Cook County, Illinois",4477.0,92.0,0.0,288.0,0.0,430.0,228.0,17,31,810800,5515.0,2010-2014
"Census Tract 8114.02, Cook County, Illinois",3250.0,10.0,0.0,352.0,0.0,746.0,81.0,17,31,811402,4439.0,2010-2014
"Census Tract 8115, Cook County, Illinois",4707.0,45.0,0.0,67.0,0.0,1039.0,125.0,17,31,811500,5983.0,2010-2014
"Census Tract 8119, Cook County, Illinois",4946.0,473.0,13.0,303.0,0.0,37.0,163.0,17,31,811900,5935.0,2010-2014
"Census Tract 1910, Cook County, Illinois",1252.0,108.0,0.0,0.0,0.0,1414.0,127.0,17,31,191000,2901.0,2010-2014
"Census Tract 8056, Cook County, Illinois",4578.0,26.0,0.0,59.0,0.0,5.0,11.0,17,31,805600,4679.0,2010-2014
"Census Tract 8060.04, Cook County, Illinois",5457.0,267.0,0.0,1500.0,0.0,206.0,241.0,17,31,806004,7671.0,2010-2014
"Census Tract 8072, Cook County, Illinois",3448.0,534.0,0.0,1487.0,0.0,208.0,159.0,17,31,807200,5836.0,2010-2014
"Census Tract 8075, Cook County, Illinois",2076.0,152.0,0.0,974.0,0.0,149.0,86.0,17,31,807500,3437.0,2010-2014
"Census Tract 8173, Cook County, Illinois",315.0,1718.0,0.0,19.0,0.0,278.0,47.0,17,31,817300,2377.0,2010-2014
"Census Tract 8191, Cook County, Illinois",3523.0,195.0,0.0,102.0,0.0,319.0,219.0,17,31,819100,4358.0,2010-2014
"Census Tract 8196, Cook County, Illinois",3517.0,224.0,0.0,20.0,0.0,39.0,49.0,17,31,819600,3849.0,2010-2014
"Census Tract 8278.04, Cook County, Illinois",506.0,2531.0,0.0,32.0,0.0,0.0,20.0,17,31,827804,3089.0,2010-2014
"Census Tract 8275, Cook County, Illinois",1476.0,2766.0,0.0,0.0,0.0,1095.0,31.0,17,31,827500,5368.0,2010-2014
"Census Tract 8278.01, Cook County, Illinois",1759.0,2814.0,0.0,84.0,9.0,19.0,67.0,17,31,827801,4752.0,2010-2014
"Census Tract 8285.06, Cook County, Illinois",3459.0,5474.0,0.0,83.0,0.0,163.0,73.0,17,31,828506,9252.0,2010-2014
"Census Tract 8291, Cook County, Illinois",1794.0,484.0,94.0,0.0,0.0,1367.0,54.0,17,31,829100,3793.0,2010-2014
"Census Tract 8295, Cook County, Illinois",2370.0,787.0,21.0,0.0,0.0,817.0,159.0,17,31,829500,4154.0,2010-2014
"Census Tract 8300.04, Cook County, Illinois",885.0,6120.0,14.0,55.0,0.0,3.0,31.0,17,31,830004,7108.0,2010-2014
"Census Tract 8300.05, Cook County, Illinois",1034.0,2994.0,0.0,105.0,0.0,0.0,59.0,17,31,830005,4192.0,2010-2014
"Census Tract 8300.06, Cook County, Illinois",800.0,1339.0,0.0,0.0,0.0,55.0,69.0,17,31,830006,2263.0,2010-2014
"Census Tract 8302.01, Cook County, Illinois",1045.0,4615.0,12.0,181.0,0.0,0.0,114.0,17,31,830201,5967.0,2010-2014
"Census Tract 8366, Cook County, Illinois",766.0,745.0,0.0,0.0,0.0,901.0,14.0,17,31,836600,2426.0,2010-2014
"Census Tract 8363, Cook County, Illinois",459.0,923.0,0.0,82.0,0.0,67.0,52.0,17,31,836300,1583.0,2010-2014
"Census Tract 8364, Cook County, Illinois",146.0,2915.0,0.0,103.0,0.0,33.0,12.0,17,31,836400,3209.0,2010-2014
"Census Tract 8365, Cook County, Illinois",76.0,1572.0,0.0,0.0,0.0,0.0,0.0,17,31,836500,1648.0,2010-2014
"Census Tract 8367, Cook County, Illinois",250.0,1977.0,0.0,0.0,0.0,371.0,0.0,17,31,836700,2598.0,2010-2014
"Census Tract 8368, Cook County, Illinois",46.0,2148.0,0.0,0.0,0.0,28.0,39.0,17,31,836800,2261.0,2010-2014
"Census Tract 8369, Cook County, Illinois",84.0,1407.0,0.0,14.0,0.0,48.0,0.0,17,31,836900,1553.0,2010-2014
"Census Tract 8370, Cook County, Illinois",146.0,2255.0,0.0,1.0,0.0,50.0,5.0,17,31,837000,2457.0,2010-2014
"Census Tract 8371, Cook County, Illinois",329.0,1456.0,0.0,0.0,0.0,68.0,86.0,17,31,837100,1939.0,2010-2014
"Census Tract 8373, Cook County, Illinois",120.0,1929.0,0.0,33.0,0.0,58.0,18.0,17,31,837300,2158.0,2010-2014
"Census Tract 8374, Cook County, Illinois",198.0,1825.0,0.0,11.0,0.0,0.0,0.0,17,31,837400,2034.0,2010-2014
"Census Tract 8378, Cook County, Illinois",511.0,2534.0,0.0,162.0,0.0,160.0,51.0,17,31,837800,3418.0,2010-2014
"Census Tract 8037.02, Cook County, Illinois",4616.0,14.0,0.0,889.0,0.0,218.0,215.0,17,31,803702,5952.0,2010-2014
"Census Tract 8041.08, Cook County, Illinois",1602.0,339.0,0.0,1646.0,13.0,151.0,64.0,17,31,804108,3815.0,2010-2014
"Census Tract 8041.09, Cook County, Illinois",2410.0,181.0,0.0,164.0,0.0,124.0,113.0,17,31,804109,2992.0,2010-2014
"Census Tract 8043.08, Cook County, Illinois",3371.0,88.0,0.0,1223.0,0.0,291.0,184.0,17,31,804308,5157.0,2010-2014
"Census Tract 8043.09, Cook County, Illinois",1610.0,43.0,0.0,577.0,0.0,674.0,53.0,17,31,804309,2957.0,2010-2014
"Census Tract 8043.10, Cook County, Illinois",5681.0,216.0,0.0,2244.0,0.0,1103.0,114.0,17,31,804310,9358.0,2010-2014
"Census Tract 8043.11, Cook County, Illinois",4350.0,31.0,74.0,2315.0,0.0,1477.0,260.0,17,31,804311,8507.0,2010-2014
"Census Tract 8044.03, Cook County, Illinois",4844.0,406.0,103.0,1012.0,0.0,319.0,150.0,17,31,804403,6834.0,2010-2014
"Census Tract 8044.04, Cook County, Illinois",3110.0,205.0,0.0,601.0,0.0,1313.0,97.0,17,31,804404,5326.0,2010-2014
"Census Tract 8044.05, Cook County, Illinois",1072.0,363.0,0.0,136.0,0.0,1734.0,71.0,17,31,804405,3376.0,2010-2014
"Census Tract 3504, Cook County, Illinois",21.0,1268.0,0.0,0.0,0.0,57.0,33.0,17,31,350400,1379.0,2010-2014
"Census Tract 3206, Cook County, Illinois",2669.0,789.0,9.0,800.0,0.0,88.0,96.0,17,31,320600,4451.0,2010-2014
"Census Tract 8048.10, Cook County, Illinois",5134.0,334.0,0.0,970.0,0.0,402.0,177.0,17,31,804810,7017.0,2010-2014
"Census Tract 8049.01, Cook County, Illinois",5840.0,57.0,0.0,311.0,0.0,25.0,101.0,17,31,804901,6334.0,2010-2014
"Census Tract 8053.01, Cook County, Illinois",2131.0,28.0,0.0,962.0,0.0,23.0,92.0,17,31,805301,3236.0,2010-2014
"Census Tract 8053.02, Cook County, Illinois",2521.0,52.0,0.0,901.0,0.0,20.0,25.0,17,31,805302,3519.0,2010-2014
"Census Tract 8054.02, Cook County, Illinois",3712.0,41.0,72.0,605.0,0.0,302.0,58.0,17,31,805402,4790.0,2010-2014
"Census Tract 8063, Cook County, Illinois",3946.0,0.0,10.0,330.0,0.0,439.0,118.0,17,31,806300,4843.0,2010-2014
"Census Tract 8071, Cook County, Illinois",2847.0,468.0,0.0,234.0,0.0,21.0,82.0,17,31,807100,3652.0,2010-2014
"Census Tract 8082, Cook County, Illinois",4083.0,1.0,83.0,1335.0,0.0,45.0,53.0,17,31,808200,5600.0,2010-2014
"Census Tract 8085, Cook County, Illinois",2682.0,70.0,0.0,1116.0,0.0,38.0,166.0,17,31,808500,4072.0,2010-2014
"Census Tract 8129, Cook County, Illinois",3796.0,685.0,0.0,258.0,0.0,6.0,292.0,17,31,812900,5037.0,2010-2014
"Census Tract 8131, Cook County, Illinois",2509.0,1784.0,12.0,210.0,0.0,143.0,141.0,17,31,813100,4799.0,2010-2014
"Census Tract 8132, Cook County, Illinois",3378.0,616.0,0.0,299.0,0.0,52.0,200.0,17,31,813200,4545.0,2010-2014
"Census Tract 8134, Cook County, Illinois",2946.0,564.0,64.0,56.0,0.0,4128.0,156.0,17,31,813400,7914.0,2010-2014
"Census Tract 8141, Cook County, Illinois",1888.0,126.0,12.0,0.0,7.0,2175.0,98.0,17,31,814100,4306.0,2010-2014
"Census Tract 2916, Cook County, Illinois",293.0,167.0,0.0,3.0,0.0,341.0,0.0,17,31,291600,804.0,2010-2014
"Census Tract 2924, Cook County, Illinois",160.0,1958.0,0.0,0.0,0.0,0.0,6.0,17,31,292400,2124.0,2010-2014
"Census Tract 3011, Cook County, Illinois",1858.0,96.0,32.0,0.0,0.0,1189.0,7.0,17,31,301100,3182.0,2010-2014
"Census Tract 3016, Cook County, Illinois",3243.0,92.0,0.0,2.0,0.0,1150.0,26.0,17,31,301600,4513.0,2010-2014
"Census Tract 8059.02, Cook County, Illinois",4986.0,227.0,6.0,1125.0,0.0,68.0,36.0,17,31,805902,6448.0,2010-2014
"Census Tract 8061.02, Cook County, Illinois",3198.0,222.0,17.0,532.0,0.0,171.0,0.0,17,31,806102,4140.0,2010-2014
"Census Tract 8069, Cook County, Illinois",2500.0,12.0,0.0,2052.0,0.0,27.0,94.0,17,31,806900,4685.0,2010-2014
"Census Tract 8084, Cook County, Illinois",2511.0,50.0,9.0,1317.0,0.0,166.0,334.0,17,31,808400,4387.0,2010-2014
"Census Tract 8086, Cook County, Illinois",1825.0,0.0,0.0,224.0,0.0,10.0,1.0,17,31,808600,2060.0,2010-2014
"Census Tract 3105, Cook County, Illinois",927.0,6.0,2.0,3.0,0.0,750.0,34.0,17,31,310500,1722.0,2010-2014
"Census Tract 3109, Cook County, Illinois",3063.0,106.0,0.0,18.0,0.0,1836.0,42.0,17,31,310900,5065.0,2010-2014
"Census Tract 8077, Cook County, Illinois",3803.0,341.0,0.0,1668.0,0.0,192.0,235.0,17,31,807700,6239.0,2010-2014
"Census Tract 3904, Cook County, Illinois",201.0,2266.0,13.0,18.0,0.0,0.0,26.0,17,31,390400,2524.0,2010-2014
"Census Tract 4201, Cook County, Illinois",72.0,1122.0,0.0,19.0,0.0,0.0,11.0,17,31,420100,1224.0,2010-2014
"Census Tract 4204, Cook County, Illinois",377.0,620.0,0.0,162.0,0.0,31.0,26.0,17,31,420400,1216.0,2010-2014
"Census Tract 4312, Cook County, Illinois",66.0,3106.0,0.0,0.0,0.0,78.0,41.0,17,31,431200,3291.0,2010-2014
"Census Tract 4605, Cook County, Illinois",115.0,4579.0,0.0,0.0,0.0,0.0,104.0,17,31,460500,4798.0,2010-2014
"Census Tract 4802, Cook County, Illinois",0.0,1151.0,0.0,0.0,0.0,0.0,6.0,17,31,480200,1157.0,2010-2014
"Census Tract 4905, Cook County, Illinois",94.0,2172.0,0.0,43.0,0.0,0.0,31.0,17,31,490500,2340.0,2010-2014
"Census Tract 4906, Cook County, Illinois",7.0,1429.0,0.0,0.0,0.0,0.0,16.0,17,31,490600,1452.0,2010-2014
"Census Tract 4908, Cook County, Illinois",42.0,3629.0,0.0,0.0,0.0,25.0,73.0,17,31,490800,3769.0,2010-2014
"Census Tract 5002, Cook County, Illinois",29.0,2016.0,0.0,28.0,0.0,8.0,10.0,17,31,500200,2091.0,2010-2014
"Census Tract 5103, Cook County, Illinois",44.0,5814.0,0.0,27.0,15.0,0.0,137.0,17,31,510300,6037.0,2010-2014
"Census Tract 5203, Cook County, Illinois",5286.0,20.0,36.0,25.0,0.0,613.0,136.0,17,31,520300,6116.0,2010-2014
"Census Tract 8148, Cook County, Illinois",4763.0,421.0,59.0,191.0,0.0,463.0,14.0,17,31,814800,5911.0,2010-2014
"Census Tract 8149, Cook County, Illinois",4287.0,1257.0,16.0,131.0,0.0,927.0,93.0,17,31,814900,6711.0,2010-2014
"Census Tract 8153, Cook County, Illinois",2565.0,96.0,0.0,63.0,0.0,914.0,207.0,17,31,815300,3845.0,2010-2014
"Census Tract 8156, Cook County, Illinois",4579.0,120.0,0.0,88.0,0.0,95.0,238.0,17,31,815600,5120.0,2010-2014
"Census Tract 8183, Cook County, Illinois",2009.0,2690.0,0.0,77.0,0.0,1467.0,84.0,17,31,818300,6327.0,2010-2014
"Census Tract 8192, Cook County, Illinois",5623.0,224.0,79.0,94.0,0.0,266.0,97.0,17,31,819200,6383.0,2010-2014
"Census Tract 1406.01, Cook County, Illinois",1097.0,28.0,0.0,602.0,0.0,1183.0,59.0,17,31,140601,2969.0,2010-2014
"Census Tract 1407.01, Cook County, Illinois",1517.0,71.0,0.0,217.0,0.0,475.0,105.0,17,31,140701,2385.0,2010-2014
"Census Tract 1407.02, Cook County, Illinois",3815.0,439.0,0.0,462.0,0.0,1406.0,130.0,17,31,140702,6252.0,2010-2014
"Census Tract 1504.01, Cook County, Illinois",3683.0,16.0,0.0,142.0,0.0,953.0,11.0,17,31,150401,4805.0,2010-2014
"Census Tract 1504.02, Cook County, Illinois",2626.0,0.0,0.0,59.0,0.0,869.0,141.0,17,31,150402,3695.0,2010-2014
"Census Tract 1505.01, Cook County, Illinois",3030.0,3.0,0.0,148.0,0.0,505.0,57.0,17,31,150501,3743.0,2010-2014
"Census Tract 1505.02, Cook County, Illinois",2542.0,21.0,0.0,333.0,0.0,1292.0,102.0,17,31,150502,4290.0,2010-2014
"Census Tract 1510.01, Cook County, Illinois",1239.0,68.0,25.0,49.0,0.0,1120.0,37.0,17,31,151001,2538.0,2010-2014
"Census Tract 1510.02, Cook County, Illinois",2318.0,13.0,9.0,334.0,34.0,1838.0,139.0,17,31,151002,4685.0,2010-2014
"Census Tract 1605.02, Cook County, Illinois",2886.0,39.0,0.0,356.0,0.0,1231.0,56.0,17,31,160502,4568.0,2010-2014
"Census Tract 1606.01, Cook County, Illinois",3205.0,17.0,0.0,123.0,0.0,611.0,43.0,17,31,160601,3999.0,2010-2014
"Census Tract 1606.02, Cook County, Illinois",2787.0,76.0,0.0,314.0,34.0,518.0,254.0,17,31,160602,3983.0,2010-2014
"Census Tract 1605.01, Cook County, Illinois",2961.0,174.0,0.0,332.0,0.0,969.0,62.0,17,31,160501,4498.0,2010-2014
"Census Tract 1906.01, Cook County, Illinois",1888.0,204.0,0.0,62.0,0.0,2623.0,0.0,17,31,190601,4777.0,2010-2014
"Census Tract 1904.01, Cook County, Illinois",2700.0,0.0,0.0,51.0,0.0,1396.0,36.0,17,31,190401,4183.0,2010-2014
"Census Tract 5603, Cook County, Illinois",1665.0,279.0,0.0,185.0,0.0,989.0,56.0,17,31,560300,3174.0,2010-2014
"Census Tract 4804, Cook County, Illinois",98.0,5888.0,0.0,14.0,0.0,29.0,77.0,17,31,480400,6106.0,2010-2014
"Census Tract 5202, Cook County, Illinois",3148.0,285.0,0.0,0.0,0.0,498.0,56.0,17,31,520200,3987.0,2010-2014
"Census Tract 5206, Cook County, Illinois",2568.0,0.0,18.0,0.0,0.0,391.0,33.0,17,31,520600,3010.0,2010-2014
"Census Tract 5608, Cook County, Illinois",4755.0,32.0,0.0,6.0,0.0,821.0,323.0,17,31,560800,5937.0,2010-2014
"Census Tract 5802, Cook County, Illinois",1895.0,71.0,10.0,264.0,0.0,1066.0,76.0,17,31,580200,3382.0,2010-2014
"Census Tract 5804, Cook County, Illinois",2388.0,123.0,0.0,501.0,0.0,981.0,58.0,17,31,580400,4051.0,2010-2014
"Census Tract 5907, Cook County, Illinois",1876.0,124.0,60.0,342.0,0.0,735.0,97.0,17,31,590700,3234.0,2010-2014
"Census Tract 6104, Cook County, Illinois",1138.0,38.0,72.0,0.0,0.0,625.0,24.0,17,31,610400,1897.0,2010-2014
"Census Tract 6108, Cook County, Illinois",1475.0,17.0,0.0,0.0,0.0,35.0,22.0,17,31,610800,1549.0,2010-2014
"Census Tract 6120, Cook County, Illinois",5.0,1435.0,0.0,0.0,0.0,144.0,2.0,17,31,612000,1586.0,2010-2014
"Census Tract 6121, Cook County, Illinois",95.0,936.0,0.0,37.0,0.0,0.0,0.0,17,31,612100,1068.0,2010-2014
"Census Tract 6405, Cook County, Illinois",2698.0,44.0,0.0,78.0,0.0,298.0,65.0,17,31,640500,3183.0,2010-2014
"Census Tract 8009, Cook County, Illinois",2990.0,109.0,0.0,1361.0,0.0,48.0,75.0,17,31,800900,4583.0,2010-2014
"Census Tract 314, Cook County, Illinois",3933.0,612.0,0.0,327.0,0.0,96.0,292.0,17,31,31400,5260.0,2010-2014
"Census Tract 406, Cook County, Illinois",2394.0,61.0,0.0,109.0,0.0,106.0,14.0,17,31,40600,2684.0,2010-2014
"Census Tract 8176, Cook County, Illinois",367.0,3260.0,0.0,23.0,0.0,160.0,64.0,17,31,817600,3874.0,2010-2014
"Census Tract 8184.02, Cook County, Illinois",2128.0,448.0,0.0,117.0,0.0,376.0,16.0,17,31,818402,3085.0,2010-2014
"Census Tract 8024.04, Cook County, Illinois",4978.0,72.0,52.0,1067.0,0.0,1149.0,67.0,17,31,802404,7385.0,2010-2014
"Census Tract 8079, Cook County, Illinois",2793.0,0.0,0.0,1051.0,0.0,67.0,163.0,17,31,807900,4074.0,2010-2014
"Census Tract 8024.03, Cook County, Illinois",1177.0,12.0,0.0,224.0,0.0,0.0,44.0,17,31,802403,1457.0,2010-2014
"Census Tract 8025.05, Cook County, Illinois",3710.0,219.0,41.0,913.0,0.0,1983.0,22.0,17,31,802505,6888.0,2010-2014
"Census Tract 8025.06, Cook County, Illinois",1863.0,6.0,33.0,166.0,0.0,715.0,121.0,17,31,802506,2904.0,2010-2014
"Census Tract 8026.07, Cook County, Illinois",1240.0,0.0,0.0,89.0,0.0,0.0,0.0,17,31,802607,1329.0,2010-2014
"Census Tract 8026.08, Cook County, Illinois",6090.0,20.0,0.0,304.0,36.0,15.0,0.0,17,31,802608,6465.0,2010-2014
"Census Tract 8026.09, Cook County, Illinois",4374.0,44.0,3.0,946.0,20.0,996.0,94.0,17,31,802609,6477.0,2010-2014
"Census Tract 8026.10, Cook County, Illinois",1114.0,0.0,30.0,262.0,0.0,78.0,130.0,17,31,802610,1614.0,2010-2014
"Census Tract 8030.12, Cook County, Illinois",1927.0,103.0,0.0,190.0,0.0,75.0,24.0,17,31,803012,2319.0,2010-2014
"Census Tract 8030.13, Cook County, Illinois",4659.0,86.0,0.0,416.0,0.0,37.0,71.0,17,31,803013,5269.0,2010-2014
"Census Tract 8030.14, Cook County, Illinois",2573.0,20.0,0.0,420.0,0.0,270.0,13.0,17,31,803014,3296.0,2010-2014
"Census Tract 8030.15, Cook County, Illinois",3945.0,95.0,14.0,286.0,0.0,88.0,107.0,17,31,803015,4535.0,2010-2014
"Census Tract 8030.16, Cook County, Illinois",1484.0,51.0,0.0,715.0,0.0,50.0,61.0,17,31,803016,2361.0,2010-2014
"Census Tract 8030.17, Cook County, Illinois",4567.0,19.0,0.0,681.0,0.0,157.0,80.0,17,31,803017,5504.0,2010-2014
"Census Tract 8036.11, Cook County, Illinois",3322.0,295.0,0.0,676.0,0.0,1560.0,28.0,17,31,803611,5881.0,2010-2014
"Census Tract 8036.12, Cook County, Illinois",1916.0,203.0,23.0,421.0,0.0,1043.0,0.0,17,31,803612,3606.0,2010-2014
"Census Tract 8037.01, Cook County, Illinois",2180.0,15.0,0.0,342.0,0.0,47.0,74.0,17,31,803701,2658.0,2010-2014
"Census Tract 8382, Cook County, Illinois",1019.0,448.0,0.0,293.0,0.0,49.0,57.0,17,31,838200,1866.0,2010-2014
"Census Tract 8383, Cook County, Illinois",601.0,780.0,0.0,65.0,0.0,57.0,3.0,17,31,838300,1506.0,2010-2014
"Census Tract 8386, Cook County, Illinois",42.0,1359.0,0.0,0.0,0.0,3.0,0.0,17,31,838600,1404.0,2010-2014
"Census Tract 8380, Cook County, Illinois",572.0,1948.0,28.0,124.0,0.0,121.0,68.0,17,31,838000,2861.0,2010-2014
"Census Tract 8381, Cook County, Illinois",524.0,936.0,0.0,282.0,0.0,50.0,45.0,17,31,838100,1837.0,2010-2014
"Census Tract 8387, Cook County, Illinois",214.0,4544.0,0.0,0.0,0.0,133.0,0.0,17,31,838700,4891.0,2010-2014
"Census Tract 8388, Cook County, Illinois",1305.0,1661.0,19.0,0.0,0.0,247.0,0.0,17,31,838800,3232.0,2010-2014
"Census Tract 8390, Cook County, Illinois",4973.0,1086.0,0.0,1418.0,0.0,51.0,340.0,17,31,839000,7868.0,2010-2014
"Census Tract 8391, Cook County, Illinois",3280.0,725.0,0.0,966.0,0.0,111.0,184.0,17,31,839100,5266.0,2010-2014
"Census Tract 8392, Cook County, Illinois",277.0,1624.0,0.0,232.0,0.0,21.0,37.0,17,31,839200,2191.0,2010-2014
"Census Tract 8395, Cook County, Illinois",252.0,967.0,6.0,109.0,0.0,22.0,23.0,17,31,839500,1379.0,2010-2014
"Census Tract 8396, Cook County, Illinois",217.0,1574.0,0.0,23.0,0.0,0.0,17.0,17,31,839600,1831.0,2010-2014
"Census Tract 8397, Cook County, Illinois",2248.0,145.0,10.0,997.0,0.0,1271.0,123.0,17,31,839700,4794.0,2010-2014
"Census Tract 8398, Cook County, Illinois",1583.0,26.0,0.0,724.0,0.0,305.0,15.0,17,31,839800,2653.0,2010-2014
"Census Tract 8399, Cook County, Illinois",2893.0,37.0,18.0,525.0,6.0,200.0,128.0,17,31,839900,3807.0,2010-2014
"Census Tract 8400, Cook County, Illinois",1393.0,15.0,0.0,852.0,0.0,282.0,108.0,17,31,840000,2650.0,2010-2014
"Census Tract 8401, Cook County, Illinois",891.0,0.0,0.0,1455.0,0.0,0.0,0.0,17,31,840100,2346.0,2010-2014
"Census Tract 8402, Cook County, Illinois",931.0,14.0,0.0,1412.0,0.0,213.0,19.0,17,31,840200,2589.0,2010-2014
"Census Tract 8403, Cook County, Illinois",1885.0,108.0,155.0,828.0,0.0,978.0,193.0,17,31,840300,4147.0,2010-2014
"Census Tract 8404, Cook County, Illinois",1464.0,141.0,72.0,978.0,0.0,605.0,12.0,17,31,840400,3272.0,2010-2014
"Census Tract 8407, Cook County, Illinois",2966.0,128.0,28.0,28.0,0.0,860.0,60.0,17,31,840700,4070.0,2010-2014
"Census Tract 8408, Cook County, Illinois",2711.0,10.0,38.0,23.0,0.0,554.0,83.0,17,31,840800,3419.0,2010-2014
"Census Tract 8410, Cook County, Illinois",116.0,349.0,0.0,173.0,0.0,0.0,45.0,17,31,841000,683.0,2010-2014
"Census Tract 1302, Cook County, Illinois",1364.0,29.0,0.0,191.0,0.0,0.0,14.0,17,31,130200,1598.0,2010-2014
"Census Tract 2003, Cook County, Illinois",868.0,16.0,0.0,26.0,5.0,1418.0,68.0,17,31,200300,2401.0,2010-2014
"Census Tract 1101, Cook County, Illinois",4814.0,120.0,0.0,401.0,0.0,439.0,149.0,17,31,110100,5923.0,2010-2014
"Census Tract 1102, Cook County, Illinois",2262.0,74.0,51.0,345.0,0.0,43.0,242.0,17,31,110200,3017.0,2010-2014
"Census Tract 8030.05, Cook County, Illinois",2461.0,102.0,0.0,113.0,0.0,0.0,68.0,17,31,803005,2744.0,2010-2014
"Census Tract 8033, Cook County, Illinois",4954.0,8.0,0.0,533.0,0.0,176.0,58.0,17,31,803300,5729.0,2010-2014
"Census Tract 8036.05, Cook County, Illinois",5586.0,189.0,0.0,862.0,0.0,378.0,447.0,17,31,803605,7462.0,2010-2014
"Census Tract 2718, Cook County, Illinois",11.0,1219.0,0.0,0.0,0.0,0.0,0.0,17,31,271800,1230.0,2010-2014
"Census Tract 2808, Cook County, Illinois",100.0,724.0,0.0,0.0,0.0,11.0,15.0,17,31,280800,850.0,2010-2014
"Census Tract 2809, Cook County, Illinois",63.0,677.0,0.0,4.0,0.0,25.0,21.0,17,31,280900,790.0,2010-2014
"Census Tract 2819, Cook County, Illinois",2405.0,317.0,0.0,1937.0,0.0,0.0,161.0,17,31,281900,4820.0,2010-2014
"Census Tract 2912, Cook County, Illinois",29.0,2337.0,0.0,0.0,0.0,0.0,2.0,17,31,291200,2368.0,2010-2014
"Census Tract 8039.02, Cook County, Illinois",3588.0,67.0,0.0,47.0,0.0,0.0,8.0,17,31,803902,3710.0,2010-2014
"Census Tract 8145, Cook County, Illinois",2756.0,186.0,0.0,9.0,0.0,1936.0,192.0,17,31,814500,5079.0,2010-2014
"Census Tract 8044.06, Cook County, Illinois",3025.0,187.0,49.0,795.0,0.0,1948.0,190.0,17,31,804406,6194.0,2010-2014
"Census Tract 8045.06, Cook County, Illinois",3830.0,141.0,13.0,587.0,0.0,263.0,154.0,17,31,804506,4988.0,2010-2014
"Census Tract 8124, Cook County, Illinois",2853.0,357.0,0.0,170.0,0.0,20.0,150.0,17,31,812400,3550.0,2010-2014
"Census Tract 8157.01, Cook County, Illinois",3660.0,32.0,0.0,81.0,0.0,71.0,28.0,17,31,815701,3872.0,2010-2014
"Census Tract 8167, Cook County, Illinois",1450.0,114.0,92.0,75.0,0.0,1026.0,75.0,17,31,816700,2832.0,2010-2014
"Census Tract 8266, Cook County, Illinois",314.0,5535.0,0.0,0.0,0.0,0.0,177.0,17,31,826600,6026.0,2010-2014
"Census Tract 8268, Cook County, Illinois",1745.0,1869.0,54.0,10.0,0.0,965.0,124.0,17,31,826800,4767.0,2010-2014
"Census Tract 8269.02, Cook County, Illinois",11.0,1063.0,9.0,5.0,0.0,2.0,0.0,17,31,826902,1090.0,2010-2014
"Census Tract 5102, Cook County, Illinois",506.0,2007.0,0.0,9.0,0.0,117.0,16.0,17,31,510200,2655.0,2010-2014
"Census Tract 5705, Cook County, Illinois",1412.0,80.0,0.0,133.0,0.0,929.0,0.0,17,31,570500,2554.0,2010-2014
"Census Tract 6006, Cook County, Illinois",1009.0,67.0,95.0,951.0,0.0,331.0,41.0,17,31,600600,2494.0,2010-2014
"Census Tract 6112, Cook County, Illinois",1319.0,527.0,0.0,12.0,0.0,467.0,15.0,17,31,611200,2340.0,2010-2014
"Census Tract 6408, Cook County, Illinois",1021.0,75.0,0.0,5.0,0.0,646.0,25.0,17,31,640800,1772.0,2010-2014
"Census Tract 6709, Cook County, Illinois",0.0,1445.0,15.0,0.0,0.0,5.0,31.0,17,31,670900,1496.0,2010-2014
"Census Tract 6913, Cook County, Illinois",5.0,2809.0,0.0,0.0,0.0,22.0,6.0,17,31,691300,2842.0,2010-2014
"Census Tract 4307, Cook County, Illinois",108.0,2286.0,28.0,16.0,0.0,17.0,25.0,17,31,430700,2480.0,2010-2014
