NAME,white,black,native,asian,hawaii_pacific,other,two_or_more,state,county,tract,population,period
"Census Tract 510, Cook County, Illinois",881.0,0.0,0.0,83.0,0.0,373.0,13.0,17,31,51000,1350.0,2005-2009
"Census Tract 511, Cook County, Illinois",1443.0,70.0,0.0,32.0,0.0,41.0,8.0,17,31,51100,1594.0,2005-2009
"Census Tract 512, Cook County, Illinois",1930.0,31.0,0.0,88.0,0.0,28.0,0.0,17,31,51200,2077.0,2005-2009
"Census Tract 513, Cook County, Illinois",2683.0,0.0,0.0,84.0,0.0,35.0,13.0,17,31,51300,2815.0,2005-2009
"Census Tract 514, Cook County, Illinois",1449.0,418.0,0.0,153.0,0.0,148.0,99.0,17,31,51400,2267.0,2005-2009
"Census Tract 515, Cook County, Illinois",972.0,90.0,0.0,25.0,0.0,141.0,0.0,17,31,51500,1228.0,2005-2009
"Census Tract 601, Cook County, Illinois",2694.0,96.0,0.0,80.0,0.0,98.0,94.0,17,31,60100,3062.0,2005-2009
"Census Tract 602, Cook County, Illinois",1460.0,43.0,0.0,84.0,0.0,482.0,0.0,17,31,60200,2069.0,2005-2009
"Census Tract 603, Cook County, Illinois",3103.0,0.0,0.0,154.0,0.0,0.0,0.0,17,31,60300,3257.0,2005-2009
"Census Tract 604, Cook County, Illinois",3582.0,12.0,0.0,87.0,0.0,91.0,31.0,17,31,60400,3803.0,2005-2009
"Census Tract 605, Cook County, Illinois",1149.0,7.0,7.0,89.0,0.0,0.0,0.0,17,31,60500,1252.0,2005-2009
"Census Tract 606, Cook County, Illinois",954.0,35.0,0.0,117.0,0.0,0.0,94.0,17,31,60600,1200.0,2005-2009
"Census Tract 607, Cook County, Illinois",1457.0,441.0,0.0,152.0,0.0,275.0,0.0,17,31,60700,2325.0,2005-2009
"Census Tract 608, Cook County, Illinois",3954.0,247.0,0.0,520.0,0.0,310.0,75.0,17,31,60800,5106.0,2005-2009
"Census Tract 609, Cook County, Illinois",4865.0,679.0,26.0,621.0,0.0,324.0,69.0,17,31,60900,6584.0,2005-2009
"Census Tract 610, Cook County, Illinois",1486.0,24.0,5.0,64.0,0.0,37.0,51.0,17,31,61000,1667.0,2005-2009
"Census Tract 611, Cook County, Illinois",1327.0,0.0,0.0,29.0,0.0,0.0,0.0,17,31,61100,1356.0,2005-2009
"Census Tract 612, Cook County, Illinois",1981.0,12.0,0.0,31.0,0.0,0.0,0.0,17,31,61200,2024.0,2005-2009
"Census Tract 613, Cook County, Illinois",1454.0,0.0,0.0,39.0,0.0,0.0,0.0,17,31,61300,1493.0,2005-2009
"Census Tract 614, Cook County, Illinois",1567.0,0.0,0.0,58.0,0.0,0.0,0.0,17,31,61400,1625.0,2005-2009
"Census Tract 615, Cook County, Illinois",1958.0,34.0,0.0,17.0,0.0,23.0,0.0,17,31,61500,2032.0,2005-2009
"Census Tract 616, Cook County, Illinois",550.0,0.0,0.0,9.0,0.0,149.0,9.0,17,31,61600,717.0,2005-2009
"Census Tract 617, Cook County, Illinois",1083.0,0.0,0.0,156.0,0.0,129.0,12.0,17,31,61700,1380.0,2005-2009
"Census Tract 618, Cook County, Illinois",739.0,16.0,0.0,61.0,0.0,30.0,9.0,17,31,61800,855.0,2005-2009
"Census Tract 619, Cook County, Illinois",6314.0,263.0,16.0,685.0,38.0,286.0,130.0,17,31,61900,7732.0,2005-2009
"Census Tract 620, Cook County, Illinois",2224.0,94.0,0.0,143.0,0.0,105.0,0.0,17,31,62000,2566.0,2005-2009
"Census Tract 621, Cook County, Illinois",2731.0,14.0,0.0,392.0,0.0,122.0,73.0,17,31,62100,3332.0,2005-2009
"Census Tract 622, Cook County, Illinois",2617.0,71.0,0.0,139.0,0.0,50.0,110.0,17,31,62200,2987.0,2005-2009
"Census Tract 623, Cook County, Illinois",1686.0,20.0,0.0,43.0,0.0,0.0,0.0,17,31,62300,1749.0,2005-2009
"Census Tract 624, Cook County, Illinois",1596.0,12.0,0.0,67.0,14.0,69.0,11.0,17,31,62400,1769.0,2005-2009
"Census Tract 625, Cook County, Illinois",1445.0,73.0,15.0,165.0,0.0,30.0,0.0,17,31,62500,1728.0,2005-2009
"Census Tract 626, Cook County, Illinois",1996.0,8.0,0.0,98.0,0.0,6.0,23.0,17,31,62600,2131.0,2005-2009
"Census Tract 627, Cook County, Illinois",2486.0,0.0,11.0,66.0,0.0,122.0,20.0,17,31,62700,2705.0,2005-2009
"Census Tract 628, Cook County, Illinois",3093.0,144.0,0.0,144.0,0.0,86.0,47.0,17,31,62800,3514.0,2005-2009
"Census Tract 629, Cook County, Illinois",4001.0,0.0,0.0,56.0,0.0,0.0,57.0,17,31,62900,4114.0,2005-2009
"Census Tract 630, Cook County, Illinois",3552.0,228.0,0.0,116.0,0.0,16.0,51.0,17,31,63000,3963.0,2005-2009
"Census Tract 631, Cook County, Illinois",1956.0,152.0,0.0,155.0,0.0,67.0,0.0,17,31,63100,2330.0,2005-2009
"Census Tract 632, Cook County, Illinois",5335.0,327.0,0.0,433.0,0.0,305.0,187.0,17,31,63200,6587.0,2005-2009
"Census Tract 633, Cook County, Illinois",7240.0,333.0,0.0,806.0,0.0,69.0,33.0,17,31,63300,8481.0,2005-2009
"Census Tract 634, Cook County, Illinois",1816.0,111.0,0.0,90.0,0.0,22.0,10.0,17,31,63400,2049.0,2005-2009
"Census Tract 701, Cook County, Illinois",7266.0,187.0,45.0,664.0,0.0,97.0,46.0,17,31,70100,8305.0,2005-2009
"Census Tract 702, Cook County, Illinois",3149.0,111.0,0.0,430.0,0.0,14.0,285.0,17,31,70200,3989.0,2005-2009
"Census Tract 703, Cook County, Illinois",2951.0,76.0,0.0,321.0,22.0,45.0,43.0,17,31,70300,3458.0,2005-2009
"Census Tract 704, Cook County, Illinois",2885.0,291.0,0.0,133.0,0.0,25.0,101.0,17,31,70400,3435.0,2005-2009
"Census Tract 705, Cook County, Illinois",3015.0,127.0,13.0,163.0,0.0,64.0,0.0,17,31,70500,3382.0,2005-2009
"Census Tract 706, Cook County, Illinois",2824.0,7.0,20.0,97.0,0.0,105.0,0.0,17,31,70600,3053.0,2005-2009
"Census Tract 707, Cook County, Illinois",2009.0,404.0,0.0,122.0,0.0,111.0,31.0,17,31,70700,2677.0,2005-2009
"Census Tract 708, Cook County, Illinois",805.0,286.0,0.0,91.0,0.0,266.0,0.0,17,31,70800,1448.0,2005-2009
"Census Tract 709, Cook County, Illinois",2108.0,0.0,0.0,82.0,0.0,73.0,15.0,17,31,70900,2278.0,2005-2009
"Census Tract 710, Cook County, Illinois",5179.0,123.0,23.0,459.0,0.0,353.0,181.0,17,31,71000,6318.0,2005-2009
"Census Tract 711, Cook County, Illinois",2801.0,56.0,0.0,96.0,0.0,71.0,0.0,17,31,71100,3024.0,2005-2009
"Census Tract 712, Cook County, Illinois",1788.0,166.0,0.0,176.0,0.0,0.0,0.0,17,31,71200,2130.0,2005-2009
"Census Tract 713, Cook County, Illinois",3638.0,91.0,0.0,210.0,0.0,7.0,18.0,17,31,71300,3964.0,2005-2009
"Census Tract 714, Cook County, Illinois",4505.0,178.0,54.0,220.0,0.0,143.0,28.0,17,31,71400,5128.0,2005-2009
"Census Tract 715, Cook County, Illinois",4704.0,543.0,0.0,110.0,0.0,41.0,10.0,17,31,71500,5408.0,2005-2009
"Census Tract 716, Cook County, Illinois",1878.0,74.0,22.0,92.0,0.0,63.0,31.0,17,31,71600,2160.0,2005-2009
"Census Tract 717, Cook County, Illinois",1400.0,188.0,39.0,160.0,0.0,37.0,29.0,17,31,71700,1853.0,2005-2009
"Census Tract 718, Cook County, Illinois",2460.0,478.0,10.0,130.0,0.0,0.0,56.0,17,31,71800,3134.0,2005-2009
"Census Tract 719, Cook County, Illinois",3172.0,99.0,39.0,76.0,0.0,8.0,19.0,17,31,71900,3413.0,2005-2009
"Census Tract 720, Cook County, Illinois",953.0,0.0,0.0,0.0,0.0,0.0,8.0,17,31,72000,961.0,2005-2009
"Census Tract 801, Cook County, Illinois",5705.0,116.0,0.0,301.0,0.0,44.0,15.0,17,31,80100,6181.0,2005-2009
"Census Tract 802, Cook County, Illinois",5856.0,192.0,0.0,486.0,0.0,39.0,14.0,17,31,80200,6587.0,2005-2009
"Census Tract 803, Cook County, Illinois",4054.0,279.0,0.0,240.0,0.0,15.0,51.0,17,31,80300,4639.0,2005-2009
"Census Tract 804, Cook County, Illinois",1401.0,3144.0,21.0,175.0,0.0,240.0,0.0,17,31,80400,4981.0,2005-2009
"Census Tract 805, Cook County, Illinois",168.0,1230.0,0.0,39.0,10.0,124.0,0.0,17,31,80500,1571.0,2005-2009
"Census Tract 806, Cook County, Illinois",11.0,0.0,11.0,0.0,0.0,0.0,0.0,17,31,80600,22.0,2005-2009
"Census Tract 807, Cook County, Illinois",582.0,542.0,33.0,103.0,0.0,0.0,43.0,17,31,80700,1303.0,2005-2009
"Census Tract 808, Cook County, Illinois",268.0,269.0,0.0,0.0,0.0,0.0,0.0,17,31,80800,537.0,2005-2009
"Census Tract 809, Cook County, Illinois",450.0,222.0,0.0,53.0,0.0,23.0,0.0,17,31,80900,748.0,2005-2009
"Census Tract 810, Cook County, Illinois",5720.0,922.0,0.0,857.0,0.0,119.0,124.0,17,31,81000,7742.0,2005-2009
"Census Tract 811, Cook County, Illinois",2539.0,522.0,17.0,339.0,0.0,0.0,36.0,17,31,81100,3453.0,2005-2009
"Census Tract 812, Cook County, Illinois",6089.0,55.0,0.0,300.0,0.0,113.0,80.0,17,31,81200,6637.0,2005-2009
"Census Tract 813, Cook County, Illinois",4746.0,144.0,0.0,486.0,0.0,14.0,0.0,17,31,81300,5390.0,2005-2009
"Census Tract 814, Cook County, Illinois",7767.0,653.0,0.0,1461.0,0.0,206.0,150.0,17,31,81400,10237.0,2005-2009
"Census Tract 815, Cook County, Illinois",3371.0,147.0,0.0,355.0,0.0,128.0,16.0,17,31,81500,4017.0,2005-2009
"Census Tract 816, Cook County, Illinois",2815.0,154.0,57.0,312.0,0.0,315.0,126.0,17,31,81600,3779.0,2005-2009
"Census Tract 817, Cook County, Illinois",1865.0,326.0,0.0,304.0,0.0,24.0,94.0,17,31,81700,2613.0,2005-2009
"Census Tract 818, Cook County, Illinois",4665.0,153.0,0.0,510.0,0.0,172.0,31.0,17,31,81800,5531.0,2005-2009
"Census Tract 819, Cook County, Illinois",411.0,975.0,0.0,47.0,0.0,11.0,0.0,17,31,81900,1444.0,2005-2009
"Census Tract 901, Cook County, Illinois",3503.0,0.0,0.0,45.0,0.0,33.0,42.0,17,31,90100,3623.0,2005-2009
"Census Tract 902, Cook County, Illinois",6076.0,0.0,0.0,155.0,0.0,87.0,134.0,17,31,90200,6452.0,2005-2009
"Census Tract 903, Cook County, Illinois",1607.0,0.0,0.0,0.0,0.0,15.0,18.0,17,31,90300,1640.0,2005-2009
"Census Tract 1001, Cook County, Illinois",5378.0,61.0,0.0,259.0,0.0,399.0,194.0,17,31,100100,6291.0,2005-2009
"Census Tract 1002, Cook County, Illinois",6525.0,108.0,23.0,237.0,0.0,841.0,174.0,17,31,100200,7908.0,2005-2009
"Census Tract 1003, Cook County, Illinois",6509.0,12.0,0.0,171.0,0.0,239.0,59.0,17,31,100300,6990.0,2005-2009
"Census Tract 1004, Cook County, Illinois",2988.0,0.0,0.0,168.0,0.0,119.0,0.0,17,31,100400,3275.0,2005-2009
"Census Tract 1005, Cook County, Illinois",5874.0,0.0,69.0,312.0,0.0,418.0,137.0,17,31,100500,6810.0,2005-2009
"Census Tract 1006, Cook County, Illinois",3978.0,0.0,0.0,682.0,0.0,202.0,74.0,17,31,100600,4936.0,2005-2009
"Census Tract 1007, Cook County, Illinois",4204.0,0.0,0.0,242.0,0.0,427.0,14.0,17,31,100700,4887.0,2005-2009
"Census Tract 1101, Cook County, Illinois",4426.0,0.0,0.0,304.0,0.0,642.0,249.0,17,31,110100,5621.0,2005-2009
"Census Tract 1102, Cook County, Illinois",2650.0,0.0,0.0,149.0,0.0,173.0,21.0,17,31,110200,2993.0,2005-2009
"Census Tract 1103, Cook County, Illinois",4726.0,0.0,49.0,281.0,0.0,265.0,110.0,17,31,110300,5431.0,2005-2009
"Census Tract 1104, Cook County, Illinois",3702.0,12.0,30.0,198.0,0.0,888.0,205.0,17,31,110400,5035.0,2005-2009
"Census Tract 1105, Cook County, Illinois",7259.0,75.0,0.0,1085.0,0.0,1143.0,170.0,17,31,110500,9732.0,2005-2009
"Census Tract 1201, Cook County, Illinois",4229.0,115.0,25.0,120.0,33.0,299.0,0.0,17,31,120100,4821.0,2005-2009
"Census Tract 1202, Cook County, Illinois",4100.0,36.0,10.0,439.0,0.0,77.0,100.0,17,31,120200,4762.0,2005-2009
"Census Tract 1203, Cook County, Illinois",5329.0,148.0,0.0,938.0,0.0,59.0,129.0,17,31,120300,6603.0,2005-2009
"Census Tract 1204, Cook County, Illinois",2523.0,37.0,0.0,571.0,0.0,555.0,161.0,17,31,120400,3847.0,2005-2009
"Census Tract 1301, Cook County, Illinois",3501.0,168.0,8.0,1128.0,0.0,112.0,132.0,17,31,130100,5049.0,2005-2009
"Census Tract 1302, Cook County, Illinois",1284.0,48.0,0.0,131.0,0.0,111.0,99.0,17,31,130200,1673.0,2005-2009
"Census Tract 1303, Cook County, Illinois",2597.0,116.0,9.0,1684.0,0.0,715.0,157.0,17,31,130300,5278.0,2005-2009
"Census Tract 1304, Cook County, Illinois",147.0,22.0,0.0,59.0,0.0,76.0,13.0,17,31,130400,317.0,2005-2009
"Census Tract 1305, Cook County, Illinois",3002.0,101.0,58.0,2305.0,0.0,1064.0,402.0,17,31,130500,6932.0,2005-2009
"Census Tract 1401, Cook County, Illinois",1180.0,241.0,0.0,404.0,21.0,1319.0,308.0,17,31,140100,3473.0,2005-2009
"Census Tract 1402, Cook County, Illinois",1578.0,369.0,76.0,822.0,0.0,3014.0,192.0,17,31,140200,6051.0,2005-2009
"Census Tract 1403, Cook County, Illinois",2118.0,433.0,0.0,1354.0,0.0,3368.0,16.0,17,31,140300,7289.0,2005-2009
"Census Tract 1404, Cook County, Illinois",4322.0,59.0,0.0,1211.0,0.0,1116.0,384.0,17,31,140400,7092.0,2005-2009
"Census Tract 1405, Cook County, Illinois",1874.0,159.0,39.0,206.0,0.0,1379.0,194.0,17,31,140500,3851.0,2005-2009
"Census Tract 1406, Cook County, Illinois",2376.0,531.0,0.0,1178.0,32.0,4334.0,17.0,17,31,140600,8468.0,2005-2009
"Census Tract 1407, Cook County, Illinois",3116.0,375.0,0.0,805.0,0.0,4277.0,496.0,17,31,140700,9069.0,2005-2009
"Census Tract 1408, Cook County, Illinois",3695.0,142.0,65.0,774.0,15.0,2584.0,89.0,17,31,140800,7364.0,2005-2009
"Census Tract 1501, Cook County, Illinois",183.0,0.0,0.0,81.0,0.0,308.0,10.0,17,31,150100,582.0,2005-2009
"Census Tract 1502, Cook County, Illinois",5217.0,576.0,0.0,589.0,0.0,1460.0,276.0,17,31,150200,8118.0,2005-2009
"Census Tract 1503, Cook County, Illinois",5206.0,0.0,120.0,257.0,0.0,553.0,236.0,17,31,150300,6372.0,2005-2009
"Census Tract 1504, Cook County, Illinois",6799.0,102.0,0.0,677.0,0.0,1122.0,408.0,17,31,150400,9108.0,2005-2009
"Census Tract 1505, Cook County, Illinois",6731.0,0.0,12.0,820.0,0.0,1835.0,328.0,17,31,150500,9726.0,2005-2009
"Census Tract 1506, Cook County, Illinois",2644.0,26.0,0.0,129.0,0.0,800.0,130.0,17,31,150600,3729.0,2005-2009
"Census Tract 1507, Cook County, Illinois",3032.0,153.0,0.0,118.0,0.0,1218.0,180.0,17,31,150700,4701.0,2005-2009
"Census Tract 1508, Cook County, Illinois",3072.0,0.0,0.0,231.0,0.0,2305.0,178.0,17,31,150800,5786.0,2005-2009
"Census Tract 1509, Cook County, Illinois",1307.0,40.0,26.0,357.0,0.0,226.0,90.0,17,31,150900,2046.0,2005-2009
"Census Tract 1510, Cook County, Illinois",3743.0,182.0,115.0,129.0,0.0,3669.0,144.0,17,31,151000,7982.0,2005-2009
"Census Tract 1511, Cook County, Illinois",2819.0,32.0,20.0,81.0,0.0,1580.0,122.0,17,31,151100,4654.0,2005-2009
"Census Tract 1512, Cook County, Illinois",2847.0,0.0,0.0,138.0,0.0,576.0,0.0,17,31,151200,3561.0,2005-2009
"Census Tract 1601, Cook County, Illinois",1696.0,11.0,30.0,147.0,0.0,736.0,21.0,17,31,160100,2641.0,2005-2009
"Census Tract 1602, Cook County, Illinois",2804.0,67.0,0.0,231.0,0.0,661.0,65.0,17,31,160200,3828.0,2005-2009
"Census Tract 1603, Cook County, Illinois",2488.0,336.0,0.0,440.0,0.0,1147.0,60.0,17,31,160300,4471.0,2005-2009
"Census Tract 1604, Cook County, Illinois",2373.0,577.0,0.0,200.0,0.0,2231.0,167.0,17,31,160400,5548.0,2005-2009
"Census Tract 1605, Cook County, Illinois",3400.0,455.0,12.0,813.0,0.0,4097.0,463.0,17,31,160500,9240.0,2005-2009
"Census Tract 1606, Cook County, Illinois",3073.0,189.0,0.0,850.0,0.0,2498.0,154.0,17,31,160600,6764.0,2005-2009
"Census Tract 1607, Cook County, Illinois",3510.0,241.0,0.0,534.0,0.0,1936.0,217.0,17,31,160700,6438.0,2005-2009
"Census Tract 8036.03, Cook County, Illinois",6086.0,113.0,0.0,856.0,0.0,0.0,31.0,17,31,803603,7086.0,2005-2009
"Census Tract 8036.04, Cook County, Illinois",3725.0,103.0,16.0,120.0,0.0,60.0,53.0,17,31,803604,4077.0,2005-2009
"Census Tract 8036.05, Cook County, Illinois",5454.0,457.0,0.0,703.0,0.0,124.0,30.0,17,31,803605,6768.0,2005-2009
"Census Tract 8036.06, Cook County, Illinois",5465.0,343.0,7.0,785.0,0.0,952.0,45.0,17,31,803606,7597.0,2005-2009
"Census Tract 8036.07, Cook County, Illinois",4850.0,39.0,0.0,270.0,0.0,8.0,33.0,17,31,803607,5200.0,2005-2009
"Census Tract 8036.08, Cook County, Illinois",5602.0,392.0,0.0,855.0,0.0,198.0,134.0,17,31,803608,7181.0,2005-2009
"Census Tract 8036.09, Cook County, Illinois",7208.0,206.0,23.0,1145.0,0.0,748.0,406.0,17,31,803609,9736.0,2005-2009
"Census Tract 8036.10, Cook County, Illinois",5623.0,249.0,0.0,1316.0,0.0,80.0,31.0,17,31,803610,7299.0,2005-2009
"Census Tract 8037, Cook County, Illinois",6992.0,215.0,0.0,765.0,0.0,442.0,82.0,17,31,803700,8496.0,2005-2009
"Census Tract 8038, Cook County, Illinois",4156.0,6.0,0.0,244.0,0.0,222.0,40.0,17,31,803800,4668.0,2005-2009
"Census Tract 8039.01, Cook County, Illinois",2907.0,73.0,0.0,255.0,0.0,52.0,62.0,17,31,803901,3349.0,2005-2009
"Census Tract 8039.02, Cook County, Illinois",3468.0,93.0,0.0,68.0,0.0,82.0,33.0,17,31,803902,3744.0,2005-2009
"Census Tract 8040, Cook County, Illinois",3974.0,91.0,0.0,193.0,0.0,188.0,72.0,17,31,804000,4518.0,2005-2009
