NAME,0-17,18-24,25-34,35-44,45-54,55-64,65-74,75+,state,county,tract,population,period
"Census Tract 8025.05, Cook County, Illinois",1525.0,657.0,1007.0,1260.0,523.0,885.0,305.0,217.0,17,31,802505,6579.0,2015-2019
"Census Tract 8025.06, Cook County, Illinois",529.0,275.0,344.0,353.0,374.0,315.0,188.0,77.0,17,31,802506,2476.0,2015-2019
"Census Tract 8026.07, Cook County, Illinois",311.0,47.0,148.0,168.0,109.0,174.0,182.0,102.0,17,31,802607,1253.0,2015-2019
"Census Tract 8026.08, Cook County, Illinois",1122.0,277.0,597.0,721.0,1026.0,902.0,889.0,833.0,17,31,802608,6383.0,2015-2019
"Census Tract 8026.09, Cook County, Illinois",1546.0,490.0,1274.0,739.0,870.0,751.0,494.0,84.0,17,31,802609,6299.0,2015-2019
"Census Tract 8026.10, Cook County, Illinois",259.0,59.0,240.0,221.0,165.0,303.0,192.0,174.0,17,31,802610,1655.0,2015-2019
"Census Tract 8030.12, Cook County, Illinois",354.0,122.0,312.0,283.0,336.0,283.0,187.0,119.0,17,31,803012,2050.0,2015-2019
"Census Tract 8030.13, Cook County, Illinois",1227.0,129.0,695.0,712.0,883.0,698.0,591.0,376.0,17,31,803013,5423.0,2015-2019
"Census Tract 8030.14, Cook County, Illinois",714.0,336.0,534.0,392.0,484.0,469.0,379.0,187.0,17,31,803014,3560.0,2015-2019
"Census Tract 8030.15, Cook County, Illinois",802.0,246.0,475.0,390.0,504.0,775.0,691.0,468.0,17,31,803015,4402.0,2015-2019
"Census Tract 8030.16, Cook County, Illinois",699.0,67.0,568.0,516.0,278.0,192.0,105.0,154.0,17,31,803016,2616.0,2015-2019
"Census Tract 8030.17, Cook County, Illinois",1035.0,265.0,1039.0,955.0,857.0,861.0,549.0,444.0,17,31,803017,6051.0,2015-2019
"Census Tract 8036.11, Cook County, Illinois",1441.0,423.0,1079.0,971.0,827.0,575.0,295.0,138.0,17,31,803611,5784.0,2015-2019
"Census Tract 8036.12, Cook County, Illinois",1017.0,220.0,904.0,497.0,479.0,226.0,74.0,67.0,17,31,803612,3517.0,2015-2019
"Census Tract 8037.01, Cook County, Illinois",430.0,120.0,414.0,389.0,532.0,435.0,266.0,128.0,17,31,803701,2766.0,2015-2019
"Census Tract 8382, Cook County, Illinois",390.0,775.0,356.0,142.0,154.0,115.0,51.0,75.0,17,31,838200,2058.0,2015-2019
"Census Tract 8383, Cook County, Illinois",216.0,168.0,583.0,261.0,110.0,162.0,81.0,61.0,17,31,838300,1710.0,2015-2019
"Census Tract 8386, Cook County, Illinois",503.0,273.0,256.0,158.0,186.0,144.0,23.0,155.0,17,31,838600,1728.0,2015-2019
"Census Tract 8380, Cook County, Illinois",538.0,344.0,497.0,204.0,244.0,348.0,226.0,119.0,17,31,838000,2589.0,2015-2019
"Census Tract 2307, Cook County, Illinois",1936.0,558.0,884.0,771.0,696.0,959.0,267.0,87.0,17,31,230700,6252.0,2015-2019
"Census Tract 2402, Cook County, Illinois",208.0,68.0,611.0,277.0,173.0,132.0,59.0,89.0,17,31,240200,1633.0,2015-2019
"Census Tract 2414, Cook County, Illinois",471.0,329.0,2733.0,640.0,366.0,409.0,229.0,177.0,17,31,241400,5480.0,2015-2019
"Census Tract 2424, Cook County, Illinois",214.0,276.0,1135.0,466.0,267.0,175.0,116.0,38.0,17,31,242400,2729.0,2015-2019
"Census Tract 2425, Cook County, Illinois",578.0,142.0,1244.0,675.0,360.0,201.0,183.0,94.0,17,31,242500,3477.0,2015-2019
"Census Tract 2426, Cook County, Illinois",738.0,446.0,1800.0,1050.0,491.0,352.0,114.0,258.0,17,31,242600,5293.0,2015-2019
"Census Tract 2427, Cook County, Illinois",285.0,74.0,484.0,351.0,198.0,131.0,118.0,28.0,17,31,242700,1682.0,2015-2019
"Census Tract 2431, Cook County, Illinois",382.0,72.0,681.0,494.0,249.0,122.0,168.0,63.0,17,31,243100,2274.0,2015-2019
"Census Tract 2433, Cook County, Illinois",353.0,128.0,1087.0,464.0,114.0,122.0,115.0,45.0,17,31,243300,2457.0,2015-2019
"Census Tract 2503, Cook County, Illinois",1413.0,656.0,799.0,569.0,568.0,580.0,297.0,178.0,17,31,250300,5122.0,2015-2019
"Census Tract 2515, Cook County, Illinois",1086.0,447.0,609.0,526.0,646.0,568.0,302.0,122.0,17,31,251500,4342.0,2015-2019
"Census Tract 2519, Cook County, Illinois",1402.0,378.0,770.0,683.0,494.0,352.0,285.0,153.0,17,31,251900,4653.0,2015-2019
"Census Tract 8211.01, Cook County, Illinois",1042.0,436.0,396.0,492.0,756.0,759.0,335.0,403.0,17,31,821101,4735.0,2015-2019
"Census Tract 8202.02, Cook County, Illinois",569.0,257.0,482.0,413.0,313.0,467.0,333.0,261.0,17,31,820202,3137.0,2015-2019
"Census Tract 8203, Cook County, Illinois",1709.0,468.0,680.0,896.0,749.0,503.0,332.0,163.0,17,31,820300,5617.0,2015-2019
"Census Tract 8211.02, Cook County, Illinois",1030.0,367.0,749.0,513.0,402.0,587.0,403.0,289.0,17,31,821102,4394.0,2015-2019
"Census Tract 8213, Cook County, Illinois",1157.0,570.0,923.0,600.0,851.0,748.0,367.0,243.0,17,31,821300,5470.0,2015-2019
"Census Tract 2605, Cook County, Illinois",446.0,152.0,225.0,107.0,153.0,216.0,86.0,153.0,17,31,260500,1538.0,2015-2019
"Census Tract 8051.07, Cook County, Illinois",1368.0,326.0,1257.0,1183.0,1099.0,326.0,362.0,224.0,17,31,805107,6246.0,2015-2019
"Census Tract 6903, Cook County, Illinois",599.0,316.0,255.0,194.0,255.0,408.0,179.0,197.0,17,31,690300,2443.0,2015-2019
"Census Tract 6915, Cook County, Illinois",516.0,228.0,243.0,174.0,242.0,245.0,156.0,108.0,17,31,691500,1968.0,2015-2019
"Census Tract 7101, Cook County, Illinois",257.0,109.0,231.0,101.0,119.0,235.0,55.0,75.0,17,31,710100,1250.0,2015-2019
"Census Tract 7201, Cook County, Illinois",825.0,193.0,238.0,284.0,617.0,586.0,332.0,243.0,17,31,720100,3381.0,2015-2019
"Census Tract 7202, Cook County, Illinois",744.0,138.0,386.0,451.0,562.0,671.0,537.0,302.0,17,31,720200,3791.0,2015-2019
"Census Tract 7204, Cook County, Illinois",490.0,112.0,217.0,296.0,300.0,279.0,141.0,76.0,17,31,720400,1935.0,2015-2019
"Census Tract 7207, Cook County, Illinois",509.0,255.0,408.0,554.0,323.0,476.0,421.0,104.0,17,31,720700,3078.0,2015-2019
"Census Tract 1404, Cook County, Illinois",1241.0,569.0,767.0,891.0,723.0,943.0,572.0,272.0,17,31,140400,5978.0,2015-2019
"Census Tract 1408, Cook County, Illinois",1225.0,363.0,1161.0,1190.0,951.0,613.0,274.0,501.0,17,31,140800,6373.0,2015-2019
"Census Tract 1502, Cook County, Illinois",1326.0,511.0,1553.0,1289.0,971.0,1121.0,454.0,440.0,17,31,150200,7753.0,2015-2019
"Census Tract 1607, Cook County, Illinois",764.0,264.0,1209.0,1048.0,817.0,993.0,317.0,319.0,17,31,160700,5811.0,2015-2019
"Census Tract 1610, Cook County, Illinois",508.0,164.0,304.0,400.0,299.0,218.0,131.0,88.0,17,31,161000,2171.0,2015-2019
"Census Tract 1703, Cook County, Illinois",1130.0,422.0,709.0,766.0,891.0,525.0,522.0,331.0,17,31,170300,5338.0,2015-2019
"Census Tract 1705, Cook County, Illinois",1082.0,220.0,789.0,761.0,1021.0,670.0,680.0,245.0,17,31,170500,5519.0,2015-2019
"Census Tract 1710, Cook County, Illinois",1357.0,577.0,852.0,995.0,902.0,900.0,734.0,519.0,17,31,171000,6877.0,2015-2019
"Census Tract 8126, Cook County, Illinois",598.0,252.0,497.0,521.0,575.0,357.0,338.0,89.0,17,31,812600,3291.0,2015-2019
"Census Tract 8130, Cook County, Illinois",1097.0,238.0,549.0,720.0,397.0,530.0,339.0,140.0,17,31,813000,4051.0,2015-2019
"Census Tract 8142, Cook County, Illinois",1733.0,889.0,1335.0,1112.0,682.0,671.0,351.0,112.0,17,31,814200,7032.0,2015-2019
"Census Tract 8117.01, Cook County, Illinois",1049.0,491.0,580.0,358.0,591.0,499.0,143.0,108.0,17,31,811701,3870.0,2015-2019
"Census Tract 8162, Cook County, Illinois",925.0,232.0,585.0,560.0,375.0,691.0,274.0,531.0,17,31,816200,4219.0,2015-2019
"Census Tract 8139, Cook County, Illinois",1763.0,840.0,856.0,844.0,859.0,772.0,420.0,119.0,17,31,813900,6493.0,2015-2019
"Census Tract 8146, Cook County, Illinois",1537.0,579.0,715.0,1071.0,562.0,619.0,286.0,217.0,17,31,814600,5722.0,2015-2019
"Census Tract 8152, Cook County, Illinois",1795.0,819.0,785.0,1062.0,1021.0,656.0,390.0,160.0,17,31,815200,6718.0,2015-2019
"Census Tract 5501, Cook County, Illinois",1261.0,671.0,677.0,997.0,903.0,711.0,598.0,629.0,17,31,550100,6465.0,2015-2019
"Census Tract 5602, Cook County, Illinois",252.0,109.0,159.0,227.0,310.0,200.0,153.0,226.0,17,31,560200,1644.0,2015-2019
"Census Tract 5604, Cook County, Illinois",546.0,67.0,202.0,371.0,118.0,269.0,146.0,78.0,17,31,560400,1807.0,2015-2019
"Census Tract 1508, Cook County, Illinois",804.0,389.0,760.0,726.0,768.0,797.0,276.0,272.0,17,31,150800,4814.0,2015-2019
"Census Tract 1511, Cook County, Illinois",1296.0,462.0,745.0,723.0,666.0,834.0,364.0,196.0,17,31,151100,5335.0,2015-2019
"Census Tract 1601, Cook County, Illinois",545.0,148.0,481.0,219.0,380.0,338.0,169.0,226.0,17,31,160100,2537.0,2015-2019
"Census Tract 1604, Cook County, Illinois",812.0,328.0,1051.0,731.0,723.0,496.0,367.0,146.0,17,31,160400,4734.0,2015-2019
"Census Tract 1711, Cook County, Illinois",946.0,323.0,619.0,485.0,511.0,541.0,393.0,152.0,17,31,171100,4013.0,2015-2019
"Census Tract 1903, Cook County, Illinois",1093.0,485.0,808.0,817.0,748.0,857.0,497.0,169.0,17,31,190300,5518.0,2015-2019
"Census Tract 8036.08, Cook County, Illinois",1722.0,312.0,1222.0,1033.0,866.0,967.0,462.0,422.0,17,31,803608,7141.0,2015-2019
"Census Tract 8040, Cook County, Illinois",743.0,264.0,764.0,455.0,558.0,908.0,401.0,396.0,17,31,804000,4545.0,2015-2019
"Census Tract 8043.06, Cook County, Illinois",1250.0,570.0,873.0,889.0,726.0,704.0,502.0,207.0,17,31,804306,5771.0,2015-2019
"Census Tract 8046.03, Cook County, Illinois",959.0,562.0,1603.0,1197.0,596.0,460.0,316.0,235.0,17,31,804603,6137.0,2015-2019
"Census Tract 8047.12, Cook County, Illinois",1114.0,281.0,1042.0,689.0,587.0,731.0,541.0,231.0,17,31,804712,5225.0,2015-2019
"Census Tract 8048.06, Cook County, Illinois",957.0,487.0,481.0,609.0,661.0,327.0,199.0,91.0,17,31,804806,3930.0,2015-2019
"Census Tract 8048.07, Cook County, Illinois",1391.0,310.0,533.0,1032.0,726.0,633.0,427.0,305.0,17,31,804807,5397.0,2015-2019
"Census Tract 8048.09, Cook County, Illinois",900.0,198.0,505.0,520.0,657.0,581.0,525.0,246.0,17,31,804809,4165.0,2015-2019
"Census Tract 8198.01, Cook County, Illinois",1819.0,237.0,400.0,673.0,809.0,817.0,424.0,253.0,17,31,819801,5543.0,2015-2019
"Census Tract 8205.02, Cook County, Illinois",975.0,397.0,811.0,559.0,577.0,636.0,714.0,535.0,17,31,820502,5282.0,2015-2019
"Census Tract 8209.01, Cook County, Illinois",1215.0,541.0,784.0,628.0,647.0,808.0,509.0,239.0,17,31,820901,5452.0,2015-2019
"Census Tract 8220, Cook County, Illinois",899.0,445.0,553.0,545.0,714.0,492.0,370.0,217.0,17,31,822000,4272.0,2015-2019
"Census Tract 8226.01, Cook County, Illinois",1088.0,366.0,577.0,546.0,693.0,582.0,475.0,372.0,17,31,822601,4731.0,2015-2019
"Census Tract 8227.02, Cook County, Illinois",768.0,204.0,621.0,405.0,439.0,510.0,391.0,256.0,17,31,822702,3674.0,2015-2019
"Census Tract 8244, Cook County, Illinois",254.0,103.0,242.0,160.0,269.0,367.0,219.0,346.0,17,31,824400,1968.0,2015-2019
"Census Tract 8246.02, Cook County, Illinois",1560.0,606.0,545.0,735.0,978.0,1182.0,621.0,263.0,17,31,824602,6490.0,2015-2019
"Census Tract 8258.02, Cook County, Illinois",1458.0,617.0,969.0,886.0,893.0,974.0,361.0,331.0,17,31,825802,6522.0,2015-2019
"Census Tract 8276, Cook County, Illinois",882.0,243.0,504.0,372.0,238.0,512.0,383.0,273.0,17,31,827600,3479.0,2015-2019
"Census Tract 8278.05, Cook County, Illinois",594.0,169.0,310.0,275.0,445.0,533.0,262.0,288.0,17,31,827805,2934.0,2015-2019
"Census Tract 8282.01, Cook County, Illinois",1243.0,285.0,464.0,524.0,670.0,508.0,315.0,117.0,17,31,828201,4167.0,2015-2019
"Census Tract 8096, Cook County, Illinois",782.0,281.0,370.0,323.0,461.0,434.0,216.0,201.0,17,31,809600,3110.0,2015-2019
"Census Tract 8104, Cook County, Illinois",1154.0,487.0,364.0,741.0,821.0,806.0,625.0,436.0,17,31,810400,5481.0,2015-2019
"Census Tract 8043.11, Cook County, Illinois",1940.0,804.0,1111.0,1143.0,775.0,1237.0,785.0,317.0,17,31,804311,8211.0,2015-2019
"Census Tract 8044.03, Cook County, Illinois",1623.0,461.0,728.0,640.0,1214.0,905.0,599.0,474.0,17,31,804403,6696.0,2015-2019
"Census Tract 8044.04, Cook County, Illinois",1433.0,685.0,828.0,726.0,891.0,632.0,391.0,175.0,17,31,804404,5834.0,2015-2019
"Census Tract 8044.05, Cook County, Illinois",1030.0,369.0,620.0,536.0,397.0,227.0,148.0,112.0,17,31,804405,3507.0,2015-2019
"Census Tract 8059.02, Cook County, Illinois",1228.0,326.0,644.0,712.0,957.0,803.0,516.0,897.0,17,31,805902,6139.0,2015-2019
"Census Tract 8061.02, Cook County, Illinois",542.0,327.0,442.0,400.0,544.0,702.0,394.0,338.0,17,31,806102,3739.0,2015-2019
"Census Tract 8069, Cook County, Illinois",762.0,395.0,573.0,543.0,572.0,777.0,778.0,610.0,17,31,806900,5056.0,2015-2019
"Census Tract 8084, Cook County, Illinois",876.0,199.0,408.0,461.0,590.0,779.0,527.0,408.0,17,31,808400,4289.0,2015-2019
"Census Tract 8272, Cook County, Illinois",989.0,422.0,664.0,366.0,536.0,547.0,326.0,270.0,17,31,827200,4169.0,2015-2019
"Census Tract 8278.02, Cook County, Illinois",992.0,370.0,379.0,494.0,392.0,466.0,353.0,180.0,17,31,827802,3626.0,2015-2019
"Census Tract 8285.04, Cook County, Illinois",1784.0,1007.0,763.0,810.0,717.0,662.0,404.0,140.0,17,31,828504,6343.0,2015-2019
"Census Tract 8288.01, Cook County, Illinois",1554.0,405.0,290.0,964.0,690.0,608.0,587.0,501.0,17,31,828801,5610.0,2015-2019
"Census Tract 8292, Cook County, Illinois",1382.0,665.0,596.0,572.0,962.0,586.0,451.0,327.0,17,31,829200,5541.0,2015-2019
"Census Tract 8293.01, Cook County, Illinois",865.0,526.0,450.0,406.0,490.0,533.0,427.0,329.0,17,31,829301,4127.0,2015-2019
"Census Tract 3404, Cook County, Illinois",333.0,157.0,354.0,249.0,339.0,223.0,164.0,118.0,17,31,340400,1949.0,2015-2019
"Census Tract 3602, Cook County, Illinois",482.0,98.0,187.0,276.0,134.0,134.0,127.0,28.0,17,31,360200,1477.0,2015-2019
"Census Tract 1908, Cook County, Illinois",1826.0,560.0,1003.0,1271.0,729.0,769.0,502.0,233.0,17,31,190800,6951.0,2015-2019
"Census Tract 1912, Cook County, Illinois",1263.0,572.0,374.0,798.0,432.0,378.0,183.0,27.0,17,31,191200,4053.0,2015-2019
"Census Tract 2101, Cook County, Illinois",817.0,187.0,1114.0,743.0,380.0,403.0,162.0,208.0,17,31,210100,4102.0,2015-2019
"Census Tract 2204, Cook County, Illinois",367.0,165.0,939.0,425.0,267.0,250.0,101.0,157.0,17,31,220400,2747.0,2015-2019
"Census Tract 2408, Cook County, Illinois",199.0,147.0,408.0,240.0,204.0,73.0,51.0,19.0,17,31,240800,1370.0,2015-2019
"Census Tract 2430, Cook County, Illinois",222.0,150.0,805.0,489.0,231.0,133.0,114.0,30.0,17,31,243000,2182.0,2015-2019
"Census Tract 2508, Cook County, Illinois",608.0,303.0,286.0,367.0,357.0,287.0,244.0,107.0,17,31,250800,2621.0,2015-2019
"Census Tract 2517, Cook County, Illinois",137.0,232.0,100.0,215.0,152.0,147.0,125.0,67.0,17,31,251700,1182.0,2015-2019
"Census Tract 8184.01, Cook County, Illinois",569.0,314.0,358.0,495.0,535.0,475.0,382.0,190.0,17,31,818401,3421.0,2015-2019
"Census Tract 8165, Cook County, Illinois",1319.0,292.0,705.0,691.0,426.0,356.0,233.0,153.0,17,31,816500,4209.0,2015-2019
"Census Tract 4206, Cook County, Illinois",449.0,174.0,276.0,228.0,179.0,330.0,196.0,56.0,17,31,420600,1894.0,2015-2019
"Census Tract 4408, Cook County, Illinois",429.0,150.0,336.0,201.0,200.0,274.0,121.0,76.0,17,31,440800,1820.0,2015-2019
"Census Tract 4602, Cook County, Illinois",662.0,214.0,287.0,284.0,408.0,326.0,160.0,69.0,17,31,460200,2468.0,2015-2019
"Census Tract 4804, Cook County, Illinois",845.0,461.0,569.0,361.0,909.0,869.0,661.0,713.0,17,31,480400,5446.0,2015-2019
"Census Tract 5202, Cook County, Illinois",1100.0,384.0,379.0,340.0,415.0,242.0,121.0,134.0,17,31,520200,3178.0,2015-2019
"Census Tract 5206, Cook County, Illinois",828.0,238.0,355.0,347.0,301.0,270.0,342.0,112.0,17,31,520600,2852.0,2015-2019
"Census Tract 5603, Cook County, Illinois",810.0,283.0,497.0,448.0,287.0,451.0,270.0,245.0,17,31,560300,3308.0,2015-2019
"Census Tract 5608, Cook County, Illinois",1587.0,203.0,821.0,843.0,455.0,1054.0,535.0,298.0,17,31,560800,5858.0,2015-2019
"Census Tract 5802, Cook County, Illinois",998.0,248.0,688.0,344.0,274.0,349.0,189.0,128.0,17,31,580200,3288.0,2015-2019
"Census Tract 8381, Cook County, Illinois",75.0,129.0,315.0,240.0,252.0,233.0,225.0,116.0,17,31,838100,1614.0,2015-2019
"Census Tract 8387, Cook County, Illinois",999.0,532.0,688.0,319.0,472.0,384.0,279.0,190.0,17,31,838700,3934.0,2015-2019
"Census Tract 8388, Cook County, Illinois",1094.0,296.0,535.0,413.0,248.0,190.0,237.0,269.0,17,31,838800,3300.0,2015-2019
"Census Tract 8390, Cook County, Illinois",646.0,1419.0,3491.0,1408.0,666.0,801.0,477.0,301.0,17,31,839000,9209.0,2015-2019
"Census Tract 8391, Cook County, Illinois",194.0,1669.0,3153.0,1016.0,743.0,445.0,248.0,24.0,17,31,839100,7545.0,2015-2019
"Census Tract 8392, Cook County, Illinois",164.0,173.0,444.0,329.0,411.0,300.0,338.0,233.0,17,31,839200,2405.0,2015-2019
"Census Tract 8395, Cook County, Illinois",71.0,203.0,241.0,81.0,173.0,222.0,260.0,186.0,17,31,839500,1461.0,2015-2019
"Census Tract 8396, Cook County, Illinois",216.0,239.0,142.0,254.0,194.0,192.0,143.0,250.0,17,31,839600,1653.0,2015-2019
"Census Tract 8397, Cook County, Illinois",916.0,475.0,943.0,708.0,588.0,573.0,440.0,246.0,17,31,839700,4913.0,2015-2019
"Census Tract 8398, Cook County, Illinois",456.0,200.0,669.0,341.0,247.0,420.0,248.0,157.0,17,31,839800,2738.0,2015-2019
"Census Tract 8399, Cook County, Illinois",773.0,226.0,1164.0,633.0,578.0,571.0,290.0,173.0,17,31,839900,4452.0,2015-2019
"Census Tract 8400, Cook County, Illinois",638.0,285.0,435.0,448.0,351.0,408.0,155.0,33.0,17,31,840000,2794.0,2015-2019
"Census Tract 3009, Cook County, Illinois",1092.0,351.0,670.0,600.0,552.0,488.0,238.0,171.0,17,31,300900,4223.0,2015-2019
"Census Tract 3012, Cook County, Illinois",1402.0,584.0,673.0,468.0,382.0,428.0,177.0,165.0,17,31,301200,4417.0,2015-2019
"Census Tract 311, Cook County, Illinois",469.0,233.0,1318.0,1251.0,576.0,302.0,176.0,361.0,17,31,31100,4720.0,2015-2019
"Census Tract 501, Cook County, Illinois",474.0,158.0,820.0,518.0,277.0,217.0,155.0,89.0,17,31,50100,2736.0,2015-2019
"Census Tract 507, Cook County, Illinois",378.0,145.0,431.0,302.0,199.0,100.0,122.0,13.0,17,31,50700,1742.0,2015-2019
"Census Tract 621, Cook County, Illinois",212.0,754.0,1322.0,468.0,382.0,266.0,189.0,69.0,17,31,62100,3722.0,2015-2019
"Census Tract 6201, Cook County, Illinois",1263.0,474.0,688.0,845.0,608.0,398.0,247.0,188.0,17,31,620100,4785.0,2015-2019
"Census Tract 6308, Cook County, Illinois",2014.0,934.0,1212.0,693.0,820.0,584.0,363.0,130.0,17,31,630800,6781.0,2015-2019
"Census Tract 6407, Cook County, Illinois",1015.0,182.0,512.0,502.0,389.0,389.0,213.0,131.0,17,31,640700,3385.0,2015-2019
"Census Tract 6501, Cook County, Illinois",1270.0,496.0,567.0,712.0,490.0,315.0,311.0,185.0,17,31,650100,4389.0,2015-2019
"Census Tract 6705, Cook County, Illinois",225.0,101.0,90.0,89.0,109.0,96.0,99.0,113.0,17,31,670500,922.0,2015-2019
"Census Tract 6719, Cook County, Illinois",297.0,77.0,158.0,142.0,115.0,173.0,84.0,79.0,17,31,671900,1125.0,2015-2019
"Census Tract 6814, Cook County, Illinois",682.0,226.0,367.0,309.0,170.0,247.0,220.0,168.0,17,31,681400,2407.0,2015-2019
"Census Tract 6909, Cook County, Illinois",850.0,212.0,1089.0,206.0,519.0,729.0,285.0,335.0,17,31,690900,4273.0,2015-2019
"Census Tract 6914, Cook County, Illinois",655.0,278.0,524.0,607.0,268.0,347.0,264.0,192.0,17,31,691400,3160.0,2015-2019
"Census Tract 7105, Cook County, Illinois",1030.0,435.0,678.0,543.0,578.0,437.0,233.0,331.0,17,31,710500,4336.0,2015-2019
"Census Tract 7111, Cook County, Illinois",330.0,217.0,326.0,264.0,235.0,236.0,313.0,430.0,17,31,711100,2351.0,2015-2019
"Census Tract 7112, Cook County, Illinois",894.0,588.0,492.0,401.0,618.0,792.0,618.0,482.0,17,31,711200,4949.0,2015-2019
"Census Tract 7307, Cook County, Illinois",600.0,221.0,232.0,357.0,336.0,291.0,186.0,185.0,17,31,730700,2444.0,2015-2019
"Census Tract 7704, Cook County, Illinois",766.0,388.0,624.0,680.0,723.0,619.0,432.0,203.0,17,31,770400,4503.0,2015-2019
"Census Tract 8023, Cook County, Illinois",1469.0,156.0,433.0,657.0,1035.0,632.0,299.0,777.0,17,31,802300,5513.0,2015-2019
"Census Tract 8027.01, Cook County, Illinois",1663.0,525.0,801.0,859.0,990.0,1010.0,587.0,424.0,17,31,802701,6911.0,2015-2019
"Census Tract 8028.02, Cook County, Illinois",1710.0,421.0,541.0,1016.0,990.0,769.0,556.0,473.0,17,31,802802,6578.0,2015-2019
"Census Tract 8095, Cook County, Illinois",482.0,595.0,1013.0,373.0,578.0,291.0,462.0,274.0,17,31,809500,4119.0,2015-2019
"Census Tract 2909, Cook County, Illinois",1092.0,494.0,490.0,667.0,301.0,430.0,233.0,125.0,17,31,290900,3857.0,2015-2019
"Census Tract 3104, Cook County, Illinois",246.0,114.0,397.0,246.0,110.0,46.0,36.0,45.0,17,31,310400,1286.0,2015-2019
"Census Tract 3106, Cook County, Illinois",510.0,553.0,1541.0,469.0,353.0,705.0,335.0,89.0,17,31,310600,4555.0,2015-2019
"Census Tract 5701, Cook County, Illinois",383.0,129.0,160.0,214.0,114.0,165.0,68.0,33.0,17,31,570100,1280.0,2015-2019
"Census Tract 5808, Cook County, Illinois",622.0,221.0,515.0,312.0,230.0,250.0,33.0,45.0,17,31,580800,2261.0,2015-2019
"Census Tract 6110, Cook County, Illinois",190.0,146.0,76.0,93.0,142.0,29.0,82.0,65.0,17,31,611000,823.0,2015-2019
"Census Tract 8264.01, Cook County, Illinois",855.0,718.0,388.0,388.0,682.0,520.0,252.0,153.0,17,31,826401,3990.0,2015-2019
"Census Tract 8269.01, Cook County, Illinois",471.0,214.0,162.0,176.0,275.0,213.0,161.0,82.0,17,31,826901,1822.0,2015-2019
"Census Tract 8270, Cook County, Illinois",962.0,494.0,498.0,635.0,349.0,505.0,342.0,179.0,17,31,827000,3995.0,2015-2019
"Census Tract 8283, Cook County, Illinois",500.0,251.0,454.0,342.0,449.0,540.0,347.0,315.0,17,31,828300,3203.0,2015-2019
"Census Tract 7403, Cook County, Illinois",1284.0,251.0,672.0,856.0,715.0,598.0,297.0,204.0,17,31,740300,4949.0,2015-2019
"Census Tract 5306, Cook County, Illinois",639.0,171.0,245.0,338.0,311.0,399.0,198.0,102.0,17,31,530600,2403.0,2015-2019
"Census Tract 8046.07, Cook County, Illinois",1138.0,809.0,794.0,900.0,1210.0,1112.0,609.0,529.0,17,31,804607,7239.0,2015-2019
"Census Tract 8047.09, Cook County, Illinois",1051.0,669.0,768.0,764.0,817.0,705.0,359.0,770.0,17,31,804709,6003.0,2015-2019
"Census Tract 8050.01, Cook County, Illinois",1087.0,274.0,317.0,636.0,639.0,816.0,567.0,538.0,17,31,805001,4918.0,2015-2019
"Census Tract 8051.10, Cook County, Illinois",805.0,170.0,461.0,431.0,647.0,621.0,541.0,710.0,17,31,805110,4462.0,2015-2019
"Census Tract 8052.01, Cook County, Illinois",624.0,278.0,341.0,415.0,373.0,639.0,417.0,824.0,17,31,805201,3963.0,2015-2019
"Census Tract 8052.02, Cook County, Illinois",967.0,208.0,600.0,531.0,570.0,652.0,450.0,306.0,17,31,805202,4376.0,2015-2019
"Census Tract 8302.02, Cook County, Illinois",750.0,173.0,414.0,647.0,611.0,592.0,231.0,102.0,17,31,830202,3563.0,2015-2019
"Census Tract 8284.02, Cook County, Illinois",730.0,243.0,334.0,532.0,481.0,628.0,437.0,397.0,17,31,828402,3799.0,2015-2019
"Census Tract 8286.01, Cook County, Illinois",917.0,327.0,527.0,392.0,600.0,547.0,377.0,282.0,17,31,828601,4026.0,2015-2019
"Census Tract 8300.03, Cook County, Illinois",1841.0,556.0,582.0,1032.0,1582.0,1234.0,644.0,280.0,17,31,830003,7940.0,2015-2019
"Census Tract 8301, Cook County, Illinois",858.0,361.0,284.0,567.0,314.0,447.0,250.0,230.0,17,31,830100,3399.0,2015-2019
"Census Tract 8303, Cook County, Illinois",903.0,175.0,579.0,673.0,759.0,500.0,470.0,387.0,17,31,830300,4473.0,2015-2019
"Census Tract 6403, Cook County, Illinois",1502.0,579.0,1106.0,976.0,685.0,923.0,380.0,329.0,17,31,640300,6655.0,2015-2019
"Census Tract 6505, Cook County, Illinois",1142.0,486.0,542.0,678.0,747.0,330.0,311.0,343.0,17,31,650500,4619.0,2015-2019
"Census Tract 6704, Cook County, Illinois",328.0,174.0,165.0,219.0,203.0,236.0,189.0,130.0,17,31,670400,1689.0,2015-2019
"Census Tract 6809, Cook County, Illinois",740.0,116.0,560.0,259.0,367.0,577.0,301.0,353.0,17,31,680900,3302.0,2015-2019
"Census Tract 6811, Cook County, Illinois",756.0,204.0,575.0,191.0,275.0,321.0,143.0,114.0,17,31,681100,2595.0,2015-2019
"Census Tract 6813, Cook County, Illinois",708.0,314.0,295.0,233.0,248.0,274.0,191.0,66.0,17,31,681300,2418.0,2015-2019
"Census Tract 6904, Cook County, Illinois",420.0,335.0,480.0,503.0,432.0,380.0,201.0,188.0,17,31,690400,2939.0,2015-2019
"Census Tract 7002, Cook County, Illinois",1768.0,857.0,581.0,1221.0,767.0,584.0,384.0,246.0,17,31,700200,6521.0,2015-2019
