NAME,0-17,18-24,25-34,35-44,45-54,55-64,65-74,75+,state,county,tract,population,period
"Census Tract 818, Cook County, Illinois",305.0,404.0,3383.0,1551.0,986.0,617.0,132.0,9.0,17,31,81800,7488.0,2010-2014
"Census Tract 819, Cook County, Illinois",130.0,22.0,455.0,141.0,165.0,138.0,29.0,21.0,17,31,81900,1152.0,2010-2014
"Census Tract 8190, Cook County, Illinois",1323.0,204.0,367.0,565.0,754.0,582.0,179.0,586.0,17,31,819000,4595.0,2010-2014
"Census Tract 8193, Cook County, Illinois",688.0,440.0,495.0,321.0,414.0,491.0,79.0,85.0,17,31,819300,3028.0,2010-2014
"Census Tract 8204, Cook County, Illinois",1538.0,674.0,1192.0,844.0,622.0,656.0,350.0,217.0,17,31,820400,6164.0,2010-2014
"Census Tract 8208, Cook County, Illinois",966.0,501.0,784.0,360.0,582.0,477.0,247.0,262.0,17,31,820800,4223.0,2010-2014
"Census Tract 1701, Cook County, Illinois",187.0,87.0,246.0,135.0,224.0,323.0,219.0,430.0,17,31,170100,1871.0,2010-2014
"Census Tract 1707, Cook County, Illinois",616.0,208.0,322.0,404.0,414.0,420.0,199.0,195.0,17,31,170700,2831.0,2010-2014
"Census Tract 1901, Cook County, Illinois",760.0,245.0,329.0,437.0,363.0,223.0,206.0,118.0,17,31,190100,2720.0,2010-2014
"Census Tract 2205, Cook County, Illinois",227.0,290.0,1013.0,439.0,164.0,184.0,134.0,97.0,17,31,220500,2682.0,2010-2014
"Census Tract 2227, Cook County, Illinois",672.0,240.0,705.0,397.0,185.0,290.0,115.0,23.0,17,31,222700,2660.0,2010-2014
"Census Tract 2312, Cook County, Illinois",1547.0,644.0,776.0,652.0,572.0,519.0,171.0,151.0,17,31,231200,5102.0,2010-2014
"Census Tract 2315, Cook County, Illinois",2292.0,905.0,961.0,760.0,877.0,368.0,378.0,281.0,17,31,231500,6965.0,2010-2014
"Census Tract 2405, Cook County, Illinois",178.0,195.0,906.0,430.0,245.0,55.0,37.0,40.0,17,31,240500,2154.0,2010-2014
"Census Tract 2409, Cook County, Illinois",295.0,35.0,279.0,206.0,148.0,90.0,65.0,115.0,17,31,240900,1236.0,2010-2014
"Census Tract 2422, Cook County, Illinois",637.0,569.0,1418.0,785.0,270.0,70.0,101.0,0.0,17,31,242200,3875.0,2010-2014
"Census Tract 2435, Cook County, Illinois",404.0,211.0,1255.0,668.0,326.0,145.0,75.0,20.0,17,31,243500,3198.0,2010-2014
"Census Tract 2505, Cook County, Illinois",1945.0,519.0,1008.0,923.0,1215.0,1046.0,477.0,497.0,17,31,250500,7663.0,2010-2014
"Census Tract 2510, Cook County, Illinois",370.0,174.0,112.0,212.0,100.0,149.0,93.0,74.0,17,31,251000,1284.0,2010-2014
"Census Tract 1909, Cook County, Illinois",449.0,224.0,291.0,311.0,231.0,149.0,100.0,97.0,17,31,190900,1864.0,2010-2014
"Census Tract 8036.08, Cook County, Illinois",1772.0,700.0,1217.0,1044.0,1397.0,637.0,559.0,291.0,17,31,803608,7773.0,2010-2014
"Census Tract 8048.03, Cook County, Illinois",1111.0,480.0,849.0,744.0,821.0,1046.0,434.0,231.0,17,31,804803,5805.0,2010-2014
"Census Tract 8051.06, Cook County, Illinois",467.0,82.0,386.0,407.0,429.0,280.0,304.0,254.0,17,31,805106,2668.0,2010-2014
"Census Tract 8051.09, Cook County, Illinois",800.0,344.0,315.0,466.0,703.0,601.0,581.0,464.0,17,31,805109,4322.0,2010-2014
"Census Tract 8050.02, Cook County, Illinois",1191.0,495.0,1393.0,1058.0,994.0,509.0,380.0,525.0,17,31,805002,6647.0,2010-2014
"Census Tract 8048.08, Cook County, Illinois",526.0,215.0,195.0,368.0,345.0,454.0,271.0,173.0,17,31,804808,2555.0,2010-2014
"Census Tract 8049.02, Cook County, Illinois",1143.0,562.0,510.0,671.0,892.0,859.0,446.0,595.0,17,31,804902,5753.0,2010-2014
"Census Tract 8051.12, Cook County, Illinois",525.0,186.0,414.0,322.0,357.0,474.0,332.0,337.0,17,31,805112,2947.0,2010-2014
"Census Tract 8055.02, Cook County, Illinois",1118.0,351.0,152.0,398.0,806.0,409.0,327.0,374.0,17,31,805502,3947.0,2010-2014
"Census Tract 8058.01, Cook County, Illinois",384.0,132.0,254.0,236.0,318.0,435.0,273.0,353.0,17,31,805801,2385.0,2010-2014
"Census Tract 8067, Cook County, Illinois",1036.0,206.0,372.0,515.0,658.0,652.0,397.0,346.0,17,31,806700,4217.0,2010-2014
"Census Tract 8078, Cook County, Illinois",603.0,170.0,257.0,338.0,371.0,386.0,298.0,293.0,17,31,807800,2755.0,2010-2014
"Census Tract 8090, Cook County, Illinois",1090.0,146.0,197.0,528.0,663.0,500.0,472.0,518.0,17,31,809000,4164.0,2010-2014
"Census Tract 8091, Cook County, Illinois",835.0,136.0,134.0,572.0,424.0,505.0,203.0,460.0,17,31,809100,3345.0,2010-2014
"Census Tract 8103.02, Cook County, Illinois",851.0,245.0,216.0,530.0,581.0,485.0,172.0,173.0,17,31,810302,3260.0,2010-2014
"Census Tract 8105.02, Cook County, Illinois",674.0,467.0,539.0,644.0,700.0,678.0,464.0,857.0,17,31,810502,5064.0,2010-2014
"Census Tract 8107.01, Cook County, Illinois",1115.0,426.0,604.0,811.0,796.0,564.0,415.0,230.0,17,31,810701,5046.0,2010-2014
"Census Tract 8108, Cook County, Illinois",1083.0,624.0,833.0,734.0,726.0,858.0,275.0,346.0,17,31,810800,5515.0,2010-2014
"Census Tract 8114.02, Cook County, Illinois",998.0,397.0,617.0,727.0,635.0,575.0,235.0,213.0,17,31,811402,4439.0,2010-2014
"Census Tract 8115, Cook County, Illinois",1116.0,531.0,917.0,953.0,828.0,772.0,564.0,302.0,17,31,811500,5983.0,2010-2014
"Census Tract 8119, Cook County, Illinois",1425.0,1139.0,181.0,588.0,765.0,943.0,453.0,412.0,17,31,811900,5935.0,2010-2014
"Census Tract 1910, Cook County, Illinois",677.0,437.0,356.0,415.0,418.0,247.0,161.0,90.0,17,31,191000,2901.0,2010-2014
"Census Tract 8056, Cook County, Illinois",1354.0,357.0,388.0,550.0,845.0,558.0,295.0,332.0,17,31,805600,4679.0,2010-2014
"Census Tract 8060.04, Cook County, Illinois",1309.0,423.0,1095.0,875.0,1030.0,1112.0,890.0,830.0,17,31,806004,7671.0,2010-2014
"Census Tract 8072, Cook County, Illinois",1251.0,470.0,635.0,924.0,743.0,852.0,572.0,365.0,17,31,807200,5836.0,2010-2014
"Census Tract 8075, Cook County, Illinois",641.0,221.0,508.0,342.0,486.0,629.0,206.0,385.0,17,31,807500,3437.0,2010-2014
"Census Tract 8173, Cook County, Illinois",742.0,159.0,419.0,327.0,209.0,239.0,68.0,198.0,17,31,817300,2377.0,2010-2014
"Census Tract 8191, Cook County, Illinois",903.0,426.0,622.0,622.0,555.0,536.0,351.0,319.0,17,31,819100,4358.0,2010-2014
"Census Tract 8196, Cook County, Illinois",1250.0,181.0,188.0,609.0,585.0,629.0,221.0,149.0,17,31,819600,3849.0,2010-2014
"Census Tract 8278.04, Cook County, Illinois",568.0,304.0,155.0,401.0,563.0,429.0,397.0,254.0,17,31,827804,3089.0,2010-2014
"Census Tract 8275, Cook County, Illinois",1395.0,572.0,623.0,1085.0,551.0,574.0,285.0,194.0,17,31,827500,5368.0,2010-2014
"Census Tract 8278.01, Cook County, Illinois",1036.0,433.0,507.0,665.0,664.0,539.0,288.0,611.0,17,31,827801,4752.0,2010-2014
"Census Tract 8285.06, Cook County, Illinois",2321.0,1336.0,1021.0,760.0,1329.0,1210.0,764.0,363.0,17,31,828506,9252.0,2010-2014
"Census Tract 8291, Cook County, Illinois",1220.0,451.0,469.0,410.0,482.0,299.0,228.0,211.0,17,31,829100,3793.0,2010-2014
"Census Tract 8295, Cook County, Illinois",1242.0,318.0,516.0,590.0,566.0,415.0,213.0,259.0,17,31,829500,4154.0,2010-2014
"Census Tract 8300.04, Cook County, Illinois",1498.0,771.0,503.0,793.0,1107.0,1262.0,618.0,526.0,17,31,830004,7108.0,2010-2014
"Census Tract 8300.05, Cook County, Illinois",605.0,121.0,351.0,451.0,658.0,715.0,674.0,563.0,17,31,830005,4192.0,2010-2014
"Census Tract 8300.06, Cook County, Illinois",520.0,63.0,360.0,368.0,311.0,247.0,225.0,122.0,17,31,830006,2263.0,2010-2014
"Census Tract 8302.01, Cook County, Illinois",1281.0,660.0,776.0,1182.0,736.0,755.0,341.0,207.0,17,31,830201,5967.0,2010-2014
"Census Tract 8366, Cook County, Illinois",733.0,222.0,598.0,314.0,216.0,188.0,91.0,64.0,17,31,836600,2426.0,2010-2014
"Census Tract 8363, Cook County, Illinois",260.0,279.0,366.0,160.0,151.0,209.0,107.0,51.0,17,31,836300,1583.0,2010-2014
"Census Tract 8364, Cook County, Illinois",849.0,252.0,284.0,566.0,507.0,362.0,227.0,150.0,17,31,836400,3209.0,2010-2014
"Census Tract 8365, Cook County, Illinois",458.0,262.0,244.0,204.0,198.0,144.0,75.0,7.0,17,31,836500,1648.0,2010-2014
"Census Tract 8367, Cook County, Illinois",912.0,280.0,389.0,246.0,325.0,210.0,127.0,41.0,17,31,836700,2598.0,2010-2014
"Census Tract 8368, Cook County, Illinois",569.0,266.0,317.0,210.0,258.0,291.0,136.0,151.0,17,31,836800,2261.0,2010-2014
"Census Tract 8369, Cook County, Illinois",494.0,230.0,177.0,268.0,171.0,80.0,77.0,31.0,17,31,836900,1553.0,2010-2014
"Census Tract 8370, Cook County, Illinois",773.0,192.0,395.0,282.0,469.0,180.0,65.0,57.0,17,31,837000,2457.0,2010-2014
"Census Tract 8371, Cook County, Illinois",382.0,255.0,281.0,219.0,261.0,142.0,251.0,121.0,17,31,837100,1939.0,2010-2014
"Census Tract 8373, Cook County, Illinois",652.0,305.0,443.0,200.0,194.0,198.0,90.0,62.0,17,31,837300,2158.0,2010-2014
"Census Tract 8374, Cook County, Illinois",559.0,273.0,310.0,304.0,228.0,212.0,101.0,47.0,17,31,837400,2034.0,2010-2014
"Census Tract 8378, Cook County, Illinois",1012.0,407.0,743.0,534.0,312.0,248.0,117.0,10.0,17,31,837800,3418.0,2010-2014
"Census Tract 8037.02, Cook County, Illinois",1145.0,185.0,828.0,865.0,1081.0,691.0,629.0,494.0,17,31,803702,5952.0,2010-2014
"Census Tract 8041.08, Cook County, Illinois",545.0,444.0,1641.0,554.0,346.0,125.0,43.0,60.0,17,31,804108,3815.0,2010-2014
"Census Tract 8041.09, Cook County, Illinois",531.0,119.0,191.0,439.0,410.0,517.0,487.0,281.0,17,31,804109,2992.0,2010-2014
"Census Tract 8043.08, Cook County, Illinois",769.0,317.0,1230.0,843.0,876.0,485.0,300.0,247.0,17,31,804308,5157.0,2010-2014
"Census Tract 8043.09, Cook County, Illinois",845.0,288.0,405.0,363.0,519.0,271.0,101.0,135.0,17,31,804309,2957.0,2010-2014
"Census Tract 8043.10, Cook County, Illinois",2234.0,615.0,1672.0,1275.0,1530.0,1111.0,670.0,212.0,17,31,804310,9358.0,2010-2014
"Census Tract 8043.11, Cook County, Illinois",2154.0,557.0,1079.0,1383.0,1344.0,1003.0,611.0,247.0,17,31,804311,8507.0,2010-2014
"Census Tract 8044.03, Cook County, Illinois",1794.0,508.0,1192.0,1040.0,823.0,768.0,263.0,355.0,17,31,804403,6834.0,2010-2014
"Census Tract 8044.04, Cook County, Illinois",1563.0,279.0,980.0,695.0,666.0,624.0,233.0,161.0,17,31,804404,5326.0,2010-2014
"Census Tract 8044.05, Cook County, Illinois",1339.0,195.0,606.0,533.0,309.0,175.0,127.0,40.0,17,31,804405,3376.0,2010-2014
"Census Tract 3504, Cook County, Illinois",544.0,194.0,184.0,102.0,104.0,165.0,41.0,9.0,17,31,350400,1379.0,2010-2014
"Census Tract 3206, Cook County, Illinois",308.0,418.0,1987.0,458.0,475.0,538.0,198.0,69.0,17,31,320600,4451.0,2010-2014
"Census Tract 8048.10, Cook County, Illinois",1562.0,420.0,1137.0,684.0,967.0,969.0,471.0,750.0,17,31,804810,7017.0,2010-2014
"Census Tract 8049.01, Cook County, Illinois",1561.0,160.0,620.0,1026.0,1270.0,763.0,397.0,512.0,17,31,804901,6334.0,2010-2014
"Census Tract 8053.01, Cook County, Illinois",574.0,145.0,303.0,345.0,487.0,405.0,494.0,462.0,17,31,805301,3236.0,2010-2014
"Census Tract 8053.02, Cook County, Illinois",503.0,336.0,386.0,311.0,452.0,650.0,496.0,377.0,17,31,805302,3519.0,2010-2014
"Census Tract 8054.02, Cook County, Illinois",728.0,408.0,625.0,612.0,672.0,651.0,466.0,603.0,17,31,805402,4790.0,2010-2014
"Census Tract 8063, Cook County, Illinois",1030.0,354.0,522.0,627.0,787.0,740.0,371.0,365.0,17,31,806300,4843.0,2010-2014
"Census Tract 8071, Cook County, Illinois",900.0,189.0,454.0,340.0,402.0,660.0,391.0,274.0,17,31,807100,3652.0,2010-2014
"Census Tract 8082, Cook County, Illinois",995.0,405.0,727.0,600.0,825.0,852.0,511.0,610.0,17,31,808200,5600.0,2010-2014
"Census Tract 8085, Cook County, Illinois",772.0,300.0,452.0,452.0,640.0,683.0,283.0,457.0,17,31,808500,4072.0,2010-2014
"Census Tract 8129, Cook County, Illinois",1481.0,249.0,563.0,785.0,700.0,724.0,297.0,190.0,17,31,812900,5037.0,2010-2014
"Census Tract 8131, Cook County, Illinois",1126.0,484.0,582.0,950.0,876.0,414.0,198.0,137.0,17,31,813100,4799.0,2010-2014
"Census Tract 8132, Cook County, Illinois",1238.0,197.0,543.0,823.0,605.0,619.0,183.0,250.0,17,31,813200,4545.0,2010-2014
"Census Tract 8134, Cook County, Illinois",3061.0,595.0,1115.0,1428.0,863.0,478.0,261.0,72.0,17,31,813400,7914.0,2010-2014
"Census Tract 8141, Cook County, Illinois",1044.0,651.0,832.0,559.0,459.0,376.0,124.0,146.0,17,31,814100,4306.0,2010-2014
"Census Tract 2916, Cook County, Illinois",142.0,74.0,106.0,105.0,201.0,76.0,60.0,40.0,17,31,291600,804.0,2010-2014
"Census Tract 2924, Cook County, Illinois",745.0,257.0,215.0,181.0,349.0,193.0,75.0,67.0,17,31,292400,2124.0,2010-2014
"Census Tract 3011, Cook County, Illinois",1050.0,512.0,545.0,347.0,375.0,121.0,70.0,124.0,17,31,301100,3182.0,2010-2014
"Census Tract 3016, Cook County, Illinois",1318.0,438.0,756.0,549.0,420.0,480.0,334.0,121.0,17,31,301600,4513.0,2010-2014
"Census Tract 8059.02, Cook County, Illinois",1358.0,299.0,533.0,729.0,949.0,941.0,787.0,800.0,17,31,805902,6448.0,2010-2014
"Census Tract 8061.02, Cook County, Illinois",682.0,261.0,647.0,478.0,589.0,701.0,399.0,349.0,17,31,806102,4140.0,2010-2014
"Census Tract 8069, Cook County, Illinois",620.0,263.0,665.0,557.0,594.0,792.0,603.0,492.0,17,31,806900,4685.0,2010-2014
"Census Tract 8084, Cook County, Illinois",900.0,226.0,674.0,489.0,531.0,624.0,452.0,362.0,17,31,808400,4387.0,2010-2014
"Census Tract 8086, Cook County, Illinois",472.0,155.0,83.0,191.0,345.0,335.0,304.0,169.0,17,31,808600,2060.0,2010-2014
"Census Tract 3105, Cook County, Illinois",485.0,149.0,316.0,265.0,77.0,235.0,76.0,49.0,17,31,310500,1722.0,2010-2014
"Census Tract 3109, Cook County, Illinois",1357.0,602.0,1067.0,608.0,570.0,389.0,211.0,211.0,17,31,310900,5065.0,2010-2014
"Census Tract 8077, Cook County, Illinois",1356.0,546.0,444.0,925.0,945.0,762.0,545.0,660.0,17,31,807700,6239.0,2010-2014
"Census Tract 3904, Cook County, Illinois",549.0,48.0,364.0,343.0,292.0,462.0,230.0,204.0,17,31,390400,2524.0,2010-2014
"Census Tract 4201, Cook County, Illinois",301.0,42.0,137.0,105.0,168.0,218.0,145.0,92.0,17,31,420100,1224.0,2010-2014
"Census Tract 4204, Cook County, Illinois",205.0,160.0,314.0,117.0,190.0,52.0,95.0,66.0,17,31,420400,1216.0,2010-2014
"Census Tract 4312, Cook County, Illinois",775.0,171.0,257.0,453.0,732.0,311.0,267.0,319.0,17,31,431200,3291.0,2010-2014
"Census Tract 4605, Cook County, Illinois",842.0,429.0,420.0,503.0,937.0,537.0,650.0,480.0,17,31,460500,4798.0,2010-2014
"Census Tract 4802, Cook County, Illinois",204.0,84.0,110.0,112.0,170.0,193.0,121.0,159.0,17,31,480200,1157.0,2010-2014
"Census Tract 4905, Cook County, Illinois",424.0,431.0,211.0,223.0,451.0,241.0,154.0,205.0,17,31,490500,2340.0,2010-2014
"Census Tract 4906, Cook County, Illinois",306.0,140.0,106.0,215.0,226.0,156.0,134.0,169.0,17,31,490600,1452.0,2010-2014
"Census Tract 4908, Cook County, Illinois",822.0,306.0,393.0,320.0,539.0,535.0,557.0,297.0,17,31,490800,3769.0,2010-2014
"Census Tract 5002, Cook County, Illinois",573.0,246.0,266.0,258.0,269.0,254.0,139.0,73.0,17,31,500200,2091.0,2010-2014
"Census Tract 5103, Cook County, Illinois",1195.0,649.0,571.0,638.0,981.0,700.0,756.0,417.0,17,31,510300,6037.0,2010-2014
"Census Tract 5203, Cook County, Illinois",1903.0,619.0,1048.0,721.0,759.0,487.0,295.0,193.0,17,31,520300,6116.0,2010-2014
"Census Tract 8148, Cook County, Illinois",1454.0,645.0,815.0,1044.0,838.0,492.0,356.0,251.0,17,31,814800,5911.0,2010-2014
"Census Tract 8149, Cook County, Illinois",1811.0,899.0,902.0,1060.0,861.0,550.0,336.0,163.0,17,31,814900,6711.0,2010-2014
"Census Tract 8153, Cook County, Illinois",744.0,307.0,520.0,723.0,432.0,540.0,313.0,195.0,17,31,815300,3845.0,2010-2014
"Census Tract 8156, Cook County, Illinois",1009.0,476.0,621.0,632.0,793.0,652.0,442.0,429.0,17,31,815600,5120.0,2010-2014
"Census Tract 8183, Cook County, Illinois",1379.0,679.0,645.0,982.0,777.0,885.0,457.0,455.0,17,31,818300,6327.0,2010-2014
"Census Tract 8192, Cook County, Illinois",1425.0,852.0,950.0,807.0,890.0,634.0,471.0,354.0,17,31,819200,6383.0,2010-2014
"Census Tract 1406.01, Cook County, Illinois",758.0,287.0,360.0,527.0,476.0,195.0,238.0,120.0,17,31,140601,2969.0,2010-2014
"Census Tract 1407.01, Cook County, Illinois",452.0,153.0,622.0,414.0,323.0,221.0,114.0,70.0,17,31,140701,2385.0,2010-2014
"Census Tract 1407.02, Cook County, Illinois",1545.0,669.0,1428.0,1065.0,628.0,498.0,157.0,157.0,17,31,140702,6252.0,2010-2014
"Census Tract 1504.01, Cook County, Illinois",1028.0,464.0,506.0,857.0,795.0,459.0,354.0,315.0,17,31,150401,4805.0,2010-2014
"Census Tract 1504.02, Cook County, Illinois",687.0,561.0,589.0,406.0,462.0,598.0,216.0,150.0,17,31,150402,3695.0,2010-2014
"Census Tract 1505.01, Cook County, Illinois",762.0,216.0,595.0,518.0,590.0,453.0,254.0,285.0,17,31,150501,3743.0,2010-2014
"Census Tract 1505.02, Cook County, Illinois",762.0,270.0,785.0,592.0,541.0,744.0,312.0,192.0,17,31,150502,4290.0,2010-2014
"Census Tract 1510.01, Cook County, Illinois",605.0,207.0,422.0,345.0,326.0,314.0,164.0,116.0,17,31,151001,2538.0,2010-2014
"Census Tract 1510.02, Cook County, Illinois",1066.0,534.0,880.0,650.0,536.0,580.0,240.0,99.0,17,31,151002,4685.0,2010-2014
"Census Tract 1605.02, Cook County, Illinois",1204.0,759.0,632.0,764.0,632.0,266.0,124.0,95.0,17,31,160502,4568.0,2010-2014
"Census Tract 1606.01, Cook County, Illinois",780.0,375.0,1095.0,598.0,443.0,312.0,82.0,115.0,17,31,160601,3999.0,2010-2014
"Census Tract 1606.02, Cook County, Illinois",834.0,378.0,1081.0,620.0,535.0,316.0,102.0,78.0,17,31,160602,3983.0,2010-2014
"Census Tract 1605.01, Cook County, Illinois",1215.0,248.0,1137.0,735.0,203.0,426.0,273.0,150.0,17,31,160501,4498.0,2010-2014
"Census Tract 1906.01, Cook County, Illinois",1580.0,491.0,778.0,751.0,477.0,494.0,96.0,71.0,17,31,190601,4777.0,2010-2014
"Census Tract 1904.01, Cook County, Illinois",980.0,375.0,796.0,473.0,520.0,643.0,227.0,86.0,17,31,190401,4183.0,2010-2014
"Census Tract 5603, Cook County, Illinois",800.0,300.0,515.0,402.0,430.0,335.0,226.0,125.0,17,31,560300,3174.0,2010-2014
"Census Tract 4804, Cook County, Illinois",997.0,382.0,397.0,1002.0,1064.0,753.0,898.0,591.0,17,31,480400,6106.0,2010-2014
"Census Tract 5202, Cook County, Illinois",1672.0,312.0,450.0,640.0,304.0,251.0,89.0,170.0,17,31,520200,3987.0,2010-2014
"Census Tract 5206, Cook County, Illinois",896.0,191.0,437.0,462.0,311.0,318.0,227.0,168.0,17,31,520600,3010.0,2010-2014
"Census Tract 5608, Cook County, Illinois",1212.0,690.0,758.0,896.0,861.0,671.0,301.0,482.0,17,31,560800,5937.0,2010-2014
"Census Tract 5802, Cook County, Illinois",951.0,395.0,463.0,618.0,435.0,270.0,131.0,90.0,17,31,580200,3382.0,2010-2014
"Census Tract 5804, Cook County, Illinois",1218.0,234.0,642.0,661.0,584.0,358.0,171.0,129.0,17,31,580400,4051.0,2010-2014
"Census Tract 5907, Cook County, Illinois",890.0,383.0,482.0,434.0,426.0,360.0,118.0,91.0,17,31,590700,3234.0,2010-2014
"Census Tract 6104, Cook County, Illinois",726.0,180.0,323.0,289.0,209.0,76.0,46.0,48.0,17,31,610400,1897.0,2010-2014
"Census Tract 6108, Cook County, Illinois",372.0,206.0,217.0,173.0,346.0,119.0,28.0,47.0,17,31,610800,1549.0,2010-2014
"Census Tract 6120, Cook County, Illinois",398.0,219.0,190.0,182.0,232.0,145.0,97.0,59.0,17,31,612000,1586.0,2010-2014
"Census Tract 6121, Cook County, Illinois",172.0,199.0,95.0,142.0,143.0,132.0,131.0,47.0,17,31,612100,1068.0,2010-2014
"Census Tract 6405, Cook County, Illinois",619.0,275.0,427.0,428.0,494.0,404.0,235.0,277.0,17,31,640500,3183.0,2010-2014
"Census Tract 8009, Cook County, Illinois",1091.0,349.0,207.0,787.0,562.0,708.0,473.0,369.0,17,31,800900,4583.0,2010-2014
"Census Tract 314, Cook County, Illinois",255.0,345.0,1474.0,813.0,732.0,743.0,360.0,498.0,17,31,31400,5260.0,2010-2014
"Census Tract 406, Cook County, Illinois",403.0,215.0,715.0,456.0,355.0,284.0,112.0,60.0,17,31,40600,2684.0,2010-2014
"Census Tract 8176, Cook County, Illinois",748.0,576.0,507.0,512.0,599.0,511.0,260.0,147.0,17,31,817600,3874.0,2010-2014
"Census Tract 8184.02, Cook County, Illinois",601.0,137.0,469.0,438.0,407.0,321.0,299.0,367.0,17,31,818402,3085.0,2010-2014
"Census Tract 8024.04, Cook County, Illinois",1602.0,735.0,1072.0,1265.0,1079.0,588.0,469.0,484.0,17,31,802404,7385.0,2010-2014
"Census Tract 8079, Cook County, Illinois",746.0,307.0,311.0,471.0,612.0,647.0,539.0,423.0,17,31,807900,4074.0,2010-2014
"Census Tract 8024.03, Cook County, Illinois",136.0,40.0,305.0,101.0,185.0,265.0,151.0,274.0,17,31,802403,1457.0,2010-2014
"Census Tract 8025.05, Cook County, Illinois",1861.0,611.0,1297.0,1126.0,570.0,836.0,242.0,237.0,17,31,802505,6888.0,2010-2014
"Census Tract 8025.06, Cook County, Illinois",673.0,252.0,646.0,419.0,359.0,212.0,150.0,108.0,17,31,802506,2904.0,2010-2014
"Census Tract 8026.07, Cook County, Illinois",262.0,57.0,108.0,150.0,197.0,176.0,195.0,154.0,17,31,802607,1329.0,2010-2014
"Census Tract 8026.08, Cook County, Illinois",1035.0,419.0,526.0,916.0,1088.0,775.0,854.0,837.0,17,31,802608,6465.0,2010-2014
"Census Tract 8026.09, Cook County, Illinois",1587.0,535.0,1567.0,1053.0,760.0,556.0,245.0,79.0,17,31,802609,6477.0,2010-2014
"Census Tract 8026.10, Cook County, Illinois",279.0,115.0,199.0,169.0,339.0,182.0,167.0,153.0,17,31,802610,1614.0,2010-2014
"Census Tract 8030.12, Cook County, Illinois",456.0,122.0,452.0,412.0,305.0,406.0,124.0,42.0,17,31,803012,2319.0,2010-2014
"Census Tract 8030.13, Cook County, Illinois",858.0,225.0,722.0,710.0,786.0,849.0,551.0,463.0,17,31,803013,5269.0,2010-2014
"Census Tract 8030.14, Cook County, Illinois",602.0,255.0,584.0,397.0,540.0,481.0,260.0,144.0,17,31,803014,3296.0,2010-2014
"Census Tract 8030.15, Cook County, Illinois",727.0,367.0,660.0,410.0,739.0,672.0,520.0,424.0,17,31,803015,4535.0,2010-2014
"Census Tract 8030.16, Cook County, Illinois",547.0,151.0,458.0,365.0,242.0,238.0,142.0,195.0,17,31,803016,2361.0,2010-2014
"Census Tract 8030.17, Cook County, Illinois",849.0,502.0,1074.0,638.0,935.0,696.0,418.0,337.0,17,31,803017,5504.0,2010-2014
"Census Tract 8036.11, Cook County, Illinois",1319.0,479.0,1145.0,934.0,950.0,540.0,284.0,121.0,17,31,803611,5881.0,2010-2014
"Census Tract 8036.12, Cook County, Illinois",869.0,507.0,801.0,470.0,500.0,270.0,97.0,0.0,17,31,803612,3606.0,2010-2014
"Census Tract 8037.01, Cook County, Illinois",401.0,146.0,531.0,362.0,340.0,473.0,217.0,131.0,17,31,803701,2658.0,2010-2014
"Census Tract 8382, Cook County, Illinois",372.0,750.0,315.0,66.0,218.0,57.0,48.0,40.0,17,31,838200,1866.0,2010-2014
"Census Tract 8383, Cook County, Illinois",233.0,133.0,482.0,290.0,133.0,128.0,26.0,81.0,17,31,838300,1506.0,2010-2014
"Census Tract 8386, Cook County, Illinois",530.0,269.0,125.0,113.0,86.0,149.0,38.0,84.0,17,31,838600,1404.0,2010-2014
"Census Tract 8380, Cook County, Illinois",680.0,288.0,810.0,200.0,413.0,213.0,80.0,166.0,17,31,838000,2861.0,2010-2014
"Census Tract 8381, Cook County, Illinois",112.0,146.0,416.0,336.0,175.0,303.0,259.0,83.0,17,31,838100,1837.0,2010-2014
"Census Tract 8387, Cook County, Illinois",1622.0,668.0,723.0,523.0,651.0,368.0,193.0,99.0,17,31,838700,4891.0,2010-2014
"Census Tract 8388, Cook County, Illinois",1035.0,395.0,310.0,349.0,422.0,297.0,227.0,188.0,17,31,838800,3232.0,2010-2014
"Census Tract 8390, Cook County, Illinois",553.0,1178.0,2549.0,1500.0,604.0,594.0,465.0,228.0,17,31,839000,7868.0,2010-2014
"Census Tract 8391, Cook County, Illinois",270.0,1420.0,1638.0,746.0,558.0,399.0,173.0,23.0,17,31,839100,5266.0,2010-2014
"Census Tract 8392, Cook County, Illinois",230.0,235.0,409.0,330.0,332.0,328.0,230.0,92.0,17,31,839200,2191.0,2010-2014
"Census Tract 8395, Cook County, Illinois",97.0,229.0,120.0,102.0,199.0,209.0,213.0,210.0,17,31,839500,1379.0,2010-2014
"Census Tract 8396, Cook County, Illinois",194.0,150.0,247.0,241.0,222.0,227.0,161.0,373.0,17,31,839600,1831.0,2010-2014
"Census Tract 8397, Cook County, Illinois",1264.0,470.0,844.0,660.0,580.0,557.0,239.0,146.0,17,31,839700,4794.0,2010-2014
"Census Tract 8398, Cook County, Illinois",216.0,449.0,590.0,223.0,291.0,543.0,184.0,99.0,17,31,839800,2653.0,2010-2014
"Census Tract 8399, Cook County, Illinois",702.0,325.0,677.0,635.0,408.0,611.0,174.0,199.0,17,31,839900,3807.0,2010-2014
"Census Tract 8400, Cook County, Illinois",395.0,200.0,472.0,408.0,312.0,466.0,114.0,199.0,17,31,840000,2650.0,2010-2014
"Census Tract 8401, Cook County, Illinois",419.0,296.0,324.0,393.0,356.0,266.0,105.0,177.0,17,31,840100,2346.0,2010-2014
