NAME,no_hs,hs,some_college,state,county,tract,bachelors,graduate,population,period
"Census Tract 8226.02, Cook County, Illinois",0.07183178097657353,0.1580581428168219,0.21944679650014112,17,31,822602,0.17612193056731584,0.09356477561388654,7086.0,2015-2019
"Census Tract 8401, Cook County, Illinois",0.1322690992018244,0.2537058152793615,0.14652223489167618,17,31,840100,0.16733181299885974,0.04732041049030787,3508.0,2015-2019
"Census Tract 8402, Cook County, Illinois",0.21827201322860687,0.1823067383216205,0.13517982637453493,17,31,840200,0.1368334022323274,0.06324927656056221,2419.0,2015-2019
"Census Tract 8403, Cook County, Illinois",0.20364568499003133,0.2318427798348049,0.11107946454001709,17,31,840300,0.10652235830247793,0.028766733124465965,3511.0,2015-2019
"Census Tract 8404, Cook County, Illinois",0.2089504185447521,0.20025756600128783,0.15582743077913716,17,31,840400,0.12717321313586608,0.08016741790083709,3106.0,2015-2019
"Census Tract 8407, Cook County, Illinois",0.24638084632516705,0.08212694877505568,0.13724944320712695,17,31,840700,0.11024498886414254,0.02255011135857461,3592.0,2015-2019
"Census Tract 8408, Cook County, Illinois",0.23262456363059347,0.1831164709615995,0.08917803871786735,17,31,840800,0.035226912091399554,0.0,3151.0,2015-2019
"Census Tract 8410, Cook County, Illinois",0.026845637583892617,0.11697027804410355,0.1840843720038351,17,31,841000,0.17641418983700863,0.3700862895493768,1043.0,2015-2019
"Census Tract 8411, Cook County, Illinois",0.32553906468776256,0.17516101932231867,0.07812937552506301,17,31,841100,0.14309717166059926,0.06510781293755251,7142.0,2015-2019
"Census Tract 8412, Cook County, Illinois",0.1718273004797209,0.10510248582642825,0.12887047535979065,17,31,841200,0.1450065416484954,0.08482337549062363,4586.0,2015-2019
"Census Tract 8413, Cook County, Illinois",0.19796215429403202,0.12372634643377002,0.13852498786996603,17,31,841300,0.16496846191169334,0.06525958272683163,4122.0,2015-2019
"Census Tract 8414, Cook County, Illinois",0.08138238573021182,0.16722408026755853,0.3745819397993311,17,31,841400,0.06688963210702341,0.0,897.0,2015-2019
"Census Tract 8415, Cook County, Illinois",0.07437709185570844,0.17850502045370026,0.19152101152844925,17,31,841500,0.06656749721085906,0.029750836742283376,2689.0,2015-2019
"Census Tract 8416, Cook County, Illinois",0.2158894645941278,0.19689119170984457,0.18998272884283246,17,31,841600,0.0690846286701209,0.04835924006908463,579.0,2015-2019
"Census Tract 8417, Cook County, Illinois",0.33070866141732286,0.1362810417928528,0.12719563900666264,17,31,841700,0.05754088431253786,0.013325257419745608,1651.0,2015-2019
"Census Tract 8418, Cook County, Illinois",0.07495881383855024,0.16803953871499178,0.28953871499176276,17,31,841800,0.06260296540362438,0.05971993410214168,2428.0,2015-2019
"Census Tract 8419, Cook County, Illinois",0.02660957332925524,0.04022021715858694,0.06927664780547484,17,31,841900,0.16164551154610796,0.17892644135188868,6539.0,2015-2019
"Census Tract 8420, Cook County, Illinois",0.06036662452591656,0.11662452591656132,0.10967130214917825,17,31,842000,0.10145385587863463,0.08059418457648546,3164.0,2015-2019
"Census Tract 8421, Cook County, Illinois",0.13032422123331214,0.16605212968849334,0.16198347107438016,17,31,842100,0.044119516846789573,0.024539097266369995,7865.0,2015-2019
"Census Tract 8422, Cook County, Illinois",0.041939321832242714,0.09964306960142773,0.12135633551457466,17,31,842200,0.39738251041046996,0.17608566329565734,3362.0,2015-2019
"Census Tract 8423, Cook County, Illinois",0.01469209127852454,0.045326664582682086,0.16661456705220382,17,31,842300,0.39262269459206,0.25507971241012817,3199.0,2015-2019
"Census Tract 8424, Cook County, Illinois",0.09441920830629462,0.14665801427644387,0.28228423101881894,17,31,842400,0.12134977287475665,0.04964308890330954,3082.0,2015-2019
"Census Tract 8425, Cook County, Illinois",0.09892787524366471,0.16910331384015595,0.148635477582846,17,31,842500,0.023391812865497075,0.017543859649122806,2052.0,2015-2019
"Census Tract 8426, Cook County, Illinois",0.1555761650823093,0.2225828889404127,0.15117087873869697,17,31,842600,0.10966844423834918,0.04567586366798052,4313.0,2015-2019
"Census Tract 8428, Cook County, Illinois",0.18986983588002262,0.22722127900396152,0.08446519524617997,17,31,842800,0.03933220147142049,0.010611205432937181,7068.0,2015-2019
"Census Tract 8429, Cook County, Illinois",0.17253521126760563,0.15923317683881064,0.21439749608763695,17,31,842900,0.0594679186228482,0.036776212832550864,2556.0,2015-2019
"Census Tract 8430, Cook County, Illinois",0.16442816442816444,0.18437118437118438,0.1273911273911274,17,31,843000,0.04151404151404151,0.018315018315018316,2457.0,2015-2019
"Census Tract 8431, Cook County, Illinois",0.06222222222222222,0.2234920634920635,0.21777777777777776,17,31,843100,0.04380952380952381,0.04507936507936508,1575.0,2015-2019
"Census Tract 8432, Cook County, Illinois",0.18863157894736843,0.15747368421052632,0.21136842105263157,17,31,843200,0.1191578947368421,0.07368421052631578,2375.0,2015-2019
"Census Tract 8433, Cook County, Illinois",0.18859882791688865,0.19179541822056473,0.23548215237080447,17,31,843300,0.08790623335109217,0.02557272242940863,1877.0,2015-2019
"Census Tract 8434, Cook County, Illinois",0.1465648854961832,0.25725190839694656,0.24427480916030533,17,31,843400,0.021374045801526718,0.016793893129770993,1310.0,2015-2019
"Census Tract 8435, Cook County, Illinois",0.2977677254400629,0.2651194807749041,0.08476743042580391,17,31,843500,0.023994493067164915,0.0005900285180450389,10169.0,2015-2019
"Census Tract 8436, Cook County, Illinois",0.07349896480331262,0.12008281573498965,0.1818495514147688,17,31,843600,0.18978605935127674,0.09765355417529331,2898.0,2015-2019
"Census Tract 8437, Cook County, Illinois",0.11001187178472498,0.061733280569845665,0.1072417886822319,17,31,843700,0.17253660466956866,0.2295211713494262,2527.0,2015-2019
"Census Tract 8101, Cook County, Illinois",0.024143481260059784,0.0809381467003909,0.11060013796275006,17,31,810100,0.22349965509312486,0.3042078638767533,4349.0,2015-2019
"Census Tract 8103.01, Cook County, Illinois",0.08534657936328742,0.16933845111763376,0.12643937683449988,17,31,810301,0.1754346353578686,0.13230977647324452,4429.0,2015-2019
"Census Tract 8114.01, Cook County, Illinois",0.09888641425389755,0.22939866369710468,0.22115812917594654,17,31,811401,0.10601336302895323,0.030512249443207125,4490.0,2015-2019
"Census Tract 8200, Cook County, Illinois",0.0009029345372460496,0.05191873589164785,0.11241534988713318,17,31,820000,0.22076749435665916,0.20993227990970656,2215.0,2015-2019
"Census Tract 4111, Cook County, Illinois",0.019313304721030045,0.0030042918454935624,0.019313304721030045,17,31,411100,0.0905579399141631,0.41244635193133045,2330.0,2015-2019
"Census Tract 4202, Cook County, Illinois",0.07297139521307647,0.07005253940455342,0.13134851138353765,17,31,420200,0.15061295971978983,0.14068884997081144,1713.0,2015-2019
"Census Tract 8277, Cook County, Illinois",0.07911392405063292,0.189873417721519,0.21659634317862167,17,31,827700,0.08544303797468354,0.024261603375527425,2844.0,2015-2019
"Census Tract 8279.02, Cook County, Illinois",0.08194476146998403,0.1915087879479571,0.2531385528418169,17,31,827902,0.0721296507646656,0.04245606026021456,4381.0,2015-2019
"Census Tract 8281, Cook County, Illinois",0.08408919123204837,0.1865079365079365,0.20483749055177627,17,31,828100,0.09882842025699169,0.051776266061980346,5292.0,2015-2019
"Census Tract 8286.02, Cook County, Illinois",0.032116146062472505,0.1161460624725033,0.2045754509458865,17,31,828602,0.20391553013638364,0.12780466344038716,4546.0,2015-2019
"Census Tract 8247.01, Cook County, Illinois",0.06792819019893255,0.2738961669092673,0.21227559437166424,17,31,824701,0.07544881125667152,0.018195050946142648,4122.0,2015-2019
"Census Tract 8252, Cook County, Illinois",0.12,0.23727272727272727,0.2018181818181818,17,31,825200,0.085,0.04681818181818182,2200.0,2015-2019
"Census Tract 8258.01, Cook County, Illinois",0.041753035238377256,0.1981048267693219,0.2635475273911756,17,31,825801,0.0855789161978087,0.027243115190997928,3377.0,2015-2019
"Census Tract 1302, Cook County, Illinois",0.05983450031826862,0.10630171865054105,0.18459579885423297,17,31,130200,0.2310630171865054,0.16677275620623808,1571.0,2015-2019
"Census Tract 8030.05, Cook County, Illinois",0.00808080808080808,0.13131313131313133,0.2315151515151515,17,31,803005,0.23636363636363636,0.1591919191919192,2475.0,2015-2019
"Census Tract 8033, Cook County, Illinois",0.045268950825492635,0.10278714716847151,0.14148766199183382,17,31,803300,0.2845730516598615,0.19563287768507012,5633.0,2015-2019
"Census Tract 8036.05, Cook County, Illinois",0.04927057528213598,0.13239746765758326,0.16680429397192403,17,31,803605,0.21827690613817782,0.1233140655105973,7266.0,2015-2019
"Census Tract 2718, Cook County, Illinois",0.08356164383561644,0.28493150684931506,0.06027397260273973,17,31,271800,0.0,0.03287671232876712,730.0,2015-2019
"Census Tract 2808, Cook County, Illinois",0.14885496183206107,0.1743002544529262,0.2951653944020356,17,31,280800,0.10178117048346055,0.05979643765903308,786.0,2015-2019
"Census Tract 2809, Cook County, Illinois",0.058426966292134834,0.1393258426966292,0.1707865168539326,17,31,280900,0.1,0.025842696629213482,890.0,2015-2019
"Census Tract 2819, Cook County, Illinois",0.009484005786850989,0.04597331618710818,0.029577238386111558,17,31,281900,0.35203343513904517,0.34930075550554573,6221.0,2015-2019
"Census Tract 2912, Cook County, Illinois",0.10828625235404897,0.1285310734463277,0.18267419962335216,17,31,291200,0.08097928436911488,0.01224105461393597,2124.0,2015-2019
"Census Tract 8039.02, Cook County, Illinois",0.0936573799644339,0.2154712507409603,0.18583283935981032,17,31,803902,0.15085951393005334,0.07943094250148192,3374.0,2015-2019
"Census Tract 8041.04, Cook County, Illinois",0.011899791231732777,0.07077244258872652,0.1707724425887265,17,31,804104,0.29018789144050106,0.15949895615866388,4790.0,2015-2019
"Census Tract 8041.05, Cook County, Illinois",0.02193548387096774,0.11070967741935483,0.15354838709677418,17,31,804105,0.24206451612903226,0.1656774193548387,3875.0,2015-2019
"Census Tract 8042.02, Cook County, Illinois",0.05097554273151965,0.04561692772739764,0.1279197581753229,17,31,804202,0.24374828249519098,0.2345424567188788,7278.0,2015-2019
"Census Tract 8048.05, Cook County, Illinois",0.044437586792161705,0.18361363987039037,0.20074062644653604,17,31,804805,0.17821323869773184,0.09628143804968368,6481.0,2015-2019
"Census Tract 408, Cook County, Illinois",0.06031933767001774,0.06741573033707865,0.14902424600827913,17,31,40800,0.28503843879361324,0.2678888231815494,1691.0,2015-2019
"Census Tract 2229, Cook County, Illinois",0.13333333333333333,0.20796019900497512,0.1880597014925373,17,31,222900,0.06567164179104477,0.04079601990049751,1005.0,2015-2019
"Census Tract 302, Cook County, Illinois",0.0492809540512101,0.0626096106629253,0.16625745352507892,17,31,30200,0.2236057523675903,0.24675552437741144,5702.0,2015-2019
"Census Tract 611, Cook County, Illinois",0.0043859649122807015,0.021929824561403508,0.04678362573099415,17,31,61100,0.40789473684210525,0.19078947368421054,1368.0,2015-2019
"Census Tract 2832, Cook County, Illinois",0.028976572133168926,0.09617755856966707,0.08446362515413071,17,31,283200,0.1843403205918619,0.20468557336621454,1622.0,2015-2019
"Census Tract 5103, Cook County, Illinois",0.09902428897654142,0.18808386962839943,0.2829561968029894,17,31,510300,0.05791986713722234,0.04068922565912394,4817.0,2015-2019
"Census Tract 5203, Cook County, Illinois",0.21890884445950526,0.17129786513046424,0.13419179939003728,17,31,520300,0.0301592680447306,0.014910199932226365,5902.0,2015-2019
"Census Tract 8148, Cook County, Illinois",0.17564600574227326,0.20520182401621348,0.15892585711872995,17,31,814800,0.1118054382705624,0.05961830771829083,5921.0,2015-2019
"Census Tract 8149, Cook County, Illinois",0.14810827437711474,0.13057520762842204,0.19009535527529992,17,31,814900,0.08766533374346355,0.0333743463549677,6502.0,2015-2019
"Census Tract 8153, Cook County, Illinois",0.08455772113943029,0.1775112443778111,0.18950524737631183,17,31,815300,0.13943028485757122,0.09415292353823089,3335.0,2015-2019
"Census Tract 8156, Cook County, Illinois",0.036955211889937736,0.2400080337417152,0.2349869451697128,17,31,815600,0.1064470777264511,0.06969270937939345,4979.0,2015-2019
"Census Tract 8183, Cook County, Illinois",0.14965081476554706,0.24376454938476888,0.20069837046890587,17,31,818300,0.07881609577652145,0.018623212504156966,6014.0,2015-2019
"Census Tract 8192, Cook County, Illinois",0.07322797684243468,0.28508840557033327,0.196526365201064,17,31,819200,0.057580973243623844,0.0416210295728368,6391.0,2015-2019
"Census Tract 5703, Cook County, Illinois",0.172920892494929,0.2535496957403651,0.10851926977687627,17,31,570300,0.04563894523326572,0.013015551048005409,5916.0,2015-2019
"Census Tract 6115, Cook County, Illinois",0.16978193146417445,0.33894080996884735,0.06822429906542056,17,31,611500,0.019314641744548288,0.0021806853582554517,3210.0,2015-2019
"Census Tract 6117, Cook County, Illinois",0.1481113320079523,0.30467196819085485,0.09294234592445327,17,31,611700,0.022365805168986085,0.0034791252485089465,2012.0,2015-2019
"Census Tract 6202, Cook County, Illinois",0.17773620205799812,0.18054256314312442,0.19644527595884004,17,31,620200,0.09494855004677269,0.01637043966323667,2138.0,2015-2019
"Census Tract 6309, Cook County, Illinois",0.19140700599961294,0.2448229146506677,0.15115153861041222,17,31,630900,0.004064253919101994,0.00154828720727695,5167.0,2015-2019
"Census Tract 6502, Cook County, Illinois",0.1759650605804452,0.27613412228796846,0.08284023668639054,17,31,650200,0.08424908424908426,0.012538743307974077,7098.0,2015-2019
"Census Tract 6607, Cook County, Illinois",0.25660121868652674,0.22884224779959378,0.22477995937711578,17,31,660700,0.02843601895734597,0.014218009478672985,1477.0,2015-2019
"Census Tract 6609, Cook County, Illinois",0.06422817330720662,0.2516873503156978,0.25321140866536035,17,31,660900,0.023296320487698672,0.009362072719355541,4593.0,2015-2019
"Census Tract 6805, Cook County, Illinois",0.11174089068825911,0.2623481781376518,0.1902834008097166,17,31,680500,0.05425101214574899,0.0032388663967611335,1235.0,2015-2019
"Census Tract 6806, Cook County, Illinois",0.19555935098206662,0.21007685738684884,0.11016225448334757,17,31,680600,0.06404782237403928,0.014517506404782237,1171.0,2015-2019
"Census Tract 7103, Cook County, Illinois",0.08290155440414508,0.16904145077720206,0.2959844559585492,17,31,710300,0.046632124352331605,0.019430051813471502,1544.0,2015-2019
"Census Tract 7205, Cook County, Illinois",0.020953378732320588,0.0749083289680461,0.16710319539025667,17,31,720500,0.2723939235201676,0.1644840230487166,1909.0,2015-2019
"Census Tract 7206, Cook County, Illinois",0.016402714932126698,0.04920814479638009,0.1753393665158371,17,31,720600,0.2641402714932127,0.17816742081447964,1768.0,2015-2019
"Census Tract 7301, Cook County, Illinois",0.0680725120236774,0.17277099519052905,0.22197558268590456,17,31,730100,0.14317425083240842,0.07103218645948946,2703.0,2015-2019
"Census Tract 8012, Cook County, Illinois",0.0,0.001956400223588597,0.04946897708216881,17,31,801200,0.22806036892118503,0.3946338736724427,3578.0,2015-2019
"Census Tract 8014, Cook County, Illinois",0.01880178457616316,0.044933078393881457,0.11312938177182918,17,31,801400,0.24378585086042065,0.28840025493945187,3138.0,2015-2019
"Census Tract 8017.02, Cook County, Illinois",0.013689700130378096,0.049109083007388095,0.1132116471099522,17,31,801702,0.2653194263363755,0.21664493698392004,4602.0,2015-2019
"Census Tract 8022, Cook County, Illinois",0.007758439924512477,0.06458377018242818,0.09310127909414971,17,31,802200,0.27993289997903126,0.24051163765988676,4769.0,2015-2019
"Census Tract 8026.05, Cook County, Illinois",0.05855986119144014,0.13475997686524002,0.20633314054366686,17,31,802605,0.23308270676691728,0.1587622903412377,6916.0,2015-2019
"Census Tract 8034, Cook County, Illinois",0.03331238214959145,0.07495285983658077,0.11439346323067254,17,31,803400,0.3018541797611565,0.16027655562539284,6364.0,2015-2019
"Census Tract 8036.03, Cook County, Illinois",0.015453495089543617,0.08116695551704217,0.14370306181398035,17,31,803603,0.27570768341998847,0.2112940496822646,6924.0,2015-2019
"Census Tract 8036.10, Cook County, Illinois",0.01626129256428075,0.12578179291174427,0.18665740097289785,17,31,803610,0.22348853370396107,0.14857539958304378,7195.0,2015-2019
"Census Tract 8042.01, Cook County, Illinois",0.018757863433604027,0.07526020816653323,0.12249799839871897,17,31,804201,0.2583781310762896,0.19386938121926112,8743.0,2015-2019
"Census Tract 8010, Cook County, Illinois",0.007947276603993022,0.027137042062415198,0.10893584027912386,17,31,801000,0.23279705369257608,0.3252568327195193,5159.0,2015-2019
"Census Tract 7108, Cook County, Illinois",0.13911376224968044,0.18129527055815936,0.24456753302087772,17,31,710800,0.07967618236046016,0.06135492117596932,4694.0,2015-2019
"Census Tract 7304, Cook County, Illinois",0.11929485631489978,0.15914030427432987,0.2733639217580295,17,31,730400,0.10166626418739434,0.0794494083554697,4141.0,2015-2019
"Census Tract 7505, Cook County, Illinois",0.08482142857142858,0.15364583333333334,0.24274553571428573,17,31,750500,0.13188244047619047,0.08816964285714286,5376.0,2015-2019
"Census Tract 8001, Cook County, Illinois",0.003472222222222222,0.013454861111111112,0.051215277777777776,17,31,800100,0.2365451388888889,0.3684895833333333,2304.0,2015-2019
"Census Tract 8013, Cook County, Illinois",0.01740139211136891,0.041531322505800466,0.0419953596287703,17,31,801300,0.18190255220417634,0.37749419953596286,4310.0,2015-2019
"Census Tract 8016.01, Cook County, Illinois",0.02000449539222297,0.1153068105192178,0.13081591368846932,17,31,801601,0.23038885142728702,0.2524162733198472,4449.0,2015-2019
"Census Tract 8016.06, Cook County, Illinois",0.016935218678066424,0.10621506083525156,0.14222295297599474,17,31,801606,0.25665899375205525,0.2510687273923052,6082.0,2015-2019
"Census Tract 8039.01, Cook County, Illinois",0.051532411174396525,0.13072959045294277,0.18524545701112016,17,31,803901,0.2874966097097912,0.1442907512883103,3687.0,2015-2019
"Census Tract 3005, Cook County, Illinois",0.35802469135802467,0.12482853223593965,0.09602194787379972,17,31,300500,0.060699588477366256,0.005829903978052126,2916.0,2015-2019
"Census Tract 8051.11, Cook County, Illinois",0.09763394071253739,0.14726679358172423,0.1626325809083492,17,31,805111,0.15964101169431602,0.07546913244492794,7354.0,2015-2019
"Census Tract 8059.01, Cook County, Illinois",0.07093596059113301,0.12192118226600986,0.2536945812807882,17,31,805901,0.21921182266009853,0.11527093596059114,4060.0,2015-2019
"Census Tract 8060.02, Cook County, Illinois",0.17109024091465905,0.17517354022049816,0.16809582142371035,17,31,806002,0.13638219681502653,0.0690077582686811,7347.0,2015-2019
"Census Tract 8060.03, Cook County, Illinois",0.09874129292435536,0.17731883172430649,0.17340828546987658,17,31,806003,0.1917389710375168,0.09030917756324086,8183.0,2015-2019
"Census Tract 8064, Cook County, Illinois",0.0498603909054647,0.20741922616673314,0.2680494615077782,17,31,806400,0.13522138013562027,0.06741124850418827,2507.0,2015-2019
"Census Tract 8065.01, Cook County, Illinois",0.1741166453810132,0.19838229033631333,0.1558109833971903,17,31,806501,0.14559386973180077,0.02639421030225628,2349.0,2015-2019
"Census Tract 7506, Cook County, Illinois",0.0625366999412801,0.17909571344685848,0.2988843217850851,17,31,750600,0.10187903699354081,0.0358191426893717,3406.0,2015-2019
"Census Tract 3102, Cook County, Illinois",0.10651558073654391,0.12691218130311616,0.1813031161473088,17,31,310200,0.24022662889518415,0.13031161473087818,1765.0,2015-2019
"Census Tract 6912, Cook County, Illinois",0.08738574040219378,0.15941499085923216,0.28043875685557584,17,31,691200,0.0453382084095064,0.035831809872029254,2735.0,2015-2019
"Census Tract 7001, Cook County, Illinois",0.1361997226074896,0.18613037447988903,0.21248266296809987,17,31,700100,0.038002773925104025,0.04466019417475728,3605.0,2015-2019
"Census Tract 7106, Cook County, Illinois",0.08202443280977312,0.2443280977312391,0.22047702152414195,17,31,710600,0.041884816753926704,0.02501454333915067,1719.0,2015-2019
"Census Tract 7113, Cook County, Illinois",0.1408717624763108,0.1781427668982944,0.29753632343651293,17,31,711300,0.05432722678458623,0.06506632975363234,1583.0,2015-2019
"Census Tract 7305, Cook County, Illinois",0.08008504606661943,0.2083628632175762,0.2678951098511694,17,31,730500,0.06685565792582093,0.05504370422867942,4233.0,2015-2019
"Census Tract 7707, Cook County, Illinois",0.05693176879617558,0.17992177314211213,0.27292481529769663,17,31,770700,0.14167753150804,0.08909169926119079,2301.0,2015-2019
"Census Tract 8002, Cook County, Illinois",0.0007594167679222357,0.03903402187120292,0.045413122721749695,17,31,800200,0.2178007290400972,0.35419198055893075,6584.0,2015-2019
"Census Tract 8003, Cook County, Illinois",0.009298140371925615,0.005098980203959208,0.04859028194361128,17,31,800300,0.23485302939412117,0.3338332333533293,3334.0,2015-2019
"Census Tract 8005, Cook County, Illinois",0.0,0.020370370370370372,0.026111111111111113,17,31,800500,0.28629629629629627,0.2751851851851852,5400.0,2015-2019
"Census Tract 8011, Cook County, Illinois",0.004884998982291879,0.019132912680643193,0.05902707103602687,17,31,801100,0.24506411561164257,0.3169143089761856,4913.0,2015-2019
"Census Tract 8015, Cook County, Illinois",0.029599345870809486,0.11496320523303352,0.13000817661488143,17,31,801500,0.2650858544562551,0.21586263286999183,6115.0,2015-2019
"Census Tract 8016.03, Cook County, Illinois",0.08225530876250915,0.13888210886014157,0.1972174762020991,17,31,801603,0.18428118135220894,0.10959238467171101,4097.0,2015-2019
"Census Tract 8016.08, Cook County, Illinois",0.0154238007641149,0.07513796519032122,0.14277628413754068,17,31,801608,0.2607895853969152,0.28767510966463844,7067.0,2015-2019
"Census Tract 8019.01, Cook County, Illinois",0.038317757009345796,0.12686915887850467,0.15163551401869158,17,31,801901,0.24719626168224298,0.21682242990654205,4280.0,2015-2019
"Census Tract 8024.02, Cook County, Illinois",0.1291617868495901,0.16212146561820312,0.1890580558808767,17,31,802402,0.18320227538899114,0.10590597289610172,5977.0,2015-2019
"Census Tract 8030.10, Cook County, Illinois",0.020389419544452607,0.12472446730345334,0.21142542248346805,17,31,803010,0.23199853049228508,0.1438280675973549,5444.0,2015-2019
"Census Tract 8182, Cook County, Illinois",0.04052863436123348,0.15704845814977975,0.25462555066079295,17,31,818200,0.17224669603524229,0.08546255506607929,4540.0,2015-2019
"Census Tract 8189, Cook County, Illinois",0.02930994691899377,0.1241633971843988,0.2033233325640434,17,31,818900,0.20586198938379877,0.14862681744749595,4333.0,2015-2019
"Census Tract 2804, Cook County, Illinois",0.11356466876971609,0.16971608832807572,0.18675078864353312,17,31,280400,0.07634069400630915,0.05425867507886435,1585.0,2015-2019
"Census Tract 2922, Cook County, Illinois",0.12729449321628092,0.23942537909018355,0.1656025538707103,17,31,292200,0.06105347166799681,0.02154828411811652,2506.0,2015-2019
"Census Tract 4914, Cook County, Illinois",0.10611510791366907,0.14178657074340528,0.23111510791366907,17,31,491400,0.05575539568345324,0.02787769784172662,3336.0,2015-2019
"Census Tract 5502, Cook County, Illinois",0.07469512195121951,0.24352134146341464,0.24085365853658536,17,31,550200,0.07850609756097561,0.04725609756097561,2624.0,2015-2019
"Census Tract 8274, Cook County, Illinois",0.1131566028473245,0.26755031909671084,0.25699558173784975,17,31,827400,0.022582228767795778,0.008100147275405008,4074.0,2015-2019
"Census Tract 308, Cook County, Illinois",0.046054209642600145,0.08107459822499401,0.07507795634444711,17,31,30800,0.25185895898296956,0.38762293115855123,4169.0,2015-2019
"Census Tract 505, Cook County, Illinois",0.019445383834967873,0.03922894825836997,0.0566452485627325,17,31,50500,0.2935407507609063,0.2549881636794048,5914.0,2015-2019
"Census Tract 6304, Cook County, Illinois",0.17824110362125725,0.24517949521868632,0.12666562157077912,17,31,630400,0.01191409311804358,0.0023514657469822856,6379.0,2015-2019
"Census Tract 6703, Cook County, Illinois",0.12143514259429623,0.25206991720331184,0.22355105795768168,17,31,670300,0.08831646734130635,0.02483900643974241,1087.0,2015-2019
"Census Tract 6810, Cook County, Illinois",0.15932688865019692,0.19942713927676334,0.21983530254206946,17,31,681000,0.03616183315431436,0.013247404224847834,2793.0,2015-2019
"Census Tract 7102, Cook County, Illinois",0.12618223760092273,0.2029988465974625,0.2615916955017301,17,31,710200,0.05836216839677047,0.018685121107266434,4335.0,2015-2019
"Census Tract 7703, Cook County, Illinois",0.0573367995378394,0.20696129404968228,0.2634315424610052,17,31,770300,0.14991334488734837,0.07856730213749277,6924.0,2015-2019
"Census Tract 8030.07, Cook County, Illinois",0.037482175595844366,0.12018741087797923,0.1540028519046649,17,31,803007,0.27419026278264413,0.18476268079038502,4909.0,2015-2019
"Census Tract 8164.02, Cook County, Illinois",0.19040902679830748,0.2063939821344617,0.1530324400564175,17,31,816402,0.04278326281147156,0.020686412787964268,4254.0,2015-2019
"Census Tract 3514, Cook County, Illinois",0.09505703422053231,0.11787072243346007,0.18739815317762085,17,31,351400,0.09560021727322107,0.052145573058120585,1841.0,2015-2019
"Census Tract 4212, Cook County, Illinois",0.1172291296625222,0.2291296625222025,0.2353463587921847,17,31,421200,0.050621669626998225,0.041740674955595025,1126.0,2015-2019
"Census Tract 4912, Cook County, Illinois",0.05178663904712584,0.20818228896944588,0.28223718280683585,17,31,491200,0.08337648886587261,0.07146556188503367,1931.0,2015-2019
"Census Tract 8054.01, Cook County, Illinois",0.10781532112458087,0.22311065256641732,0.20892442610265669,17,31,805401,0.1777147278823833,0.06860974980655146,3877.0,2015-2019
"Census Tract 3501, Cook County, Illinois",0.0028782894736842104,0.054276315789473686,0.1455592105263158,17,31,350100,0.24753289473684212,0.3671875,2432.0,2015-2019
"Census Tract 627, Cook County, Illinois",0.03755868544600939,0.018443997317236754,0.07880617035546612,17,31,62700,0.3024815560026828,0.23809523809523808,2982.0,2015-2019
"Census Tract 8036.06, Cook County, Illinois",0.25065588106689984,0.135002186270223,0.11565369479667686,17,31,803606,0.08264101442938347,0.023174464363795364,9148.0,2015-2019
"Census Tract 8016.05, Cook County, Illinois",0.024310595065312045,0.03864296081277213,0.11629172714078374,17,31,801605,0.2984397677793904,0.2681422351233672,5512.0,2015-2019
"Census Tract 6707, Cook County, Illinois",0.08086253369272237,0.3216531895777179,0.1949685534591195,17,31,670700,0.008984725965858042,0.0008984725965858042,1113.0,2015-2019
"Census Tract 8066, Cook County, Illinois",0.07427280429257271,0.1801750917819825,0.2439988703756001,17,31,806600,0.11324484608867552,0.08133295679186671,3541.0,2015-2019
"Census Tract 8201.01, Cook County, Illinois",0.029916897506925208,0.09390581717451524,0.16620498614958448,17,31,820101,0.26329639889196677,0.20789473684210527,7220.0,2015-2019
"Census Tract 8214.02, Cook County, Illinois",0.04979946524064171,0.2827540106951872,0.3669786096256685,17,31,821402,0.08088235294117647,0.03676470588235294,2992.0,2015-2019
"Census Tract 8221.01, Cook County, Illinois",0.08308192155952657,0.17776746344859595,0.25597586446971454,17,31,822101,0.1404038059874681,0.0531445811093061,4309.0,2015-2019
"Census Tract 8231.02, Cook County, Illinois",0.07720178372352285,0.19175027870680045,0.28734671125975475,17,31,823102,0.06884057971014493,0.049609810479375696,3588.0,2015-2019
"Census Tract 8233.04, Cook County, Illinois",0.06612796833773087,0.22641820580474933,0.2320250659630607,17,31,823304,0.09861477572559367,0.05112137203166227,6064.0,2015-2019
"Census Tract 8245.07, Cook County, Illinois",0.06116060679027209,0.19503973031543462,0.28533590175776546,17,31,824507,0.11365278112208042,0.04839874789308933,4153.0,2015-2019
"Census Tract 8248, Cook County, Illinois",0.14134590874330868,0.14223808309966862,0.1661993372419067,17,31,824800,0.0763446342085139,0.017588580168238593,7846.0,2015-2019
"Census Tract 8249, Cook County, Illinois",0.098379970544919,0.17790868924889544,0.24830633284241532,17,31,824900,0.08600883652430044,0.024742268041237112,3395.0,2015-2019
"Census Tract 8254, Cook County, Illinois",0.03378250142342001,0.210476371227937,0.27177832605807556,17,31,825400,0.13038527234769406,0.08350730688935282,5269.0,2015-2019
"Census Tract 8255.01, Cook County, Illinois",0.03430501244223249,0.2582651972982581,0.25008887308922856,17,31,825501,0.09118378954852471,0.04496978314966228,5626.0,2015-2019
