NAME,B08119_002E,B08119_003E,B08119_004E,B08119_005E,B08119_006E,B08119_007E,B08119_008E,B08119_009E,state,county,tract
"Census Tract 302, Cook County, Illinois",272.0,318.0,350.0,820.0,623.0,430.0,87.0,564.0,17,031,030200
"Census Tract 303, Cook County, Illinois",238.0,200.0,220.0,250.0,270.0,115.0,67.0,186.0,17,031,030300
"Census Tract 304, Cook County, Illinois",99.0,77.0,74.0,256.0,298.0,211.0,95.0,276.0,17,031,030400
"Census Tract 305, Cook County, Illinois",428.0,240.0,613.0,525.0,606.0,618.0,270.0,731.0,17,031,030500
"Census Tract 306, Cook County, Illinois",452.0,234.0,1156.0,761.0,1006.0,764.0,157.0,670.0,17,031,030600
"Census Tract 307, Cook County, Illinois",400.0,219.0,677.0,747.0,786.0,901.0,388.0,865.0,17,031,030700
"Census Tract 308, Cook County, Illinois",177.0,92.0,203.0,244.0,393.0,486.0,269.0,943.0,17,031,030800
"Census Tract 309, Cook County, Illinois",298.0,102.0,230.0,176.0,383.0,199.0,248.0,316.0,17,031,030900
"Census Tract 310, Cook County, Illinois",569.0,150.0,378.0,349.0,296.0,284.0,94.0,507.0,17,031,031000
"Census Tract 311, Cook County, Illinois",247.0,394.0,591.0,319.0,440.0,318.0,117.0,462.0,17,031,031100
"Census Tract 312, Cook County, Illinois",499.0,256.0,583.0,258.0,334.0,224.0,60.0,330.0,17,031,031200
"Census Tract 313, Cook County, Illinois",216.0,188.0,533.0,741.0,575.0,562.0,180.0,488.0,17,031,031300
"Census Tract 314, Cook County, Illinois",190.0,45.0,236.0,291.0,687.0,677.0,306.0,1107.0,17,031,031400
"Census Tract 315, Cook County, Illinois",725.0,872.0,922.0,454.0,675.0,204.0,220.0,609.0,17,031,031500
"Census Tract 316, Cook County, Illinois",93.0,130.0,160.0,141.0,148.0,106.0,33.0,298.0,17,031,031600
"Census Tract 317, Cook County, Illinois",499.0,280.0,522.0,481.0,661.0,565.0,388.0,808.0,17,031,031700
"Census Tract 318, Cook County, Illinois",47.0,113.0,142.0,47.0,195.0,165.0,122.0,375.0,17,031,031800
"Census Tract 319, Cook County, Illinois",104.0,80.0,210.0,179.0,277.0,282.0,43.0,511.0,17,031,031900
"Census Tract 320, Cook County, Illinois",8.0,12.0,78.0,44.0,121.0,122.0,69.0,160.0,17,031,032000
"Census Tract 321, Cook County, Illinois",488.0,215.0,669.0,587.0,665.0,587.0,355.0,958.0,17,031,032100
"Census Tract 401, Cook County, Illinois",201.0,108.0,191.0,345.0,529.0,274.0,230.0,577.0,17,031,040100
"Census Tract 402, Cook County, Illinois",1146.0,789.0,1183.0,1067.0,1147.0,851.0,495.0,490.0,17,031,040200
"Census Tract 403, Cook County, Illinois",128.0,146.0,225.0,148.0,95.0,150.0,70.0,272.0,17,031,040300
"Census Tract 404, Cook County, Illinois",661.0,596.0,533.0,636.0,932.0,669.0,157.0,1254.0,17,031,040400
"Census Tract 405, Cook County, Illinois",24.0,44.0,127.0,86.0,221.0,184.0,64.0,120.0,17,031,040500
"Census Tract 406, Cook County, Illinois",171.0,91.0,264.0,206.0,291.0,251.0,64.0,458.0,17,031,040600
"Census Tract 407, Cook County, Illinois",254.0,73.0,295.0,296.0,365.0,369.0,246.0,293.0,17,031,040700
"Census Tract 408, Cook County, Illinois",76.0,78.0,54.0,199.0,243.0,81.0,134.0,99.0,17,031,040800
"Census Tract 409, Cook County, Illinois",105.0,56.0,283.0,123.0,289.0,115.0,52.0,302.0,17,031,040900
"Census Tract 410, Cook County, Illinois",64.0,86.0,140.0,142.0,293.0,144.0,61.0,89.0,17,031,041000
"Census Tract 501, Cook County, Illinois",35.0,71.0,162.0,247.0,331.0,170.0,42.0,453.0,17,031,050100
"Census Tract 502, Cook County, Illinois",304.0,98.0,410.0,358.0,410.0,411.0,175.0,773.0,17,031,050200
"Census Tract 503, Cook County, Illinois",116.0,13.0,74.0,142.0,316.0,175.0,143.0,431.0,17,031,050300
"Census Tract 504, Cook County, Illinois",28.0,40.0,93.0,8.0,116.0,59.0,23.0,112.0,17,031,050400
"Census Tract 505, Cook County, Illinois",258.0,120.0,318.0,261.0,488.0,504.0,267.0,1092.0,17,031,050500
"Census Tract 506, Cook County, Illinois",55.0,114.0,162.0,147.0,206.0,491.0,43.0,396.0,17,031,050600
"Census Tract 507, Cook County, Illinois",19.0,32.0,136.0,93.0,208.0,207.0,125.0,466.0,17,031,050700
"Census Tract 508, Cook County, Illinois",36.0,85.0,41.0,147.0,73.0,96.0,90.0,261.0,17,031,050800
"Census Tract 509, Cook County, Illinois",68.0,62.0,64.0,62.0,141.0,125.0,68.0,318.0,17,031,050900
"Census Tract 510, Cook County, Illinois",55.0,104.0,198.0,80.0,291.0,68.0,48.0,158.0,17,031,051000
"Census Tract 511, Cook County, Illinois",85.0,41.0,162.0,175.0,148.0,138.0,56.0,299.0,17,031,051100
"Census Tract 512, Cook County, Illinois",72.0,62.0,80.0,267.0,218.0,109.0,72.0,347.0,17,031,051200
"Census Tract 513, Cook County, Illinois",63.0,37.0,28.0,180.0,272.0,271.0,217.0,862.0,17,031,051300
"Census Tract 514, Cook County, Illinois",43.0,50.0,171.0,240.0,206.0,158.0,88.0,377.0,17,031,051400
"Census Tract 515, Cook County, Illinois",16.0,23.0,52.0,133.0,181.0,264.0,41.0,125.0,17,031,051500
"Census Tract 601, Cook County, Illinois",72.0,23.0,163.0,213.0,348.0,254.0,110.0,723.0,17,031,060100
"Census Tract 602, Cook County, Illinois",137.0,137.0,113.0,184.0,305.0,220.0,112.0,311.0,17,031,060200
"Census Tract 603, Cook County, Illinois",59.0,12.0,67.0,167.0,370.0,295.0,196.0,929.0,17,031,060300
"Census Tract 604, Cook County, Illinois",165.0,69.0,224.0,247.0,400.0,345.0,102.0,818.0,17,031,060400
"Census Tract 605, Cook County, Illinois",17.0,7.0,59.0,80.0,72.0,95.0,17.0,296.0,17,031,060500
"Census Tract 606, Cook County, Illinois",151.0,45.0,32.0,43.0,32.0,169.0,23.0,279.0,17,031,060600
"Census Tract 607, Cook County, Illinois",178.0,53.0,288.0,318.0,249.0,225.0,84.0,289.0,17,031,060700
"Census Tract 608, Cook County, Illinois",115.0,123.0,429.0,258.0,729.0,529.0,436.0,638.0,17,031,060800
"Census Tract 609, Cook County, Illinois",345.0,159.0,314.0,509.0,1038.0,733.0,421.0,1332.0,17,031,060900
"Census Tract 610, Cook County, Illinois",95.0,16.0,98.0,108.0,361.0,155.0,64.0,406.0,17,031,061000
"Census Tract 611, Cook County, Illinois",127.0,96.0,147.0,166.0,121.0,138.0,134.0,152.0,17,031,061100
"Census Tract 612, Cook County, Illinois",58.0,75.0,96.0,223.0,243.0,303.0,61.0,450.0,17,031,061200
"Census Tract 613, Cook County, Illinois",33.0,0.0,91.0,78.0,211.0,165.0,40.0,338.0,17,031,061300
"Census Tract 614, Cook County, Illinois",41.0,13.0,62.0,104.0,163.0,116.0,175.0,309.0,17,031,061400
"Census Tract 615, Cook County, Illinois",50.0,9.0,114.0,107.0,448.0,371.0,106.0,429.0,17,031,061500
"Census Tract 616, Cook County, Illinois",31.0,27.0,23.0,139.0,73.0,93.0,56.0,117.0,17,031,061600
"Census Tract 617, Cook County, Illinois",61.0,47.0,90.0,107.0,245.0,238.0,43.0,275.0,17,031,061700
"Census Tract 618, Cook County, Illinois",35.0,0.0,160.0,50.0,163.0,161.0,17.0,112.0,17,031,061800
"Census Tract 619, Cook County, Illinois",475.0,235.0,439.0,508.0,1008.0,877.0,476.0,1574.0,17,031,061900
"Census Tract 620, Cook County, Illinois",140.0,27.0,86.0,329.0,635.0,237.0,147.0,500.0,17,031,062000
"Census Tract 621, Cook County, Illinois",312.0,165.0,320.0,278.0,330.0,198.0,91.0,727.0,17,031,062100
"Census Tract 622, Cook County, Illinois",161.0,32.0,170.0,347.0,438.0,442.0,253.0,681.0,17,031,062200
"Census Tract 623, Cook County, Illinois",9.0,43.0,80.0,44.0,231.0,108.0,187.0,403.0,17,031,062300
"Census Tract 624, Cook County, Illinois",114.0,39.0,146.0,182.0,100.0,126.0,78.0,447.0,17,031,062400
"Census Tract 625, Cook County, Illinois",67.0,21.0,143.0,25.0,142.0,187.0,88.0,340.0,17,031,062500
"Census Tract 626, Cook County, Illinois",109.0,66.0,153.0,221.0,220.0,28.0,64.0,593.0,17,031,062600
"Census Tract 627, Cook County, Illinois",145.0,19.0,62.0,79.0,293.0,346.0,112.0,712.0,17,031,062700
"Census Tract 628, Cook County, Illinois",207.0,76.0,237.0,265.0,455.0,316.0,90.0,865.0,17,031,062800
"Census Tract 629, Cook County, Illinois",306.0,54.0,144.0,335.0,438.0,426.0,85.0,1233.0,17,031,062900
"Census Tract 630, Cook County, Illinois",310.0,47.0,256.0,270.0,582.0,428.0,94.0,838.0,17,031,063000
"Census Tract 631, Cook County, Illinois",245.0,39.0,264.0,86.0,271.0,222.0,183.0,460.0,17,031,063100
"Census Tract 632, Cook County, Illinois",437.0,192.0,347.0,581.0,779.0,552.0,329.0,1039.0,17,031,063200
"Census Tract 633, Cook County, Illinois",267.0,247.0,374.0,782.0,1261.0,858.0,287.0,1401.0,17,031,063300
"Census Tract 634, Cook County, Illinois",204.0,43.0,168.0,137.0,251.0,148.0,59.0,529.0,17,031,063400
"Census Tract 701, Cook County, Illinois",194.0,89.0,517.0,574.0,1224.0,1101.0,554.0,1579.0,17,031,070100
"Census Tract 702, Cook County, Illinois",225.0,74.0,183.0,335.0,495.0,584.0,175.0,759.0,17,031,070200
"Census Tract 703, Cook County, Illinois",261.0,55.0,156.0,227.0,389.0,531.0,213.0,649.0,17,031,070300
"Census Tract 704, Cook County, Illinois",205.0,104.0,54.0,123.0,249.0,255.0,139.0,931.0,17,031,070400
"Census Tract 705, Cook County, Illinois",91.0,44.0,167.0,208.0,311.0,192.0,137.0,729.0,17,031,070500
"Census Tract 706, Cook County, Illinois",67.0,79.0,126.0,121.0,142.0,348.0,79.0,937.0,17,031,070600
"Census Tract 707, Cook County, Illinois",122.0,63.0,136.0,181.0,278.0,150.0,78.0,716.0,17,031,070700
"Census Tract 708, Cook County, Illinois",115.0,57.0,65.0,84.0,78.0,54.0,57.0,116.0,17,031,070800
"Census Tract 709, Cook County, Illinois",169.0,69.0,162.0,75.0,75.0,72.0,60.0,604.0,17,031,070900
"Census Tract 710, Cook County, Illinois",1563.0,70.0,73.0,102.0,578.0,173.0,151.0,673.0,17,031,071000
"Census Tract 711, Cook County, Illinois",321.0,119.0,32.0,132.0,156.0,156.0,61.0,519.0,17,031,071100
"Census Tract 712, Cook County, Illinois",90.0,33.0,51.0,96.0,189.0,108.0,196.0,571.0,17,031,071200
"Census Tract 713, Cook County, Illinois",125.0,137.0,150.0,140.0,253.0,530.0,189.0,1044.0,17,031,071300
"Census Tract 714, Cook County, Illinois",152.0,126.0,157.0,315.0,736.0,496.0,160.0,1038.0,17,031,071400
"Census Tract 715, Cook County, Illinois",242.0,98.0,167.0,321.0,499.0,672.0,368.0,1639.0,17,031,071500
"Census Tract 716, Cook County, Illinois",50.0,27.0,84.0,107.0,137.0,100.0,72.0,639.0,17,031,071600
"Census Tract 717, Cook County, Illinois",126.0,46.0,27.0,32.0,181.0,126.0,50.0,546.0,17,031,071700
"Census Tract 718, Cook County, Illinois",166.0,81.0,143.0,186.0,109.0,158.0,68.0,752.0,17,031,071800
"Census Tract 719, Cook County, Illinois",69.0,27.0,54.0,90.0,329.0,176.0,179.0,1371.0,17,031,071900
"Census Tract 720, Cook County, Illinois",54.0,38.0,33.0,40.0,75.0,101.0,46.0,292.0,17,031,072000
"Census Tract 801, Cook County, Illinois",279.0,127.0,143.0,332.0,370.0,526.0,281.0,1724.0,17,031,080100
"Census Tract 802, Cook County, Illinois",263.0,239.0,285.0,485.0,643.0,534.0,416.0,1895.0,17,031,080200
"Census Tract 803, Cook County, Illinois",123.0,93.0,258.0,225.0,388.0,524.0,267.0,1636.0,17,031,080300
"Census Tract 804, Cook County, Illinois",303.0,136.0,145.0,175.0,180.0,331.0,174.0,446.0,17,031,080400
"Census Tract 805, Cook County, Illinois",87.0,48.0,55.0,98.0,106.0,54.0,26.0,81.0,17,031,080500
"Census Tract 806, Cook County, Illinois",0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,17,031,080600
"Census Tract 807, Cook County, Illinois",58.0,57.0,30.0,99.0,76.0,77.0,38.0,356.0,17,031,080700
"Census Tract 808, Cook County, Illinois",90.0,24.0,92.0,0.0,79.0,0.0,0.0,11.0,17,031,080800
"Census Tract 809, Cook County, Illinois",51.0,63.0,28.0,34.0,125.0,13.0,10.0,15.0,17,031,080900
"Census Tract 810, Cook County, Illinois",1181.0,367.0,381.0,468.0,658.0,595.0,155.0,1088.0,17,031,081000
"Census Tract 811, Cook County, Illinois",153.0,59.0,114.0,157.0,380.0,385.0,153.0,741.0,17,031,081100
"Census Tract 812, Cook County, Illinois",258.0,147.0,201.0,279.0,701.0,433.0,242.0,1694.0,17,031,081200
"Census Tract 813, Cook County, Illinois",172.0,47.0,85.0,318.0,304.0,619.0,157.0,1536.0,17,031,081300
"Census Tract 814, Cook County, Illinois",331.0,254.0,304.0,502.0,665.0,907.0,286.0,3161.0,17,031,081400
"Census Tract 815, Cook County, Illinois",89.0,41.0,118.0,205.0,285.0,327.0,277.0,1406.0,17,031,081500
"Census Tract 816, Cook County, Illinois",151.0,84.0,81.0,210.0,286.0,304.0,168.0,1299.0,17,031,081600
"Census Tract 817, Cook County, Illinois",61.0,50.0,230.0,116.0,363.0,126.0,209.0,778.0,17,031,081700
"Census Tract 818, Cook County, Illinois",122.0,143.0,136.0,238.0,452.0,625.0,479.0,2342.0,17,031,081800
"Census Tract 819, Cook County, Illinois",23.0,33.0,64.0,11.0,15.0,64.0,31.0,169.0,17,031,081900
"Census Tract 901, Cook County, Illinois",144.0,123.0,130.0,145.0,215.0,405.0,95.0,537.0,17,031,090100
"Census Tract 902, Cook County, Illinois",246.0,255.0,237.0,254.0,701.0,493.0,359.0,921.0,17,031,090200
"Census Tract 903, Cook County, Illinois",96.0,13.0,109.0,104.0,181.0,165.0,61.0,227.0,17,031,090300
"Census Tract 1001, Cook County, Illinois",405.0,212.0,382.0,663.0,532.0,374.0,258.0,456.0,17,031,100100
"Census Tract 1002, Cook County, Illinois",256.0,540.0,439.0,277.0,632.0,559.0,323.0,760.0,17,031,100200
"Census Tract 1003, Cook County, Illinois",368.0,73.0,243.0,400.0,485.0,386.0,250.0,664.0,17,031,100300
"Census Tract 1004, Cook County, Illinois",177.0,64.0,90.0,188.0,263.0,180.0,102.0,546.0,17,031,100400
"Census Tract 1005, Cook County, Illinois",379.0,164.0,413.0,340.0,587.0,505.0,287.0,587.0,17,031,100500
"Census Tract 1006, Cook County, Illinois",271.0,104.0,267.0,336.0,373.0,437.0,203.0,327.0,17,031,100600
"Census Tract 1007, Cook County, Illinois",133.0,149.0,302.0,388.0,294.0,326.0,157.0,490.0,17,031,100700
"Census Tract 1101, Cook County, Illinois",291.0,131.0,406.0,491.0,533.0,349.0,187.0,312.0,17,031,110100
"Census Tract 1102, Cook County, Illinois",184.0,94.0,144.0,76.0,365.0,183.0,108.0,212.0,17,031,110200
"Census Tract 1103, Cook County, Illinois",466.0,183.0,326.0,373.0,613.0,497.0,194.0,227.0,17,031,110300
"Census Tract 1104, Cook County, Illinois",269.0,183.0,442.0,269.0,527.0,404.0,126.0,302.0,17,031,110400
"Census Tract 1105, Cook County, Illinois",469.0,315.0,791.0,880.0,625.0,710.0,260.0,520.0,17,031,110500
"Census Tract 1201, Cook County, Illinois",178.0,19.0,185.0,187.0,252.0,272.0,201.0,714.0,17,031,120100
"Census Tract 1202, Cook County, Illinois",177.0,122.0,95.0,239.0,164.0,321.0,269.0,788.0,17,031,120200
"Census Tract 1203, Cook County, Illinois",301.0,122.0,105.0,297.0,368.0,309.0,293.0,1101.0,17,031,120300
"Census Tract 1204, Cook County, Illinois",266.0,139.0,228.0,320.0,496.0,177.0,93.0,241.0,17,031,120400
"Census Tract 1301, Cook County, Illinois",346.0,105.0,333.0,167.0,316.0,157.0,77.0,295.0,17,031,130100
"Census Tract 1302, Cook County, Illinois",19.0,14.0,55.0,174.0,198.0,94.0,60.0,196.0,17,031,130200
"Census Tract 1303, Cook County, Illinois",266.0,161.0,438.0,290.0,632.0,278.0,86.0,300.0,17,031,130300
"Census Tract 1304, Cook County, Illinois",21.0,0.0,39.0,42.0,9.0,9.0,0.0,0.0,17,031,130400
"Census Tract 1305, Cook County, Illinois",585.0,173.0,600.0,473.0,512.0,285.0,155.0,385.0,17,031,130500
"Census Tract 1401, Cook County, Illinois",383.0,285.0,441.0,114.0,122.0,125.0,27.0,113.0,17,031,140100
"Census Tract 1402, Cook County, Illinois",650.0,458.0,939.0,364.0,274.0,182.0,117.0,234.0,17,031,140200
"Census Tract 1403, Cook County, Illinois",477.0,316.0,808.0,702.0,573.0,453.0,39.0,282.0,17,031,140300
"Census Tract 1404, Cook County, Illinois",338.0,557.0,551.0,474.0,464.0,277.0,215.0,331.0,17,031,140400
"Census Tract 1405, Cook County, Illinois",251.0,253.0,469.0,122.0,352.0,93.0,98.0,143.0,17,031,140500
"Census Tract 1406, Cook County, Illinois",521.0,488.0,712.0,758.0,645.0,259.0,156.0,171.0,17,031,140600
"Census Tract 1407, Cook County, Illinois",881.0,486.0,1078.0,635.0,720.0,280.0,71.0,236.0,17,031,140700
"Census Tract 1408, Cook County, Illinois",446.0,529.0,996.0,455.0,563.0,352.0,112.0,704.0,17,031,140800
"Census Tract 1501, Cook County, Illinois",28.0,26.0,12.0,79.0,61.0,67.0,0.0,28.0,17,031,150100
"Census Tract 1502, Cook County, Illinois",577.0,266.0,847.0,825.0,635.0,438.0,299.0,363.0,17,031,150200
"Census Tract 1503, Cook County, Illinois",317.0,299.0,492.0,535.0,500.0,512.0,230.0,558.0,17,031,150300
"Census Tract 1504, Cook County, Illinois",368.0,243.0,904.0,684.0,1119.0,619.0,290.0,541.0,17,031,150400
"Census Tract 1505, Cook County, Illinois",439.0,375.0,820.0,985.0,710.0,424.0,226.0,444.0,17,031,150500
"Census Tract 1506, Cook County, Illinois",187.0,131.0,343.0,236.0,229.0,141.0,188.0,179.0,17,031,150600
"Census Tract 1507, Cook County, Illinois",183.0,261.0,277.0,501.0,420.0,257.0,122.0,168.0,17,031,150700
"Census Tract 1508, Cook County, Illinois",470.0,318.0,317.0,605.0,482.0,424.0,108.0,184.0,17,031,150800
"Census Tract 1509, Cook County, Illinois",94.0,65.0,160.0,177.0,94.0,85.0,119.0,270.0,17,031,150900
"Census Tract 1510, Cook County, Illinois",635.0,546.0,826.0,660.0,624.0,458.0,141.0,223.0,17,031,151000
"Census Tract 1511, Cook County, Illinois",309.0,161.0,361.0,361.0,368.0,188.0,118.0,164.0,17,031,151100
"Census Tract 1512, Cook County, Illinois",177.0,175.0,269.0,393.0,454.0,228.0,52.0,95.0,17,031,151200
"Census Tract 1601, Cook County, Illinois",172.0,132.0,214.0,143.0,143.0,208.0,37.0,192.0,17,031,160100
"Census Tract 1602, Cook County, Illinois",133.0,32.0,164.0,417.0,355.0,356.0,136.0,318.0,17,031,160200
"Census Tract 1603, Cook County, Illinois",284.0,295.0,503.0,387.0,505.0,324.0,55.0,138.0,17,031,160300
"Census Tract 1604, Cook County, Illinois",299.0,303.0,558.0,395.0,523.0,411.0,148.0,261.0,17,031,160400
"Census Tract 1605, Cook County, Illinois",529.0,899.0,767.0,956.0,468.0,281.0,187.0,187.0,17,031,160500
"Census Tract 1606, Cook County, Illinois",283.0,395.0,440.0,479.0,876.0,452.0,153.0,511.0,17,031,160600
"Census Tract 1607, Cook County, Illinois",236.0,148.0,594.0,447.0,707.0,432.0,326.0,459.0,17,031,160700
"Census Tract 8036.03, Cook County, Illinois",240.0,135.0,322.0,205.0,359.0,280.0,186.0,1512.0,17,031,803603
"Census Tract 8036.04, Cook County, Illinois",294.0,118.0,230.0,332.0,438.0,341.0,145.0,566.0,17,031,803604
"Census Tract 8036.05, Cook County, Illinois",391.0,158.0,303.0,387.0,389.0,412.0,302.0,924.0,17,031,803605
"Census Tract 8036.06, Cook County, Illinois",352.0,413.0,728.0,797.0,717.0,216.0,71.0,215.0,17,031,803606
"Census Tract 8036.07, Cook County, Illinois",358.0,118.0,215.0,299.0,420.0,431.0,234.0,600.0,17,031,803607
"Census Tract 8036.08, Cook County, Illinois",274.0,125.0,323.0,325.0,708.0,344.0,304.0,1198.0,17,031,803608
"Census Tract 8036.09, Cook County, Illinois",467.0,653.0,1225.0,851.0,855.0,483.0,367.0,506.0,17,031,803609
"Census Tract 8036.10, Cook County, Illinois",388.0,454.0,213.0,441.0,836.0,523.0,278.0,1089.0,17,031,803610
"Census Tract 8037, Cook County, Illinois",389.0,224.0,348.0,485.0,588.0,669.0,319.0,1344.0,17,031,803700
"Census Tract 8038, Cook County, Illinois",309.0,124.0,249.0,308.0,402.0,277.0,168.0,596.0,17,031,803800
"Census Tract 8039.01, Cook County, Illinois",87.0,64.0,180.0,256.0,318.0,399.0,103.0,389.0,17,031,803901
"Census Tract 8039.02, Cook County, Illinois",338.0,180.0,311.0,265.0,204.0,348.0,100.0,220.0,17,031,803902
"Census Tract 8040, Cook County, Illinois",247.0,120.0,235.0,285.0,425.0,349.0,148.0,231.0,17,031,804000
"Census Tract 8041.02, Cook County, Illinois",403.0,82.0,251.0,220.0,171.0,316.0,154.0,1516.0,17,031,804102
"Census Tract 8041.04, Cook County, Illinois",427.0,143.0,215.0,295.0,457.0,431.0,149.0,893.0,17,031,804104
"Census Tract 8041.05, Cook County, Illinois",319.0,129.0,278.0,226.0,424.0,370.0,162.0,818.0,17,031,804105
"Census Tract 8041.06, Cook County, Illinois",520.0,77.0,221.0,260.0,600.0,368.0,231.0,1248.0,17,031,804106
"Census Tract 8041.07, Cook County, Illinois",263.0,172.0,387.0,440.0,648.0,552.0,370.0,809.0,17,031,804107
"Census Tract 8042.01, Cook County, Illinois",351.0,23.0,185.0,206.0,255.0,275.0,182.0,1791.0,17,031,804201
"Census Tract 8042.02, Cook County, Illinois",316.0,192.0,324.0,255.0,439.0,557.0,466.0,1241.0,17,031,804202
"Census Tract 8043.04, Cook County, Illinois",705.0,309.0,874.0,858.0,808.0,1090.0,591.0,1729.0,17,031,804304
"Census Tract 8043.05, Cook County, Illinois",297.0,302.0,667.0,501.0,988.0,540.0,199.0,401.0,17,031,804305
"Census Tract 8043.06, Cook County, Illinois",442.0,284.0,451.0,378.0,384.0,236.0,105.0,153.0,17,031,804306
"Census Tract 8043.07, Cook County, Illinois",351.0,278.0,538.0,885.0,849.0,603.0,359.0,335.0,17,031,804307
"Census Tract 8044.01, Cook County, Illinois",371.0,226.0,711.0,733.0,894.0,395.0,114.0,420.0,17,031,804401
"Census Tract 8044.02, Cook County, Illinois",453.0,419.0,873.0,907.0,1114.0,667.0,335.0,751.0,17,031,804402
"Census Tract 8045.01, Cook County, Illinois",737.0,402.0,542.0,917.0,1024.0,1378.0,609.0,1983.0,17,031,804501
"Census Tract 8045.03, Cook County, Illinois",558.0,459.0,572.0,762.0,512.0,506.0,185.0,258.0,17,031,804503
"Census Tract 8045.04, Cook County, Illinois",525.0,369.0,1327.0,585.0,519.0,293.0,39.0,178.0,17,031,804504
"Census Tract 8045.05, Cook County, Illinois",192.0,182.0,154.0,300.0,357.0,296.0,98.0,332.0,17,031,804505
"Census Tract 8046.03, Cook County, Illinois",189.0,172.0,475.0,403.0,565.0,348.0,244.0,689.0,17,031,804603
"Census Tract 8046.04, Cook County, Illinois",303.0,235.0,537.0,784.0,1014.0,686.0,297.0,1463.0,17,031,804604
"Census Tract 8046.05, Cook County, Illinois",271.0,150.0,334.0,278.0,747.0,625.0,151.0,907.0,17,031,804605
"Census Tract 8046.06, Cook County, Illinois",520.0,231.0,254.0,497.0,638.0,628.0,342.0,1007.0,17,031,804606
"Census Tract 8046.07, Cook County, Illinois",360.0,352.0,465.0,799.0,693.0,478.0,310.0,757.0,17,031,804607
"Census Tract 8047.01, Cook County, Illinois",220.0,190.0,286.0,634.0,555.0,611.0,129.0,438.0,17,031,804701
"Census Tract 8047.05, Cook County, Illinois",260.0,56.0,370.0,316.0,419.0,414.0,254.0,444.0,17,031,804705
"Census Tract 8047.06, Cook County, Illinois",164.0,77.0,169.0,137.0,170.0,152.0,103.0,257.0,17,031,804706
"Census Tract 8047.07, Cook County, Illinois",258.0,365.0,447.0,867.0,899.0,841.0,358.0,680.0,17,031,804707
"Census Tract 8047.08, Cook County, Illinois",410.0,306.0,904.0,533.0,971.0,599.0,341.0,852.0,17,031,804708
"Census Tract 8047.09, Cook County, Illinois",536.0,281.0,455.0,798.0,681.0,569.0,147.0,324.0,17,031,804709
"Census Tract 8047.10, Cook County, Illinois",350.0,58.0,292.0,262.0,625.0,371.0,159.0,284.0,17,031,804710
"Census Tract 8047.11, Cook County, Illinois",358.0,235.0,484.0,655.0,626.0,717.0,232.0,505.0,17,031,804711
"Census Tract 8047.12, Cook County, Illinois",529.0,104.0,398.0,293.0,458.0,366.0,213.0,800.0,17,031,804712
"Census Tract 8048.03, Cook County, Illinois",300.0,122.0,495.0,363.0,470.0,242.0,185.0,802.0,17,031,804803
"Census Tract 8048.04, Cook County, Illinois",475.0,171.0,392.0,341.0,743.0,550.0,276.0,368.0,17,031,804804
"Census Tract 8048.05, Cook County, Illinois",478.0,229.0,435.0,558.0,524.0,474.0,228.0,676.0,17,031,804805
"Census Tract 8048.06, Cook County, Illinois",206.0,99.0,343.0,224.0,273.0,259.0,79.0,152.0,17,031,804806
"Census Tract 8048.07, Cook County, Illinois",379.0,116.0,344.0,382.0,445.0,476.0,205.0,370.0,17,031,804807
"Census Tract 8048.08, Cook County, Illinois",194.0,21.0,145.0,129.0,294.0,186.0,63.0,331.0,17,031,804808
"Census Tract 8048.09, Cook County, Illinois",288.0,217.0,231.0,223.0,300.0,286.0,194.0,586.0,17,031,804809
"Census Tract 8048.10, Cook County, Illinois",525.0,392.0,363.0,443.0,544.0,455.0,194.0,765.0,17,031,804810
"Census Tract 8049.01, Cook County, Illinois",292.0,97.0,225.0,306.0,447.0,439.0,174.0,828.0,17,031,804901
"Census Tract 8049.02, Cook County, Illinois",260.0,147.0,221.0,265.0,302.0,432.0,260.0,666.0,17,031,804902
"Census Tract 8050.01, Cook County, Illinois",185.0,97.0,199.0,284.0,206.0,230.0,151.0,628.0,17,031,805001
"Census Tract 8050.02, Cook County, Illinois",315.0,273.0,694.0,559.0,323.0,459.0,326.0,375.0,17,031,805002
"Census Tract 8051.05, Cook County, Illinois",358.0,333.0,721.0,603.0,689.0,311.0,271.0,327.0,17,031,805105
"Census Tract 8051.06, Cook County, Illinois",164.0,56.0,103.0,164.0,259.0,136.0,54.0,290.0,17,031,805106
"Census Tract 8051.07, Cook County, Illinois",176.0,424.0,662.0,467.0,551.0,483.0,160.0,356.0,17,031,805107
"Census Tract 8051.08, Cook County, Illinois",294.0,404.0,887.0,590.0,729.0,407.0,108.0,283.0,17,031,805108
"Census Tract 8051.09, Cook County, Illinois",303.0,67.0,251.0,132.0,311.0,254.0,105.0,492.0,17,031,805109
"Census Tract 8051.10, Cook County, Illinois",131.0,137.0,241.0,436.0,257.0,192.0,141.0,436.0,17,031,805110
"Census Tract 8051.11, Cook County, Illinois",386.0,263.0,864.0,632.0,873.0,445.0,108.0,309.0,17,031,805111
"Census Tract 8051.12, Cook County, Illinois",213.0,93.0,401.0,167.0,260.0,206.0,73.0,264.0,17,031,805112
"Census Tract 8052.01, Cook County, Illinois",191.0,69.0,235.0,287.0,295.0,269.0,159.0,326.0,17,031,805201
"Census Tract 8052.02, Cook County, Illinois",204.0,57.0,256.0,187.0,343.0,125.0,230.0,422.0,17,031,805202
