NAME,B08119_002E,B08119_003E,B08119_004E,B08119_005E,B08119_006E,B08119_007E,B08119_008E,B08119_009E,state,county,tract
"Census Tract 2923, Cook County, Illinois",8.0,0.0,0.0,59.0,105.0,0.0,0.0,7.0,17,031,292300
"Census Tract 2924, Cook County, Illinois",57.0,145.0,88.0,146.0,88.0,12.0,43.0,33.0,17,031,292400
"Census Tract 2925, Cook County, Illinois",199.0,58.0,343.0,204.0,241.0,149.0,21.0,103.0,17,031,292500
"Census Tract 2926, Cook County, Illinois",116.0,98.0,103.0,59.0,16.0,63.0,0.0,0.0,17,031,292600
"Census Tract 2927, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,292700
"Census Tract 3001, Cook County, Illinois",124.0,157.0,167.0,35.0,10.0,0.0,0.0,0.0,17,031,300100
"Census Tract 3002, Cook County, Illinois",129.0,45.0,19.0,35.0,25.0,0.0,87.0,18.0,17,031,300200
"Census Tract 3003, Cook County, Illinois",25.0,17.0,91.0,103.0,68.0,0.0,10.0,0.0,17,031,300300
"Census Tract 3004, Cook County, Illinois",0.0,0.0,15.0,0.0,10.0,10.0,0.0,25.0,17,031,300400
"Census Tract 3005, Cook County, Illinois",188.0,272.0,488.0,203.0,171.0,89.0,11.0,18.0,17,031,300500
"Census Tract 3006, Cook County, Illinois",251.0,49.0,403.0,195.0,193.0,201.0,46.0,54.0,17,031,300600
"Census Tract 3007, Cook County, Illinois",123.0,406.0,1062.0,279.0,105.0,133.0,0.0,0.0,17,031,300700
"Census Tract 3008, Cook County, Illinois",78.0,399.0,586.0,176.0,158.0,43.0,21.0,0.0,17,031,300800
"Census Tract 3009, Cook County, Illinois",409.0,150.0,508.0,184.0,223.0,0.0,0.0,3.0,17,031,300900
"Census Tract 3010, Cook County, Illinois",51.0,114.0,172.0,64.0,111.0,7.0,0.0,0.0,17,031,301000
"Census Tract 3011, Cook County, Illinois",106.0,148.0,259.0,168.0,168.0,47.0,0.0,31.0,17,031,301100
"Census Tract 3012, Cook County, Illinois",303.0,280.0,317.0,204.0,210.0,191.0,19.0,79.0,17,031,301200
"Census Tract 3013, Cook County, Illinois",10.0,0.0,14.0,18.0,20.0,0.0,0.0,0.0,17,031,301300
"Census Tract 3014, Cook County, Illinois",12.0,23.0,60.0,61.0,22.0,0.0,10.0,10.0,17,031,301400
"Census Tract 3015, Cook County, Illinois",198.0,212.0,401.0,325.0,247.0,52.0,12.0,10.0,17,031,301500
"Census Tract 3016, Cook County, Illinois",266.0,341.0,578.0,324.0,159.0,84.0,0.0,67.0,17,031,301600
"Census Tract 3017, Cook County, Illinois",377.0,650.0,1314.0,856.0,558.0,110.0,69.0,33.0,17,031,301700
"Census Tract 3018, Cook County, Illinois",608.0,642.0,1863.0,664.0,286.0,208.0,91.0,181.0,17,031,301800
"Census Tract 3019, Cook County, Illinois",58.0,59.0,236.0,145.0,89.0,24.0,20.0,0.0,17,031,301900
"Census Tract 3020, Cook County, Illinois",130.0,129.0,343.0,345.0,194.0,16.0,59.0,24.0,17,031,302000
"Census Tract 3101, Cook County, Illinois",8.0,10.0,24.0,0.0,0.0,67.0,0.0,21.0,17,031,310100
"Census Tract 3102, Cook County, Illinois",106.0,55.0,119.0,210.0,111.0,75.0,76.0,130.0,17,031,310200
"Census Tract 3103, Cook County, Illinois",99.0,88.0,179.0,221.0,254.0,119.0,48.0,92.0,17,031,310300
"Census Tract 3104, Cook County, Illinois",97.0,60.0,161.0,85.0,112.0,37.0,0.0,15.0,17,031,310400
"Census Tract 3105, Cook County, Illinois",103.0,60.0,229.0,59.0,71.0,10.0,0.0,67.0,17,031,310500
"Census Tract 3106, Cook County, Illinois",308.0,340.0,659.0,315.0,244.0,179.0,38.0,45.0,17,031,310600
"Census Tract 3107, Cook County, Illinois",309.0,85.0,319.0,126.0,18.0,20.0,11.0,0.0,17,031,310700
"Census Tract 3108, Cook County, Illinois",450.0,221.0,700.0,286.0,229.0,113.0,25.0,79.0,17,031,310800
"Census Tract 3109, Cook County, Illinois",284.0,550.0,555.0,516.0,173.0,120.0,71.0,68.0,17,031,310900
"Census Tract 3110, Cook County, Illinois",421.0,189.0,545.0,266.0,293.0,119.0,0.0,92.0,17,031,311000
"Census Tract 3111, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,311100
"Census Tract 3112, Cook County, Illinois",0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,17,031,311200
"Census Tract 3113, Cook County, Illinois",312.0,322.0,525.0,434.0,297.0,45.0,87.0,47.0,17,031,311300
"Census Tract 3114, Cook County, Illinois",94.0,220.0,395.0,270.0,218.0,83.0,10.0,10.0,17,031,311400
"Census Tract 3115, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,311500
"Census Tract 3201, Cook County, Illinois",254.0,106.0,162.0,284.0,437.0,934.0,403.0,2008.0,17,031,320100
"Census Tract 3202, Cook County, Illinois",70.0,17.0,80.0,31.0,126.0,248.0,92.0,455.0,17,031,320200
"Census Tract 3203, Cook County, Illinois",64.0,9.0,0.0,0.0,45.0,0.0,10.0,32.0,17,031,320300
"Census Tract 3204, Cook County, Illinois",73.0,24.0,32.0,0.0,22.0,6.0,0.0,74.0,17,031,320400
"Census Tract 3205, Cook County, Illinois",674.0,93.0,191.0,234.0,583.0,622.0,346.0,1427.0,17,031,320500
"Census Tract 3206, Cook County, Illinois",242.0,26.0,196.0,109.0,176.0,162.0,237.0,914.0,17,031,320600
"Census Tract 3301, Cook County, Illinois",500.0,318.0,437.0,469.0,1082.0,1359.0,532.0,3109.0,17,031,330100
"Census Tract 3302, Cook County, Illinois",63.0,96.0,138.0,148.0,319.0,245.0,154.0,917.0,17,031,330200
"Census Tract 3303, Cook County, Illinois",22.0,62.0,76.0,31.0,11.0,11.0,9.0,22.0,17,031,330300
"Census Tract 3304, Cook County, Illinois",0.0,0.0,0.0,0.0,25.0,19.0,0.0,86.0,17,031,330400
"Census Tract 3305, Cook County, Illinois",9.0,14.0,0.0,0.0,0.0,10.0,0.0,19.0,17,031,330500
"Census Tract 3401, Cook County, Illinois",131.0,40.0,127.0,57.0,36.0,25.0,106.0,90.0,17,031,340100
"Census Tract 3402, Cook County, Illinois",352.0,423.0,647.0,187.0,160.0,208.0,55.0,137.0,17,031,340200
"Census Tract 3403, Cook County, Illinois",260.0,136.0,98.0,160.0,133.0,92.0,42.0,88.0,17,031,340300
"Census Tract 3404, Cook County, Illinois",105.0,97.0,195.0,78.0,265.0,131.0,0.0,89.0,17,031,340400
"Census Tract 3405, Cook County, Illinois",96.0,73.0,26.0,62.0,99.0,133.0,96.0,30.0,17,031,340500
"Census Tract 3406, Cook County, Illinois",36.0,9.0,92.0,33.0,36.0,0.0,0.0,0.0,17,031,340600
"Census Tract 3501, Cook County, Illinois",147.0,34.0,147.0,186.0,291.0,281.0,83.0,177.0,17,031,350100
"Census Tract 3502, Cook County, Illinois",96.0,75.0,42.0,137.0,140.0,29.0,29.0,40.0,17,031,350200
"Census Tract 3503, Cook County, Illinois",126.0,10.0,7.0,113.0,116.0,192.0,31.0,177.0,17,031,350300
"Census Tract 3504, Cook County, Illinois",14.0,0.0,33.0,11.0,6.0,0.0,0.0,0.0,17,031,350400
"Census Tract 3505, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,350500
"Census Tract 3506, Cook County, Illinois",974.0,111.0,71.0,0.0,92.0,32.0,39.0,91.0,17,031,350600
"Census Tract 3507, Cook County, Illinois",90.0,132.0,42.0,58.0,123.0,43.0,18.0,135.0,17,031,350700
"Census Tract 3508, Cook County, Illinois",63.0,10.0,43.0,92.0,75.0,27.0,19.0,63.0,17,031,350800
"Census Tract 3509, Cook County, Illinois",9.0,0.0,30.0,10.0,13.0,0.0,0.0,29.0,17,031,350900
"Census Tract 3510, Cook County, Illinois",122.0,8.0,133.0,221.0,362.0,243.0,82.0,220.0,17,031,351000
"Census Tract 3511, Cook County, Illinois",108.0,84.0,72.0,108.0,224.0,0.0,0.0,12.0,17,031,351100
"Census Tract 3512, Cook County, Illinois",42.0,0.0,31.0,11.0,0.0,53.0,20.0,39.0,17,031,351200
"Census Tract 3513, Cook County, Illinois",40.0,70.0,16.0,41.0,127.0,61.0,17.0,228.0,17,031,351300
"Census Tract 3514, Cook County, Illinois",320.0,23.0,168.0,15.0,110.0,18.0,6.0,49.0,17,031,351400
"Census Tract 3515, Cook County, Illinois",0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,351500
"Census Tract 3601, Cook County, Illinois",31.0,86.0,82.0,127.0,12.0,0.0,12.0,0.0,17,031,360100
"Census Tract 3602, Cook County, Illinois",72.0,34.0,19.0,57.0,29.0,12.0,11.0,14.0,17,031,360200
"Census Tract 3603, Cook County, Illinois",0.0,33.0,17.0,20.0,27.0,25.0,14.0,0.0,17,031,360300
"Census Tract 3604, Cook County, Illinois",52.0,80.0,110.0,106.0,23.0,23.0,10.0,118.0,17,031,360400
"Census Tract 3605, Cook County, Illinois",40.0,28.0,50.0,134.0,55.0,106.0,18.0,114.0,17,031,360500
"Census Tract 3701, Cook County, Illinois",20.0,27.0,69.0,22.0,0.0,0.0,0.0,0.0,17,031,370100
"Census Tract 3702, Cook County, Illinois",62.0,53.0,154.0,13.0,16.0,0.0,13.0,0.0,17,031,370200
"Census Tract 3703, Cook County, Illinois",8.0,0.0,105.0,34.0,9.0,0.0,0.0,0.0,17,031,370300
"Census Tract 3704, Cook County, Illinois",54.0,0.0,66.0,41.0,0.0,71.0,0.0,0.0,17,031,370400
"Census Tract 3801, Cook County, Illinois",144.0,89.0,76.0,122.0,208.0,39.0,22.0,61.0,17,031,380100
"Census Tract 3802, Cook County, Illinois",129.0,9.0,80.0,70.0,68.0,7.0,48.0,41.0,17,031,380200
"Census Tract 3803, Cook County, Illinois",81.0,81.0,57.0,173.0,89.0,59.0,63.0,27.0,17,031,380300
"Census Tract 3804, Cook County, Illinois",43.0,0.0,13.0,80.0,27.0,28.0,8.0,80.0,17,031,380400
"Census Tract 3805, Cook County, Illinois",9.0,0.0,31.0,7.0,0.0,10.0,0.0,9.0,17,031,380500
"Census Tract 3806, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,380600
"Census Tract 3807, Cook County, Illinois",155.0,31.0,63.0,38.0,50.0,80.0,34.0,21.0,17,031,380700
"Census Tract 3808, Cook County, Illinois",70.0,15.0,25.0,11.0,50.0,110.0,46.0,117.0,17,031,380800
"Census Tract 3809, Cook County, Illinois",44.0,32.0,59.0,80.0,179.0,206.0,71.0,135.0,17,031,380900
"Census Tract 3810, Cook County, Illinois",16.0,0.0,0.0,9.0,90.0,67.0,8.0,0.0,17,031,381000
"Census Tract 3811, Cook County, Illinois",79.0,28.0,0.0,0.0,29.0,10.0,0.0,0.0,17,031,381100
"Census Tract 3812, Cook County, Illinois",127.0,84.0,92.0,181.0,91.0,175.0,29.0,153.0,17,031,381200
"Census Tract 3813, Cook County, Illinois",12.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,17,031,381300
"Census Tract 3814, Cook County, Illinois",101.0,49.0,16.0,105.0,50.0,45.0,30.0,45.0,17,031,381400
"Census Tract 3815, Cook County, Illinois",0.0,0.0,60.0,114.0,86.0,27.0,9.0,0.0,17,031,381500
"Census Tract 3816, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,381600
"Census Tract 3817, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,381700
"Census Tract 3818, Cook County, Illinois",91.0,0.0,128.0,9.0,99.0,17.0,0.0,58.0,17,031,381800
"Census Tract 3819, Cook County, Illinois",134.0,12.0,72.0,24.0,101.0,84.0,39.0,99.0,17,031,381900
"Census Tract 3820, Cook County, Illinois",192.0,54.0,98.0,92.0,142.0,171.0,58.0,141.0,17,031,382000
"Census Tract 3901, Cook County, Illinois",123.0,114.0,0.0,78.0,131.0,42.0,8.0,85.0,17,031,390100
"Census Tract 3902, Cook County, Illinois",54.0,43.0,74.0,88.0,122.0,83.0,82.0,217.0,17,031,390200
"Census Tract 3903, Cook County, Illinois",73.0,168.0,161.0,179.0,157.0,103.0,24.0,87.0,17,031,390300
"Census Tract 3904, Cook County, Illinois",257.0,73.0,132.0,90.0,206.0,233.0,49.0,99.0,17,031,390400
"Census Tract 3905, Cook County, Illinois",49.0,0.0,148.0,121.0,47.0,152.0,9.0,159.0,17,031,390500
"Census Tract 3906, Cook County, Illinois",136.0,46.0,144.0,143.0,148.0,79.0,28.0,245.0,17,031,390600
"Census Tract 3907, Cook County, Illinois",286.0,116.0,370.0,297.0,429.0,234.0,264.0,526.0,17,031,390700
"Census Tract 4001, Cook County, Illinois",139.0,143.0,135.0,106.0,58.0,140.0,18.0,19.0,17,031,400100
"Census Tract 4002, Cook County, Illinois",0.0,0.0,7.0,7.0,8.0,0.0,0.0,0.0,17,031,400200
"Census Tract 4003, Cook County, Illinois",275.0,26.0,0.0,97.0,112.0,62.0,0.0,16.0,17,031,400300
"Census Tract 4004, Cook County, Illinois",75.0,60.0,142.0,112.0,66.0,34.0,0.0,30.0,17,031,400400
"Census Tract 4005, Cook County, Illinois",164.0,0.0,52.0,84.0,186.0,45.0,29.0,13.0,17,031,400500
"Census Tract 4006, Cook County, Illinois",65.0,11.0,79.0,42.0,0.0,42.0,0.0,0.0,17,031,400600
"Census Tract 4007, Cook County, Illinois",58.0,0.0,43.0,0.0,62.0,17.0,0.0,11.0,17,031,400700
"Census Tract 4008, Cook County, Illinois",141.0,121.0,89.0,84.0,21.0,29.0,13.0,0.0,17,031,400800
"Census Tract 4101, Cook County, Illinois",60.0,166.0,193.0,102.0,223.0,106.0,30.0,143.0,17,031,410100
"Census Tract 4102, Cook County, Illinois",145.0,23.0,70.0,131.0,64.0,15.0,68.0,119.0,17,031,410200
"Census Tract 4103, Cook County, Illinois",55.0,14.0,26.0,44.0,101.0,25.0,29.0,155.0,17,031,410300
"Census Tract 4104, Cook County, Illinois",26.0,0.0,13.0,9.0,70.0,76.0,53.0,19.0,17,031,410400
"Census Tract 4105, Cook County, Illinois",217.0,77.0,115.0,153.0,222.0,71.0,23.0,228.0,17,031,410500
"Census Tract 4106, Cook County, Illinois",234.0,49.0,155.0,138.0,194.0,130.0,57.0,387.0,17,031,410600
"Census Tract 4107, Cook County, Illinois",215.0,39.0,114.0,219.0,158.0,83.0,74.0,225.0,17,031,410700
"Census Tract 4108, Cook County, Illinois",179.0,57.0,237.0,283.0,279.0,64.0,179.0,94.0,17,031,410800
"Census Tract 4109, Cook County, Illinois",483.0,83.0,241.0,229.0,225.0,273.0,121.0,254.0,17,031,410900
"Census Tract 4110, Cook County, Illinois",478.0,36.0,251.0,150.0,253.0,322.0,82.0,381.0,17,031,411000
"Census Tract 4111, Cook County, Illinois",259.0,31.0,53.0,145.0,143.0,104.0,31.0,433.0,17,031,411100
"Census Tract 4112, Cook County, Illinois",78.0,109.0,49.0,18.0,137.0,124.0,50.0,325.0,17,031,411200
"Census Tract 4113, Cook County, Illinois",148.0,27.0,0.0,11.0,10.0,0.0,0.0,83.0,17,031,411300
"Census Tract 4114, Cook County, Illinois",117.0,0.0,0.0,14.0,47.0,8.0,21.0,8.0,17,031,411400
"Census Tract 4201, Cook County, Illinois",141.0,110.0,12.0,126.0,70.0,22.0,0.0,87.0,17,031,420100
"Census Tract 4202, Cook County, Illinois",136.0,52.0,91.0,131.0,178.0,79.0,34.0,28.0,17,031,420200
"Census Tract 4203, Cook County, Illinois",175.0,11.0,85.0,205.0,136.0,32.0,23.0,120.0,17,031,420300
"Census Tract 4204, Cook County, Illinois",90.0,31.0,90.0,57.0,155.0,80.0,0.0,29.0,17,031,420400
"Census Tract 4205, Cook County, Illinois",53.0,82.0,225.0,97.0,60.0,83.0,39.0,20.0,17,031,420500
"Census Tract 4206, Cook County, Illinois",192.0,171.0,127.0,74.0,87.0,107.0,44.0,11.0,17,031,420600
"Census Tract 4207, Cook County, Illinois",125.0,43.0,224.0,141.0,178.0,60.0,103.0,32.0,17,031,420700
"Census Tract 4208, Cook County, Illinois",222.0,123.0,172.0,92.0,119.0,66.0,23.0,48.0,17,031,420800
"Census Tract 4209, Cook County, Illinois",52.0,27.0,60.0,158.0,152.0,192.0,161.0,85.0,17,031,420900
"Census Tract 4210, Cook County, Illinois",48.0,116.0,19.0,56.0,110.0,58.0,122.0,52.0,17,031,421000
"Census Tract 4211, Cook County, Illinois",111.0,34.0,78.0,102.0,152.0,40.0,9.0,0.0,17,031,421100
"Census Tract 4212, Cook County, Illinois",107.0,37.0,227.0,97.0,87.0,15.0,11.0,0.0,17,031,421200
"Census Tract 4301, Cook County, Illinois",712.0,339.0,697.0,595.0,659.0,647.0,206.0,337.0,17,031,430100
"Census Tract 4302, Cook County, Illinois",239.0,267.0,333.0,344.0,330.0,256.0,38.0,214.0,17,031,430200
"Census Tract 4303, Cook County, Illinois",190.0,115.0,62.0,151.0,153.0,57.0,63.0,41.0,17,031,430300
"Census Tract 4304, Cook County, Illinois",161.0,56.0,192.0,154.0,243.0,53.0,47.0,18.0,17,031,430400
"Census Tract 4305, Cook County, Illinois",351.0,211.0,230.0,215.0,213.0,123.0,0.0,0.0,17,031,430500
"Census Tract 4306, Cook County, Illinois",133.0,23.0,68.0,96.0,99.0,80.0,24.0,94.0,17,031,430600
"Census Tract 4307, Cook County, Illinois",273.0,144.0,117.0,152.0,224.0,77.0,43.0,95.0,17,031,430700
"Census Tract 4308, Cook County, Illinois",73.0,104.0,157.0,173.0,135.0,101.0,0.0,48.0,17,031,430800
"Census Tract 4309, Cook County, Illinois",119.0,57.0,87.0,122.0,80.0,42.0,0.0,79.0,17,031,430900
"Census Tract 4310, Cook County, Illinois",0.0,18.0,74.0,47.0,72.0,29.0,17.0,34.0,17,031,431000
"Census Tract 4311, Cook County, Illinois",269.0,201.0,426.0,403.0,272.0,154.0,0.0,117.0,17,031,431100
"Census Tract 4312, Cook County, Illinois",242.0,75.0,69.0,134.0,296.0,270.0,87.0,144.0,17,031,431200
"Census Tract 4313, Cook County, Illinois",476.0,263.0,396.0,208.0,384.0,210.0,117.0,155.0,17,031,431300
"Census Tract 4314, Cook County, Illinois",416.0,324.0,339.0,560.0,497.0,260.0,128.0,182.0,17,031,431400
"Census Tract 4401, Cook County, Illinois",417.0,428.0,759.0,583.0,568.0,113.0,129.0,200.0,17,031,440100
"Census Tract 4402, Cook County, Illinois",621.0,470.0,401.0,708.0,881.0,340.0,98.0,227.0,17,031,440200
"Census Tract 4403, Cook County, Illinois",264.0,27.0,265.0,293.0,623.0,294.0,84.0,224.0,17,031,440300
"Census Tract 4404, Cook County, Illinois",167.0,160.0,120.0,200.0,504.0,107.0,29.0,73.0,17,031,440400
"Census Tract 4405, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,440500
"Census Tract 4406, Cook County, Illinois",132.0,66.0,83.0,85.0,304.0,180.0,107.0,356.0,17,031,440600
"Census Tract 4407, Cook County, Illinois",34.0,68.0,125.0,96.0,103.0,168.0,77.0,39.0,17,031,440700
"Census Tract 4408, Cook County, Illinois",183.0,51.0,186.0,169.0,87.0,23.0,32.0,86.0,17,031,440800
"Census Tract 4409, Cook County, Illinois",264.0,65.0,293.0,215.0,234.0,186.0,17.0,35.0,17,031,440900
"Census Tract 4501, Cook County, Illinois",38.0,87.0,20.0,0.0,9.0,9.0,10.0,0.0,17,031,450100
"Census Tract 4502, Cook County, Illinois",275.0,164.0,335.0,315.0,404.0,296.0,166.0,254.0,17,031,450200
"Census Tract 4503, Cook County, Illinois",256.0,56.0,296.0,145.0,124.0,202.0,142.0,198.0,17,031,450300
"Census Tract 4601, Cook County, Illinois",73.0,193.0,311.0,363.0,274.0,172.0,27.0,9.0,17,031,460100
"Census Tract 4602, Cook County, Illinois",125.0,49.0,300.0,105.0,108.0,117.0,0.0,0.0,17,031,460200
"Census Tract 4603, Cook County, Illinois",436.0,242.0,438.0,582.0,371.0,348.0,24.0,20.0,17,031,460300
"Census Tract 4604, Cook County, Illinois",276.0,109.0,301.0,278.0,291.0,123.0,127.0,71.0,17,031,460400
"Census Tract 4605, Cook County, Illinois",181.0,150.0,370.0,291.0,593.0,485.0,170.0,265.0,17,031,460500
"Census Tract 4606, Cook County, Illinois",127.0,20.0,57.0,62.0,53.0,26.0,10.0,0.0,17,031,460600
"Census Tract 4607, Cook County, Illinois",357.0,232.0,172.0,262.0,123.0,11.0,27.0,33.0,17,031,460700
"Census Tract 4608, Cook County, Illinois",60.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,17,031,460800
"Census Tract 4609, Cook County, Illinois",163.0,162.0,294.0,121.0,28.0,29.0,27.0,120.0,17,031,460900
"Census Tract 4610, Cook County, Illinois",0.0,0.0,35.0,45.0,19.0,38.0,0.0,0.0,17,031,461000
"Census Tract 4701, Cook County, Illinois",266.0,88.0,174.0,183.0,173.0,144.0,37.0,20.0,17,031,470100
"Census Tract 4801, Cook County, Illinois",91.0,80.0,114.0,190.0,225.0,128.0,121.0,125.0,17,031,480100
"Census Tract 4802, Cook County, Illinois",0.0,21.0,63.0,77.0,71.0,19.0,21.0,38.0,17,031,480200
"Census Tract 4803, Cook County, Illinois",190.0,26.0,150.0,50.0,161.0,77.0,15.0,19.0,17,031,480300
"Census Tract 4804, Cook County, Illinois",375.0,172.0,107.0,362.0,366.0,576.0,85.0,425.0,17,031,480400
"Census Tract 4805, Cook County, Illinois",258.0,63.0,103.0,226.0,266.0,97.0,117.0,162.0,17,031,480500
"Census Tract 4901, Cook County, Illinois",62.0,0.0,37.0,21.0,47.0,10.0,0.0,0.0,17,031,490100
"Census Tract 4902, Cook County, Illinois",195.0,23.0,241.0,326.0,141.0,140.0,28.0,70.0,17,031,490200
"Census Tract 4903, Cook County, Illinois",250.0,107.0,149.0,116.0,213.0,86.0,9.0,110.0,17,031,490300
"Census Tract 4904, Cook County, Illinois",91.0,35.0,19.0,61.0,184.0,39.0,0.0,57.0,17,031,490400
"Census Tract 4905, Cook County, Illinois",303.0,144.0,35.0,73.0,150.0,148.0,32.0,14.0,17,031,490500
"Census Tract 4906, Cook County, Illinois",112.0,105.0,89.0,45.0,130.0,49.0,0.0,64.0,17,031,490600
"Census Tract 4907, Cook County, Illinois",408.0,70.0,288.0,86.0,317.0,135.0,75.0,42.0,17,031,490700
"Census Tract 4908, Cook County, Illinois",120.0,183.0,211.0,244.0,182.0,239.0,48.0,116.0,17,031,490800
"Census Tract 4909, Cook County, Illinois",488.0,218.0,733.0,753.0,735.0,130.0,189.0,146.0,17,031,490900
"Census Tract 4910, Cook County, Illinois",311.0,93.0,305.0,200.0,156.0,129.0,27.0,16.0,17,031,491000
"Census Tract 4911, Cook County, Illinois",207.0,129.0,249.0,257.0,345.0,192.0,89.0,252.0,17,031,491100
"Census Tract 4912, Cook County, Illinois",220.0,237.0,63.0,150.0,171.0,130.0,25.0,31.0,17,031,491200
"Census Tract 4913, Cook County, Illinois",100.0,283.0,243.0,140.0,245.0,76.0,26.0,13.0,17,031,491300
"Census Tract 4914, Cook County, Illinois",258.0,133.0,187.0,259.0,219.0,84.0,19.0,21.0,17,031,491400
"Census Tract 5001, Cook County, Illinois",113.0,81.0,282.0,221.0,387.0,218.0,36.0,36.0,17,031,500100
"Census Tract 5002, Cook County, Illinois",96.0,33.0,112.0,90.0,71.0,27.0,36.0,0.0,17,031,500200
"Census Tract 5003, Cook County, Illinois",120.0,116.0,172.0,118.0,209.0,101.0,63.0,59.0,17,031,500300
"Census Tract 5101, Cook County, Illinois",221.0,157.0,330.0,281.0,211.0,102.0,40.0,47.0,17,031,510100
"Census Tract 5102, Cook County, Illinois",149.0,26.0,184.0,313.0,370.0,157.0,39.0,78.0,17,031,510200
"Census Tract 5103, Cook County, Illinois",527.0,233.0,332.0,289.0,428.0,516.0,118.0,33.0,17,031,510300
"Census Tract 5104, Cook County, Illinois",14.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,17,031,510400
"Census Tract 5105, Cook County, Illinois",260.0,62.0,419.0,177.0,52.0,88.0,12.0,16.0,17,031,510500
"Census Tract 5201, Cook County, Illinois",131.0,101.0,111.0,130.0,106.0,67.0,41.0,50.0,17,031,520100
"Census Tract 5202, Cook County, Illinois",201.0,273.0,359.0,281.0,73.0,39.0,35.0,24.0,17,031,520200
"Census Tract 5203, Cook County, Illinois",533.0,309.0,748.0,382.0,402.0,237.0,35.0,72.0,17,031,520300
"Census Tract 5204, Cook County, Illinois",242.0,94.0,392.0,389.0,292.0,180.0,94.0,109.0,17,031,520400
"Census Tract 5205, Cook County, Illinois",224.0,30.0,279.0,303.0,300.0,226.0,175.0,240.0,17,031,520500
"Census Tract 5206, Cook County, Illinois",46.0,90.0,236.0,182.0,115.0,143.0,130.0,27.0,17,031,520600
"Census Tract 5301, Cook County, Illinois",132.0,47.0,216.0,208.0,64.0,60.0,30.0,42.0,17,031,530100
"Census Tract 5302, Cook County, Illinois",591.0,198.0,230.0,210.0,157.0,134.0,21.0,104.0,17,031,530200
"Census Tract 5303, Cook County, Illinois",330.0,216.0,250.0,238.0,258.0,155.0,164.0,84.0,17,031,530300
"Census Tract 5304, Cook County, Illinois",209.0,60.0,141.0,228.0,151.0,111.0,0.0,25.0,17,031,530400
"Census Tract 5305, Cook County, Illinois",754.0,400.0,1233.0,981.0,971.0,558.0,143.0,323.0,17,031,530500
"Census Tract 5306, Cook County, Illinois",154.0,171.0,264.0,263.0,111.0,131.0,0.0,127.0,17,031,530600
"Census Tract 5401, Cook County, Illinois",381.0,257.0,361.0,168.0,92.0,38.0,61.0,21.0,17,031,540100
"Census Tract 5501, Cook County, Illinois",534.0,294.0,383.0,703.0,478.0,497.0,294.0,262.0,17,031,550100
"Census Tract 5502, Cook County, Illinois",125.0,144.0,167.0,172.0,98.0,85.0,115.0,94.0,17,031,550200
"Census Tract 5601, Cook County, Illinois",62.0,14.0,81.0,26.0,105.0,0.0,25.0,34.0,17,031,560100
"Census Tract 5602, Cook County, Illinois",129.0,59.0,106.0,250.0,104.0,91.0,0.0,22.0,17,031,560200
"Census Tract 5603, Cook County, Illinois",128.0,75.0,323.0,374.0,206.0,163.0,14.0,153.0,17,031,560300
"Census Tract 5604, Cook County, Illinois",25.0,87.0,80.0,142.0,132.0,88.0,0.0,56.0,17,031,560400
"Census Tract 5605, Cook County, Illinois",22.0,0.0,19.0,24.0,20.0,0.0,19.0,11.0,17,031,560500
"Census Tract 5606, Cook County, Illinois",103.0,42.0,136.0,45.0,81.0,34.0,16.0,34.0,17,031,560600
"Census Tract 5607, Cook County, Illinois",155.0,141.0,304.0,374.0,353.0,107.0,82.0,152.0,17,031,560700
"Census Tract 5608, Cook County, Illinois",298.0,205.0,199.0,360.0,568.0,356.0,131.0,378.0,17,031,560800
"Census Tract 5609, Cook County, Illinois",270.0,101.0,293.0,310.0,453.0,503.0,267.0,337.0,17,031,560900
"Census Tract 5610, Cook County, Illinois",234.0,122.0,193.0,434.0,496.0,304.0,253.0,507.0,17,031,561000
"Census Tract 5611, Cook County, Illinois",248.0,208.0,304.0,225.0,210.0,410.0,255.0,324.0,17,031,561100
"Census Tract 5612, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,561200
"Census Tract 5613, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,561300
"Census Tract 5701, Cook County, Illinois",98.0,13.0,170.0,57.0,85.0,29.0,58.0,15.0,17,031,570100
"Census Tract 5702, Cook County, Illinois",38.0,104.0,207.0,119.0,198.0,98.0,31.0,85.0,17,031,570200
