NAME,B01001_001E,state,county,tract
"Census Tract 101, Cook County, Illinois",4835,17,031,010100
"Census Tract 102, Cook County, Illinois",8830,17,031,010200
"Census Tract 103, Cook County, Illinois",6571,17,031,010300
"Census Tract 104, Cook County, Illinois",4997,17,031,010400
"Census Tract 105, Cook County, Illinois",9049,17,031,010500
"Census Tract 106, Cook County, Illinois",7075,17,031,010600
"Census Tract 107, Cook County, Illinois",9570,17,031,010700
"Census Tract 108, Cook County, Illinois",4074,17,031,010800
"Census Tract 109, Cook County, Illinois",1124,17,031,010900
"Census Tract 201, Cook County, Illinois",3736,17,031,020100
"Census Tract 202, Cook County, Illinois",6850,17,031,020200
"Census Tract 203, Cook County, Illinois",9301,17,031,020300
"Census Tract 204, Cook County, Illinois",4214,17,031,020400
"Census Tract 205, Cook County, Illinois",5409,17,031,020500
"Census Tract 206, Cook County, Illinois",10281,17,031,020600
"Census Tract 207, Cook County, Illinois",8808,17,031,020700
"Census Tract 208, Cook County, Illinois",13368,17,031,020800
"Census Tract 209, Cook County, Illinois",9948,17,031,020900
"Census Tract 301, Cook County, Illinois",13214,17,031,030100
"Census Tract 302, Cook County, Illinois",5798,17,031,030200
"Census Tract 303, Cook County, Illinois",2834,17,031,030300
"Census Tract 304, Cook County, Illinois",2687,17,031,030400
"Census Tract 305, Cook County, Illinois",6604,17,031,030500
"Census Tract 306, Cook County, Illinois",9033,17,031,030600
"Census Tract 307, Cook County, Illinois",9841,17,031,030700
"Census Tract 308, Cook County, Illinois",4481,17,031,030800
"Census Tract 309, Cook County, Illinois",3354,17,031,030900
"Census Tract 310, Cook County, Illinois",4847,17,031,031000
"Census Tract 311, Cook County, Illinois",4153,17,031,031100
"Census Tract 312, Cook County, Illinois",6572,17,031,031200
"Census Tract 313, Cook County, Illinois",6940,17,031,031300
"Census Tract 314, Cook County, Illinois",5542,17,031,031400
"Census Tract 315, Cook County, Illinois",9926,17,031,031500
"Census Tract 316, Cook County, Illinois",2394,17,031,031600
"Census Tract 317, Cook County, Illinois",7211,17,031,031700
"Census Tract 318, Cook County, Illinois",2016,17,031,031800
"Census Tract 319, Cook County, Illinois",2620,17,031,031900
"Census Tract 320, Cook County, Illinois",733,17,031,032000
"Census Tract 321, Cook County, Illinois",7116,17,031,032100
"Census Tract 401, Cook County, Illinois",4569,17,031,040100
"Census Tract 402, Cook County, Illinois",13076,17,031,040200
"Census Tract 403, Cook County, Illinois",3048,17,031,040300
"Census Tract 404, Cook County, Illinois",8238,17,031,040400
"Census Tract 405, Cook County, Illinois",1050,17,031,040500
"Census Tract 406, Cook County, Illinois",2694,17,031,040600
"Census Tract 407, Cook County, Illinois",3379,17,031,040700
"Census Tract 408, Cook County, Illinois",1664,17,031,040800
"Census Tract 409, Cook County, Illinois",1928,17,031,040900
"Census Tract 410, Cook County, Illinois",1325,17,031,041000
"Census Tract 501, Cook County, Illinois",2396,17,031,050100
"Census Tract 502, Cook County, Illinois",4968,17,031,050200
"Census Tract 503, Cook County, Illinois",2571,17,031,050300
"Census Tract 504, Cook County, Illinois",978,17,031,050400
"Census Tract 505, Cook County, Illinois",5473,17,031,050500
"Census Tract 506, Cook County, Illinois",2090,17,031,050600
"Census Tract 507, Cook County, Illinois",2033,17,031,050700
"Census Tract 508, Cook County, Illinois",1362,17,031,050800
"Census Tract 509, Cook County, Illinois",1421,17,031,050900
"Census Tract 510, Cook County, Illinois",1350,17,031,051000
"Census Tract 511, Cook County, Illinois",1594,17,031,051100
"Census Tract 512, Cook County, Illinois",2077,17,031,051200
"Census Tract 513, Cook County, Illinois",2815,17,031,051300
"Census Tract 514, Cook County, Illinois",2267,17,031,051400
"Census Tract 515, Cook County, Illinois",1228,17,031,051500
"Census Tract 601, Cook County, Illinois",3062,17,031,060100
"Census Tract 602, Cook County, Illinois",2069,17,031,060200
"Census Tract 603, Cook County, Illinois",3257,17,031,060300
"Census Tract 604, Cook County, Illinois",3803,17,031,060400
"Census Tract 605, Cook County, Illinois",1252,17,031,060500
"Census Tract 606, Cook County, Illinois",1200,17,031,060600
"Census Tract 607, Cook County, Illinois",2325,17,031,060700
"Census Tract 608, Cook County, Illinois",5106,17,031,060800
"Census Tract 609, Cook County, Illinois",6584,17,031,060900
"Census Tract 610, Cook County, Illinois",1667,17,031,061000
"Census Tract 611, Cook County, Illinois",1356,17,031,061100
"Census Tract 612, Cook County, Illinois",2024,17,031,061200
"Census Tract 613, Cook County, Illinois",1493,17,031,061300
"Census Tract 614, Cook County, Illinois",1625,17,031,061400
"Census Tract 615, Cook County, Illinois",2032,17,031,061500
"Census Tract 616, Cook County, Illinois",717,17,031,061600
"Census Tract 617, Cook County, Illinois",1380,17,031,061700
"Census Tract 618, Cook County, Illinois",855,17,031,061800
"Census Tract 619, Cook County, Illinois",7732,17,031,061900
"Census Tract 620, Cook County, Illinois",2566,17,031,062000
"Census Tract 621, Cook County, Illinois",3332,17,031,062100
"Census Tract 622, Cook County, Illinois",2987,17,031,062200
"Census Tract 623, Cook County, Illinois",1749,17,031,062300
"Census Tract 624, Cook County, Illinois",1769,17,031,062400
"Census Tract 625, Cook County, Illinois",1728,17,031,062500
"Census Tract 626, Cook County, Illinois",2131,17,031,062600
"Census Tract 627, Cook County, Illinois",2705,17,031,062700
"Census Tract 628, Cook County, Illinois",3514,17,031,062800
"Census Tract 629, Cook County, Illinois",4114,17,031,062900
"Census Tract 630, Cook County, Illinois",3963,17,031,063000
"Census Tract 631, Cook County, Illinois",2330,17,031,063100
"Census Tract 632, Cook County, Illinois",6587,17,031,063200
"Census Tract 633, Cook County, Illinois",8481,17,031,063300
"Census Tract 634, Cook County, Illinois",2049,17,031,063400
"Census Tract 701, Cook County, Illinois",8305,17,031,070100
"Census Tract 702, Cook County, Illinois",3989,17,031,070200
"Census Tract 703, Cook County, Illinois",3458,17,031,070300
"Census Tract 704, Cook County, Illinois",3435,17,031,070400
"Census Tract 705, Cook County, Illinois",3382,17,031,070500
"Census Tract 706, Cook County, Illinois",3053,17,031,070600
"Census Tract 707, Cook County, Illinois",2677,17,031,070700
"Census Tract 708, Cook County, Illinois",1448,17,031,070800
"Census Tract 709, Cook County, Illinois",2278,17,031,070900
"Census Tract 710, Cook County, Illinois",6318,17,031,071000
"Census Tract 711, Cook County, Illinois",3024,17,031,071100
"Census Tract 712, Cook County, Illinois",2130,17,031,071200
"Census Tract 713, Cook County, Illinois",3964,17,031,071300
"Census Tract 714, Cook County, Illinois",5128,17,031,071400
"Census Tract 715, Cook County, Illinois",5408,17,031,071500
"Census Tract 716, Cook County, Illinois",2160,17,031,071600
"Census Tract 717, Cook County, Illinois",1853,17,031,071700
"Census Tract 718, Cook County, Illinois",3134,17,031,071800
"Census Tract 719, Cook County, Illinois",3413,17,031,071900
"Census Tract 720, Cook County, Illinois",961,17,031,072000
"Census Tract 801, Cook County, Illinois",6181,17,031,080100
"Census Tract 802, Cook County, Illinois",6587,17,031,080200
"Census Tract 803, Cook County, Illinois",4639,17,031,080300
"Census Tract 804, Cook County, Illinois",4981,17,031,080400
"Census Tract 805, Cook County, Illinois",1571,17,031,080500
"Census Tract 806, Cook County, Illinois",22,17,031,080600
"Census Tract 807, Cook County, Illinois",1303,17,031,080700
"Census Tract 808, Cook County, Illinois",537,17,031,080800
"Census Tract 809, Cook County, Illinois",748,17,031,080900
"Census Tract 810, Cook County, Illinois",7742,17,031,081000
"Census Tract 811, Cook County, Illinois",3453,17,031,081100
"Census Tract 812, Cook County, Illinois",6637,17,031,081200
"Census Tract 813, Cook County, Illinois",5390,17,031,081300
"Census Tract 814, Cook County, Illinois",10237,17,031,081400
"Census Tract 815, Cook County, Illinois",4017,17,031,081500
"Census Tract 816, Cook County, Illinois",3779,17,031,081600
"Census Tract 817, Cook County, Illinois",2613,17,031,081700
"Census Tract 818, Cook County, Illinois",5531,17,031,081800
"Census Tract 819, Cook County, Illinois",1444,17,031,081900
"Census Tract 901, Cook County, Illinois",3623,17,031,090100
"Census Tract 902, Cook County, Illinois",6452,17,031,090200
"Census Tract 903, Cook County, Illinois",1640,17,031,090300
"Census Tract 1001, Cook County, Illinois",6291,17,031,100100
"Census Tract 1002, Cook County, Illinois",7908,17,031,100200
"Census Tract 1003, Cook County, Illinois",6990,17,031,100300
"Census Tract 1004, Cook County, Illinois",3275,17,031,100400
"Census Tract 1005, Cook County, Illinois",6810,17,031,100500
"Census Tract 1006, Cook County, Illinois",4936,17,031,100600
"Census Tract 1007, Cook County, Illinois",4887,17,031,100700
"Census Tract 1101, Cook County, Illinois",5621,17,031,110100
"Census Tract 1102, Cook County, Illinois",2993,17,031,110200
"Census Tract 1103, Cook County, Illinois",5431,17,031,110300
"Census Tract 1104, Cook County, Illinois",5035,17,031,110400
"Census Tract 1105, Cook County, Illinois",9732,17,031,110500
"Census Tract 1201, Cook County, Illinois",4821,17,031,120100
"Census Tract 1202, Cook County, Illinois",4762,17,031,120200
"Census Tract 1203, Cook County, Illinois",6603,17,031,120300
"Census Tract 1204, Cook County, Illinois",3847,17,031,120400
"Census Tract 1301, Cook County, Illinois",5049,17,031,130100
"Census Tract 1302, Cook County, Illinois",1673,17,031,130200
"Census Tract 1303, Cook County, Illinois",5278,17,031,130300
"Census Tract 1304, Cook County, Illinois",317,17,031,130400
"Census Tract 1305, Cook County, Illinois",6932,17,031,130500
"Census Tract 1401, Cook County, Illinois",3473,17,031,140100
"Census Tract 1402, Cook County, Illinois",6051,17,031,140200
"Census Tract 1403, Cook County, Illinois",7289,17,031,140300
"Census Tract 1404, Cook County, Illinois",7092,17,031,140400
"Census Tract 1405, Cook County, Illinois",3851,17,031,140500
"Census Tract 1406, Cook County, Illinois",8468,17,031,140600
"Census Tract 1407, Cook County, Illinois",9069,17,031,140700
"Census Tract 1408, Cook County, Illinois",7364,17,031,140800
"Census Tract 1501, Cook County, Illinois",582,17,031,150100
"Census Tract 1502, Cook County, Illinois",8118,17,031,150200
"Census Tract 1503, Cook County, Illinois",6372,17,031,150300
"Census Tract 1504, Cook County, Illinois",9108,17,031,150400
"Census Tract 1505, Cook County, Illinois",9726,17,031,150500
"Census Tract 1506, Cook County, Illinois",3729,17,031,150600
"Census Tract 1507, Cook County, Illinois",4701,17,031,150700
"Census Tract 1508, Cook County, Illinois",5786,17,031,150800
"Census Tract 1509, Cook County, Illinois",2046,17,031,150900
"Census Tract 1510, Cook County, Illinois",7982,17,031,151000
"Census Tract 1511, Cook County, Illinois",4654,17,031,151100
"Census Tract 1512, Cook County, Illinois",3561,17,031,151200
"Census Tract 1601, Cook County, Illinois",2641,17,031,160100
"Census Tract 1602, Cook County, Illinois",3828,17,031,160200
"Census Tract 1603, Cook County, Illinois",4471,17,031,160300
"Census Tract 1604, Cook County, Illinois",5548,17,031,160400
"Census Tract 1605, Cook County, Illinois",9240,17,031,160500
"Census Tract 1606, Cook County, Illinois",6764,17,031,160600
"Census Tract 1607, Cook County, Illinois",6438,17,031,160700
"Census Tract 8036.03, Cook County, Illinois",7086,17,031,803603
"Census Tract 8036.04, Cook County, Illinois",4077,17,031,803604
"Census Tract 8036.05, Cook County, Illinois",6768,17,031,803605
"Census Tract 8036.06, Cook County, Illinois",7597,17,031,803606
"Census Tract 8036.07, Cook County, Illinois",5200,17,031,803607
"Census Tract 8036.08, Cook County, Illinois",7181,17,031,803608
"Census Tract 8036.09, Cook County, Illinois",9736,17,031,803609
"Census Tract 8036.10, Cook County, Illinois",7299,17,031,803610
"Census Tract 8037, Cook County, Illinois",8496,17,031,803700
"Census Tract 8038, Cook County, Illinois",4668,17,031,803800
"Census Tract 8039.01, Cook County, Illinois",3349,17,031,803901
"Census Tract 8039.02, Cook County, Illinois",3744,17,031,803902
"Census Tract 8040, Cook County, Illinois",4518,17,031,804000
"Census Tract 8041.02, Cook County, Illinois",7466,17,031,804102
"Census Tract 8041.04, Cook County, Illinois",5753,17,031,804104
"Census Tract 8041.05, Cook County, Illinois",4766,17,031,804105
"Census Tract 8041.06, Cook County, Illinois",6745,17,031,804106
"Census Tract 8041.07, Cook County, Illinois",6366,17,031,804107
"Census Tract 8042.01, Cook County, Illinois",7096,17,031,804201
"Census Tract 8042.02, Cook County, Illinois",7879,17,031,804202
"Census Tract 8043.04, Cook County, Illinois",13674,17,031,804304
"Census Tract 8043.05, Cook County, Illinois",6679,17,031,804305
"Census Tract 8043.06, Cook County, Illinois",4919,17,031,804306
"Census Tract 8043.07, Cook County, Illinois",8035,17,031,804307
"Census Tract 8044.01, Cook County, Illinois",8355,17,031,804401
"Census Tract 8044.02, Cook County, Illinois",10150,17,031,804402
"Census Tract 8045.01, Cook County, Illinois",14131,17,031,804501
"Census Tract 8045.03, Cook County, Illinois",8071,17,031,804503
"Census Tract 8045.04, Cook County, Illinois",8006,17,031,804504
"Census Tract 8045.05, Cook County, Illinois",3133,17,031,804505
"Census Tract 8046.03, Cook County, Illinois",4975,17,031,804603
"Census Tract 8046.04, Cook County, Illinois",9518,17,031,804604
"Census Tract 8046.05, Cook County, Illinois",6467,17,031,804605
"Census Tract 8046.06, Cook County, Illinois",6909,17,031,804606
"Census Tract 8046.07, Cook County, Illinois",7317,17,031,804607
"Census Tract 8047.01, Cook County, Illinois",6789,17,031,804701
"Census Tract 8047.05, Cook County, Illinois",4269,17,031,804705
"Census Tract 8047.06, Cook County, Illinois",2690,17,031,804706
"Census Tract 8047.07, Cook County, Illinois",8251,17,031,804707
"Census Tract 8047.08, Cook County, Illinois",8399,17,031,804708
"Census Tract 8047.09, Cook County, Illinois",7846,17,031,804709
"Census Tract 8047.10, Cook County, Illinois",4692,17,031,804710
"Census Tract 8047.11, Cook County, Illinois",6974,17,031,804711
"Census Tract 8047.12, Cook County, Illinois",5425,17,031,804712
"Census Tract 8048.03, Cook County, Illinois",5497,17,031,804803
"Census Tract 8048.04, Cook County, Illinois",6575,17,031,804804
"Census Tract 8048.05, Cook County, Illinois",6746,17,031,804805
"Census Tract 8048.06, Cook County, Illinois",3348,17,031,804806
"Census Tract 8048.07, Cook County, Illinois",4830,17,031,804807
"Census Tract 8048.08, Cook County, Illinois",2379,17,031,804808
"Census Tract 8048.09, Cook County, Illinois",4129,17,031,804809
"Census Tract 8048.10, Cook County, Illinois",6805,17,031,804810
"Census Tract 8049.01, Cook County, Illinois",6593,17,031,804901
"Census Tract 8049.02, Cook County, Illinois",5445,17,031,804902
"Census Tract 8050.01, Cook County, Illinois",4658,17,031,805001
"Census Tract 8050.02, Cook County, Illinois",6258,17,031,805002
"Census Tract 8051.05, Cook County, Illinois",7304,17,031,805105
"Census Tract 8051.06, Cook County, Illinois",2696,17,031,805106
"Census Tract 8051.07, Cook County, Illinois",5868,17,031,805107
"Census Tract 8051.08, Cook County, Illinois",6109,17,031,805108
"Census Tract 8051.09, Cook County, Illinois",4338,17,031,805109
"Census Tract 8051.10, Cook County, Illinois",4494,17,031,805110
"Census Tract 8051.11, Cook County, Illinois",7608,17,031,805111
"Census Tract 8051.12, Cook County, Illinois",3416,17,031,805112
"Census Tract 8052.01, Cook County, Illinois",3575,17,031,805201
"Census Tract 8052.02, Cook County, Illinois",3748,17,031,805202
