NAME,B15001_004E,B15001_005E,B15001_012E,B15001_013E,B15001_020E,B15001_021E,B15001_028E,B15001_029E,B15001_036E,B15001_037E,B15001_045E,B15001_046E,B15001_053E,B15001_054E,B15001_061E,B15001_062E,B15001_069E,B15001_070E,B15001_077E,B15001_078E,B15001_006E,B15001_014E,B15001_022E,B15001_030E,B15001_038E,B15001_047E,B15001_055E,B15001_063E,B15001_071E,B15001_079E,B15001_007E,B15001_008E,B15001_015E,B15001_016E,B15001_023E,B15001_024E,B15001_031E,B15001_032E,B15001_039E,B15001_040E,B15001_048E,B15001_049E,B15001_056E,B15001_057E,B15001_064E,B15001_065E,B15001_072E,B15001_073E,state,county,tract,B15001_080E,B15001_081E,B15001_009E,B15001_017E,B15001_025E,B15001_033E,B15001_041E,B15001_050E,B15001_058E,B15001_066E,B15001_074E,B15001_082E,B15001_010E,B15001_018E,B15001_026E,B15001_034E,B15001_042E,B15001_051E,B15001_059E,B15001_067E,B15001_075E,B15001_083E
"Census Tract 2104, Cook County, Illinois",0.0,93.0,19.0,45.0,33.0,24.0,71.0,0.0,6.0,0.0,0.0,0.0,32.0,0.0,12.0,0.0,25.0,49.0,79.0,0.0,91.0,103.0,95.0,61.0,8.0,18.0,53.0,34.0,53.0,52.0,44.0,0.0,52.0,10.0,35.0,31.0,83.0,28.0,11.0,0.0,16.0,0.0,25.0,39.0,0.0,31.0,51.0,15.0,17,031,210400,10.0,11.0,30.0,16.0,33.0,121.0,0.0,11.0,84.0,9.0,72.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0
"Census Tract 2105, Cook County, Illinois",85.0,179.0,176.0,97.0,77.0,199.0,219.0,132.0,176.0,0.0,35.0,271.0,55.0,41.0,104.0,114.0,173.0,120.0,203.0,72.0,317.0,464.0,254.0,224.0,117.0,149.0,214.0,196.0,436.0,149.0,181.0,0.0,206.0,28.0,14.0,37.0,180.0,15.0,0.0,0.0,124.0,0.0,190.0,32.0,128.0,73.0,117.0,119.0,17,031,210500,0.0,0.0,168.0,172.0,96.0,53.0,0.0,19.0,126.0,13.0,48.0,0.0,11.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,48.0,0.0
"Census Tract 2106, Cook County, Illinois",28.0,341.0,87.0,198.0,87.0,37.0,179.0,175.0,126.0,13.0,0.0,59.0,28.0,131.0,134.0,30.0,167.0,87.0,110.0,38.0,169.0,409.0,356.0,370.0,141.0,97.0,198.0,169.0,238.0,102.0,129.0,0.0,133.0,32.0,136.0,34.0,173.0,27.0,0.0,0.0,157.0,0.0,51.0,147.0,208.0,50.0,111.0,51.0,17,031,210600,12.0,0.0,22.0,94.0,82.0,108.0,0.0,21.0,96.0,133.0,39.0,21.0,0.0,24.0,40.0,17.0,0.0,0.0,57.0,10.0,15.0,0.0
"Census Tract 2107, Cook County, Illinois",0.0,33.0,15.0,40.0,42.0,13.0,97.0,128.0,0.0,10.0,65.0,46.0,0.0,62.0,14.0,27.0,112.0,47.0,82.0,21.0,165.0,197.0,208.0,211.0,20.0,63.0,39.0,79.0,93.0,19.0,153.0,21.0,255.0,18.0,54.0,16.0,47.0,10.0,0.0,0.0,88.0,20.0,95.0,38.0,42.0,27.0,58.0,64.0,17,031,210700,37.0,22.0,53.0,94.0,88.0,51.0,0.0,10.0,197.0,80.0,67.0,9.0,0.0,53.0,18.0,14.0,0.0,0.0,52.0,40.0,7.0,12.0
"Census Tract 2108, Cook County, Illinois",0.0,0.0,0.0,19.0,0.0,63.0,30.0,13.0,32.0,0.0,0.0,12.0,8.0,60.0,0.0,12.0,0.0,0.0,23.0,0.0,27.0,48.0,49.0,0.0,0.0,0.0,61.0,0.0,13.0,0.0,17.0,0.0,74.0,19.0,73.0,0.0,23.0,0.0,0.0,0.0,0.0,26.0,25.0,0.0,21.0,0.0,15.0,0.0,17,031,210800,0.0,0.0,17.0,24.0,22.0,33.0,0.0,27.0,16.0,0.0,13.0,0.0,10.0,0.0,15.0,9.0,0.0,6.0,0.0,28.0,11.0,0.0
"Census Tract 2109, Cook County, Illinois",0.0,12.0,0.0,10.0,29.0,0.0,13.0,53.0,31.0,33.0,0.0,10.0,14.0,29.0,16.0,16.0,59.0,24.0,33.0,76.0,11.0,63.0,37.0,112.0,49.0,32.0,89.0,59.0,81.0,38.0,33.0,0.0,28.0,22.0,90.0,33.0,62.0,0.0,20.0,0.0,75.0,0.0,61.0,0.0,44.0,35.0,38.0,20.0,17,031,210900,38.0,0.0,9.0,101.0,185.0,37.0,0.0,39.0,93.0,12.0,56.0,25.0,0.0,37.0,14.0,0.0,0.0,0.0,39.0,73.0,14.0,21.0
"Census Tract 2201, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,0.0,0.0,0.0,50.0,16.0,10.0,0.0,17.0,20.0,23.0,11.0,0.0,0.0,39.0,9.0,46.0,12.0,26.0,0.0,0.0,0.0,39.0,0.0,57.0,11.0,0.0,0.0,9.0,4.0,17,031,220100,0.0,0.0,23.0,75.0,37.0,0.0,0.0,11.0,66.0,25.0,41.0,0.0,0.0,108.0,48.0,22.0,0.0,0.0,82.0,19.0,0.0,0.0
"Census Tract 2202, Cook County, Illinois",0.0,0.0,20.0,0.0,5.0,13.0,38.0,0.0,11.0,14.0,0.0,41.0,13.0,18.0,20.0,0.0,100.0,34.0,22.0,0.0,117.0,67.0,43.0,38.0,20.0,15.0,21.0,16.0,33.0,12.0,0.0,0.0,26.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,39.0,0.0,15.0,0.0,132.0,0.0,17,031,220200,8.0,0.0,0.0,82.0,177.0,28.0,0.0,0.0,102.0,26.0,7.0,10.0,0.0,59.0,0.0,6.0,0.0,8.0,41.0,50.0,16.0,0.0
"Census Tract 2203, Cook County, Illinois",0.0,0.0,0.0,24.0,9.0,0.0,10.0,14.0,35.0,0.0,0.0,0.0,0.0,20.0,0.0,22.0,52.0,39.0,26.0,0.0,0.0,165.0,132.0,57.0,0.0,33.0,0.0,10.0,28.0,78.0,0.0,0.0,89.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,34.0,45.0,20.0,0.0,0.0,28.0,17,031,220300,10.0,0.0,11.0,38.0,85.0,11.0,0.0,44.0,106.0,79.0,34.0,9.0,0.0,20.0,101.0,12.0,20.0,0.0,50.0,171.0,23.0,0.0
"Census Tract 2204, Cook County, Illinois",2.0,70.0,0.0,0.0,0.0,0.0,52.0,20.0,47.0,37.0,2.0,40.0,27.0,0.0,0.0,25.0,41.0,6.0,79.0,49.0,52.0,38.0,14.0,52.0,54.0,22.0,11.0,32.0,57.0,136.0,58.0,18.0,23.0,0.0,13.0,0.0,18.0,25.0,20.0,9.0,41.0,0.0,52.0,22.0,9.0,0.0,48.0,0.0,17,031,220400,0.0,0.0,23.0,236.0,37.0,57.0,30.0,0.0,250.0,67.0,48.0,19.0,0.0,68.0,75.0,64.0,12.0,0.0,99.0,33.0,54.0,32.0
"Census Tract 2604, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,7.0,30.0,31.0,10.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,110.0,0.0,11.0,0.0,13.0,10.0,160.0,0.0,0.0,19.0,14.0,107.0,22.0,59.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,260400,51.0,0.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
"Census Tract 2605, Cook County, Illinois",0.0,0.0,0.0,60.0,47.0,25.0,22.0,47.0,23.0,29.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,17.0,29.0,57.0,0.0,136.0,29.0,44.0,0.0,29.0,65.0,11.0,171.0,10.0,18.0,0.0,24.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,37.0,0.0,101.0,30.0,17,031,260500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 2606, Cook County, Illinois",0.0,55.0,0.0,79.0,0.0,0.0,15.0,41.0,21.0,12.0,0.0,132.0,0.0,44.0,0.0,10.0,0.0,102.0,8.0,31.0,83.0,0.0,34.0,38.0,20.0,153.0,44.0,47.0,120.0,40.0,80.0,0.0,28.0,0.0,0.0,0.0,55.0,0.0,0.0,9.0,41.0,0.0,66.0,0.0,25.0,21.0,55.0,23.0,17,031,260600,24.0,0.0,0.0,13.0,0.0,0.0,0.0,12.0,84.0,33.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0
"Census Tract 2607, Cook County, Illinois",0.0,69.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,35.0,0.0,76.0,0.0,18.0,0.0,39.0,35.0,34.0,40.0,17.0,121.0,151.0,82.0,106.0,20.0,27.0,67.0,78.0,66.0,0.0,0.0,0.0,42.0,0.0,107.0,0.0,11.0,0.0,0.0,0.0,25.0,0.0,52.0,0.0,0.0,17.0,63.0,0.0,17,031,260700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
"Census Tract 2608, Cook County, Illinois",51.0,69.0,21.0,0.0,17.0,22.0,0.0,32.0,0.0,24.0,51.0,69.0,0.0,0.0,0.0,49.0,28.0,72.0,31.0,34.0,33.0,100.0,112.0,208.0,0.0,20.0,70.0,76.0,164.0,37.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,21.0,0.0,27.0,0.0,80.0,56.0,38.0,0.0,89.0,30.0,17,031,260800,8.0,42.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,17.0
"Census Tract 2609, Cook County, Illinois",0.0,55.0,0.0,0.0,0.0,15.0,0.0,17.0,0.0,40.0,0.0,35.0,0.0,26.0,0.0,41.0,0.0,74.0,10.0,13.0,0.0,54.0,33.0,29.0,10.0,88.0,27.0,20.0,102.0,10.0,33.0,0.0,0.0,0.0,16.0,36.0,60.0,0.0,12.0,0.0,59.0,0.0,0.0,19.0,57.0,13.0,21.0,0.0,17,031,260900,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0
"Census Tract 2610, Cook County, Illinois",12.0,108.0,0.0,43.0,0.0,15.0,10.0,9.0,10.0,84.0,0.0,27.0,0.0,0.0,0.0,0.0,26.0,18.0,0.0,44.0,42.0,40.0,22.0,63.0,10.0,48.0,69.0,101.0,103.0,70.0,0.0,0.0,9.0,18.0,47.0,0.0,60.0,0.0,0.0,0.0,33.0,0.0,110.0,0.0,0.0,47.0,48.0,61.0,17,031,261000,10.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
"Census Tract 2701, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,17,031,270100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 2702, Cook County, Illinois",0.0,0.0,15.0,38.0,0.0,13.0,0.0,52.0,9.0,40.0,0.0,0.0,0.0,28.0,21.0,40.0,9.0,17.0,66.0,58.0,27.0,0.0,38.0,34.0,23.0,29.0,10.0,26.0,18.0,8.0,36.0,0.0,9.0,0.0,47.0,12.0,123.0,0.0,38.0,0.0,0.0,0.0,52.0,0.0,42.0,10.0,24.0,53.0,17,031,270200,21.0,42.0,0.0,59.0,8.0,9.0,0.0,9.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,8.0,0.0
"Census Tract 2703, Cook County, Illinois",0.0,57.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,45.0,31.0,48.0,0.0,0.0,0.0,0.0,3.0,19.0,5.0,5.0,368.0,223.0,0.0,30.0,18.0,7.0,4.0,23.0,221.0,74.0,203.0,0.0,53.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,36.0,16.0,25.0,0.0,0.0,0.0,27.0,0.0,17,031,270300,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,23.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
"Census Tract 2704, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,32.0,0.0,29.0,44.0,0.0,0.0,9.0,0.0,80.0,0.0,71.0,69.0,0.0,78.0,0.0,34.0,21.0,57.0,0.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,56.0,0.0,41.0,15.0,63.0,0.0,17,031,270400,8.0,0.0,18.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
"Census Tract 2705, Cook County, Illinois",0.0,0.0,0.0,39.0,0.0,110.0,0.0,58.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,45.0,42.0,28.0,32.0,0.0,93.0,0.0,24.0,43.0,0.0,73.0,8.0,0.0,47.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,44.0,0.0,79.0,0.0,53.0,24.0,61.0,24.0,10.0,23.0,17,031,270500,58.0,0.0,0.0,32.0,35.0,39.0,0.0,0.0,33.0,48.0,10.0,38.0,0.0,31.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
"Census Tract 2706, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,46.0,0.0,9.0,18.0,0.0,115.0,11.0,28.0,0.0,23.0,23.0,0.0,29.0,0.0,0.0,29.0,17.0,0.0,0.0,0.0,20.0,0.0,36.0,18.0,17.0,23.0,0.0,0.0,17,031,270600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,20.0,25.0
"Census Tract 2707, Cook County, Illinois",0.0,15.0,0.0,0.0,0.0,14.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,31.0,0.0,26.0,0.0,13.0,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,9.0,9.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,17,031,270700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0
"Census Tract 2708, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,10.0,33.0,0.0,42.0,9.0,0.0,0.0,29.0,0.0,34.0,0.0,54.0,0.0,12.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,68.0,0.0,17,031,270800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
"Census Tract 2709, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,17,031,270900,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
"Census Tract 2710, Cook County, Illinois",0.0,32.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,29.0,0.0,12.0,0.0,15.0,0.0,15.0,0.0,40.0,49.0,29.0,0.0,0.0,32.0,0.0,0.0,44.0,10.0,27.0,9.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,42.0,0.0,9.0,0.0,64.0,0.0,21.0,0.0,16.0,0.0,45.0,0.0,17,031,271000,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 2711, Cook County, Illinois",0.0,0.0,0.0,2.0,22.0,21.0,7.0,7.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,31.0,64.0,33.0,48.0,0.0,111.0,0.0,34.0,0.0,0.0,13.0,46.0,72.0,23.0,56.0,0.0,0.0,34.0,0.0,0.0,7.0,0.0,1.0,0.0,22.0,0.0,96.0,0.0,59.0,0.0,16.0,17.0,17,031,271100,0.0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,47.0,0.0,21.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,21.0,0.0
"Census Tract 2712, Cook County, Illinois",0.0,0.0,0.0,10.0,0.0,34.0,19.0,65.0,39.0,11.0,0.0,47.0,0.0,34.0,0.0,0.0,0.0,78.0,0.0,10.0,0.0,37.0,41.0,13.0,0.0,122.0,80.0,33.0,74.0,14.0,38.0,0.0,0.0,0.0,20.0,0.0,35.0,0.0,14.0,0.0,41.0,0.0,0.0,37.0,50.0,0.0,19.0,43.0,17,031,271200,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 2713, Cook County, Illinois",17.0,56.0,0.0,0.0,0.0,0.0,0.0,26.0,25.0,19.0,0.0,35.0,0.0,0.0,0.0,23.0,0.0,53.0,48.0,19.0,0.0,0.0,0.0,23.0,88.0,55.0,0.0,13.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,82.0,0.0,37.0,0.0,36.0,22.0,17,031,271300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
"Census Tract 2714, Cook County, Illinois",0.0,20.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,17.0,0.0,0.0,16.0,0.0,98.0,17.0,30.0,12.0,15.0,22.0,0.0,113.0,17.0,29.0,0.0,0.0,25.0,9.0,7.0,0.0,16.0,0.0,7.0,0.0,12.0,0.0,18.0,18.0,26.0,0.0,64.0,11.0,17,031,271400,63.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,52.0,0.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,19.0,8.0
"Census Tract 2715, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,16.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,98.0,3.0,0.0,0.0,65.0,68.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,0.0,27.0,11.0,0.0,9.0,0.0,60.0,0.0,65.0,0.0,17,031,271500,0.0,0.0,0.0,0.0,30.0,29.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,60.0,39.0,0.0
"Census Tract 2716, Cook County, Illinois",0.0,12.0,0.0,58.0,0.0,50.0,11.0,27.0,12.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,41.0,31.0,52.0,86.0,49.0,0.0,22.0,16.0,0.0,17.0,34.0,0.0,0.0,22.0,23.0,11.0,37.0,25.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,17,031,271600,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 2717, Cook County, Illinois",0.0,0.0,0.0,24.0,0.0,17.0,16.0,28.0,0.0,12.0,0.0,38.0,0.0,19.0,0.0,0.0,0.0,43.0,0.0,0.0,22.0,43.0,0.0,34.0,0.0,43.0,41.0,0.0,66.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,26.0,11.0,17,031,271700,29.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 2718, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,26.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,11.0,0.0,0.0,0.0,17,031,271800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
"Census Tract 2719, Cook County, Illinois",0.0,40.0,0.0,0.0,0.0,0.0,26.0,34.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,34.0,29.0,13.0,19.0,0.0,62.0,40.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,22.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,17,031,271900,0.0,0.0,0.0,18.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 2801, Cook County, Illinois",0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,16.0,12.0,11.0,54.0,0.0,0.0,17.0,10.0,0.0,0.0,16.0,0.0,11.0,0.0,17.0,0.0,9.0,19.0,0.0,0.0,6.0,0.0,30.0,10.0,44.0,0.0,73.0,10.0,17,031,280100,0.0,0.0,52.0,338.0,108.0,111.0,7.0,51.0,359.0,149.0,164.0,12.0,0.0,344.0,215.0,173.0,14.0,6.0,233.0,97.0,77.0,0.0
"Census Tract 2802, Cook County, Illinois",0.0,0.0,13.0,13.0,0.0,36.0,13.0,95.0,0.0,0.0,0.0,87.0,12.0,95.0,0.0,154.0,0.0,22.0,0.0,0.0,30.0,0.0,66.0,29.0,6.0,79.0,65.0,86.0,21.0,0.0,18.0,0.0,38.0,0.0,56.0,0.0,46.0,13.0,0.0,0.0,0.0,0.0,32.0,0.0,141.0,122.0,105.0,15.0,17,031,280200,0.0,0.0,10.0,278.0,103.0,32.0,24.0,49.0,160.0,69.0,41.0,5.0,0.0,56.0,55.0,57.0,5.0,0.0,68.0,50.0,47.0,0.0
"Census Tract 2803, Cook County, Illinois",0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,0.0,0.0,12.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,10.0,0.0,0.0,23.0,17,031,280300,9.0,0.0,24.0,49.0,10.0,0.0,0.0,0.0,13.0,11.0,8.0,0.0,0.0,26.0,33.0,53.0,0.0,0.0,30.0,13.0,78.0,13.0
"Census Tract 2804, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,17.0,0.0,15.0,21.0,11.0,0.0,12.0,0.0,10.0,30.0,10.0,29.0,0.0,0.0,0.0,16.0,39.0,10.0,0.0,9.0,16.0,0.0,0.0,32.0,0.0,29.0,0.0,47.0,14.0,47.0,69.0,17,031,280400,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
"Census Tract 2805, Cook County, Illinois",0.0,93.0,0.0,55.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,21.0,0.0,39.0,0.0,22.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,48.0,0.0,56.0,0.0,33.0,44.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,17,031,280500,0.0,0.0,0.0,0.0,0.0,18.0,0.0,27.0,22.0,31.0,10.0,0.0,26.0,0.0,13.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
"Census Tract 2806, Cook County, Illinois",0.0,9.0,0.0,8.0,0.0,17.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,51.0,0.0,0.0,0.0,0.0,37.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,280600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 2807, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,20.0,10.0,10.0,24.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,17,031,280700,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0
