NAME,B01001_026E,state,county,tract
"Census Tract 2501, Cook County, Illinois",87.0,17,031,250100
"Census Tract 2502, Cook County, Illinois",1519.0,17,031,250200
"Census Tract 2503, Cook County, Illinois",2395.0,17,031,250300
"Census Tract 2504, Cook County, Illinois",3921.0,17,031,250400
"Census Tract 2505, Cook County, Illinois",4109.0,17,031,250500
"Census Tract 2506, Cook County, Illinois",2868.0,17,031,250600
"Census Tract 2507, Cook County, Illinois",3241.0,17,031,250700
"Census Tract 2508, Cook County, Illinois",1481.0,17,031,250800
"Census Tract 2509, Cook County, Illinois",463.0,17,031,250900
"Census Tract 2510, Cook County, Illinois",729.0,17,031,251000
"Census Tract 2511, Cook County, Illinois",2245.0,17,031,251100
"Census Tract 2512, Cook County, Illinois",2424.0,17,031,251200
"Census Tract 2513, Cook County, Illinois",3499.0,17,031,251300
"Census Tract 2514, Cook County, Illinois",2213.0,17,031,251400
"Census Tract 2515, Cook County, Illinois",2407.0,17,031,251500
"Census Tract 2516, Cook County, Illinois",1718.0,17,031,251600
"Census Tract 2517, Cook County, Illinois",842.0,17,031,251700
"Census Tract 2518, Cook County, Illinois",3250.0,17,031,251800
"Census Tract 2519, Cook County, Illinois",2955.0,17,031,251900
"Census Tract 2520, Cook County, Illinois",3153.0,17,031,252000
"Census Tract 2521, Cook County, Illinois",5223.0,17,031,252100
"Census Tract 2522, Cook County, Illinois",3842.0,17,031,252200
"Census Tract 2523, Cook County, Illinois",192.0,17,031,252300
"Census Tract 2524, Cook County, Illinois",1371.0,17,031,252400
"Census Tract 2601, Cook County, Illinois",788.0,17,031,260100
"Census Tract 2602, Cook County, Illinois",675.0,17,031,260200
"Census Tract 2603, Cook County, Illinois",1171.0,17,031,260300
"Census Tract 0, Cook County, Illinois",0.0,17,031,000000
"Census Tract 101, Cook County, Illinois",2771.0,17,031,010100
"Census Tract 102, Cook County, Illinois",4437.0,17,031,010200
"Census Tract 103, Cook County, Illinois",3145.0,17,031,010300
"Census Tract 104, Cook County, Illinois",2695.0,17,031,010400
"Census Tract 105, Cook County, Illinois",4630.0,17,031,010500
"Census Tract 106, Cook County, Illinois",3319.0,17,031,010600
"Census Tract 107, Cook County, Illinois",4342.0,17,031,010700
"Census Tract 108, Cook County, Illinois",2001.0,17,031,010800
"Census Tract 109, Cook County, Illinois",553.0,17,031,010900
"Census Tract 201, Cook County, Illinois",2365.0,17,031,020100
"Census Tract 202, Cook County, Illinois",3897.0,17,031,020200
"Census Tract 203, Cook County, Illinois",4610.0,17,031,020300
"Census Tract 204, Cook County, Illinois",2151.0,17,031,020400
"Census Tract 205, Cook County, Illinois",2430.0,17,031,020500
"Census Tract 206, Cook County, Illinois",5357.0,17,031,020600
"Census Tract 207, Cook County, Illinois",4510.0,17,031,020700
"Census Tract 208, Cook County, Illinois",7073.0,17,031,020800
"Census Tract 209, Cook County, Illinois",4797.0,17,031,020900
"Census Tract 301, Cook County, Illinois",7067.0,17,031,030100
"Census Tract 302, Cook County, Illinois",2834.0,17,031,030200
"Census Tract 303, Cook County, Illinois",1351.0,17,031,030300
"Census Tract 304, Cook County, Illinois",1278.0,17,031,030400
"Census Tract 305, Cook County, Illinois",2976.0,17,031,030500
"Census Tract 306, Cook County, Illinois",4303.0,17,031,030600
"Census Tract 307, Cook County, Illinois",5133.0,17,031,030700
"Census Tract 308, Cook County, Illinois",2284.0,17,031,030800
"Census Tract 309, Cook County, Illinois",1551.0,17,031,030900
"Census Tract 310, Cook County, Illinois",2840.0,17,031,031000
"Census Tract 311, Cook County, Illinois",1818.0,17,031,031100
"Census Tract 312, Cook County, Illinois",2570.0,17,031,031200
"Census Tract 313, Cook County, Illinois",3204.0,17,031,031300
"Census Tract 314, Cook County, Illinois",3127.0,17,031,031400
"Census Tract 315, Cook County, Illinois",4419.0,17,031,031500
"Census Tract 316, Cook County, Illinois",993.0,17,031,031600
"Census Tract 317, Cook County, Illinois",3004.0,17,031,031700
"Census Tract 318, Cook County, Illinois",934.0,17,031,031800
"Census Tract 319, Cook County, Illinois",1217.0,17,031,031900
"Census Tract 320, Cook County, Illinois",354.0,17,031,032000
"Census Tract 321, Cook County, Illinois",3214.0,17,031,032100
"Census Tract 401, Cook County, Illinois",2259.0,17,031,040100
"Census Tract 402, Cook County, Illinois",6711.0,17,031,040200
"Census Tract 403, Cook County, Illinois",1411.0,17,031,040300
"Census Tract 404, Cook County, Illinois",4020.0,17,031,040400
"Census Tract 405, Cook County, Illinois",519.0,17,031,040500
"Census Tract 406, Cook County, Illinois",1403.0,17,031,040600
"Census Tract 407, Cook County, Illinois",1661.0,17,031,040700
"Census Tract 408, Cook County, Illinois",901.0,17,031,040800
"Census Tract 409, Cook County, Illinois",1076.0,17,031,040900
"Census Tract 410, Cook County, Illinois",699.0,17,031,041000
"Census Tract 501, Cook County, Illinois",1247.0,17,031,050100
"Census Tract 502, Cook County, Illinois",2590.0,17,031,050200
"Census Tract 503, Cook County, Illinois",1326.0,17,031,050300
"Census Tract 504, Cook County, Illinois",518.0,17,031,050400
"Census Tract 505, Cook County, Illinois",2767.0,17,031,050500
"Census Tract 506, Cook County, Illinois",1067.0,17,031,050600
"Census Tract 507, Cook County, Illinois",1112.0,17,031,050700
"Census Tract 508, Cook County, Illinois",629.0,17,031,050800
"Census Tract 509, Cook County, Illinois",735.0,17,031,050900
"Census Tract 510, Cook County, Illinois",695.0,17,031,051000
"Census Tract 511, Cook County, Illinois",982.0,17,031,051100
"Census Tract 512, Cook County, Illinois",1086.0,17,031,051200
"Census Tract 513, Cook County, Illinois",1470.0,17,031,051300
"Census Tract 514, Cook County, Illinois",1119.0,17,031,051400
"Census Tract 515, Cook County, Illinois",630.0,17,031,051500
"Census Tract 601, Cook County, Illinois",1520.0,17,031,060100
"Census Tract 602, Cook County, Illinois",1124.0,17,031,060200
"Census Tract 603, Cook County, Illinois",1657.0,17,031,060300
"Census Tract 604, Cook County, Illinois",1922.0,17,031,060400
"Census Tract 605, Cook County, Illinois",728.0,17,031,060500
"Census Tract 606, Cook County, Illinois",469.0,17,031,060600
"Census Tract 607, Cook County, Illinois",891.0,17,031,060700
"Census Tract 608, Cook County, Illinois",2591.0,17,031,060800
"Census Tract 609, Cook County, Illinois",3290.0,17,031,060900
"Census Tract 610, Cook County, Illinois",827.0,17,031,061000
"Census Tract 611, Cook County, Illinois",627.0,17,031,061100
"Census Tract 612, Cook County, Illinois",1245.0,17,031,061200
"Census Tract 613, Cook County, Illinois",756.0,17,031,061300
"Census Tract 614, Cook County, Illinois",895.0,17,031,061400
"Census Tract 615, Cook County, Illinois",1050.0,17,031,061500
"Census Tract 616, Cook County, Illinois",236.0,17,031,061600
"Census Tract 617, Cook County, Illinois",548.0,17,031,061700
"Census Tract 618, Cook County, Illinois",415.0,17,031,061800
"Census Tract 619, Cook County, Illinois",3637.0,17,031,061900
"Census Tract 620, Cook County, Illinois",1206.0,17,031,062000
"Census Tract 621, Cook County, Illinois",1809.0,17,031,062100
"Census Tract 622, Cook County, Illinois",1391.0,17,031,062200
"Census Tract 623, Cook County, Illinois",864.0,17,031,062300
"Census Tract 624, Cook County, Illinois",911.0,17,031,062400
"Census Tract 625, Cook County, Illinois",693.0,17,031,062500
"Census Tract 626, Cook County, Illinois",1043.0,17,031,062600
"Census Tract 627, Cook County, Illinois",1315.0,17,031,062700
"Census Tract 628, Cook County, Illinois",1437.0,17,031,062800
"Census Tract 629, Cook County, Illinois",1995.0,17,031,062900
"Census Tract 630, Cook County, Illinois",2167.0,17,031,063000
"Census Tract 631, Cook County, Illinois",1145.0,17,031,063100
"Census Tract 632, Cook County, Illinois",3625.0,17,031,063200
"Census Tract 633, Cook County, Illinois",5030.0,17,031,063300
"Census Tract 634, Cook County, Illinois",1192.0,17,031,063400
"Census Tract 701, Cook County, Illinois",4626.0,17,031,070100
"Census Tract 702, Cook County, Illinois",1840.0,17,031,070200
"Census Tract 703, Cook County, Illinois",1762.0,17,031,070300
"Census Tract 704, Cook County, Illinois",1632.0,17,031,070400
"Census Tract 705, Cook County, Illinois",1602.0,17,031,070500
"Census Tract 706, Cook County, Illinois",1569.0,17,031,070600
"Census Tract 707, Cook County, Illinois",1262.0,17,031,070700
"Census Tract 708, Cook County, Illinois",886.0,17,031,070800
"Census Tract 709, Cook County, Illinois",1144.0,17,031,070900
"Census Tract 710, Cook County, Illinois",3972.0,17,031,071000
"Census Tract 711, Cook County, Illinois",1615.0,17,031,071100
"Census Tract 712, Cook County, Illinois",1280.0,17,031,071200
"Census Tract 713, Cook County, Illinois",2140.0,17,031,071300
"Census Tract 714, Cook County, Illinois",2647.0,17,031,071400
"Census Tract 715, Cook County, Illinois",2649.0,17,031,071500
"Census Tract 716, Cook County, Illinois",1143.0,17,031,071600
"Census Tract 717, Cook County, Illinois",832.0,17,031,071700
"Census Tract 718, Cook County, Illinois",1496.0,17,031,071800
"Census Tract 719, Cook County, Illinois",1673.0,17,031,071900
"Census Tract 720, Cook County, Illinois",483.0,17,031,072000
"Census Tract 801, Cook County, Illinois",3785.0,17,031,080100
"Census Tract 802, Cook County, Illinois",3650.0,17,031,080200
"Census Tract 803, Cook County, Illinois",2269.0,17,031,080300
"Census Tract 804, Cook County, Illinois",2473.0,17,031,080400
"Census Tract 805, Cook County, Illinois",900.0,17,031,080500
"Census Tract 806, Cook County, Illinois",11.0,17,031,080600
"Census Tract 807, Cook County, Illinois",757.0,17,031,080700
"Census Tract 808, Cook County, Illinois",188.0,17,031,080800
"Census Tract 809, Cook County, Illinois",519.0,17,031,080900
"Census Tract 810, Cook County, Illinois",3904.0,17,031,081000
"Census Tract 811, Cook County, Illinois",1660.0,17,031,081100
"Census Tract 812, Cook County, Illinois",3794.0,17,031,081200
"Census Tract 813, Cook County, Illinois",3112.0,17,031,081300
"Census Tract 814, Cook County, Illinois",5444.0,17,031,081400
"Census Tract 815, Cook County, Illinois",2285.0,17,031,081500
"Census Tract 816, Cook County, Illinois",1960.0,17,031,081600
"Census Tract 817, Cook County, Illinois",1315.0,17,031,081700
"Census Tract 818, Cook County, Illinois",2828.0,17,031,081800
"Census Tract 819, Cook County, Illinois",862.0,17,031,081900
"Census Tract 901, Cook County, Illinois",1844.0,17,031,090100
"Census Tract 902, Cook County, Illinois",3365.0,17,031,090200
"Census Tract 903, Cook County, Illinois",898.0,17,031,090300
"Census Tract 1001, Cook County, Illinois",3301.0,17,031,100100
"Census Tract 1002, Cook County, Illinois",4036.0,17,031,100200
"Census Tract 1003, Cook County, Illinois",3829.0,17,031,100300
"Census Tract 1004, Cook County, Illinois",1835.0,17,031,100400
"Census Tract 1005, Cook County, Illinois",3554.0,17,031,100500
"Census Tract 1006, Cook County, Illinois",2634.0,17,031,100600
"Census Tract 1007, Cook County, Illinois",2583.0,17,031,100700
"Census Tract 1101, Cook County, Illinois",2993.0,17,031,110100
"Census Tract 1102, Cook County, Illinois",1658.0,17,031,110200
"Census Tract 1103, Cook County, Illinois",2644.0,17,031,110300
"Census Tract 1104, Cook County, Illinois",2580.0,17,031,110400
"Census Tract 1105, Cook County, Illinois",4998.0,17,031,110500
"Census Tract 1201, Cook County, Illinois",2467.0,17,031,120100
"Census Tract 1202, Cook County, Illinois",2407.0,17,031,120200
"Census Tract 1203, Cook County, Illinois",3374.0,17,031,120300
"Census Tract 1204, Cook County, Illinois",1838.0,17,031,120400
"Census Tract 1301, Cook County, Illinois",2752.0,17,031,130100
"Census Tract 1302, Cook County, Illinois",920.0,17,031,130200
"Census Tract 1303, Cook County, Illinois",2571.0,17,031,130300
"Census Tract 1304, Cook County, Illinois",181.0,17,031,130400
"Census Tract 1305, Cook County, Illinois",3488.0,17,031,130500
"Census Tract 1401, Cook County, Illinois",1530.0,17,031,140100
"Census Tract 1402, Cook County, Illinois",3272.0,17,031,140200
"Census Tract 1403, Cook County, Illinois",3537.0,17,031,140300
"Census Tract 1404, Cook County, Illinois",3452.0,17,031,140400
"Census Tract 1405, Cook County, Illinois",1572.0,17,031,140500
"Census Tract 1406, Cook County, Illinois",4488.0,17,031,140600
"Census Tract 1407, Cook County, Illinois",4189.0,17,031,140700
"Census Tract 1408, Cook County, Illinois",3683.0,17,031,140800
"Census Tract 1501, Cook County, Illinois",293.0,17,031,150100
"Census Tract 1502, Cook County, Illinois",3910.0,17,031,150200
"Census Tract 1503, Cook County, Illinois",3141.0,17,031,150300
"Census Tract 1504, Cook County, Illinois",4821.0,17,031,150400
"Census Tract 1505, Cook County, Illinois",5604.0,17,031,150500
"Census Tract 1506, Cook County, Illinois",1721.0,17,031,150600
"Census Tract 1507, Cook County, Illinois",2174.0,17,031,150700
"Census Tract 1508, Cook County, Illinois",3113.0,17,031,150800
"Census Tract 1509, Cook County, Illinois",864.0,17,031,150900
"Census Tract 1510, Cook County, Illinois",3947.0,17,031,151000
"Census Tract 1511, Cook County, Illinois",2381.0,17,031,151100
"Census Tract 1512, Cook County, Illinois",1765.0,17,031,151200
"Census Tract 1601, Cook County, Illinois",1379.0,17,031,160100
"Census Tract 1602, Cook County, Illinois",1798.0,17,031,160200
"Census Tract 1603, Cook County, Illinois",2093.0,17,031,160300
"Census Tract 1604, Cook County, Illinois",2910.0,17,031,160400
"Census Tract 1605, Cook County, Illinois",4314.0,17,031,160500
"Census Tract 1606, Cook County, Illinois",3506.0,17,031,160600
"Census Tract 1607, Cook County, Illinois",3131.0,17,031,160700
"Census Tract 8036.03, Cook County, Illinois",3323.0,17,031,803603
"Census Tract 8036.04, Cook County, Illinois",2290.0,17,031,803604
"Census Tract 8036.05, Cook County, Illinois",3871.0,17,031,803605
"Census Tract 8036.06, Cook County, Illinois",3842.0,17,031,803606
"Census Tract 8036.07, Cook County, Illinois",2579.0,17,031,803607
"Census Tract 8036.08, Cook County, Illinois",3526.0,17,031,803608
"Census Tract 8036.09, Cook County, Illinois",4254.0,17,031,803609
"Census Tract 8036.10, Cook County, Illinois",3742.0,17,031,803610
"Census Tract 8037, Cook County, Illinois",4442.0,17,031,803700
"Census Tract 8038, Cook County, Illinois",2304.0,17,031,803800
"Census Tract 8039.01, Cook County, Illinois",1743.0,17,031,803901
"Census Tract 8039.02, Cook County, Illinois",2034.0,17,031,803902
"Census Tract 8040, Cook County, Illinois",2395.0,17,031,804000
"Census Tract 8041.02, Cook County, Illinois",3630.0,17,031,804102
"Census Tract 8041.04, Cook County, Illinois",2954.0,17,031,804104
"Census Tract 8041.05, Cook County, Illinois",2472.0,17,031,804105
"Census Tract 8041.06, Cook County, Illinois",3436.0,17,031,804106
"Census Tract 8041.07, Cook County, Illinois",3109.0,17,031,804107
"Census Tract 8042.01, Cook County, Illinois",3670.0,17,031,804201
"Census Tract 8042.02, Cook County, Illinois",3970.0,17,031,804202
"Census Tract 8043.04, Cook County, Illinois",6929.0,17,031,804304
"Census Tract 8043.05, Cook County, Illinois",3311.0,17,031,804305
"Census Tract 8043.06, Cook County, Illinois",2444.0,17,031,804306
"Census Tract 8043.07, Cook County, Illinois",3966.0,17,031,804307
"Census Tract 8044.01, Cook County, Illinois",4590.0,17,031,804401
"Census Tract 8044.02, Cook County, Illinois",5104.0,17,031,804402
"Census Tract 8045.01, Cook County, Illinois",7183.0,17,031,804501
"Census Tract 8045.03, Cook County, Illinois",3810.0,17,031,804503
"Census Tract 8045.04, Cook County, Illinois",3951.0,17,031,804504
"Census Tract 8045.05, Cook County, Illinois",1656.0,17,031,804505
"Census Tract 8046.03, Cook County, Illinois",2283.0,17,031,804603
"Census Tract 8046.04, Cook County, Illinois",5189.0,17,031,804604
"Census Tract 8046.05, Cook County, Illinois",3471.0,17,031,804605
"Census Tract 8046.06, Cook County, Illinois",3370.0,17,031,804606
"Census Tract 8046.07, Cook County, Illinois",4068.0,17,031,804607
"Census Tract 8047.01, Cook County, Illinois",3695.0,17,031,804701
"Census Tract 8047.05, Cook County, Illinois",2178.0,17,031,804705
"Census Tract 8047.06, Cook County, Illinois",1369.0,17,031,804706
"Census Tract 8047.07, Cook County, Illinois",3836.0,17,031,804707
"Census Tract 8047.08, Cook County, Illinois",4210.0,17,031,804708
"Census Tract 8047.09, Cook County, Illinois",3920.0,17,031,804709
