NAME,B03001_002E,B03001_003E,state,county,tract
"Census Tract 2102, Cook County, Illinois",335.0,1044.0,17,031,210200
"Census Tract 2103, Cook County, Illinois",2498.0,3457.0,17,031,210300
"Census Tract 2104, Cook County, Illinois",973.0,1442.0,17,031,210400
"Census Tract 2105, Cook County, Illinois",2446.0,7446.0,17,031,210500
"Census Tract 2106, Cook County, Illinois",2550.0,5871.0,17,031,210600
"Census Tract 2107, Cook County, Illinois",1827.0,3112.0,17,031,210700
"Census Tract 2108, Cook County, Illinois",310.0,1140.0,17,031,210800
"Census Tract 2109, Cook County, Illinois",1335.0,1741.0,17,031,210900
"Census Tract 2201, Cook County, Illinois",857.0,307.0,17,031,220100
"Census Tract 2202, Cook County, Illinois",780.0,1358.0,17,031,220200
"Census Tract 2203, Cook County, Illinois",1659.0,989.0,17,031,220300
"Census Tract 2204, Cook County, Illinois",1625.0,1116.0,17,031,220400
"Census Tract 2604, Cook County, Illinois",1231.0,0.0,17,031,260400
"Census Tract 2605, Cook County, Illinois",1641.0,0.0,17,031,260500
"Census Tract 2606, Cook County, Illinois",2757.0,12.0,17,031,260600
"Census Tract 2607, Cook County, Illinois",2234.0,0.0,17,031,260700
"Census Tract 2608, Cook County, Illinois",2725.0,176.0,17,031,260800
"Census Tract 2609, Cook County, Illinois",1675.0,12.0,17,031,260900
"Census Tract 2610, Cook County, Illinois",2199.0,0.0,17,031,261000
"Census Tract 2701, Cook County, Illinois",119.0,0.0,17,031,270100
"Census Tract 2702, Cook County, Illinois",1555.0,183.0,17,031,270200
"Census Tract 2703, Cook County, Illinois",2445.0,0.0,17,031,270300
"Census Tract 2704, Cook County, Illinois",1443.0,0.0,17,031,270400
"Census Tract 2705, Cook County, Illinois",2027.0,58.0,17,031,270500
"Census Tract 2706, Cook County, Illinois",932.0,0.0,17,031,270600
"Census Tract 2707, Cook County, Illinois",464.0,18.0,17,031,270700
"Census Tract 2708, Cook County, Illinois",634.0,0.0,17,031,270800
"Census Tract 2709, Cook County, Illinois",121.0,33.0,17,031,270900
"Census Tract 2710, Cook County, Illinois",955.0,0.0,17,031,271000
"Census Tract 2711, Cook County, Illinois",1350.0,0.0,17,031,271100
"Census Tract 2712, Cook County, Illinois",1586.0,10.0,17,031,271200
"Census Tract 2713, Cook County, Illinois",1295.0,14.0,17,031,271300
"Census Tract 2714, Cook County, Illinois",1251.0,24.0,17,031,271400
"Census Tract 2715, Cook County, Illinois",1201.0,0.0,17,031,271500
"Census Tract 2716, Cook County, Illinois",754.0,47.0,17,031,271600
"Census Tract 2717, Cook County, Illinois",1108.0,25.0,17,031,271700
"Census Tract 2718, Cook County, Illinois",569.0,0.0,17,031,271800
"Census Tract 2719, Cook County, Illinois",694.0,0.0,17,031,271900
"Census Tract 2801, Cook County, Illinois",2905.0,170.0,17,031,280100
"Census Tract 2802, Cook County, Illinois",2649.0,79.0,17,031,280200
"Census Tract 2803, Cook County, Illinois",819.0,0.0,17,031,280300
"Census Tract 2804, Cook County, Illinois",815.0,11.0,17,031,280400
"Census Tract 2805, Cook County, Illinois",901.0,52.0,17,031,280500
"Census Tract 2806, Cook County, Illinois",223.0,18.0,17,031,280600
"Census Tract 2807, Cook County, Illinois",281.0,0.0,17,031,280700
"Census Tract 2808, Cook County, Illinois",589.0,42.0,17,031,280800
"Census Tract 2809, Cook County, Illinois",1124.0,0.0,17,031,280900
"Census Tract 2810, Cook County, Illinois",313.0,0.0,17,031,281000
"Census Tract 2811, Cook County, Illinois",333.0,0.0,17,031,281100
"Census Tract 2812, Cook County, Illinois",716.0,28.0,17,031,281200
"Census Tract 2813, Cook County, Illinois",1771.0,22.0,17,031,281300
"Census Tract 2814, Cook County, Illinois",280.0,20.0,17,031,281400
"Census Tract 2815, Cook County, Illinois",225.0,56.0,17,031,281500
"Census Tract 2816, Cook County, Illinois",953.0,89.0,17,031,281600
"Census Tract 2817, Cook County, Illinois",3165.0,144.0,17,031,281700
"Census Tract 2818, Cook County, Illinois",2759.0,129.0,17,031,281800
"Census Tract 2819, Cook County, Illinois",3748.0,125.0,17,031,281900
"Census Tract 2820, Cook County, Illinois",1072.0,54.0,17,031,282000
"Census Tract 2821, Cook County, Illinois",1790.0,79.0,17,031,282100
"Census Tract 2822, Cook County, Illinois",1427.0,261.0,17,031,282200
"Census Tract 2823, Cook County, Illinois",813.0,42.0,17,031,282300
"Census Tract 2824, Cook County, Illinois",1577.0,120.0,17,031,282400
"Census Tract 2825, Cook County, Illinois",536.0,20.0,17,031,282500
"Census Tract 2826, Cook County, Illinois",318.0,107.0,17,031,282600
"Census Tract 2827, Cook County, Illinois",1711.0,749.0,17,031,282700
"Census Tract 2205, Cook County, Illinois",1973.0,1146.0,17,031,220500
"Census Tract 2206, Cook County, Illinois",3956.0,3641.0,17,031,220600
"Census Tract 2207, Cook County, Illinois",2086.0,6546.0,17,031,220700
"Census Tract 2208, Cook County, Illinois",20.0,0.0,17,031,220800
"Census Tract 2209, Cook County, Illinois",2080.0,5168.0,17,031,220900
"Census Tract 2210, Cook County, Illinois",1078.0,1648.0,17,031,221000
"Census Tract 2211, Cook County, Illinois",2272.0,3762.0,17,031,221100
"Census Tract 2212, Cook County, Illinois",1286.0,1186.0,17,031,221200
"Census Tract 2213, Cook County, Illinois",1296.0,1739.0,17,031,221300
"Census Tract 2214, Cook County, Illinois",657.0,2435.0,17,031,221400
"Census Tract 2215, Cook County, Illinois",1874.0,1634.0,17,031,221500
"Census Tract 2216, Cook County, Illinois",1997.0,729.0,17,031,221600
"Census Tract 2217, Cook County, Illinois",1909.0,552.0,17,031,221700
"Census Tract 2218, Cook County, Illinois",1102.0,847.0,17,031,221800
"Census Tract 2219, Cook County, Illinois",522.0,134.0,17,031,221900
"Census Tract 2220, Cook County, Illinois",1532.0,110.0,17,031,222000
"Census Tract 2221, Cook County, Illinois",687.0,171.0,17,031,222100
"Census Tract 2222, Cook County, Illinois",1830.0,245.0,17,031,222200
"Census Tract 2223, Cook County, Illinois",856.0,600.0,17,031,222300
"Census Tract 2224, Cook County, Illinois",1123.0,1127.0,17,031,222400
"Census Tract 2225, Cook County, Illinois",469.0,1080.0,17,031,222500
"Census Tract 2226, Cook County, Illinois",975.0,690.0,17,031,222600
"Census Tract 2227, Cook County, Illinois",926.0,2190.0,17,031,222700
"Census Tract 2228, Cook County, Illinois",6.0,930.0,17,031,222800
"Census Tract 2229, Cook County, Illinois",312.0,1315.0,17,031,222900
"Census Tract 2301, Cook County, Illinois",624.0,1319.0,17,031,230100
"Census Tract 2302, Cook County, Illinois",374.0,1241.0,17,031,230200
"Census Tract 2303, Cook County, Illinois",20.0,1221.0,17,031,230300
"Census Tract 2304, Cook County, Illinois",357.0,2228.0,17,031,230400
"Census Tract 2305, Cook County, Illinois",657.0,2362.0,17,031,230500
"Census Tract 2306, Cook County, Illinois",1712.0,5066.0,17,031,230600
"Census Tract 2307, Cook County, Illinois",1367.0,5036.0,17,031,230700
"Census Tract 2308, Cook County, Illinois",57.0,1694.0,17,031,230800
"Census Tract 2309, Cook County, Illinois",1952.0,3968.0,17,031,230900
"Census Tract 2310, Cook County, Illinois",1679.0,1534.0,17,031,231000
"Census Tract 2311, Cook County, Illinois",1178.0,52.0,17,031,231100
"Census Tract 2312, Cook County, Illinois",5532.0,1288.0,17,031,231200
"Census Tract 2313, Cook County, Illinois",3776.0,2374.0,17,031,231300
"Census Tract 2314, Cook County, Illinois",0.0,0.0,17,031,231400
"Census Tract 2315, Cook County, Illinois",5542.0,82.0,17,031,231500
"Census Tract 2316, Cook County, Illinois",1440.0,125.0,17,031,231600
"Census Tract 2317, Cook County, Illinois",961.0,331.0,17,031,231700
"Census Tract 2318, Cook County, Illinois",198.0,416.0,17,031,231800
"Census Tract 2401, Cook County, Illinois",83.0,58.0,17,031,240100
"Census Tract 2402, Cook County, Illinois",1270.0,391.0,17,031,240200
"Census Tract 2403, Cook County, Illinois",1033.0,188.0,17,031,240300
"Census Tract 2404, Cook County, Illinois",842.0,36.0,17,031,240400
"Census Tract 2405, Cook County, Illinois",2052.0,110.0,17,031,240500
"Census Tract 2406, Cook County, Illinois",711.0,687.0,17,031,240600
"Census Tract 2407, Cook County, Illinois",574.0,1163.0,17,031,240700
"Census Tract 2408, Cook County, Illinois",727.0,1236.0,17,031,240800
"Census Tract 2409, Cook County, Illinois",580.0,752.0,17,031,240900
"Census Tract 2410, Cook County, Illinois",1224.0,1383.0,17,031,241000
"Census Tract 2411, Cook County, Illinois",2164.0,2188.0,17,031,241100
"Census Tract 2412, Cook County, Illinois",1218.0,629.0,17,031,241200
"Census Tract 2413, Cook County, Illinois",1710.0,107.0,17,031,241300
"Census Tract 2414, Cook County, Illinois",3783.0,1075.0,17,031,241400
"Census Tract 2415, Cook County, Illinois",2567.0,622.0,17,031,241500
"Census Tract 2416, Cook County, Illinois",3004.0,1050.0,17,031,241600
"Census Tract 2417, Cook County, Illinois",103.0,39.0,17,031,241700
"Census Tract 2418, Cook County, Illinois",899.0,31.0,17,031,241800
"Census Tract 2419, Cook County, Illinois",1020.0,47.0,17,031,241900
"Census Tract 2420, Cook County, Illinois",2930.0,1484.0,17,031,242000
"Census Tract 2421, Cook County, Illinois",2597.0,812.0,17,031,242100
"Census Tract 2422, Cook County, Illinois",3363.0,734.0,17,031,242200
"Census Tract 2423, Cook County, Illinois",3163.0,555.0,17,031,242300
"Census Tract 2424, Cook County, Illinois",2604.0,253.0,17,031,242400
"Census Tract 2425, Cook County, Illinois",2609.0,1859.0,17,031,242500
"Census Tract 2426, Cook County, Illinois",3053.0,1978.0,17,031,242600
"Census Tract 2427, Cook County, Illinois",888.0,1269.0,17,031,242700
"Census Tract 2428, Cook County, Illinois",1248.0,373.0,17,031,242800
"Census Tract 2429, Cook County, Illinois",1514.0,393.0,17,031,242900
"Census Tract 2430, Cook County, Illinois",1521.0,916.0,17,031,243000
"Census Tract 2431, Cook County, Illinois",985.0,971.0,17,031,243100
"Census Tract 2432, Cook County, Illinois",1167.0,729.0,17,031,243200
"Census Tract 2433, Cook County, Illinois",1727.0,700.0,17,031,243300
"Census Tract 2434, Cook County, Illinois",1882.0,852.0,17,031,243400
"Census Tract 2435, Cook County, Illinois",2678.0,402.0,17,031,243500
"Census Tract 2436, Cook County, Illinois",789.0,0.0,17,031,243600
"Census Tract 2501, Cook County, Illinois",108.0,69.0,17,031,250100
"Census Tract 2502, Cook County, Illinois",1832.0,1273.0,17,031,250200
"Census Tract 2503, Cook County, Illinois",3461.0,685.0,17,031,250300
"Census Tract 2504, Cook County, Illinois",5842.0,1907.0,17,031,250400
"Census Tract 2505, Cook County, Illinois",6049.0,1911.0,17,031,250500
"Census Tract 2506, Cook County, Illinois",4849.0,312.0,17,031,250600
"Census Tract 2507, Cook County, Illinois",5925.0,112.0,17,031,250700
"Census Tract 2508, Cook County, Illinois",2185.0,303.0,17,031,250800
"Census Tract 2509, Cook County, Illinois",907.0,19.0,17,031,250900
"Census Tract 2510, Cook County, Illinois",1120.0,18.0,17,031,251000
"Census Tract 2511, Cook County, Illinois",4209.0,289.0,17,031,251100
"Census Tract 2512, Cook County, Illinois",3933.0,347.0,17,031,251200
"Census Tract 2513, Cook County, Illinois",5608.0,306.0,17,031,251300
"Census Tract 2514, Cook County, Illinois",4112.0,77.0,17,031,251400
"Census Tract 2515, Cook County, Illinois",4448.0,29.0,17,031,251500
"Census Tract 2516, Cook County, Illinois",3273.0,0.0,17,031,251600
"Census Tract 2517, Cook County, Illinois",1151.0,108.0,17,031,251700
"Census Tract 2518, Cook County, Illinois",5548.0,87.0,17,031,251800
"Census Tract 2519, Cook County, Illinois",5691.0,0.0,17,031,251900
"Census Tract 2520, Cook County, Illinois",5101.0,168.0,17,031,252000
"Census Tract 2521, Cook County, Illinois",9220.0,23.0,17,031,252100
"Census Tract 2522, Cook County, Illinois",7343.0,29.0,17,031,252200
"Census Tract 2523, Cook County, Illinois",671.0,0.0,17,031,252300
"Census Tract 2524, Cook County, Illinois",2160.0,486.0,17,031,252400
"Census Tract 2601, Cook County, Illinois",1390.0,42.0,17,031,260100
"Census Tract 2602, Cook County, Illinois",1141.0,0.0,17,031,260200
"Census Tract 2603, Cook County, Illinois",1924.0,105.0,17,031,260300
"Census Tract 0, Cook County, Illinois",0.0,0.0,17,031,000000
"Census Tract 101, Cook County, Illinois",4185.0,650.0,17,031,010100
"Census Tract 102, Cook County, Illinois",6653.0,2177.0,17,031,010200
"Census Tract 103, Cook County, Illinois",4951.0,1620.0,17,031,010300
"Census Tract 104, Cook County, Illinois",4075.0,922.0,17,031,010400
"Census Tract 105, Cook County, Illinois",8017.0,1032.0,17,031,010500
"Census Tract 106, Cook County, Illinois",5143.0,1932.0,17,031,010600
"Census Tract 107, Cook County, Illinois",5311.0,4259.0,17,031,010700
"Census Tract 108, Cook County, Illinois",2378.0,1696.0,17,031,010800
"Census Tract 109, Cook County, Illinois",967.0,157.0,17,031,010900
"Census Tract 201, Cook County, Illinois",3089.0,647.0,17,031,020100
"Census Tract 202, Cook County, Illinois",6492.0,358.0,17,031,020200
"Census Tract 203, Cook County, Illinois",8462.0,839.0,17,031,020300
"Census Tract 204, Cook County, Illinois",3729.0,485.0,17,031,020400
"Census Tract 205, Cook County, Illinois",4091.0,1318.0,17,031,020500
"Census Tract 206, Cook County, Illinois",7639.0,2642.0,17,031,020600
"Census Tract 207, Cook County, Illinois",7754.0,1054.0,17,031,020700
"Census Tract 208, Cook County, Illinois",9815.0,3553.0,17,031,020800
"Census Tract 209, Cook County, Illinois",7211.0,2737.0,17,031,020900
"Census Tract 301, Cook County, Illinois",11773.0,1441.0,17,031,030100
"Census Tract 302, Cook County, Illinois",5300.0,498.0,17,031,030200
"Census Tract 303, Cook County, Illinois",1756.0,1078.0,17,031,030300
"Census Tract 304, Cook County, Illinois",2115.0,572.0,17,031,030400
"Census Tract 305, Cook County, Illinois",4959.0,1645.0,17,031,030500
"Census Tract 306, Cook County, Illinois",8375.0,658.0,17,031,030600
"Census Tract 307, Cook County, Illinois",8831.0,1010.0,17,031,030700
"Census Tract 308, Cook County, Illinois",4069.0,412.0,17,031,030800
"Census Tract 309, Cook County, Illinois",2763.0,591.0,17,031,030900
"Census Tract 310, Cook County, Illinois",2609.0,2238.0,17,031,031000
"Census Tract 311, Cook County, Illinois",3380.0,773.0,17,031,031100
"Census Tract 312, Cook County, Illinois",5893.0,679.0,17,031,031200
"Census Tract 313, Cook County, Illinois",6477.0,463.0,17,031,031300
"Census Tract 314, Cook County, Illinois",5115.0,427.0,17,031,031400
"Census Tract 315, Cook County, Illinois",8267.0,1659.0,17,031,031500
"Census Tract 316, Cook County, Illinois",2176.0,218.0,17,031,031600
"Census Tract 317, Cook County, Illinois",5995.0,1216.0,17,031,031700
"Census Tract 318, Cook County, Illinois",1736.0,280.0,17,031,031800
"Census Tract 319, Cook County, Illinois",2095.0,525.0,17,031,031900
"Census Tract 320, Cook County, Illinois",683.0,50.0,17,031,032000
"Census Tract 321, Cook County, Illinois",6119.0,997.0,17,031,032100
"Census Tract 401, Cook County, Illinois",3771.0,798.0,17,031,040100
"Census Tract 402, Cook County, Illinois",10937.0,2139.0,17,031,040200
"Census Tract 403, Cook County, Illinois",2711.0,337.0,17,031,040300
"Census Tract 404, Cook County, Illinois",6102.0,2136.0,17,031,040400
"Census Tract 405, Cook County, Illinois",824.0,226.0,17,031,040500
"Census Tract 406, Cook County, Illinois",1900.0,794.0,17,031,040600
"Census Tract 407, Cook County, Illinois",2957.0,422.0,17,031,040700
"Census Tract 408, Cook County, Illinois",1318.0,346.0,17,031,040800
"Census Tract 409, Cook County, Illinois",1595.0,333.0,17,031,040900
"Census Tract 410, Cook County, Illinois",1219.0,106.0,17,031,041000
"Census Tract 501, Cook County, Illinois",2292.0,104.0,17,031,050100
"Census Tract 502, Cook County, Illinois",3638.0,1330.0,17,031,050200
"Census Tract 503, Cook County, Illinois",2302.0,269.0,17,031,050300
"Census Tract 504, Cook County, Illinois",800.0,178.0,17,031,050400
"Census Tract 505, Cook County, Illinois",5184.0,289.0,17,031,050500
"Census Tract 506, Cook County, Illinois",2018.0,72.0,17,031,050600
"Census Tract 507, Cook County, Illinois",1799.0,234.0,17,031,050700
"Census Tract 508, Cook County, Illinois",1060.0,302.0,17,031,050800
"Census Tract 509, Cook County, Illinois",1288.0,133.0,17,031,050900
"Census Tract 510, Cook County, Illinois",953.0,397.0,17,031,051000
"Census Tract 511, Cook County, Illinois",1474.0,120.0,17,031,051100
"Census Tract 512, Cook County, Illinois",1838.0,239.0,17,031,051200
"Census Tract 513, Cook County, Illinois",2647.0,168.0,17,031,051300
"Census Tract 514, Cook County, Illinois",1931.0,336.0,17,031,051400
"Census Tract 515, Cook County, Illinois",803.0,425.0,17,031,051500
"Census Tract 601, Cook County, Illinois",2631.0,431.0,17,031,060100
"Census Tract 602, Cook County, Illinois",1491.0,578.0,17,031,060200
"Census Tract 603, Cook County, Illinois",3091.0,166.0,17,031,060300
"Census Tract 604, Cook County, Illinois",3468.0,335.0,17,031,060400
"Census Tract 605, Cook County, Illinois",1204.0,48.0,17,031,060500
"Census Tract 606, Cook County, Illinois",1146.0,54.0,17,031,060600
"Census Tract 607, Cook County, Illinois",1888.0,437.0,17,031,060700
"Census Tract 608, Cook County, Illinois",4550.0,556.0,17,031,060800
"Census Tract 609, Cook County, Illinois",5944.0,640.0,17,031,060900
"Census Tract 610, Cook County, Illinois",1439.0,228.0,17,031,061000
"Census Tract 611, Cook County, Illinois",1335.0,21.0,17,031,061100
"Census Tract 612, Cook County, Illinois",1943.0,81.0,17,031,061200
"Census Tract 613, Cook County, Illinois",1441.0,52.0,17,031,061300
"Census Tract 614, Cook County, Illinois",1625.0,0.0,17,031,061400
"Census Tract 615, Cook County, Illinois",1881.0,151.0,17,031,061500
"Census Tract 616, Cook County, Illinois",568.0,149.0,17,031,061600
"Census Tract 617, Cook County, Illinois",1227.0,153.0,17,031,061700
"Census Tract 618, Cook County, Illinois",797.0,58.0,17,031,061800
"Census Tract 619, Cook County, Illinois",7108.0,624.0,17,031,061900
"Census Tract 620, Cook County, Illinois",2313.0,253.0,17,031,062000
"Census Tract 621, Cook County, Illinois",3056.0,276.0,17,031,062100
"Census Tract 622, Cook County, Illinois",2767.0,220.0,17,031,062200
"Census Tract 623, Cook County, Illinois",1685.0,64.0,17,031,062300
"Census Tract 624, Cook County, Illinois",1600.0,169.0,17,031,062400
"Census Tract 625, Cook County, Illinois",1630.0,98.0,17,031,062500
"Census Tract 626, Cook County, Illinois",2051.0,80.0,17,031,062600
"Census Tract 627, Cook County, Illinois",2532.0,173.0,17,031,062700
"Census Tract 628, Cook County, Illinois",3207.0,307.0,17,031,062800
"Census Tract 629, Cook County, Illinois",3793.0,321.0,17,031,062900
"Census Tract 630, Cook County, Illinois",3901.0,62.0,17,031,063000
"Census Tract 631, Cook County, Illinois",2198.0,132.0,17,031,063100
"Census Tract 632, Cook County, Illinois",6022.0,565.0,17,031,063200
"Census Tract 633, Cook County, Illinois",8131.0,350.0,17,031,063300
"Census Tract 634, Cook County, Illinois",1944.0,105.0,17,031,063400
"Census Tract 701, Cook County, Illinois",7810.0,495.0,17,031,070100
"Census Tract 702, Cook County, Illinois",3964.0,25.0,17,031,070200
"Census Tract 703, Cook County, Illinois",3168.0,290.0,17,031,070300
"Census Tract 704, Cook County, Illinois",3233.0,202.0,17,031,070400
"Census Tract 705, Cook County, Illinois",3292.0,90.0,17,031,070500
"Census Tract 706, Cook County, Illinois",2888.0,165.0,17,031,070600
"Census Tract 707, Cook County, Illinois",2491.0,186.0,17,031,070700
"Census Tract 708, Cook County, Illinois",1116.0,332.0,17,031,070800
"Census Tract 709, Cook County, Illinois",2118.0,160.0,17,031,070900
"Census Tract 710, Cook County, Illinois",5746.0,572.0,17,031,071000
"Census Tract 711, Cook County, Illinois",2891.0,133.0,17,031,071100
"Census Tract 712, Cook County, Illinois",2103.0,27.0,17,031,071200
"Census Tract 713, Cook County, Illinois",3932.0,32.0,17,031,071300
"Census Tract 714, Cook County, Illinois",4730.0,398.0,17,031,071400
"Census Tract 715, Cook County, Illinois",5283.0,125.0,17,031,071500
"Census Tract 716, Cook County, Illinois",2046.0,114.0,17,031,071600
"Census Tract 717, Cook County, Illinois",1728.0,125.0,17,031,071700
"Census Tract 718, Cook County, Illinois",3086.0,48.0,17,031,071800
"Census Tract 719, Cook County, Illinois",3396.0,17.0,17,031,071900
"Census Tract 720, Cook County, Illinois",961.0,0.0,17,031,072000
"Census Tract 801, Cook County, Illinois",6108.0,73.0,17,031,080100
"Census Tract 802, Cook County, Illinois",6382.0,205.0,17,031,080200
"Census Tract 803, Cook County, Illinois",4302.0,337.0,17,031,080300
"Census Tract 804, Cook County, Illinois",4648.0,333.0,17,031,080400
"Census Tract 805, Cook County, Illinois",1437.0,134.0,17,031,080500
"Census Tract 806, Cook County, Illinois",22.0,0.0,17,031,080600
"Census Tract 807, Cook County, Illinois",1280.0,23.0,17,031,080700
"Census Tract 808, Cook County, Illinois",329.0,208.0,17,031,080800
"Census Tract 809, Cook County, Illinois",631.0,117.0,17,031,080900
"Census Tract 810, Cook County, Illinois",7387.0,355.0,17,031,081000
"Census Tract 811, Cook County, Illinois",3309.0,144.0,17,031,081100
"Census Tract 812, Cook County, Illinois",6424.0,213.0,17,031,081200
"Census Tract 813, Cook County, Illinois",5256.0,134.0,17,031,081300
"Census Tract 814, Cook County, Illinois",9543.0,694.0,17,031,081400
"Census Tract 815, Cook County, Illinois",3786.0,231.0,17,031,081500
"Census Tract 816, Cook County, Illinois",3466.0,313.0,17,031,081600
"Census Tract 817, Cook County, Illinois",2447.0,166.0,17,031,081700
"Census Tract 818, Cook County, Illinois",5339.0,192.0,17,031,081800
"Census Tract 819, Cook County, Illinois",1381.0,63.0,17,031,081900
"Census Tract 901, Cook County, Illinois",3427.0,196.0,17,031,090100
"Census Tract 902, Cook County, Illinois",6245.0,207.0,17,031,090200
"Census Tract 903, Cook County, Illinois",1605.0,35.0,17,031,090300
"Census Tract 1001, Cook County, Illinois",5311.0,980.0,17,031,100100
"Census Tract 1002, Cook County, Illinois",6378.0,1530.0,17,031,100200
"Census Tract 1003, Cook County, Illinois",6399.0,591.0,17,031,100300
"Census Tract 1004, Cook County, Illinois",3012.0,263.0,17,031,100400
"Census Tract 1005, Cook County, Illinois",5766.0,1044.0,17,031,100500
"Census Tract 1006, Cook County, Illinois",4355.0,581.0,17,031,100600
"Census Tract 1007, Cook County, Illinois",4329.0,558.0,17,031,100700
"Census Tract 1101, Cook County, Illinois",4755.0,866.0,17,031,110100
"Census Tract 1102, Cook County, Illinois",2548.0,445.0,17,031,110200
"Census Tract 1103, Cook County, Illinois",4513.0,918.0,17,031,110300
"Census Tract 1104, Cook County, Illinois",3813.0,1222.0,17,031,110400
"Census Tract 1105, Cook County, Illinois",7442.0,2290.0,17,031,110500
"Census Tract 1201, Cook County, Illinois",4309.0,512.0,17,031,120100
"Census Tract 1202, Cook County, Illinois",4391.0,371.0,17,031,120200
"Census Tract 1203, Cook County, Illinois",5975.0,628.0,17,031,120300
"Census Tract 1204, Cook County, Illinois",2824.0,1023.0,17,031,120400
"Census Tract 1301, Cook County, Illinois",4756.0,293.0,17,031,130100
"Census Tract 1302, Cook County, Illinois",1315.0,358.0,17,031,130200
"Census Tract 1303, Cook County, Illinois",4280.0,998.0,17,031,130300
"Census Tract 1304, Cook County, Illinois",139.0,178.0,17,031,130400
"Census Tract 1305, Cook County, Illinois",5281.0,1651.0,17,031,130500
"Census Tract 1401, Cook County, Illinois",1626.0,1847.0,17,031,140100
"Census Tract 1402, Cook County, Illinois",2638.0,3413.0,17,031,140200
"Census Tract 1403, Cook County, Illinois",3391.0,3898.0,17,031,140300
"Census Tract 1404, Cook County, Illinois",5166.0,1926.0,17,031,140400
"Census Tract 1405, Cook County, Illinois",1881.0,1970.0,17,031,140500
"Census Tract 1406, Cook County, Illinois",3556.0,4912.0,17,031,140600
"Census Tract 1407, Cook County, Illinois",3295.0,5774.0,17,031,140700
"Census Tract 1408, Cook County, Illinois",4265.0,3099.0,17,031,140800
"Census Tract 1501, Cook County, Illinois",264.0,318.0,17,031,150100
"Census Tract 1502, Cook County, Illinois",5761.0,2357.0,17,031,150200
"Census Tract 1503, Cook County, Illinois",5264.0,1108.0,17,031,150300
"Census Tract 1504, Cook County, Illinois",6990.0,2118.0,17,031,150400
"Census Tract 1505, Cook County, Illinois",7011.0,2715.0,17,031,150500
"Census Tract 1506, Cook County, Illinois",2686.0,1043.0,17,031,150600
"Census Tract 1507, Cook County, Illinois",3024.0,1677.0,17,031,150700
"Census Tract 1508, Cook County, Illinois",2894.0,2892.0,17,031,150800
