community_area,NAME,0-17,18-24,25-34,35-44,45-54,55-64,65-74,75+,state,county,population,period
LOWER WEST SIDE,"Census Tract 3105, Cook County, Illinois",0.242431172989508,0.1171274193087281,0.21632979787872725,0.15449269561737042,0.09700105777752366,0.08084850910546328,0.042911461162411735,0.038623173904342605,17,31,34979.0,2010-2014
MCKINLEY PARK,"Census Tract 5907, Cook County, Illinois",0.2564289622469451,0.09623685330415223,0.16584594808195027,0.136056903155207,0.12341175755365068,0.12079761687640586,0.049182321113745514,0.04219101465134659,17,31,16449.0,2010-2014
MONTCLARE,"Census Tract 1801, Cook County, Illinois",0.24836448598130842,0.09423676012461059,0.15101246105919003,0.1409657320872274,0.12585669781931463,0.12305295950155763,0.048598130841121495,0.06261682242990654,17,31,12840.0,2010-2014
MORGAN PARK,"Census Tract 7502, Cook County, Illinois",0.22052232373728667,0.08705395621444578,0.10696431649715567,0.12010860196517842,0.1541975521461817,0.12777969315635235,0.07597827960696432,0.09399241510084468,17,31,23204.0,2010-2014
MOUNT GREENWOOD,"Census Tract 7401, Cook County, Illinois",0.23958163098545515,0.10344827586206896,0.11641335730239145,0.15405567358500843,0.14806340905376694,0.1111837446205807,0.05877866753826878,0.051478999836574606,17,31,18357.0,2010-2014
NEAR NORTH SIDE,"Census Tract 811, Cook County, Illinois",0.06667116630669546,0.0956803455723542,0.340969222462203,0.12405507559395249,0.10404967602591793,0.11137958963282937,0.09261609071274297,0.05445464362850972,17,31,74080.0,2010-2014
NEAR SOUTH SIDE,"Census Tract 8410, Cook County, Illinois",0.12251941328731665,0.06448390173016666,0.2835929340175287,0.20630307433813178,0.1088960537668589,0.1013123836338041,0.05204123336814859,0.043186049679851055,17,31,22021.0,2010-2014
NEAR WEST SIDE,"Census Tract 2831, Cook County, Illinois",0.13373741489668756,0.17367018115757482,0.31272177795887873,0.1479991171327187,0.08237830863002768,0.07259885566817773,0.03672388325778027,0.024805174960525644,17,31,58899.0,2010-2014
NEW CITY,"Census Tract 8438, Cook County, Illinois",0.30453387182076064,0.12118371075532477,0.14580027885956057,0.13358815327659984,0.11966921486609933,0.09175921919323045,0.039376893119861534,0.030073561228905237,17,31,41598.0,2010-2014
NORTH CENTER,"Census Tract 503, Cook County, Illinois",0.180180956484274,0.05526353583225621,0.28829527502513286,0.1876202786155393,0.12098233520034468,0.06985494758006607,0.045038058308200485,0.0328881229355163,17,31,34815.0,2010-2014
NORTH LAWNDALE,"Census Tract 2916, Cook County, Illinois",0.31232630603823375,0.13415489992420626,0.1399376807118996,0.09847570389916627,0.12901776941863402,0.0912331920388513,0.0422479858518373,0.04129354630435393,17,31,35623.0,2010-2014
NORTH PARK,"Census Tract 1302, Cook County, Illinois",0.19681027799313325,0.08793886366153505,0.15455753682578358,0.12526304131133015,0.12271569387529073,0.10023258389633403,0.09746372798759552,0.10089710931443127,17,31,18058.0,2010-2014
NORWOOD PARK,"Census Tract 1001, Cook County, Illinois",0.1914158855451406,0.05698075974346325,0.10319026475908567,0.1414515156498383,0.15537466425478266,0.14679603135449212,0.07783807487803542,0.11648303458860933,17,31,36486.0,2010-2014
OAKLAND,"Census Tract 3602, Cook County, Illinois",0.3121936274509804,0.15012254901960784,0.14491421568627452,0.12806372549019607,0.109375,0.06893382352941177,0.0625,0.006127450980392157,17,31,3264.0,2010-2014
OHARE,"Census Tract 9800, Cook County, Illinois",0.19656367107402956,0.06335289542529873,0.20384642579367884,0.15456409531216855,0.12663508449409602,0.1158877183058757,0.07388814254401471,0.04426217916990737,17,31,14143.0,2010-2014
PORTAGE PARK,"Census Tract 1504.01, Cook County, Illinois",0.2019650146677635,0.09449454421283003,0.156673444363388,0.15001474537072967,0.14259549567727817,0.13128036382262095,0.06064227730609838,0.04852003042202803,17,31,64427.0,2010-2014
PULLMAN,"Census Tract 5002, Cook County, Illinois",0.1915351506456241,0.07632711621233859,0.1449067431850789,0.1568149210903874,0.13758967001434722,0.12395982783357246,0.09655667144906743,0.06154949784791965,17,31,6970.0,2010-2014
RIVERDALE,"Census Tract 5401.01, Cook County, Illinois",0.42962447844228097,0.12183588317107093,0.1258692628650904,0.12489568845618915,0.07037552155771905,0.06648122392211404,0.02489568845618915,0.02267037552155772,17,31,7190.0,2010-2014
ROGERS PARK,"Census Tract 102.01, Cook County, Illinois",0.1809311845478211,0.11557339586272679,0.20596943743417523,0.16193390696103174,0.13858474256304273,0.09754982811040677,0.0467976869423524,0.03823301472487729,17,31,50323.0,2010-2014
ROSELAND,"Census Tract 4905, Cook County, Illinois",0.23988524182799828,0.1028757313574446,0.10707750694648384,0.11191180789301286,0.14222784466984437,0.1172205028576592,0.09273273544626923,0.07710032303973614,17,31,44267.0,2010-2014
SOUTH CHICAGO,"Census Tract 4602, Cook County, Illinois",0.25845884413309983,0.11387040280210158,0.12546409807355516,0.11516637478108581,0.14497373029772329,0.09828371278458845,0.07786339754816111,0.052399299474605955,17,31,28550.0,2010-2014
SOUTH DEERING,"Census Tract 5103, Cook County, Illinois",0.2500963391136802,0.1087989723827874,0.11252408477842003,0.11502890173410404,0.14592164418754014,0.1142581888246628,0.09023763648041104,0.05388567758509955,17,31,15570.0,2010-2014
SOUTH LAWNDALE,"Census Tract 3007, Cook County, Illinois",0.2710445795200395,0.14350791015491005,0.17646574553038516,0.1454974547550116,0.11115379865808647,0.0745598990134603,0.03663506263635241,0.02645408268272938,17,31,72881.0,2010-2014
SOUTH SHORE,"Census Tract 4304, Cook County, Illinois",0.242895428802589,0.11582220873786407,0.11736448220064725,0.1279075647249191,0.14252123786407767,0.12022148058252427,0.06467435275080906,0.05476334951456311,17,31,39552.0,2010-2014
UPTOWN,"Census Tract 317, Cook County, Illinois",0.10269690355517738,0.07163996892456809,0.26719322259627837,0.1643853353557027,0.14081979948947504,0.12280344789315971,0.06303873330620399,0.05711960341829751,17,31,54062.0,2010-2014
WASHINGTON HEIGHTS,"Census Tract 7303, Cook County, Illinois",0.17809721959523359,0.12112729336107433,0.1024399470399092,0.11393985246831852,0.1453754492150558,0.12944959334216002,0.0915452997919425,0.11197276338188009,17,31,26435.0,2010-2014
WASHINGTON PARK,"Census Tract 8361, Cook County, Illinois",0.35768867519532926,0.10139950201768695,0.14106636902206576,0.11582381729200653,0.10131364299819696,0.08688932772387739,0.04318708680346871,0.03537391602987894,17,31,11647.0,2010-2014
WEST ELSDON,"Census Tract 6201, Cook County, Illinois",0.2705974432559353,0.12397599791286198,0.14406470127837204,0.15429167753717715,0.10388729454735195,0.08719019045134359,0.06136185755283068,0.03991651447951996,17,31,19165.0,2010-2014
WEST ENGLEWOOD,"Census Tract 6701, Cook County, Illinois",0.2547268907563025,0.11446661998132586,0.13442460317460317,0.11434990662931839,0.1328781512605042,0.09961484593837536,0.08152427637721756,0.052841970121381886,17,31,34272.0,2010-2014
WEST GARFIELD PARK,"Census Tract 2606, Cook County, Illinois",0.31278792692613183,0.11607095578501456,0.1316388668255229,0.11834789515488484,0.1283028858882711,0.08387609213661636,0.0494042891183479,0.0405612920307122,17,31,18885.0,2010-2014
WEST LAWN,"Census Tract 6503.01, Cook County, Illinois",0.29261881291633063,0.1061026973743167,0.16551662335334708,0.1469665740657765,0.11377960988141111,0.08659676793022075,0.041640529318636675,0.0380261074767751,17,31,33477.0,2010-2014
WEST PULLMAN,"Census Tract 5305.01, Cook County, Illinois",0.25358664772727274,0.11303267045454546,0.11615767045454546,0.12038352272727272,0.11740056818181818,0.12805397727272727,0.08373579545454546,0.05777698863636364,17,31,28160.0,2010-2014
WEST RIDGE,"Census Tract 202, Cook County, Illinois",0.2422246264670839,0.08225256440104631,0.14944055656746874,0.14478423424040318,0.11870882920883606,0.12163957326175379,0.0725975431052192,0.05382160807461072,17,31,73019.0,2010-2014
WEST TOWN,"Census Tract 2407, Cook County, Illinois",0.1437635645584032,0.09161636167411853,0.3536332262005005,0.17506137406752925,0.09622979399660812,0.06278537458935708,0.03225844708784497,0.027087607775234526,17,31,84319.0,2010-2014
WOODLAWN,"Census Tract 8439, Cook County, Illinois",0.2556284625358532,0.1402302463557424,0.13323641507209932,0.13331499744607284,0.10966170288004401,0.11213704766020982,0.06765942399119877,0.039801972417586734,17,31,25451.0,2010-2014
ALBANY PARK,"Census Tract 1401, Cook County, Illinois",0.2116411677307955,0.09908444765690881,0.18497771352849054,0.16921656025378468,0.12191302252740634,0.09950608360438501,0.0554551660442517,0.04577761715455969,17,31,49806.0,2015-2019
ARCHER HEIGHTS,"Census Tract 5701, Cook County, Illinois",0.2765554422264316,0.09114090048083928,0.151610083054058,0.14104618971295352,0.10869881975812327,0.07992131720821798,0.07627859536645781,0.05092525134780708,17,31,13726.0,2015-2019
ARMOUR SQUARE,"Census Tract 3406, Cook County, Illinois",0.15393706603634214,0.07128083911951544,0.14167528438469493,0.10946964101048899,0.14736297828335057,0.11382774412764071,0.13177721967794356,0.1172994533904565,17,31,13538.0,2015-2019
ASHBURN,"Census Tract 7002, Cook County, Illinois",0.2467478549681705,0.10450687332779776,0.11631608081926377,0.133706984039118,0.13785865854783652,0.12847126118645633,0.07032475320601532,0.04709844081557339,17,31,43356.0,2015-2019
AUBURN GRESHAM,"Census Tract 7101, Cook County, Illinois",0.21749548018906967,0.09181206299418415,0.11958439521662419,0.11274477771243112,0.12982203925156288,0.1384477989065325,0.09261800518416868,0.08656254764860921,17,31,45909.0,2015-2019
AUSTIN,"Census Tract 8313, Cook County, Illinois",0.23123539641725438,0.0958955263691359,0.14546502075175777,0.12495865652373382,0.1261536163538788,0.1221846426323258,0.08685864265366437,0.05574700993310359,17,31,93727.0,2015-2019
AVALON PARK,"Census Tract 8343, Cook County, Illinois",0.14835787089467722,0.10120457119324616,0.10532276330690826,0.11510346957685576,0.12982600638319777,0.15093174096571604,0.0928652321630804,0.12807577473489137,17,31,9713.0,2015-2019
AVONDALE,"Census Tract 8311, Cook County, Illinois",0.1982265596306207,0.09074453014323941,0.2570176819350438,0.15638281127026601,0.11073508578624272,0.08195603127131539,0.06086363397869773,0.03578361928747573,17,31,38118.0,2015-2019
BELMONT CRAGIN,"Census Tract 1910, Cook County, Illinois",0.2567142911667791,0.09522779608401928,0.13896769761198968,0.15708451546417984,0.12546914161397438,0.12001119578631315,0.0615004898156512,0.034834162415236444,17,31,78601.0,2015-2019
BEVERLY,"Census Tract 7201, Cook County, Illinois",0.21949370926178566,0.05901672477388712,0.08776716689404275,0.1318781264211005,0.1523419736243747,0.1671972108534182,0.11424384821383457,0.06103784548532161,17,31,19791.0,2015-2019
BRIDGEPORT,"Census Tract 6007, Cook County, Illinois",0.17666473653734802,0.08039953676896353,0.19640995946728432,0.1444122756224667,0.13746381007527506,0.12495657209033005,0.07701215981470759,0.05460335842501447,17,31,34540.0,2015-2019
BRIGHTON PARK,"Census Tract 5807, Cook County, Illinois",0.274504031162243,0.10811667723525682,0.16706676329377662,0.1381239242685026,0.10847902889754507,0.0969743636198931,0.05942567261527312,0.03668810580668539,17,31,44156.0,2015-2019
BURNSIDE,"Census Tract 4701, Cook County, Illinois",0.12462612163509472,0.09720837487537388,0.11665004985044865,0.14506480558325024,0.09421734795613161,0.1485543369890329,0.1370887337986042,0.12811565304087738,17,31,2006.0,2015-2019
CALUMET HEIGHTS,"Census Tract 4805, Cook County, Illinois",0.15583300819352322,0.08911431915723761,0.11010534529847835,0.09473273507608272,0.15965665236051502,0.1517752633632462,0.10238002341006633,0.1281310963714397,17,31,12815.0,2015-2019
CHATHAM,"Census Tract 4409, Cook County, Illinois",0.19575677333936126,0.07992378984079827,0.13876061613976168,0.11224852262085445,0.12874995963444957,0.16637065263021927,0.08266864726967417,0.07653308360512803,17,31,30967.0,2015-2019
CHICAGO LAWN,"Census Tract 6610, Cook County, Illinois",0.26528664901074933,0.10560445552266708,0.15923430440878641,0.1186127122604767,0.11695747001090513,0.09884717245676897,0.07616061691852313,0.04702835332606325,17,31,51352.0,2015-2019
CLEARING,"Census Tract 6404, Cook County, Illinois",0.23658712363869314,0.07150864830237028,0.15254644458680333,0.14970371556694426,0.12235746316463805,0.12800288276745675,0.06846572709801409,0.05441223574631646,17,31,24976.0,2015-2019
DOUGLAS,"Census Tract 3510, Cook County, Illinois",0.1586662295696155,0.18025570177492625,0.21163302580433663,0.09122839881983796,0.09399147660750246,0.10799419285346322,0.07900529199644078,0.06931110382616026,17,31,21353.0,2015-2019
DUNNING,"Census Tract 1709, Cook County, Illinois",0.19744504545977673,0.07061802278743239,0.13492922085395329,0.13195994936126137,0.14800322246518588,0.13361721717113592,0.10284267464610428,0.07326504776153758,17,31,43445.0,2015-2019
EAST GARFIELD PARK,"Census Tract 2705, Cook County, Illinois",0.28489968321013726,0.09551214361140443,0.1554910242872228,0.12972544878563885,0.11541710665258711,0.10279831045406547,0.0574973600844773,0.04450897571277719,17,31,18940.0,2015-2019
EAST SIDE,"Census Tract 5204, Cook County, Illinois",0.28436538380474646,0.10829153142519918,0.1270918517894027,0.1151203473422417,0.12662816675799857,0.11195885849175906,0.06727648273827087,0.04354423976731442,17,31,23723.0,2015-2019
EDGEWATER,"Census Tract 301.02, Cook County, Illinois",0.10067320013716678,0.09491580486220152,0.2289421914198567,0.15624379591026405,0.1359936470121104,0.11437183027415308,0.09074665655964048,0.06903459851643294,17,31,55407.0,2015-2019
EDISON PARK,"Census Tract 901, Cook County, Illinois",0.20001775568181818,0.052290482954545456,0.13938210227272727,0.14506392045454544,0.1405362215909091,0.14488636363636365,0.08602627840909091,0.0771484375,17,31,11264.0,2015-2019
ENGLEWOOD,"Census Tract 6814, Cook County, Illinois",0.2564460538370926,0.0952838008812879,0.14458356965228394,0.10191527420269622,0.10998647528467344,0.13594520308887048,0.08411500370838969,0.05946511932289167,17,31,22921.0,2015-2019
FOREST GLEN,"Census Tract 1201, Cook County, Illinois",0.2436029715229055,0.03956871646718944,0.1101939744118861,0.12825010317787866,0.17024349979364425,0.11452744531572431,0.08873297565002064,0.09502682624845234,17,31,19384.0,2015-2019
FULLER PARK,"Census Tract 8355, Cook County, Illinois",0.14721030042918454,0.09742489270386266,0.10429184549356223,0.0944206008583691,0.10901287553648069,0.15278969957081545,0.2004291845493562,0.06824034334763948,17,31,2330.0,2015-2019
GAGE PARK,"Census Tract 6302, Cook County, Illinois",0.29078392657025454,0.11382677837664763,0.17458242168738994,0.1155344468755003,0.12169806286354662,0.07847270398633865,0.06355728694167245,0.028843588238433214,17,31,37478.0,2015-2019
GARFIELD RIDGE,"Census Tract 5609, Cook County, Illinois",0.22987609858359986,0.06772919074367727,0.1262934394065633,0.14150563066089714,0.12895422904292203,0.13742037788588168,0.09073561426613272,0.06584782433413068,17,31,37207.0,2015-2019
GRAND BOULEVARD,"Census Tract 3801, Cook County, Illinois",0.2294748929028839,0.07839067261405291,0.14220730468577486,0.14211897716733649,0.11663648809786689,0.13059223601112926,0.0874000794947666,0.06333083072031091,17,31,22643.0,2015-2019
GREATER GRAND CROSSING,"Census Tract 6911, Cook County, Illinois",0.22524793525490067,0.08335268168098445,0.16982321138346212,0.10952270390394375,0.11446482470397028,0.14083385850276958,0.07867590964874457,0.06534213406746492,17,31,30149.0,2015-2019
HEGEWISCH,"Census Tract 5501, Cook County, Illinois",0.19573110353174167,0.10221146440752558,0.09902079436681703,0.1471008911871493,0.13653867312135548,0.12465617779733744,0.09384970843877215,0.09329959291451205,17,31,9089.0,2015-2019
HERMOSA,"Census Tract 2001, Cook County, Illinois",0.22324432519909715,0.11571057450704825,0.16000170350496146,0.13589710830032792,0.1289979132064222,0.12001192453473021,0.06784208509007282,0.038243686384736596,17,31,23481.0,2015-2019
HUMBOLDT PARK,"Census Tract 2307, Cook County, Illinois",0.2548045661440647,0.10333429665486597,0.16015822556173687,0.143486742287407,0.11982515714182501,0.10533920959468246,0.05763673145003974,0.03805722129903909,17,31,55364.0,2015-2019
HYDE PARK,"Census Tract 4108, Cook County, Illinois",0.11501288659793814,0.28887457044673537,0.18411726804123713,0.10099871134020619,0.08913230240549828,0.0935889175257732,0.07087628865979381,0.05304982817869416,17,31,18624.0,2015-2019
IRVING PARK,"Census Tract 1609, Cook County, Illinois",0.18320567905847188,0.08238371006912013,0.1900056043340183,0.170072856342238,0.13764244348963198,0.1160844386325425,0.06454324677750795,0.0409490005604334,17,31,53530.0,2015-2019
JEFFERSON PARK,"Census Tract 1101, Cook County, Illinois",0.19379704032287387,0.06617459913463986,0.14929280442133586,0.14478420535941533,0.15394684216267315,0.12100498127477002,0.09249900010907901,0.06773806493837035,17,31,27503.0,2015-2019
KENWOOD,"Census Tract 3904, Cook County, Illinois",0.21435383881735814,0.06922587823875377,0.1820060403751391,0.12343029725003973,0.1383722778572564,0.11691305038944524,0.07908122714989668,0.058019392783341284,17,31,12582.0,2015-2019
LAKE VIEW,"Census Tract 8319, Cook County, Illinois",0.10988081592682031,0.13180356328106743,0.36096860707092066,0.1552842723762255,0.0938338099954374,0.061372564293742556,0.043088770434337474,0.028922446890197084,17,31,89861.0,2015-2019
LINCOLN PARK,"Census Tract 8325, Cook County, Illinois",0.12980637731231556,0.1456416900597423,0.3207514575685597,0.11958540272079464,0.09635068019866119,0.0802130569351472,0.06106672424962211,0.035139998560426114,17,31,69465.0,2015-2019
LINCOLN SQUARE,"Census Tract 8308, Cook County, Illinois",0.14728166638956844,0.06096952711208228,0.2641854499679358,0.19086525900767165,0.12034771868987958,0.10110918461867326,0.057596845830463386,0.035531909840153905,17,31,42103.0,2015-2019
LOGAN SQUARE,"Census Tract 8309, Cook County, Illinois",0.1589038852573113,0.08418739850157621,0.3188722245725125,0.17265990692850416,0.102869931902234,0.07344732999440479,0.04493906682860925,0.02577889378659061,17,31,73277.0,2015-2019
LOOP,"Census Tract 8390, Cook County, Illinois",0.05259345492174363,0.18339154055102833,0.33876600698486614,0.13589445091191307,0.10270340188850084,0.08149010477299184,0.06201008925106713,0.03707153020307852,17,31,38655.0,2015-2019
LOWER WEST SIDE,"Census Tract 3104, Cook County, Illinois",0.18362798542300396,0.11185736228654038,0.2580188537180375,0.13519862663012377,0.10465921754058369,0.09941872722344366,0.059964461042676866,0.03779778935638346,17,31,33203.0,2015-2019
MCKINLEY PARK,"Census Tract 5906, Cook County, Illinois",0.2126243658166963,0.09613230546221256,0.16366870923107332,0.14456084865256638,0.14436318112934046,0.114778941819859,0.06799762798972128,0.0438163009817487,17,31,15177.0,2015-2019
MONTCLARE,"Census Tract 8316, Cook County, Illinois",0.20803252260461205,0.10317515945889115,0.14235648699796732,0.13121188757272026,0.11663278895352912,0.11677297259409827,0.10885259690194155,0.06076960818672461,17,31,14267.0,2015-2019
MORGAN PARK,"Census Tract 7502, Cook County, Illinois",0.2152019002375297,0.08190023752969121,0.09752969121140143,0.11762470308788599,0.12978622327790973,0.16593824228028503,0.09453681710213777,0.09097387173396675,17,31,21050.0,2015-2019
MOUNT GREENWOOD,"Census Tract 7403, Cook County, Illinois",0.22746221990620114,0.09614382490880667,0.11985409067222512,0.13944762897342367,0.13116206357477853,0.14439812402292862,0.06805627931214174,0.05680041688379364,17,31,19190.0,2015-2019
NEAR NORTH SIDE,"Census Tract 8383, Cook County, Illinois",0.06198437881376617,0.08454967049060289,0.34718086404686355,0.1275445447888699,0.09771784232365145,0.10535757871613376,0.10063461069074933,0.061069074932877714,17,31,81940.0,2015-2019
NEAR SOUTH SIDE,"Census Tract 3302, Cook County, Illinois",0.10453313922924502,0.03728416029762627,0.28929596829633225,0.16846617331877553,0.15754781835092402,0.1201423429980994,0.07113106069796594,0.03655626996643617,17,31,24729.0,2015-2019
NEAR WEST SIDE,"Census Tract 2831, Cook County, Illinois",0.13401931296501504,0.16140573056830773,0.2927972138673421,0.15652999841697007,0.09083425676745291,0.07585879373120152,0.04771252176666139,0.025296818109862278,17,31,63170.0,2015-2019
NEW CITY,"Census Tract 6119, Cook County, Illinois",0.25647970031386047,0.11352131213931356,0.15639870405993722,0.13088488407411158,0.11939354054874962,0.08977928520805913,0.07649083729877493,0.04449731699908879,17,31,39508.0,2015-2019
NORTH CENTER,"Census Tract 501, Cook County, Illinois",0.24362040345497005,0.04282137129673916,0.21008356075739246,0.20349998593253243,0.12894240778775004,0.07542976113440059,0.04313085558337788,0.03874180570013786,17,31,35543.0,2015-2019
NORTH LAWNDALE,"Census Tract 8386, Cook County, Illinois",0.25597854893524147,0.12667976179340878,0.15034452654881053,0.1263056153150625,0.1094066660430892,0.11068499984410564,0.06319957596732455,0.044492252050010915,17,31,32073.0,2015-2019
NORTH PARK,"Census Tract 8318, Cook County, Illinois",0.21386274717140744,0.09749391984773184,0.13101406365655072,0.12017553135243735,0.12266046314899016,0.10473723168023687,0.1001903352014381,0.09775827429417362,17,31,18914.0,2015-2019
NORWOOD PARK,"Census Tract 1004, Cook County, Illinois",0.19009070773125197,0.05489927222866786,0.1379073937348381,0.13487501318426326,0.13039236367471785,0.15135534226347433,0.09983124143022888,0.09381921738213268,17,31,37924.0,2015-2019
OAKLAND,"Census Tract 3602, Cook County, Illinois",0.33575581395348836,0.06366279069767442,0.13023255813953488,0.17005813953488372,0.0941860465116279,0.11831395348837209,0.04941860465116279,0.015988372093023256,17,31,3440.0,2015-2019
OHARE,"Census Tract 7608.01, Cook County, Illinois",0.15014384573516834,0.035533784309151696,0.25192442267319803,0.15636420185055594,0.11414353471736256,0.11647616826063292,0.07371121996734313,0.08171992846590467,17,31,12861.0,2015-2019
PORTAGE PARK,"Census Tract 8317, Cook County, Illinois",0.2,0.08372416995588576,0.14014395170652427,0.15682996672084204,0.1402058664190078,0.13935453912235896,0.07007197585326214,0.05809147898769445,17,31,64605.0,2015-2019
PULLMAN,"Census Tract 5001, Cook County, Illinois",0.1726608187134503,0.08888888888888889,0.15073099415204677,0.12821637426900584,0.1415204678362573,0.15029239766081873,0.08230994152046783,0.07412280701754385,17,31,6840.0,2015-2019
RIVERDALE,"Census Tract 5401.01, Cook County, Illinois",0.3921728495719527,0.12691941839923904,0.16727816279385785,0.10612855007473841,0.07935860850659057,0.05924718032341351,0.030167142274765593,0.017801331702676993,17,31,7359.0,2015-2019
ROGERS PARK,"Census Tract 8306, Cook County, Illinois",0.17655485257252,0.10393537861605188,0.2115514702956508,0.15789264255302216,0.13863356014484104,0.10516891488599737,0.055747881103020175,0.03656838167999682,17,31,50262.0,2015-2019
ROSELAND,"Census Tract 4903, Cook County, Illinois",0.21441703692354833,0.09537306572698023,0.12509575609008733,0.10745110055666207,0.13206679944844493,0.13239875389408098,0.0931515244369542,0.08776364843470712,17,31,39162.0,2015-2019
SOUTH CHICAGO,"Census Tract 4601, Cook County, Illinois",0.2609901122394441,0.10899919828968466,0.12339657936932122,0.11851950828433992,0.11621459112773917,0.11871993586317477,0.06607429182255478,0.07425841795831106,17,31,29936.0,2015-2019
SOUTH DEERING,"Census Tract 8388, Cook County, Illinois",0.26390953150242324,0.09512116316639742,0.13466882067851374,0.12710823909531502,0.10688206785137318,0.1008723747980614,0.08219709208400647,0.07502423263327948,17,31,15475.0,2015-2019
SOUTH LAWNDALE,"Census Tract 8305, Cook County, Illinois",0.2510220768601799,0.12758290948903087,0.1771276522028355,0.14536358218883821,0.1084856632066189,0.08412212259378854,0.05883005113848968,0.033912163754036335,17,31,72157.0,2015-2019
SOUTH SHORE,"Census Tract 4304, Cook County, Illinois",0.2424604062554387,0.09064916337236767,0.149324979488327,0.1396036896148778,0.11921632977797668,0.11909201660823948,0.07488625344969047,0.05216180602172994,17,31,40221.0,2015-2019
UPTOWN,"Census Tract 8307, Cook County, Illinois",0.11602434764916326,0.0766374472269791,0.269740076976551,0.16266806829549502,0.1252310144288645,0.11382017328201563,0.06229335865307991,0.06363281846080808,17,31,58979.0,2015-2019
WASHINGTON HEIGHTS,"Census Tract 7307, Cook County, Illinois",0.2049584922593673,0.09524343728965672,0.12340139107022662,0.11610949068880413,0.12059681400044873,0.1520828659038217,0.09363547976965074,0.0886620297659113,17,31,26742.0,2015-2019
WASHINGTON PARK,"Census Tract 8345, Cook County, Illinois",0.2952867171118607,0.1001914486279515,0.1876196553924697,0.12079496763606527,0.10748472969277054,0.09882395842829793,0.0461300027349804,0.03063178047223995,17,31,10969.0,2015-2019
WEST ELSDON,"Census Tract 6203, Cook County, Illinois",0.26863954825891456,0.12015058036181114,0.15131234968106244,0.1435741921991007,0.11011188957440134,0.09730210185088362,0.0678134476628673,0.034089720798912475,17,31,19126.0,2015-2019
WEST ENGLEWOOD,"Census Tract 6702, Cook County, Illinois",0.22037500948910652,0.09348667729446596,0.11159189250740151,0.11075685113489714,0.11967661125028467,0.1304941926668185,0.10734077279283383,0.0950428907614059,17,31,26346.0,2015-2019
WEST GARFIELD PARK,"Census Tract 2605, Cook County, Illinois",0.2776728601888517,0.10795004568991776,0.14066402680475176,0.11227535790435578,0.09942126104173013,0.1255558939993908,0.05945781297593664,0.05976241242765763,17,31,16415.0,2015-2019
WEST LAWN,"Census Tract 6501, Cook County, Illinois",0.27563821112714043,0.104497271529825,0.13893244684187417,0.15652637521169166,0.12158941228125196,0.08862823809822493,0.05899140688703506,0.0453490560120429,17,31,31886.0,2015-2019
WEST PULLMAN,"Census Tract 5303, Cook County, Illinois",0.23364658872280597,0.10152434512357555,0.13748705046618323,0.1092200680775492,0.12446351931330472,0.12124463519313304,0.09134971141038922,0.06804055054018056,17,31,27028.0,2015-2019
WEST RIDGE,"Census Tract 203.02, Cook County, Illinois",0.245316442790508,0.07510259220554126,0.15480590319373996,0.1355109219279688,0.12275380419544771,0.11580812071470446,0.07720541380980298,0.05599877654015752,17,31,78466.0,2015-2019
WEST TOWN,"Census Tract 2423, Cook County, Illinois",0.11940494525830676,0.06664517592559428,0.4008620175030147,0.18071325381759137,0.09211170409637404,0.06480652363384552,0.03615220220399489,0.023281636161753643,17,31,83757.0,2015-2019
WOODLAWN,"Census Tract 4205, Cook County, Illinois",0.2143374657865078,0.14470294638544517,0.15355820318789246,0.11644662695218161,0.11157623571083561,0.12260505554661086,0.08352117211399131,0.04387377233939784,17,31,24844.0,2015-2019
ALBANY PARK,Census Tract 1401; Cook County; Illinois,0.195182846232927,0.11214149340159033,0.18037051801187504,0.15208862220170782,0.12779304701760275,0.11295973816167677,0.07811090363594403,0.033610977068166084,17,31,47663.0,2018-2022
ARCHER HEIGHTS,Census Tract 5701; Cook County; Illinois,0.23444147977212088,0.1177615922694166,0.14992428066633012,0.11119925001802841,0.13629480060575466,0.08970938198600995,0.08451719910579072,0.06367635393379967,17,31,13867.0,2018-2022
ARMOUR SQUARE,Census Tract 3403; Cook County; Illinois,0.17054498597741227,0.07678314257560828,0.13992268627302357,0.10588948684908664,0.13992268627302357,0.12552110967937544,0.10376714924581218,0.13105434700219815,17,31,13193.0,2018-2022
ASHBURN,Census Tract 7001; Cook County; Illinois,0.22999181190782547,0.0982103169961399,0.13189846765703592,0.13465902444730377,0.13985261434085858,0.12307872265762078,0.08099192888057083,0.05107030061995555,17,31,42745.0,2018-2022
AUBURN GRESHAM,Census Tract 7101; Cook County; Illinois,0.2286950159249376,0.08905052939657399,0.12944391839545494,0.11840406301110441,0.12395627098218129,0.11558491865369717,0.09567874666437118,0.08898596883877077,17,31,46468.0,2018-2022
AUSTIN,Census Tract 2502; Cook County; Illinois,0.23383939272872553,0.09212944466640031,0.13283060327606871,0.1405313623651618,0.12002596883739512,0.1201158609668398,0.0909708349980024,0.05866959648421894,17,31,100120.0,2018-2022
AVALON PARK,Census Tract 4503; Cook County; Illinois,0.17497667668705297,0.07421996475588266,0.09184202342697212,0.139939877682181,0.10707992121903183,0.12978127915414117,0.10739089872499223,0.14615942780138902,17,31,9647.0,2018-2022
