Community Area,NAME,0-25k,25-60k,60-100k,100-150k,150-200k,200k+,state,county,population,period
SOUTH SHORE,"Census Tract 4304, Cook County, Illinois",0.19832119741100324,0.12247168284789645,0.0654075647249191,0.02063106796116505,0.004702669902912621,0.004399271844660194,17,31,39552.0,2010-2014
UPTOWN,"Census Tract 317, Cook County, Illinois",0.1908919388849839,0.13447523214087528,0.10264141171247826,0.06074507047464023,0.026377122562983243,0.026747068180977395,17,31,54062.0,2010-2014
WASHINGTON HEIGHTS,"Census Tract 7303, Cook County, Illinois",0.10380177794590505,0.1343673160582561,0.06858331757140156,0.037185549460941936,0.005749952714204653,0.0014753168148288255,17,31,26435.0,2010-2014
WASHINGTON PARK,"Census Tract 8361, Cook County, Illinois",0.19086460032626426,0.09787928221859707,0.05134369365501846,0.009873787241349704,0.0036919378380698893,0.004550528032969864,17,31,11647.0,2010-2014
WEST ELSDON,"Census Tract 6201, Cook County, Illinois",0.05776154448212888,0.11249673884685625,0.05833550743542917,0.03287242368901644,0.002348030263501174,0.0013044612575006521,17,31,19165.0,2010-2014
WEST ENGLEWOOD,"Census Tract 6701, Cook County, Illinois",0.1370214752567694,0.0989437441643324,0.04152077497665733,0.011992296918767508,0.0023634453781512603,0.000992063492063492,17,31,34272.0,2010-2014
WEST GARFIELD PARK,"Census Tract 2606, Cook County, Illinois",0.14212337834259994,0.09245432883240667,0.04416203335980937,0.006989674344718031,0.0011649457241196717,0.0006883770187979878,17,31,18885.0,2010-2014
WEST LAWN,"Census Tract 6503.01, Cook County, Illinois",0.051408429668130355,0.10965737670639543,0.06780774860351883,0.0323804403022971,0.007676912507094423,0.0014039489798966455,17,31,33477.0,2010-2014
WEST PULLMAN,"Census Tract 5305.01, Cook County, Illinois",0.12563920454545455,0.10724431818181818,0.06296164772727272,0.020561079545454546,0.004616477272727273,0.004048295454545455,17,31,28160.0,2010-2014
WEST RIDGE,"Census Tract 202, Cook County, Illinois",0.08541612457031732,0.11514811213519768,0.06796861090948932,0.0400443720127638,0.014270258425889151,0.009189389063120558,17,31,73019.0,2010-2014
WEST TOWN,"Census Tract 2407, Cook County, Illinois",0.08280458734093146,0.10621568092600718,0.09229236589617998,0.06973517238107663,0.036350051589795894,0.048790901220365515,17,31,84319.0,2010-2014
WOODLAWN,"Census Tract 8439, Cook County, Illinois",0.19303760166594633,0.12011315861852187,0.053396723115005304,0.022631723704373108,0.01005854386861027,0.00416486582059644,17,31,25451.0,2010-2014
ALBANY PARK,"Census Tract 1401, Cook County, Illinois",0.06097658916596394,0.10502750672609726,0.0775207806288399,0.052664337630004415,0.024153716419708468,0.01915431875677629,17,31,49806.0,2015-2019
ARCHER HEIGHTS,"Census Tract 5701, Cook County, Illinois",0.06119772694157074,0.11190441497887221,0.04983243479527903,0.04633542182718928,0.011729564330467726,0.004516975083782603,17,31,13726.0,2015-2019
ARMOUR SQUARE,"Census Tract 3406, Cook County, Illinois",0.17956862165755652,0.09765105628600974,0.062269168267100015,0.02829073718422219,0.01905746786822278,0.011744718569951249,17,31,13538.0,2015-2019
ASHBURN,"Census Tract 7002, Cook County, Illinois",0.052264969093089766,0.07302334163668235,0.08598579204723683,0.0576160162376603,0.0252098902112741,0.008603192176400038,17,31,43356.0,2015-2019
AUBURN GRESHAM,"Census Tract 7101, Cook County, Illinois",0.1459626652726045,0.11834280859962099,0.06517240628199264,0.03352283865908645,0.00633862641312161,0.004465355376941341,17,31,45909.0,2015-2019
AUSTIN,"Census Tract 8313, Cook County, Illinois",0.13730301834049954,0.11060846927779615,0.050497722107823786,0.033896315896166526,0.009356962241403224,0.006796334033949662,17,31,93727.0,2015-2019
AVALON PARK,"Census Tract 8343, Cook County, Illinois",0.12488417584680325,0.12756100072068363,0.08977658807783383,0.047359209307114174,0.01884072892000412,0.004118192113662102,17,31,9713.0,2015-2019
AVONDALE,"Census Tract 8311, Cook County, Illinois",0.05740070307990976,0.1074820294873813,0.07880791227241724,0.06109974290361509,0.02487014009129545,0.028149430715147698,17,31,38118.0,2015-2019
BELMONT CRAGIN,"Census Tract 1910, Cook County, Illinois",0.06432488136283253,0.0987773692446661,0.06859963613694482,0.03555934402870192,0.012137250162211677,0.006552079490082823,17,31,78601.0,2015-2019
BEVERLY,"Census Tract 7201, Cook County, Illinois",0.03350007579202668,0.07740892324794098,0.08104694052852307,0.06861704815320095,0.05659137992016573,0.06083573341417816,17,31,19791.0,2015-2019
BRIDGEPORT,"Census Tract 6007, Cook County, Illinois",0.08662420382165605,0.11693688477127967,0.07735958309206717,0.05017371163867979,0.022929936305732482,0.022177185871453387,17,31,34540.0,2015-2019
BRIGHTON PARK,"Census Tract 5807, Cook County, Illinois",0.0757314974182444,0.11740193858139324,0.05521333454117221,0.021197572243862668,0.008605851979345954,0.006771446689011686,17,31,44156.0,2015-2019
BURNSIDE,"Census Tract 4701, Cook County, Illinois",0.2053838484546361,0.12313060817547358,0.06331006979062812,0.04835493519441675,0.0024925224327018943,0.0,17,31,2006.0,2015-2019
CALUMET HEIGHTS,"Census Tract 4805, Cook County, Illinois",0.10425282871634803,0.1389777604369879,0.08466640655481857,0.05540382364416699,0.02052282481467031,0.011236831837690206,17,31,12815.0,2015-2019
CHATHAM,"Census Tract 4409, Cook County, Illinois",0.17922304388542643,0.13698453192107726,0.08021442180385571,0.03752381567475054,0.006716827590661026,0.008428326928666,17,31,30967.0,2015-2019
CHICAGO LAWN,"Census Tract 6610, Cook County, Illinois",0.11709378407851691,0.1158280105935504,0.05191618632185699,0.023738121202679544,0.006815703380588877,0.0033494313756036766,17,31,51352.0,2015-2019
CLEARING,"Census Tract 6404, Cook County, Illinois",0.05469250480461243,0.11963484945547725,0.09513132607303011,0.055973734785393976,0.01889814221652787,0.009489109545163356,17,31,24976.0,2015-2019
DOUGLAS,"Census Tract 3510, Cook County, Illinois",0.20240715590315178,0.11820353111974898,0.07657003699714326,0.03278227883669742,0.015220343745609516,0.012223106823397181,17,31,21353.0,2015-2019
DUNNING,"Census Tract 1709, Cook County, Illinois",0.06136494418229946,0.09013695477039936,0.08914719760616872,0.07018068822649327,0.028403728852572217,0.01698699505121418,17,31,43445.0,2015-2019
EAST GARFIELD PARK,"Census Tract 2705, Cook County, Illinois",0.18109820485744457,0.09604012671594508,0.04683210137275607,0.023495248152059132,0.008922914466737064,0.0023231256599788807,17,31,18940.0,2015-2019
EAST SIDE,"Census Tract 5204, Cook County, Illinois",0.0636934620410572,0.11204316486110526,0.06870969101715635,0.037136955697002906,0.0067445095476963285,0.0057328331155418796,17,31,23723.0,2015-2019
EDGEWATER,"Census Tract 301.02, Cook County, Illinois",0.1216994242604725,0.14915082931759524,0.10168390275596946,0.06692295197357735,0.03273954554478676,0.04019347735845651,17,31,55407.0,2015-2019
EDISON PARK,"Census Tract 901, Cook County, Illinois",0.05113636363636364,0.056463068181818184,0.08975497159090909,0.07856889204545454,0.05308948863636364,0.08487215909090909,17,31,11264.0,2015-2019
ENGLEWOOD,"Census Tract 6814, Cook County, Illinois",0.2171371231621657,0.12416561232057938,0.033855416430347715,0.011168797172898216,0.002006893242005148,0.00357750534444396,17,31,22921.0,2015-2019
FOREST GLEN,"Census Tract 1201, Cook County, Illinois",0.03900123813454395,0.05659306644655386,0.05396203054065209,0.06211308295501444,0.06515683037556748,0.0828002476269088,17,31,19384.0,2015-2019
FULLER PARK,"Census Tract 8355, Cook County, Illinois",0.2721030042918455,0.15622317596566523,0.027467811158798282,0.02832618025751073,0.0,0.0,17,31,2330.0,2015-2019
GAGE PARK,"Census Tract 6302, Cook County, Illinois",0.06852019851646299,0.1053151182026789,0.05216393617588985,0.02454773467100699,0.009792411548108223,0.00189444474091467,17,31,37478.0,2015-2019
GARFIELD RIDGE,"Census Tract 5609, Cook County, Illinois",0.04802859676942511,0.08525277501545409,0.08011933238369125,0.059934958475555675,0.04012685784932943,0.0171473109898675,17,31,37207.0,2015-2019
GRAND BOULEVARD,"Census Tract 3801, Cook County, Illinois",0.19220068012189198,0.1253367486640463,0.07631497593075122,0.043280484034801045,0.021066113147551118,0.01444154926467341,17,31,22643.0,2015-2019
GREATER GRAND CROSSING,"Census Tract 6911, Cook County, Illinois",0.1794089356197552,0.11993764303957014,0.06577332581511824,0.023383860161199376,0.00935354406447975,0.00461043484029321,17,31,30149.0,2015-2019
HEGEWISCH,"Census Tract 5501, Cook County, Illinois",0.11805479150621631,0.08185719000990208,0.10001100231048521,0.06227307734624271,0.022114644075255804,0.0040708548795247,17,31,9089.0,2015-2019
HERMOSA,"Census Tract 2001, Cook County, Illinois",0.06792726033814574,0.12171542949618841,0.055150973127209235,0.03389974873301819,0.011754184234061582,0.012435586218644861,17,31,23481.0,2015-2019
HUMBOLDT PARK,"Census Tract 2307, Cook County, Illinois",0.10084170218914819,0.11552633480239867,0.05595693952749079,0.03047106422946319,0.008471208727693086,0.0051477494400693595,17,31,55364.0,2015-2019
HYDE PARK,"Census Tract 4108, Cook County, Illinois",0.14379295532646047,0.10325386597938144,0.07882302405498282,0.04112972508591065,0.024323453608247423,0.050579896907216496,17,31,18624.0,2015-2019
IRVING PARK,"Census Tract 1609, Cook County, Illinois",0.05126097515411918,0.12241733607322997,0.08735288623201942,0.056230151317018494,0.031571081636465534,0.03526994208854848,17,31,53530.0,2015-2019
JEFFERSON PARK,"Census Tract 1101, Cook County, Illinois",0.05879358615423772,0.09318983383630877,0.08900847180307603,0.07282841871795805,0.038214013016761805,0.025415409228084208,17,31,27503.0,2015-2019
KENWOOD,"Census Tract 3904, Cook County, Illinois",0.18303926243840407,0.11238276903512955,0.07478938165633445,0.04736925766968685,0.027658559847401048,0.04959465903671912,17,31,12582.0,2015-2019
LAKE VIEW,"Census Tract 8319, Cook County, Illinois",0.055296513504189806,0.1051512892133406,0.10893491058412437,0.09382268169728804,0.054884766472663334,0.09860784990151455,17,31,89861.0,2015-2019
LINCOLN PARK,"Census Tract 8325, Cook County, Illinois",0.056992730151875046,0.0616281580652127,0.0870222414165407,0.08440221694378464,0.05356654430288635,0.1227380695314187,17,31,69465.0,2015-2019
LINCOLN SQUARE,"Census Tract 8308, Cook County, Illinois",0.04947390922262072,0.11733130655772747,0.0955276346103603,0.08790347481177113,0.03728950431085671,0.04823884283780253,17,31,42103.0,2015-2019
LOGAN SQUARE,"Census Tract 8309, Cook County, Illinois",0.06284372995619363,0.08940049401585763,0.08925037870000137,0.07796443631698896,0.03904362896952659,0.0543144506461782,17,31,73277.0,2015-2019
LOOP,"Census Tract 8390, Cook County, Illinois",0.06899495537446644,0.06558013193636011,0.11129220023282888,0.11095589186392446,0.06617513905057561,0.11310309145000647,17,31,38655.0,2015-2019
LOWER WEST SIDE,"Census Tract 3104, Cook County, Illinois",0.08475137788754028,0.12730777339397042,0.08562479294039695,0.04851971207421016,0.015239586784326718,0.013974640845706713,17,31,33203.0,2015-2019
MCKINLEY PARK,"Census Tract 5906, Cook County, Illinois",0.07827633919746986,0.1221585293536272,0.07326876194241286,0.04355274428411412,0.01923963892732424,0.004480463859787837,17,31,15177.0,2015-2019
MONTCLARE,"Census Tract 8316, Cook County, Illinois",0.07990467512441297,0.09441368192331955,0.059227588140464006,0.048433447816639795,0.02158828064764842,0.01605102684516717,17,31,14267.0,2015-2019
MORGAN PARK,"Census Tract 7502, Cook County, Illinois",0.08323040380047506,0.10033254156769596,0.08033254156769597,0.06755344418052256,0.026033254156769596,0.027363420427553443,17,31,21050.0,2015-2019
MOUNT GREENWOOD,"Census Tract 7403, Cook County, Illinois",0.03434080250130276,0.06539864512767066,0.07008858780614903,0.08858780614903596,0.0552892131318395,0.03501823866597186,17,31,19190.0,2015-2019
NEAR NORTH SIDE,"Census Tract 8383, Cook County, Illinois",0.08666097144251891,0.08955333170612644,0.12147913107151574,0.10144007810593117,0.06224066390041494,0.14908469611911154,17,31,81940.0,2015-2019
NEAR SOUTH SIDE,"Census Tract 3302, Cook County, Illinois",0.10315823527033038,0.06551012980710906,0.1023899065874075,0.10348174208419265,0.08386914149379271,0.12721905455133647,17,31,24729.0,2015-2019
NEAR WEST SIDE,"Census Tract 2831, Cook County, Illinois",0.10125059363621973,0.06313123318030711,0.0786290960899161,0.07338926705714738,0.05998100364096882,0.07658698749406363,17,31,63170.0,2015-2019
NEW CITY,"Census Tract 6119, Cook County, Illinois",0.11658398299078668,0.11977321048901489,0.05611521717120583,0.018198845803381592,0.007795889440113395,0.005391313151766731,17,31,39508.0,2015-2019
NORTH CENTER,"Census Tract 501, Cook County, Illinois",0.03255211996736348,0.05643867990884281,0.07070309202937287,0.07036547280758518,0.05334383704245562,0.11310243929887742,17,31,35543.0,2015-2019
NORTH LAWNDALE,"Census Tract 8386, Cook County, Illinois",0.15929286315592556,0.10856483646681009,0.053159978798366224,0.015433542231783743,0.005425123936020952,0.0034296760515074983,17,31,32073.0,2015-2019
NORTH PARK,"Census Tract 8318, Cook County, Illinois",0.08306016707201015,0.10024320609072644,0.05646610975996616,0.05123189172041874,0.029449085333615312,0.0263297028656022,17,31,18914.0,2015-2019
NORWOOD PARK,"Census Tract 1004, Cook County, Illinois",0.05935555321168653,0.08530218331399642,0.08414196814681996,0.08037126885349646,0.04590760468305031,0.04097669022255036,17,31,37924.0,2015-2019
OAKLAND,"Census Tract 3602, Cook County, Illinois",0.14011627906976745,0.17325581395348838,0.05552325581395349,0.03924418604651163,0.0014534883720930232,0.006395348837209302,17,31,3440.0,2015-2019
OHARE,"Census Tract 7608.01, Cook County, Illinois",0.1080009330534173,0.16717207060104192,0.11772023948371044,0.05069590234040899,0.020760438535106136,0.01150765881346707,17,31,12861.0,2015-2019
PORTAGE PARK,"Census Tract 8317, Cook County, Illinois",0.05312282331088925,0.09632381394628899,0.0843433170807213,0.05804504295333179,0.03262905347883291,0.023512112065629594,17,31,64605.0,2015-2019
PULLMAN,"Census Tract 5001, Cook County, Illinois",0.13640350877192983,0.15862573099415206,0.10789473684210527,0.042251461988304095,0.01432748538011696,0.0005847953216374269,17,31,6840.0,2015-2019
RIVERDALE,"Census Tract 5401.01, Cook County, Illinois",0.22706889523033022,0.09947003668976763,0.013181138741676859,0.013181138741676859,0.003261312678353037,0.002717760565294198,17,31,7359.0,2015-2019
ROGERS PARK,"Census Tract 8306, Cook County, Illinois",0.13455493215550515,0.15470932314671124,0.08608889419442123,0.04605865266006128,0.018204607854840633,0.014882018224503602,17,31,50262.0,2015-2019
ROSELAND,"Census Tract 4903, Cook County, Illinois",0.11815024768908636,0.11950360042898728,0.0677697768244727,0.03751085235687657,0.009090444818957152,0.005541085746386803,17,31,39162.0,2015-2019
SOUTH CHICAGO,"Census Tract 4601, Cook County, Illinois",0.1284072688401924,0.12306253340459647,0.07258818813468733,0.02926242650988776,0.005845804382683058,0.0027391769107429184,17,31,29936.0,2015-2019
SOUTH DEERING,"Census Tract 8388, Cook County, Illinois",0.13066235864297254,0.11702746365105009,0.05822294022617124,0.02494345718901454,0.007302100161550889,0.004717285945072698,17,31,15475.0,2015-2019
SOUTH LAWNDALE,"Census Tract 8305, Cook County, Illinois",0.08606233629446901,0.102290838033732,0.03982981554111174,0.014842634810205525,0.0055157503776487385,0.0019956483778427597,17,31,72157.0,2015-2019
SOUTH SHORE,"Census Tract 4304, Cook County, Illinois",0.18532607344422067,0.11774943437507769,0.06295218915491907,0.036572934536684816,0.008652196613709256,0.009174311926605505,17,31,40221.0,2015-2019
UPTOWN,"Census Tract 8307, Cook County, Illinois",0.13871038844334424,0.13706573526170332,0.10308753963275064,0.06863459875548925,0.03353736075552315,0.03626714593329829,17,31,58979.0,2015-2019
WASHINGTON HEIGHTS,"Census Tract 7307, Cook County, Illinois",0.10193702789619326,0.09393463465709372,0.08080921397053324,0.0475656271034328,0.015443871064243513,0.007591055268865455,17,31,26742.0,2015-2019
WASHINGTON PARK,"Census Tract 8345, Cook County, Illinois",0.20430303582824322,0.12863524478074573,0.04886498313428754,0.02671164189989972,0.0036466405324095176,0.0004558300665511897,17,31,10969.0,2015-2019
WEST ELSDON,"Census Tract 6203, Cook County, Illinois",0.042821290390044967,0.09040050193453937,0.07084596883823067,0.04831119941440971,0.012966642267071003,0.005333054480811461,17,31,19126.0,2015-2019
WEST ENGLEWOOD,"Census Tract 6702, Cook County, Illinois",0.17106961208532603,0.12039778334472026,0.04201776360737873,0.016738783876110226,0.004402945418659379,0.005313899643209595,17,31,26346.0,2015-2019
WEST GARFIELD PARK,"Census Tract 2605, Cook County, Illinois",0.167590618336887,0.09582698751142248,0.0419128845568078,0.014011574779165398,0.0028632348461772768,0.0038988729820286323,17,31,16415.0,2015-2019
WEST LAWN,"Census Tract 6501, Cook County, Illinois",0.05572978736749671,0.10387003700683686,0.06579690146145643,0.04453365113215831,0.011948817662924167,0.008906730226431663,17,31,31886.0,2015-2019
WEST PULLMAN,"Census Tract 5303, Cook County, Illinois",0.10274530116915791,0.10947905875388486,0.06545064377682404,0.0412905135415125,0.011617581767056386,0.007177741601302353,17,31,27028.0,2015-2019
WEST RIDGE,"Census Tract 203.02, Cook County, Illinois",0.0693293910738409,0.11078683761119466,0.0660795758672546,0.044452374276756815,0.018963627558432953,0.01809701017000994,17,31,78466.0,2015-2019
WEST TOWN,"Census Tract 2423, Cook County, Illinois",0.056616163425146554,0.07274615853003331,0.0883269458075146,0.0920042503910121,0.05496853994293014,0.08687035113483052,17,31,83757.0,2015-2019
WOODLAWN,"Census Tract 4205, Cook County, Illinois",0.20101432941555306,0.10670584446948962,0.06734020286588312,0.03542102720978908,0.014128159716631783,0.004145870230236677,17,31,24844.0,2015-2019
ALBANY PARK,Census Tract 1401; Cook County; Illinois,0.04496150053500619,0.0920210645574135,0.08035583156746323,0.06778843127793047,0.0328976354824497,0.04028281895810167,17,31,47663.0,2018-2022
ARCHER HEIGHTS,Census Tract 5701; Cook County; Illinois,0.06793105934953486,0.09656017884185476,0.06172928535371746,0.05350832912670368,0.025095550587726258,0.01608134419845677,17,31,13867.0,2018-2022
ARMOUR SQUARE,Census Tract 3403; Cook County; Illinois,0.15121655423330554,0.10619267793526871,0.07882968240733722,0.04752520275903888,0.02296672477829152,0.02114757826119912,17,31,13193.0,2018-2022
ASHBURN,Census Tract 7001; Cook County; Illinois,0.04538542519592935,0.07387998596327056,0.0836121183764183,0.07037080360276056,0.02489180021055094,0.016867469879518072,17,31,42745.0,2018-2022
AUBURN GRESHAM,Census Tract 7101; Cook County; Illinois,0.12722733924421106,0.12059912197641387,0.06499096152190754,0.04611775845743307,0.017904794697426184,0.008887836790909874,17,31,46468.0,2018-2022
AUSTIN,Census Tract 2502; Cook County; Illinois,0.125,0.10734119057131443,0.054454654414702354,0.038573711546144626,0.01643028365960847,0.013793447862564923,17,31,100120.0,2018-2022
AVALON PARK,Census Tract 4503; Cook County; Illinois,0.10210428112366539,0.1376593759718047,0.07473826059915,0.06022597698766456,0.03928682491966414,0.01192080439514875,17,31,9647.0,2018-2022
AVONDALE,Census Tract 2101; Cook County; Illinois,0.04577445428053005,0.07898498927805575,0.09295100896244571,0.0787375597954583,0.04915599054269533,0.05146533238027162,17,31,36374.0,2018-2022
BELMONT CRAGIN,Census Tract 1901; Cook County; Illinois,0.05616899352623968,0.09525482828992715,0.0772931843061994,0.046600262194050626,0.021705342541660472,0.014745036558500358,17,31,73991.0,2018-2022
BEVERLY,Census Tract 7201; Cook County; Illinois,0.022900763358778626,0.04898640109195693,0.06137202365906678,0.08078459127445528,0.05555836408674991,0.10510085435518933,17,31,19781.0,2018-2022
BRIDGEPORT,Census Tract 6004; Cook County; Illinois,0.07525360464766262,0.08473555883326811,0.1087866108786611,0.06923331627584961,0.029198398603293096,0.042533337346858914,17,31,33221.0,2018-2022
BRIGHTON PARK,Census Tract 5801; Cook County; Illinois,0.06093317235991762,0.11720285017636058,0.06417631323532894,0.03932012404422035,0.015931633643443886,0.012664820206898185,17,31,42243.0,2018-2022
BURNSIDE,Census Tract 4701; Cook County; Illinois,0.091273374888691,0.21772039180765806,0.04452359750667854,0.04452359750667854,0.006233303650934996,0.0396260017809439,17,31,2246.0,2018-2022
CALUMET HEIGHTS,Census Tract 4801; Cook County; Illinois,0.09415074046496236,0.11218664681062299,0.11351038305617606,0.07181269132125424,0.03987755439728634,0.025895590303632,17,31,12087.0,2018-2022
CHATHAM,Census Tract 4401.01; Cook County; Illinois,0.15704668006764302,0.15803579975112472,0.07909766759197218,0.05583740148687023,0.014230560607510928,0.014198653520947003,17,31,31341.0,2018-2022
CHICAGO LAWN,Census Tract 6603.01; Cook County; Illinois,0.09130070143336383,0.11630832570905764,0.07166819152180542,0.035757853003964626,0.01094083562061604,0.008767917047880451,17,31,52464.0,2018-2022
CLEARING,Census Tract 6401; Cook County; Illinois,0.04735522484632805,0.10178744742801682,0.07590585571012617,0.07946457457133614,0.035182788741507605,0.021514073115496603,17,31,24728.0,2018-2022
DOUGLAS,Census Tract 3501; Cook County; Illinois,0.17087333177241865,0.13092952470147506,0.09299929758838679,0.045844064621868415,0.01980800749239054,0.03006321704518848,17,31,21355.0,2018-2022
DUNNING,Census Tract 1701; Cook County; Illinois,0.055644289942218254,0.08462911636209894,0.08359562174096867,0.07323718701554939,0.04695353971907737,0.03643068539484192,17,31,42574.0,2018-2022
EAST GARFIELD PARK,Census Tract 2705; Cook County; Illinois,0.16215265564544495,0.09713079744736446,0.05070096980051254,0.03351590372343098,0.013868649816592131,0.013667654891713983,17,31,19901.0,2018-2022
EAST SIDE,Census Tract 5201; Cook County; Illinois,0.04677971765098989,0.10404310416840698,0.07021134408153036,0.06043772450087712,0.014200985715479075,0.014284520925570128,17,31,23942.0,2018-2022
EDGEWATER,Census Tract 301.01; Cook County; Illinois,0.09882532247871827,0.1394743689825657,0.11354596483402105,0.0796067060704063,0.039106352923683134,0.057841715921341214,17,31,53802.0,2018-2022
EDISON PARK,Census Tract 901; Cook County; Illinois,0.048851078758112614,0.0480617435537625,0.06384844764076478,0.08796702332924049,0.0499035256972461,0.0973513418698474,17,31,11402.0,2018-2022
ENGLEWOOD,Census Tract 6805; Cook County; Illinois,0.19992515670315278,0.13401627841706426,0.06113761811207784,0.02469828795958462,0.005005145476658247,0.005051922537187763,17,31,21378.0,2018-2022
FOREST GLEN,Census Tract 1201; Cook County; Illinois,0.027600100730294636,0.04920674892974062,0.0541425333669101,0.05847393603626291,0.04855200201460589,0.11624276001007303,17,31,19855.0,2018-2022
FULLER PARK,Census Tract 8355; Cook County; Illinois,0.37068160597572364,0.096171802054155,0.02054154995331466,0.0350140056022409,0.0,0.0,17,31,2142.0,2018-2022
GAGE PARK,Census Tract 6303; Cook County; Illinois,0.06315396113602392,0.11411981142922847,0.05591008393698977,0.04285960676095205,0.01733356329768886,0.002730826721858112,17,31,34788.0,2018-2022
GARFIELD RIDGE,Census Tract 5601; Cook County; Illinois,0.04373506222356529,0.07892640312079338,0.06617950056317135,0.08881624131205186,0.037279195626493775,0.03486167962418615,17,31,36401.0,2018-2022
GRAND BOULEVARD,Census Tract 3801; Cook County; Illinois,0.17357836617901906,0.11103050820134606,0.09261274332003386,0.06383750453391368,0.022528513279329383,0.02591383548946117,17,31,24813.0,2018-2022
GREATER GRAND CROSSING,Census Tract 6903; Cook County; Illinois,0.16111896795557243,0.12445241626711738,0.0891656031182091,0.04104722155151599,0.011486323341726742,0.007967990065882516,17,31,28991.0,2018-2022
HEGEWISCH,Census Tract 5501; Cook County; Illinois,0.1142382271468144,0.09506925207756232,0.07922437673130193,0.05218836565096953,0.05152354570637119,0.020498614958448753,17,31,9025.0,2018-2022
HERMOSA,Census Tract 2001; Cook County; Illinois,0.04767456924472082,0.09534913848944164,0.0821349915792201,0.05410890875329274,0.01895755063263808,0.021634926803990154,17,31,23157.0,2018-2022
HUMBOLDT PARK,Census Tract 2301; Cook County; Illinois,0.08477695972282373,0.11016673884798614,0.06591959001010539,0.04107117078100188,0.01737765266349069,0.01927241229969684,17,31,55416.0,2018-2022
HYDE PARK,Census Tract 4102; Cook County; Illinois,0.116272040302267,0.10801007556675063,0.08896725440806046,0.053602015113350124,0.03093198992443325,0.06110831234256927,17,31,19850.0,2018-2022
IRVING PARK,Census Tract 1601; Cook County; Illinois,0.05148925052254404,0.09174380412063303,0.08832860555389668,0.07128993729471483,0.042288742908330845,0.06218274111675127,17,31,53584.0,2018-2022
JEFFERSON PARK,Census Tract 1101; Cook County; Illinois,0.0490529742527375,0.08127404557561409,0.09170612607280261,0.09192808523231726,0.039434744007102694,0.043947913583900565,17,31,27032.0,2018-2022
KENWOOD,Census Tract 3901; Cook County; Illinois,0.15968190854870776,0.11713717693836978,0.06990059642147117,0.06727634194831014,0.03459244532803181,0.06377733598409542,17,31,12575.0,2018-2022
LAKE VIEW,Census Tract 601; Cook County; Illinois,0.05619269859877683,0.08986850399796507,0.11424337266785371,0.08980214773116864,0.05818338660266974,0.12688424149257363,17,31,90421.0,2018-2022
LINCOLN PARK,Census Tract 701.01; Cook County; Illinois,0.05393710473378775,0.05441468038611268,0.07429919391018683,0.07822110305503698,0.04662875005426996,0.1652411757044241,17,31,69099.0,2018-2022
LINCOLN SQUARE,Census Tract 401; Cook County; Illinois,0.047952496983747726,0.1055806581344184,0.09744269120673749,0.09356296278772681,0.04288992453455087,0.07075772988573727,17,31,42271.0,2018-2022
LOGAN SQUARE,Census Tract 2203; Cook County; Illinois,0.05505170602223083,0.07808438865232539,0.09344411878559973,0.08311673947906874,0.04815296134490958,0.08908919980091799,17,31,72332.0,2018-2022
LOOP,Census Tract 3201.01; Cook County; Illinois,0.058961867965731565,0.06935278731011975,0.08420724244678554,0.12579491732859782,0.07753593626262868,0.1334021261788774,17,31,41671.0,2018-2022
LOWER WEST SIDE,Census Tract 3102; Cook County; Illinois,0.07538627800332973,0.10117708911411631,0.09688348862341911,0.07602885766860414,0.027981423606040248,0.031603236264859655,17,31,34237.0,2018-2022
MCKINLEY PARK,Census Tract 5905; Cook County; Illinois,0.04548097422314103,0.11402545384068738,0.07506944893080948,0.07222688804186317,0.037986950061373474,0.01789521286904839,17,31,15479.0,2018-2022
MONTCLARE,Census Tract 1801; Cook County; Illinois,0.07032328369051943,0.08398111151471123,0.06937885942608064,0.06116963312749728,0.033200145296040685,0.028114783872139483,17,31,13765.0,2018-2022
MORGAN PARK,Census Tract 7501; Cook County; Illinois,0.07520030891012645,0.10290568587701515,0.08654310261608264,0.06583647070180519,0.040303118061588955,0.03499372526305628,17,31,20718.0,2018-2022
MOUNT GREENWOOD,Census Tract 7401; Cook County; Illinois,0.031745201610794416,0.06485016474033785,0.061816850583128496,0.08906437947806077,0.0646932691804822,0.06275822394226244,17,31,19121.0,2018-2022
NEAR NORTH SIDE,Census Tract 801; Cook County; Illinois,0.0782122905027933,0.0785952423860155,0.10350964137682465,0.10352090466750766,0.07263696161470536,0.1852022887006668,17,31,88784.0,2018-2022
NEAR SOUTH SIDE,Census Tract 3301.01; Cook County; Illinois,0.07410688970796711,0.050503260561383614,0.1068188261979019,0.09133115962574426,0.09420187127870712,0.15625886022115112,17,31,28216.0,2018-2022
NEAR WEST SIDE,Census Tract 2801; Cook County; Illinois,0.08836400786813253,0.06959332733566125,0.07521995699974078,0.08629023650142571,0.058751772617068966,0.11626843140543755,17,31,65581.0,2018-2022
NEW CITY,Census Tract 6103; Cook County; Illinois,0.11284350029234068,0.10037029818748781,0.06097739232118495,0.03191385694796336,0.018466185928668874,0.014081075813681544,17,31,41048.0,2018-2022
NORTH CENTER,Census Tract 501; Cook County; Illinois,0.03356229407494276,0.03713631540738259,0.06059083040151896,0.07226224381526777,0.04562461607192718,0.15418551404478695,17,31,35814.0,2018-2022
