Community Area,NAME,0-25k,25-60k,60-100k,100-150k,150-200k,200k+,state,county,population,period
JEFFERSON PARK,"Census Tract 1101, Cook County, Illinois",0.07104678606136332,0.1159586283492989,0.09464806330695544,0.06542412883520755,0.01294599472442038,0.007358045258919895,17,31,28812.0,2005-2009
KENWOOD,"Census Tract 3901, Cook County, Illinois",0.20503637381085618,0.138276440962507,0.08696138780078344,0.04101846670397314,0.015500839395635143,0.030498041410184668,17,31,17870.0,2005-2009
LAKE VIEW,"Census Tract 601, Cook County, Illinois",0.08505424127565024,0.1477040038339215,0.12575698165817104,0.08945453753322005,0.03750054459112099,0.06357556746394807,17,31,91812.0,2005-2009
LINCOLN PARK,"Census Tract 701, Cook County, Illinois",0.07665640553525706,0.100319341753215,0.09104116919359015,0.07877096579303203,0.04460715210449092,0.09555798498230673,17,31,69518.0,2005-2009
LINCOLN SQUARE,"Census Tract 401, Cook County, Illinois",0.09662932317981011,0.15349881623587416,0.09777647604403114,0.06433819042737546,0.01920870859876498,0.019770081277000806,17,31,40971.0,2005-2009
LOGAN SQUARE,"Census Tract 2201, Cook County, Illinois",0.09860734532906089,0.12466107961547941,0.0799482376140005,0.045279763371949715,0.019534138526004437,0.015134335716046339,17,31,81140.0,2005-2009
LOOP,"Census Tract 3201, Cook County, Illinois",0.07842647205838249,0.1054183744876537,0.13166050184944517,0.09347195841247626,0.05158452464260722,0.07977606717984605,17,31,20006.0,2005-2009
LOWER WEST SIDE,"Census Tract 3101, Cook County, Illinois",0.1254102516209942,0.12196814045948182,0.054646850068041736,0.015236011420337807,0.00480294580676148,0.00320196387117432,17,31,37477.0,2005-2009
MCKINLEY PARK,"Census Tract 5901, Cook County, Illinois",0.08300395256916997,0.12055335968379446,0.07583992094861661,0.026124011857707508,0.005311264822134387,0.00179100790513834,17,31,16192.0,2005-2009
MONTCLARE,"Census Tract 1801, Cook County, Illinois",0.07536411101951085,0.1071035998900797,0.07268480351744985,0.04458642484198956,0.013053036548502336,0.006389117889530091,17,31,14556.0,2005-2009
MORGAN PARK,"Census Tract 7501, Cook County, Illinois",0.09202369944176171,0.11373677180725367,0.08900989759923285,0.05616630706531046,0.012842905578958183,0.007397513613479914,17,31,29199.0,2005-2009
MOUNT GREENWOOD,"Census Tract 7401, Cook County, Illinois",0.04332480818414322,0.08235294117647059,0.12209718670076726,0.0750383631713555,0.028542199488491047,0.007161125319693095,17,31,19550.0,2005-2009
NEAR NORTH SIDE,"Census Tract 801, Cook County, Illinois",0.12429597478427118,0.13457861830207202,0.13358394047434508,0.0847284658709244,0.044217950705317005,0.10733478013744639,17,31,77412.0,2005-2009
NEAR SOUTH SIDE,"Census Tract 3301, Cook County, Illinois",0.12403193852434412,0.09341418022453023,0.11118448700246143,0.08380860899321607,0.066218406675872,0.06135558624001921,17,31,16657.0,2005-2009
NEAR WEST SIDE,"Census Tract 2801, Cook County, Illinois",0.1340294746487477,0.0891111789859499,0.09552535125229078,0.06061010995723885,0.03092547342700061,0.03586973121563836,17,31,52384.0,2005-2009
NEW CITY,"Census Tract 6101, Cook County, Illinois",0.10944247091106336,0.10146561443066517,0.04390461806811172,0.01571972517070473,0.0023824211354789306,0.002254791431792559,17,31,47011.0,2005-2009
NORTH CENTER,"Census Tract 501, Cook County, Illinois",0.05545446668399619,0.10854056552003004,0.10290847124743667,0.07812725644802587,0.04202408803396586,0.05692747595528984,17,31,34623.0,2005-2009
NORTH LAWNDALE,"Census Tract 2901, Cook County, Illinois",0.15536793311811936,0.10473746654526392,0.036862290649228815,0.00775322131170157,0.004690560935904865,0.0016830836299423337,17,31,36243.0,2005-2009
NORTH PARK,"Census Tract 1301, Cook County, Illinois",0.08665385214816354,0.10016104732713388,0.0742376227336485,0.05548340173515507,0.014286456439295547,0.01444230869136059,17,31,19249.0,2005-2009
NORWOOD PARK,"Census Tract 1001, Cook County, Illinois",0.06350828527629754,0.1076234275007908,0.10750176411903545,0.0669148599654476,0.02730126286590262,0.011874346059323065,17,31,41097.0,2005-2009
OAKLAND,"Census Tract 3601, Cook County, Illinois",0.22973451327433628,0.10336283185840708,0.046371681415929206,0.033628318584070796,0.006371681415929204,0.008849557522123894,17,31,2825.0,2005-2009
OHARE,"Census Tract 8116, Cook County, Illinois",0.08337569903406203,0.16733241339240323,0.09492337860411068,0.04563391192776043,0.011063500133149344,0.00830367734282325,17,31,41307.0,2005-2009
PORTAGE PARK,"Census Tract 1501, Cook County, Illinois",0.07705869057485121,0.1211632637685527,0.08967076018985912,0.04650041437504709,0.014239433436299255,0.0074436826640548485,17,31,66365.0,2005-2009
PULLMAN,"Census Tract 5001, Cook County, Illinois",0.13531645569620254,0.16987341772151898,0.09,0.01139240506329114,0.0020253164556962027,0.00025316455696202533,17,31,7900.0,2005-2009
RIVERDALE,"Census Tract 5401, Cook County, Illinois",0.20810196870267542,0.08606764260474507,0.028520949015648663,0.009086320040383645,0.0,0.00265017667844523,17,31,7924.0,2005-2009
ROGERS PARK,"Census Tract 101, Cook County, Illinois",0.14471269487750557,0.14932739420935412,0.08839198218262806,0.0315011135857461,0.011456570155902004,0.007198218262806236,17,31,56125.0,2005-2009
ROSELAND,"Census Tract 4901, Cook County, Illinois",0.11586699576585796,0.12042221018200791,0.058976983123632934,0.025424919230228965,0.0051772921558003735,0.003973270724218891,17,31,49833.0,2005-2009
SOUTH CHICAGO,"Census Tract 4601, Cook County, Illinois",0.13987239912633637,0.12237038740085067,0.06497873318772272,0.02060581676054719,0.003563628003218761,0.0009771238073341764,17,31,34796.0,2005-2009
SOUTH DEERING,"Census Tract 5101, Cook County, Illinois",0.11029619181946404,0.1044851904090268,0.06764456981664316,0.025782792665726376,0.0025952045133991537,0.000846262341325811,17,31,17725.0,2005-2009
SOUTH LAWNDALE,"Census Tract 3001, Cook County, Illinois",0.07656096425430656,0.08790285034400704,0.03396099529253531,0.011936785474108945,0.0026123842532719465,0.0012803269360095184,17,31,77324.0,2005-2009
SOUTH SHORE,"Census Tract 4301, Cook County, Illinois",0.20787762341117352,0.14532219923145137,0.06442137156370085,0.022779337865799585,0.005985811409991132,0.00341782441619864,17,31,54128.0,2005-2009
UPTOWN,"Census Tract 310, Cook County, Illinois",0.18431829532212418,0.13977026802064257,0.09182620276344265,0.054103545863159644,0.02452139170967205,0.01846179457299817,17,31,60070.0,2005-2009
WASHINGTON HEIGHTS,"Census Tract 7301, Cook County, Illinois",0.10125327479997168,0.12918643347730652,0.0724350350492105,0.039616228846562344,0.005841535084613751,0.002867662677901296,17,31,28246.0,2005-2009
WASHINGTON PARK,"Census Tract 4001, Cook County, Illinois",0.2131040664982479,0.10015483660663353,0.03153777198272349,0.011979463776383342,0.0,0.0016298590171950126,17,31,12271.0,2005-2009
WEST ELSDON,"Census Tract 6201, Cook County, Illinois",0.04800263028111129,0.12323962956874349,0.07699052002849471,0.02186421173762946,0.004493396898460189,0.0016987232177105595,17,31,18249.0,2005-2009
WEST ENGLEWOOD,"Census Tract 6701, Cook County, Illinois",0.1231070897020955,0.09615157457062534,0.03489333553828344,0.0071582130454298475,0.0015355902572704292,0.0006142361029081717,17,31,42329.0,2005-2009
WEST GARFIELD PARK,"Census Tract 2604, Cook County, Illinois",0.17291320598006646,0.10470307308970099,0.037531146179401995,0.012043189368770765,0.001816860465116279,0.0,17,31,19264.0,2005-2009
WEST LAWN,"Census Tract 6501, Cook County, Illinois",0.06307415190633443,0.11681176823776644,0.06721705193635545,0.018973281296907837,0.0072350645451816275,0.0018012608826178324,17,31,33310.0,2005-2009
WEST PULLMAN,"Census Tract 5301, Cook County, Illinois",0.09212002646796513,0.11424379297448142,0.05825829281624903,0.02180730170603297,0.006674530337466555,0.0008630858194999856,17,31,34759.0,2005-2009
WEST RIDGE,"Census Tract 201, Cook County, Illinois",0.08646318570534658,0.11733296252520337,0.07710491552527289,0.0450253771813947,0.013293471459361746,0.005937565181116596,17,31,71915.0,2005-2009
