Community Area,NAME,0-25k,25-60k,60-100k,100-150k,150-200k,200k+,state,county,population,period
LAKE VIEW,"Census Tract 8319, Cook County, Illinois",4969.0,9449.0,9789.0,8431.0,4932.0,8861.0,17,31,89861.0,2015-2019
LINCOLN PARK,"Census Tract 8325, Cook County, Illinois",3959.0,4281.0,6045.0,5863.0,3721.0,8526.0,17,31,69465.0,2015-2019
LINCOLN SQUARE,"Census Tract 8308, Cook County, Illinois",2083.0,4940.0,4022.0,3701.0,1570.0,2031.0,17,31,42103.0,2015-2019
LOGAN SQUARE,"Census Tract 8309, Cook County, Illinois",4605.0,6551.0,6540.0,5713.0,2861.0,3980.0,17,31,73277.0,2015-2019
LOOP,"Census Tract 8390, Cook County, Illinois",2667.0,2535.0,4302.0,4289.0,2558.0,4372.0,17,31,38655.0,2015-2019
LOWER WEST SIDE,"Census Tract 3104, Cook County, Illinois",2814.0,4227.0,2843.0,1611.0,506.0,464.0,17,31,33203.0,2015-2019
MCKINLEY PARK,"Census Tract 5906, Cook County, Illinois",1188.0,1854.0,1112.0,661.0,292.0,68.0,17,31,15177.0,2015-2019
MONTCLARE,"Census Tract 8316, Cook County, Illinois",1140.0,1347.0,845.0,691.0,308.0,229.0,17,31,14267.0,2015-2019
MORGAN PARK,"Census Tract 7502, Cook County, Illinois",1752.0,2112.0,1691.0,1422.0,548.0,576.0,17,31,21050.0,2015-2019
MOUNT GREENWOOD,"Census Tract 7403, Cook County, Illinois",659.0,1255.0,1345.0,1700.0,1061.0,672.0,17,31,19190.0,2015-2019
NEAR NORTH SIDE,"Census Tract 8383, Cook County, Illinois",7101.0,7338.0,9954.0,8312.0,5100.0,12216.0,17,31,81940.0,2015-2019
NEAR SOUTH SIDE,"Census Tract 3302, Cook County, Illinois",2551.0,1620.0,2532.0,2559.0,2074.0,3146.0,17,31,24729.0,2015-2019
NEAR WEST SIDE,"Census Tract 2831, Cook County, Illinois",6396.0,3988.0,4967.0,4636.0,3789.0,4838.0,17,31,63170.0,2015-2019
NEW CITY,"Census Tract 6119, Cook County, Illinois",4606.0,4732.0,2217.0,719.0,308.0,213.0,17,31,39508.0,2015-2019
NORTH CENTER,"Census Tract 501, Cook County, Illinois",1157.0,2006.0,2513.0,2501.0,1896.0,4020.0,17,31,35543.0,2015-2019
NORTH LAWNDALE,"Census Tract 8386, Cook County, Illinois",5109.0,3482.0,1705.0,495.0,174.0,110.0,17,31,32073.0,2015-2019
NORTH PARK,"Census Tract 8318, Cook County, Illinois",1571.0,1896.0,1068.0,969.0,557.0,498.0,17,31,18914.0,2015-2019
NORWOOD PARK,"Census Tract 1004, Cook County, Illinois",2251.0,3235.0,3191.0,3048.0,1741.0,1554.0,17,31,37924.0,2015-2019
OAKLAND,"Census Tract 3602, Cook County, Illinois",482.0,596.0,191.0,135.0,5.0,22.0,17,31,3440.0,2015-2019
OHARE,"Census Tract 7608.01, Cook County, Illinois",1389.0,2150.0,1514.0,652.0,267.0,148.0,17,31,12861.0,2015-2019
PORTAGE PARK,"Census Tract 8317, Cook County, Illinois",3432.0,6223.0,5449.0,3750.0,2108.0,1519.0,17,31,64605.0,2015-2019
PULLMAN,"Census Tract 5001, Cook County, Illinois",933.0,1085.0,738.0,289.0,98.0,4.0,17,31,6840.0,2015-2019
RIVERDALE,"Census Tract 5401.01, Cook County, Illinois",1671.0,732.0,97.0,97.0,24.0,20.0,17,31,7359.0,2015-2019
ROGERS PARK,"Census Tract 8306, Cook County, Illinois",6763.0,7776.0,4327.0,2315.0,915.0,748.0,17,31,50262.0,2015-2019
ROSELAND,"Census Tract 4903, Cook County, Illinois",4627.0,4680.0,2654.0,1469.0,356.0,217.0,17,31,39162.0,2015-2019
SOUTH CHICAGO,"Census Tract 4601, Cook County, Illinois",3844.0,3684.0,2173.0,876.0,175.0,82.0,17,31,29936.0,2015-2019
SOUTH DEERING,"Census Tract 8388, Cook County, Illinois",2022.0,1811.0,901.0,386.0,113.0,73.0,17,31,15475.0,2015-2019
SOUTH LAWNDALE,"Census Tract 8305, Cook County, Illinois",6210.0,7381.0,2874.0,1071.0,398.0,144.0,17,31,72157.0,2015-2019
SOUTH SHORE,"Census Tract 4304, Cook County, Illinois",7454.0,4736.0,2532.0,1471.0,348.0,369.0,17,31,40221.0,2015-2019
UPTOWN,"Census Tract 8307, Cook County, Illinois",8181.0,8084.0,6080.0,4048.0,1978.0,2139.0,17,31,58979.0,2015-2019
WASHINGTON HEIGHTS,"Census Tract 7307, Cook County, Illinois",2726.0,2512.0,2161.0,1272.0,413.0,203.0,17,31,26742.0,2015-2019
WASHINGTON PARK,"Census Tract 8345, Cook County, Illinois",2241.0,1411.0,536.0,293.0,40.0,5.0,17,31,10969.0,2015-2019
WEST ELSDON,"Census Tract 6203, Cook County, Illinois",819.0,1729.0,1355.0,924.0,248.0,102.0,17,31,19126.0,2015-2019
WEST ENGLEWOOD,"Census Tract 6702, Cook County, Illinois",4507.0,3172.0,1107.0,441.0,116.0,140.0,17,31,26346.0,2015-2019
WEST GARFIELD PARK,"Census Tract 2605, Cook County, Illinois",2751.0,1573.0,688.0,230.0,47.0,64.0,17,31,16415.0,2015-2019
WEST LAWN,"Census Tract 6501, Cook County, Illinois",1777.0,3312.0,2098.0,1420.0,381.0,284.0,17,31,31886.0,2015-2019
WEST PULLMAN,"Census Tract 5303, Cook County, Illinois",2777.0,2959.0,1769.0,1116.0,314.0,194.0,17,31,27028.0,2015-2019
WEST RIDGE,"Census Tract 203.02, Cook County, Illinois",5440.0,8693.0,5185.0,3488.0,1488.0,1420.0,17,31,78466.0,2015-2019
WEST TOWN,"Census Tract 2423, Cook County, Illinois",4742.0,6093.0,7398.0,7706.0,4604.0,7276.0,17,31,83757.0,2015-2019
WOODLAWN,"Census Tract 4205, Cook County, Illinois",4994.0,2651.0,1673.0,880.0,351.0,103.0,17,31,24844.0,2015-2019
ALBANY PARK,Census Tract 1401; Cook County; Illinois,2143.0,4386.0,3830.0,3231.0,1568.0,1920.0,17,31,47663.0,2018-2022
ARCHER HEIGHTS,Census Tract 5701; Cook County; Illinois,942.0,1339.0,856.0,742.0,348.0,223.0,17,31,13867.0,2018-2022
ARMOUR SQUARE,Census Tract 3403; Cook County; Illinois,1995.0,1401.0,1040.0,627.0,303.0,279.0,17,31,13193.0,2018-2022
ASHBURN,Census Tract 7001; Cook County; Illinois,1940.0,3158.0,3574.0,3008.0,1064.0,721.0,17,31,42745.0,2018-2022
AUBURN GRESHAM,Census Tract 7101; Cook County; Illinois,5912.0,5604.0,3020.0,2143.0,832.0,413.0,17,31,46468.0,2018-2022
AUSTIN,Census Tract 2502; Cook County; Illinois,12515.0,10747.0,5452.0,3862.0,1645.0,1381.0,17,31,100120.0,2018-2022
AVALON PARK,Census Tract 4503; Cook County; Illinois,985.0,1328.0,721.0,581.0,379.0,115.0,17,31,9647.0,2018-2022
AVONDALE,Census Tract 2101; Cook County; Illinois,1665.0,2873.0,3381.0,2864.0,1788.0,1872.0,17,31,36374.0,2018-2022
BELMONT CRAGIN,Census Tract 1901; Cook County; Illinois,4156.0,7048.0,5719.0,3448.0,1606.0,1091.0,17,31,73991.0,2018-2022
BEVERLY,Census Tract 7201; Cook County; Illinois,453.0,969.0,1214.0,1598.0,1099.0,2079.0,17,31,19781.0,2018-2022
BRIDGEPORT,Census Tract 6004; Cook County; Illinois,2500.0,2815.0,3614.0,2300.0,970.0,1413.0,17,31,33221.0,2018-2022
BRIGHTON PARK,Census Tract 5801; Cook County; Illinois,2574.0,4951.0,2711.0,1661.0,673.0,535.0,17,31,42243.0,2018-2022
BURNSIDE,Census Tract 4701; Cook County; Illinois,205.0,489.0,100.0,100.0,14.0,89.0,17,31,2246.0,2018-2022
CALUMET HEIGHTS,Census Tract 4801; Cook County; Illinois,1138.0,1356.0,1372.0,868.0,482.0,313.0,17,31,12087.0,2018-2022
CHATHAM,Census Tract 4401.01; Cook County; Illinois,4922.0,4953.0,2479.0,1750.0,446.0,445.0,17,31,31341.0,2018-2022
CHICAGO LAWN,Census Tract 6603.01; Cook County; Illinois,4790.0,6102.0,3760.0,1876.0,574.0,460.0,17,31,52464.0,2018-2022
CLEARING,Census Tract 6401; Cook County; Illinois,1171.0,2517.0,1877.0,1965.0,870.0,532.0,17,31,24728.0,2018-2022
DOUGLAS,Census Tract 3501; Cook County; Illinois,3649.0,2796.0,1986.0,979.0,423.0,642.0,17,31,21355.0,2018-2022
DUNNING,Census Tract 1701; Cook County; Illinois,2369.0,3603.0,3559.0,3118.0,1999.0,1551.0,17,31,42574.0,2018-2022
EAST GARFIELD PARK,Census Tract 2705; Cook County; Illinois,3227.0,1933.0,1009.0,667.0,276.0,272.0,17,31,19901.0,2018-2022
EAST SIDE,Census Tract 5201; Cook County; Illinois,1120.0,2491.0,1681.0,1447.0,340.0,342.0,17,31,23942.0,2018-2022
EDGEWATER,Census Tract 301.01; Cook County; Illinois,5317.0,7504.0,6109.0,4283.0,2104.0,3112.0,17,31,53802.0,2018-2022
EDISON PARK,Census Tract 901; Cook County; Illinois,557.0,548.0,728.0,1003.0,569.0,1110.0,17,31,11402.0,2018-2022
ENGLEWOOD,Census Tract 6805; Cook County; Illinois,4274.0,2865.0,1307.0,528.0,107.0,108.0,17,31,21378.0,2018-2022
FOREST GLEN,Census Tract 1201; Cook County; Illinois,548.0,977.0,1075.0,1161.0,964.0,2308.0,17,31,19855.0,2018-2022
FULLER PARK,Census Tract 8355; Cook County; Illinois,794.0,206.0,44.0,75.0,0.0,0.0,17,31,2142.0,2018-2022
GAGE PARK,Census Tract 6303; Cook County; Illinois,2197.0,3970.0,1945.0,1491.0,603.0,95.0,17,31,34788.0,2018-2022
GARFIELD RIDGE,Census Tract 5601; Cook County; Illinois,1592.0,2873.0,2409.0,3233.0,1357.0,1269.0,17,31,36401.0,2018-2022
GRAND BOULEVARD,Census Tract 3801; Cook County; Illinois,4307.0,2755.0,2298.0,1584.0,559.0,643.0,17,31,24813.0,2018-2022
GREATER GRAND CROSSING,Census Tract 6903; Cook County; Illinois,4671.0,3608.0,2585.0,1190.0,333.0,231.0,17,31,28991.0,2018-2022
HEGEWISCH,Census Tract 5501; Cook County; Illinois,1031.0,858.0,715.0,471.0,465.0,185.0,17,31,9025.0,2018-2022
HERMOSA,Census Tract 2001; Cook County; Illinois,1104.0,2208.0,1902.0,1253.0,439.0,501.0,17,31,23157.0,2018-2022
HUMBOLDT PARK,Census Tract 2301; Cook County; Illinois,4698.0,6105.0,3653.0,2276.0,963.0,1068.0,17,31,55416.0,2018-2022
HYDE PARK,Census Tract 4102; Cook County; Illinois,2308.0,2144.0,1766.0,1064.0,614.0,1213.0,17,31,19850.0,2018-2022
IRVING PARK,Census Tract 1601; Cook County; Illinois,2759.0,4916.0,4733.0,3820.0,2266.0,3332.0,17,31,53584.0,2018-2022
JEFFERSON PARK,Census Tract 1101; Cook County; Illinois,1326.0,2197.0,2479.0,2485.0,1066.0,1188.0,17,31,27032.0,2018-2022
KENWOOD,Census Tract 3901; Cook County; Illinois,2008.0,1473.0,879.0,846.0,435.0,802.0,17,31,12575.0,2018-2022
LAKE VIEW,Census Tract 601; Cook County; Illinois,5081.0,8126.0,10330.0,8120.0,5261.0,11473.0,17,31,90421.0,2018-2022
LINCOLN PARK,Census Tract 701.01; Cook County; Illinois,3727.0,3760.0,5134.0,5405.0,3222.0,11418.0,17,31,69099.0,2018-2022
LINCOLN SQUARE,Census Tract 401; Cook County; Illinois,2027.0,4463.0,4119.0,3955.0,1813.0,2991.0,17,31,42271.0,2018-2022
LOGAN SQUARE,Census Tract 2203; Cook County; Illinois,3982.0,5648.0,6759.0,6012.0,3483.0,6444.0,17,31,72332.0,2018-2022
LOOP,Census Tract 3201.01; Cook County; Illinois,2457.0,2890.0,3509.0,5242.0,3231.0,5559.0,17,31,41671.0,2018-2022
LOWER WEST SIDE,Census Tract 3102; Cook County; Illinois,2581.0,3464.0,3317.0,2603.0,958.0,1082.0,17,31,34237.0,2018-2022
MCKINLEY PARK,Census Tract 5905; Cook County; Illinois,704.0,1765.0,1162.0,1118.0,588.0,277.0,17,31,15479.0,2018-2022
MONTCLARE,Census Tract 1801; Cook County; Illinois,968.0,1156.0,955.0,842.0,457.0,387.0,17,31,13765.0,2018-2022
MORGAN PARK,Census Tract 7501; Cook County; Illinois,1558.0,2132.0,1793.0,1364.0,835.0,725.0,17,31,20718.0,2018-2022
MOUNT GREENWOOD,Census Tract 7401; Cook County; Illinois,607.0,1240.0,1182.0,1703.0,1237.0,1200.0,17,31,19121.0,2018-2022
NEAR NORTH SIDE,Census Tract 801; Cook County; Illinois,6944.0,6978.0,9190.0,9191.0,6449.0,16443.0,17,31,88784.0,2018-2022
NEAR SOUTH SIDE,Census Tract 3301.01; Cook County; Illinois,2091.0,1425.0,3014.0,2577.0,2658.0,4409.0,17,31,28216.0,2018-2022
NEAR WEST SIDE,Census Tract 2801; Cook County; Illinois,5795.0,4564.0,4933.0,5659.0,3853.0,7625.0,17,31,65581.0,2018-2022
NEW CITY,Census Tract 6103; Cook County; Illinois,4632.0,4120.0,2503.0,1310.0,758.0,578.0,17,31,41048.0,2018-2022
NORTH CENTER,Census Tract 501; Cook County; Illinois,1202.0,1330.0,2170.0,2588.0,1634.0,5522.0,17,31,35814.0,2018-2022
NORTH LAWNDALE,Census Tract 2909; Cook County; Illinois,4985.0,3539.0,1583.0,1050.0,273.0,361.0,17,31,30409.0,2018-2022
NORTH PARK,Census Tract 1301; Cook County; Illinois,1209.0,1488.0,1480.0,1053.0,749.0,833.0,17,31,19398.0,2018-2022
NORWOOD PARK,Census Tract 1001; Cook County; Illinois,1745.0,2561.0,2712.0,3237.0,2066.0,2722.0,17,31,39326.0,2018-2022
OAKLAND,Census Tract 3602; Cook County; Illinois,662.0,612.0,108.0,62.0,29.0,63.0,17,31,3194.0,2018-2022
OHARE,Census Tract 7608.01; Cook County; Illinois,777.0,1968.0,1605.0,1483.0,456.0,289.0,17,31,13771.0,2018-2022
PORTAGE PARK,Census Tract 1502; Cook County; Illinois,2856.0,5592.0,4863.0,4183.0,2592.0,2909.0,17,31,64213.0,2018-2022
PULLMAN,Census Tract 5001; Cook County; Illinois,742.0,1042.0,687.0,685.0,61.0,51.0,17,31,6856.0,2018-2022
RIVERDALE,Census Tract 5401.01; Cook County; Illinois,1609.0,928.0,209.0,134.0,32.0,18.0,17,31,7817.0,2018-2022
ROGERS PARK,Census Tract 101; Cook County; Illinois,4975.0,7030.0,5953.0,2843.0,1156.0,1546.0,17,31,51238.0,2018-2022
ROSELAND,Census Tract 4902; Cook County; Illinois,3649.0,4361.0,3166.0,1703.0,545.0,430.0,17,31,37610.0,2018-2022
SOUTH CHICAGO,Census Tract 4601; Cook County; Illinois,3502.0,3527.0,2163.0,1267.0,687.0,183.0,17,31,30315.0,2018-2022
SOUTH DEERING,Census Tract 5101; Cook County; Illinois,2130.0,1437.0,912.0,685.0,190.0,158.0,17,31,15218.0,2018-2022
SOUTH LAWNDALE,Census Tract 3005; Cook County; Illinois,5247.0,7952.0,3510.0,1791.0,1080.0,605.0,17,31,69708.0,2018-2022
SOUTH SHORE,Census Tract 4301.01; Cook County; Illinois,6675.0,6041.0,3203.0,1645.0,684.0,701.0,17,31,42017.0,2018-2022
UPTOWN,Census Tract 310; Cook County; Illinois,7423.0,7057.0,7635.0,4395.0,2641.0,2889.0,17,31,57464.0,2018-2022
WASHINGTON HEIGHTS,Census Tract 7301; Cook County; Illinois,1899.0,2426.0,2589.0,1682.0,437.0,545.0,17,31,26456.0,2018-2022
WASHINGTON PARK,Census Tract 4003; Cook County; Illinois,2603.0,1203.0,830.0,394.0,136.0,113.0,17,31,12366.0,2018-2022
WEST ELSDON,Census Tract 6201; Cook County; Illinois,997.0,1625.0,1258.0,793.0,487.0,386.0,17,31,18366.0,2018-2022
WEST ENGLEWOOD,Census Tract 6701; Cook County; Illinois,4133.0,3214.0,1201.0,799.0,326.0,151.0,17,31,25772.0,2018-2022
WEST GARFIELD PARK,Census Tract 2601; Cook County; Illinois,2493.0,1885.0,793.0,466.0,192.0,81.0,17,31,16374.0,2018-2022
WEST LAWN,Census Tract 6501; Cook County; Illinois,1567.0,2690.0,2148.0,1875.0,741.0,603.0,17,31,32594.0,2018-2022
WEST PULLMAN,Census Tract 5301; Cook County; Illinois,2666.0,2968.0,1889.0,1128.0,638.0,198.0,17,31,25449.0,2018-2022
WEST RIDGE,Census Tract 201; Cook County; Illinois,4432.0,7663.0,5810.0,4275.0,1623.0,2713.0,17,31,79265.0,2018-2022
WEST TOWN,Census Tract 2402; Cook County; Illinois,4018.0,4768.0,7838.0,6204.0,6299.0,11358.0,17,31,85402.0,2018-2022
WOODLAWN,Census Tract 4201; Cook County; Illinois,4934.0,2786.0,2247.0,1165.0,466.0,257.0,17,31,26495.0,2018-2022
