Community Area,NAME,female,state,county,population,period
GRAND BOULEVARD,Census Tract 3801; Cook County; Illinois,0.5737718131624552,17,31,24813.0,2018-2022
GREATER GRAND CROSSING,Census Tract 6903; Cook County; Illinois,0.5543444517263979,17,31,28991.0,2018-2022
HEGEWISCH,Census Tract 5501; Cook County; Illinois,0.4794459833795014,17,31,9025.0,2018-2022
HERMOSA,Census Tract 2001; Cook County; Illinois,0.4874551971326165,17,31,23157.0,2018-2022
HUMBOLDT PARK,Census Tract 2301; Cook County; Illinois,0.5293236610365237,17,31,55416.0,2018-2022
HYDE PARK,Census Tract 4102; Cook County; Illinois,0.5089168765743073,17,31,19850.0,2018-2022
IRVING PARK,Census Tract 1601; Cook County; Illinois,0.49996267542550016,17,31,53584.0,2018-2022
JEFFERSON PARK,Census Tract 1101; Cook County; Illinois,0.51424237940219,17,31,27032.0,2018-2022
KENWOOD,Census Tract 3901; Cook County; Illinois,0.5499005964214712,17,31,12575.0,2018-2022
LAKE VIEW,Census Tract 601; Cook County; Illinois,0.4881830548213357,17,31,90421.0,2018-2022
LINCOLN PARK,Census Tract 701.01; Cook County; Illinois,0.5059696956540616,17,31,69099.0,2018-2022
LINCOLN SQUARE,Census Tract 401; Cook County; Illinois,0.5195050980577701,17,31,42271.0,2018-2022
LOGAN SQUARE,Census Tract 2203; Cook County; Illinois,0.5058756843444119,17,31,72332.0,2018-2022
LOOP,Census Tract 3201.01; Cook County; Illinois,0.500707926375657,17,31,41671.0,2018-2022
LOWER WEST SIDE,Census Tract 3102; Cook County; Illinois,0.4975611180886176,17,31,34237.0,2018-2022
MCKINLEY PARK,Census Tract 5905; Cook County; Illinois,0.502487240777828,17,31,15479.0,2018-2022
MONTCLARE,Census Tract 1801; Cook County; Illinois,0.5122411914275335,17,31,13765.0,2018-2022
MORGAN PARK,Census Tract 7501; Cook County; Illinois,0.5342697171541655,17,31,20718.0,2018-2022
MOUNT GREENWOOD,Census Tract 7401; Cook County; Illinois,0.5002353433397835,17,31,19121.0,2018-2022
NEAR NORTH SIDE,Census Tract 801; Cook County; Illinois,0.5155546044332312,17,31,88784.0,2018-2022
NEAR SOUTH SIDE,Census Tract 3301.01; Cook County; Illinois,0.5122979869577544,17,31,28216.0,2018-2022
NEAR WEST SIDE,Census Tract 2801; Cook County; Illinois,0.5082874613073909,17,31,65581.0,2018-2022
NEW CITY,Census Tract 6103; Cook County; Illinois,0.4951520171506529,17,31,41048.0,2018-2022
NORTH CENTER,Census Tract 501; Cook County; Illinois,0.4989948065002513,17,31,35814.0,2018-2022
NORTH LAWNDALE,Census Tract 2909; Cook County; Illinois,0.5557894044526291,17,31,30409.0,2018-2022
NORTH PARK,Census Tract 1301; Cook County; Illinois,0.5537168780286628,17,31,19398.0,2018-2022
NORWOOD PARK,Census Tract 1001; Cook County; Illinois,0.5135279458882165,17,31,39326.0,2018-2022
OAKLAND,Census Tract 3602; Cook County; Illinois,0.593613024420789,17,31,3194.0,2018-2022
OHARE,Census Tract 7608.01; Cook County; Illinois,0.467649408176603,17,31,13771.0,2018-2022
PORTAGE PARK,Census Tract 1502; Cook County; Illinois,0.5045862987245573,17,31,64213.0,2018-2022
PULLMAN,Census Tract 5001; Cook County; Illinois,0.6112893815635939,17,31,6856.0,2018-2022
RIVERDALE,Census Tract 5401.01; Cook County; Illinois,0.6389919406421901,17,31,7817.0,2018-2022
ROGERS PARK,Census Tract 101; Cook County; Illinois,0.5168429681096062,17,31,51238.0,2018-2022
ROSELAND,Census Tract 4902; Cook County; Illinois,0.5366657803775592,17,31,37610.0,2018-2022
SOUTH CHICAGO,Census Tract 4601; Cook County; Illinois,0.5389411182582879,17,31,30315.0,2018-2022
SOUTH DEERING,Census Tract 5101; Cook County; Illinois,0.5667630437639637,17,31,15218.0,2018-2022
SOUTH LAWNDALE,Census Tract 3005; Cook County; Illinois,0.4329488724393183,17,31,69708.0,2018-2022
SOUTH SHORE,Census Tract 4301.01; Cook County; Illinois,0.5689363828926387,17,31,42017.0,2018-2022
UPTOWN,Census Tract 310; Cook County; Illinois,0.48190171237644436,17,31,57464.0,2018-2022
WASHINGTON HEIGHTS,Census Tract 7301; Cook County; Illinois,0.5701542183247656,17,31,26456.0,2018-2022
WASHINGTON PARK,Census Tract 4003; Cook County; Illinois,0.5497331392527899,17,31,12366.0,2018-2022
WEST ELSDON,Census Tract 6201; Cook County; Illinois,0.5009800718719373,17,31,18366.0,2018-2022
WEST ENGLEWOOD,Census Tract 6701; Cook County; Illinois,0.517499611981996,17,31,25772.0,2018-2022
WEST GARFIELD PARK,Census Tract 2601; Cook County; Illinois,0.4870526444363015,17,31,16374.0,2018-2022
WEST LAWN,Census Tract 6501; Cook County; Illinois,0.502208995520648,17,31,32594.0,2018-2022
WEST PULLMAN,Census Tract 5301; Cook County; Illinois,0.5382136822664938,17,31,25449.0,2018-2022
WEST RIDGE,Census Tract 201; Cook County; Illinois,0.49170504005551,17,31,79265.0,2018-2022
WEST TOWN,Census Tract 2402; Cook County; Illinois,0.49363012575817894,17,31,85402.0,2018-2022
WOODLAWN,Census Tract 4201; Cook County; Illinois,0.5365540668050576,17,31,26495.0,2018-2022
