Community Area,NAME,no_hs,hs,some_college,state,county,bachelors,graduate,population,period
WOODLAWN,"Census Tract 8439, Cook County, Illinois",0.09744214372716199,0.12911084043848964,0.21001139444422617,17,31,0.08887666496404856,0.07037051589328513,25451.0,2010-2014
ALBANY PARK,"Census Tract 1401, Cook County, Illinois",0.13512428221499417,0.1627313978235554,0.12857888607798257,17,31,0.16594386218527887,0.08446773481106694,49806.0,2015-2019
ARCHER HEIGHTS,"Census Tract 5701, Cook County, Illinois",0.1790762057409296,0.23699548302491621,0.1139443392102579,17,31,0.06119772694157074,0.017266501529943173,13726.0,2015-2019
ARMOUR SQUARE,"Census Tract 3406, Cook County, Illinois",0.2838676318510858,0.18629044171960407,0.09469641010488994,17,31,0.12741911656079186,0.06913872063820357,13538.0,2015-2019
ASHBURN,"Census Tract 7002, Cook County, Illinois",0.10665190515730233,0.18320417012639542,0.21055909216717408,17,31,0.08510932742872959,0.04825168373466187,43356.0,2015-2019
AUBURN GRESHAM,"Census Tract 7101, Cook County, Illinois",0.10841011566359537,0.21237665817160034,0.2589688296412468,17,31,0.06447537519876277,0.035548585244723256,45909.0,2015-2019
AUSTIN,"Census Tract 8313, Cook County, Illinois",0.12359298814642526,0.2370501563050135,0.20108399927448867,17,31,0.0650506257535182,0.03458981936901853,93727.0,2015-2019
AVALON PARK,"Census Tract 8343, Cook County, Illinois",0.07577473489138269,0.19489344177905898,0.2506949449191805,17,31,0.118500978070627,0.0822608874704005,9713.0,2015-2019
AVONDALE,"Census Tract 8311, Cook County, Illinois",0.13547405425258408,0.1528674117214964,0.15029644787239624,17,31,0.1730940762894171,0.0910068733931476,38118.0,2015-2019
BELMONT CRAGIN,"Census Tract 1910, Cook County, Illinois",0.2024401725168891,0.19917049401407108,0.15053243597409702,17,31,0.06183127441126703,0.02389282579102047,78601.0,2015-2019
BEVERLY,"Census Tract 7201, Cook County, Illinois",0.024910312768430094,0.10044969935829418,0.19766560557829316,17,31,0.20357738365923905,0.18786317012783588,19791.0,2015-2019
BRIDGEPORT,"Census Tract 6007, Cook County, Illinois",0.13294730746960046,0.19189345686160972,0.16094383323682687,17,31,0.16105964099594672,0.08801389693109438,34540.0,2015-2019
BRIGHTON PARK,"Census Tract 5807, Cook County, Illinois",0.20975631850711116,0.2274662560014494,0.10175287616631941,17,31,0.052088051453936045,0.01569435637285986,44156.0,2015-2019
BURNSIDE,"Census Tract 4701, Cook County, Illinois",0.11864406779661017,0.30259222333000996,0.23280159521435692,17,31,0.05732801595214357,0.058325024925224324,2006.0,2015-2019
CALUMET HEIGHTS,"Census Tract 4805, Cook County, Illinois",0.060476004682013265,0.18103784627389777,0.30472103004291845,17,31,0.13952399531798673,0.061022239563012094,12815.0,2015-2019
CHATHAM,"Census Tract 4409, Cook County, Illinois",0.08680207963315788,0.18790971033681014,0.26202086091645943,17,31,0.10695256240514095,0.061646268608518746,30967.0,2015-2019
CHICAGO LAWN,"Census Tract 6610, Cook County, Illinois",0.1598379809939243,0.2522783922729397,0.1534117463779405,17,31,0.03672690450225892,0.014585605234460196,51352.0,2015-2019
CLEARING,"Census Tract 6404, Cook County, Illinois",0.09737347853939782,0.24475496476617553,0.20255445227418323,17,31,0.09681294042280589,0.033992632927610504,24976.0,2015-2019
DOUGLAS,"Census Tract 3510, Cook County, Illinois",0.07090338594108556,0.1122090572753243,0.18025570177492625,17,31,0.1566524610125041,0.13314288390390108,21353.0,2015-2019
DUNNING,"Census Tract 1709, Cook County, Illinois",0.07842099205892508,0.22612498561399472,0.22548049257682126,17,31,0.12689607549775578,0.06769478651168144,43445.0,2015-2019
EAST GARFIELD PARK,"Census Tract 2705, Cook County, Illinois",0.13141499472016896,0.18833157338965154,0.1865364308342133,17,31,0.06504751847940866,0.034107708553326295,18940.0,2015-2019
EAST SIDE,"Census Tract 5204, Cook County, Illinois",0.16979302786325506,0.21451755680141635,0.13838890528179404,17,31,0.05016228976099144,0.018758167179530414,23723.0,2015-2019
EDGEWATER,"Census Tract 301.02, Cook County, Illinois",0.07318569855794395,0.10917393109173931,0.1558106376450629,17,31,0.2552024112476763,0.20196004115003519,55407.0,2015-2019
EDISON PARK,"Census Tract 901, Cook County, Illinois",0.03231534090909091,0.14240056818181818,0.19797585227272727,17,31,0.22132457386363635,0.13902698863636365,11264.0,2015-2019
ENGLEWOOD,"Census Tract 6814, Cook County, Illinois",0.15108415863182234,0.22145630644387243,0.2030016142402164,17,31,0.04362811395663366,0.016840451987260592,22921.0,2015-2019
FOREST GLEN,"Census Tract 1201, Cook County, Illinois",0.041580685101114324,0.09440775897647545,0.16740610813041684,17,31,0.219098225340487,0.18448204704911267,19384.0,2015-2019
FULLER PARK,"Census Tract 8355, Cook County, Illinois",0.15836909871244637,0.30815450643776826,0.19570815450643778,17,31,0.04463519313304721,0.022317596566523604,2330.0,2015-2019
GAGE PARK,"Census Tract 6302, Cook County, Illinois",0.18752334703025775,0.24481028870270558,0.11078499386306634,17,31,0.0315118202678905,0.008058060728960991,37478.0,2015-2019
GARFIELD RIDGE,"Census Tract 5609, Cook County, Illinois",0.11734351062972022,0.22573709248259735,0.19896793614104874,17,31,0.10253446932028919,0.046174107022872043,37207.0,2015-2019
GRAND BOULEVARD,"Census Tract 3801, Cook County, Illinois",0.08965243121494501,0.1499359625491322,0.2137967583800733,17,31,0.13187298502848563,0.09702777900454887,22643.0,2015-2019
GREATER GRAND CROSSING,"Census Tract 6911, Cook County, Illinois",0.0912799761186109,0.187667916017115,0.2803741417625792,17,31,0.07227437062589141,0.047066237686158745,30149.0,2015-2019
HEGEWISCH,"Census Tract 5501, Cook County, Illinois",0.11288370557817141,0.25569369567609196,0.21355484651776874,17,31,0.06931455605677192,0.0430190339971394,9089.0,2015-2019
HERMOSA,"Census Tract 2001, Cook County, Illinois",0.22303138707891487,0.17933648481751202,0.1446275712278012,17,31,0.07014181678804139,0.03385716110898173,23481.0,2015-2019
HUMBOLDT PARK,"Census Tract 2307, Cook County, Illinois",0.18139946535654938,0.17634202731016546,0.16601040387255256,17,31,0.06435589914023553,0.03639549165522722,55364.0,2015-2019
HYDE PARK,"Census Tract 4108, Cook County, Illinois",0.025504725085910653,0.03629725085910653,0.08290378006872852,17,31,0.14132302405498282,0.30573453608247425,18624.0,2015-2019
IRVING PARK,"Census Tract 1609, Cook County, Illinois",0.10793947319260228,0.15213898748365404,0.16542125910704278,17,31,0.18707266953110405,0.10672520082196899,53530.0,2015-2019
JEFFERSON PARK,"Census Tract 1101, Cook County, Illinois",0.06904701305312148,0.1897247572992037,0.20634112642257207,17,31,0.17539904737664982,0.08875395411409664,27503.0,2015-2019
KENWOOD,"Census Tract 3904, Cook County, Illinois",0.050548402479732954,0.10570656493403274,0.17167381974248927,17,31,0.17453505007153075,0.1953584485773327,12582.0,2015-2019
LAKE VIEW,"Census Tract 8319, Cook County, Illinois",0.0165143944536562,0.034408697877833544,0.08056887860139549,17,31,0.3606681430208878,0.2513103571070876,89861.0,2015-2019
LINCOLN PARK,"Census Tract 8325, Cook County, Illinois",0.015590585186784712,0.040869502627222346,0.05716547901821061,17,31,0.33759447203627724,0.26188728136471606,69465.0,2015-2019
LINCOLN SQUARE,"Census Tract 8308, Cook County, Illinois",0.05268033156782177,0.09084863311402988,0.13464598722181317,17,31,0.2923544640524428,0.19910695199866993,42103.0,2015-2019
LOGAN SQUARE,"Census Tract 8309, Cook County, Illinois",0.06420841464579609,0.13492637526099593,0.11374646887836565,17,31,0.26922499556477475,0.15646109966292288,73277.0,2015-2019
LOOP,"Census Tract 8390, Cook County, Illinois",0.013090156512740913,0.02982796533436813,0.09209675333074635,17,31,0.29636528262837925,0.3265554262061829,38655.0,2015-2019
LOWER WEST SIDE,"Census Tract 3104, Cook County, Illinois",0.19615697376743066,0.11667620395747372,0.1402584103846038,17,31,0.1557389392524772,0.08622714814926362,33203.0,2015-2019
MCKINLEY PARK,"Census Tract 5906, Cook County, Illinois",0.1813270079725901,0.20484944323647625,0.14811886407063318,17,31,0.09758186729920273,0.04730842722540687,15177.0,2015-2019
MONTCLARE,"Census Tract 8316, Cook County, Illinois",0.13023060208873624,0.2122380318216864,0.2166538164996145,17,31,0.07226466671339454,0.04520922408354945,14267.0,2015-2019
MORGAN PARK,"Census Tract 7502, Cook County, Illinois",0.0498812351543943,0.15144893111638955,0.22370546318289786,17,31,0.1436104513064133,0.1277434679334917,21050.0,2015-2019
MOUNT GREENWOOD,"Census Tract 7403, Cook County, Illinois",0.023606044815007818,0.14382490880667015,0.22621156852527358,17,31,0.16133402813965608,0.10474205315268369,19190.0,2015-2019
NEAR NORTH SIDE,"Census Tract 8383, Cook County, Illinois",0.016939223822309005,0.04456919697339517,0.0957407859409324,17,31,0.35944593605076886,0.3228093727117403,81940.0,2015-2019
NEAR SOUTH SIDE,"Census Tract 3302, Cook County, Illinois",0.030854462372113714,0.06433741760685835,0.11698815156294229,17,31,0.25743054713089897,0.37352905495572003,24729.0,2015-2019
NEAR WEST SIDE,"Census Tract 2831, Cook County, Illinois",0.04494221940794681,0.0731043216716796,0.0973721703340193,17,31,0.2550894411904385,0.21852145005540605,63170.0,2015-2019
NEW CITY,"Census Tract 6119, Cook County, Illinois",0.16933279335830717,0.2859927103371469,0.1082312443049509,17,31,0.03763794674496305,0.016249873443353244,39508.0,2015-2019
NORTH CENTER,"Census Tract 501, Cook County, Illinois",0.03367751737332245,0.049179866640407396,0.08657119545339448,17,31,0.3056298005233098,0.22476999690515714,35543.0,2015-2019
NORTH LAWNDALE,"Census Tract 8386, Cook County, Illinois",0.13999314064789697,0.19427555888130202,0.19499267296479905,17,31,0.0498238393664453,0.025348423907959966,32073.0,2015-2019
NORTH PARK,"Census Tract 8318, Cook County, Illinois",0.08734270910436713,0.12948080786718832,0.15612773606852068,17,31,0.19239716612033414,0.11118748017341652,18914.0,2015-2019
NORWOOD PARK,"Census Tract 1004, Cook County, Illinois",0.05872270857504483,0.19546988714270647,0.2038814471047358,17,31,0.18244383503849804,0.10766269380866997,37924.0,2015-2019
OAKLAND,"Census Tract 3602, Cook County, Illinois",0.056976744186046514,0.15,0.21453488372093024,17,31,0.11976744186046512,0.03691860465116279,3440.0,2015-2019
OHARE,"Census Tract 7608.01, Cook County, Illinois",0.08032034833994246,0.17036000311017807,0.22206671331933753,17,31,0.22261099447943394,0.09898141668610529,12861.0,2015-2019
PORTAGE PARK,"Census Tract 8317, Cook County, Illinois",0.10353687795062301,0.18558935066945284,0.1888398730748394,17,31,0.14738797306710008,0.07934370404767432,64605.0,2015-2019
PULLMAN,"Census Tract 5001, Cook County, Illinois",0.07485380116959064,0.17163742690058478,0.29371345029239765,17,31,0.12134502923976608,0.06564327485380117,6840.0,2015-2019
RIVERDALE,"Census Tract 5401.01, Cook County, Illinois",0.07215654300856095,0.13969289305612176,0.22231281424106536,17,31,0.017121891561353443,0.008696833808941432,7359.0,2015-2019
ROGERS PARK,"Census Tract 8306, Cook County, Illinois",0.09068481158728264,0.1420556285066253,0.16256814293104135,17,31,0.17615693764673113,0.13409732999084795,50262.0,2015-2019
ROSELAND,"Census Tract 4903, Cook County, Illinois",0.10068433685715746,0.16643685205045708,0.278075685613605,17,31,0.08291200653694908,0.04981870180276799,39162.0,2015-2019
SOUTH CHICAGO,"Census Tract 4601, Cook County, Illinois",0.10809727418492784,0.21779796900053447,0.18452699091394975,17,31,0.07232095136290753,0.03444013896312133,29936.0,2015-2019
SOUTH DEERING,"Census Tract 8388, Cook County, Illinois",0.1351211631663974,0.1897253634894992,0.2027140549273021,17,31,0.06235864297253635,0.03683360258481422,15475.0,2015-2019
SOUTH LAWNDALE,"Census Tract 8305, Cook County, Illinois",0.2714081793866153,0.18811757695026124,0.09375389775073797,17,31,0.04394584032041243,0.010615740676580235,72157.0,2015-2019
SOUTH SHORE,"Census Tract 4304, Cook County, Illinois",0.0610626289749136,0.1692150866462793,0.27117674846473233,17,31,0.08788941100420178,0.0649411998707143,40221.0,2015-2019
UPTOWN,"Census Tract 8307, Cook County, Illinois",0.0825208972685193,0.11688906220858272,0.14893436646942132,17,31,0.2771325387002153,0.17190864545007545,58979.0,2015-2019
WASHINGTON HEIGHTS,"Census Tract 7307, Cook County, Illinois",0.07815421434447685,0.18700919901278887,0.2607134844065515,17,31,0.09580435270361229,0.0728068207314337,26742.0,2015-2019
WASHINGTON PARK,"Census Tract 8345, Cook County, Illinois",0.1035645911204303,0.1902634697784666,0.1939101103108761,17,31,0.07366213875467226,0.030084784392378522,10969.0,2015-2019
WEST ELSDON,"Census Tract 6203, Cook County, Illinois",0.17776848269371537,0.1969570218550664,0.14895953152776326,17,31,0.05897730837603263,0.021541357314650213,19126.0,2015-2019
WEST ENGLEWOOD,"Census Tract 6702, Cook County, Illinois",0.14768845365520383,0.2786001670082745,0.18864343733394062,17,31,0.04106885295680559,0.01890230015941699,26346.0,2015-2019
WEST GARFIELD PARK,"Census Tract 2605, Cook County, Illinois",0.1607675906183369,0.21559549192811453,0.18403898872982027,17,31,0.023575997563204387,0.013158696314346635,16415.0,2015-2019
WEST LAWN,"Census Tract 6501, Cook County, Illinois",0.16998055572978737,0.2396349495076209,0.12748541679734052,17,31,0.053314934453992345,0.01960107884337954,31886.0,2015-2019
WEST PULLMAN,"Census Tract 5303, Cook County, Illinois",0.09393961817374574,0.19797987272458192,0.24093532632825218,17,31,0.07532928814562675,0.043621429628533374,27028.0,2015-2019
WEST RIDGE,"Census Tract 203.02, Cook County, Illinois",0.12753294420513345,0.14203604108785972,0.13814900721331533,17,31,0.16275839216985702,0.09160655570565596,78466.0,2015-2019
WEST TOWN,"Census Tract 2423, Cook County, Illinois",0.04838998531466027,0.08085294363456189,0.11144143176092744,17,31,0.35002447556622135,0.2072185011402032,83757.0,2015-2019
WOODLAWN,"Census Tract 4205, Cook County, Illinois",0.08219288359362421,0.1558122685557881,0.21067460956367734,17,31,0.09322170342939945,0.08967960070842054,24844.0,2015-2019
ALBANY PARK,Census Tract 1401; Cook County; Illinois,0.13091916161383044,0.1438642133310954,0.12017707655833665,17,31,0.18836413989887335,0.10160921469483666,47663.0,2018-2022
ARCHER HEIGHTS,Census Tract 5701; Cook County; Illinois,0.15901060070671377,0.2786471479050984,0.13261700439893273,17,31,0.047306555130886274,0.017739958174082353,13867.0,2018-2022
ARMOUR SQUARE,Census Tract 3403; Cook County; Illinois,0.23694383385128479,0.17062078374895778,0.12461153642082923,17,31,0.1212764344728265,0.09262487682862124,13193.0,2018-2022
ASHBURN,Census Tract 7001; Cook County; Illinois,0.12455257924903497,0.21672710258509767,0.18661831793192185,17,31,0.07930752134752603,0.05434553748976489,42745.0,2018-2022
AUBURN GRESHAM,Census Tract 7101; Cook County; Illinois,0.10592235516914866,0.22398209520530257,0.23291297236808126,17,31,0.06740122234656107,0.041835241456486184,46468.0,2018-2022
AUSTIN,Census Tract 2502; Cook County; Illinois,0.11747902516979625,0.24274870155813025,0.2067918497802637,17,31,0.052776667998401916,0.04334798242109469,100120.0,2018-2022
AVALON PARK,Census Tract 4503; Cook County; Illinois,0.06447600290245672,0.20648906395770705,0.24173318129988597,17,31,0.11941536228879444,0.09007981755986318,9647.0,2018-2022
AVONDALE,Census Tract 2101; Cook County; Illinois,0.09462803101116182,0.16748226755374718,0.13985264199703085,17,31,0.21515368120085776,0.10782427008302634,36374.0,2018-2022
BELMONT CRAGIN,Census Tract 1901; Cook County; Illinois,0.1872930491546269,0.19346947601735345,0.15977618899595897,17,31,0.07191415172115527,0.03140922544633807,73991.0,2018-2022
BEVERLY,Census Tract 7201; Cook County; Illinois,0.021080835144835955,0.08953035741367979,0.1764319296294424,17,31,0.20878620898842323,0.20823011981194076,19781.0,2018-2022
BRIDGEPORT,Census Tract 6004; Cook County; Illinois,0.1336805032961079,0.1899099966888414,0.14045332771439753,17,31,0.1759730291080943,0.11465639204117878,33221.0,2018-2022
BRIGHTON PARK,Census Tract 5801; Cook County; Illinois,0.18623203844423927,0.23745946073905735,0.1234760788769737,17,31,0.060814809554245675,0.024785171507705418,42243.0,2018-2022
BURNSIDE,Census Tract 4701; Cook County; Illinois,0.09394479073909172,0.22217275155832591,0.27604630454140694,17,31,0.08147818343722173,0.059216384683882455,2246.0,2018-2022
CALUMET HEIGHTS,Census Tract 4801; Cook County; Illinois,0.04103582361214528,0.15504260776040374,0.2635062463804087,17,31,0.17514685198974103,0.12310747083643583,12087.0,2018-2022
CHATHAM,Census Tract 4401.01; Cook County; Illinois,0.08634057624198334,0.16087553045531414,0.26013847675568746,17,31,0.1373919147442647,0.07520500303117322,31341.0,2018-2022
CHICAGO LAWN,Census Tract 6603.01; Cook County; Illinois,0.14569990850869166,0.25533699298566637,0.1655230253125953,17,31,0.0463937175968283,0.017345227203415674,52464.0,2018-2022
CLEARING,Census Tract 6401; Cook County; Illinois,0.09094953089615011,0.23107408605629245,0.20414105467486252,17,31,0.1171546425105144,0.03700258815917179,24728.0,2018-2022
DOUGLAS,Census Tract 3501; Cook County; Illinois,0.07412783891360337,0.11477405759775228,0.1971435261062983,17,31,0.15462420978693514,0.14717864668695857,21355.0,2018-2022
DUNNING,Census Tract 1701; Cook County; Illinois,0.07405928500963029,0.22910696669328698,0.22248320571240662,17,31,0.13092497768591158,0.0662141212946869,42574.0,2018-2022
EAST GARFIELD PARK,Census Tract 2705; Cook County; Illinois,0.12225516305713281,0.18185015828350334,0.19169890960253252,17,31,0.08652831516004221,0.042309431686849905,19901.0,2018-2022
EAST SIDE,Census Tract 5201; Cook County; Illinois,0.15880043438309246,0.22295547573302146,0.14998746971848634,17,31,0.0488263302982207,0.023431626430540472,23942.0,2018-2022
EDGEWATER,Census Tract 301.01; Cook County; Illinois,0.05362254191294004,0.10876919073640386,0.1476710902940411,17,31,0.2530389204862273,0.21751979480316716,53802.0,2018-2022
EDISON PARK,Census Tract 901; Cook County; Illinois,0.01797930187686371,0.12743378354674617,0.17672338186283107,17,31,0.27986318189791265,0.11971583932643395,11402.0,2018-2022
ENGLEWOOD,Census Tract 6805; Cook County; Illinois,0.1378052203199551,0.21208719244082702,0.22471699878379642,17,31,0.06983815137056787,0.018757601272336045,21378.0,2018-2022
FOREST GLEN,Census Tract 1201; Cook County; Illinois,0.03127675648451272,0.11206245278267439,0.1433392092671871,17,31,0.21853437421304459,0.19420800805842356,19855.0,2018-2022
FULLER PARK,Census Tract 8355; Cook County; Illinois,0.17320261437908496,0.23202614379084968,0.22549019607843138,17,31,0.045284780578898225,0.016339869281045753,2142.0,2018-2022
GAGE PARK,Census Tract 6303; Cook County; Illinois,0.18400022996435553,0.23715074163504657,0.12518684603886399,17,31,0.055507646314821205,0.014401517764746465,34788.0,2018-2022
GARFIELD RIDGE,Census Tract 5601; Cook County; Illinois,0.11474959479135188,0.22664212521634022,0.19208263509244253,17,31,0.10958490151369468,0.06329496442405429,36401.0,2018-2022
GRAND BOULEVARD,Census Tract 3801; Cook County; Illinois,0.08177165195663563,0.16338209809374118,0.20932575665981543,17,31,0.15951315842501915,0.10591222343126587,24813.0,2018-2022
GREATER GRAND CROSSING,Census Tract 6903; Cook County; Illinois,0.07733434514159566,0.20713324824945673,0.2467317443344486,17,31,0.09634024352385223,0.05198164947742403,28991.0,2018-2022
HEGEWISCH,Census Tract 5501; Cook County; Illinois,0.09939058171745152,0.23246537396121883,0.2284764542936288,17,31,0.0771191135734072,0.049307479224376734,9025.0,2018-2022
HERMOSA,Census Tract 2001; Cook County; Illinois,0.18158656129895928,0.18223431359847994,0.1530854601200501,17,31,0.09945156971973917,0.031048926890357126,23157.0,2018-2022
HUMBOLDT PARK,Census Tract 2301; Cook County; Illinois,0.15185145084452145,0.1876172946441461,0.1506785044030605,17,31,0.08322506135412155,0.06804893893460373,55416.0,2018-2022
HYDE PARK,Census Tract 4102; Cook County; Illinois,0.022670025188916875,0.03340050377833753,0.06347607052896725,17,31,0.1371788413098237,0.32322418136020153,19850.0,2018-2022
IRVING PARK,Census Tract 1601; Cook County; Illinois,0.09153851896088384,0.14508062108091968,0.14459540161242163,17,31,0.21261943863839952,0.1298521946849806,53584.0,2018-2022
JEFFERSON PARK,Census Tract 1101; Cook County; Illinois,0.05889316365788695,0.18922018348623854,0.1827833678603137,17,31,0.19299348919798756,0.10916691328795501,27032.0,2018-2022
KENWOOD,Census Tract 3901; Cook County; Illinois,0.04906560636182902,0.14242544731610338,0.15904572564612326,17,31,0.15530815109343937,0.20485089463220676,12575.0,2018-2022
LAKE VIEW,Census Tract 601; Cook County; Illinois,0.015549485185963437,0.03338826157640371,0.07796861348580529,17,31,0.36053571626060316,0.2566992181019896,90421.0,2018-2022
LINCOLN PARK,Census Tract 701.01; Cook County; Illinois,0.015456084747970304,0.0286690111289599,0.05849578141507113,17,31,0.3172694250278586,0.2795120045152607,69099.0,2018-2022
LINCOLN SQUARE,Census Tract 401; Cook County; Illinois,0.04636748598329824,0.09221452059331457,0.11904142319793712,17,31,0.2937948002176433,0.21172908140332616,42271.0,2018-2022
LOGAN SQUARE,Census Tract 2203; Cook County; Illinois,0.05982137919592988,0.11535696510534757,0.11723718409555936,17,31,0.2804844328927722,0.18214621467676823,72332.0,2018-2022
LOOP,Census Tract 3201.01; Cook County; Illinois,0.02246166398694536,0.03261260828873797,0.082719397182693,17,31,0.29461735979458137,0.3359650596337981,41671.0,2018-2022
LOWER WEST SIDE,Census Tract 3102; Cook County; Illinois,0.16686625580512313,0.14265268569091918,0.1418056488594211,17,31,0.17121827262902709,0.10748605310044688,34237.0,2018-2022
MCKINLEY PARK,Census Tract 5905; Cook County; Illinois,0.16790490341753342,0.20091737192325085,0.1445183797402933,17,31,0.11725563666903546,0.08217585115317527,15479.0,2018-2022
MONTCLARE,Census Tract 1801; Cook County; Illinois,0.13396294950962587,0.2177987649836542,0.2303668725027243,17,31,0.08114783872139485,0.04177261169633127,13765.0,2018-2022
MORGAN PARK,Census Tract 7501; Cook County; Illinois,0.04706052707790327,0.13355536248672653,0.2455352833285066,17,31,0.15223477169610966,0.13210734626894488,20718.0,2018-2022
MOUNT GREENWOOD,Census Tract 7401; Cook County; Illinois,0.027038334815124732,0.13561006223523875,0.22388996391402124,17,31,0.15553579833690706,0.11516134093405157,19121.0,2018-2022
NEAR NORTH SIDE,Census Tract 801; Cook County; Illinois,0.013493422238241124,0.03681969724274644,0.07932735628041089,17,31,0.359929717066138,0.3318278068120382,88784.0,2018-2022
NEAR SOUTH SIDE,Census Tract 3301.01; Cook County; Illinois,0.03622058406577828,0.02615537283810604,0.09214629997164729,17,31,0.2794868159909271,0.4028919761837255,28216.0,2018-2022
NEAR WEST SIDE,Census Tract 2801; Cook County; Illinois,0.03894420640124426,0.07024900504719354,0.10984888915997011,17,31,0.26138668211829647,0.24392735700888976,65581.0,2018-2022
NEW CITY,Census Tract 6103; Cook County; Illinois,0.191385694796336,0.2256626388618203,0.13966575716234653,17,31,0.042097057103878385,0.02633502241278503,41048.0,2018-2022
NORTH CENTER,Census Tract 501; Cook County; Illinois,0.02166750432791646,0.04001228569833026,0.08197911431283855,17,31,0.3181437426704641,0.237812028815547,35814.0,2018-2022
NORTH LAWNDALE,Census Tract 2909; Cook County; Illinois,0.13265809464303333,0.1908974316814101,0.22351935282317734,17,31,0.062415732184550626,0.03620638626722352,30409.0,2018-2022
NORTH PARK,Census Tract 1301; Cook County; Illinois,0.07789462831219714,0.13851943499329827,0.141921847613156,17,31,0.1885761418702959,0.13929271058872048,19398.0,2018-2022
NORWOOD PARK,Census Tract 1001; Cook County; Illinois,0.050526369323094136,0.16742104460153587,0.1721761684381834,17,31,0.17779586024513044,0.14321314143314856,39326.0,2018-2022
OAKLAND,Census Tract 3602; Cook County; Illinois,0.06887914840325611,0.1443331246086412,0.19223544145272387,17,31,0.117407639323732,0.06606136505948654,3194.0,2018-2022
OHARE,Census Tract 7608.01; Cook County; Illinois,0.05998111974439039,0.1827753975746133,0.20557693704160918,17,31,0.2023818168615206,0.11575049016048217,13771.0,2018-2022
PORTAGE PARK,Census Tract 1502; Cook County; Illinois,0.08551227944497221,0.18789030258670364,0.18133399778860979,17,31,0.1715540466883653,0.07950103561584103,64213.0,2018-2022
PULLMAN,Census Tract 5001; Cook County; Illinois,0.07424154025670945,0.19078179696616102,0.27887981330221706,17,31,0.12004084014002334,0.09291131855309218,6856.0,2018-2022
RIVERDALE,Census Tract 5401.01; Cook County; Illinois,0.06946398874248433,0.1641294614302162,0.2144045030062684,17,31,0.01560701036203147,0.017525905078674683,7817.0,2018-2022
ROGERS PARK,Census Tract 101; Cook County; Illinois,0.08300480112416565,0.11028923845583356,0.1541043756586908,17,31,0.21263515359693977,0.13886178227097076,51238.0,2018-2022
ROSELAND,Census Tract 4902; Cook County; Illinois,0.09968093592129752,0.17311885136931668,0.27341132677479396,17,31,0.09946822653549588,0.05772400957192236,37610.0,2018-2022
SOUTH CHICAGO,Census Tract 4601; Cook County; Illinois,0.10928583209632195,0.1792841827478146,0.2244103579086261,17,31,0.08292924294903513,0.04961240310077519,30315.0,2018-2022
SOUTH DEERING,Census Tract 5101; Cook County; Illinois,0.11630963332895256,0.2282822972795374,0.21987120515179392,17,31,0.07911683532658693,0.03154159547903798,15218.0,2018-2022
SOUTH LAWNDALE,Census Tract 3005; Cook County; Illinois,0.2477190566362541,0.21937223848051873,0.11365983818213117,17,31,0.056378034085040454,0.02146095139725713,69708.0,2018-2022
SOUTH SHORE,Census Tract 4301.01; Cook County; Illinois,0.07501725492062737,0.18656734179022777,0.2659399766761073,17,31,0.10119713449318134,0.07827783992193636,42017.0,2018-2022
UPTOWN,Census Tract 310; Cook County; Illinois,0.07455102324933871,0.09024780732284561,0.16968884867047196,17,31,0.27791312821940695,0.19372128637059724,57464.0,2018-2022
WASHINGTON HEIGHTS,Census Tract 7301; Cook County; Illinois,0.06962503779860901,0.17697308739038403,0.2501511944360448,17,31,0.11279104928938614,0.0813804052010886,26456.0,2018-2022
WASHINGTON PARK,Census Tract 4003; Cook County; Illinois,0.07941128901827592,0.16715186802523047,0.20038816108685104,17,31,0.0774704835840207,0.06178230632379104,12366.0,2018-2022
WEST ELSDON,Census Tract 6201; Cook County; Illinois,0.17292823695959925,0.207557443101383,0.15419797451813133,17,31,0.0714363497767614,0.04257867799194163,18366.0,2018-2022
WEST ENGLEWOOD,Census Tract 6701; Cook County; Illinois,0.15559521961819028,0.2684308551916809,0.1879947229551451,17,31,0.044816079466087226,0.02312587304050908,25772.0,2018-2022
WEST GARFIELD PARK,Census Tract 2601; Cook County; Illinois,0.1678270428728472,0.22731159154757544,0.21173812141199463,17,31,0.03456699645779895,0.01667277390985709,16374.0,2018-2022
WEST LAWN,Census Tract 6501; Cook County; Illinois,0.16751549364913787,0.22697428974657913,0.12468552494324109,17,31,0.06663803153954716,0.033073571823034914,32594.0,2018-2022
WEST PULLMAN,Census Tract 5301; Cook County; Illinois,0.07756689850288813,0.21002789893512516,0.2613462218554757,17,31,0.07501277063931786,0.04345946795551888,25449.0,2018-2022
WEST RIDGE,Census Tract 201; Cook County; Illinois,0.10617548728947203,0.13852267709581784,0.14190374061691793,17,31,0.16478899892764776,0.10371538510061187,79265.0,2018-2022
WEST TOWN,Census Tract 2402; Cook County; Illinois,0.04128708929533266,0.06862836935903141,0.10148474274607153,17,31,0.37082269736071755,0.2192454509262078,85402.0,2018-2022
WOODLAWN,Census Tract 4201; Cook County; Illinois,0.08035478392149462,0.15429326287978865,0.23238346857897715,17,31,0.1073787507076807,0.07529722589167767,26495.0,2018-2022
