Community Area,NAME,no_hs,hs,some_college,state,county,bachelors,graduate,population,period
SOUTH DEERING,"Census Tract 5103, Cook County, Illinois",0.13455362877328195,0.20353243416827232,0.22427745664739884,17,31,0.04052665382145151,0.028965960179833012,15570.0,2010-2014
SOUTH LAWNDALE,"Census Tract 3007, Cook County, Illinois",0.30939476681165184,0.14990189486971914,0.07969155198199805,17,31,0.02344918428671396,0.00832864532594229,72881.0,2010-2014
SOUTH SHORE,"Census Tract 4304, Cook County, Illinois",0.0955198220064725,0.16252022653721682,0.2347289644012945,17,31,0.0792627427184466,0.05542071197411003,39552.0,2010-2014
UPTOWN,"Census Tract 317, Cook County, Illinois",0.08771410602641412,0.125189597129222,0.15761533054640967,17,31,0.26763715733787136,0.17720395101920017,54062.0,2010-2014
WASHINGTON HEIGHTS,"Census Tract 7303, Cook County, Illinois",0.07796481936826177,0.21785511632305654,0.26135804804236806,17,31,0.09430679024021184,0.043238131265367886,26435.0,2010-2014
WASHINGTON PARK,"Census Tract 8361, Cook County, Illinois",0.11256117455138662,0.14441487078217566,0.17223319309693483,17,31,0.05452047737614837,0.0399244440628488,11647.0,2010-2014
WEST ELSDON,"Census Tract 6201, Cook County, Illinois",0.18335507435429169,0.2230106965823115,0.13331594051656664,17,31,0.037411948865118706,0.013618575528306809,19165.0,2010-2014
WEST ENGLEWOOD,"Census Tract 6701, Cook County, Illinois",0.15554971988795518,0.23436041083099907,0.17976774042950514,17,31,0.03443043884220355,0.011525443510737629,34272.0,2010-2014
WEST GARFIELD PARK,"Census Tract 2606, Cook County, Illinois",0.14969552554937782,0.21556791104050835,0.16266878474980143,17,31,0.019433412761450886,0.004765687053216839,18885.0,2010-2014
WEST LAWN,"Census Tract 6503.01, Cook County, Illinois",0.19864384502792962,0.19225139648116618,0.14126116438151567,17,31,0.04370164590614452,0.016668160229411238,33477.0,2010-2014
WEST PULLMAN,"Census Tract 5305.01, Cook County, Illinois",0.11832386363636363,0.2021661931818182,0.21438210227272728,17,31,0.05308948863636364,0.035546875,28160.0,2010-2014
WEST RIDGE,"Census Tract 202, Cook County, Illinois",0.11294320656267547,0.13985401059998082,0.1469480546159219,17,31,0.1687642942247908,0.09248277845492268,73019.0,2010-2014
WEST TOWN,"Census Tract 2407, Cook County, Illinois",0.09116569219274422,0.09140288665662544,0.11318919816411485,17,31,0.28917563064078083,0.16212241606280908,84319.0,2010-2014
