NAME,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,state,county,tract
"Census Tract 8053.01, Cook County, Illinois",2131.0,28.0,0.0,962.0,0.0,23.0,92.0,17,031,805301
"Census Tract 8053.02, Cook County, Illinois",2521.0,52.0,0.0,901.0,0.0,20.0,25.0,17,031,805302
"Census Tract 8054.02, Cook County, Illinois",3712.0,41.0,72.0,605.0,0.0,302.0,58.0,17,031,805402
"Census Tract 8063, Cook County, Illinois",3946.0,0.0,10.0,330.0,0.0,439.0,118.0,17,031,806300
"Census Tract 8071, Cook County, Illinois",2847.0,468.0,0.0,234.0,0.0,21.0,82.0,17,031,807100
"Census Tract 8082, Cook County, Illinois",4083.0,1.0,83.0,1335.0,0.0,45.0,53.0,17,031,808200
"Census Tract 8085, Cook County, Illinois",2682.0,70.0,0.0,1116.0,0.0,38.0,166.0,17,031,808500
"Census Tract 8129, Cook County, Illinois",3796.0,685.0,0.0,258.0,0.0,6.0,292.0,17,031,812900
"Census Tract 8131, Cook County, Illinois",2509.0,1784.0,12.0,210.0,0.0,143.0,141.0,17,031,813100
"Census Tract 8132, Cook County, Illinois",3378.0,616.0,0.0,299.0,0.0,52.0,200.0,17,031,813200
"Census Tract 8134, Cook County, Illinois",2946.0,564.0,64.0,56.0,0.0,4128.0,156.0,17,031,813400
"Census Tract 8141, Cook County, Illinois",1888.0,126.0,12.0,0.0,7.0,2175.0,98.0,17,031,814100
"Census Tract 2916, Cook County, Illinois",293.0,167.0,0.0,3.0,0.0,341.0,0.0,17,031,291600
"Census Tract 2924, Cook County, Illinois",160.0,1958.0,0.0,0.0,0.0,0.0,6.0,17,031,292400
"Census Tract 3011, Cook County, Illinois",1858.0,96.0,32.0,0.0,0.0,1189.0,7.0,17,031,301100
"Census Tract 3016, Cook County, Illinois",3243.0,92.0,0.0,2.0,0.0,1150.0,26.0,17,031,301600
"Census Tract 8059.02, Cook County, Illinois",4986.0,227.0,6.0,1125.0,0.0,68.0,36.0,17,031,805902
"Census Tract 8061.02, Cook County, Illinois",3198.0,222.0,17.0,532.0,0.0,171.0,0.0,17,031,806102
"Census Tract 8069, Cook County, Illinois",2500.0,12.0,0.0,2052.0,0.0,27.0,94.0,17,031,806900
"Census Tract 8084, Cook County, Illinois",2511.0,50.0,9.0,1317.0,0.0,166.0,334.0,17,031,808400
"Census Tract 8086, Cook County, Illinois",1825.0,0.0,0.0,224.0,0.0,10.0,1.0,17,031,808600
"Census Tract 3105, Cook County, Illinois",927.0,6.0,2.0,3.0,0.0,750.0,34.0,17,031,310500
"Census Tract 3109, Cook County, Illinois",3063.0,106.0,0.0,18.0,0.0,1836.0,42.0,17,031,310900
"Census Tract 8077, Cook County, Illinois",3803.0,341.0,0.0,1668.0,0.0,192.0,235.0,17,031,807700
"Census Tract 3904, Cook County, Illinois",201.0,2266.0,13.0,18.0,0.0,0.0,26.0,17,031,390400
"Census Tract 4201, Cook County, Illinois",72.0,1122.0,0.0,19.0,0.0,0.0,11.0,17,031,420100
"Census Tract 4204, Cook County, Illinois",377.0,620.0,0.0,162.0,0.0,31.0,26.0,17,031,420400
"Census Tract 4312, Cook County, Illinois",66.0,3106.0,0.0,0.0,0.0,78.0,41.0,17,031,431200
"Census Tract 4605, Cook County, Illinois",115.0,4579.0,0.0,0.0,0.0,0.0,104.0,17,031,460500
"Census Tract 4802, Cook County, Illinois",0.0,1151.0,0.0,0.0,0.0,0.0,6.0,17,031,480200
"Census Tract 4905, Cook County, Illinois",94.0,2172.0,0.0,43.0,0.0,0.0,31.0,17,031,490500
"Census Tract 4906, Cook County, Illinois",7.0,1429.0,0.0,0.0,0.0,0.0,16.0,17,031,490600
"Census Tract 4908, Cook County, Illinois",42.0,3629.0,0.0,0.0,0.0,25.0,73.0,17,031,490800
"Census Tract 5002, Cook County, Illinois",29.0,2016.0,0.0,28.0,0.0,8.0,10.0,17,031,500200
"Census Tract 5103, Cook County, Illinois",44.0,5814.0,0.0,27.0,15.0,0.0,137.0,17,031,510300
"Census Tract 5203, Cook County, Illinois",5286.0,20.0,36.0,25.0,0.0,613.0,136.0,17,031,520300
"Census Tract 8148, Cook County, Illinois",4763.0,421.0,59.0,191.0,0.0,463.0,14.0,17,031,814800
"Census Tract 8149, Cook County, Illinois",4287.0,1257.0,16.0,131.0,0.0,927.0,93.0,17,031,814900
"Census Tract 8153, Cook County, Illinois",2565.0,96.0,0.0,63.0,0.0,914.0,207.0,17,031,815300
"Census Tract 8156, Cook County, Illinois",4579.0,120.0,0.0,88.0,0.0,95.0,238.0,17,031,815600
"Census Tract 8183, Cook County, Illinois",2009.0,2690.0,0.0,77.0,0.0,1467.0,84.0,17,031,818300
"Census Tract 8192, Cook County, Illinois",5623.0,224.0,79.0,94.0,0.0,266.0,97.0,17,031,819200
"Census Tract 1406.01, Cook County, Illinois",1097.0,28.0,0.0,602.0,0.0,1183.0,59.0,17,031,140601
"Census Tract 1407.01, Cook County, Illinois",1517.0,71.0,0.0,217.0,0.0,475.0,105.0,17,031,140701
"Census Tract 1407.02, Cook County, Illinois",3815.0,439.0,0.0,462.0,0.0,1406.0,130.0,17,031,140702
"Census Tract 1504.01, Cook County, Illinois",3683.0,16.0,0.0,142.0,0.0,953.0,11.0,17,031,150401
"Census Tract 1504.02, Cook County, Illinois",2626.0,0.0,0.0,59.0,0.0,869.0,141.0,17,031,150402
"Census Tract 1505.01, Cook County, Illinois",3030.0,3.0,0.0,148.0,0.0,505.0,57.0,17,031,150501
"Census Tract 1505.02, Cook County, Illinois",2542.0,21.0,0.0,333.0,0.0,1292.0,102.0,17,031,150502
"Census Tract 1510.01, Cook County, Illinois",1239.0,68.0,25.0,49.0,0.0,1120.0,37.0,17,031,151001
"Census Tract 1510.02, Cook County, Illinois",2318.0,13.0,9.0,334.0,34.0,1838.0,139.0,17,031,151002
"Census Tract 1605.02, Cook County, Illinois",2886.0,39.0,0.0,356.0,0.0,1231.0,56.0,17,031,160502
"Census Tract 1606.01, Cook County, Illinois",3205.0,17.0,0.0,123.0,0.0,611.0,43.0,17,031,160601
"Census Tract 1606.02, Cook County, Illinois",2787.0,76.0,0.0,314.0,34.0,518.0,254.0,17,031,160602
"Census Tract 1605.01, Cook County, Illinois",2961.0,174.0,0.0,332.0,0.0,969.0,62.0,17,031,160501
"Census Tract 1906.01, Cook County, Illinois",1888.0,204.0,0.0,62.0,0.0,2623.0,0.0,17,031,190601
"Census Tract 1904.01, Cook County, Illinois",2700.0,0.0,0.0,51.0,0.0,1396.0,36.0,17,031,190401
"Census Tract 5603, Cook County, Illinois",1665.0,279.0,0.0,185.0,0.0,989.0,56.0,17,031,560300
"Census Tract 4804, Cook County, Illinois",98.0,5888.0,0.0,14.0,0.0,29.0,77.0,17,031,480400
"Census Tract 5202, Cook County, Illinois",3148.0,285.0,0.0,0.0,0.0,498.0,56.0,17,031,520200
"Census Tract 5206, Cook County, Illinois",2568.0,0.0,18.0,0.0,0.0,391.0,33.0,17,031,520600
"Census Tract 5608, Cook County, Illinois",4755.0,32.0,0.0,6.0,0.0,821.0,323.0,17,031,560800
"Census Tract 5802, Cook County, Illinois",1895.0,71.0,10.0,264.0,0.0,1066.0,76.0,17,031,580200
"Census Tract 5804, Cook County, Illinois",2388.0,123.0,0.0,501.0,0.0,981.0,58.0,17,031,580400
"Census Tract 5907, Cook County, Illinois",1876.0,124.0,60.0,342.0,0.0,735.0,97.0,17,031,590700
"Census Tract 6104, Cook County, Illinois",1138.0,38.0,72.0,0.0,0.0,625.0,24.0,17,031,610400
"Census Tract 6108, Cook County, Illinois",1475.0,17.0,0.0,0.0,0.0,35.0,22.0,17,031,610800
"Census Tract 6120, Cook County, Illinois",5.0,1435.0,0.0,0.0,0.0,144.0,2.0,17,031,612000
"Census Tract 6121, Cook County, Illinois",95.0,936.0,0.0,37.0,0.0,0.0,0.0,17,031,612100
"Census Tract 6405, Cook County, Illinois",2698.0,44.0,0.0,78.0,0.0,298.0,65.0,17,031,640500
"Census Tract 8009, Cook County, Illinois",2990.0,109.0,0.0,1361.0,0.0,48.0,75.0,17,031,800900
"Census Tract 314, Cook County, Illinois",3933.0,612.0,0.0,327.0,0.0,96.0,292.0,17,031,031400
"Census Tract 406, Cook County, Illinois",2394.0,61.0,0.0,109.0,0.0,106.0,14.0,17,031,040600
"Census Tract 8176, Cook County, Illinois",367.0,3260.0,0.0,23.0,0.0,160.0,64.0,17,031,817600
"Census Tract 8184.02, Cook County, Illinois",2128.0,448.0,0.0,117.0,0.0,376.0,16.0,17,031,818402
"Census Tract 8024.04, Cook County, Illinois",4978.0,72.0,52.0,1067.0,0.0,1149.0,67.0,17,031,802404
"Census Tract 8079, Cook County, Illinois",2793.0,0.0,0.0,1051.0,0.0,67.0,163.0,17,031,807900
"Census Tract 8024.03, Cook County, Illinois",1177.0,12.0,0.0,224.0,0.0,0.0,44.0,17,031,802403
"Census Tract 8025.05, Cook County, Illinois",3710.0,219.0,41.0,913.0,0.0,1983.0,22.0,17,031,802505
"Census Tract 8025.06, Cook County, Illinois",1863.0,6.0,33.0,166.0,0.0,715.0,121.0,17,031,802506
"Census Tract 8026.07, Cook County, Illinois",1240.0,0.0,0.0,89.0,0.0,0.0,0.0,17,031,802607
"Census Tract 8026.08, Cook County, Illinois",6090.0,20.0,0.0,304.0,36.0,15.0,0.0,17,031,802608
"Census Tract 8026.09, Cook County, Illinois",4374.0,44.0,3.0,946.0,20.0,996.0,94.0,17,031,802609
"Census Tract 8026.10, Cook County, Illinois",1114.0,0.0,30.0,262.0,0.0,78.0,130.0,17,031,802610
"Census Tract 8030.12, Cook County, Illinois",1927.0,103.0,0.0,190.0,0.0,75.0,24.0,17,031,803012
"Census Tract 8030.13, Cook County, Illinois",4659.0,86.0,0.0,416.0,0.0,37.0,71.0,17,031,803013
"Census Tract 8030.14, Cook County, Illinois",2573.0,20.0,0.0,420.0,0.0,270.0,13.0,17,031,803014
"Census Tract 8030.15, Cook County, Illinois",3945.0,95.0,14.0,286.0,0.0,88.0,107.0,17,031,803015
"Census Tract 8030.16, Cook County, Illinois",1484.0,51.0,0.0,715.0,0.0,50.0,61.0,17,031,803016
"Census Tract 8030.17, Cook County, Illinois",4567.0,19.0,0.0,681.0,0.0,157.0,80.0,17,031,803017
"Census Tract 8036.11, Cook County, Illinois",3322.0,295.0,0.0,676.0,0.0,1560.0,28.0,17,031,803611
"Census Tract 8036.12, Cook County, Illinois",1916.0,203.0,23.0,421.0,0.0,1043.0,0.0,17,031,803612
"Census Tract 8037.01, Cook County, Illinois",2180.0,15.0,0.0,342.0,0.0,47.0,74.0,17,031,803701
"Census Tract 8382, Cook County, Illinois",1019.0,448.0,0.0,293.0,0.0,49.0,57.0,17,031,838200
"Census Tract 8383, Cook County, Illinois",601.0,780.0,0.0,65.0,0.0,57.0,3.0,17,031,838300
"Census Tract 8386, Cook County, Illinois",42.0,1359.0,0.0,0.0,0.0,3.0,0.0,17,031,838600
"Census Tract 8380, Cook County, Illinois",572.0,1948.0,28.0,124.0,0.0,121.0,68.0,17,031,838000
"Census Tract 8381, Cook County, Illinois",524.0,936.0,0.0,282.0,0.0,50.0,45.0,17,031,838100
"Census Tract 8387, Cook County, Illinois",214.0,4544.0,0.0,0.0,0.0,133.0,0.0,17,031,838700
"Census Tract 8388, Cook County, Illinois",1305.0,1661.0,19.0,0.0,0.0,247.0,0.0,17,031,838800
"Census Tract 8390, Cook County, Illinois",4973.0,1086.0,0.0,1418.0,0.0,51.0,340.0,17,031,839000
"Census Tract 8391, Cook County, Illinois",3280.0,725.0,0.0,966.0,0.0,111.0,184.0,17,031,839100
"Census Tract 8392, Cook County, Illinois",277.0,1624.0,0.0,232.0,0.0,21.0,37.0,17,031,839200
"Census Tract 8395, Cook County, Illinois",252.0,967.0,6.0,109.0,0.0,22.0,23.0,17,031,839500
"Census Tract 8396, Cook County, Illinois",217.0,1574.0,0.0,23.0,0.0,0.0,17.0,17,031,839600
"Census Tract 8397, Cook County, Illinois",2248.0,145.0,10.0,997.0,0.0,1271.0,123.0,17,031,839700
"Census Tract 8398, Cook County, Illinois",1583.0,26.0,0.0,724.0,0.0,305.0,15.0,17,031,839800
"Census Tract 8399, Cook County, Illinois",2893.0,37.0,18.0,525.0,6.0,200.0,128.0,17,031,839900
"Census Tract 8400, Cook County, Illinois",1393.0,15.0,0.0,852.0,0.0,282.0,108.0,17,031,840000
"Census Tract 8401, Cook County, Illinois",891.0,0.0,0.0,1455.0,0.0,0.0,0.0,17,031,840100
"Census Tract 8402, Cook County, Illinois",931.0,14.0,0.0,1412.0,0.0,213.0,19.0,17,031,840200
"Census Tract 8403, Cook County, Illinois",1885.0,108.0,155.0,828.0,0.0,978.0,193.0,17,031,840300
"Census Tract 8404, Cook County, Illinois",1464.0,141.0,72.0,978.0,0.0,605.0,12.0,17,031,840400
"Census Tract 8407, Cook County, Illinois",2966.0,128.0,28.0,28.0,0.0,860.0,60.0,17,031,840700
"Census Tract 8408, Cook County, Illinois",2711.0,10.0,38.0,23.0,0.0,554.0,83.0,17,031,840800
"Census Tract 8410, Cook County, Illinois",116.0,349.0,0.0,173.0,0.0,0.0,45.0,17,031,841000
"Census Tract 1302, Cook County, Illinois",1364.0,29.0,0.0,191.0,0.0,0.0,14.0,17,031,130200
"Census Tract 2003, Cook County, Illinois",868.0,16.0,0.0,26.0,5.0,1418.0,68.0,17,031,200300
"Census Tract 1101, Cook County, Illinois",4814.0,120.0,0.0,401.0,0.0,439.0,149.0,17,031,110100
"Census Tract 1102, Cook County, Illinois",2262.0,74.0,51.0,345.0,0.0,43.0,242.0,17,031,110200
"Census Tract 8030.05, Cook County, Illinois",2461.0,102.0,0.0,113.0,0.0,0.0,68.0,17,031,803005
"Census Tract 8033, Cook County, Illinois",4954.0,8.0,0.0,533.0,0.0,176.0,58.0,17,031,803300
"Census Tract 8036.05, Cook County, Illinois",5586.0,189.0,0.0,862.0,0.0,378.0,447.0,17,031,803605
"Census Tract 2718, Cook County, Illinois",11.0,1219.0,0.0,0.0,0.0,0.0,0.0,17,031,271800
"Census Tract 2808, Cook County, Illinois",100.0,724.0,0.0,0.0,0.0,11.0,15.0,17,031,280800
"Census Tract 2809, Cook County, Illinois",63.0,677.0,0.0,4.0,0.0,25.0,21.0,17,031,280900
"Census Tract 2819, Cook County, Illinois",2405.0,317.0,0.0,1937.0,0.0,0.0,161.0,17,031,281900
"Census Tract 2912, Cook County, Illinois",29.0,2337.0,0.0,0.0,0.0,0.0,2.0,17,031,291200
"Census Tract 8039.02, Cook County, Illinois",3588.0,67.0,0.0,47.0,0.0,0.0,8.0,17,031,803902
"Census Tract 8145, Cook County, Illinois",2756.0,186.0,0.0,9.0,0.0,1936.0,192.0,17,031,814500
"Census Tract 8044.06, Cook County, Illinois",3025.0,187.0,49.0,795.0,0.0,1948.0,190.0,17,031,804406
"Census Tract 8045.06, Cook County, Illinois",3830.0,141.0,13.0,587.0,0.0,263.0,154.0,17,031,804506
"Census Tract 8124, Cook County, Illinois",2853.0,357.0,0.0,170.0,0.0,20.0,150.0,17,031,812400
"Census Tract 8157.01, Cook County, Illinois",3660.0,32.0,0.0,81.0,0.0,71.0,28.0,17,031,815701
"Census Tract 8167, Cook County, Illinois",1450.0,114.0,92.0,75.0,0.0,1026.0,75.0,17,031,816700
"Census Tract 8266, Cook County, Illinois",314.0,5535.0,0.0,0.0,0.0,0.0,177.0,17,031,826600
"Census Tract 8268, Cook County, Illinois",1745.0,1869.0,54.0,10.0,0.0,965.0,124.0,17,031,826800
"Census Tract 8269.02, Cook County, Illinois",11.0,1063.0,9.0,5.0,0.0,2.0,0.0,17,031,826902
"Census Tract 5102, Cook County, Illinois",506.0,2007.0,0.0,9.0,0.0,117.0,16.0,17,031,510200
"Census Tract 5705, Cook County, Illinois",1412.0,80.0,0.0,133.0,0.0,929.0,0.0,17,031,570500
"Census Tract 6006, Cook County, Illinois",1009.0,67.0,95.0,951.0,0.0,331.0,41.0,17,031,600600
"Census Tract 6112, Cook County, Illinois",1319.0,527.0,0.0,12.0,0.0,467.0,15.0,17,031,611200
"Census Tract 6408, Cook County, Illinois",1021.0,75.0,0.0,5.0,0.0,646.0,25.0,17,031,640800
"Census Tract 6709, Cook County, Illinois",0.0,1445.0,15.0,0.0,0.0,5.0,31.0,17,031,670900
"Census Tract 6913, Cook County, Illinois",5.0,2809.0,0.0,0.0,0.0,22.0,6.0,17,031,691300
"Census Tract 4307, Cook County, Illinois",108.0,2286.0,28.0,16.0,0.0,17.0,25.0,17,031,430700
"Census Tract 4904, Cook County, Illinois",0.0,954.0,0.0,18.0,0.0,0.0,0.0,17,031,490400
"Census Tract 8241.06, Cook County, Illinois",5988.0,251.0,0.0,539.0,0.0,1.0,370.0,17,031,824106
"Census Tract 8068.02, Cook County, Illinois",1817.0,232.0,0.0,865.0,0.0,9.0,42.0,17,031,806802
"Census Tract 8094, Cook County, Illinois",3665.0,253.0,12.0,1189.0,0.0,0.0,75.0,17,031,809400
"Census Tract 6103, Cook County, Illinois",3518.0,311.0,3.0,251.0,0.0,1420.0,214.0,17,031,610300
"Census Tract 6118, Cook County, Illinois",493.0,1229.0,0.0,0.0,0.0,640.0,81.0,17,031,611800
"Census Tract 6812, Cook County, Illinois",0.0,2255.0,57.0,0.0,0.0,47.0,16.0,17,031,681200
"Census Tract 7110, Cook County, Illinois",7.0,3396.0,0.0,7.0,11.0,0.0,24.0,17,031,711000
"Census Tract 8006, Cook County, Illinois",2491.0,26.0,0.0,51.0,0.0,0.0,30.0,17,031,800600
"Census Tract 8043.05, Cook County, Illinois",4725.0,259.0,79.0,304.0,8.0,2352.0,235.0,17,031,804305
"Census Tract 8099, Cook County, Illinois",2571.0,90.0,0.0,301.0,0.0,0.0,47.0,17,031,809900
"Census Tract 8117.02, Cook County, Illinois",3065.0,81.0,90.0,118.0,0.0,1083.0,216.0,17,031,811702
"Census Tract 8160, Cook County, Illinois",2064.0,1150.0,0.0,111.0,0.0,27.0,44.0,17,031,816000
"Census Tract 8194, Cook County, Illinois",4399.0,47.0,116.0,209.0,0.0,344.0,117.0,17,031,819400
"Census Tract 2109, Cook County, Illinois",2501.0,200.0,0.0,134.0,0.0,376.0,12.0,17,031,210900
"Census Tract 2602, Cook County, Illinois",28.0,1238.0,0.0,0.0,0.0,0.0,0.0,17,031,260200
"Census Tract 8155, Cook County, Illinois",5635.0,14.0,27.0,43.0,0.0,2085.0,319.0,17,031,815500
"Census Tract 8180, Cook County, Illinois",2123.0,1952.0,35.0,84.0,0.0,171.0,86.0,17,031,818000
"Census Tract 8229, Cook County, Illinois",1781.0,95.0,0.0,23.0,0.0,75.0,0.0,17,031,822900
"Census Tract 8239.04, Cook County, Illinois",3999.0,11.0,0.0,96.0,0.0,0.0,31.0,17,031,823904
"Census Tract 8264.02, Cook County, Illinois",541.0,4452.0,9.0,0.0,0.0,62.0,144.0,17,031,826402
"Census Tract 8294.01, Cook County, Illinois",21.0,1407.0,10.0,0.0,0.0,31.0,75.0,17,031,829401
"Census Tract 7502, Cook County, Illinois",1229.0,1484.0,10.0,31.0,0.0,0.0,121.0,17,031,750200
"Census Tract 7503, Cook County, Illinois",2329.0,210.0,0.0,0.0,0.0,118.0,0.0,17,031,750300
"Census Tract 7504, Cook County, Illinois",2045.0,1056.0,0.0,18.0,0.0,9.0,59.0,17,031,750400
"Census Tract 7705, Cook County, Illinois",1994.0,34.0,80.0,60.0,0.0,1753.0,152.0,17,031,770500
"Census Tract 8004, Cook County, Illinois",3244.0,0.0,61.0,237.0,0.0,0.0,174.0,17,031,800400
"Census Tract 8016.07, Cook County, Illinois",3931.0,113.0,0.0,1288.0,0.0,10.0,7.0,17,031,801607
"Census Tract 102.01, Cook County, Illinois",3198.0,3545.0,16.0,148.0,0.0,41.0,135.0,17,031,010201
"Census Tract 1904.02, Cook County, Illinois",2580.0,163.0,29.0,201.0,0.0,1483.0,186.0,17,031,190402
"Census Tract 105.02, Cook County, Illinois",2123.0,595.0,0.0,638.0,0.0,246.0,88.0,17,031,010502
"Census Tract 102.02, Cook County, Illinois",1099.0,839.0,6.0,248.0,18.0,208.0,84.0,17,031,010202
"Census Tract 105.01, Cook County, Illinois",2330.0,1190.0,0.0,100.0,0.0,17.0,194.0,17,031,010501
"Census Tract 105.03, Cook County, Illinois",1577.0,217.0,0.0,326.0,0.0,12.0,96.0,17,031,010503
"Census Tract 107.01, Cook County, Illinois",2565.0,655.0,0.0,200.0,0.0,412.0,114.0,17,031,010701
"Census Tract 107.02, Cook County, Illinois",2978.0,1077.0,0.0,244.0,0.0,724.0,251.0,17,031,010702
"Census Tract 203.02, Cook County, Illinois",3039.0,543.0,0.0,781.0,0.0,245.0,43.0,17,031,020302
"Census Tract 206.02, Cook County, Illinois",2024.0,342.0,0.0,1220.0,0.0,321.0,195.0,17,031,020602
"Census Tract 207.01, Cook County, Illinois",1244.0,153.0,84.0,280.0,0.0,37.0,95.0,17,031,020701
"Census Tract 203.01, Cook County, Illinois",4368.0,280.0,37.0,498.0,0.0,10.0,46.0,17,031,020301
"Census Tract 206.01, Cook County, Illinois",4124.0,421.0,47.0,1501.0,0.0,297.0,307.0,17,031,020601
"Census Tract 207.02, Cook County, Illinois",4725.0,248.0,18.0,2635.0,0.0,152.0,454.0,17,031,020702
"Census Tract 208.01, Cook County, Illinois",2679.0,221.0,0.0,682.0,0.0,582.0,348.0,17,031,020801
"Census Tract 208.02, Cook County, Illinois",2950.0,591.0,0.0,3793.0,0.0,512.0,96.0,17,031,020802
"Census Tract 209.01, Cook County, Illinois",2430.0,1034.0,0.0,1215.0,0.0,244.0,90.0,17,031,020901
"Census Tract 7004.01, Cook County, Illinois",1788.0,3312.0,0.0,6.0,0.0,971.0,184.0,17,031,700401
"Census Tract 7004.02, Cook County, Illinois",626.0,2701.0,0.0,71.0,0.0,352.0,90.0,17,031,700402
"Census Tract 7005.01, Cook County, Illinois",600.0,7063.0,0.0,17.0,0.0,65.0,126.0,17,031,700501
"Census Tract 7005.02, Cook County, Illinois",110.0,2788.0,0.0,0.0,0.0,90.0,13.0,17,031,700502
"Census Tract 7302.01, Cook County, Illinois",70.0,5510.0,183.0,1.0,0.0,40.0,20.0,17,031,730201
"Census Tract 7302.02, Cook County, Illinois",125.0,3307.0,0.0,0.0,0.0,0.0,47.0,17,031,730202
"Census Tract 7608.01, Cook County, Illinois",3364.0,73.0,25.0,570.0,0.0,223.0,144.0,17,031,760801
"Census Tract 4903, Cook County, Illinois",18.0,2162.0,0.0,0.0,0.0,0.0,110.0,17,031,490300
"Census Tract 4907, Cook County, Illinois",21.0,2846.0,0.0,9.0,0.0,0.0,12.0,17,031,490700
"Census Tract 5001, Cook County, Illinois",41.0,3245.0,0.0,14.0,0.0,8.0,6.0,17,031,500100
"Census Tract 5204, Cook County, Illinois",2533.0,173.0,21.0,0.0,0.0,867.0,141.0,17,031,520400
"Census Tract 8209.02, Cook County, Illinois",3414.0,140.0,52.0,300.0,0.0,670.0,198.0,17,031,820902
"Census Tract 8210.01, Cook County, Illinois",4563.0,77.0,0.0,158.0,0.0,390.0,99.0,17,031,821001
"Census Tract 8210.02, Cook County, Illinois",5066.0,124.0,74.0,73.0,0.0,265.0,93.0,17,031,821002
"Census Tract 8222, Cook County, Illinois",3329.0,25.0,13.0,15.0,0.0,290.0,114.0,17,031,822200
"Census Tract 8225, Cook County, Illinois",3991.0,93.0,0.0,104.0,0.0,143.0,93.0,17,031,822500
"Census Tract 8228.01, Cook County, Illinois",2819.0,98.0,0.0,57.0,0.0,233.0,266.0,17,031,822801
"Census Tract 8232, Cook County, Illinois",4160.0,218.0,21.0,114.0,0.0,55.0,81.0,17,031,823200
"Census Tract 8236.03, Cook County, Illinois",282.0,1142.0,0.0,0.0,0.0,937.0,23.0,17,031,823603
"Census Tract 8237.05, Cook County, Illinois",4303.0,214.0,0.0,41.0,1.0,217.0,73.0,17,031,823705
"Census Tract 8241.07, Cook County, Illinois",5972.0,342.0,0.0,68.0,0.0,217.0,18.0,17,031,824107
"Census Tract 8243, Cook County, Illinois",290.0,4418.0,13.0,11.0,0.0,153.0,0.0,17,031,824300
"Census Tract 8255.04, Cook County, Illinois",264.0,3440.0,0.0,21.0,0.0,14.0,41.0,17,031,825504
"Census Tract 8257, Cook County, Illinois",1328.0,2666.0,0.0,88.0,0.0,116.0,27.0,17,031,825700
"Census Tract 8258.03, Cook County, Illinois",846.0,3690.0,0.0,20.0,0.0,448.0,22.0,17,031,825803
"Census Tract 8263.03, Cook County, Illinois",206.0,3932.0,0.0,51.0,0.0,0.0,71.0,17,031,826303
"Census Tract 8273, Cook County, Illinois",272.0,2892.0,10.0,0.0,0.0,96.0,25.0,17,031,827300
"Census Tract 8285.03, Cook County, Illinois",1445.0,3229.0,0.0,0.0,0.0,43.0,64.0,17,031,828503
"Census Tract 6404, Cook County, Illinois",2483.0,0.0,6.0,36.0,0.0,854.0,274.0,17,031,640400
"Census Tract 6604, Cook County, Illinois",1789.0,267.0,0.0,0.0,0.0,3919.0,0.0,17,031,660400
"Census Tract 6608, Cook County, Illinois",445.0,3293.0,0.0,0.0,0.0,2726.0,53.0,17,031,660800
"Census Tract 6713, Cook County, Illinois",1.0,2152.0,0.0,0.0,0.0,0.0,37.0,17,031,671300
"Census Tract 8253.02, Cook County, Illinois",5027.0,267.0,0.0,48.0,0.0,199.0,84.0,17,031,825302
"Census Tract 8265, Cook County, Illinois",368.0,5961.0,0.0,0.0,0.0,7.0,133.0,17,031,826500
"Census Tract 8267, Cook County, Illinois",223.0,4853.0,0.0,0.0,0.0,0.0,128.0,17,031,826700
"Census Tract 8271, Cook County, Illinois",75.0,2037.0,0.0,120.0,0.0,75.0,285.0,17,031,827100
"Census Tract 8280, Cook County, Illinois",2845.0,1698.0,0.0,11.0,0.0,567.0,137.0,17,031,828000
"Census Tract 8282.02, Cook County, Illinois",2433.0,1816.0,0.0,93.0,0.0,132.0,84.0,17,031,828202
"Census Tract 8293.02, Cook County, Illinois",834.0,2373.0,0.0,0.0,0.0,705.0,55.0,17,031,829302
"Census Tract 3009, Cook County, Illinois",2935.0,94.0,11.0,1.0,0.0,844.0,78.0,17,031,300900
"Census Tract 3012, Cook County, Illinois",2077.0,268.0,135.0,57.0,0.0,960.0,21.0,17,031,301200
"Census Tract 311, Cook County, Illinois",3162.0,241.0,7.0,292.0,0.0,325.0,109.0,17,031,031100
"Census Tract 501, Cook County, Illinois",2177.0,43.0,0.0,107.0,0.0,30.0,49.0,17,031,050100
"Census Tract 507, Cook County, Illinois",1661.0,15.0,0.0,41.0,0.0,14.0,22.0,17,031,050700
"Census Tract 621, Cook County, Illinois",3033.0,22.0,0.0,226.0,0.0,47.0,44.0,17,031,062100
"Census Tract 6201, Cook County, Illinois",2845.0,71.0,39.0,92.0,0.0,1640.0,78.0,17,031,620100
"Census Tract 6308, Cook County, Illinois",3969.0,309.0,70.0,103.0,0.0,2911.0,94.0,17,031,630800
"Census Tract 6407, Cook County, Illinois",2147.0,24.0,7.0,31.0,0.0,827.0,199.0,17,031,640700
"Census Tract 8040, Cook County, Illinois",3868.0,41.0,0.0,213.0,0.0,309.0,56.0,17,031,804000
"Census Tract 2420, Cook County, Illinois",3020.0,624.0,0.0,91.0,0.0,817.0,234.0,17,031,242000
"Census Tract 2410, Cook County, Illinois",1098.0,644.0,0.0,0.0,0.0,268.0,26.0,17,031,241000
"Census Tract 2411, Cook County, Illinois",2430.0,320.0,0.0,139.0,0.0,875.0,251.0,17,031,241100
"Census Tract 2421, Cook County, Illinois",2690.0,103.0,11.0,75.0,0.0,324.0,108.0,17,031,242100
"Census Tract 2506, Cook County, Illinois",96.0,4076.0,0.0,0.0,0.0,256.0,22.0,17,031,250600
