NAME,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract
"Census Tract 8055.01, Cook County, Illinois",23.0,23.0,111.0,73.0,39.0,39.0,21.0,40.0,64.0,103.0,135.0,155.0,244.0,103.0,119.0,169.0,17,031,805501
"Census Tract 8058.02, Cook County, Illinois",5.0,51.0,68.0,72.0,56.0,33.0,60.0,71.0,56.0,62.0,240.0,305.0,189.0,215.0,201.0,161.0,17,031,805802
"Census Tract 3201, Cook County, Illinois",608.0,209.0,0.0,93.0,150.0,174.0,73.0,320.0,180.0,428.0,311.0,757.0,1091.0,548.0,879.0,1046.0,17,031,320100
"Census Tract 3301, Cook County, Illinois",724.0,236.0,345.0,226.0,571.0,226.0,263.0,541.0,345.0,716.0,997.0,1157.0,1277.0,439.0,828.0,1397.0,17,031,330100
"Census Tract 103, Cook County, Illinois",357.0,164.0,243.0,169.0,47.0,68.0,295.0,106.0,91.0,245.0,253.0,266.0,76.0,167.0,70.0,78.0,17,031,010300
"Census Tract 508, Cook County, Illinois",4.0,18.0,0.0,0.0,0.0,0.0,7.0,9.0,38.0,17.0,51.0,83.0,69.0,56.0,80.0,133.0,17,031,050800
"Census Tract 509, Cook County, Illinois",30.0,9.0,23.0,17.0,10.0,27.0,7.0,36.0,5.0,68.0,89.0,76.0,116.0,14.0,55.0,104.0,17,031,050900
"Census Tract 511, Cook County, Illinois",29.0,27.0,38.0,4.0,14.0,12.0,21.0,5.0,27.0,39.0,66.0,88.0,46.0,40.0,106.0,115.0,17,031,051100
"Census Tract 5703, Cook County, Illinois",93.0,69.0,114.0,128.0,142.0,85.0,189.0,123.0,47.0,184.0,160.0,117.0,113.0,81.0,49.0,0.0,17,031,570300
"Census Tract 6115, Cook County, Illinois",113.0,48.0,141.0,87.0,54.0,132.0,40.0,36.0,26.0,114.0,34.0,29.0,23.0,0.0,0.0,0.0,17,031,611500
"Census Tract 6117, Cook County, Illinois",37.0,45.0,45.0,42.0,64.0,11.0,87.0,5.0,19.0,12.0,25.0,24.0,0.0,0.0,0.0,0.0,17,031,611700
"Census Tract 6202, Cook County, Illinois",90.0,14.0,5.0,57.0,25.0,45.0,77.0,28.0,55.0,98.0,29.0,60.0,70.0,27.0,6.0,18.0,17,031,620200
"Census Tract 6309, Cook County, Illinois",43.0,33.0,172.0,100.0,95.0,68.0,117.0,53.0,85.0,89.0,138.0,113.0,76.0,73.0,9.0,0.0,17,031,630900
"Census Tract 6502, Cook County, Illinois",223.0,53.0,85.0,52.0,127.0,145.0,154.0,161.0,104.0,183.0,151.0,310.0,197.0,100.0,59.0,0.0,17,031,650200
"Census Tract 6607, Cook County, Illinois",164.0,19.0,64.0,22.0,48.0,33.0,52.0,19.0,16.0,79.0,50.0,52.0,34.0,0.0,0.0,0.0,17,031,660700
"Census Tract 6609, Cook County, Illinois",231.0,87.0,173.0,124.0,70.0,88.0,64.0,66.0,86.0,128.0,49.0,77.0,55.0,0.0,29.0,9.0,17,031,660900
"Census Tract 6805, Cook County, Illinois",74.0,38.0,90.0,51.0,18.0,11.0,6.0,0.0,9.0,58.0,13.0,13.0,15.0,15.0,0.0,0.0,17,031,680500
"Census Tract 6806, Cook County, Illinois",181.0,19.0,42.0,45.0,48.0,35.0,4.0,23.0,0.0,38.0,9.0,0.0,7.0,7.0,0.0,0.0,17,031,680600
"Census Tract 7103, Cook County, Illinois",86.0,54.0,56.0,92.0,45.0,14.0,52.0,10.0,0.0,59.0,32.0,14.0,15.0,5.0,0.0,0.0,17,031,710300
"Census Tract 7205, Cook County, Illinois",18.0,2.0,13.0,18.0,18.0,24.0,13.0,11.0,3.0,48.0,86.0,137.0,96.0,66.0,118.0,99.0,17,031,720500
"Census Tract 7206, Cook County, Illinois",26.0,0.0,24.0,6.0,17.0,0.0,10.0,6.0,0.0,28.0,41.0,86.0,95.0,67.0,80.0,116.0,17,031,720600
"Census Tract 7301, Cook County, Illinois",65.0,65.0,75.0,45.0,52.0,65.0,63.0,35.0,34.0,81.0,73.0,108.0,79.0,22.0,22.0,0.0,17,031,730100
"Census Tract 8012, Cook County, Illinois",66.0,8.0,13.0,8.0,30.0,50.0,30.0,18.0,25.0,36.0,37.0,84.0,109.0,121.0,61.0,609.0,17,031,801200
"Census Tract 8014, Cook County, Illinois",9.0,57.0,29.0,36.0,9.0,25.0,18.0,22.0,10.0,68.0,112.0,119.0,145.0,109.0,174.0,167.0,17,031,801400
"Census Tract 8017.02, Cook County, Illinois",89.0,33.0,41.0,17.0,49.0,47.0,35.0,16.0,16.0,54.0,165.0,124.0,149.0,157.0,239.0,430.0,17,031,801702
"Census Tract 8022, Cook County, Illinois",87.0,43.0,22.0,81.0,49.0,91.0,40.0,57.0,60.0,77.0,71.0,157.0,137.0,134.0,155.0,487.0,17,031,802200
"Census Tract 8026.05, Cook County, Illinois",89.0,31.0,74.0,93.0,93.0,197.0,100.0,92.0,82.0,254.0,400.0,513.0,203.0,274.0,296.0,209.0,17,031,802605
"Census Tract 8088, Cook County, Illinois",80.0,19.0,0.0,90.0,14.0,0.0,10.0,59.0,66.0,110.0,60.0,103.0,126.0,157.0,110.0,372.0,17,031,808800
"Census Tract 8092, Cook County, Illinois",78.0,169.0,43.0,81.0,77.0,43.0,17.0,63.0,144.0,147.0,106.0,242.0,79.0,80.0,87.0,38.0,17,031,809200
"Census Tract 8105.01, Cook County, Illinois",42.0,132.0,148.0,117.0,52.0,117.0,108.0,63.0,66.0,57.0,259.0,271.0,236.0,117.0,76.0,42.0,17,031,810501
"Census Tract 8111, Cook County, Illinois",244.0,178.0,291.0,152.0,355.0,60.0,127.0,178.0,161.0,178.0,255.0,284.0,174.0,93.0,37.0,25.0,17,031,811100
"Census Tract 8112, Cook County, Illinois",110.0,114.0,49.0,64.0,129.0,62.0,99.0,84.0,148.0,195.0,210.0,399.0,137.0,29.0,127.0,17.0,17,031,811200
"Census Tract 8125, Cook County, Illinois",183.0,194.0,97.0,65.0,51.0,28.0,88.0,8.0,22.0,102.0,145.0,153.0,130.0,54.0,119.0,153.0,17,031,812500
"Census Tract 8127, Cook County, Illinois",70.0,82.0,73.0,31.0,80.0,49.0,62.0,55.0,38.0,96.0,212.0,195.0,138.0,92.0,56.0,238.0,17,031,812700
"Census Tract 8140, Cook County, Illinois",26.0,77.0,70.0,71.0,65.0,89.0,65.0,109.0,53.0,155.0,69.0,245.0,95.0,53.0,74.0,0.0,17,031,814000
"Census Tract 8150, Cook County, Illinois",70.0,70.0,124.0,45.0,63.0,47.0,83.0,55.0,156.0,102.0,98.0,89.0,103.0,103.0,40.0,0.0,17,031,815000
"Census Tract 8154, Cook County, Illinois",94.0,23.0,113.0,276.0,160.0,57.0,50.0,129.0,20.0,103.0,295.0,277.0,228.0,122.0,235.0,52.0,17,031,815400
"Census Tract 8166, Cook County, Illinois",79.0,61.0,109.0,125.0,134.0,92.0,91.0,59.0,124.0,67.0,117.0,67.0,80.0,63.0,0.0,6.0,17,031,816600
"Census Tract 8171.01, Cook County, Illinois",165.0,100.0,118.0,144.0,67.0,198.0,132.0,58.0,72.0,116.0,106.0,211.0,117.0,86.0,36.0,6.0,17,031,817101
"Census Tract 8172, Cook County, Illinois",194.0,89.0,98.0,188.0,99.0,50.0,122.0,37.0,59.0,121.0,113.0,150.0,65.0,94.0,29.0,0.0,17,031,817200
"Census Tract 8201.03, Cook County, Illinois",48.0,106.0,23.0,116.0,13.0,127.0,86.0,41.0,66.0,118.0,106.0,190.0,133.0,48.0,129.0,51.0,17,031,820103
"Census Tract 8186, Cook County, Illinois",121.0,66.0,69.0,103.0,102.0,72.0,156.0,80.0,41.0,136.0,114.0,267.0,231.0,128.0,145.0,131.0,17,031,818600
"Census Tract 8197, Cook County, Illinois",43.0,12.0,16.0,22.0,55.0,13.0,31.0,0.0,46.0,105.0,116.0,163.0,139.0,148.0,380.0,556.0,17,031,819700
"Census Tract 8198.02, Cook County, Illinois",10.0,0.0,0.0,16.0,5.0,12.0,21.0,8.0,22.0,16.0,63.0,148.0,115.0,141.0,104.0,240.0,17,031,819802
"Census Tract 8207, Cook County, Illinois",245.0,13.0,163.0,68.0,79.0,236.0,149.0,179.0,75.0,343.0,282.0,112.0,304.0,92.0,58.0,42.0,17,031,820700
"Census Tract 8227.01, Cook County, Illinois",164.0,134.0,162.0,121.0,114.0,137.0,138.0,137.0,52.0,137.0,146.0,219.0,111.0,111.0,47.0,0.0,17,031,822701
"Census Tract 8230.01, Cook County, Illinois",236.0,201.0,224.0,81.0,93.0,174.0,236.0,78.0,134.0,296.0,146.0,301.0,222.0,99.0,9.0,0.0,17,031,823001
"Census Tract 8230.02, Cook County, Illinois",111.0,59.0,65.0,177.0,99.0,61.0,31.0,171.0,334.0,185.0,306.0,256.0,234.0,32.0,79.0,44.0,17,031,823002
"Census Tract 8231.01, Cook County, Illinois",96.0,18.0,122.0,132.0,58.0,85.0,86.0,96.0,141.0,80.0,118.0,266.0,160.0,91.0,60.0,19.0,17,031,823101
"Census Tract 8233.02, Cook County, Illinois",116.0,66.0,167.0,207.0,116.0,148.0,97.0,98.0,105.0,275.0,199.0,391.0,208.0,204.0,13.0,0.0,17,031,823302
"Census Tract 8237.03, Cook County, Illinois",149.0,172.0,143.0,190.0,56.0,205.0,79.0,109.0,102.0,294.0,475.0,340.0,181.0,0.0,50.0,42.0,17,031,823703
"Census Tract 8237.04, Cook County, Illinois",28.0,38.0,18.0,9.0,78.0,69.0,27.0,67.0,70.0,85.0,148.0,197.0,205.0,69.0,125.0,102.0,17,031,823704
"Census Tract 8411, Cook County, Illinois",622.0,321.0,196.0,191.0,169.0,185.0,103.0,86.0,40.0,109.0,261.0,87.0,131.0,133.0,22.0,32.0,17,031,841100
"Census Tract 8412, Cook County, Illinois",181.0,66.0,111.0,130.0,236.0,206.0,133.0,61.0,81.0,188.0,100.0,113.0,30.0,21.0,17.0,0.0,17,031,841200
"Census Tract 602, Cook County, Illinois",66.0,52.0,59.0,36.0,64.0,20.0,54.0,50.0,32.0,56.0,130.0,207.0,57.0,43.0,41.0,89.0,17,031,060200
"Census Tract 610, Cook County, Illinois",53.0,4.0,9.0,32.0,19.0,4.0,69.0,51.0,20.0,45.0,37.0,124.0,114.0,35.0,131.0,98.0,17,031,061000
"Census Tract 624, Cook County, Illinois",12.0,30.0,45.0,1.0,7.0,19.0,10.0,7.0,6.0,29.0,67.0,75.0,61.0,86.0,92.0,175.0,17,031,062400
"Census Tract 702, Cook County, Illinois",109.0,110.0,83.0,26.0,65.0,31.0,59.0,67.0,51.0,35.0,210.0,250.0,231.0,119.0,138.0,370.0,17,031,070200
"Census Tract 703, Cook County, Illinois",228.0,12.0,13.0,0.0,37.0,35.0,42.0,33.0,29.0,100.0,146.0,135.0,172.0,147.0,214.0,276.0,17,031,070300
"Census Tract 106, Cook County, Illinois",225.0,160.0,258.0,204.0,376.0,151.0,128.0,138.0,112.0,284.0,349.0,224.0,151.0,129.0,150.0,89.0,17,031,010600
"Census Tract 204, Cook County, Illinois",95.0,99.0,38.0,97.0,115.0,78.0,96.0,56.0,96.0,77.0,101.0,233.0,197.0,152.0,129.0,40.0,17,031,020400
"Census Tract 310, Cook County, Illinois",98.0,47.0,129.0,52.0,79.0,90.0,48.0,79.0,59.0,174.0,208.0,278.0,152.0,89.0,116.0,146.0,17,031,031000
"Census Tract 403, Cook County, Illinois",80.0,70.0,9.0,52.0,27.0,49.0,0.0,61.0,22.0,27.0,57.0,120.0,99.0,85.0,107.0,134.0,17,031,040300
"Census Tract 8041.04, Cook County, Illinois",0.0,42.0,18.0,19.0,70.0,17.0,28.0,33.0,59.0,155.0,181.0,292.0,310.0,126.0,264.0,213.0,17,031,804104
"Census Tract 8041.05, Cook County, Illinois",22.0,30.0,0.0,0.0,14.0,21.0,22.0,0.0,49.0,73.0,85.0,182.0,242.0,204.0,256.0,231.0,17,031,804105
"Census Tract 8042.02, Cook County, Illinois",100.0,38.0,43.0,25.0,116.0,52.0,13.0,90.0,37.0,128.0,149.0,274.0,366.0,333.0,265.0,667.0,17,031,804202
"Census Tract 8048.05, Cook County, Illinois",67.0,34.0,119.0,34.0,15.0,96.0,21.0,200.0,180.0,144.0,222.0,457.0,313.0,192.0,124.0,220.0,17,031,804805
"Census Tract 408, Cook County, Illinois",28.0,4.0,39.0,10.0,25.0,21.0,26.0,22.0,18.0,116.0,96.0,137.0,99.0,37.0,47.0,66.0,17,031,040800
"Census Tract 2229, Cook County, Illinois",36.0,25.0,25.0,23.0,5.0,9.0,16.0,12.0,18.0,47.0,36.0,15.0,4.0,4.0,5.0,0.0,17,031,222900
"Census Tract 302, Cook County, Illinois",82.0,62.0,185.0,53.0,192.0,101.0,102.0,180.0,65.0,211.0,126.0,304.0,157.0,135.0,154.0,269.0,17,031,030200
"Census Tract 611, Cook County, Illinois",22.0,19.0,16.0,28.0,37.0,19.0,19.0,18.0,20.0,29.0,51.0,94.0,96.0,30.0,63.0,61.0,17,031,061100
"Census Tract 2832, Cook County, Illinois",111.0,39.0,10.0,57.0,37.0,31.0,0.0,22.0,14.0,45.0,33.0,97.0,31.0,58.0,51.0,15.0,17,031,283200
"Census Tract 4914, Cook County, Illinois",235.0,111.0,80.0,50.0,94.0,83.0,19.0,40.0,39.0,73.0,134.0,58.0,10.0,26.0,11.0,0.0,17,031,491400
"Census Tract 5502, Cook County, Illinois",56.0,42.0,141.0,45.0,31.0,11.0,81.0,34.0,0.0,81.0,121.0,217.0,129.0,5.0,70.0,0.0,17,031,550200
"Census Tract 8274, Cook County, Illinois",516.0,138.0,127.0,47.0,51.0,84.0,69.0,50.0,44.0,25.0,61.0,198.0,105.0,35.0,27.0,16.0,17,031,827400
"Census Tract 308, Cook County, Illinois",169.0,44.0,45.0,111.0,77.0,51.0,61.0,83.0,89.0,137.0,277.0,208.0,169.0,124.0,178.0,238.0,17,031,030800
"Census Tract 505, Cook County, Illinois",46.0,0.0,25.0,22.0,54.0,74.0,19.0,78.0,55.0,122.0,237.0,444.0,189.0,270.0,114.0,423.0,17,031,050500
"Census Tract 6304, Cook County, Illinois",182.0,92.0,169.0,179.0,157.0,204.0,62.0,74.0,71.0,73.0,144.0,199.0,15.0,21.0,17.0,0.0,17,031,630400
"Census Tract 6703, Cook County, Illinois",79.0,62.0,55.0,2.0,9.0,12.0,11.0,43.0,18.0,34.0,73.0,16.0,2.0,0.0,2.0,0.0,17,031,670300
"Census Tract 6810, Cook County, Illinois",471.0,161.0,65.0,44.0,14.0,49.0,51.0,54.0,39.0,104.0,13.0,17.0,59.0,8.0,0.0,15.0,17,031,681000
"Census Tract 7102, Cook County, Illinois",339.0,207.0,193.0,323.0,280.0,68.0,69.0,91.0,48.0,101.0,87.0,97.0,71.0,0.0,20.0,0.0,17,031,710200
"Census Tract 7703, Cook County, Illinois",75.0,65.0,161.0,121.0,144.0,118.0,92.0,129.0,220.0,269.0,271.0,533.0,289.0,229.0,121.0,70.0,17,031,770300
"Census Tract 8030.07, Cook County, Illinois",75.0,90.0,97.0,48.0,44.0,46.0,20.0,54.0,83.0,150.0,94.0,147.0,292.0,188.0,404.0,206.0,17,031,803007
"Census Tract 8164.02, Cook County, Illinois",58.0,75.0,36.0,82.0,18.0,67.0,126.0,119.0,44.0,201.0,20.0,132.0,75.0,20.0,83.0,6.0,17,031,816402
"Census Tract 3514, Cook County, Illinois",402.0,87.0,31.0,30.0,4.0,12.0,38.0,28.0,18.0,15.0,13.0,17.0,30.0,6.0,0.0,11.0,17,031,351400
"Census Tract 4212, Cook County, Illinois",106.0,77.0,75.0,39.0,26.0,89.0,42.0,37.0,19.0,0.0,11.0,23.0,53.0,15.0,5.0,0.0,17,031,421200
"Census Tract 4912, Cook County, Illinois",60.0,53.0,17.0,142.0,21.0,7.0,70.0,10.0,40.0,64.0,56.0,93.0,51.0,29.0,23.0,20.0,17,031,491200
"Census Tract 8054.01, Cook County, Illinois",65.0,28.0,24.0,55.0,50.0,78.0,92.0,124.0,74.0,53.0,120.0,221.0,150.0,109.0,112.0,58.0,17,031,805401
"Census Tract 3501, Cook County, Illinois",276.0,56.0,63.0,71.0,36.0,70.0,39.0,102.0,150.0,231.0,205.0,106.0,61.0,0.0,8.0,10.0,17,031,350100
"Census Tract 627, Cook County, Illinois",71.0,46.0,31.0,16.0,43.0,45.0,17.0,8.0,0.0,59.0,101.0,157.0,160.0,53.0,141.0,243.0,17,031,062700
"Census Tract 8036.06, Cook County, Illinois",82.0,260.0,300.0,208.0,243.0,116.0,192.0,133.0,147.0,401.0,194.0,346.0,83.0,0.0,29.0,0.0,17,031,803606
"Census Tract 8016.05, Cook County, Illinois",30.0,54.0,125.0,39.0,52.0,121.0,89.0,46.0,49.0,66.0,95.0,235.0,204.0,212.0,281.0,517.0,17,031,801605
"Census Tract 6707, Cook County, Illinois",76.0,14.0,89.0,17.0,23.0,11.0,24.0,16.0,15.0,43.0,22.0,17.0,4.0,5.0,9.0,0.0,17,031,670700
"Census Tract 8066, Cook County, Illinois",23.0,60.0,54.0,34.0,17.0,80.0,41.0,34.0,37.0,140.0,159.0,255.0,107.0,78.0,65.0,53.0,17,031,806600
"Census Tract 8045.11, Cook County, Illinois",57.0,9.0,58.0,31.0,29.0,11.0,78.0,47.0,113.0,85.0,96.0,55.0,44.0,18.0,39.0,40.0,17,031,804511
"Census Tract 8045.08, Cook County, Illinois",46.0,77.0,56.0,85.0,50.0,6.0,5.0,10.0,25.0,56.0,70.0,121.0,52.0,21.0,27.0,72.0,17,031,804508
"Census Tract 8045.09, Cook County, Illinois",98.0,9.0,23.0,20.0,35.0,59.0,45.0,50.0,91.0,178.0,147.0,326.0,222.0,61.0,119.0,31.0,17,031,804509
"Census Tract 8045.10, Cook County, Illinois",109.0,112.0,58.0,8.0,46.0,77.0,78.0,160.0,73.0,147.0,214.0,270.0,106.0,45.0,41.0,30.0,17,031,804510
"Census Tract 8046.08, Cook County, Illinois",47.0,38.0,34.0,44.0,41.0,13.0,44.0,40.0,64.0,151.0,299.0,234.0,148.0,68.0,112.0,140.0,17,031,804608
"Census Tract 8046.09, Cook County, Illinois",124.0,0.0,62.0,78.0,66.0,55.0,81.0,84.0,16.0,98.0,338.0,412.0,468.0,147.0,143.0,204.0,17,031,804609
"Census Tract 8046.10, Cook County, Illinois",70.0,15.0,14.0,52.0,27.0,16.0,85.0,64.0,70.0,115.0,102.0,181.0,140.0,104.0,53.0,52.0,17,031,804610
"Census Tract 8046.11, Cook County, Illinois",49.0,8.0,40.0,65.0,115.0,44.0,96.0,124.0,38.0,166.0,202.0,490.0,160.0,136.0,57.0,132.0,17,031,804611
"Census Tract 8047.13, Cook County, Illinois",92.0,29.0,38.0,81.0,87.0,29.0,30.0,88.0,32.0,263.0,204.0,462.0,231.0,69.0,288.0,13.0,17,031,804713
"Census Tract 8047.14, Cook County, Illinois",0.0,12.0,54.0,15.0,38.0,20.0,55.0,72.0,33.0,67.0,145.0,150.0,200.0,123.0,131.0,90.0,17,031,804714
"Census Tract 8047.15, Cook County, Illinois",29.0,0.0,47.0,70.0,8.0,70.0,106.0,75.0,48.0,36.0,146.0,159.0,90.0,60.0,27.0,0.0,17,031,804715
"Census Tract 8047.16, Cook County, Illinois",9.0,70.0,14.0,123.0,131.0,81.0,14.0,8.0,20.0,155.0,138.0,277.0,158.0,188.0,236.0,121.0,17,031,804716
"Census Tract 8061.03, Cook County, Illinois",73.0,53.0,79.0,33.0,133.0,11.0,69.0,45.0,52.0,106.0,191.0,324.0,194.0,152.0,169.0,154.0,17,031,806103
"Census Tract 8061.04, Cook County, Illinois",207.0,168.0,55.0,94.0,112.0,191.0,99.0,120.0,90.0,101.0,212.0,221.0,101.0,27.0,22.0,16.0,17,031,806104
"Census Tract 8062.01, Cook County, Illinois",30.0,121.0,84.0,71.0,103.0,90.0,262.0,37.0,137.0,183.0,277.0,421.0,289.0,93.0,53.0,66.0,17,031,806201
"Census Tract 8062.02, Cook County, Illinois",227.0,84.0,246.0,59.0,77.0,64.0,135.0,77.0,128.0,101.0,300.0,483.0,181.0,153.0,145.0,83.0,17,031,806202
"Census Tract 8123.01, Cook County, Illinois",106.0,41.0,91.0,80.0,0.0,38.0,101.0,178.0,223.0,89.0,295.0,278.0,246.0,115.0,102.0,137.0,17,031,812301
"Census Tract 8123.02, Cook County, Illinois",56.0,13.0,9.0,0.0,26.0,31.0,65.0,16.0,23.0,13.0,64.0,152.0,140.0,107.0,100.0,151.0,17,031,812302
"Census Tract 8128.01, Cook County, Illinois",212.0,149.0,117.0,47.0,125.0,89.0,77.0,66.0,51.0,119.0,143.0,84.0,193.0,8.0,120.0,93.0,17,031,812801
"Census Tract 8128.02, Cook County, Illinois",87.0,163.0,24.0,30.0,130.0,50.0,57.0,48.0,12.0,85.0,77.0,172.0,132.0,55.0,138.0,140.0,17,031,812802
"Census Tract 8133.01, Cook County, Illinois",62.0,53.0,51.0,96.0,121.0,150.0,18.0,46.0,28.0,48.0,137.0,32.0,26.0,28.0,5.0,6.0,17,031,813301
"Census Tract 8133.02, Cook County, Illinois",122.0,31.0,35.0,41.0,33.0,102.0,72.0,52.0,124.0,69.0,93.0,72.0,17.0,61.0,10.0,13.0,17,031,813302
"Census Tract 8137.01, Cook County, Illinois",50.0,80.0,15.0,53.0,83.0,137.0,31.0,66.0,93.0,79.0,232.0,37.0,16.0,0.0,0.0,0.0,17,031,813701
"Census Tract 8137.02, Cook County, Illinois",19.0,84.0,62.0,54.0,121.0,127.0,77.0,20.0,41.0,82.0,159.0,101.0,41.0,44.0,0.0,0.0,17,031,813702
"Census Tract 8138.01, Cook County, Illinois",69.0,16.0,59.0,77.0,25.0,72.0,77.0,36.0,60.0,77.0,124.0,35.0,60.0,16.0,0.0,0.0,17,031,813801
"Census Tract 8138.02, Cook County, Illinois",173.0,70.0,105.0,44.0,69.0,93.0,125.0,79.0,58.0,83.0,129.0,185.0,91.0,31.0,34.0,3.0,17,031,813802
"Census Tract 8206.03, Cook County, Illinois",31.0,55.0,145.0,45.0,61.0,112.0,158.0,48.0,62.0,118.0,105.0,367.0,138.0,77.0,86.0,15.0,17,031,820603
"Census Tract 8206.04, Cook County, Illinois",124.0,113.0,92.0,216.0,90.0,39.0,14.0,64.0,28.0,115.0,244.0,109.0,17.0,14.0,70.0,22.0,17,031,820604
"Census Tract 8206.05, Cook County, Illinois",165.0,29.0,74.0,51.0,118.0,78.0,66.0,196.0,53.0,216.0,100.0,231.0,56.0,27.0,44.0,9.0,17,031,820605
"Census Tract 8206.06, Cook County, Illinois",69.0,76.0,17.0,87.0,77.0,51.0,35.0,101.0,29.0,193.0,334.0,197.0,137.0,106.0,46.0,33.0,17,031,820606
"Census Tract 8238.05, Cook County, Illinois",56.0,54.0,56.0,172.0,74.0,55.0,68.0,64.0,47.0,203.0,180.0,204.0,161.0,36.0,43.0,19.0,17,031,823805
"Census Tract 8238.06, Cook County, Illinois",155.0,42.0,72.0,112.0,82.0,39.0,26.0,113.0,128.0,262.0,270.0,211.0,124.0,14.0,0.0,7.0,17,031,823806
"Census Tract 8240.03, Cook County, Illinois",14.0,51.0,0.0,32.0,162.0,62.0,79.0,9.0,43.0,93.0,246.0,511.0,250.0,287.0,176.0,172.0,17,031,824003
"Census Tract 8240.04, Cook County, Illinois",179.0,65.0,101.0,141.0,208.0,24.0,34.0,13.0,32.0,78.0,222.0,32.0,161.0,194.0,201.0,293.0,17,031,824004
"Census Tract 8326, Cook County, Illinois",37.0,25.0,10.0,37.0,32.0,8.0,51.0,48.0,59.0,69.0,130.0,168.0,204.0,123.0,376.0,507.0,17,031,832600
"Census Tract 8329, Cook County, Illinois",180.0,72.0,21.0,27.0,57.0,64.0,35.0,32.0,31.0,32.0,45.0,55.0,25.0,48.0,103.0,121.0,17,031,832900
"Census Tract 8330, Cook County, Illinois",126.0,49.0,13.0,14.0,0.0,9.0,28.0,65.0,7.0,9.0,192.0,208.0,114.0,154.0,292.0,236.0,17,031,833000
"Census Tract 8331, Cook County, Illinois",471.0,79.0,91.0,45.0,140.0,22.0,42.0,39.0,14.0,162.0,254.0,400.0,365.0,432.0,486.0,776.0,17,031,833100
"Census Tract 8333, Cook County, Illinois",133.0,14.0,82.0,31.0,99.0,4.0,20.0,3.0,29.0,60.0,30.0,124.0,67.0,55.0,41.0,78.0,17,031,833300
"Census Tract 8339, Cook County, Illinois",123.0,60.0,122.0,35.0,49.0,44.0,18.0,32.0,22.0,32.0,34.0,28.0,18.0,5.0,26.0,0.0,17,031,833900
"Census Tract 8340, Cook County, Illinois",116.0,94.0,53.0,55.0,58.0,141.0,96.0,35.0,70.0,106.0,62.0,33.0,77.0,9.0,68.0,6.0,17,031,834000
"Census Tract 8342, Cook County, Illinois",467.0,163.0,197.0,151.0,23.0,87.0,73.0,120.0,36.0,105.0,182.0,107.0,104.0,8.0,46.0,18.0,17,031,834200
"Census Tract 8343, Cook County, Illinois",253.0,139.0,145.0,158.0,66.0,137.0,104.0,165.0,168.0,151.0,144.0,349.0,215.0,101.0,62.0,27.0,17,031,834300
"Census Tract 8344, Cook County, Illinois",220.0,137.0,88.0,108.0,178.0,62.0,107.0,43.0,47.0,97.0,153.0,129.0,138.0,52.0,79.0,29.0,17,031,834400
"Census Tract 209.02, Cook County, Illinois",100.0,116.0,179.0,132.0,19.0,115.0,132.0,103.0,49.0,137.0,130.0,184.0,41.0,41.0,26.0,0.0,17,031,020902
"Census Tract 8042.01, Cook County, Illinois",89.0,36.0,147.0,17.0,72.0,0.0,118.0,26.0,48.0,84.0,70.0,210.0,300.0,161.0,204.0,1147.0,17,031,804201
"Census Tract 8034, Cook County, Illinois",44.0,26.0,0.0,154.0,62.0,24.0,57.0,52.0,88.0,171.0,122.0,379.0,189.0,255.0,276.0,396.0,17,031,803400
"Census Tract 8036.03, Cook County, Illinois",11.0,30.0,10.0,66.0,78.0,24.0,96.0,68.0,22.0,145.0,139.0,295.0,317.0,183.0,333.0,589.0,17,031,803603
"Census Tract 8036.10, Cook County, Illinois",178.0,12.0,140.0,50.0,77.0,100.0,146.0,134.0,125.0,232.0,407.0,486.0,384.0,142.0,379.0,171.0,17,031,803610
"Census Tract 8224, Cook County, Illinois",228.0,112.0,255.0,82.0,187.0,41.0,66.0,66.0,66.0,260.0,135.0,96.0,163.0,199.0,77.0,34.0,17,031,822400
"Census Tract 8174, Cook County, Illinois",45.0,70.0,38.0,66.0,48.0,44.0,64.0,56.0,77.0,89.0,162.0,208.0,117.0,41.0,32.0,10.0,17,031,817400
"Census Tract 8199, Cook County, Illinois",35.0,8.0,0.0,18.0,19.0,9.0,8.0,16.0,15.0,76.0,94.0,79.0,69.0,123.0,167.0,378.0,17,031,819900
"Census Tract 8205.01, Cook County, Illinois",40.0,45.0,189.0,22.0,121.0,183.0,73.0,110.0,62.0,263.0,289.0,262.0,172.0,118.0,128.0,64.0,17,031,820501
"Census Tract 8228.02, Cook County, Illinois",35.0,44.0,43.0,83.0,51.0,54.0,53.0,60.0,108.0,150.0,72.0,238.0,155.0,73.0,74.0,72.0,17,031,822802
"Census Tract 8416, Cook County, Illinois",100.0,6.0,15.0,48.0,2.0,4.0,0.0,9.0,14.0,3.0,5.0,8.0,27.0,0.0,0.0,0.0,17,031,841600
"Census Tract 8413, Cook County, Illinois",150.0,90.0,169.0,205.0,68.0,90.0,107.0,60.0,66.0,88.0,112.0,128.0,34.0,55.0,16.0,15.0,17,031,841300
"Census Tract 8414, Cook County, Illinois",92.0,12.0,32.0,26.0,36.0,6.0,37.0,8.0,0.0,12.0,67.0,42.0,0.0,10.0,0.0,0.0,17,031,841400
