NAME,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract
"Census Tract 8030.12, Cook County, Illinois",0.0,6.0,16.0,46.0,44.0,30.0,50.0,106.0,45.0,81.0,111.0,170.0,88.0,16.0,82.0,99.0,17,031,803012
"Census Tract 8030.13, Cook County, Illinois",79.0,71.0,146.0,104.0,127.0,42.0,94.0,133.0,68.0,70.0,170.0,355.0,257.0,243.0,138.0,145.0,17,031,803013
"Census Tract 8030.14, Cook County, Illinois",68.0,60.0,146.0,19.0,10.0,84.0,17.0,111.0,29.0,145.0,153.0,179.0,155.0,82.0,50.0,66.0,17,031,803014
"Census Tract 8030.15, Cook County, Illinois",31.0,127.0,42.0,138.0,82.0,54.0,95.0,32.0,31.0,234.0,206.0,220.0,234.0,147.0,154.0,204.0,17,031,803015
"Census Tract 8030.16, Cook County, Illinois",22.0,24.0,29.0,14.0,30.0,15.0,30.0,19.0,21.0,66.0,141.0,175.0,68.0,65.0,90.0,65.0,17,031,803016
"Census Tract 8030.17, Cook County, Illinois",65.0,14.0,50.0,142.0,46.0,45.0,55.0,81.0,54.0,332.0,231.0,345.0,131.0,251.0,227.0,292.0,17,031,803017
"Census Tract 8036.11, Cook County, Illinois",75.0,0.0,104.0,157.0,74.0,26.0,137.0,129.0,139.0,202.0,235.0,250.0,194.0,106.0,87.0,13.0,17,031,803611
"Census Tract 8036.12, Cook County, Illinois",49.0,7.0,61.0,61.0,91.0,84.0,78.0,119.0,93.0,137.0,182.0,145.0,92.0,44.0,20.0,0.0,17,031,803612
"Census Tract 8037.01, Cook County, Illinois",93.0,33.0,54.0,75.0,86.0,36.0,18.0,64.0,52.0,83.0,122.0,103.0,122.0,80.0,167.0,123.0,17,031,803701
"Census Tract 8382, Cook County, Illinois",71.0,26.0,38.0,19.0,0.0,13.0,12.0,7.0,31.0,34.0,42.0,27.0,20.0,28.0,27.0,0.0,17,031,838200
"Census Tract 8383, Cook County, Illinois",108.0,44.0,38.0,30.0,20.0,65.0,13.0,9.0,19.0,49.0,42.0,72.0,26.0,21.0,30.0,20.0,17,031,838300
"Census Tract 8386, Cook County, Illinois",162.0,79.0,77.0,12.0,24.0,8.0,0.0,3.0,28.0,25.0,0.0,36.0,0.0,0.0,0.0,0.0,17,031,838600
"Census Tract 8380, Cook County, Illinois",479.0,135.0,24.0,16.0,69.0,9.0,38.0,52.0,7.0,50.0,45.0,94.0,119.0,47.0,60.0,15.0,17,031,838000
"Census Tract 8381, Cook County, Illinois",350.0,104.0,80.0,41.0,68.0,27.0,33.0,10.0,23.0,84.0,64.0,99.0,61.0,47.0,23.0,60.0,17,031,838100
"Census Tract 8387, Cook County, Illinois",428.0,139.0,142.0,133.0,41.0,57.0,104.0,16.0,35.0,48.0,214.0,43.0,13.0,0.0,0.0,9.0,17,031,838700
"Census Tract 8388, Cook County, Illinois",268.0,90.0,125.0,44.0,84.0,29.0,33.0,57.0,16.0,90.0,46.0,96.0,37.0,0.0,0.0,6.0,17,031,838800
"Census Tract 8390, Cook County, Illinois",341.0,294.0,12.0,99.0,150.0,193.0,53.0,74.0,189.0,131.0,388.0,702.0,403.0,345.0,588.0,320.0,17,031,839000
"Census Tract 8391, Cook County, Illinois",302.0,74.0,87.0,42.0,77.0,11.0,51.0,80.0,27.0,132.0,300.0,403.0,165.0,144.0,257.0,365.0,17,031,839100
"Census Tract 8392, Cook County, Illinois",275.0,68.0,11.0,120.0,65.0,31.0,87.0,78.0,16.0,74.0,199.0,199.0,27.0,32.0,33.0,8.0,17,031,839200
"Census Tract 8395, Cook County, Illinois",173.0,116.0,67.0,41.0,9.0,23.0,0.0,24.0,0.0,5.0,96.0,53.0,30.0,20.0,44.0,27.0,17,031,839500
"Census Tract 8396, Cook County, Illinois",185.0,78.0,94.0,97.0,26.0,43.0,33.0,11.0,4.0,47.0,43.0,80.0,41.0,20.0,60.0,19.0,17,031,839600
"Census Tract 8397, Cook County, Illinois",170.0,109.0,49.0,117.0,96.0,250.0,119.0,48.0,48.0,123.0,114.0,270.0,70.0,77.0,15.0,91.0,17,031,839700
"Census Tract 8398, Cook County, Illinois",75.0,50.0,106.0,43.0,89.0,76.0,33.0,47.0,52.0,98.0,78.0,137.0,117.0,33.0,88.0,16.0,17,031,839800
"Census Tract 8399, Cook County, Illinois",245.0,108.0,43.0,60.0,70.0,28.0,49.0,71.0,96.0,101.0,152.0,245.0,115.0,119.0,96.0,33.0,17,031,839900
"Census Tract 8400, Cook County, Illinois",48.0,78.0,46.0,73.0,36.0,17.0,66.0,28.0,104.0,70.0,60.0,114.0,76.0,73.0,69.0,64.0,17,031,840000
"Census Tract 8401, Cook County, Illinois",110.0,44.0,75.0,132.0,46.0,57.0,109.0,41.0,16.0,40.0,110.0,71.0,9.0,5.0,7.0,21.0,17,031,840100
"Census Tract 8402, Cook County, Illinois",103.0,38.0,35.0,59.0,36.0,57.0,16.0,27.0,45.0,52.0,104.0,93.0,27.0,43.0,22.0,14.0,17,031,840200
"Census Tract 8403, Cook County, Illinois",114.0,42.0,56.0,63.0,51.0,103.0,86.0,70.0,32.0,185.0,118.0,104.0,28.0,60.0,36.0,12.0,17,031,840300
"Census Tract 8404, Cook County, Illinois",196.0,47.0,201.0,37.0,76.0,76.0,39.0,20.0,72.0,67.0,91.0,117.0,40.0,41.0,37.0,13.0,17,031,840400
"Census Tract 8407, Cook County, Illinois",132.0,68.0,105.0,186.0,104.0,110.0,69.0,80.0,91.0,62.0,37.0,28.0,52.0,6.0,9.0,9.0,17,031,840700
"Census Tract 8408, Cook County, Illinois",76.0,65.0,100.0,110.0,87.0,127.0,86.0,33.0,43.0,48.0,48.0,67.0,12.0,0.0,0.0,0.0,17,031,840800
"Census Tract 8410, Cook County, Illinois",52.0,44.0,39.0,17.0,91.0,26.0,9.0,4.0,0.0,28.0,18.0,25.0,55.0,14.0,20.0,3.0,17,031,841000
"Census Tract 1302, Cook County, Illinois",51.0,20.0,39.0,31.0,9.0,11.0,28.0,13.0,5.0,59.0,38.0,132.0,21.0,42.0,48.0,62.0,17,031,130200
"Census Tract 2003, Cook County, Illinois",69.0,58.0,11.0,30.0,64.0,43.0,44.0,40.0,22.0,38.0,104.0,47.0,52.0,0.0,19.0,0.0,17,031,200300
"Census Tract 1101, Cook County, Illinois",166.0,27.0,26.0,156.0,89.0,116.0,39.0,110.0,77.0,178.0,70.0,213.0,190.0,159.0,217.0,260.0,17,031,110100
"Census Tract 1102, Cook County, Illinois",64.0,71.0,132.0,34.0,40.0,102.0,48.0,6.0,31.0,118.0,103.0,261.0,93.0,53.0,29.0,23.0,17,031,110200
"Census Tract 8030.05, Cook County, Illinois",77.0,43.0,44.0,26.0,28.0,45.0,32.0,125.0,34.0,112.0,100.0,155.0,45.0,76.0,120.0,107.0,17,031,803005
"Census Tract 8033, Cook County, Illinois",169.0,148.0,145.0,72.0,114.0,119.0,145.0,91.0,78.0,158.0,187.0,402.0,297.0,183.0,308.0,193.0,17,031,803300
"Census Tract 8036.05, Cook County, Illinois",151.0,95.0,26.0,63.0,17.0,66.0,96.0,34.0,118.0,70.0,399.0,274.0,378.0,208.0,307.0,273.0,17,031,803605
"Census Tract 2718, Cook County, Illinois",21.0,57.0,34.0,0.0,40.0,24.0,7.0,12.0,40.0,6.0,3.0,8.0,0.0,0.0,24.0,0.0,17,031,271800
"Census Tract 2808, Cook County, Illinois",82.0,39.0,35.0,14.0,10.0,11.0,6.0,0.0,0.0,3.0,35.0,25.0,4.0,13.0,6.0,0.0,17,031,280800
"Census Tract 2809, Cook County, Illinois",83.0,53.0,10.0,50.0,0.0,4.0,0.0,3.0,0.0,3.0,13.0,64.0,7.0,0.0,0.0,11.0,17,031,280900
"Census Tract 2819, Cook County, Illinois",391.0,65.0,38.0,12.0,0.0,26.0,79.0,93.0,52.0,200.0,400.0,439.0,374.0,256.0,231.0,241.0,17,031,281900
"Census Tract 2912, Cook County, Illinois",205.0,58.0,76.0,45.0,27.0,55.0,15.0,68.0,42.0,29.0,53.0,16.0,39.0,5.0,0.0,0.0,17,031,291200
"Census Tract 8039.02, Cook County, Illinois",27.0,20.0,47.0,72.0,23.0,45.0,74.0,79.0,18.0,97.0,199.0,240.0,172.0,91.0,61.0,62.0,17,031,803902
"Census Tract 8145, Cook County, Illinois",53.0,89.0,80.0,66.0,83.0,185.0,66.0,7.0,8.0,72.0,236.0,227.0,132.0,10.0,14.0,77.0,17,031,814500
"Census Tract 8044.06, Cook County, Illinois",66.0,92.0,28.0,78.0,100.0,111.0,38.0,106.0,171.0,200.0,182.0,245.0,149.0,126.0,45.0,94.0,17,031,804406
"Census Tract 8045.06, Cook County, Illinois",38.0,31.0,26.0,54.0,8.0,26.0,50.0,95.0,87.0,103.0,186.0,266.0,151.0,183.0,235.0,240.0,17,031,804506
"Census Tract 8124, Cook County, Illinois",0.0,12.0,10.0,19.0,27.0,11.0,11.0,3.0,15.0,28.0,47.0,132.0,104.0,109.0,146.0,532.0,17,031,812400
"Census Tract 8157.01, Cook County, Illinois",16.0,33.0,36.0,0.0,64.0,117.0,0.0,47.0,9.0,87.0,115.0,180.0,118.0,189.0,137.0,278.0,17,031,815701
"Census Tract 8167, Cook County, Illinois",60.0,14.0,46.0,44.0,29.0,28.0,46.0,27.0,31.0,92.0,101.0,95.0,51.0,23.0,11.0,19.0,17,031,816700
"Census Tract 8266, Cook County, Illinois",401.0,134.0,186.0,86.0,86.0,22.0,64.0,142.0,41.0,221.0,290.0,302.0,84.0,48.0,37.0,23.0,17,031,826600
"Census Tract 8268, Cook County, Illinois",211.0,117.0,64.0,144.0,129.0,83.0,178.0,38.0,128.0,281.0,106.0,51.0,10.0,0.0,0.0,27.0,17,031,826800
"Census Tract 8269.02, Cook County, Illinois",190.0,26.0,10.0,11.0,46.0,53.0,53.0,24.0,8.0,75.0,0.0,7.0,2.0,0.0,0.0,0.0,17,031,826902
"Census Tract 5102, Cook County, Illinois",115.0,69.0,27.0,89.0,10.0,81.0,73.0,70.0,45.0,28.0,128.0,156.0,32.0,64.0,13.0,5.0,17,031,510200
"Census Tract 5705, Cook County, Illinois",26.0,33.0,39.0,78.0,36.0,46.0,90.0,58.0,21.0,77.0,50.0,69.0,46.0,44.0,19.0,3.0,17,031,570500
"Census Tract 6006, Cook County, Illinois",87.0,55.0,130.0,65.0,86.0,143.0,25.0,65.0,28.0,83.0,86.0,70.0,10.0,5.0,10.0,21.0,17,031,600600
"Census Tract 6112, Cook County, Illinois",77.0,24.0,89.0,56.0,59.0,26.0,32.0,41.0,48.0,0.0,85.0,37.0,0.0,4.0,0.0,0.0,17,031,611200
"Census Tract 6408, Cook County, Illinois",18.0,10.0,34.0,23.0,9.0,33.0,40.0,30.0,34.0,92.0,55.0,37.0,42.0,16.0,4.0,28.0,17,031,640800
"Census Tract 6709, Cook County, Illinois",72.0,62.0,36.0,35.0,25.0,5.0,43.0,27.0,21.0,27.0,46.0,83.0,0.0,0.0,0.0,0.0,17,031,670900
"Census Tract 6913, Cook County, Illinois",151.0,59.0,49.0,90.0,37.0,65.0,53.0,3.0,35.0,129.0,104.0,55.0,62.0,15.0,38.0,10.0,17,031,691300
"Census Tract 4307, Cook County, Illinois",245.0,149.0,44.0,54.0,79.0,130.0,78.0,8.0,0.0,133.0,94.0,113.0,17.0,38.0,12.0,0.0,17,031,430700
"Census Tract 4904, Cook County, Illinois",42.0,27.0,24.0,10.0,6.0,5.0,6.0,5.0,30.0,56.0,31.0,53.0,26.0,37.0,0.0,6.0,17,031,490400
"Census Tract 8241.06, Cook County, Illinois",12.0,56.0,73.0,85.0,166.0,58.0,111.0,85.0,101.0,167.0,288.0,436.0,353.0,270.0,131.0,278.0,17,031,824106
"Census Tract 8068.02, Cook County, Illinois",43.0,18.0,19.0,0.0,76.0,26.0,59.0,68.0,36.0,60.0,75.0,200.0,63.0,43.0,97.0,173.0,17,031,806802
"Census Tract 8094, Cook County, Illinois",642.0,138.0,95.0,135.0,140.0,151.0,60.0,154.0,107.0,128.0,122.0,178.0,215.0,150.0,172.0,340.0,17,031,809400
"Census Tract 6103, Cook County, Illinois",173.0,99.0,114.0,108.0,63.0,71.0,124.0,138.0,23.0,174.0,196.0,102.0,18.0,0.0,55.0,17.0,17,031,610300
"Census Tract 6118, Cook County, Illinois",82.0,91.0,76.0,88.0,83.0,32.0,37.0,7.0,32.0,37.0,39.0,25.0,1.0,0.0,11.0,0.0,17,031,611800
"Census Tract 6812, Cook County, Illinois",206.0,76.0,132.0,54.0,32.0,49.0,20.0,15.0,27.0,63.0,39.0,37.0,48.0,0.0,0.0,0.0,17,031,681200
"Census Tract 7110, Cook County, Illinois",175.0,58.0,152.0,125.0,112.0,110.0,54.0,49.0,31.0,144.0,79.0,68.0,23.0,8.0,7.0,12.0,17,031,711000
"Census Tract 8006, Cook County, Illinois",18.0,5.0,4.0,18.0,0.0,0.0,0.0,17.0,3.0,30.0,27.0,75.0,106.0,25.0,76.0,390.0,17,031,800600
"Census Tract 8043.05, Cook County, Illinois",11.0,0.0,83.0,94.0,147.0,68.0,115.0,151.0,109.0,188.0,431.0,335.0,428.0,115.0,77.0,101.0,17,031,804305
"Census Tract 8099, Cook County, Illinois",84.0,21.0,18.0,10.0,9.0,16.0,22.0,18.0,27.0,69.0,123.0,232.0,134.0,98.0,147.0,346.0,17,031,809900
"Census Tract 8117.02, Cook County, Illinois",68.0,89.0,70.0,130.0,36.0,77.0,103.0,117.0,53.0,112.0,261.0,157.0,132.0,95.0,54.0,23.0,17,031,811702
"Census Tract 8160, Cook County, Illinois",38.0,103.0,81.0,54.0,46.0,208.0,35.0,100.0,50.0,256.0,258.0,122.0,70.0,79.0,111.0,53.0,17,031,816000
"Census Tract 8194, Cook County, Illinois",56.0,94.0,58.0,90.0,102.0,100.0,61.0,103.0,55.0,74.0,130.0,333.0,190.0,186.0,155.0,122.0,17,031,819400
"Census Tract 2109, Cook County, Illinois",21.0,110.0,91.0,81.0,43.0,38.0,40.0,117.0,32.0,126.0,113.0,116.0,67.0,85.0,51.0,72.0,17,031,210900
"Census Tract 2602, Cook County, Illinois",105.0,32.0,28.0,48.0,18.0,9.0,59.0,4.0,0.0,40.0,5.0,44.0,0.0,0.0,4.0,0.0,17,031,260200
"Census Tract 8155, Cook County, Illinois",128.0,138.0,162.0,132.0,85.0,127.0,72.0,155.0,9.0,306.0,283.0,406.0,257.0,67.0,134.0,88.0,17,031,815500
"Census Tract 8180, Cook County, Illinois",118.0,48.0,147.0,101.0,81.0,21.0,83.0,40.0,69.0,150.0,290.0,244.0,118.0,66.0,64.0,36.0,17,031,818000
"Census Tract 8229, Cook County, Illinois",43.0,9.0,57.0,32.0,24.0,25.0,6.0,41.0,21.0,52.0,99.0,116.0,41.0,19.0,9.0,10.0,17,031,822900
"Census Tract 8239.04, Cook County, Illinois",16.0,8.0,77.0,75.0,72.0,107.0,80.0,67.0,70.0,100.0,204.0,118.0,233.0,152.0,157.0,98.0,17,031,823904
"Census Tract 8264.02, Cook County, Illinois",109.0,95.0,101.0,77.0,69.0,102.0,147.0,56.0,76.0,215.0,198.0,188.0,134.0,83.0,50.0,40.0,17,031,826402
"Census Tract 8294.01, Cook County, Illinois",102.0,36.0,27.0,69.0,10.0,31.0,9.0,13.0,0.0,55.0,62.0,32.0,6.0,6.0,0.0,0.0,17,031,829401
"Census Tract 7502, Cook County, Illinois",74.0,19.0,45.0,83.0,48.0,41.0,36.0,25.0,10.0,131.0,93.0,172.0,132.0,34.0,114.0,100.0,17,031,750200
"Census Tract 7503, Cook County, Illinois",15.0,20.0,39.0,35.0,55.0,4.0,52.0,15.0,52.0,68.0,21.0,189.0,107.0,74.0,134.0,48.0,17,031,750300
"Census Tract 7504, Cook County, Illinois",13.0,56.0,15.0,31.0,45.0,13.0,35.0,40.0,27.0,45.0,178.0,290.0,103.0,59.0,126.0,99.0,17,031,750400
"Census Tract 7705, Cook County, Illinois",43.0,140.0,70.0,59.0,162.0,14.0,30.0,51.0,54.0,214.0,101.0,102.0,61.0,26.0,0.0,0.0,17,031,770500
"Census Tract 8004, Cook County, Illinois",27.0,0.0,5.0,29.0,9.0,15.0,51.0,14.0,9.0,40.0,64.0,49.0,61.0,29.0,135.0,708.0,17,031,800400
"Census Tract 8016.07, Cook County, Illinois",50.0,62.0,25.0,95.0,92.0,35.0,47.0,118.0,91.0,132.0,87.0,230.0,201.0,254.0,150.0,336.0,17,031,801607
"Census Tract 102.01, Cook County, Illinois",230.0,215.0,181.0,260.0,86.0,99.0,162.0,164.0,80.0,184.0,264.0,233.0,110.0,41.0,94.0,103.0,17,031,010201
"Census Tract 1904.02, Cook County, Illinois",100.0,79.0,104.0,148.0,95.0,189.0,93.0,93.0,58.0,38.0,96.0,114.0,126.0,78.0,20.0,28.0,17,031,190402
"Census Tract 105.02, Cook County, Illinois",280.0,77.0,153.0,105.0,100.0,109.0,70.0,110.0,75.0,138.0,86.0,39.0,69.0,100.0,33.0,23.0,17,031,010502
"Census Tract 102.02, Cook County, Illinois",115.0,152.0,139.0,122.0,65.0,10.0,52.0,27.0,27.0,40.0,61.0,164.0,73.0,22.0,0.0,0.0,17,031,010202
"Census Tract 105.01, Cook County, Illinois",442.0,263.0,123.0,227.0,135.0,56.0,164.0,93.0,75.0,118.0,205.0,129.0,71.0,71.0,48.0,15.0,17,031,010501
"Census Tract 105.03, Cook County, Illinois",293.0,135.0,76.0,79.0,32.0,29.0,14.0,77.0,0.0,66.0,58.0,89.0,44.0,60.0,15.0,23.0,17,031,010503
"Census Tract 107.01, Cook County, Illinois",57.0,75.0,91.0,89.0,90.0,115.0,43.0,40.0,34.0,222.0,209.0,203.0,31.0,128.0,47.0,55.0,17,031,010701
"Census Tract 107.02, Cook County, Illinois",267.0,87.0,262.0,134.0,53.0,62.0,127.0,73.0,67.0,110.0,117.0,179.0,96.0,140.0,37.0,26.0,17,031,010702
"Census Tract 203.02, Cook County, Illinois",45.0,34.0,197.0,72.0,33.0,92.0,32.0,135.0,105.0,127.0,142.0,139.0,280.0,66.0,87.0,99.0,17,031,020302
"Census Tract 206.02, Cook County, Illinois",73.0,86.0,163.0,120.0,64.0,70.0,50.0,72.0,202.0,105.0,147.0,107.0,53.0,17.0,38.0,19.0,17,031,020602
"Census Tract 207.01, Cook County, Illinois",39.0,0.0,10.0,10.0,41.0,28.0,13.0,15.0,22.0,21.0,118.0,118.0,16.0,51.0,58.0,50.0,17,031,020701
"Census Tract 203.01, Cook County, Illinois",247.0,76.0,60.0,27.0,54.0,118.0,69.0,131.0,235.0,110.0,182.0,245.0,158.0,47.0,85.0,128.0,17,031,020301
"Census Tract 206.01, Cook County, Illinois",195.0,76.0,101.0,16.0,67.0,204.0,155.0,72.0,33.0,186.0,219.0,158.0,73.0,131.0,58.0,94.0,17,031,020601
"Census Tract 207.02, Cook County, Illinois",237.0,154.0,173.0,104.0,79.0,90.0,92.0,202.0,78.0,213.0,274.0,303.0,234.0,54.0,17.0,11.0,17,031,020702
"Census Tract 208.01, Cook County, Illinois",61.0,20.0,208.0,124.0,104.0,92.0,168.0,50.0,61.0,221.0,186.0,236.0,175.0,113.0,77.0,12.0,17,031,020801
"Census Tract 208.02, Cook County, Illinois",200.0,120.0,204.0,99.0,90.0,48.0,101.0,75.0,25.0,225.0,251.0,247.0,176.0,87.0,46.0,74.0,17,031,020802
"Census Tract 209.01, Cook County, Illinois",106.0,52.0,208.0,89.0,210.0,156.0,152.0,152.0,137.0,141.0,110.0,87.0,74.0,12.0,36.0,26.0,17,031,020901
"Census Tract 7004.01, Cook County, Illinois",74.0,39.0,56.0,62.0,93.0,89.0,97.0,39.0,123.0,148.0,138.0,406.0,167.0,110.0,151.0,23.0,17,031,700401
"Census Tract 7004.02, Cook County, Illinois",35.0,46.0,30.0,30.0,37.0,25.0,64.0,84.0,19.0,129.0,170.0,199.0,212.0,49.0,83.0,19.0,17,031,700402
"Census Tract 7005.01, Cook County, Illinois",134.0,31.0,68.0,85.0,135.0,75.0,70.0,70.0,130.0,237.0,288.0,446.0,304.0,319.0,39.0,63.0,17,031,700501
"Census Tract 7005.02, Cook County, Illinois",83.0,10.0,41.0,40.0,45.0,14.0,28.0,19.0,4.0,92.0,113.0,155.0,170.0,69.0,150.0,8.0,17,031,700502
"Census Tract 7302.01, Cook County, Illinois",185.0,164.0,204.0,245.0,233.0,319.0,121.0,106.0,100.0,282.0,37.0,118.0,111.0,33.0,0.0,39.0,17,031,730201
"Census Tract 7302.02, Cook County, Illinois",69.0,31.0,116.0,55.0,24.0,119.0,46.0,44.0,74.0,20.0,23.0,166.0,78.0,51.0,27.0,0.0,17,031,730202
"Census Tract 7608.01, Cook County, Illinois",64.0,169.0,79.0,309.0,113.0,99.0,66.0,197.0,61.0,104.0,333.0,350.0,30.0,32.0,59.0,30.0,17,031,760801
"Census Tract 4903, Cook County, Illinois",68.0,24.0,71.0,5.0,105.0,42.0,63.0,22.0,31.0,57.0,106.0,105.0,72.0,39.0,34.0,7.0,17,031,490300
"Census Tract 4907, Cook County, Illinois",109.0,103.0,62.0,65.0,26.0,54.0,68.0,31.0,25.0,87.0,97.0,125.0,33.0,16.0,9.0,0.0,17,031,490700
"Census Tract 5001, Cook County, Illinois",140.0,195.0,55.0,50.0,125.0,47.0,35.0,62.0,90.0,160.0,145.0,176.0,127.0,23.0,0.0,0.0,17,031,500100
"Census Tract 5204, Cook County, Illinois",101.0,27.0,57.0,75.0,103.0,77.0,37.0,116.0,85.0,70.0,113.0,163.0,124.0,10.0,33.0,0.0,17,031,520400
"Census Tract 8209.02, Cook County, Illinois",45.0,128.0,30.0,94.0,61.0,91.0,45.0,68.0,93.0,130.0,114.0,265.0,117.0,31.0,34.0,29.0,17,031,820902
"Census Tract 8210.01, Cook County, Illinois",108.0,50.0,82.0,95.0,56.0,61.0,76.0,57.0,62.0,85.0,217.0,337.0,111.0,41.0,124.0,9.0,17,031,821001
"Census Tract 8210.02, Cook County, Illinois",46.0,112.0,149.0,71.0,107.0,67.0,53.0,80.0,73.0,137.0,210.0,258.0,188.0,87.0,23.0,46.0,17,031,821002
"Census Tract 8222, Cook County, Illinois",8.0,55.0,11.0,83.0,41.0,93.0,15.0,74.0,47.0,91.0,186.0,245.0,172.0,52.0,61.0,29.0,17,031,822200
"Census Tract 8225, Cook County, Illinois",40.0,25.0,79.0,30.0,58.0,28.0,68.0,92.0,29.0,230.0,213.0,237.0,144.0,130.0,135.0,94.0,17,031,822500
"Census Tract 8228.01, Cook County, Illinois",38.0,46.0,48.0,82.0,62.0,72.0,113.0,113.0,130.0,108.0,178.0,142.0,104.0,134.0,54.0,40.0,17,031,822801
"Census Tract 8232, Cook County, Illinois",32.0,55.0,63.0,136.0,55.0,92.0,112.0,34.0,71.0,129.0,189.0,263.0,192.0,150.0,111.0,15.0,17,031,823200
"Census Tract 8236.03, Cook County, Illinois",101.0,23.0,64.0,33.0,36.0,57.0,29.0,66.0,11.0,57.0,60.0,37.0,11.0,17.0,0.0,16.0,17,031,823603
"Census Tract 8237.05, Cook County, Illinois",114.0,160.0,57.0,36.0,49.0,221.0,49.0,67.0,121.0,158.0,171.0,152.0,169.0,48.0,70.0,33.0,17,031,823705
"Census Tract 8241.07, Cook County, Illinois",75.0,118.0,105.0,164.0,42.0,157.0,94.0,79.0,42.0,141.0,200.0,450.0,359.0,148.0,183.0,240.0,17,031,824107
"Census Tract 8243, Cook County, Illinois",307.0,319.0,218.0,158.0,133.0,13.0,32.0,42.0,97.0,73.0,86.0,180.0,12.0,70.0,29.0,36.0,17,031,824300
"Census Tract 8255.04, Cook County, Illinois",112.0,37.0,12.0,43.0,72.0,79.0,28.0,104.0,52.0,113.0,147.0,108.0,146.0,8.0,115.0,19.0,17,031,825504
"Census Tract 8257, Cook County, Illinois",201.0,104.0,98.0,100.0,68.0,107.0,26.0,86.0,69.0,128.0,116.0,142.0,85.0,22.0,17.0,27.0,17,031,825700
"Census Tract 8258.03, Cook County, Illinois",299.0,339.0,161.0,69.0,213.0,140.0,122.0,58.0,74.0,170.0,274.0,216.0,157.0,84.0,20.0,19.0,17,031,825803
"Census Tract 8263.03, Cook County, Illinois",82.0,57.0,26.0,96.0,90.0,72.0,117.0,93.0,52.0,159.0,153.0,185.0,79.0,57.0,39.0,54.0,17,031,826303
"Census Tract 8273, Cook County, Illinois",361.0,35.0,51.0,95.0,56.0,41.0,25.0,63.0,12.0,50.0,59.0,47.0,59.0,34.0,36.0,0.0,17,031,827300
"Census Tract 8285.03, Cook County, Illinois",101.0,39.0,88.0,110.0,76.0,92.0,97.0,40.0,94.0,165.0,160.0,268.0,96.0,68.0,25.0,0.0,17,031,828503
"Census Tract 6404, Cook County, Illinois",35.0,16.0,53.0,63.0,31.0,44.0,40.0,20.0,31.0,99.0,131.0,321.0,183.0,77.0,31.0,57.0,17,031,640400
"Census Tract 6604, Cook County, Illinois",144.0,61.0,136.0,107.0,128.0,91.0,113.0,104.0,76.0,87.0,140.0,174.0,28.0,58.0,20.0,0.0,17,031,660400
"Census Tract 6608, Cook County, Illinois",234.0,161.0,134.0,124.0,109.0,122.0,185.0,109.0,0.0,158.0,148.0,224.0,63.0,15.0,7.0,9.0,17,031,660800
"Census Tract 6713, Cook County, Illinois",48.0,24.0,71.0,82.0,55.0,76.0,26.0,5.0,44.0,42.0,25.0,87.0,60.0,0.0,0.0,0.0,17,031,671300
"Census Tract 8253.02, Cook County, Illinois",29.0,97.0,83.0,66.0,30.0,91.0,106.0,145.0,117.0,222.0,251.0,242.0,242.0,177.0,213.0,28.0,17,031,825302
"Census Tract 8265, Cook County, Illinois",289.0,99.0,196.0,58.0,97.0,125.0,43.0,137.0,112.0,178.0,178.0,242.0,107.0,39.0,31.0,41.0,17,031,826500
"Census Tract 8267, Cook County, Illinois",441.0,121.0,49.0,77.0,173.0,206.0,68.0,65.0,22.0,276.0,171.0,216.0,139.0,40.0,0.0,8.0,17,031,826700
"Census Tract 8271, Cook County, Illinois",214.0,75.0,88.0,41.0,162.0,69.0,0.0,18.0,36.0,61.0,147.0,35.0,4.0,10.0,0.0,0.0,17,031,827100
"Census Tract 8280, Cook County, Illinois",193.0,50.0,90.0,111.0,178.0,124.0,155.0,85.0,165.0,173.0,169.0,232.0,137.0,43.0,68.0,75.0,17,031,828000
"Census Tract 8282.02, Cook County, Illinois",157.0,149.0,154.0,109.0,53.0,107.0,61.0,156.0,30.0,190.0,86.0,239.0,253.0,27.0,81.0,48.0,17,031,828202
"Census Tract 8293.02, Cook County, Illinois",267.0,70.0,34.0,106.0,61.0,90.0,59.0,17.0,85.0,86.0,99.0,66.0,85.0,27.0,20.0,0.0,17,031,829302
"Census Tract 3009, Cook County, Illinois",141.0,193.0,71.0,167.0,101.0,63.0,107.0,0.0,77.0,97.0,0.0,76.0,49.0,13.0,0.0,11.0,17,031,300900
"Census Tract 3012, Cook County, Illinois",117.0,74.0,111.0,120.0,50.0,92.0,84.0,76.0,34.0,99.0,94.0,21.0,27.0,0.0,0.0,0.0,17,031,301200
"Census Tract 311, Cook County, Illinois",170.0,142.0,102.0,63.0,122.0,34.0,163.0,65.0,156.0,74.0,206.0,240.0,255.0,160.0,182.0,154.0,17,031,031100
"Census Tract 501, Cook County, Illinois",36.0,19.0,48.0,40.0,86.0,18.0,26.0,27.0,32.0,52.0,182.0,187.0,148.0,59.0,85.0,86.0,17,031,050100
"Census Tract 507, Cook County, Illinois",0.0,4.0,0.0,7.0,6.0,14.0,15.0,34.0,4.0,51.0,69.0,69.0,73.0,104.0,98.0,160.0,17,031,050700
