NAME,B01001_026E,state,county,tract
"Census Tract 2407, Cook County, Illinois",680.0,17,031,240700
"Census Tract 8221.02, Cook County, Illinois",2681.0,17,031,822102
"Census Tract 2226, Cook County, Illinois",732.0,17,031,222600
"Census Tract 2308, Cook County, Illinois",648.0,17,031,230800
"Census Tract 202, Cook County, Illinois",3471.0,17,031,020200
"Census Tract 317, Cook County, Illinois",2831.0,17,031,031700
"Census Tract 313, Cook County, Illinois",3697.0,17,031,031300
"Census Tract 8147, Cook County, Illinois",3381.0,17,031,814700
"Census Tract 201, Cook County, Illinois",2317.0,17,031,020100
"Census Tract 8361, Cook County, Illinois",1081.0,17,031,836100
"Census Tract 8362, Cook County, Illinois",779.0,17,031,836200
"Census Tract 8100, Cook County, Illinois",2724.0,17,031,810000
"Census Tract 8102, Cook County, Illinois",3321.0,17,031,810200
"Census Tract 8110, Cook County, Illinois",2190.0,17,031,811000
"Census Tract 8438, Cook County, Illinois",1005.0,17,031,843800
"Census Tract 8439, Cook County, Illinois",2098.0,17,031,843900
"Census Tract 9801, Cook County, Illinois",0.0,17,031,980100
"Census Tract 9800, Cook County, Illinois",0.0,17,031,980000
"Census Tract 9900, Cook County, Illinois",0.0,17,031,990000
"Census Tract 301.02, Cook County, Illinois",1542.0,17,031,030102
"Census Tract 301.03, Cook County, Illinois",1220.0,17,031,030103
"Census Tract 301.01, Cook County, Illinois",1932.0,17,031,030101
"Census Tract 301.04, Cook County, Illinois",1963.0,17,031,030104
"Census Tract 306.01, Cook County, Illinois",1484.0,17,031,030601
"Census Tract 306.03, Cook County, Illinois",1032.0,17,031,030603
"Census Tract 306.04, Cook County, Illinois",1496.0,17,031,030604
"Census Tract 307.01, Cook County, Illinois",704.0,17,031,030701
"Census Tract 307.02, Cook County, Illinois",715.0,17,031,030702
"Census Tract 307.03, Cook County, Illinois",1437.0,17,031,030703
"Census Tract 7706.01, Cook County, Illinois",1552.0,17,031,770601
"Census Tract 7706.02, Cook County, Illinois",2225.0,17,031,770602
"Census Tract 7709.01, Cook County, Illinois",2731.0,17,031,770901
"Census Tract 7709.02, Cook County, Illinois",1933.0,17,031,770902
"Census Tract 8020.03, Cook County, Illinois",1212.0,17,031,802003
"Census Tract 8020.04, Cook County, Illinois",3214.0,17,031,802004
"Census Tract 8237.02, Cook County, Illinois",3398.0,17,031,823702
"Census Tract 8250, Cook County, Illinois",2373.0,17,031,825000
"Census Tract 8262.01, Cook County, Illinois",2355.0,17,031,826201
"Census Tract 8263.01, Cook County, Illinois",2379.0,17,031,826301
"Census Tract 8272, Cook County, Illinois",2230.0,17,031,827200
"Census Tract 8278.02, Cook County, Illinois",1684.0,17,031,827802
"Census Tract 8285.04, Cook County, Illinois",3057.0,17,031,828504
"Census Tract 8288.01, Cook County, Illinois",2587.0,17,031,828801
"Census Tract 8292, Cook County, Illinois",2978.0,17,031,829200
"Census Tract 8293.01, Cook County, Illinois",2144.0,17,031,829301
"Census Tract 3404, Cook County, Illinois",823.0,17,031,340400
"Census Tract 3602, Cook County, Illinois",941.0,17,031,360200
"Census Tract 1908, Cook County, Illinois",3654.0,17,031,190800
"Census Tract 1912, Cook County, Illinois",2201.0,17,031,191200
"Census Tract 2101, Cook County, Illinois",1703.0,17,031,210100
"Census Tract 2204, Cook County, Illinois",1344.0,17,031,220400
"Census Tract 2408, Cook County, Illinois",964.0,17,031,240800
"Census Tract 2430, Cook County, Illinois",1157.0,17,031,243000
"Census Tract 2508, Cook County, Illinois",1389.0,17,031,250800
"Census Tract 2517, Cook County, Illinois",930.0,17,031,251700
"Census Tract 8184.01, Cook County, Illinois",1704.0,17,031,818401
"Census Tract 8165, Cook County, Illinois",2182.0,17,031,816500
"Census Tract 4206, Cook County, Illinois",1122.0,17,031,420600
"Census Tract 4408, Cook County, Illinois",898.0,17,031,440800
"Census Tract 4602, Cook County, Illinois",1310.0,17,031,460200
"Census Tract 1906.02, Cook County, Illinois",2487.0,17,031,190602
"Census Tract 1907.01, Cook County, Illinois",1673.0,17,031,190701
"Census Tract 1907.02, Cook County, Illinois",2591.0,17,031,190702
"Census Tract 1913.01, Cook County, Illinois",2611.0,17,031,191301
"Census Tract 1913.02, Cook County, Illinois",2468.0,17,031,191302
"Census Tract 2004.01, Cook County, Illinois",1862.0,17,031,200401
"Census Tract 2004.02, Cook County, Illinois",1956.0,17,031,200402
"Census Tract 2105.01, Cook County, Illinois",2294.0,17,031,210501
"Census Tract 2105.02, Cook County, Illinois",2685.0,17,031,210502
"Census Tract 2106.01, Cook County, Illinois",1506.0,17,031,210601
"Census Tract 2106.02, Cook County, Illinois",2090.0,17,031,210602
"Census Tract 2206.01, Cook County, Illinois",874.0,17,031,220601
"Census Tract 2206.02, Cook County, Illinois",2550.0,17,031,220602
"Census Tract 2207.01, Cook County, Illinois",1689.0,17,031,220701
"Census Tract 2207.02, Cook County, Illinois",2037.0,17,031,220702
"Census Tract 2209.01, Cook County, Illinois",1724.0,17,031,220901
"Census Tract 2209.02, Cook County, Illinois",1712.0,17,031,220902
"Census Tract 2521.01, Cook County, Illinois",1023.0,17,031,252101
"Census Tract 2521.02, Cook County, Illinois",3450.0,17,031,252102
"Census Tract 2522.01, Cook County, Illinois",1723.0,17,031,252201
"Census Tract 2522.02, Cook County, Illinois",2605.0,17,031,252202
"Census Tract 8236.04, Cook County, Illinois",1923.0,17,031,823604
"Census Tract 8233.03, Cook County, Illinois",2524.0,17,031,823303
"Census Tract 4205, Cook County, Illinois",1211.0,17,031,420500
"Census Tract 4304, Cook County, Illinois",1779.0,17,031,430400
"Census Tract 4306, Cook County, Illinois",980.0,17,031,430600
"Census Tract 4409, Cook County, Illinois",1479.0,17,031,440900
"Census Tract 4601, Cook County, Illinois",1849.0,17,031,460100
"Census Tract 4805, Cook County, Illinois",1608.0,17,031,480500
"Census Tract 2831, Cook County, Illinois",1519.0,17,031,283100
"Census Tract 3007, Cook County, Illinois",2254.0,17,031,300700
"Census Tract 3008, Cook County, Illinois",2022.0,17,031,300800
"Census Tract 3406, Cook County, Illinois",660.0,17,031,340600
"Census Tract 3403, Cook County, Illinois",881.0,17,031,340300
"Census Tract 3510, Cook County, Illinois",2532.0,17,031,351000
"Census Tract 8143, Cook County, Illinois",2418.0,17,031,814300
"Census Tract 8159, Cook County, Illinois",2334.0,17,031,815900
"Census Tract 8087.02, Cook County, Illinois",2916.0,17,031,808702
"Census Tract 6606, Cook County, Illinois",3305.0,17,031,660600
"Census Tract 6701, Cook County, Illinois",908.0,17,031,670100
"Census Tract 6708, Cook County, Illinois",970.0,17,031,670800
"Census Tract 6711, Cook County, Illinois",846.0,17,031,671100
"Census Tract 6712, Cook County, Illinois",649.0,17,031,671200
"Census Tract 6714, Cook County, Illinois",934.0,17,031,671400
"Census Tract 6715, Cook County, Illinois",1668.0,17,031,671500
"Census Tract 6716, Cook County, Illinois",1254.0,17,031,671600
"Census Tract 6720, Cook County, Illinois",1795.0,17,031,672000
"Census Tract 8074, Cook County, Illinois",3455.0,17,031,807400
"Census Tract 8076, Cook County, Illinois",3278.0,17,031,807600
"Census Tract 8239.03, Cook County, Illinois",2568.0,17,031,823903
"Census Tract 2429, Cook County, Illinois",764.0,17,031,242900
"Census Tract 5704, Cook County, Illinois",972.0,17,031,570400
"Census Tract 8223.02, Cook County, Illinois",2453.0,17,031,822302
"Census Tract 8256, Cook County, Illinois",2989.0,17,031,825600
"Census Tract 8284.01, Cook County, Illinois",1796.0,17,031,828401
"Census Tract 8279.01, Cook County, Illinois",1309.0,17,031,827901
"Census Tract 811, Cook County, Illinois",1941.0,17,031,081100
"Census Tract 1103, Cook County, Illinois",2604.0,17,031,110300
"Census Tract 1902, Cook County, Illinois",2851.0,17,031,190200
"Census Tract 2213, Cook County, Illinois",1312.0,17,031,221300
"Census Tract 2512, Cook County, Illinois",2123.0,17,031,251200
"Census Tract 2828, Cook County, Illinois",800.0,17,031,282800
"Census Tract 2606, Cook County, Illinois",1391.0,17,031,260600
"Census Tract 7107, Cook County, Illinois",1558.0,17,031,710700
"Census Tract 7109, Cook County, Illinois",1390.0,17,031,710900
"Census Tract 7114, Cook County, Illinois",1156.0,17,031,711400
"Census Tract 7203, Cook County, Illinois",1920.0,17,031,720300
"Census Tract 7303, Cook County, Illinois",539.0,17,031,730300
