NAME,B03001_002E,B03001_003E,state,county,tract
"Census Tract 8398, Cook County, Illinois",2202.0,536.0,17,031,839800
"Census Tract 8399, Cook County, Illinois",3194.0,1258.0,17,031,839900
"Census Tract 8400, Cook County, Illinois",2188.0,606.0,17,031,840000
"Census Tract 3009, Cook County, Illinois",234.0,3989.0,17,031,300900
"Census Tract 3012, Cook County, Illinois",526.0,3891.0,17,031,301200
"Census Tract 311, Cook County, Illinois",4060.0,660.0,17,031,031100
"Census Tract 501, Cook County, Illinois",2563.0,173.0,17,031,050100
"Census Tract 507, Cook County, Illinois",1677.0,65.0,17,031,050700
"Census Tract 621, Cook County, Illinois",3507.0,215.0,17,031,062100
"Census Tract 6201, Cook County, Illinois",728.0,4057.0,17,031,620100
"Census Tract 6308, Cook County, Illinois",500.0,6281.0,17,031,630800
"Census Tract 6407, Cook County, Illinois",1202.0,2183.0,17,031,640700
"Census Tract 6501, Cook County, Illinois",869.0,3520.0,17,031,650100
"Census Tract 6705, Cook County, Illinois",666.0,256.0,17,031,670500
"Census Tract 6719, Cook County, Illinois",983.0,142.0,17,031,671900
"Census Tract 6814, Cook County, Illinois",2343.0,64.0,17,031,681400
"Census Tract 6909, Cook County, Illinois",4259.0,14.0,17,031,690900
"Census Tract 6914, Cook County, Illinois",3134.0,26.0,17,031,691400
"Census Tract 7105, Cook County, Illinois",4229.0,107.0,17,031,710500
"Census Tract 7111, Cook County, Illinois",2290.0,61.0,17,031,711100
"Census Tract 7112, Cook County, Illinois",4896.0,53.0,17,031,711200
"Census Tract 7307, Cook County, Illinois",2423.0,21.0,17,031,730700
"Census Tract 7704, Cook County, Illinois",3340.0,1163.0,17,031,770400
"Census Tract 8023, Cook County, Illinois",5329.0,184.0,17,031,802300
"Census Tract 8027.01, Cook County, Illinois",5585.0,1326.0,17,031,802701
"Census Tract 8028.02, Cook County, Illinois",5867.0,711.0,17,031,802802
"Census Tract 8095, Cook County, Illinois",3731.0,388.0,17,031,809500
"Census Tract 2909, Cook County, Illinois",3857.0,0.0,17,031,290900
"Census Tract 3104, Cook County, Illinois",691.0,595.0,17,031,310400
"Census Tract 3106, Cook County, Illinois",1791.0,2764.0,17,031,310600
"Census Tract 5701, Cook County, Illinois",340.0,940.0,17,031,570100
"Census Tract 5808, Cook County, Illinois",70.0,2191.0,17,031,580800
"Census Tract 6110, Cook County, Illinois",580.0,243.0,17,031,611000
"Census Tract 8264.01, Cook County, Illinois",3944.0,46.0,17,031,826401
"Census Tract 8269.01, Cook County, Illinois",1306.0,516.0,17,031,826901
"Census Tract 8270, Cook County, Illinois",3702.0,293.0,17,031,827000
"Census Tract 8283, Cook County, Illinois",2838.0,365.0,17,031,828300
"Census Tract 7403, Cook County, Illinois",4483.0,466.0,17,031,740300
"Census Tract 5306, Cook County, Illinois",2393.0,10.0,17,031,530600
"Census Tract 8046.07, Cook County, Illinois",6834.0,405.0,17,031,804607
"Census Tract 8047.09, Cook County, Illinois",4426.0,1577.0,17,031,804709
"Census Tract 8050.01, Cook County, Illinois",4593.0,325.0,17,031,805001
"Census Tract 8051.10, Cook County, Illinois",4331.0,131.0,17,031,805110
"Census Tract 8052.01, Cook County, Illinois",3555.0,408.0,17,031,805201
"Census Tract 8052.02, Cook County, Illinois",4200.0,176.0,17,031,805202
"Census Tract 8302.02, Cook County, Illinois",3239.0,324.0,17,031,830202
"Census Tract 8284.02, Cook County, Illinois",3409.0,390.0,17,031,828402
"Census Tract 8286.01, Cook County, Illinois",3652.0,374.0,17,031,828601
"Census Tract 8300.03, Cook County, Illinois",7917.0,23.0,17,031,830003
"Census Tract 8301, Cook County, Illinois",3368.0,31.0,17,031,830100
"Census Tract 8303, Cook County, Illinois",4451.0,22.0,17,031,830300
"Census Tract 6403, Cook County, Illinois",3141.0,3514.0,17,031,640300
"Census Tract 6505, Cook County, Illinois",1257.0,3362.0,17,031,650500
"Census Tract 6704, Cook County, Illinois",1302.0,387.0,17,031,670400
"Census Tract 6809, Cook County, Illinois",3284.0,18.0,17,031,680900
"Census Tract 6811, Cook County, Illinois",2365.0,230.0,17,031,681100
"Census Tract 6813, Cook County, Illinois",2411.0,7.0,17,031,681300
"Census Tract 6904, Cook County, Illinois",2914.0,25.0,17,031,690400
"Census Tract 7002, Cook County, Illinois",1910.0,4611.0,17,031,700200
"Census Tract 7115, Cook County, Illinois",2491.0,12.0,17,031,711500
"Census Tract 7306, Cook County, Illinois",3745.0,13.0,17,031,730600
"Census Tract 7402, Cook County, Illinois",5987.0,653.0,17,031,740200
"Census Tract 7501, Cook County, Illinois",3605.0,138.0,17,031,750100
"Census Tract 8236.05, Cook County, Illinois",3966.0,244.0,17,031,823605
"Census Tract 8238.03, Cook County, Illinois",6046.0,464.0,17,031,823803
"Census Tract 8245.06, Cook County, Illinois",6215.0,682.0,17,031,824506
"Census Tract 8329, Cook County, Illinois",2043.0,39.0,17,031,832900
"Census Tract 8330, Cook County, Illinois",4299.0,181.0,17,031,833000
"Census Tract 8331, Cook County, Illinois",7078.0,358.0,17,031,833100
"Census Tract 8333, Cook County, Illinois",2478.0,250.0,17,031,833300
"Census Tract 8190, Cook County, Illinois",4465.0,108.0,17,031,819000
"Census Tract 8193, Cook County, Illinois",1908.0,786.0,17,031,819300
"Census Tract 8204, Cook County, Illinois",1234.0,4409.0,17,031,820400
"Census Tract 8208, Cook County, Illinois",1633.0,2249.0,17,031,820800
"Census Tract 1701, Cook County, Illinois",1737.0,194.0,17,031,170100
"Census Tract 1707, Cook County, Illinois",2471.0,824.0,17,031,170700
"Census Tract 1901, Cook County, Illinois",327.0,2126.0,17,031,190100
"Census Tract 2205, Cook County, Illinois",1903.0,600.0,17,031,220500
"Census Tract 2227, Cook County, Illinois",1161.0,1403.0,17,031,222700
"Census Tract 2312, Cook County, Illinois",4295.0,2209.0,17,031,231200
"Census Tract 2315, Cook County, Illinois",4674.0,912.0,17,031,231500
"Census Tract 2405, Cook County, Illinois",2261.0,164.0,17,031,240500
"Census Tract 2409, Cook County, Illinois",518.0,463.0,17,031,240900
"Census Tract 2422, Cook County, Illinois",3144.0,526.0,17,031,242200
"Census Tract 2435, Cook County, Illinois",3417.0,184.0,17,031,243500
"Census Tract 2505, Cook County, Illinois",5281.0,1961.0,17,031,250500
"Census Tract 2510, Cook County, Illinois",812.0,210.0,17,031,251000
"Census Tract 1909, Cook County, Illinois",251.0,1984.0,17,031,190900
"Census Tract 2003, Cook County, Illinois",218.0,1701.0,17,031,200300
"Census Tract 1101, Cook County, Illinois",4248.0,1266.0,17,031,110100
"Census Tract 1102, Cook County, Illinois",2463.0,632.0,17,031,110200
"Census Tract 8106, Cook County, Illinois",3542.0,844.0,17,031,810600
"Census Tract 8109, Cook County, Illinois",4254.0,2121.0,17,031,810900
"Census Tract 8113.01, Cook County, Illinois",1409.0,3101.0,17,031,811301
"Census Tract 8113.02, Cook County, Illinois",787.0,3367.0,17,031,811302
"Census Tract 8121, Cook County, Illinois",4502.0,219.0,17,031,812100
"Census Tract 8135, Cook County, Illinois",788.0,5646.0,17,031,813500
"Census Tract 8136, Cook County, Illinois",257.0,5165.0,17,031,813600
"Census Tract 8296, Cook County, Illinois",2074.0,773.0,17,031,829600
"Census Tract 8297, Cook County, Illinois",3873.0,374.0,17,031,829700
"Census Tract 8298, Cook County, Illinois",5982.0,238.0,17,031,829800
"Census Tract 8304, Cook County, Illinois",3934.0,401.0,17,031,830400
"Census Tract 8007, Cook County, Illinois",4704.0,75.0,17,031,800700
"Census Tract 8025.03, Cook County, Illinois",5691.0,611.0,17,031,802503
"Census Tract 8017.01, Cook County, Illinois",3792.0,98.0,17,031,801701
"Census Tract 8019.02, Cook County, Illinois",3431.0,43.0,17,031,801902
"Census Tract 8086, Cook County, Illinois",2008.0,72.0,17,031,808600
"Census Tract 3105, Cook County, Illinois",337.0,1154.0,17,031,310500
"Census Tract 3109, Cook County, Illinois",894.0,4321.0,17,031,310900
"Census Tract 8438, Cook County, Illinois",1414.0,106.0,17,031,843800
"Census Tract 8439, Cook County, Illinois",3392.0,38.0,17,031,843900
"Census Tract 9801, Cook County, Illinois",0.0,0.0,17,031,980100
"Census Tract 9800, Cook County, Illinois",0.0,0.0,17,031,980000
"Census Tract 9900, Cook County, Illinois",0.0,0.0,17,031,990000
"Census Tract 8077, Cook County, Illinois",4454.0,774.0,17,031,807700
"Census Tract 3904, Cook County, Illinois",2524.0,58.0,17,031,390400
"Census Tract 4201, Cook County, Illinois",1524.0,24.0,17,031,420100
"Census Tract 4204, Cook County, Illinois",1033.0,109.0,17,031,420400
"Census Tract 4312, Cook County, Illinois",2687.0,9.0,17,031,431200
"Census Tract 4605, Cook County, Illinois",5864.0,25.0,17,031,460500
"Census Tract 4802, Cook County, Illinois",1136.0,10.0,17,031,480200
"Census Tract 4905, Cook County, Illinois",2013.0,28.0,17,031,490500
"Census Tract 4906, Cook County, Illinois",1464.0,0.0,17,031,490600
"Census Tract 4908, Cook County, Illinois",3994.0,12.0,17,031,490800
"Census Tract 5002, Cook County, Illinois",2106.0,0.0,17,031,500200
"Census Tract 8339, Cook County, Illinois",1523.0,1127.0,17,031,833900
"Census Tract 8340, Cook County, Illinois",3104.0,0.0,17,031,834000
"Census Tract 8342, Cook County, Illinois",4903.0,11.0,17,031,834200
"Census Tract 8343, Cook County, Illinois",5971.0,9.0,17,031,834300
"Census Tract 8344, Cook County, Illinois",4364.0,73.0,17,031,834400
"Census Tract 8345, Cook County, Illinois",1105.0,0.0,17,031,834500
"Census Tract 8346, Cook County, Illinois",1536.0,145.0,17,031,834600
"Census Tract 8347, Cook County, Illinois",1247.0,11.0,17,031,834700
"Census Tract 8348, Cook County, Illinois",1466.0,123.0,17,031,834800
"Census Tract 8349, Cook County, Illinois",1441.0,2.0,17,031,834900
"Census Tract 8350, Cook County, Illinois",3044.0,2541.0,17,031,835000
"Census Tract 8351, Cook County, Illinois",965.0,4082.0,17,031,835100
"Census Tract 8352, Cook County, Illinois",690.0,1303.0,17,031,835200
"Census Tract 8355, Cook County, Illinois",1405.0,29.0,17,031,835500
"Census Tract 8356, Cook County, Illinois",806.0,90.0,17,031,835600
"Census Tract 8357, Cook County, Illinois",434.0,0.0,17,031,835700
"Census Tract 8358, Cook County, Illinois",1691.0,53.0,17,031,835800
"Census Tract 8359, Cook County, Illinois",3018.0,94.0,17,031,835900
"Census Tract 8360, Cook County, Illinois",2776.0,48.0,17,031,836000
"Census Tract 3108, Cook County, Illinois",962.0,3459.0,17,031,310800
"Census Tract 3302, Cook County, Illinois",3544.0,55.0,17,031,330200
"Census Tract 3405, Cook County, Illinois",1346.0,245.0,17,031,340500
"Census Tract 3515, Cook County, Illinois",700.0,31.0,17,031,351500
"Census Tract 3903, Cook County, Illinois",2896.0,84.0,17,031,390300
"Census Tract 3204, Cook County, Illinois",2867.0,283.0,17,031,320400
"Census Tract 205, Cook County, Illinois",5067.0,1708.0,17,031,020500
"Census Tract 318, Cook County, Illinois",1652.0,237.0,17,031,031800
"Census Tract 7503, Cook County, Illinois",2421.0,105.0,17,031,750300
"Census Tract 7504, Cook County, Illinois",2874.0,222.0,17,031,750400
"Census Tract 7705, Cook County, Illinois",662.0,3368.0,17,031,770500
"Census Tract 8004, Cook County, Illinois",3546.0,91.0,17,031,800400
"Census Tract 8016.07, Cook County, Illinois",5035.0,169.0,17,031,801607
"Census Tract 301.03, Cook County, Illinois",1996.0,246.0,17,031,030103
"Census Tract 301.01, Cook County, Illinois",3196.0,715.0,17,031,030101
"Census Tract 301.04, Cook County, Illinois",3112.0,299.0,17,031,030104
"Census Tract 306.01, Cook County, Illinois",2852.0,501.0,17,031,030601
"Census Tract 306.03, Cook County, Illinois",1878.0,532.0,17,031,030603
"Census Tract 306.04, Cook County, Illinois",3541.0,222.0,17,031,030604
"Census Tract 307.01, Cook County, Illinois",1417.0,208.0,17,031,030701
"Census Tract 307.02, Cook County, Illinois",2095.0,116.0,17,031,030702
"Census Tract 307.03, Cook County, Illinois",2474.0,473.0,17,031,030703
"Census Tract 307.06, Cook County, Illinois",2652.0,193.0,17,031,030706
"Census Tract 402.01, Cook County, Illinois",5134.0,1680.0,17,031,040201
"Census Tract 402.02, Cook County, Illinois",5764.0,1870.0,17,031,040202
"Census Tract 404.01, Cook County, Illinois",2487.0,763.0,17,031,040401
"Census Tract 619.01, Cook County, Illinois",3198.0,294.0,17,031,061901
"Census Tract 619.02, Cook County, Illinois",4596.0,163.0,17,031,061902
"Census Tract 315.01, Cook County, Illinois",3834.0,640.0,17,031,031501
"Census Tract 315.02, Cook County, Illinois",3620.0,1008.0,17,031,031502
"Census Tract 404.02, Cook County, Illinois",4581.0,573.0,17,031,040402
"Census Tract 701.01, Cook County, Illinois",3541.0,344.0,17,031,070101
"Census Tract 633.01, Cook County, Illinois",2526.0,209.0,17,031,063301
"Census Tract 633.03, Cook County, Illinois",1221.0,22.0,17,031,063303
"Census Tract 633.02, Cook County, Illinois",3661.0,306.0,17,031,063302
"Census Tract 8074, Cook County, Illinois",5923.0,1039.0,17,031,807400
"Census Tract 8076, Cook County, Illinois",5560.0,668.0,17,031,807600
"Census Tract 8079, Cook County, Illinois",3768.0,325.0,17,031,807900
"Census Tract 8080.01, Cook County, Illinois",3368.0,325.0,17,031,808001
"Census Tract 8081, Cook County, Illinois",3568.0,118.0,17,031,808100
"Census Tract 8186, Cook County, Illinois",4300.0,658.0,17,031,818600
"Census Tract 8197, Cook County, Illinois",5527.0,129.0,17,031,819700
"Census Tract 8198.02, Cook County, Illinois",2459.0,127.0,17,031,819802
"Census Tract 8201.03, Cook County, Illinois",3248.0,1038.0,17,031,820103
"Census Tract 8207, Cook County, Illinois",2577.0,4102.0,17,031,820700
"Census Tract 8227.01, Cook County, Illinois",3188.0,1336.0,17,031,822701
"Census Tract 8230.01, Cook County, Illinois",5263.0,1233.0,17,031,823001
"Census Tract 8230.02, Cook County, Illinois",5420.0,561.0,17,031,823002
"Census Tract 8231.01, Cook County, Illinois",3976.0,404.0,17,031,823101
"Census Tract 8233.02, Cook County, Illinois",4871.0,916.0,17,031,823302
"Census Tract 8237.03, Cook County, Illinois",6846.0,1796.0,17,031,823703
"Census Tract 8237.04, Cook County, Illinois",3419.0,503.0,17,031,823704
"Census Tract 4008, Cook County, Illinois",2414.0,38.0,17,031,400800
"Census Tract 4108, Cook County, Illinois",2721.0,177.0,17,031,410800
"Census Tract 4203, Cook County, Illinois",2539.0,229.0,17,031,420300
"Census Tract 4302, Cook County, Illinois",4588.0,275.0,17,031,430200
"Census Tract 4305, Cook County, Illinois",3429.0,52.0,17,031,430500
"Census Tract 4314, Cook County, Illinois",6826.0,98.0,17,031,431400
"Census Tract 4407, Cook County, Illinois",1469.0,0.0,17,031,440700
"Census Tract 4701, Cook County, Illinois",1967.0,39.0,17,031,470100
"Census Tract 4801, Cook County, Illinois",2168.0,7.0,17,031,480100
"Census Tract 4911, Cook County, Illinois",4147.0,109.0,17,031,491100
"Census Tract 4913, Cook County, Illinois",2318.0,9.0,17,031,491300
"Census Tract 5101, Cook County, Illinois",661.0,2664.0,17,031,510100
"Census Tract 5201, Cook County, Illinois",238.0,1763.0,17,031,520100
"Census Tract 5301, Cook County, Illinois",942.0,1321.0,17,031,530100
"Census Tract 5302, Cook County, Illinois",4390.0,0.0,17,031,530200
"Census Tract 5601, Cook County, Illinois",489.0,1012.0,17,031,560100
"Census Tract 5801, Cook County, Illinois",1048.0,1650.0,17,031,580100
"Census Tract 5806, Cook County, Illinois",1040.0,4139.0,17,031,580600
"Census Tract 5905, Cook County, Illinois",942.0,923.0,17,031,590500
"Census Tract 6004, Cook County, Illinois",3736.0,452.0,17,031,600400
"Census Tract 8164.01, Cook County, Illinois",663.0,4523.0,17,031,816401
"Census Tract 8168, Cook County, Illinois",3357.0,1920.0,17,031,816800
"Census Tract 8169, Cook County, Illinois",4368.0,1674.0,17,031,816900
"Census Tract 3511, Cook County, Illinois",2398.0,20.0,17,031,351100
"Census Tract 3802, Cook County, Illinois",1540.0,16.0,17,031,380200
"Census Tract 3819, Cook County, Illinois",1110.0,19.0,17,031,381900
"Census Tract 4610, Cook County, Illinois",842.0,446.0,17,031,461000
"Census Tract 4803, Cook County, Illinois",1081.0,28.0,17,031,480300
"Census Tract 510, Cook County, Illinois",1329.0,500.0,17,031,051000
"Census Tract 514, Cook County, Illinois",1785.0,288.0,17,031,051400
"Census Tract 608, Cook County, Illinois",4578.0,459.0,17,031,060800
"Census Tract 626, Cook County, Illinois",2171.0,271.0,17,031,062600
"Census Tract 710, Cook County, Illinois",4358.0,276.0,17,031,071000
"Census Tract 901, Cook County, Illinois",3109.0,400.0,17,031,090100
"Census Tract 1506, Cook County, Illinois",2437.0,1626.0,17,031,150600
"Census Tract 8151, Cook County, Illinois",991.0,3516.0,17,031,815100
"Census Tract 8181, Cook County, Illinois",1737.0,592.0,17,031,818100
"Census Tract 1611, Cook County, Illinois",1671.0,367.0,17,031,161100
"Census Tract 1612, Cook County, Illinois",1139.0,1982.0,17,031,161200
"Census Tract 1702, Cook County, Illinois",2439.0,1315.0,17,031,170200
"Census Tract 2210, Cook County, Illinois",1186.0,1585.0,17,031,221000
"Census Tract 2302, Cook County, Illinois",880.0,1378.0,17,031,230200
"Census Tract 2305, Cook County, Illinois",352.0,2975.0,17,031,230500
"Census Tract 2412, Cook County, Illinois",1504.0,316.0,17,031,241200
"Census Tract 2428, Cook County, Illinois",1207.0,414.0,17,031,242800
"Census Tract 2432, Cook County, Illinois",1474.0,665.0,17,031,243200
"Census Tract 2603, Cook County, Illinois",1542.0,126.0,17,031,260300
"Census Tract 2604, Cook County, Illinois",1174.0,0.0,17,031,260400
"Census Tract 2610, Cook County, Illinois",2172.0,104.0,17,031,261000
"Census Tract 2705, Cook County, Illinois",1194.0,77.0,17,031,270500
"Census Tract 2715, Cook County, Illinois",1518.0,9.0,17,031,271500
"Census Tract 321, Cook County, Illinois",5901.0,1205.0,17,031,032100
"Census Tract 401, Cook County, Illinois",3090.0,1049.0,17,031,040100
"Census Tract 503, Cook County, Illinois",2065.0,418.0,17,031,050300
"Census Tract 512, Cook County, Illinois",1439.0,107.0,17,031,051200
"Census Tract 618, Cook County, Illinois",1225.0,190.0,17,031,061800
"Census Tract 623, Cook County, Illinois",1539.0,56.0,17,031,062300
"Census Tract 704, Cook County, Illinois",3058.0,93.0,17,031,070400
"Census Tract 706, Cook County, Illinois",3143.0,153.0,17,031,070600
"Census Tract 713, Cook County, Illinois",4115.0,193.0,17,031,071300
"Census Tract 803, Cook County, Illinois",4600.0,311.0,17,031,080300
"Census Tract 816, Cook County, Illinois",3875.0,165.0,17,031,081600
"Census Tract 818, Cook County, Illinois",9747.0,551.0,17,031,081800
"Census Tract 819, Cook County, Illinois",1004.0,22.0,17,031,081900
"Census Tract 701.02, Cook County, Illinois",2618.0,300.0,17,031,070102
"Census Tract 8238.01, Cook County, Illinois",5017.0,513.0,17,031,823801
"Census Tract 8241.05, Cook County, Illinois",6123.0,563.0,17,031,824105
"Census Tract 8245.03, Cook County, Illinois",6476.0,571.0,17,031,824503
"Census Tract 4004, Cook County, Illinois",2084.0,0.0,17,031,400400
"Census Tract 4208, Cook County, Illinois",2344.0,33.0,17,031,420800
"Census Tract 8055.01, Cook County, Illinois",3412.0,300.0,17,031,805501
"Census Tract 8058.02, Cook County, Illinois",4561.0,238.0,17,031,805802
"Census Tract 3201, Cook County, Illinois",12471.0,1097.0,17,031,320100
"Census Tract 3301, Cook County, Illinois",18808.0,1279.0,17,031,330100
"Census Tract 103, Cook County, Illinois",5386.0,1099.0,17,031,010300
"Census Tract 508, Cook County, Illinois",1195.0,207.0,17,031,050800
"Census Tract 509, Cook County, Illinois",1090.0,324.0,17,031,050900
"Census Tract 511, Cook County, Illinois",1470.0,262.0,17,031,051100
"Census Tract 701.03, Cook County, Illinois",1486.0,150.0,17,031,070103
"Census Tract 802.01, Cook County, Illinois",3019.0,141.0,17,031,080201
"Census Tract 802.02, Cook County, Illinois",3040.0,299.0,17,031,080202
"Census Tract 812.01, Cook County, Illinois",4463.0,248.0,17,031,081201
"Census Tract 812.02, Cook County, Illinois",2867.0,61.0,17,031,081202
"Census Tract 814.01, Cook County, Illinois",2142.0,82.0,17,031,081401
"Census Tract 814.02, Cook County, Illinois",5378.0,273.0,17,031,081402
"Census Tract 814.03, Cook County, Illinois",8038.0,412.0,17,031,081403
"Census Tract 1105.01, Cook County, Illinois",3850.0,1473.0,17,031,110501
"Census Tract 1105.02, Cook County, Illinois",2635.0,939.0,17,031,110502
"Census Tract 1403.01, Cook County, Illinois",1115.0,1724.0,17,031,140301
"Census Tract 1403.02, Cook County, Illinois",2756.0,1433.0,17,031,140302
"Census Tract 1406.02, Cook County, Illinois",2310.0,2693.0,17,031,140602
"Census Tract 5804, Cook County, Illinois",1010.0,3881.0,17,031,580400
"Census Tract 5907, Cook County, Illinois",1028.0,2248.0,17,031,590700
"Census Tract 6104, Cook County, Illinois",96.0,1855.0,17,031,610400
"Census Tract 6108, Cook County, Illinois",1201.0,410.0,17,031,610800
"Census Tract 6120, Cook County, Illinois",1279.0,68.0,17,031,612000
"Census Tract 6121, Cook County, Illinois",873.0,149.0,17,031,612100
"Census Tract 6405, Cook County, Illinois",2112.0,1790.0,17,031,640500
"Census Tract 8009, Cook County, Illinois",4126.0,273.0,17,031,800900
"Census Tract 8223.01, Cook County, Illinois",2821.0,718.0,17,031,822301
"Census Tract 8226.02, Cook County, Illinois",5921.0,1165.0,17,031,822602
"Census Tract 8401, Cook County, Illinois",3180.0,328.0,17,031,840100
"Census Tract 8402, Cook County, Illinois",2033.0,386.0,17,031,840200
"Census Tract 8403, Cook County, Illinois",1303.0,2208.0,17,031,840300
"Census Tract 8404, Cook County, Illinois",2052.0,1054.0,17,031,840400
"Census Tract 8407, Cook County, Illinois",693.0,2899.0,17,031,840700
"Census Tract 8408, Cook County, Illinois",47.0,3104.0,17,031,840800
"Census Tract 8410, Cook County, Illinois",1000.0,43.0,17,031,841000
"Census Tract 8411, Cook County, Illinois",6989.0,153.0,17,031,841100
"Census Tract 8412, Cook County, Illinois",1191.0,3395.0,17,031,841200
"Census Tract 8413, Cook County, Illinois",1206.0,2916.0,17,031,841300
"Census Tract 8414, Cook County, Illinois",786.0,111.0,17,031,841400
"Census Tract 8415, Cook County, Illinois",2589.0,100.0,17,031,841500
"Census Tract 8416, Cook County, Illinois",420.0,159.0,17,031,841600
"Census Tract 8417, Cook County, Illinois",922.0,729.0,17,031,841700
"Census Tract 8418, Cook County, Illinois",2341.0,87.0,17,031,841800
"Census Tract 8419, Cook County, Illinois",5809.0,730.0,17,031,841900
"Census Tract 8420, Cook County, Illinois",2943.0,221.0,17,031,842000
"Census Tract 8421, Cook County, Illinois",3605.0,4260.0,17,031,842100
"Census Tract 8422, Cook County, Illinois",2897.0,465.0,17,031,842200
"Census Tract 8423, Cook County, Illinois",2804.0,395.0,17,031,842300
"Census Tract 8424, Cook County, Illinois",3065.0,17.0,17,031,842400
"Census Tract 8425, Cook County, Illinois",2033.0,19.0,17,031,842500
"Census Tract 8426, Cook County, Illinois",2729.0,1584.0,17,031,842600
"Census Tract 8428, Cook County, Illinois",820.0,6248.0,17,031,842800
"Census Tract 8429, Cook County, Illinois",2370.0,186.0,17,031,842900
"Census Tract 8430, Cook County, Illinois",2409.0,48.0,17,031,843000
"Census Tract 8431, Cook County, Illinois",1471.0,104.0,17,031,843100
"Census Tract 8432, Cook County, Illinois",680.0,1695.0,17,031,843200
"Census Tract 8433, Cook County, Illinois",1435.0,442.0,17,031,843300
"Census Tract 8434, Cook County, Illinois",933.0,377.0,17,031,843400
"Census Tract 8435, Cook County, Illinois",7498.0,2671.0,17,031,843500
"Census Tract 8436, Cook County, Illinois",2668.0,230.0,17,031,843600
"Census Tract 8437, Cook County, Illinois",1877.0,650.0,17,031,843700
"Census Tract 8101, Cook County, Illinois",4013.0,336.0,17,031,810100
"Census Tract 8103.01, Cook County, Illinois",3270.0,1159.0,17,031,810301
"Census Tract 8114.01, Cook County, Illinois",2711.0,1779.0,17,031,811401
"Census Tract 8200, Cook County, Illinois",2036.0,179.0,17,031,820000
"Census Tract 4111, Cook County, Illinois",2196.0,134.0,17,031,411100
"Census Tract 4202, Cook County, Illinois",1650.0,63.0,17,031,420200
"Census Tract 8277, Cook County, Illinois",2407.0,437.0,17,031,827700
"Census Tract 8279.02, Cook County, Illinois",3384.0,997.0,17,031,827902
"Census Tract 8281, Cook County, Illinois",4197.0,1095.0,17,031,828100
"Census Tract 8286.02, Cook County, Illinois",4347.0,199.0,17,031,828602
"Census Tract 8247.01, Cook County, Illinois",2934.0,1188.0,17,031,824701
"Census Tract 8252, Cook County, Illinois",1388.0,812.0,17,031,825200
"Census Tract 8258.01, Cook County, Illinois",3263.0,114.0,17,031,825801
"Census Tract 1302, Cook County, Illinois",1202.0,369.0,17,031,130200
"Census Tract 8030.05, Cook County, Illinois",2412.0,63.0,17,031,803005
"Census Tract 8033, Cook County, Illinois",5207.0,426.0,17,031,803300
"Census Tract 8036.05, Cook County, Illinois",6061.0,1205.0,17,031,803605
"Census Tract 2718, Cook County, Illinois",716.0,14.0,17,031,271800
"Census Tract 2808, Cook County, Illinois",737.0,49.0,17,031,280800
"Census Tract 2809, Cook County, Illinois",875.0,15.0,17,031,280900
"Census Tract 2819, Cook County, Illinois",5790.0,431.0,17,031,281900
"Census Tract 2912, Cook County, Illinois",2068.0,56.0,17,031,291200
"Census Tract 8039.02, Cook County, Illinois",2591.0,783.0,17,031,803902
"Census Tract 8041.04, Cook County, Illinois",4505.0,285.0,17,031,804104
"Census Tract 8041.05, Cook County, Illinois",3571.0,304.0,17,031,804105
"Census Tract 8042.02, Cook County, Illinois",6692.0,586.0,17,031,804202
"Census Tract 8048.05, Cook County, Illinois",5486.0,995.0,17,031,804805
"Census Tract 408, Cook County, Illinois",1443.0,248.0,17,031,040800
"Census Tract 2229, Cook County, Illinois",279.0,726.0,17,031,222900
"Census Tract 302, Cook County, Illinois",5042.0,660.0,17,031,030200
"Census Tract 611, Cook County, Illinois",1302.0,66.0,17,031,061100
"Census Tract 2832, Cook County, Illinois",1451.0,171.0,17,031,283200
"Census Tract 5103, Cook County, Illinois",4783.0,34.0,17,031,510300
"Census Tract 5203, Cook County, Illinois",760.0,5142.0,17,031,520300
"Census Tract 8148, Cook County, Illinois",2889.0,3032.0,17,031,814800
"Census Tract 8149, Cook County, Illinois",2694.0,3808.0,17,031,814900
"Census Tract 8153, Cook County, Illinois",1408.0,1927.0,17,031,815300
"Census Tract 8156, Cook County, Illinois",3375.0,1604.0,17,031,815600
"Census Tract 8183, Cook County, Illinois",3590.0,2424.0,17,031,818300
"Census Tract 8192, Cook County, Illinois",2904.0,3487.0,17,031,819200
"Census Tract 5703, Cook County, Illinois",1320.0,4596.0,17,031,570300
"Census Tract 6115, Cook County, Illinois",472.0,2738.0,17,031,611500
"Census Tract 6117, Cook County, Illinois",719.0,1293.0,17,031,611700
"Census Tract 6202, Cook County, Illinois",630.0,1508.0,17,031,620200
"Census Tract 6309, Cook County, Illinois",393.0,4774.0,17,031,630900
"Census Tract 6502, Cook County, Illinois",1051.0,6047.0,17,031,650200
"Census Tract 6607, Cook County, Illinois",1331.0,146.0,17,031,660700
"Census Tract 6609, Cook County, Illinois",4069.0,524.0,17,031,660900
"Census Tract 6805, Cook County, Illinois",1177.0,58.0,17,031,680500
"Census Tract 6806, Cook County, Illinois",1171.0,0.0,17,031,680600
"Census Tract 7103, Cook County, Illinois",1392.0,152.0,17,031,710300
"Census Tract 7205, Cook County, Illinois",1725.0,184.0,17,031,720500
"Census Tract 7206, Cook County, Illinois",1710.0,58.0,17,031,720600
