NAME,B07001_002E,B07001_003E,B07001_004E,B07001_005E,B07001_006E,B07001_007E,B07001_008E,B07001_009E,B07001_010E,B07001_011E,B07001_012E,B07001_013E,B07001_014E,B07001_015E,B07001_016E,state,county,tract
"Census Tract 8059.02, Cook County, Illinois",320.0,908.0,30.0,296.0,387.0,257.0,268.0,444.0,356.0,601.0,397.0,406.0,270.0,246.0,897.0,17,031,805902
"Census Tract 8061.02, Cook County, Illinois",111.0,431.0,154.0,173.0,212.0,230.0,233.0,167.0,258.0,286.0,301.0,401.0,207.0,187.0,338.0,17,031,806102
"Census Tract 8069, Cook County, Illinois",190.0,572.0,77.0,318.0,349.0,224.0,270.0,273.0,283.0,289.0,407.0,370.0,401.0,377.0,610.0,17,031,806900
"Census Tract 8084, Cook County, Illinois",209.0,667.0,45.0,154.0,181.0,227.0,227.0,234.0,318.0,272.0,353.0,426.0,293.0,234.0,408.0,17,031,808400
"Census Tract 8272, Cook County, Illinois",291.0,698.0,105.0,317.0,419.0,245.0,216.0,150.0,184.0,352.0,369.0,178.0,216.0,110.0,270.0,17,031,827200
"Census Tract 8278.02, Cook County, Illinois",119.0,873.0,45.0,325.0,232.0,147.0,257.0,237.0,201.0,191.0,224.0,242.0,237.0,116.0,180.0,17,031,827802
"Census Tract 8285.04, Cook County, Illinois",360.0,1424.0,336.0,671.0,573.0,190.0,515.0,295.0,293.0,424.0,411.0,251.0,111.0,293.0,140.0,17,031,828504
"Census Tract 8288.01, Cook County, Illinois",270.0,1284.0,77.0,328.0,105.0,185.0,616.0,348.0,361.0,329.0,285.0,323.0,341.0,246.0,501.0,17,031,828801
"Census Tract 8292, Cook County, Illinois",491.0,891.0,179.0,486.0,336.0,260.0,268.0,304.0,384.0,578.0,313.0,273.0,290.0,161.0,327.0,17,031,829200
"Census Tract 8293.01, Cook County, Illinois",225.0,640.0,102.0,424.0,75.0,375.0,118.0,288.0,261.0,229.0,320.0,213.0,197.0,230.0,329.0,17,031,829301
"Census Tract 3404, Cook County, Illinois",113.0,220.0,56.0,101.0,176.0,178.0,170.0,79.0,193.0,146.0,128.0,95.0,145.0,19.0,118.0,17,031,340400
"Census Tract 3602, Cook County, Illinois",42.0,440.0,19.0,79.0,68.0,119.0,149.0,127.0,92.0,42.0,73.0,61.0,109.0,18.0,28.0,17,031,360200
"Census Tract 1908, Cook County, Illinois",559.0,1267.0,140.0,420.0,427.0,576.0,716.0,555.0,498.0,231.0,359.0,410.0,323.0,179.0,233.0,17,031,190800
"Census Tract 1912, Cook County, Illinois",288.0,975.0,159.0,413.0,201.0,173.0,394.0,404.0,205.0,227.0,202.0,176.0,172.0,11.0,27.0,17,031,191200
"Census Tract 2101, Cook County, Illinois",227.0,590.0,57.0,130.0,617.0,497.0,420.0,323.0,223.0,157.0,207.0,196.0,89.0,73.0,208.0,17,031,210100
"Census Tract 2204, Cook County, Illinois",193.0,174.0,21.0,144.0,509.0,430.0,300.0,125.0,114.0,153.0,141.0,109.0,31.0,70.0,157.0,17,031,220400
"Census Tract 2408, Cook County, Illinois",32.0,167.0,26.0,121.0,186.0,222.0,156.0,84.0,111.0,93.0,24.0,49.0,22.0,29.0,19.0,17,031,240800
"Census Tract 2430, Cook County, Illinois",62.0,160.0,47.0,103.0,337.0,468.0,272.0,217.0,127.0,104.0,63.0,70.0,73.0,41.0,30.0,17,031,243000
"Census Tract 2508, Cook County, Illinois",134.0,474.0,70.0,233.0,181.0,105.0,200.0,167.0,230.0,127.0,175.0,112.0,150.0,94.0,107.0,17,031,250800
"Census Tract 2517, Cook County, Illinois",41.0,96.0,55.0,177.0,74.0,26.0,170.0,45.0,68.0,84.0,88.0,59.0,105.0,20.0,67.0,17,031,251700
"Census Tract 8184.01, Cook County, Illinois",79.0,490.0,68.0,246.0,177.0,181.0,282.0,213.0,285.0,250.0,311.0,164.0,247.0,135.0,190.0,17,031,818401
"Census Tract 8165, Cook County, Illinois",382.0,937.0,145.0,147.0,429.0,276.0,375.0,316.0,233.0,193.0,229.0,127.0,81.0,152.0,153.0,17,031,816500
"Census Tract 4206, Cook County, Illinois",103.0,346.0,27.0,147.0,135.0,141.0,113.0,115.0,133.0,46.0,156.0,174.0,122.0,74.0,56.0,17,031,420600
"Census Tract 4408, Cook County, Illinois",101.0,328.0,23.0,127.0,193.0,143.0,107.0,94.0,107.0,93.0,120.0,154.0,90.0,31.0,76.0,17,031,440800
"Census Tract 4602, Cook County, Illinois",173.0,489.0,49.0,165.0,148.0,139.0,185.0,99.0,174.0,234.0,192.0,134.0,78.0,82.0,69.0,17,031,460200
"Census Tract 4804, Cook County, Illinois",102.0,743.0,119.0,342.0,344.0,225.0,106.0,255.0,455.0,454.0,531.0,338.0,276.0,385.0,713.0,17,031,480400
"Census Tract 5202, Cook County, Illinois",190.0,910.0,129.0,255.0,265.0,114.0,80.0,260.0,93.0,322.0,178.0,64.0,60.0,61.0,134.0,17,031,520200
"Census Tract 5206, Cook County, Illinois",146.0,682.0,121.0,117.0,199.0,156.0,189.0,158.0,169.0,132.0,119.0,151.0,108.0,234.0,112.0,17,031,520600
"Census Tract 5603, Cook County, Illinois",250.0,560.0,36.0,247.0,294.0,203.0,284.0,164.0,190.0,97.0,207.0,244.0,76.0,194.0,245.0,17,031,560300
"Census Tract 5608, Cook County, Illinois",291.0,1296.0,67.0,136.0,296.0,525.0,505.0,338.0,215.0,240.0,494.0,560.0,271.0,264.0,298.0,17,031,560800
"Census Tract 5802, Cook County, Illinois",146.0,852.0,119.0,129.0,312.0,376.0,211.0,133.0,115.0,159.0,155.0,194.0,112.0,77.0,128.0,17,031,580200
"Census Tract 8381, Cook County, Illinois",21.0,54.0,0.0,129.0,171.0,144.0,90.0,150.0,115.0,137.0,82.0,151.0,116.0,109.0,116.0,17,031,838100
"Census Tract 8387, Cook County, Illinois",139.0,860.0,90.0,442.0,338.0,350.0,125.0,194.0,311.0,161.0,208.0,176.0,146.0,133.0,190.0,17,031,838700
"Census Tract 8388, Cook County, Illinois",153.0,941.0,179.0,117.0,223.0,312.0,187.0,226.0,77.0,171.0,82.0,108.0,138.0,99.0,269.0,17,031,838800
"Census Tract 8390, Cook County, Illinois",176.0,470.0,714.0,705.0,1864.0,1627.0,843.0,565.0,266.0,400.0,522.0,279.0,222.0,255.0,301.0,17,031,839000
"Census Tract 8391, Cook County, Illinois",35.0,159.0,608.0,1061.0,1856.0,1297.0,658.0,358.0,461.0,282.0,257.0,188.0,180.0,68.0,24.0,17,031,839100
"Census Tract 8392, Cook County, Illinois",74.0,90.0,59.0,114.0,285.0,159.0,150.0,179.0,322.0,89.0,139.0,161.0,201.0,137.0,233.0,17,031,839200
"Census Tract 8395, Cook County, Illinois",14.0,57.0,33.0,170.0,138.0,103.0,54.0,27.0,115.0,58.0,103.0,119.0,178.0,82.0,186.0,17,031,839500
"Census Tract 8396, Cook County, Illinois",57.0,159.0,45.0,194.0,107.0,35.0,108.0,146.0,75.0,119.0,104.0,88.0,75.0,68.0,250.0,17,031,839600
"Census Tract 8397, Cook County, Illinois",226.0,690.0,100.0,375.0,450.0,493.0,450.0,258.0,211.0,377.0,307.0,266.0,254.0,186.0,246.0,17,031,839700
"Census Tract 8398, Cook County, Illinois",124.0,332.0,10.0,190.0,403.0,266.0,201.0,140.0,173.0,74.0,139.0,281.0,186.0,62.0,157.0,17,031,839800
"Census Tract 8399, Cook County, Illinois",252.0,521.0,123.0,103.0,693.0,471.0,278.0,355.0,234.0,344.0,273.0,298.0,230.0,60.0,173.0,17,031,839900
"Census Tract 8400, Cook County, Illinois",149.0,489.0,11.0,274.0,207.0,228.0,245.0,203.0,135.0,216.0,234.0,174.0,102.0,53.0,33.0,17,031,840000
"Census Tract 3009, Cook County, Illinois",168.0,924.0,159.0,192.0,300.0,370.0,388.0,212.0,321.0,231.0,275.0,213.0,152.0,86.0,171.0,17,031,300900
"Census Tract 3012, Cook County, Illinois",313.0,1089.0,153.0,431.0,386.0,287.0,205.0,263.0,192.0,190.0,231.0,197.0,111.0,66.0,165.0,17,031,301200
"Census Tract 311, Cook County, Illinois",166.0,303.0,0.0,233.0,494.0,824.0,522.0,729.0,465.0,111.0,194.0,108.0,141.0,35.0,361.0,17,031,031100
"Census Tract 501, Cook County, Illinois",151.0,323.0,9.0,149.0,337.0,483.0,358.0,160.0,165.0,112.0,95.0,122.0,65.0,90.0,89.0,17,031,050100
"Census Tract 507, Cook County, Illinois",99.0,279.0,0.0,145.0,170.0,261.0,155.0,147.0,123.0,76.0,52.0,48.0,65.0,57.0,13.0,17,031,050700
"Census Tract 621, Cook County, Illinois",112.0,100.0,25.0,729.0,856.0,466.0,367.0,101.0,168.0,214.0,203.0,63.0,154.0,35.0,69.0,17,031,062100
"Census Tract 6201, Cook County, Illinois",304.0,959.0,169.0,305.0,398.0,290.0,506.0,339.0,315.0,293.0,181.0,217.0,171.0,76.0,188.0,17,031,620100
"Census Tract 6308, Cook County, Illinois",531.0,1483.0,160.0,774.0,593.0,619.0,276.0,417.0,391.0,429.0,448.0,136.0,155.0,208.0,130.0,17,031,630800
"Census Tract 6407, Cook County, Illinois",283.0,732.0,25.0,157.0,218.0,294.0,243.0,259.0,222.0,167.0,180.0,209.0,170.0,43.0,131.0,17,031,640700
"Census Tract 6501, Cook County, Illinois",328.0,942.0,139.0,357.0,293.0,274.0,306.0,406.0,292.0,198.0,179.0,136.0,150.0,161.0,185.0,17,031,650100
"Census Tract 6705, Cook County, Illinois",42.0,183.0,15.0,86.0,31.0,59.0,61.0,28.0,49.0,60.0,40.0,56.0,41.0,58.0,113.0,17,031,670500
"Census Tract 6719, Cook County, Illinois",116.0,181.0,29.0,48.0,108.0,50.0,80.0,62.0,66.0,49.0,85.0,88.0,63.0,21.0,79.0,17,031,671900
"Census Tract 6814, Cook County, Illinois",311.0,371.0,30.0,196.0,269.0,98.0,128.0,181.0,153.0,17.0,122.0,125.0,71.0,149.0,168.0,17,031,681400
"Census Tract 6909, Cook County, Illinois",187.0,663.0,82.0,130.0,700.0,389.0,166.0,40.0,203.0,316.0,397.0,332.0,171.0,114.0,335.0,17,031,690900
"Census Tract 6914, Cook County, Illinois",84.0,571.0,16.0,262.0,302.0,222.0,223.0,384.0,65.0,203.0,179.0,168.0,125.0,139.0,192.0,17,031,691400
"Census Tract 7105, Cook County, Illinois",397.0,633.0,140.0,295.0,381.0,297.0,194.0,349.0,251.0,327.0,271.0,166.0,150.0,83.0,331.0,17,031,710500
"Census Tract 7111, Cook County, Illinois",22.0,308.0,15.0,202.0,223.0,103.0,39.0,225.0,67.0,168.0,156.0,80.0,145.0,168.0,430.0,17,031,711100
"Census Tract 7112, Cook County, Illinois",107.0,787.0,271.0,317.0,175.0,317.0,262.0,139.0,248.0,370.0,437.0,355.0,307.0,311.0,482.0,17,031,711200
"Census Tract 7307, Cook County, Illinois",109.0,491.0,30.0,191.0,116.0,116.0,162.0,195.0,153.0,183.0,105.0,186.0,106.0,80.0,185.0,17,031,730700
"Census Tract 7704, Cook County, Illinois",203.0,563.0,76.0,312.0,300.0,324.0,337.0,343.0,325.0,398.0,325.0,294.0,266.0,166.0,203.0,17,031,770400
"Census Tract 8023, Cook County, Illinois",222.0,1247.0,45.0,111.0,110.0,323.0,146.0,511.0,515.0,520.0,359.0,273.0,159.0,140.0,777.0,17,031,802300
"Census Tract 8027.01, Cook County, Illinois",512.0,1151.0,155.0,370.0,283.0,518.0,521.0,338.0,471.0,519.0,522.0,488.0,435.0,152.0,424.0,17,031,802701
"Census Tract 8028.02, Cook County, Illinois",309.0,1401.0,162.0,259.0,245.0,296.0,499.0,517.0,579.0,411.0,496.0,273.0,298.0,258.0,473.0,17,031,802802
"Census Tract 8095, Cook County, Illinois",148.0,334.0,84.0,511.0,785.0,228.0,242.0,131.0,324.0,254.0,85.0,206.0,288.0,174.0,274.0,17,031,809500
"Census Tract 2909, Cook County, Illinois",219.0,873.0,117.0,377.0,346.0,144.0,320.0,347.0,168.0,133.0,223.0,207.0,109.0,124.0,125.0,17,031,290900
"Census Tract 3104, Cook County, Illinois",118.0,128.0,17.0,97.0,228.0,169.0,164.0,82.0,47.0,63.0,17.0,29.0,12.0,24.0,45.0,17,031,310400
"Census Tract 3106, Cook County, Illinois",148.0,362.0,160.0,393.0,885.0,656.0,257.0,212.0,177.0,176.0,325.0,380.0,141.0,194.0,89.0,17,031,310600
"Census Tract 5701, Cook County, Illinois",82.0,301.0,43.0,86.0,91.0,69.0,151.0,63.0,95.0,19.0,78.0,87.0,35.0,33.0,33.0,17,031,570100
"Census Tract 5808, Cook County, Illinois",150.0,472.0,76.0,145.0,259.0,256.0,98.0,214.0,155.0,75.0,167.0,83.0,33.0,0.0,45.0,17,031,580800
"Census Tract 6110, Cook County, Illinois",35.0,155.0,30.0,116.0,36.0,40.0,44.0,49.0,59.0,83.0,17.0,12.0,11.0,71.0,65.0,17,031,611000
"Census Tract 8264.01, Cook County, Illinois",233.0,622.0,236.0,482.0,225.0,163.0,207.0,181.0,433.0,249.0,275.0,245.0,152.0,100.0,153.0,17,031,826401
"Census Tract 8269.01, Cook County, Illinois",50.0,421.0,54.0,160.0,43.0,119.0,83.0,93.0,143.0,132.0,135.0,78.0,47.0,114.0,82.0,17,031,826901
"Census Tract 8270, Cook County, Illinois",163.0,799.0,202.0,292.0,374.0,124.0,345.0,290.0,185.0,164.0,127.0,378.0,194.0,148.0,179.0,17,031,827000
"Census Tract 8283, Cook County, Illinois",68.0,432.0,77.0,174.0,298.0,156.0,159.0,183.0,263.0,186.0,197.0,343.0,176.0,171.0,315.0,17,031,828300
"Census Tract 7403, Cook County, Illinois",297.0,987.0,139.0,112.0,332.0,340.0,335.0,521.0,335.0,380.0,380.0,218.0,147.0,150.0,204.0,17,031,740300
"Census Tract 5306, Cook County, Illinois",138.0,501.0,33.0,138.0,129.0,116.0,200.0,138.0,208.0,103.0,179.0,220.0,132.0,66.0,102.0,17,031,530600
"Census Tract 8046.07, Cook County, Illinois",198.0,940.0,270.0,539.0,357.0,437.0,446.0,454.0,389.0,821.0,474.0,638.0,318.0,291.0,529.0,17,031,804607
"Census Tract 8047.09, Cook County, Illinois",251.0,800.0,110.0,559.0,302.0,466.0,209.0,555.0,382.0,435.0,356.0,349.0,149.0,210.0,770.0,17,031,804709
"Census Tract 8050.01, Cook County, Illinois",208.0,879.0,89.0,185.0,164.0,153.0,332.0,304.0,300.0,339.0,413.0,403.0,323.0,244.0,538.0,17,031,805001
"Census Tract 8051.10, Cook County, Illinois",123.0,682.0,9.0,161.0,291.0,170.0,259.0,172.0,297.0,350.0,307.0,314.0,294.0,247.0,710.0,17,031,805110
"Census Tract 8052.01, Cook County, Illinois",193.0,431.0,97.0,181.0,165.0,176.0,222.0,193.0,137.0,236.0,316.0,323.0,220.0,197.0,824.0,17,031,805201
"Census Tract 8052.02, Cook County, Illinois",169.0,798.0,82.0,126.0,289.0,311.0,276.0,255.0,325.0,245.0,434.0,218.0,240.0,210.0,306.0,17,031,805202
"Census Tract 8302.02, Cook County, Illinois",81.0,669.0,16.0,157.0,222.0,192.0,207.0,440.0,265.0,346.0,299.0,293.0,145.0,86.0,102.0,17,031,830202
"Census Tract 8284.02, Cook County, Illinois",173.0,557.0,107.0,136.0,187.0,147.0,276.0,256.0,147.0,334.0,324.0,304.0,244.0,193.0,397.0,17,031,828402
"Census Tract 8286.01, Cook County, Illinois",255.0,662.0,110.0,217.0,195.0,332.0,255.0,137.0,280.0,320.0,305.0,242.0,171.0,206.0,282.0,17,031,828601
"Census Tract 8300.03, Cook County, Illinois",334.0,1507.0,100.0,456.0,185.0,397.0,554.0,478.0,1010.0,572.0,751.0,483.0,335.0,309.0,280.0,17,031,830003
"Census Tract 8301, Cook County, Illinois",135.0,723.0,137.0,224.0,144.0,140.0,226.0,341.0,150.0,164.0,201.0,246.0,167.0,83.0,230.0,17,031,830100
"Census Tract 8303, Cook County, Illinois",27.0,876.0,82.0,93.0,227.0,352.0,312.0,361.0,468.0,291.0,145.0,355.0,215.0,255.0,387.0,17,031,830300
"Census Tract 6403, Cook County, Illinois",393.0,1109.0,192.0,387.0,608.0,498.0,691.0,285.0,369.0,316.0,443.0,480.0,235.0,145.0,329.0,17,031,640300
"Census Tract 6505, Cook County, Illinois",216.0,926.0,89.0,397.0,242.0,300.0,398.0,280.0,384.0,363.0,162.0,168.0,192.0,119.0,343.0,17,031,650500
"Census Tract 6704, Cook County, Illinois",46.0,282.0,90.0,84.0,117.0,48.0,106.0,113.0,165.0,38.0,156.0,80.0,73.0,116.0,130.0,17,031,670400
"Census Tract 6809, Cook County, Illinois",180.0,560.0,26.0,90.0,343.0,217.0,129.0,130.0,234.0,133.0,232.0,345.0,165.0,136.0,353.0,17,031,680900
"Census Tract 6811, Cook County, Illinois",377.0,379.0,29.0,175.0,295.0,280.0,71.0,120.0,68.0,207.0,151.0,170.0,82.0,61.0,114.0,17,031,681100
"Census Tract 6813, Cook County, Illinois",193.0,515.0,80.0,234.0,134.0,161.0,79.0,154.0,100.0,148.0,151.0,123.0,78.0,113.0,66.0,17,031,681300
"Census Tract 6904, Cook County, Illinois",52.0,368.0,116.0,219.0,387.0,93.0,173.0,330.0,188.0,244.0,202.0,178.0,170.0,31.0,188.0,17,031,690400
"Census Tract 7002, Cook County, Illinois",320.0,1448.0,287.0,570.0,202.0,379.0,549.0,672.0,470.0,297.0,346.0,238.0,244.0,140.0,246.0,17,031,700200
"Census Tract 7115, Cook County, Illinois",74.0,385.0,98.0,207.0,147.0,130.0,138.0,229.0,163.0,153.0,197.0,173.0,89.0,104.0,216.0,17,031,711500
"Census Tract 7306, Cook County, Illinois",256.0,600.0,78.0,282.0,94.0,194.0,69.0,412.0,284.0,202.0,329.0,258.0,206.0,114.0,364.0,17,031,730600
"Census Tract 7402, Cook County, Illinois",305.0,1066.0,500.0,562.0,314.0,257.0,461.0,302.0,359.0,483.0,456.0,439.0,304.0,274.0,418.0,17,031,740200
"Census Tract 7501, Cook County, Illinois",129.0,424.0,151.0,382.0,159.0,237.0,221.0,208.0,194.0,283.0,334.0,235.0,200.0,131.0,425.0,17,031,750100
"Census Tract 8236.05, Cook County, Illinois",80.0,677.0,208.0,253.0,266.0,100.0,214.0,247.0,257.0,227.0,307.0,343.0,386.0,294.0,325.0,17,031,823605
"Census Tract 8238.03, Cook County, Illinois",281.0,1071.0,146.0,389.0,211.0,374.0,550.0,417.0,261.0,358.0,361.0,559.0,417.0,396.0,612.0,17,031,823803
"Census Tract 8245.06, Cook County, Illinois",278.0,820.0,197.0,633.0,316.0,408.0,289.0,194.0,378.0,521.0,612.0,477.0,571.0,311.0,855.0,17,031,824506
"Census Tract 8329, Cook County, Illinois",73.0,70.0,31.0,596.0,572.0,156.0,168.0,27.0,47.0,25.0,53.0,109.0,25.0,22.0,66.0,17,031,832900
"Census Tract 8330, Cook County, Illinois",225.0,356.0,18.0,105.0,877.0,972.0,699.0,295.0,185.0,69.0,330.0,146.0,49.0,0.0,106.0,17,031,833000
"Census Tract 8331, Cook County, Illinois",289.0,654.0,165.0,231.0,914.0,1308.0,958.0,610.0,778.0,327.0,292.0,262.0,180.0,40.0,231.0,17,031,833100
"Census Tract 8333, Cook County, Illinois",75.0,83.0,172.0,1061.0,342.0,210.0,129.0,75.0,70.0,81.0,81.0,46.0,83.0,119.0,93.0,17,031,833300
"Census Tract 8190, Cook County, Illinois",260.0,1157.0,73.0,174.0,65.0,219.0,256.0,315.0,406.0,374.0,278.0,212.0,173.0,176.0,418.0,17,031,819000
"Census Tract 8193, Cook County, Illinois",156.0,478.0,37.0,159.0,102.0,225.0,242.0,195.0,162.0,249.0,144.0,184.0,131.0,84.0,100.0,17,031,819300
"Census Tract 8204, Cook County, Illinois",338.0,1363.0,164.0,334.0,461.0,380.0,429.0,275.0,254.0,301.0,260.0,371.0,121.0,134.0,366.0,17,031,820400
"Census Tract 8208, Cook County, Illinois",182.0,833.0,102.0,287.0,211.0,282.0,276.0,337.0,200.0,254.0,277.0,211.0,146.0,89.0,144.0,17,031,820800
"Census Tract 1701, Cook County, Illinois",0.0,99.0,26.0,90.0,176.0,53.0,133.0,124.0,104.0,113.0,142.0,145.0,147.0,92.0,478.0,17,031,170100
"Census Tract 1707, Cook County, Illinois",140.0,568.0,137.0,181.0,183.0,195.0,189.0,265.0,317.0,166.0,214.0,218.0,162.0,83.0,243.0,17,031,170700
"Census Tract 1901, Cook County, Illinois",63.0,521.0,107.0,107.0,189.0,205.0,234.0,171.0,73.0,137.0,107.0,202.0,101.0,57.0,157.0,17,031,190100
"Census Tract 2205, Cook County, Illinois",60.0,80.0,7.0,171.0,707.0,511.0,297.0,85.0,124.0,38.0,64.0,95.0,80.0,75.0,75.0,17,031,220500
"Census Tract 2227, Cook County, Illinois",209.0,418.0,105.0,148.0,412.0,231.0,248.0,145.0,198.0,132.0,112.0,61.0,58.0,49.0,32.0,17,031,222700
"Census Tract 2312, Cook County, Illinois",379.0,1448.0,109.0,518.0,632.0,491.0,522.0,427.0,288.0,238.0,364.0,226.0,186.0,234.0,411.0,17,031,231200
"Census Tract 2315, Cook County, Illinois",303.0,811.0,50.0,416.0,245.0,341.0,372.0,713.0,255.0,430.0,285.0,513.0,257.0,146.0,356.0,17,031,231500
"Census Tract 2405, Cook County, Illinois",166.0,122.0,24.0,65.0,397.0,618.0,354.0,210.0,119.0,88.0,72.0,18.0,31.0,48.0,0.0,17,031,240500
"Census Tract 2409, Cook County, Illinois",77.0,103.0,14.0,19.0,97.0,139.0,68.0,122.0,87.0,45.0,27.0,35.0,85.0,47.0,10.0,17,031,240900
"Census Tract 2422, Cook County, Illinois",145.0,198.0,38.0,169.0,861.0,882.0,570.0,225.0,176.0,80.0,76.0,96.0,21.0,18.0,21.0,17,031,242200
"Census Tract 2435, Cook County, Illinois",219.0,163.0,53.0,121.0,828.0,764.0,438.0,280.0,234.0,107.0,142.0,82.0,66.0,24.0,32.0,17,031,243500
"Census Tract 2505, Cook County, Illinois",384.0,955.0,58.0,335.0,471.0,459.0,404.0,522.0,674.0,758.0,643.0,395.0,328.0,362.0,424.0,17,031,250500
"Census Tract 2510, Cook County, Illinois",83.0,166.0,16.0,82.0,114.0,89.0,24.0,69.0,64.0,35.0,47.0,73.0,46.0,63.0,30.0,17,031,251000
"Census Tract 1909, Cook County, Illinois",120.0,304.0,69.0,208.0,268.0,143.0,70.0,123.0,162.0,138.0,141.0,105.0,121.0,98.0,102.0,17,031,190900
"Census Tract 2003, Cook County, Illinois",116.0,293.0,84.0,189.0,223.0,145.0,111.0,103.0,141.0,142.0,115.0,51.0,64.0,39.0,78.0,17,031,200300
"Census Tract 1101, Cook County, Illinois",393.0,862.0,217.0,250.0,289.0,446.0,332.0,429.0,325.0,408.0,244.0,432.0,329.0,211.0,292.0,17,031,110100
"Census Tract 1102, Cook County, Illinois",120.0,509.0,68.0,133.0,77.0,309.0,273.0,186.0,194.0,299.0,173.0,144.0,132.0,88.0,360.0,17,031,110200
"Census Tract 8106, Cook County, Illinois",222.0,547.0,101.0,328.0,210.0,224.0,483.0,233.0,369.0,233.0,254.0,416.0,238.0,198.0,273.0,17,031,810600
"Census Tract 8109, Cook County, Illinois",209.0,1083.0,66.0,329.0,368.0,552.0,591.0,397.0,298.0,477.0,507.0,384.0,572.0,180.0,345.0,17,031,810900
"Census Tract 8113.01, Cook County, Illinois",123.0,1046.0,120.0,165.0,358.0,286.0,202.0,293.0,473.0,298.0,356.0,261.0,196.0,154.0,179.0,17,031,811301
"Census Tract 8113.02, Cook County, Illinois",221.0,1249.0,147.0,130.0,333.0,338.0,293.0,356.0,273.0,121.0,160.0,157.0,33.0,70.0,206.0,17,031,811302
"Census Tract 8121, Cook County, Illinois",433.0,882.0,53.0,277.0,255.0,280.0,420.0,357.0,338.0,319.0,239.0,287.0,325.0,130.0,114.0,17,031,812100
"Census Tract 8135, Cook County, Illinois",278.0,1121.0,164.0,707.0,607.0,491.0,548.0,547.0,491.0,440.0,260.0,231.0,168.0,200.0,146.0,17,031,813500
"Census Tract 8136, Cook County, Illinois",305.0,1243.0,239.0,532.0,389.0,241.0,370.0,507.0,417.0,330.0,253.0,250.0,139.0,68.0,74.0,17,031,813600
"Census Tract 8296, Cook County, Illinois",36.0,436.0,103.0,241.0,118.0,124.0,47.0,350.0,226.0,256.0,231.0,141.0,185.0,117.0,194.0,17,031,829600
"Census Tract 8297, Cook County, Illinois",266.0,820.0,44.0,285.0,406.0,218.0,232.0,185.0,225.0,270.0,240.0,411.0,200.0,129.0,272.0,17,031,829700
"Census Tract 8298, Cook County, Illinois",339.0,1116.0,45.0,108.0,316.0,416.0,434.0,276.0,375.0,479.0,561.0,495.0,402.0,408.0,412.0,17,031,829800
"Census Tract 8304, Cook County, Illinois",207.0,857.0,80.0,304.0,497.0,201.0,359.0,360.0,182.0,233.0,259.0,255.0,299.0,62.0,141.0,17,031,830400
"Census Tract 8007, Cook County, Illinois",213.0,1207.0,98.0,74.0,56.0,129.0,226.0,352.0,359.0,387.0,328.0,317.0,211.0,308.0,450.0,17,031,800700
"Census Tract 8025.03, Cook County, Illinois",263.0,964.0,44.0,142.0,350.0,547.0,598.0,462.0,495.0,207.0,470.0,566.0,352.0,138.0,546.0,17,031,802503
"Census Tract 8017.01, Cook County, Illinois",227.0,943.0,88.0,152.0,53.0,102.0,244.0,321.0,381.0,359.0,199.0,181.0,198.0,131.0,267.0,17,031,801701
"Census Tract 8019.02, Cook County, Illinois",180.0,860.0,66.0,114.0,60.0,119.0,137.0,229.0,347.0,268.0,186.0,286.0,161.0,163.0,247.0,17,031,801902
"Census Tract 8086, Cook County, Illinois",139.0,402.0,42.0,67.0,82.0,85.0,149.0,113.0,163.0,91.0,253.0,122.0,97.0,49.0,171.0,17,031,808600
"Census Tract 3105, Cook County, Illinois",136.0,207.0,40.0,126.0,222.0,244.0,44.0,65.0,78.0,154.0,43.0,30.0,38.0,19.0,35.0,17,031,310500
"Census Tract 3109, Cook County, Illinois",258.0,993.0,135.0,510.0,538.0,630.0,274.0,302.0,318.0,222.0,123.0,272.0,257.0,170.0,173.0,17,031,310900
"Census Tract 8438, Cook County, Illinois",28.0,313.0,36.0,27.0,155.0,60.0,144.0,157.0,88.0,58.0,85.0,105.0,137.0,77.0,50.0,17,031,843800
"Census Tract 8439, Cook County, Illinois",131.0,316.0,50.0,149.0,330.0,365.0,93.0,224.0,314.0,143.0,294.0,254.0,338.0,139.0,275.0,17,031,843900
"Census Tract 9801, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,980100
"Census Tract 9800, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,980000
"Census Tract 9900, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,990000
"Census Tract 8077, Cook County, Illinois",346.0,713.0,29.0,103.0,319.0,257.0,301.0,485.0,207.0,411.0,333.0,422.0,379.0,216.0,637.0,17,031,807700
"Census Tract 3904, Cook County, Illinois",74.0,282.0,0.0,112.0,272.0,121.0,197.0,204.0,195.0,195.0,57.0,248.0,171.0,136.0,285.0,17,031,390400
"Census Tract 4201, Cook County, Illinois",48.0,274.0,55.0,100.0,88.0,26.0,51.0,125.0,159.0,34.0,139.0,153.0,87.0,94.0,115.0,17,031,420100
"Census Tract 4204, Cook County, Illinois",63.0,82.0,65.0,195.0,96.0,81.0,56.0,87.0,19.0,57.0,48.0,70.0,70.0,56.0,90.0,17,031,420400
