NAME,B07001_002E,B07001_003E,B07001_004E,B07001_005E,B07001_006E,B07001_007E,B07001_008E,B07001_009E,B07001_010E,B07001_011E,B07001_012E,B07001_013E,B07001_014E,B07001_015E,B07001_016E,state,county,tract
"Census Tract 1406.02, Cook County, Illinois",242.0,932.0,108.0,398.0,627.0,497.0,564.0,322.0,423.0,161.0,108.0,99.0,225.0,129.0,138.0,17,031,140602
"Census Tract 5804, Cook County, Illinois",103.0,1167.0,214.0,388.0,284.0,345.0,324.0,518.0,310.0,175.0,218.0,254.0,103.0,201.0,280.0,17,031,580400
"Census Tract 5907, Cook County, Illinois",245.0,633.0,16.0,337.0,318.0,220.0,269.0,196.0,271.0,180.0,138.0,160.0,103.0,25.0,131.0,17,031,590700
"Census Tract 6104, Cook County, Illinois",99.0,470.0,26.0,194.0,152.0,170.0,144.0,156.0,114.0,138.0,110.0,50.0,7.0,23.0,81.0,17,031,610400
"Census Tract 6108, Cook County, Illinois",129.0,275.0,58.0,116.0,122.0,55.0,63.0,122.0,106.0,125.0,130.0,117.0,44.0,82.0,59.0,17,031,610800
"Census Tract 6120, Cook County, Illinois",66.0,267.0,29.0,93.0,119.0,103.0,94.0,64.0,80.0,95.0,84.0,72.0,30.0,66.0,72.0,17,031,612000
"Census Tract 6121, Cook County, Illinois",64.0,206.0,13.0,128.0,72.0,48.0,66.0,67.0,49.0,53.0,10.0,26.0,45.0,75.0,92.0,17,031,612100
"Census Tract 6405, Cook County, Illinois",80.0,650.0,47.0,253.0,243.0,247.0,325.0,343.0,300.0,294.0,221.0,249.0,235.0,149.0,205.0,17,031,640500
"Census Tract 8009, Cook County, Illinois",173.0,911.0,93.0,146.0,138.0,55.0,351.0,280.0,273.0,420.0,336.0,325.0,311.0,142.0,401.0,17,031,800900
"Census Tract 8223.01, Cook County, Illinois",108.0,434.0,217.0,329.0,268.0,147.0,212.0,261.0,119.0,328.0,206.0,268.0,225.0,117.0,276.0,17,031,822301
"Census Tract 8226.02, Cook County, Illinois",283.0,1056.0,82.0,441.0,555.0,502.0,584.0,273.0,235.0,351.0,613.0,520.0,530.0,194.0,738.0,17,031,822602
"Census Tract 8401, Cook County, Illinois",123.0,546.0,88.0,130.0,277.0,305.0,241.0,327.0,369.0,367.0,115.0,203.0,141.0,39.0,237.0,17,031,840100
"Census Tract 8402, Cook County, Illinois",48.0,376.0,59.0,126.0,188.0,210.0,199.0,181.0,196.0,108.0,101.0,219.0,165.0,94.0,119.0,17,031,840200
"Census Tract 8403, Cook County, Illinois",180.0,564.0,31.0,293.0,290.0,255.0,228.0,278.0,276.0,288.0,189.0,251.0,169.0,30.0,140.0,17,031,840300
"Census Tract 8404, Cook County, Illinois",138.0,407.0,12.0,111.0,283.0,233.0,89.0,352.0,223.0,255.0,277.0,254.0,94.0,157.0,182.0,17,031,840400
"Census Tract 8407, Cook County, Illinois",214.0,856.0,90.0,207.0,324.0,293.0,172.0,182.0,234.0,257.0,221.0,186.0,74.0,143.0,64.0,17,031,840700
"Census Tract 8408, Cook County, Illinois",149.0,794.0,102.0,331.0,185.0,138.0,273.0,303.0,202.0,188.0,136.0,172.0,59.0,7.0,39.0,17,031,840800
"Census Tract 8410, Cook County, Illinois",21.0,61.0,4.0,16.0,111.0,198.0,131.0,36.0,77.0,43.0,95.0,78.0,55.0,24.0,64.0,17,031,841000
"Census Tract 8411, Cook County, Illinois",150.0,837.0,92.0,325.0,364.0,678.0,211.0,601.0,544.0,610.0,463.0,486.0,488.0,364.0,812.0,17,031,841100
"Census Tract 8412, Cook County, Illinois",187.0,902.0,132.0,395.0,546.0,618.0,330.0,229.0,263.0,352.0,250.0,102.0,111.0,26.0,88.0,17,031,841200
"Census Tract 8413, Cook County, Illinois",162.0,528.0,21.0,495.0,546.0,339.0,337.0,396.0,268.0,171.0,150.0,252.0,163.0,78.0,146.0,17,031,841300
"Census Tract 8414, Cook County, Illinois",29.0,107.0,26.0,116.0,47.0,41.0,45.0,74.0,66.0,47.0,78.0,100.0,32.0,28.0,61.0,17,031,841400
"Census Tract 8415, Cook County, Illinois",87.0,750.0,155.0,204.0,201.0,176.0,145.0,146.0,201.0,187.0,128.0,92.0,59.0,40.0,79.0,17,031,841500
"Census Tract 8416, Cook County, Illinois",22.0,107.0,0.0,33.0,74.0,40.0,35.0,34.0,44.0,48.0,49.0,21.0,28.0,26.0,18.0,17,031,841600
"Census Tract 8417, Cook County, Illinois",68.0,292.0,50.0,124.0,34.0,51.0,137.0,140.0,121.0,115.0,76.0,103.0,82.0,104.0,135.0,17,031,841700
"Census Tract 8418, Cook County, Illinois",183.0,521.0,31.0,84.0,107.0,299.0,166.0,140.0,109.0,171.0,92.0,160.0,157.0,70.0,119.0,17,031,841800
"Census Tract 8419, Cook County, Illinois",141.0,280.0,1570.0,1361.0,579.0,637.0,445.0,329.0,257.0,288.0,208.0,140.0,139.0,61.0,34.0,17,031,841900
"Census Tract 8420, Cook County, Illinois",20.0,109.0,809.0,739.0,252.0,39.0,70.0,39.0,113.0,113.0,171.0,87.0,162.0,125.0,312.0,17,031,842000
"Census Tract 8421, Cook County, Illinois",642.0,1961.0,281.0,561.0,350.0,677.0,523.0,402.0,487.0,469.0,329.0,137.0,281.0,169.0,321.0,17,031,842100
"Census Tract 8422, Cook County, Illinois",76.0,238.0,34.0,170.0,658.0,495.0,458.0,100.0,198.0,262.0,149.0,74.0,137.0,182.0,99.0,17,031,842200
"Census Tract 8423, Cook County, Illinois",119.0,125.0,28.0,110.0,757.0,499.0,332.0,229.0,230.0,216.0,232.0,162.0,92.0,25.0,23.0,17,031,842300
"Census Tract 8424, Cook County, Illinois",104.0,563.0,23.0,158.0,158.0,79.0,329.0,275.0,112.0,216.0,389.0,82.0,178.0,62.0,260.0,17,031,842400
"Census Tract 8425, Cook County, Illinois",209.0,630.0,55.0,161.0,268.0,139.0,118.0,67.0,79.0,41.0,71.0,57.0,22.0,27.0,50.0,17,031,842500
"Census Tract 8426, Cook County, Illinois",392.0,530.0,29.0,320.0,327.0,388.0,225.0,371.0,292.0,266.0,288.0,193.0,288.0,62.0,253.0,17,031,842600
"Census Tract 8428, Cook County, Illinois",631.0,1845.0,117.0,460.0,540.0,628.0,714.0,349.0,312.0,214.0,151.0,424.0,130.0,230.0,206.0,17,031,842800
"Census Tract 8429, Cook County, Illinois",233.0,376.0,0.0,286.0,246.0,214.0,53.0,80.0,353.0,36.0,159.0,102.0,101.0,128.0,170.0,17,031,842900
"Census Tract 8430, Cook County, Illinois",148.0,621.0,104.0,217.0,134.0,164.0,174.0,201.0,66.0,76.0,140.0,66.0,112.0,73.0,111.0,17,031,843000
"Census Tract 8431, Cook County, Illinois",64.0,383.0,49.0,100.0,118.0,169.0,82.0,75.0,47.0,52.0,117.0,83.0,68.0,66.0,56.0,17,031,843100
"Census Tract 8432, Cook County, Illinois",135.0,221.0,19.0,185.0,428.0,222.0,249.0,100.0,101.0,167.0,128.0,116.0,98.0,31.0,142.0,17,031,843200
"Census Tract 8433, Cook County, Illinois",128.0,185.0,2.0,179.0,195.0,125.0,195.0,159.0,104.0,163.0,138.0,71.0,70.0,37.0,112.0,17,031,843300
"Census Tract 8434, Cook County, Illinois",39.0,263.0,29.0,70.0,87.0,43.0,40.0,144.0,94.0,41.0,68.0,165.0,26.0,78.0,113.0,17,031,843400
"Census Tract 8435, Cook County, Illinois",130.0,230.0,497.0,2457.0,1789.0,1337.0,1032.0,674.0,795.0,501.0,331.0,152.0,86.0,51.0,88.0,17,031,843500
"Census Tract 8436, Cook County, Illinois",322.0,444.0,70.0,127.0,234.0,353.0,203.0,100.0,114.0,240.0,179.0,159.0,60.0,104.0,175.0,17,031,843600
"Census Tract 8437, Cook County, Illinois",234.0,429.0,30.0,71.0,177.0,210.0,386.0,237.0,247.0,89.0,70.0,58.0,77.0,26.0,144.0,17,031,843700
"Census Tract 8101, Cook County, Illinois",233.0,551.0,71.0,177.0,429.0,279.0,373.0,425.0,330.0,297.0,305.0,328.0,125.0,163.0,179.0,17,031,810100
"Census Tract 8103.01, Cook County, Illinois",197.0,868.0,82.0,193.0,188.0,312.0,246.0,352.0,403.0,169.0,331.0,376.0,224.0,160.0,290.0,17,031,810301
"Census Tract 8114.01, Cook County, Illinois",163.0,682.0,139.0,363.0,344.0,173.0,212.0,391.0,264.0,323.0,219.0,406.0,338.0,168.0,242.0,17,031,811401
"Census Tract 8200, Cook County, Illinois",73.0,692.0,53.0,66.0,12.0,76.0,73.0,227.0,217.0,183.0,141.0,85.0,114.0,64.0,128.0,17,031,820000
"Census Tract 4111, Cook County, Illinois",90.0,276.0,327.0,362.0,84.0,170.0,123.0,117.0,149.0,86.0,95.0,115.0,116.0,91.0,123.0,17,031,411100
"Census Tract 4202, Cook County, Illinois",120.0,375.0,83.0,149.0,155.0,109.0,136.0,59.0,53.0,123.0,78.0,187.0,18.0,10.0,41.0,17,031,420200
"Census Tract 8277, Cook County, Illinois",52.0,735.0,43.0,303.0,144.0,117.0,160.0,207.0,203.0,202.0,290.0,118.0,101.0,60.0,91.0,17,031,827700
"Census Tract 8279.02, Cook County, Illinois",84.0,1026.0,175.0,254.0,227.0,197.0,338.0,481.0,221.0,383.0,271.0,189.0,203.0,156.0,143.0,17,031,827902
"Census Tract 8281, Cook County, Illinois",337.0,1027.0,103.0,474.0,280.0,95.0,369.0,381.0,428.0,382.0,266.0,318.0,328.0,138.0,328.0,17,031,828100
"Census Tract 8286.02, Cook County, Illinois",112.0,1013.0,62.0,247.0,204.0,169.0,259.0,347.0,366.0,388.0,282.0,358.0,218.0,144.0,377.0,17,031,828602
"Census Tract 8247.01, Cook County, Illinois",176.0,767.0,119.0,358.0,202.0,245.0,372.0,287.0,315.0,206.0,267.0,270.0,169.0,63.0,274.0,17,031,824701
"Census Tract 8252, Cook County, Illinois",99.0,435.0,66.0,75.0,137.0,221.0,162.0,173.0,173.0,132.0,89.0,149.0,132.0,78.0,74.0,17,031,825200
"Census Tract 8258.01, Cook County, Illinois",103.0,716.0,119.0,268.0,250.0,209.0,183.0,178.0,240.0,242.0,266.0,197.0,121.0,85.0,110.0,17,031,825801
"Census Tract 1302, Cook County, Illinois",70.0,209.0,12.0,59.0,100.0,106.0,95.0,129.0,49.0,184.0,118.0,88.0,84.0,67.0,156.0,17,031,130200
"Census Tract 8030.05, Cook County, Illinois",71.0,420.0,37.0,22.0,165.0,118.0,162.0,200.0,192.0,212.0,245.0,111.0,105.0,98.0,289.0,17,031,803005
"Census Tract 8033, Cook County, Illinois",195.0,743.0,40.0,262.0,321.0,395.0,403.0,543.0,565.0,423.0,337.0,330.0,329.0,192.0,498.0,17,031,803300
"Census Tract 8036.05, Cook County, Illinois",463.0,1112.0,102.0,532.0,507.0,674.0,214.0,293.0,697.0,420.0,542.0,571.0,327.0,265.0,504.0,17,031,803605
"Census Tract 2718, Cook County, Illinois",47.0,163.0,33.0,106.0,11.0,55.0,75.0,52.0,13.0,13.0,48.0,12.0,6.0,35.0,17.0,17,031,271800
"Census Tract 2808, Cook County, Illinois",0.0,129.0,0.0,42.0,52.0,72.0,46.0,122.0,39.0,54.0,5.0,49.0,41.0,38.0,95.0,17,031,280800
"Census Tract 2809, Cook County, Illinois",79.0,237.0,0.0,109.0,58.0,50.0,23.0,55.0,69.0,32.0,66.0,24.0,22.0,41.0,0.0,17,031,280900
"Census Tract 2819, Cook County, Illinois",153.0,324.0,87.0,665.0,1386.0,1043.0,733.0,756.0,252.0,208.0,226.0,114.0,112.0,27.0,35.0,17,031,281900
"Census Tract 2912, Cook County, Illinois",99.0,541.0,60.0,293.0,194.0,170.0,120.0,139.0,85.0,97.0,63.0,61.0,66.0,73.0,21.0,17,031,291200
"Census Tract 8039.02, Cook County, Illinois",292.0,363.0,50.0,148.0,243.0,290.0,198.0,185.0,182.0,293.0,398.0,193.0,120.0,114.0,231.0,17,031,803902
"Census Tract 8041.04, Cook County, Illinois",290.0,875.0,79.0,101.0,249.0,442.0,286.0,331.0,265.0,502.0,335.0,324.0,263.0,154.0,217.0,17,031,804104
"Census Tract 8041.05, Cook County, Illinois",121.0,808.0,40.0,162.0,146.0,238.0,194.0,220.0,281.0,316.0,359.0,277.0,281.0,152.0,225.0,17,031,804105
"Census Tract 8042.02, Cook County, Illinois",388.0,1433.0,67.0,187.0,220.0,353.0,534.0,436.0,506.0,478.0,595.0,600.0,680.0,263.0,450.0,17,031,804202
"Census Tract 8048.05, Cook County, Illinois",423.0,885.0,96.0,338.0,356.0,434.0,496.0,434.0,424.0,389.0,386.0,546.0,514.0,320.0,259.0,17,031,804805
"Census Tract 408, Cook County, Illinois",45.0,137.0,12.0,25.0,136.0,333.0,153.0,176.0,68.0,142.0,86.0,108.0,132.0,28.0,41.0,17,031,040800
"Census Tract 2229, Cook County, Illinois",41.0,170.0,48.0,107.0,111.0,51.0,100.0,59.0,64.0,40.0,62.0,48.0,54.0,20.0,30.0,17,031,222900
"Census Tract 302, Cook County, Illinois",187.0,552.0,117.0,578.0,451.0,613.0,343.0,354.0,402.0,456.0,382.0,559.0,331.0,67.0,310.0,17,031,030200
"Census Tract 611, Cook County, Illinois",44.0,52.0,0.0,326.0,312.0,189.0,193.0,28.0,56.0,38.0,16.0,47.0,22.0,6.0,12.0,17,031,061100
"Census Tract 2832, Cook County, Illinois",85.0,230.0,21.0,310.0,214.0,132.0,83.0,151.0,81.0,35.0,83.0,57.0,53.0,47.0,35.0,17,031,283200
"Census Tract 5103, Cook County, Illinois",194.0,816.0,187.0,310.0,424.0,209.0,312.0,292.0,275.0,239.0,387.0,184.0,218.0,210.0,471.0,17,031,510300
"Census Tract 5203, Cook County, Illinois",333.0,1369.0,173.0,580.0,358.0,350.0,397.0,166.0,345.0,565.0,390.0,198.0,156.0,169.0,267.0,17,031,520300
"Census Tract 8148, Cook County, Illinois",291.0,738.0,107.0,562.0,454.0,269.0,486.0,253.0,308.0,520.0,634.0,356.0,191.0,185.0,555.0,17,031,814800
"Census Tract 8149, Cook County, Illinois",355.0,1395.0,83.0,682.0,567.0,348.0,467.0,438.0,555.0,275.0,259.0,349.0,388.0,57.0,132.0,17,031,814900
"Census Tract 8153, Cook County, Illinois",280.0,522.0,110.0,81.0,202.0,206.0,229.0,212.0,227.0,186.0,335.0,230.0,199.0,119.0,140.0,17,031,815300
"Census Tract 8156, Cook County, Illinois",175.0,960.0,15.0,325.0,330.0,262.0,218.0,402.0,297.0,292.0,482.0,300.0,254.0,163.0,426.0,17,031,815600
"Census Tract 8183, Cook County, Illinois",272.0,917.0,116.0,550.0,599.0,481.0,293.0,400.0,370.0,481.0,442.0,515.0,202.0,137.0,239.0,17,031,818300
"Census Tract 8192, Cook County, Illinois",376.0,1195.0,234.0,372.0,601.0,584.0,351.0,322.0,216.0,578.0,445.0,411.0,306.0,113.0,253.0,17,031,819200
"Census Tract 5703, Cook County, Illinois",271.0,1510.0,92.0,379.0,398.0,418.0,373.0,427.0,413.0,189.0,298.0,208.0,289.0,184.0,315.0,17,031,570300
"Census Tract 6115, Cook County, Illinois",210.0,675.0,77.0,250.0,340.0,240.0,198.0,112.0,198.0,159.0,57.0,123.0,128.0,111.0,255.0,17,031,611500
"Census Tract 6117, Cook County, Illinois",111.0,400.0,107.0,179.0,95.0,153.0,202.0,164.0,110.0,88.0,22.0,105.0,113.0,61.0,37.0,17,031,611700
"Census Tract 6202, Cook County, Illinois",140.0,348.0,12.0,210.0,308.0,131.0,65.0,91.0,160.0,136.0,121.0,162.0,58.0,79.0,113.0,17,031,620200
"Census Tract 6309, Cook County, Illinois",422.0,1110.0,168.0,260.0,490.0,454.0,229.0,369.0,449.0,248.0,131.0,138.0,92.0,231.0,233.0,17,031,630900
"Census Tract 6502, Cook County, Illinois",504.0,1355.0,147.0,511.0,465.0,748.0,582.0,430.0,409.0,318.0,466.0,173.0,290.0,179.0,424.0,17,031,650200
"Census Tract 6607, Cook County, Illinois",50.0,237.0,7.0,71.0,109.0,98.0,31.0,72.0,86.0,143.0,72.0,41.0,101.0,139.0,220.0,17,031,660700
"Census Tract 6609, Cook County, Illinois",332.0,934.0,73.0,391.0,260.0,317.0,261.0,265.0,333.0,229.0,307.0,252.0,257.0,93.0,190.0,17,031,660900
"Census Tract 6805, Cook County, Illinois",57.0,283.0,40.0,87.0,39.0,74.0,125.0,101.0,24.0,42.0,106.0,110.0,18.0,46.0,83.0,17,031,680500
"Census Tract 6806, Cook County, Illinois",99.0,227.0,48.0,53.0,96.0,80.0,84.0,104.0,28.0,77.0,23.0,63.0,30.0,86.0,25.0,17,031,680600
"Census Tract 7103, Cook County, Illinois",108.0,282.0,33.0,149.0,130.0,66.0,46.0,62.0,155.0,68.0,103.0,90.0,40.0,66.0,122.0,17,031,710300
"Census Tract 7205, Cook County, Illinois",31.0,445.0,8.0,89.0,42.0,52.0,92.0,224.0,145.0,134.0,171.0,179.0,87.0,91.0,119.0,17,031,720500
"Census Tract 7206, Cook County, Illinois",198.0,255.0,33.0,74.0,56.0,72.0,157.0,50.0,84.0,118.0,193.0,158.0,120.0,99.0,101.0,17,031,720600
"Census Tract 7301, Cook County, Illinois",108.0,427.0,99.0,227.0,76.0,191.0,177.0,285.0,185.0,132.0,118.0,193.0,180.0,94.0,199.0,17,031,730100
"Census Tract 8012, Cook County, Illinois",129.0,880.0,97.0,60.0,32.0,73.0,85.0,173.0,309.0,352.0,236.0,303.0,154.0,193.0,502.0,17,031,801200
"Census Tract 8014, Cook County, Illinois",130.0,694.0,43.0,40.0,94.0,83.0,187.0,171.0,188.0,347.0,308.0,187.0,224.0,253.0,183.0,17,031,801400
"Census Tract 8017.02, Cook County, Illinois",214.0,1121.0,81.0,115.0,100.0,120.0,353.0,249.0,384.0,434.0,311.0,350.0,309.0,144.0,274.0,17,031,801702
"Census Tract 8022, Cook County, Illinois",224.0,983.0,80.0,123.0,151.0,196.0,135.0,270.0,442.0,381.0,374.0,354.0,306.0,166.0,496.0,17,031,802200
"Census Tract 8026.05, Cook County, Illinois",310.0,712.0,94.0,249.0,570.0,668.0,519.0,280.0,508.0,303.0,443.0,528.0,456.0,314.0,885.0,17,031,802605
"Census Tract 8034, Cook County, Illinois",380.0,1202.0,74.0,284.0,252.0,479.0,377.0,308.0,407.0,572.0,438.0,499.0,413.0,224.0,389.0,17,031,803400
"Census Tract 8036.03, Cook County, Illinois",311.0,1186.0,110.0,246.0,308.0,268.0,394.0,340.0,662.0,647.0,641.0,449.0,324.0,464.0,539.0,17,031,803603
"Census Tract 8036.10, Cook County, Illinois",577.0,1078.0,110.0,257.0,652.0,796.0,474.0,369.0,502.0,385.0,561.0,551.0,268.0,182.0,302.0,17,031,803610
"Census Tract 8042.01, Cook County, Illinois",266.0,2168.0,225.0,195.0,75.0,207.0,329.0,594.0,631.0,962.0,709.0,542.0,510.0,530.0,758.0,17,031,804201
"Census Tract 8010, Cook County, Illinois",339.0,921.0,47.0,181.0,85.0,145.0,311.0,323.0,307.0,512.0,636.0,306.0,348.0,226.0,423.0,17,031,801000
"Census Tract 7108, Cook County, Illinois",164.0,755.0,85.0,353.0,368.0,281.0,274.0,140.0,505.0,281.0,569.0,127.0,237.0,102.0,430.0,17,031,710800
"Census Tract 7304, Cook County, Illinois",189.0,588.0,66.0,236.0,341.0,414.0,172.0,99.0,165.0,296.0,441.0,346.0,191.0,104.0,466.0,17,031,730400
"Census Tract 7505, Cook County, Illinois",129.0,1121.0,124.0,218.0,165.0,298.0,344.0,288.0,217.0,350.0,327.0,658.0,287.0,159.0,677.0,17,031,750500
"Census Tract 8001, Cook County, Illinois",138.0,498.0,33.0,54.0,53.0,40.0,97.0,102.0,160.0,217.0,188.0,180.0,128.0,139.0,247.0,17,031,800100
"Census Tract 8013, Cook County, Illinois",149.0,1067.0,93.0,113.0,66.0,84.0,179.0,397.0,291.0,357.0,322.0,333.0,263.0,249.0,305.0,17,031,801300
"Census Tract 8016.01, Cook County, Illinois",134.0,709.0,14.0,219.0,115.0,133.0,221.0,254.0,320.0,310.0,313.0,391.0,279.0,248.0,748.0,17,031,801601
"Census Tract 8016.06, Cook County, Illinois",343.0,836.0,28.0,173.0,155.0,290.0,527.0,300.0,246.0,357.0,528.0,536.0,530.0,388.0,845.0,17,031,801606
"Census Tract 8039.01, Cook County, Illinois",183.0,334.0,82.0,103.0,233.0,416.0,236.0,158.0,289.0,272.0,227.0,228.0,209.0,255.0,424.0,17,031,803901
"Census Tract 3005, Cook County, Illinois",108.0,651.0,60.0,198.0,226.0,248.0,337.0,209.0,189.0,112.0,102.0,103.0,90.0,112.0,154.0,17,031,300500
"Census Tract 8051.11, Cook County, Illinois",376.0,1419.0,208.0,453.0,641.0,398.0,578.0,819.0,523.0,442.0,274.0,294.0,261.0,142.0,354.0,17,031,805111
"Census Tract 8059.01, Cook County, Illinois",181.0,432.0,47.0,205.0,250.0,298.0,179.0,412.0,322.0,229.0,292.0,274.0,355.0,186.0,374.0,17,031,805901
"Census Tract 8060.02, Cook County, Illinois",367.0,844.0,190.0,440.0,390.0,739.0,506.0,544.0,339.0,549.0,405.0,567.0,542.0,323.0,384.0,17,031,806002
"Census Tract 8060.03, Cook County, Illinois",395.0,910.0,99.0,575.0,1003.0,702.0,517.0,291.0,374.0,475.0,735.0,443.0,230.0,399.0,817.0,17,031,806003
"Census Tract 8064, Cook County, Illinois",88.0,418.0,49.0,99.0,186.0,192.0,194.0,106.0,203.0,146.0,219.0,200.0,127.0,87.0,165.0,17,031,806400
"Census Tract 8065.01, Cook County, Illinois",44.0,433.0,56.0,152.0,138.0,201.0,107.0,116.0,141.0,204.0,178.0,168.0,130.0,131.0,131.0,17,031,806501
"Census Tract 7506, Cook County, Illinois",219.0,534.0,107.0,207.0,156.0,162.0,195.0,138.0,280.0,84.0,279.0,246.0,182.0,143.0,445.0,17,031,750600
"Census Tract 3102, Cook County, Illinois",94.0,155.0,0.0,96.0,183.0,320.0,156.0,163.0,117.0,45.0,141.0,96.0,118.0,8.0,39.0,17,031,310200
"Census Tract 6912, Cook County, Illinois",217.0,572.0,56.0,198.0,343.0,128.0,112.0,187.0,93.0,229.0,84.0,167.0,69.0,56.0,196.0,17,031,691200
"Census Tract 7001, Cook County, Illinois",236.0,709.0,62.0,292.0,221.0,308.0,203.0,219.0,195.0,321.0,358.0,204.0,75.0,107.0,15.0,17,031,700100
"Census Tract 7106, Cook County, Illinois",110.0,319.0,50.0,168.0,73.0,89.0,102.0,71.0,141.0,85.0,154.0,85.0,83.0,44.0,128.0,17,031,710600
"Census Tract 7113, Cook County, Illinois",52.0,337.0,3.0,26.0,25.0,86.0,162.0,86.0,98.0,137.0,195.0,57.0,151.0,55.0,113.0,17,031,711300
"Census Tract 7305, Cook County, Illinois",148.0,752.0,89.0,373.0,294.0,151.0,233.0,292.0,277.0,315.0,372.0,208.0,294.0,94.0,341.0,17,031,730500
"Census Tract 7707, Cook County, Illinois",136.0,266.0,47.0,126.0,146.0,240.0,174.0,80.0,188.0,141.0,199.0,146.0,92.0,68.0,230.0,17,031,770700
"Census Tract 8002, Cook County, Illinois",346.0,1571.0,151.0,169.0,27.0,197.0,349.0,466.0,529.0,401.0,708.0,477.0,230.0,467.0,476.0,17,031,800200
"Census Tract 8003, Cook County, Illinois",207.0,760.0,79.0,114.0,75.0,181.0,185.0,145.0,298.0,328.0,202.0,124.0,167.0,162.0,239.0,17,031,800300
"Census Tract 8005, Cook County, Illinois",430.0,1341.0,92.0,179.0,116.0,195.0,275.0,335.0,437.0,395.0,523.0,315.0,289.0,178.0,225.0,17,031,800500
"Census Tract 8011, Cook County, Illinois",354.0,1198.0,67.0,62.0,119.0,156.0,311.0,369.0,529.0,338.0,415.0,251.0,274.0,185.0,222.0,17,031,801100
"Census Tract 8015, Cook County, Illinois",209.0,1005.0,94.0,143.0,178.0,105.0,291.0,266.0,464.0,495.0,443.0,500.0,346.0,295.0,1237.0,17,031,801500
"Census Tract 8016.03, Cook County, Illinois",204.0,691.0,45.0,171.0,275.0,217.0,324.0,219.0,332.0,314.0,241.0,262.0,132.0,102.0,500.0,17,031,801603
"Census Tract 8016.08, Cook County, Illinois",206.0,1020.0,120.0,114.0,108.0,510.0,145.0,384.0,444.0,366.0,560.0,522.0,530.0,406.0,1550.0,17,031,801608
"Census Tract 8019.01, Cook County, Illinois",126.0,584.0,95.0,121.0,127.0,184.0,206.0,195.0,273.0,269.0,212.0,327.0,380.0,389.0,780.0,17,031,801901
"Census Tract 8024.02, Cook County, Illinois",291.0,705.0,50.0,278.0,562.0,536.0,378.0,321.0,193.0,291.0,458.0,432.0,337.0,295.0,796.0,17,031,802402
"Census Tract 8030.10, Cook County, Illinois",296.0,979.0,1.0,169.0,439.0,366.0,315.0,383.0,371.0,418.0,453.0,433.0,367.0,220.0,222.0,17,031,803010
"Census Tract 8182, Cook County, Illinois",272.0,697.0,10.0,327.0,280.0,343.0,321.0,329.0,300.0,376.0,318.0,296.0,257.0,150.0,253.0,17,031,818200
"Census Tract 8189, Cook County, Illinois",230.0,729.0,65.0,189.0,225.0,216.0,362.0,241.0,304.0,300.0,258.0,181.0,178.0,227.0,590.0,17,031,818900
"Census Tract 2804, Cook County, Illinois",136.0,430.0,4.0,46.0,154.0,151.0,96.0,50.0,175.0,56.0,83.0,71.0,37.0,32.0,47.0,17,031,280400
"Census Tract 2922, Cook County, Illinois",82.0,574.0,66.0,243.0,211.0,135.0,159.0,143.0,153.0,166.0,253.0,78.0,46.0,54.0,143.0,17,031,292200
"Census Tract 4914, Cook County, Illinois",272.0,593.0,83.0,361.0,291.0,241.0,177.0,115.0,200.0,167.0,200.0,177.0,178.0,43.0,88.0,17,031,491400
"Census Tract 5502, Cook County, Illinois",126.0,392.0,59.0,199.0,67.0,156.0,192.0,148.0,84.0,254.0,284.0,138.0,118.0,137.0,219.0,17,031,550200
"Census Tract 8274, Cook County, Illinois",257.0,655.0,133.0,306.0,252.0,157.0,213.0,367.0,116.0,242.0,240.0,353.0,192.0,164.0,427.0,17,031,827400
"Census Tract 308, Cook County, Illinois",97.0,364.0,42.0,157.0,462.0,439.0,414.0,366.0,325.0,209.0,285.0,164.0,409.0,118.0,318.0,17,031,030800
"Census Tract 505, Cook County, Illinois",488.0,1293.0,29.0,135.0,505.0,670.0,574.0,474.0,459.0,367.0,316.0,231.0,80.0,74.0,176.0,17,031,050500
"Census Tract 6304, Cook County, Illinois",630.0,1263.0,247.0,566.0,644.0,427.0,203.0,494.0,425.0,291.0,330.0,167.0,206.0,268.0,145.0,17,031,630400
"Census Tract 6703, Cook County, Illinois",35.0,164.0,42.0,57.0,51.0,94.0,94.0,25.0,45.0,87.0,63.0,27.0,71.0,140.0,75.0,17,031,670300
"Census Tract 6810, Cook County, Illinois",171.0,474.0,119.0,275.0,207.0,144.0,56.0,178.0,84.0,284.0,223.0,160.0,30.0,156.0,232.0,17,031,681000
"Census Tract 7102, Cook County, Illinois",120.0,820.0,122.0,267.0,272.0,339.0,365.0,260.0,195.0,219.0,115.0,318.0,300.0,153.0,359.0,17,031,710200
"Census Tract 7703, Cook County, Illinois",282.0,863.0,79.0,426.0,699.0,716.0,417.0,336.0,429.0,397.0,483.0,566.0,359.0,334.0,500.0,17,031,770300
"Census Tract 8030.07, Cook County, Illinois",214.0,597.0,89.0,211.0,272.0,153.0,365.0,332.0,347.0,359.0,392.0,479.0,399.0,316.0,369.0,17,031,803007
"Census Tract 8164.02, Cook County, Illinois",359.0,841.0,115.0,300.0,282.0,623.0,217.0,228.0,268.0,183.0,158.0,272.0,121.0,104.0,153.0,17,031,816402
"Census Tract 3514, Cook County, Illinois",170.0,429.0,51.0,166.0,137.0,83.0,65.0,74.0,106.0,113.0,78.0,196.0,20.0,50.0,87.0,17,031,351400
