NAME,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,state,county,tract
"Census Tract 7204, Cook County, Illinois",30.0,205.0,428.0,384.0,262.0,17,031,720400
"Census Tract 7207, Cook County, Illinois",162.0,494.0,677.0,384.0,569.0,17,031,720700
"Census Tract 1404, Cook County, Illinois",629.0,1011.0,892.0,1099.0,537.0,17,031,140400
"Census Tract 1408, Cook County, Illinois",568.0,955.0,657.0,1620.0,890.0,17,031,140800
"Census Tract 1502, Cook County, Illinois",758.0,1143.0,1558.0,1445.0,924.0,17,031,150200
"Census Tract 1607, Cook County, Illinois",709.0,1130.0,1083.0,1142.0,639.0,17,031,160700
"Census Tract 1610, Cook County, Illinois",66.0,208.0,336.0,498.0,332.0,17,031,161000
"Census Tract 1703, Cook County, Illinois",455.0,1240.0,966.0,630.0,453.0,17,031,170300
"Census Tract 1705, Cook County, Illinois",229.0,1278.0,1434.0,945.0,280.0,17,031,170500
"Census Tract 1710, Cook County, Illinois",610.0,1377.0,1615.0,711.0,589.0,17,031,171000
"Census Tract 8126, Cook County, Illinois",50.0,296.0,472.0,712.0,847.0,17,031,812600
"Census Tract 8130, Cook County, Illinois",54.0,355.0,288.0,1020.0,958.0,17,031,813000
"Census Tract 8142, Cook County, Illinois",1347.0,1544.0,955.0,368.0,49.0,17,031,814200
"Census Tract 8117.01, Cook County, Illinois",706.0,684.0,548.0,277.0,64.0,17,031,811701
"Census Tract 8162, Cook County, Illinois",456.0,902.0,838.0,436.0,384.0,17,031,816200
"Census Tract 8139, Cook County, Illinois",1254.0,1675.0,659.0,236.0,46.0,17,031,813900
"Census Tract 8146, Cook County, Illinois",705.0,1161.0,1028.0,351.0,225.0,17,031,814600
"Census Tract 8152, Cook County, Illinois",896.0,1477.0,971.0,576.0,154.0,17,031,815200
"Census Tract 5501, Cook County, Illinois",830.0,1685.0,1309.0,424.0,267.0,17,031,550100
"Census Tract 5602, Cook County, Illinois",184.0,558.0,352.0,98.0,83.0,17,031,560200
"Census Tract 5604, Cook County, Illinois",469.0,388.0,167.0,135.0,25.0,17,031,560400
"Census Tract 1508, Cook County, Illinois",929.0,853.0,889.0,561.0,367.0,17,031,150800
"Census Tract 1511, Cook County, Illinois",719.0,981.0,1015.0,589.0,224.0,17,031,151100
"Census Tract 1601, Cook County, Illinois",224.0,362.0,502.0,438.0,287.0,17,031,160100
"Census Tract 1604, Cook County, Illinois",500.0,656.0,842.0,891.0,625.0,17,031,160400
"Census Tract 1711, Cook County, Illinois",343.0,779.0,857.0,491.0,231.0,17,031,171100
"Census Tract 1903, Cook County, Illinois",1272.0,997.0,880.0,589.0,158.0,17,031,190300
"Census Tract 8036.08, Cook County, Illinois",435.0,646.0,1465.0,1647.0,779.0,17,031,803608
"Census Tract 8040, Cook County, Illinois",319.0,698.0,1193.0,901.0,371.0,17,031,804000
"Census Tract 8043.06, Cook County, Illinois",744.0,1468.0,1108.0,456.0,125.0,17,031,804306
"Census Tract 8046.03, Cook County, Illinois",272.0,1122.0,1015.0,1369.0,629.0,17,031,804603
"Census Tract 8047.12, Cook County, Illinois",123.0,847.0,1029.0,1140.0,682.0,17,031,804712
"Census Tract 8048.06, Cook County, Illinois",231.0,944.0,701.0,358.0,134.0,17,031,804806
"Census Tract 8048.07, Cook County, Illinois",366.0,946.0,1281.0,781.0,282.0,17,031,804807
"Census Tract 8048.09, Cook County, Illinois",131.0,735.0,794.0,867.0,507.0,17,031,804809
"Census Tract 8198.01, Cook County, Illinois",14.0,165.0,406.0,1630.0,1161.0,17,031,819801
"Census Tract 8205.02, Cook County, Illinois",732.0,1297.0,1161.0,421.0,221.0,17,031,820502
"Census Tract 8209.01, Cook County, Illinois",734.0,1451.0,1027.0,329.0,74.0,17,031,820901
"Census Tract 8220, Cook County, Illinois",476.0,957.0,1052.0,267.0,139.0,17,031,822000
"Census Tract 8226.01, Cook County, Illinois",301.0,1023.0,893.0,721.0,307.0,17,031,822601
"Census Tract 8227.02, Cook County, Illinois",252.0,678.0,912.0,574.0,206.0,17,031,822702
"Census Tract 8244, Cook County, Illinois",209.0,601.0,598.0,148.0,47.0,17,031,824400
"Census Tract 8246.02, Cook County, Illinois",306.0,1500.0,1401.0,767.0,350.0,17,031,824602
"Census Tract 8258.02, Cook County, Illinois",571.0,1066.0,1830.0,524.0,423.0,17,031,825802
"Census Tract 8276, Cook County, Illinois",180.0,767.0,889.0,232.0,214.0,17,031,827600
"Census Tract 8278.05, Cook County, Illinois",187.0,461.0,809.0,321.0,335.0,17,031,827805
"Census Tract 8282.01, Cook County, Illinois",191.0,711.0,884.0,541.0,271.0,17,031,828201
"Census Tract 8096, Cook County, Illinois",323.0,309.0,393.0,552.0,428.0,17,031,809600
"Census Tract 8104, Cook County, Illinois",218.0,615.0,845.0,1165.0,950.0,17,031,810400
"Census Tract 8043.11, Cook County, Illinois",319.0,1133.0,1517.0,1419.0,980.0,17,031,804311
"Census Tract 8044.03, Cook County, Illinois",677.0,996.0,1241.0,925.0,721.0,17,031,804403
"Census Tract 8044.04, Cook County, Illinois",1018.0,1080.0,909.0,423.0,213.0,17,031,804404
"Census Tract 8044.05, Cook County, Illinois",576.0,648.0,366.0,364.0,86.0,17,031,804405
"Census Tract 8059.02, Cook County, Illinois",373.0,991.0,871.0,1584.0,710.0,17,031,805902
"Census Tract 8061.02, Cook County, Illinois",350.0,659.0,720.0,758.0,333.0,17,031,806102
"Census Tract 8069, Cook County, Illinois",335.0,707.0,1012.0,1304.0,495.0,17,031,806900
"Census Tract 8084, Cook County, Illinois",280.0,614.0,793.0,793.0,693.0,17,031,808400
"Census Tract 8272, Cook County, Illinois",696.0,956.0,627.0,316.0,114.0,17,031,827200
"Census Tract 8278.02, Cook County, Illinois",145.0,618.0,834.0,410.0,257.0,17,031,827802
"Census Tract 8285.04, Cook County, Illinois",321.0,1337.0,1366.0,383.0,89.0,17,031,828504
"Census Tract 8288.01, Cook County, Illinois",228.0,579.0,1145.0,760.0,928.0,17,031,828801
"Census Tract 8292, Cook County, Illinois",913.0,1095.0,1043.0,298.0,145.0,17,031,829200
"Census Tract 8293.01, Cook County, Illinois",299.0,554.0,990.0,481.0,311.0,17,031,829301
"Census Tract 3404, Cook County, Illinois",373.0,487.0,131.0,328.0,128.0,17,031,340400
"Census Tract 3602, Cook County, Illinois",77.0,230.0,411.0,118.0,50.0,17,031,360200
"Census Tract 1908, Cook County, Illinois",1594.0,1330.0,978.0,399.0,206.0,17,031,190800
"Census Tract 1912, Cook County, Illinois",1075.0,575.0,406.0,87.0,49.0,17,031,191200
"Census Tract 2101, Cook County, Illinois",494.0,502.0,542.0,982.0,490.0,17,031,210100
"Census Tract 2204, Cook County, Illinois",130.0,208.0,220.0,1035.0,546.0,17,031,220400
"Census Tract 2408, Cook County, Illinois",96.0,140.0,167.0,359.0,233.0,17,031,240800
"Census Tract 2430, Cook County, Illinois",127.0,283.0,357.0,611.0,424.0,17,031,243000
"Census Tract 2508, Cook County, Illinois",271.0,614.0,606.0,69.0,88.0,17,031,250800
"Census Tract 2517, Cook County, Illinois",112.0,291.0,276.0,91.0,36.0,17,031,251700
"Census Tract 8184.01, Cook County, Illinois",164.0,761.0,842.0,430.0,238.0,17,031,818401
"Census Tract 8165, Cook County, Illinois",861.0,778.0,761.0,137.0,27.0,17,031,816500
"Census Tract 4206, Cook County, Illinois",152.0,441.0,453.0,128.0,91.0,17,031,420600
"Census Tract 4408, Cook County, Illinois",182.0,444.0,427.0,109.0,46.0,17,031,440800
"Census Tract 4602, Cook County, Illinois",376.0,460.0,487.0,130.0,81.0,17,031,460200
"Census Tract 4804, Cook County, Illinois",291.0,823.0,1787.0,749.0,432.0,17,031,480400
"Census Tract 5202, Cook County, Illinois",364.0,702.0,402.0,84.0,79.0,17,031,520200
"Census Tract 5206, Cook County, Illinois",420.0,674.0,473.0,81.0,79.0,17,031,520600
"Census Tract 5603, Cook County, Illinois",537.0,720.0,596.0,233.0,112.0,17,031,560300
"Census Tract 5608, Cook County, Illinois",581.0,1224.0,1474.0,554.0,173.0,17,031,560800
"Census Tract 5802, Cook County, Illinois",737.0,663.0,357.0,177.0,38.0,17,031,580200
"Census Tract 8381, Cook County, Illinois",361.0,290.0,257.0,237.0,236.0,17,031,838100
"Census Tract 8387, Cook County, Illinois",642.0,779.0,732.0,93.0,86.0,17,031,838700
"Census Tract 8388, Cook County, Illinois",486.0,685.0,498.0,169.0,54.0,17,031,838800
"Census Tract 8390, Cook County, Illinois",176.0,181.0,1245.0,2852.0,2690.0,17,031,839000
"Census Tract 8391, Cook County, Illinois",322.0,409.0,637.0,2329.0,1932.0,17,031,839100
"Census Tract 8392, Cook County, Illinois",274.0,202.0,588.0,512.0,479.0,17,031,839200
"Census Tract 8395, Cook County, Illinois",221.0,168.0,264.0,327.0,183.0,17,031,839500
"Census Tract 8396, Cook County, Illinois",161.0,266.0,327.0,258.0,163.0,17,031,839600
"Census Tract 8397, Cook County, Illinois",605.0,666.0,741.0,951.0,535.0,17,031,839700
"Census Tract 8398, Cook County, Illinois",329.0,388.0,508.0,475.0,382.0,17,031,839800
"Census Tract 8399, Cook County, Illinois",441.0,658.0,826.0,906.0,578.0,17,031,839900
"Census Tract 8400, Cook County, Illinois",218.0,480.0,338.0,471.0,323.0,17,031,840000
"Census Tract 3009, Cook County, Illinois",1527.0,541.0,459.0,158.0,34.0,17,031,300900
"Census Tract 3012, Cook County, Illinois",834.0,855.0,389.0,152.0,63.0,17,031,301200
"Census Tract 311, Cook County, Illinois",260.0,380.0,654.0,1677.0,1013.0,17,031,031100
"Census Tract 501, Cook County, Illinois",127.0,60.0,260.0,925.0,704.0,17,031,050100
"Census Tract 507, Cook County, Illinois",30.0,51.0,98.0,518.0,470.0,17,031,050700
"Census Tract 621, Cook County, Illinois",69.0,116.0,315.0,1387.0,809.0,17,031,062100
"Census Tract 6201, Cook County, Illinois",724.0,1045.0,782.0,340.0,83.0,17,031,620100
"Census Tract 6308, Cook County, Illinois",1296.0,1426.0,700.0,302.0,78.0,17,031,630800
"Census Tract 6407, Cook County, Illinois",352.0,923.0,579.0,210.0,72.0,17,031,640700
"Census Tract 6501, Cook County, Illinois",818.0,1149.0,433.0,102.0,78.0,17,031,650100
"Census Tract 6705, Cook County, Illinois",144.0,265.0,152.0,35.0,0.0,17,031,670500
"Census Tract 6719, Cook County, Illinois",211.0,241.0,214.0,50.0,35.0,17,031,671900
"Census Tract 6814, Cook County, Illinois",324.0,390.0,618.0,111.0,38.0,17,031,681400
"Census Tract 6909, Cook County, Illinois",376.0,684.0,1491.0,486.0,126.0,17,031,690900
"Census Tract 6914, Cook County, Illinois",175.0,630.0,923.0,265.0,209.0,17,031,691400
"Census Tract 7105, Cook County, Illinois",286.0,936.0,1240.0,267.0,71.0,17,031,710500
"Census Tract 7111, Cook County, Illinois",383.0,573.0,581.0,99.0,168.0,17,031,711100
"Census Tract 7112, Cook County, Illinois",479.0,955.0,1253.0,489.0,227.0,17,031,711200
"Census Tract 7307, Cook County, Illinois",246.0,459.0,503.0,241.0,138.0,17,031,730700
"Census Tract 7704, Cook County, Illinois",222.0,928.0,1286.0,502.0,343.0,17,031,770400
"Census Tract 8023, Cook County, Illinois",74.0,294.0,380.0,1434.0,1651.0,17,031,802300
"Census Tract 8027.01, Cook County, Illinois",695.0,949.0,1182.0,1107.0,738.0,17,031,802701
"Census Tract 8028.02, Cook County, Illinois",295.0,780.0,1179.0,1266.0,825.0,17,031,802802
"Census Tract 8095, Cook County, Illinois",124.0,184.0,263.0,1010.0,1410.0,17,031,809500
"Census Tract 2909, Cook County, Illinois",471.0,877.0,722.0,126.0,50.0,17,031,290900
"Census Tract 3104, Cook County, Illinois",108.0,62.0,202.0,298.0,210.0,17,031,310400
"Census Tract 3106, Cook County, Illinois",1006.0,477.0,424.0,939.0,646.0,17,031,310600
"Census Tract 5701, Cook County, Illinois",273.0,237.0,158.0,72.0,14.0,17,031,570100
"Census Tract 5808, Cook County, Illinois",581.0,593.0,123.0,64.0,24.0,17,031,580800
"Census Tract 6110, Cook County, Illinois",159.0,160.0,107.0,51.0,10.0,17,031,611000
"Census Tract 8264.01, Cook County, Illinois",168.0,718.0,1064.0,329.0,104.0,17,031,826401
"Census Tract 8269.01, Cook County, Illinois",281.0,466.0,257.0,53.0,12.0,17,031,826901
"Census Tract 8270, Cook County, Illinois",322.0,879.0,1005.0,177.0,125.0,17,031,827000
"Census Tract 8283, Cook County, Illinois",157.0,955.0,754.0,381.0,200.0,17,031,828300
"Census Tract 7403, Cook County, Illinois",57.0,595.0,1243.0,808.0,639.0,17,031,740300
"Census Tract 5306, Cook County, Illinois",75.0,473.0,794.0,178.0,73.0,17,031,530600
"Census Tract 8046.07, Cook County, Illinois",245.0,1219.0,1624.0,1272.0,794.0,17,031,804607
"Census Tract 8047.09, Cook County, Illinois",537.0,1195.0,948.0,1033.0,470.0,17,031,804709
"Census Tract 8050.01, Cook County, Illinois",101.0,610.0,849.0,1184.0,769.0,17,031,805001
"Census Tract 8051.10, Cook County, Illinois",198.0,777.0,942.0,904.0,590.0,17,031,805110
"Census Tract 8052.01, Cook County, Illinois",332.0,690.0,919.0,620.0,448.0,17,031,805201
"Census Tract 8052.02, Cook County, Illinois",139.0,531.0,794.0,987.0,658.0,17,031,805202
"Census Tract 8302.02, Cook County, Illinois",406.0,511.0,910.0,591.0,179.0,17,031,830202
"Census Tract 8284.02, Cook County, Illinois",342.0,678.0,874.0,575.0,340.0,17,031,828402
"Census Tract 8286.01, Cook County, Illinois",167.0,507.0,856.0,643.0,552.0,17,031,828601
"Census Tract 8300.03, Cook County, Illinois",224.0,952.0,1644.0,1592.0,942.0,17,031,830003
"Census Tract 8301, Cook County, Illinois",69.0,535.0,911.0,325.0,252.0,17,031,830100
"Census Tract 8303, Cook County, Illinois",134.0,919.0,1380.0,646.0,289.0,17,031,830300
"Census Tract 6403, Cook County, Illinois",445.0,1494.0,1483.0,806.0,171.0,17,031,640300
"Census Tract 6505, Cook County, Illinois",658.0,1002.0,876.0,251.0,164.0,17,031,650500
"Census Tract 6704, Cook County, Illinois",375.0,486.0,222.0,49.0,10.0,17,031,670400
"Census Tract 6809, Cook County, Illinois",630.0,926.0,663.0,142.0,56.0,17,031,680900
"Census Tract 6811, Cook County, Illinois",435.0,483.0,497.0,120.0,84.0,17,031,681100
"Census Tract 6813, Cook County, Illinois",250.0,389.0,544.0,46.0,78.0,17,031,681300
"Census Tract 6904, Cook County, Illinois",367.0,359.0,1021.0,297.0,140.0,17,031,690400
"Census Tract 7002, Cook County, Illinois",801.0,1320.0,938.0,527.0,197.0,17,031,700200
"Census Tract 7115, Cook County, Illinois",260.0,570.0,693.0,144.0,72.0,17,031,711500
"Census Tract 7306, Cook County, Illinois",195.0,669.0,814.0,409.0,439.0,17,031,730600
"Census Tract 7402, Cook County, Illinois",212.0,903.0,1196.0,1061.0,695.0,17,031,740200
"Census Tract 7501, Cook County, Illinois",269.0,823.0,762.0,332.0,441.0,17,031,750100
"Census Tract 8236.05, Cook County, Illinois",164.0,720.0,936.0,695.0,451.0,17,031,823605
"Census Tract 8238.03, Cook County, Illinois",346.0,1521.0,1313.0,787.0,549.0,17,031,823803
"Census Tract 8245.06, Cook County, Illinois",262.0,1670.0,1443.0,1075.0,482.0,17,031,824506
"Census Tract 8329, Cook County, Illinois",11.0,86.0,40.0,613.0,520.0,17,031,832900
"Census Tract 8330, Cook County, Illinois",38.0,197.0,357.0,1960.0,1176.0,17,031,833000
"Census Tract 8331, Cook County, Illinois",332.0,374.0,516.0,2476.0,2202.0,17,031,833100
"Census Tract 8333, Cook County, Illinois",53.0,117.0,160.0,483.0,516.0,17,031,833300
"Census Tract 8190, Cook County, Illinois",72.0,281.0,380.0,1199.0,960.0,17,031,819000
"Census Tract 8193, Cook County, Illinois",141.0,493.0,589.0,388.0,207.0,17,031,819300
"Census Tract 8204, Cook County, Illinois",1130.0,955.0,990.0,251.0,26.0,17,031,820400
"Census Tract 8208, Cook County, Illinois",290.0,1008.0,789.0,230.0,110.0,17,031,820800
"Census Tract 1701, Cook County, Illinois",170.0,501.0,683.0,167.0,186.0,17,031,170100
"Census Tract 1707, Cook County, Illinois",202.0,844.0,560.0,493.0,136.0,17,031,170700
"Census Tract 1901, Cook County, Illinois",467.0,549.0,360.0,167.0,90.0,17,031,190100
"Census Tract 2205, Cook County, Illinois",53.0,323.0,207.0,1121.0,447.0,17,031,220500
"Census Tract 2227, Cook County, Illinois",205.0,536.0,284.0,430.0,223.0,17,031,222700
"Census Tract 2312, Cook County, Illinois",1441.0,1018.0,944.0,306.0,310.0,17,031,231200
"Census Tract 2315, Cook County, Illinois",863.0,1141.0,1519.0,209.0,181.0,17,031,231500
"Census Tract 2405, Cook County, Illinois",9.0,90.0,97.0,952.0,807.0,17,031,240500
"Census Tract 2409, Cook County, Illinois",110.0,146.0,192.0,190.0,124.0,17,031,240900
"Census Tract 2422, Cook County, Illinois",78.0,244.0,297.0,1335.0,1072.0,17,031,242200
"Census Tract 2435, Cook County, Illinois",28.0,242.0,349.0,1481.0,897.0,17,031,243500
"Census Tract 2505, Cook County, Illinois",559.0,1444.0,1143.0,1298.0,996.0,17,031,250500
"Census Tract 2510, Cook County, Illinois",103.0,329.0,181.0,30.0,11.0,17,031,251000
"Census Tract 1909, Cook County, Illinois",480.0,570.0,303.0,91.0,27.0,17,031,190900
"Census Tract 2003, Cook County, Illinois",390.0,321.0,320.0,134.0,47.0,17,031,200300
"Census Tract 1101, Cook County, Illinois",275.0,819.0,1398.0,867.0,378.0,17,031,110100
"Census Tract 1102, Cook County, Illinois",158.0,674.0,541.0,529.0,333.0,17,031,110200
"Census Tract 8106, Cook County, Illinois",395.0,869.0,991.0,590.0,286.0,17,031,810600
"Census Tract 8109, Cook County, Illinois",480.0,1513.0,1599.0,722.0,357.0,17,031,810900
"Census Tract 8113.01, Cook County, Illinois",818.0,1000.0,867.0,317.0,54.0,17,031,811301
"Census Tract 8113.02, Cook County, Illinois",722.0,989.0,456.0,139.0,34.0,17,031,811302
"Census Tract 8121, Cook County, Illinois",56.0,340.0,544.0,1016.0,1108.0,17,031,812100
"Census Tract 8135, Cook County, Illinois",1416.0,1028.0,1152.0,446.0,87.0,17,031,813500
"Census Tract 8136, Cook County, Illinois",937.0,1265.0,567.0,222.0,47.0,17,031,813600
"Census Tract 8296, Cook County, Illinois",268.0,793.0,660.0,210.0,58.0,17,031,829600
"Census Tract 8297, Cook County, Illinois",254.0,1105.0,1062.0,237.0,130.0,17,031,829700
"Census Tract 8298, Cook County, Illinois",94.0,500.0,1413.0,1094.0,1473.0,17,031,829800
"Census Tract 8304, Cook County, Illinois",104.0,745.0,1208.0,518.0,273.0,17,031,830400
"Census Tract 8007, Cook County, Illinois",85.0,69.0,330.0,1111.0,1528.0,17,031,800700
"Census Tract 8025.03, Cook County, Illinois",395.0,771.0,1069.0,1507.0,989.0,17,031,802503
"Census Tract 8017.01, Cook County, Illinois",15.0,80.0,396.0,963.0,982.0,17,031,801701
"Census Tract 8019.02, Cook County, Illinois",72.0,141.0,391.0,929.0,670.0,17,031,801902
"Census Tract 8086, Cook County, Illinois",43.0,143.0,267.0,456.0,466.0,17,031,808600
"Census Tract 3105, Cook County, Illinois",290.0,239.0,215.0,131.0,97.0,17,031,310500
"Census Tract 3109, Cook County, Illinois",1121.0,625.0,655.0,661.0,217.0,17,031,310900
"Census Tract 8438, Cook County, Illinois",137.0,479.0,370.0,102.0,28.0,17,031,843800
"Census Tract 8439, Cook County, Illinois",385.0,588.0,822.0,529.0,445.0,17,031,843900
"Census Tract 9801, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,17,031,980100
"Census Tract 9800, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,17,031,980000
"Census Tract 9900, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,17,031,990000
"Census Tract 8077, Cook County, Illinois",420.0,676.0,1203.0,1154.0,514.0,17,031,807700
"Census Tract 3904, Cook County, Illinois",207.0,487.0,544.0,469.0,374.0,17,031,390400
"Census Tract 4201, Cook County, Illinois",138.0,272.0,399.0,140.0,122.0,17,031,420100
"Census Tract 4204, Cook County, Illinois",106.0,166.0,180.0,128.0,150.0,17,031,420400
"Census Tract 4312, Cook County, Illinois",99.0,484.0,653.0,504.0,212.0,17,031,431200
"Census Tract 4605, Cook County, Illinois",286.0,1234.0,1483.0,721.0,470.0,17,031,460500
"Census Tract 4802, Cook County, Illinois",86.0,162.0,439.0,181.0,56.0,17,031,480200
"Census Tract 4905, Cook County, Illinois",130.0,264.0,443.0,255.0,198.0,17,031,490500
"Census Tract 4906, Cook County, Illinois",182.0,198.0,434.0,168.0,131.0,17,031,490600
"Census Tract 4908, Cook County, Illinois",276.0,599.0,1431.0,385.0,228.0,17,031,490800
"Census Tract 5002, Cook County, Illinois",171.0,351.0,517.0,142.0,78.0,17,031,500200
"Census Tract 8339, Cook County, Illinois",384.0,604.0,342.0,116.0,20.0,17,031,833900
"Census Tract 8340, Cook County, Illinois",348.0,544.0,913.0,224.0,14.0,17,031,834000
"Census Tract 8342, Cook County, Illinois",114.0,718.0,1344.0,614.0,403.0,17,031,834200
"Census Tract 8343, Cook County, Illinois",390.0,1243.0,1360.0,845.0,564.0,17,031,834300
"Census Tract 8344, Cook County, Illinois",346.0,511.0,1029.0,479.0,476.0,17,031,834400
"Census Tract 8345, Cook County, Illinois",80.0,194.0,281.0,22.0,38.0,17,031,834500
"Census Tract 8346, Cook County, Illinois",294.0,669.0,338.0,46.0,15.0,17,031,834600
"Census Tract 8347, Cook County, Illinois",263.0,272.0,228.0,29.0,23.0,17,031,834700
"Census Tract 8348, Cook County, Illinois",199.0,414.0,382.0,143.0,27.0,17,031,834800
"Census Tract 8349, Cook County, Illinois",336.0,323.0,229.0,76.0,31.0,17,031,834900
"Census Tract 8350, Cook County, Illinois",750.0,1684.0,855.0,118.0,76.0,17,031,835000
"Census Tract 8351, Cook County, Illinois",1229.0,929.0,608.0,154.0,66.0,17,031,835100
"Census Tract 8352, Cook County, Illinois",360.0,452.0,435.0,135.0,78.0,17,031,835200
"Census Tract 8355, Cook County, Illinois",234.0,312.0,347.0,80.0,32.0,17,031,835500
"Census Tract 8356, Cook County, Illinois",135.0,406.0,109.0,24.0,20.0,17,031,835600
"Census Tract 8357, Cook County, Illinois",0.0,15.0,82.0,47.0,0.0,17,031,835700
"Census Tract 8358, Cook County, Illinois",119.0,205.0,253.0,181.0,224.0,17,031,835800
"Census Tract 8359, Cook County, Illinois",393.0,656.0,631.0,350.0,137.0,17,031,835900
"Census Tract 8360, Cook County, Illinois",79.0,355.0,632.0,387.0,279.0,17,031,836000
"Census Tract 3108, Cook County, Illinois",1032.0,461.0,642.0,633.0,241.0,17,031,310800
"Census Tract 3302, Cook County, Illinois",155.0,446.0,349.0,860.0,957.0,17,031,330200
"Census Tract 3405, Cook County, Illinois",382.0,315.0,257.0,202.0,141.0,17,031,340500
"Census Tract 3515, Cook County, Illinois",31.0,116.0,150.0,78.0,67.0,17,031,351500
"Census Tract 3903, Cook County, Illinois",240.0,436.0,597.0,441.0,252.0,17,031,390300
"Census Tract 3204, Cook County, Illinois",8.0,0.0,53.0,306.0,653.0,17,031,320400
"Census Tract 205, Cook County, Illinois",1485.0,1110.0,847.0,882.0,415.0,17,031,020500
"Census Tract 318, Cook County, Illinois",48.0,103.0,240.0,624.0,483.0,17,031,031800
"Census Tract 7503, Cook County, Illinois",28.0,289.0,381.0,519.0,476.0,17,031,750300
"Census Tract 7504, Cook County, Illinois",71.0,405.0,574.0,595.0,518.0,17,031,750400
"Census Tract 7705, Cook County, Illinois",868.0,690.0,343.0,41.0,30.0,17,031,770500
"Census Tract 8004, Cook County, Illinois",0.0,37.0,98.0,819.0,1304.0,17,031,800400
"Census Tract 8016.07, Cook County, Illinois",158.0,499.0,702.0,1202.0,1253.0,17,031,801607
"Census Tract 301.03, Cook County, Illinois",68.0,53.0,264.0,462.0,319.0,17,031,030103
"Census Tract 301.01, Cook County, Illinois",299.0,682.0,593.0,974.0,537.0,17,031,030101
"Census Tract 301.04, Cook County, Illinois",168.0,223.0,383.0,363.0,290.0,17,031,030104
"Census Tract 306.01, Cook County, Illinois",579.0,504.0,415.0,717.0,468.0,17,031,030601
"Census Tract 306.03, Cook County, Illinois",125.0,482.0,353.0,579.0,472.0,17,031,030603
"Census Tract 306.04, Cook County, Illinois",168.0,311.0,757.0,1098.0,847.0,17,031,030604
"Census Tract 307.01, Cook County, Illinois",189.0,214.0,357.0,412.0,200.0,17,031,030701
"Census Tract 307.02, Cook County, Illinois",70.0,182.0,386.0,767.0,607.0,17,031,030702
"Census Tract 307.03, Cook County, Illinois",321.0,216.0,577.0,834.0,489.0,17,031,030703
"Census Tract 307.06, Cook County, Illinois",113.0,585.0,520.0,879.0,500.0,17,031,030706
"Census Tract 402.01, Cook County, Illinois",435.0,671.0,1169.0,2018.0,1095.0,17,031,040201
"Census Tract 402.02, Cook County, Illinois",719.0,1299.0,1111.0,1671.0,699.0,17,031,040202
"Census Tract 404.01, Cook County, Illinois",153.0,191.0,368.0,1069.0,870.0,17,031,040401
"Census Tract 619.01, Cook County, Illinois",54.0,183.0,350.0,1383.0,1028.0,17,031,061901
"Census Tract 619.02, Cook County, Illinois",33.0,361.0,730.0,1393.0,1342.0,17,031,061902
"Census Tract 315.01, Cook County, Illinois",652.0,638.0,646.0,984.0,506.0,17,031,031501
"Census Tract 315.02, Cook County, Illinois",442.0,658.0,676.0,999.0,517.0,17,031,031502
"Census Tract 404.02, Cook County, Illinois",40.0,343.0,406.0,1728.0,1246.0,17,031,040402
"Census Tract 701.01, Cook County, Illinois",35.0,171.0,251.0,1331.0,1250.0,17,031,070101
"Census Tract 633.01, Cook County, Illinois",51.0,67.0,341.0,1000.0,724.0,17,031,063301
"Census Tract 633.03, Cook County, Illinois",6.0,93.0,197.0,461.0,442.0,17,031,063303
"Census Tract 633.02, Cook County, Illinois",0.0,106.0,267.0,1625.0,1287.0,17,031,063302
"Census Tract 8074, Cook County, Illinois",455.0,999.0,1099.0,1244.0,712.0,17,031,807400
"Census Tract 8076, Cook County, Illinois",662.0,772.0,1553.0,1140.0,445.0,17,031,807600
"Census Tract 8079, Cook County, Illinois",311.0,454.0,511.0,977.0,730.0,17,031,807900
"Census Tract 8080.01, Cook County, Illinois",299.0,420.0,544.0,858.0,594.0,17,031,808001
"Census Tract 8081, Cook County, Illinois",361.0,1129.0,875.0,677.0,275.0,17,031,808100
"Census Tract 8186, Cook County, Illinois",273.0,329.0,1084.0,905.0,823.0,17,031,818600
"Census Tract 8197, Cook County, Illinois",21.0,341.0,495.0,1432.0,1352.0,17,031,819700
"Census Tract 8198.02, Cook County, Illinois",21.0,169.0,245.0,689.0,588.0,17,031,819802
"Census Tract 8201.03, Cook County, Illinois",324.0,752.0,885.0,610.0,356.0,17,031,820103
"Census Tract 8207, Cook County, Illinois",845.0,1516.0,1581.0,336.0,264.0,17,031,820700
"Census Tract 8227.01, Cook County, Illinois",156.0,860.0,932.0,816.0,470.0,17,031,822701
"Census Tract 8230.01, Cook County, Illinois",456.0,1653.0,1457.0,608.0,184.0,17,031,823001
"Census Tract 8230.02, Cook County, Illinois",393.0,1728.0,1432.0,486.0,265.0,17,031,823002
"Census Tract 8231.01, Cook County, Illinois",346.0,945.0,1142.0,325.0,153.0,17,031,823101
"Census Tract 8233.02, Cook County, Illinois",418.0,1209.0,1459.0,432.0,296.0,17,031,823302
"Census Tract 8237.03, Cook County, Illinois",1074.0,1874.0,1511.0,610.0,309.0,17,031,823703
"Census Tract 8237.04, Cook County, Illinois",252.0,949.0,780.0,451.0,181.0,17,031,823704
