NAME,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,state,county,tract
"Census Tract 8300.08, Cook County, Illinois",227.0,3946.0,10.0,0.0,0.0,18.0,199.0,17,031,830008
"Census Tract 8305, Cook County, Illinois",2829.0,73.0,0.0,0.0,0.0,936.0,63.0,17,031,830500
"Census Tract 8306, Cook County, Illinois",2897.0,719.0,10.0,305.0,0.0,492.0,310.0,17,031,830600
"Census Tract 8307, Cook County, Illinois",1999.0,1481.0,32.0,228.0,11.0,9.0,54.0,17,031,830700
"Census Tract 8308, Cook County, Illinois",2176.0,28.0,15.0,142.0,0.0,50.0,111.0,17,031,830800
"Census Tract 8309, Cook County, Illinois",2407.0,86.0,8.0,176.0,0.0,192.0,124.0,17,031,830900
"Census Tract 8310, Cook County, Illinois",2026.0,19.0,0.0,106.0,0.0,0.0,26.0,17,031,831000
"Census Tract 8311, Cook County, Illinois",6572.0,40.0,0.0,401.0,0.0,1247.0,277.0,17,031,831100
"Census Tract 8119, Cook County, Illinois",4732.0,497.0,0.0,326.0,0.0,85.0,201.0,17,031,811900
"Census Tract 1910, Cook County, Illinois",1622.0,72.0,6.0,148.0,0.0,788.0,94.0,17,031,191000
"Census Tract 8056, Cook County, Illinois",4134.0,39.0,0.0,269.0,0.0,18.0,10.0,17,031,805600
"Census Tract 8060.04, Cook County, Illinois",4664.0,315.0,0.0,2025.0,0.0,123.0,55.0,17,031,806004
"Census Tract 8020.02, Cook County, Illinois",4500.0,111.0,0.0,566.0,0.0,192.0,75.0,17,031,802002
"Census Tract 8025.04, Cook County, Illinois",4910.0,59.0,62.0,642.0,43.0,757.0,137.0,17,031,802504
"Census Tract 8027.02, Cook County, Illinois",3550.0,12.0,0.0,1049.0,0.0,21.0,131.0,17,031,802702
"Census Tract 8030.08, Cook County, Illinois",3832.0,76.0,0.0,405.0,0.0,143.0,127.0,17,031,803008
"Census Tract 8032, Cook County, Illinois",4996.0,19.0,0.0,186.0,0.0,109.0,0.0,17,031,803200
"Census Tract 8035, Cook County, Illinois",5571.0,25.0,0.0,139.0,0.0,0.0,30.0,17,031,803500
"Census Tract 8041.02, Cook County, Illinois",6003.0,102.0,0.0,1047.0,0.0,9.0,102.0,17,031,804102
"Census Tract 8245.05, Cook County, Illinois",5286.0,433.0,0.0,578.0,0.0,0.0,67.0,17,031,824505
"Census Tract 8259, Cook County, Illinois",1020.0,2341.0,0.0,0.0,0.0,95.0,32.0,17,031,825900
"Census Tract 8260, Cook County, Illinois",1171.0,1551.0,0.0,0.0,0.0,201.0,0.0,17,031,826000
"Census Tract 8261, Cook County, Illinois",2333.0,3311.0,0.0,0.0,0.0,108.0,34.0,17,031,826100
"Census Tract 8263.04, Cook County, Illinois",85.0,2653.0,0.0,0.0,0.0,0.0,110.0,17,031,826304
"Census Tract 2423, Cook County, Illinois",3038.0,11.0,0.0,215.0,0.0,84.0,169.0,17,031,242300
"Census Tract 7608.01, Cook County, Illinois",2606.0,141.0,0.0,1179.0,0.0,257.0,337.0,17,031,760801
"Census Tract 4903, Cook County, Illinois",72.0,2182.0,0.0,0.0,0.0,6.0,42.0,17,031,490300
"Census Tract 4907, Cook County, Illinois",0.0,2777.0,0.0,0.0,0.0,0.0,0.0,17,031,490700
"Census Tract 5001, Cook County, Illinois",67.0,3069.0,0.0,0.0,0.0,0.0,0.0,17,031,500100
"Census Tract 5204, Cook County, Illinois",4074.0,94.0,0.0,7.0,0.0,340.0,0.0,17,031,520400
"Census Tract 8209.02, Cook County, Illinois",4082.0,370.0,0.0,109.0,0.0,468.0,47.0,17,031,820902
"Census Tract 8210.01, Cook County, Illinois",3746.0,316.0,46.0,100.0,0.0,174.0,405.0,17,031,821001
"Census Tract 8210.02, Cook County, Illinois",4730.0,77.0,0.0,0.0,0.0,562.0,35.0,17,031,821002
"Census Tract 8222, Cook County, Illinois",3228.0,103.0,0.0,45.0,0.0,243.0,346.0,17,031,822200
"Census Tract 8225, Cook County, Illinois",3793.0,363.0,1.0,53.0,0.0,59.0,97.0,17,031,822500
"Census Tract 8228.01, Cook County, Illinois",2425.0,234.0,0.0,177.0,0.0,180.0,131.0,17,031,822801
"Census Tract 8232, Cook County, Illinois",4224.0,258.0,0.0,134.0,0.0,167.0,64.0,17,031,823200
"Census Tract 8236.03, Cook County, Illinois",1064.0,795.0,77.0,0.0,0.0,341.0,36.0,17,031,823603
"Census Tract 8237.05, Cook County, Illinois",3986.0,311.0,0.0,24.0,11.0,91.0,86.0,17,031,823705
"Census Tract 8241.07, Cook County, Illinois",6155.0,335.0,0.0,117.0,0.0,153.0,87.0,17,031,824107
"Census Tract 8243, Cook County, Illinois",508.0,4169.0,0.0,21.0,0.0,26.0,54.0,17,031,824300
"Census Tract 8255.04, Cook County, Illinois",289.0,3177.0,0.0,0.0,0.0,5.0,40.0,17,031,825504
"Census Tract 2222, Cook County, Illinois",1956.0,87.0,2.0,159.0,0.0,29.0,94.0,17,031,222200
"Census Tract 8116, Cook County, Illinois",4692.0,124.0,82.0,406.0,0.0,958.0,111.0,17,031,811600
"Census Tract 8118, Cook County, Illinois",3940.0,117.0,56.0,48.0,0.0,921.0,48.0,17,031,811800
"Census Tract 8144, Cook County, Illinois",4280.0,114.0,15.0,101.0,0.0,3503.0,53.0,17,031,814400
"Census Tract 8157.02, Cook County, Illinois",4281.0,148.0,64.0,248.0,0.0,85.0,285.0,17,031,815702
"Census Tract 8158, Cook County, Illinois",1507.0,11.0,0.0,13.0,0.0,68.0,27.0,17,031,815800
"Census Tract 8161, Cook County, Illinois",3330.0,1772.0,14.0,309.0,0.0,157.0,210.0,17,031,816100
"Census Tract 8163, Cook County, Illinois",3135.0,184.0,0.0,23.0,0.0,1527.0,46.0,17,031,816300
"Census Tract 8170, Cook County, Illinois",1027.0,3239.0,12.0,0.0,0.0,697.0,2.0,17,031,817000
"Census Tract 8185, Cook County, Illinois",4191.0,470.0,0.0,275.0,0.0,323.0,154.0,17,031,818500
"Census Tract 8187, Cook County, Illinois",3499.0,137.0,0.0,77.0,0.0,9.0,47.0,17,031,818700
"Census Tract 2001, Cook County, Illinois",2183.0,212.0,64.0,166.0,0.0,1056.0,155.0,17,031,200100
"Census Tract 1609, Cook County, Illinois",2066.0,79.0,0.0,203.0,0.0,88.0,99.0,17,031,160900
"Census Tract 1709, Cook County, Illinois",1484.0,94.0,0.0,59.0,0.0,284.0,22.0,17,031,170900
"Census Tract 2203, Cook County, Illinois",1614.0,38.0,9.0,115.0,0.0,101.0,191.0,17,031,220300
"Census Tract 6301, Cook County, Illinois",400.0,227.0,0.0,0.0,0.0,245.0,11.0,17,031,630100
"Census Tract 6610, Cook County, Illinois",545.0,4532.0,0.0,0.0,0.0,191.0,166.0,17,031,661000
"Census Tract 6702, Cook County, Illinois",61.0,854.0,7.0,0.0,0.0,8.0,0.0,17,031,670200
"Census Tract 104, Cook County, Illinois",3691.0,1111.0,0.0,241.0,0.0,75.0,95.0,17,031,010400
"Census Tract 3801, Cook County, Illinois",115.0,1698.0,18.0,0.0,0.0,0.0,63.0,17,031,380100
"Census Tract 6718, Cook County, Illinois",45.0,1243.0,0.0,0.0,0.0,79.0,0.0,17,031,671800
"Census Tract 6911, Cook County, Illinois",63.0,2696.0,0.0,0.0,0.0,27.0,25.0,17,031,691100
"Census Tract 5303, Cook County, Illinois",32.0,3862.0,15.0,0.0,0.0,0.0,105.0,17,031,530300
"Census Tract 5609, Cook County, Illinois",4554.0,19.0,0.0,49.0,0.0,674.0,85.0,17,031,560900
"Census Tract 5803, Cook County, Illinois",1329.0,68.0,13.0,352.0,0.0,713.0,37.0,17,031,580300
"Census Tract 6113, Cook County, Illinois",1676.0,141.0,0.0,0.0,0.0,815.0,18.0,17,031,611300
"Census Tract 6116, Cook County, Illinois",599.0,671.0,0.0,9.0,0.0,263.0,47.0,17,031,611600
"Census Tract 6203, Cook County, Illinois",4004.0,263.0,106.0,89.0,0.0,3300.0,48.0,17,031,620300
"Census Tract 6204, Cook County, Illinois",2520.0,57.0,92.0,57.0,0.0,1545.0,122.0,17,031,620400
"Census Tract 1201, Cook County, Illinois",3824.0,12.0,0.0,144.0,0.0,60.0,118.0,17,031,120100
"Census Tract 1401, Cook County, Illinois",1805.0,442.0,68.0,381.0,0.0,392.0,106.0,17,031,140100
"Census Tract 8312, Cook County, Illinois",2368.0,456.0,19.0,38.0,0.0,1823.0,0.0,17,031,831200
"Census Tract 8313, Cook County, Illinois",91.0,468.0,7.0,19.0,0.0,369.0,41.0,17,031,831300
"Census Tract 8314, Cook County, Illinois",584.0,1952.0,7.0,29.0,10.0,365.0,79.0,17,031,831400
"Census Tract 8315, Cook County, Illinois",2671.0,209.0,78.0,102.0,0.0,513.0,83.0,17,031,831500
"Census Tract 8316, Cook County, Illinois",4752.0,357.0,84.0,62.0,0.0,2102.0,682.0,17,031,831600
"Census Tract 8317, Cook County, Illinois",1602.0,22.0,6.0,221.0,0.0,525.0,83.0,17,031,831700
"Census Tract 8318, Cook County, Illinois",4415.0,100.0,0.0,1438.0,0.0,377.0,163.0,17,031,831800
"Census Tract 8319, Cook County, Illinois",2856.0,55.0,0.0,162.0,0.0,11.0,144.0,17,031,831900
"Census Tract 8320, Cook County, Illinois",1320.0,52.0,1.0,212.0,0.0,6.0,30.0,17,031,832000
"Census Tract 8321, Cook County, Illinois",2525.0,850.0,0.0,135.0,0.0,9.0,83.0,17,031,832100
"Census Tract 8322, Cook County, Illinois",2753.0,13.0,0.0,101.0,0.0,95.0,218.0,17,031,832200
"Census Tract 8323, Cook County, Illinois",1612.0,35.0,0.0,172.0,0.0,20.0,99.0,17,031,832300
"Census Tract 8324, Cook County, Illinois",2658.0,104.0,0.0,173.0,0.0,133.0,61.0,17,031,832400
"Census Tract 8325, Cook County, Illinois",2957.0,187.0,0.0,86.0,0.0,49.0,111.0,17,031,832500
"Census Tract 8257, Cook County, Illinois",1258.0,2578.0,5.0,12.0,0.0,273.0,32.0,17,031,825700
"Census Tract 8258.03, Cook County, Illinois",689.0,5375.0,0.0,0.0,0.0,142.0,32.0,17,031,825803
"Census Tract 8263.03, Cook County, Illinois",207.0,4041.0,0.0,0.0,0.0,0.0,43.0,17,031,826303
"Census Tract 8273, Cook County, Illinois",325.0,1552.0,0.0,235.0,0.0,157.0,280.0,17,031,827300
"Census Tract 8285.03, Cook County, Illinois",1207.0,2721.0,0.0,39.0,0.0,48.0,137.0,17,031,828503
"Census Tract 6404, Cook County, Illinois",2852.0,166.0,0.0,11.0,0.0,314.0,216.0,17,031,640400
"Census Tract 6604, Cook County, Illinois",2484.0,116.0,0.0,0.0,0.0,3153.0,51.0,17,031,660400
"Census Tract 6608, Cook County, Illinois",1356.0,2336.0,0.0,61.0,0.0,990.0,124.0,17,031,660800
"Census Tract 6713, Cook County, Illinois",0.0,1865.0,0.0,0.0,0.0,147.0,0.0,17,031,671300
"Census Tract 8253.02, Cook County, Illinois",5177.0,893.0,0.0,377.0,0.0,103.0,35.0,17,031,825302
"Census Tract 8265, Cook County, Illinois",381.0,5427.0,0.0,41.0,0.0,21.0,161.0,17,031,826500
"Census Tract 8267, Cook County, Illinois",365.0,4695.0,34.0,1.0,0.0,0.0,18.0,17,031,826700
"Census Tract 8271, Cook County, Illinois",239.0,1984.0,0.0,116.0,0.0,61.0,52.0,17,031,827100
"Census Tract 8280, Cook County, Illinois",2827.0,1759.0,9.0,63.0,0.0,149.0,140.0,17,031,828000
"Census Tract 8282.02, Cook County, Illinois",2151.0,2181.0,0.0,66.0,0.0,32.0,82.0,17,031,828202
"Census Tract 8293.02, Cook County, Illinois",547.0,1555.0,0.0,2.0,0.0,1633.0,134.0,17,031,829302
"Census Tract 8044.06, Cook County, Illinois",3904.0,386.0,11.0,683.0,0.0,1577.0,85.0,17,031,804406
"Census Tract 8045.06, Cook County, Illinois",3810.0,37.0,12.0,956.0,0.0,169.0,149.0,17,031,804506
"Census Tract 8045.07, Cook County, Illinois",7018.0,492.0,50.0,2687.0,0.0,463.0,816.0,17,031,804507
"Census Tract 8045.08, Cook County, Illinois",1311.0,29.0,0.0,397.0,0.0,475.0,187.0,17,031,804508
"Census Tract 8045.09, Cook County, Illinois",3301.0,452.0,31.0,683.0,0.0,1486.0,248.0,17,031,804509
"Census Tract 8045.10, Cook County, Illinois",3094.0,214.0,5.0,306.0,0.0,2553.0,115.0,17,031,804510
"Census Tract 8045.11, Cook County, Illinois",1368.0,205.0,5.0,373.0,0.0,532.0,0.0,17,031,804511
"Census Tract 8046.08, Cook County, Illinois",2143.0,34.0,0.0,821.0,0.0,283.0,148.0,17,031,804608
"Census Tract 8046.09, Cook County, Illinois",2892.0,150.0,33.0,2297.0,0.0,52.0,271.0,17,031,804609
"Census Tract 8046.10, Cook County, Illinois",1729.0,26.0,0.0,480.0,0.0,0.0,70.0,17,031,804610
"Census Tract 8046.11, Cook County, Illinois",3561.0,48.0,28.0,662.0,0.0,11.0,108.0,17,031,804611
"Census Tract 8047.13, Cook County, Illinois",2646.0,477.0,21.0,1968.0,0.0,662.0,99.0,17,031,804713
"Census Tract 8047.14, Cook County, Illinois",2420.0,0.0,10.0,510.0,0.0,84.0,145.0,17,031,804714
"Census Tract 8047.15, Cook County, Illinois",1343.0,143.0,0.0,830.0,0.0,768.0,94.0,17,031,804715
"Census Tract 8047.16, Cook County, Illinois",2410.0,183.0,56.0,1676.0,0.0,158.0,192.0,17,031,804716
"Census Tract 8061.03, Cook County, Illinois",3731.0,34.0,39.0,658.0,10.0,265.0,112.0,17,031,806103
"Census Tract 8061.04, Cook County, Illinois",1947.0,619.0,94.0,1114.0,0.0,294.0,134.0,17,031,806104
"Census Tract 8062.01, Cook County, Illinois",3768.0,105.0,0.0,759.0,0.0,176.0,37.0,17,031,806201
"Census Tract 8062.02, Cook County, Illinois",4061.0,229.0,0.0,356.0,0.0,28.0,164.0,17,031,806202
"Census Tract 8123.01, Cook County, Illinois",2812.0,599.0,36.0,377.0,0.0,163.0,166.0,17,031,812301
"Census Tract 8123.02, Cook County, Illinois",2069.0,436.0,6.0,105.0,0.0,25.0,149.0,17,031,812302
"Census Tract 8128.01, Cook County, Illinois",1993.0,869.0,0.0,206.0,0.0,179.0,120.0,17,031,812801
"Census Tract 8128.02, Cook County, Illinois",1653.0,521.0,0.0,160.0,0.0,52.0,152.0,17,031,812802
"Census Tract 8133.01, Cook County, Illinois",802.0,128.0,0.0,0.0,0.0,2299.0,0.0,17,031,813301
"Census Tract 8133.02, Cook County, Illinois",766.0,175.0,8.0,0.0,0.0,2055.0,53.0,17,031,813302
"Census Tract 8137.01, Cook County, Illinois",1508.0,159.0,0.0,0.0,0.0,2043.0,0.0,17,031,813701
"Census Tract 8137.02, Cook County, Illinois",1019.0,270.0,0.0,21.0,0.0,2580.0,10.0,17,031,813702
"Census Tract 8138.01, Cook County, Illinois",615.0,13.0,42.0,0.0,7.0,2040.0,0.0,17,031,813801
"Census Tract 8138.02, Cook County, Illinois",1578.0,266.0,21.0,106.0,0.0,2971.0,31.0,17,031,813802
"Census Tract 8206.03, Cook County, Illinois",4803.0,348.0,29.0,191.0,0.0,325.0,184.0,17,031,820603
"Census Tract 8206.04, Cook County, Illinois",3672.0,32.0,0.0,0.0,0.0,115.0,114.0,17,031,820604
"Census Tract 8206.05, Cook County, Illinois",1698.0,2603.0,0.0,100.0,0.0,140.0,84.0,17,031,820605
"Census Tract 8206.06, Cook County, Illinois",3513.0,171.0,0.0,32.0,0.0,64.0,66.0,17,031,820606
"Census Tract 8238.05, Cook County, Illinois",2630.0,32.0,0.0,103.0,0.0,0.0,151.0,17,031,823805
"Census Tract 8238.06, Cook County, Illinois",3299.0,116.0,14.0,95.0,0.0,134.0,108.0,17,031,823806
"Census Tract 8240.03, Cook County, Illinois",5898.0,0.0,42.0,133.0,0.0,0.0,51.0,17,031,824003
"Census Tract 8240.04, Cook County, Illinois",5041.0,182.0,18.0,221.0,0.0,0.0,0.0,17,031,824004
"Census Tract 8326, Cook County, Illinois",3598.0,1.0,0.0,196.0,0.0,20.0,103.0,17,031,832600
"Census Tract 203.02, Cook County, Illinois",3419.0,523.0,75.0,677.0,0.0,191.0,252.0,17,031,020302
"Census Tract 206.02, Cook County, Illinois",2166.0,625.0,0.0,1082.0,0.0,838.0,54.0,17,031,020602
"Census Tract 207.01, Cook County, Illinois",1309.0,94.0,0.0,304.0,0.0,62.0,75.0,17,031,020701
"Census Tract 203.01, Cook County, Illinois",4337.0,196.0,11.0,596.0,0.0,97.0,147.0,17,031,020301
"Census Tract 206.01, Cook County, Illinois",3964.0,356.0,66.0,1807.0,0.0,54.0,278.0,17,031,020601
"Census Tract 207.02, Cook County, Illinois",4193.0,698.0,0.0,1997.0,0.0,856.0,482.0,17,031,020702
"Census Tract 208.01, Cook County, Illinois",3741.0,187.0,0.0,1775.0,17.0,61.0,394.0,17,031,020801
"Census Tract 208.02, Cook County, Illinois",3274.0,568.0,294.0,2712.0,0.0,135.0,933.0,17,031,020802
"Census Tract 209.01, Cook County, Illinois",2594.0,1486.0,0.0,1598.0,0.0,104.0,373.0,17,031,020901
"Census Tract 209.02, Cook County, Illinois",2505.0,656.0,0.0,1380.0,0.0,229.0,78.0,17,031,020902
"Census Tract 8154, Cook County, Illinois",3535.0,193.0,0.0,96.0,0.0,1155.0,145.0,17,031,815400
"Census Tract 8166, Cook County, Illinois",2221.0,125.0,0.0,109.0,0.0,2150.0,99.0,17,031,816600
"Census Tract 8171.01, Cook County, Illinois",341.0,4103.0,0.0,62.0,0.0,163.0,88.0,17,031,817101
"Census Tract 8172, Cook County, Illinois",452.0,3216.0,35.0,12.0,0.0,314.0,246.0,17,031,817200
"Census Tract 8174, Cook County, Illinois",1592.0,919.0,0.0,2.0,0.0,1332.0,207.0,17,031,817400
"Census Tract 8199, Cook County, Illinois",3236.0,0.0,0.0,62.0,0.0,0.0,0.0,17,031,819900
"Census Tract 8205.01, Cook County, Illinois",5388.0,207.0,0.0,55.0,0.0,163.0,62.0,17,031,820501
"Census Tract 8224, Cook County, Illinois",5163.0,213.0,46.0,85.0,0.0,413.0,29.0,17,031,822400
"Census Tract 8228.02, Cook County, Illinois",3182.0,158.0,0.0,79.0,0.0,38.0,31.0,17,031,822802
"Census Tract 8233.03, Cook County, Illinois",3358.0,777.0,0.0,0.0,0.0,124.0,236.0,17,031,823303
"Census Tract 8236.04, Cook County, Illinois",3393.0,36.0,0.0,94.0,0.0,37.0,116.0,17,031,823604
"Census Tract 4205, Cook County, Illinois",7.0,1702.0,0.0,26.0,0.0,0.0,0.0,17,031,420500
"Census Tract 4304, Cook County, Illinois",84.0,2628.0,12.0,0.0,0.0,0.0,41.0,17,031,430400
"Census Tract 4306, Cook County, Illinois",87.0,1995.0,0.0,9.0,0.0,42.0,35.0,17,031,430600
"Census Tract 4409, Cook County, Illinois",1.0,2305.0,12.0,0.0,0.0,0.0,15.0,17,031,440900
"Census Tract 4601, Cook County, Illinois",375.0,2958.0,0.0,51.0,0.0,91.0,48.0,17,031,460100
"Census Tract 4805, Cook County, Illinois",357.0,2534.0,0.0,9.0,0.0,10.0,29.0,17,031,480500
"Census Tract 2831, Cook County, Illinois",910.0,939.0,0.0,1090.0,0.0,53.0,202.0,17,031,283100
"Census Tract 3007, Cook County, Illinois",2792.0,130.0,0.0,39.0,0.0,1880.0,0.0,17,031,300700
"Census Tract 3008, Cook County, Illinois",2581.0,0.0,0.0,0.0,0.0,1379.0,0.0,17,031,300800
"Census Tract 3406, Cook County, Illinois",10.0,957.0,0.0,0.0,0.0,0.0,14.0,17,031,340600
"Census Tract 3403, Cook County, Illinois",269.0,7.0,0.0,1528.0,0.0,64.0,7.0,17,031,340300
"Census Tract 3510, Cook County, Illinois",242.0,2223.0,0.0,628.0,0.0,0.0,176.0,17,031,351000
"Census Tract 8143, Cook County, Illinois",1709.0,81.0,119.0,17.0,0.0,3079.0,60.0,17,031,814300
"Census Tract 8159, Cook County, Illinois",2535.0,1515.0,64.0,363.0,0.0,169.0,284.0,17,031,815900
"Census Tract 8087.02, Cook County, Illinois",3441.0,398.0,0.0,1099.0,0.0,73.0,214.0,17,031,808702
"Census Tract 6606, Cook County, Illinois",1618.0,2580.0,0.0,0.0,0.0,1323.0,105.0,17,031,660600
"Census Tract 6701, Cook County, Illinois",99.0,746.0,0.0,0.0,0.0,156.0,0.0,17,031,670100
"Census Tract 6708, Cook County, Illinois",31.0,984.0,0.0,0.0,0.0,0.0,0.0,17,031,670800
"Census Tract 6711, Cook County, Illinois",11.0,725.0,0.0,0.0,0.0,0.0,18.0,17,031,671100
"Census Tract 6712, Cook County, Illinois",27.0,992.0,0.0,0.0,0.0,0.0,0.0,17,031,671200
"Census Tract 6714, Cook County, Illinois",56.0,1057.0,0.0,0.0,0.0,34.0,0.0,17,031,671400
"Census Tract 4909.01, Cook County, Illinois",2.0,3253.0,0.0,0.0,0.0,0.0,9.0,17,031,490901
"Census Tract 4909.02, Cook County, Illinois",7.0,4127.0,0.0,29.0,0.0,23.0,18.0,17,031,490902
"Census Tract 5305.02, Cook County, Illinois",0.0,1448.0,0.0,0.0,0.0,8.0,0.0,17,031,530502
"Census Tract 2225, Cook County, Illinois",1340.0,73.0,57.0,9.0,0.0,142.0,71.0,17,031,222500
"Census Tract 2228, Cook County, Illinois",810.0,59.0,0.0,0.0,0.0,101.0,42.0,17,031,222800
"Census Tract 8072, Cook County, Illinois",2854.0,828.0,8.0,1359.0,0.0,73.0,191.0,17,031,807200
"Census Tract 8075, Cook County, Illinois",1938.0,73.0,0.0,1187.0,0.0,35.0,125.0,17,031,807500
"Census Tract 7502, Cook County, Illinois",1222.0,1529.0,11.0,0.0,0.0,11.0,130.0,17,031,750200
"Census Tract 8043.08, Cook County, Illinois",3603.0,463.0,0.0,1534.0,0.0,1194.0,218.0,17,031,804308
"Census Tract 8043.09, Cook County, Illinois",1775.0,250.0,56.0,244.0,0.0,545.0,216.0,17,031,804309
"Census Tract 8043.10, Cook County, Illinois",6488.0,51.0,7.0,1860.0,0.0,373.0,139.0,17,031,804310
"Census Tract 301.02, Cook County, Illinois",1590.0,527.0,26.0,397.0,0.0,219.0,82.0,17,031,030102
"Census Tract 7608.02, Cook County, Illinois",2406.0,15.0,0.0,10.0,0.0,113.0,9.0,17,031,760802
"Census Tract 7608.03, Cook County, Illinois",5063.0,136.0,0.0,409.0,0.0,35.0,145.0,17,031,760803
"Census Tract 7702.01, Cook County, Illinois",4774.0,198.0,0.0,698.0,0.0,92.0,313.0,17,031,770201
"Census Tract 7702.02, Cook County, Illinois",4383.0,1.0,15.0,109.0,0.0,213.0,28.0,17,031,770202
"Census Tract 7706.01, Cook County, Illinois",2247.0,53.0,0.0,856.0,0.0,34.0,44.0,17,031,770601
"Census Tract 7706.02, Cook County, Illinois",4101.0,129.0,0.0,493.0,12.0,361.0,102.0,17,031,770602
"Census Tract 7709.01, Cook County, Illinois",4423.0,39.0,0.0,420.0,0.0,36.0,30.0,17,031,770901
"Census Tract 7709.02, Cook County, Illinois",2995.0,9.0,0.0,187.0,13.0,50.0,55.0,17,031,770902
"Census Tract 8020.03, Cook County, Illinois",1839.0,40.0,0.0,490.0,0.0,112.0,100.0,17,031,802003
"Census Tract 8020.04, Cook County, Illinois",3303.0,237.0,0.0,1365.0,0.0,89.0,35.0,17,031,802004
"Census Tract 8237.02, Cook County, Illinois",4722.0,824.0,0.0,248.0,0.0,65.0,289.0,17,031,823702
"Census Tract 8250, Cook County, Illinois",3347.0,391.0,0.0,438.0,0.0,448.0,168.0,17,031,825000
"Census Tract 8262.01, Cook County, Illinois",504.0,2757.0,0.0,0.0,0.0,9.0,0.0,17,031,826201
"Census Tract 8263.01, Cook County, Illinois",385.0,3325.0,0.0,24.0,0.0,107.0,23.0,17,031,826301
"Census Tract 6715, Cook County, Illinois",81.0,1867.0,0.0,0.0,0.0,245.0,88.0,17,031,671500
"Census Tract 6716, Cook County, Illinois",101.0,1521.0,0.0,17.0,0.0,0.0,4.0,17,031,671600
"Census Tract 6720, Cook County, Illinois",35.0,3396.0,0.0,0.0,0.0,29.0,73.0,17,031,672000
"Census Tract 8024.03, Cook County, Illinois",1169.0,14.0,0.0,103.0,0.0,24.0,30.0,17,031,802403
"Census Tract 8024.04, Cook County, Illinois",4192.0,117.0,76.0,1052.0,49.0,1960.0,17.0,17,031,802404
"Census Tract 8025.05, Cook County, Illinois",3082.0,246.0,0.0,929.0,0.0,2167.0,155.0,17,031,802505
"Census Tract 8025.06, Cook County, Illinois",1333.0,38.0,28.0,341.0,0.0,609.0,127.0,17,031,802506
"Census Tract 8026.07, Cook County, Illinois",1138.0,29.0,0.0,75.0,0.0,0.0,11.0,17,031,802607
"Census Tract 8026.08, Cook County, Illinois",5625.0,154.0,0.0,458.0,34.0,57.0,55.0,17,031,802608
"Census Tract 8026.09, Cook County, Illinois",3183.0,109.0,0.0,910.0,0.0,1990.0,107.0,17,031,802609
